yaralar	as	yara	o	N;NOM;PL;3	DET
komple	completo	komp	completo		ADJ
geoff	geoff	geoff	geoff		PROPN
yorgunluk	cansa	yorgunluk	cansar		V
yorgunluk	canso	yorgunluk	canso		ADV
bekliyoruz	a	bekle	o	V;PROG;IND;PL;1;POS;INFM;PRS	DET
görünüyordu	cara	görün	cara	V;PROG;IND;SG;3;POS;INFM;PST	N
seventh	sétimo	seventh	sétimo	N;NOM;SG;3	ADJ
archie	archie	arch	archie		PROPN
sorum	pregunta	sorum	pregunta		N
sorum	cuestión	sorum	cuestión		N
teselli	felicidade	teselli	felicidade		N
sırları	os	sır	o	N;ACC;PL;3	DET
sırları	poden	sır	poder	N;ACC;PL;3	V
sırları	adoptar	sır	adoptar	N;ACC;PL;3	V
piyango	lotería	piyango	lotería	N;NOM;SG;3	V
piyango	de	piyango	de	N;NOM;SG;3	ADP
piyango	lotaría	piyango	lotaría	N;NOM;SG;3	V
günlerce	días	günlerce	día	ADV	N
zola	zola	zola	zola		N
yürür	camiña	yürür	camiñar		V
gülünç	ridícula	gülünç	ridícula		N
gülünç	ridículo	gülünç	ridículo		N
evsiz	sen	evsiz	sen		ADP
evsiz	teito	evsiz	teito		N
cynthia	cynthia	cynthia	cynthia		N
twenty	20	twenty	20		NUM
twenty	vinte	twenty	vinte		N
soran	preguntar	sor	preguntar		V
soran	lle	sor	lle		PRO
soran	pregunta	sor	pregunta		N
soran	a	sor	o		DET
soran	pide	sor	pedir		V
soran	pregunteille	sor	pregunteille		ADJ
soran	preguntou	sor	preguntar		V
soran	lle	sor	lle		PRO
bombalar	as	bomba	o	N;NOM;PL;3	DET
seasons	estacións	seasons	estación		N
melody	melodía	melody	melodía		N
betik	guión	betik	guión		N
övgüler	gábote	övgü	gábote	N;NOM;PL;3	PROPN
övgüler	teu	övgü	teu	N;NOM;PL;3	DET
seher	alborecer	seher	alborecer		V
seher	amencer	seher	amencer		N
yürümek	pola	yürü	pola	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
yürümek	polas	yürü	pola	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
dükkan	de	dükkan	de	N;NOM;SG;3	ADP
dükkan	mae	dükkan	mae	N;NOM;SG;3	PROPN
dükkan	choio	dükkan	choio	N;NOM;SG;3	ADV
dükkan	almacenar	dükkan	almacenar	N;NOM;SG;3	V
dolap	minister	dolap	minister	N;NOM;SG;3	PROPN
haydut	ladrón	haydut	ladrón		N
serum	iv	serum	iv		PROPN
gürültülü	forte	gürültülü	forte		ADJ
gürültülü	alto	gürültülü	alto		ADJ
gürültülü	alta	gürültülü	alto		ADJ
gürültülü	voz	gürültülü	voz		N
gürültülü	barullento	gürültülü	barullento		PROPN
gürültülü	ruidoso	gürültülü	ruidoso		ADJ
mont	chaqueta	mont	chaqueta		N
mont	da	mont	da		V
savunmasız	vulnerables	savun	vulnerable	V;PFV;IMP;SG;2;NEG;PRS	ADJ
savunmasız	vulnerable	savun	vulnerable	V;PFV;IMP;SG;2;NEG;PRS	ADJ
noble	nobre	noble	nobre	PROPN;NOM;SG;3	N
mağdur	da	mağdur	da		V
mağdur	vítima	mağdur	vítima		N
chin	queixo	chin	queixo		N
gözlük	as	gözlük	o	N;NOM;SG;3	DET
hacker	hacker	hacker	hacker		PROPN
hacker	hackers	hacker	hacker		PROPN
malikane	mansión	malikane	mansión		N
bilinçsiz	inconsciente	bilinçsiz	inconsciente		N
memurlar	oficiais	memur	oficial	N;NOM;PL;3	ADJ
memurlar	os	memur	o	N;NOM;PL;3	DET
memurlar	seus	memur	seu	N;NOM;PL;3	DET
sivillere	civís	sivil	civir	ADJ;DAT;PL;3	N
sivillere	xente	sivil	xente	ADJ;DAT;PL;3	N
kes	cortar	kes	cortar		V
kampta	do	kamp	do	N;ESS;SG;3	PROPN
ellie	ellie	elli	ellie		PROPN
eylemci	activista	eylemci	activistar		N
düşüyor	a	düş	o	V;PROG;IND;SG;3;POS;INFM;PRS	DET
düşüyor	derrube	düş	derrubir	V;PROG;IND;SG;3;POS;INFM;PRS	N
kaslar	os	kas	o	N;NOM;PL;3	DET
kaslar	muscular	kas	muscular	N;NOM;PL;3	ADJ
rahmetli	falecido	rahmetli	falecer		V
kasları	os	kas	o	N;ACC;PL;3	DET
gus	gus	gus	gus		PROPN
kızım	moza	kız	mozo	ADJ;NOM;SG;3	N
kızım	rapaza	kız	rapaza	ADJ;NOM;SG;3	N
kızım	nena	kız	nena	ADJ;NOM;SG;3	N
kızım	filla	kız	fillo	ADJ;NOM;SG;3	N
soğutucu	refrixeración	soğutucu	refrixeración		N
ursula	ursula	urs	ursular		N
satışlar	de	satış	de	N;NOM;PL;3	ADP
satışlar	ventas	satış	ventar	N;NOM;PL;3	V
duruşma	ensaio	duruş	ensaio		N
duruşma	xuízo	duruş	xuízo		N
duruşma	proceso	duruş	proceso		N
dibi	fondo	dibi	fondo		N
dibi	final	dibi	final		N
dibi	do	dibi	do		PROPN
dibi	inferior	dibi	inferior		ADJ
dibi	abaixo	dibi	abaixo		ADV
dibi	todo	dibi	todo		DET
skandal	escándalo	skandal	escándalo		N
doldurulmuş	de	dol	de	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADP
doldurulmuş	cheos	dol	cheo	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ
borges	borges	borges	borge		N
tamamladım	os	tamamla	o	V;PFV;IND;SG;1;POS;PST	DET
makara	bobina	makar	bobina		N
makara	parte	makar	parte		N
buluş	con	buluş	con		ADP
buluş	invento	buluş	invento		N
buluş	invención	buluş	invención		N
faydaları	os	fayda	o	N;NOM;PL;3	DET
bağlam	contexto	bağlam	contexto		N
çamurlu	lama	çamurlu	lama		N
kurs	que	kurs	que	N;NOM;SG;3	PRO
kurs	por	kurs	por	N;NOM;SG;3	ADP
kurs	claro	kurs	claro	N;NOM;SG;3	ADJ
hatırla	lembrar	hatır	lembrar		V
hatırla	lembro	hatır	lembro		V
hatırla	lembra	hatır	lembra		V
hatırla	lembras	hatır	lembra		N
kendimizi	nós	kendi	nós	PRO;ACC;PL;1;REFL	ADV
kendimizi	mesmos	kendi	mesmo	PRO;ACC;PL;1;REFL	DET
dinozorlar	os	dinozor	o	N;NOM;PL;3	DET
emekçi	traballo	emekçi	traballo		N
çanta	de	çanta	de	N;NOM;SG;3	ADP
yüzyıllarca	séculos	yüzyıllarca	século	ADV	N
kovboy	vaqueiro	kovboy	vaqueiro		N
kovboy	de	kovboy	de		ADP
kozmoloji	cosmoloxía	kozmoloji	cosmoloxía		N
perspektif	perspectiva	perspektif	perspectiva		N
bernstein	bernstein	bernsth	bernstein	PROPN;NOM;SG;3	PROPN
şaşkın	confuso	şaşkın	confuso		N
marangoz	carpinteiro	marangoz	carpinteiro		N
gardiyan	garda	gardiyan	garda		N
gardiyan	de	gardiyan	de		ADP
gardiyan	carcereiro	gardiyan	carcereiro		N
gösterin	espectáculo	göster	espectáculo	V;PFV;IMP;PL;2;POS;PRS	N
kısmet	destino	kısmet	destino		N
görüntülü	vídeo	görüntülü	vídeo		N
görüntülü	video	görüntülü	video		N
görüntülü	videoxogos	görüntülü	videoxogos		N
esasında	basicamente	esas	basicamente	ADJ;ESS;SG;3	ADV
esasında	esencialmente	esas	esencial	ADJ;ESS;SG;3	ADV
raoul	raúl	raoul	raúl		PROPN
talimat	instrucións	talimat	instrución		N
yasaklı	prohibido	yasaklı	prohibir		V
yasaklı	prohibidas	yasaklı	prohibir		V
gırtlak	gorxa	gırtlak	gorxa		N
sessizce	silencio	sessizce	silencio		N
varoluş	existencia	varoluş	existencia		N
varoluş	vida	varoluş	vida		N
berbat	horrible	berbat	horrible		N
berbat	horríbel	berbat	horríbel		ADJ
berbat	terrible	berbat	terrible		ADJ
berbat	horrible	berbat	horrible		N
berbat	horríbel	berbat	horríbel		ADJ
berbat	terríbel	berbat	terríbel		N
çalındı	datos	çal	dato	V;PFV;IND;SG;3;POS;PST;PASS	N
formlar	de	form	de	N;NOM;PL;3	ADP
tı	ti	i	ti	V;PFV;IND;SG;3;PST	
fowler	fowler	fow	fowler		PROPN
hooper	hooper	hooper	hooper		PROPN
disiplinli	disciplina	disiplinli	disciplina	ADJ	N
mendil	tecido	mendil	tecido		N
mendil	tecidos	mendil	tecido		N
mendil	pano	mendil	pano		N
yüzler	rostros	yüz	rostro		N
yüzler	caras	yüz	cara		N
yüzer	flotante	yüzer	flotante		N
yüzer	aboiando	yüzer	aboiar		V
korsanlar	hackers	korsan	hacker	V;PFV;PL;3;POS;PRS	PROPN
robotlar	robots	robot	robots	N;NOM;PL;3	PROPN
kip	modo	kip	modo		N
davullar	batería	davul	bater	N;NOM;PL;3	V
davullar	os	davul	o	N;NOM;PL;3	DET
bilardo	piscina	bil	piscina		N
bilardo	a	bil	o		DET
iktidardaki	dominante	iktidardaki	dominante		ADJ
illegal	ilegal	illegal	ilegal		ADJ
suçlamaları	cargos	suçla	cargo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
kirlilik	contaminación	kirlilik	contaminación		N
inme	cerebral	in	cerebral		ADJ
kase	pratos	kase	prato		N
kase	bowl	kase	bowl		PROPN
kase	cunca	kase	cunca		N
ruslarla	os	rus	o	N;INS;PL;3	DET
mesafeler	lonxe	mesafe	lonxe	N;NOM;PL;3	ADV
mesafeler	as	mesafe	o	N;NOM;PL;3	DET
mesafeler	até	mesafe	até	N;NOM;PL;3	ADV
aşçı	cociñar	aşç	cociñar		V
aşçı	cociñeira	aşç	cociñeiro		N
aşçı	cociñeiro	aşç	cociñeiro		N
keşfetmek	que	keşfet	que	V;PFV;NOM;IND;POS;PRS;V.MSDR	PRO
olağandışı	extraordinario	olağan	extraordinario		ADJ
olağandışı	cantidade	olağan	cantidade		N
olağandışı	extraordinarias	olağan	extraordinario		ADJ
olağandışı	extraordinarios	olağan	extraordinario		ADJ
olağandışı	extraodinarios	olağan	extraodinario		ADJ
olağandışı	extraordinaria	olağan	extraordinario		ADJ
olağandışı	estraño	olağan	estraño		ADJ
perişan	miserábel	perişan	miserábel		ADJ
perişan	vida	perişan	vida		N
konuşuyor	charlas	konuş	charla	V;PROG;IND;SG;3;POS;INFM;PRS	N
konuşuyor	tedx	konuş	tedx	V;PROG;IND;SG;3;POS;INFM;PRS	PROPN
konuşuyor	de	konuş	de	V;PROG;IND;SG;3;POS;INFM;PRS	ADP
konuşuyor	a	konuş	o	V;PROG;IND;SG;3;POS;INFM;PRS	DET
konuşuyor	falo	konuş	falar	V;PROG;IND;SG;3;POS;INFM;PRS	N
konuşuyor	con	konuş	con	V;PROG;IND;SG;3;POS;INFM;PRS	ADP
konuşuyor	que	konuş	que	V;PROG;IND;SG;3;POS;INFM;PRS	PRO
konuşuyor	fálalle	konuş	fálallar	V;PROG;IND;SG;3;POS;INFM;PRS	PROPN
sloan	sloan	sloan	sloar		PROPN
sloan	a	sloan	o		DET
sloan	matou	sloan	matar		V
hakiki	auténtica	hakiki	auténtico		ADJ
hakiki	é	hakiki	ser		V
bulmaca	crebacabezas	bul	crebacabezas		N
bulmaca	puzzle	bul	puzzle		N
uyanış	espertar	uyanış	espertar		V
çatlak	roto	çatlak	roto		N
çatlak	noces	çatlak	noz		N
çatlak	tola	çatlak	tola		PROPN
çatlak	tolo	çatlak	tolo		N
glikoz	glicosa	glikoz	glicosa	N;NOM;SG;3	ADJ
peak	pico	peak	pico		N
taktikleri	táctica	taktik	táctica	V;PFV;NOM;IND;POS;PST;V.PTCP	N
ambar	almacén	ambar	almacén		N
ambar	granxa	ambar	granxa		N
askeriye	militares	askeri	militar	N;DAT;SG;3	V
askeriye	militar	askeri	militar	N;DAT;SG;3	ADJ
vagon	fantasma	vagon	fantasma		N
vagon	carriño	vagon	carriño		N
yaralanma	ferida	yaralan	ferida	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
yaralanma	lesión	yaralan	lesión	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
açılıyor	apertura	aç	apertura	V;PROG;IND;SG;3;POS;INFM;PRS;PASS	N
huzurlu	pacífica	huzurlu	pacífico		ADJ
jar	de	jar	de		ADP
jar	bote	jar	bote		PROPN
cebe	peto	cebe	peto		N
cebe	petos	cebe	peto		N
önyargı	prexuízos	önyargı	prexuízo		N
menajerlik	de	menajerlik	de	N;NOM;SG;3	ADP
menajerlik	a	menajerlik	o	N;NOM;SG;3	DET
karmaşa	confusión	karmaş	confusión		N
karmaşa	un	karmaş	un		DET
karmaşa	caos	karmaş	caos		PROPN
içecekler	copas	iç	copa	V;PFV;IND;PL;3;POS;FUT	N
azap	castigar	azap	castigar	N;NOM;SG;3	V
nutuk	charla	nutuk	charlar		N
satar	vende	sat	vende		V
satar	libro	sat	libro		N
satar	máis	sat	máis		ADV
satar	vendido	sat	vendido		V
yakınlardaki	preto	yakınlardaki	preto	ADJ;ESS;PL;3	ADV
balo	bola	balo	bola		N
balo	bóla	balo	bóla		N
balo	pelota	balo	pelota		N
balo	balón	balo	balón		N
graves	foxas	graves	foxa		N
graves	comúns	graves	común		ADJ
graves	tumbas	graves	tumba		N
holm	holm	holm	holm		PROPN
hokkaido	hokkaido	hokkaido	hokkar	PROPN;NOM;SG;3	PROPN
hastalara	os	hasta	o	N;DAT;PL;3	DET
mccoy	mccoy	mccoy	mccoy		PROPN
aygıtlar	instrumental	aygıt	instrumental	N;NOM;PL;3	ADJ
kararlılık	estabilidade	kararlılık	estabilidade		N
kararlılık	determinación	kararlılık	determinación		N
kararlılık	compromiso	kararlılık	compromiso		N
kararlılık	mecanismo	kararlılık	mecanismo		N
kararlılık	de	kararlılık	de		ADP
kararlılık	mecanismos	kararlılık	mecanismo		N
kararlılık	cos	kararlılık	cos		PROPN
tamiri	reparar	tamir	reparar	N;NOM;SG;3	V
inanmak	cres	inan	cres	V;PFV;NOM;IND;POS;PRS;V.MSDR	PRO
inanmak	que	inan	que	V;PFV;NOM;IND;POS;PRS;V.MSDR	PRO
varyasyon	variación	varyasyon	variación		N
dikkatlice	con	dikkatlice	con	N;NOM;SG;3	ADP
linç	linchamento	linç	linchamento		N
köpük	escuma	köpük	escumar		N
hanımefendi	a	hanımefendi	o	N;NOM;SG;3	DET
kırılmış	roto	kır	roto	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N
öncül	premisa	öncül	premisar		N
mütevazı	humilde	mütevazı	humilde		N
mütevazı	humildes	mütevazı	humilde		N
teklifler	ofréceme	teklif	ofréceme	N;NOM;PL;3	PROPN
saymak	contigo	say	contigo	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADV
kaybolması	desaparición	kaybol	desaparición	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
dilim	rebándenme	dilim	rebándenme		PROPN
dilim	rebanda	dilim	rebanda		N
dilim	faise	dilim	faise		V
sepet	carreta	sepet	carreta		N
sepet	carro	sepet	carro		N
eleven	once	eleven	once		NUM
pub	bar	pub	bar	PROPN;NOM;SG;3	N
yabancılara	descoñecidos	yabancı	descoñecido	ADJ;DAT;PL;3	N
dişler	os	diş	o	N;NOM;PL;3	DET
birşeyler	algo	birşey	algo	N;NOM;PL;3	PRO
bentley	bentley	bentley	bentley	PROPN;NOM;SG;3	PROPN
fiyatlar	os	fiyat	o	N;NOM;PL;3	DET
fiyatlar	de	fiyat	de	N;NOM;PL;3	ADP
patika	camiño	patika	camiño		N
patika	senda	patika	senda		N
patika	seu	patika	seu		DET
derine	no	derin	no		V
derine	fondo	derin	fondo		N
derine	profundo	derin	profundo		ADJ
derine	profundidade	derin	profundidade		N
derine	de	derin	de		ADP
izlerken	a	izle	o	V;IPFV;IND;SG;3;POS;V.CVB	DET
izlerken	as	izle	o	V;IPFV;IND;SG;3;POS;V.CVB	DET
bando	banda	ban	banda		N
tesekkurler	moitas	tesekkur	moito	N;NOM;PL;3	DET
düşmek	a	düş	o		DET
düşmek	namorarse	düş	namorarse		V
düşmek	caendo	düş	caendo		V
düşmek	derrube	düş	derrubir		N
düşmek	ardendo	düş	arder		V
düşmek	caída	düş	caída		N
düşmek	outono	düş	outono		N
düşmek	caer	düş	caer		V
ünite	unidade	ünite	unidade		N
ülkücü	piratería	ülkücü	piratería		N
konuklar	convidados	konuk	convidar	N;NOM;PL;3	V
koridor	corredor	koridor	corredor		N
koridor	corredor	koridor	corredor		N
siviller	civís	sivil	civir	ADJ;NOM;PL;3	N
siviller	xente	sivil	xente	ADJ;NOM;PL;3	N
devler	xigantes	dev	xigante	N;NOM;PL;3	ADJ
öğlen	mediodía	öğlen	mediodía		N
öğlen	tarde	öğlen	tarde		N
öğlen	bos	öğlen	bo		N
öğlen	tardes	öğlen	tarde		N
öğlen	serán	öğlen	ser		V
apaçık	chaira	apaçık	chaira		N
apaçık	costa	apaçık	costa		N
apaçık	plano	apaçık	plano		N
apaçık	claro	apaçık	claro		ADJ
apaçık	tenra	apaçık	tenra		N
anlat	dicir	anlat	dicir		V
anlat	dille	anlat	dille		V
korkutucu	medo	korkutucu	medo		N
korkutucu	aterrador	korkutucu	aterrador		N
korkutucu	terrorífico	korkutucu	terrorífico		N
miura	miura	miura	miura		PROPN
bombalama	bombardeo	bombalama	bombardeo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
bombalama	do	bombalama	do	V;PFV;NOM;IND;POS;PRS;V.MSDR	PROPN
bombalama	bombardeos	bombalama	bombardeo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
bombalama	o	bombalama	o	V;PFV;NOM;IND;POS;PRS;V.MSDR	DET
katır	mula	katır	mulo		N
konsantrasyon	de	konsantrasyon	de		ADP
konsantrasyon	concentración	konsantrasyon	concentración		N
iyimser	optimistas	iyimser	optimista		ADJ
iyimser	optimista	iyimser	optimista		ADJ
şefkat	a	şefkat	o	N;NOM;SG;3	DET
çalış	estudar	çalış	estudar		V
çalış	estudo	çalış	estudo		N
çalış	estudamos	çalış	estudar		V
çalış	despacho	çalış	despacho		N
çalış	traballo	çalış	traballo		N
çalış	traballar	çalış	traballar		V
peggy	peggy	peggy	peggy		PROPN
sevgililer	amantes	sevgili	amante	ADJ;NOM;PL;3	N
deneyimler	as	deneyim	o	N;NOM;PL;3	DET
oysaki	mentres	oysaki	mentres		ADV
cannon	canóns	cannon	canón		N
cannon	sobre	cannon	sobre		ADP
cannon	os	cannon	o		DET
cannon	artillaría	cannon	artillar		V
cannon	canón	cannon	canón		N
altinda	baixo	alt	baixo	ADJ;ESS;SG;3	ADP
altinda	debaixo	alt	debaixo	ADJ;ESS;SG;3	ADV
altinda	baixo	alt	baixo	ADJ;ESS;SG;3	ADP
altinda	debaixo	alt	debaixo	ADJ;ESS;SG;3	ADV
altinda	de	alt	de	ADJ;ESS;SG;3	ADP
katolikler	católicos	katolik	católico	N;NOM;PL;3	ADJ
polly	polly	polly	polly		PROPN
yeşili	verde	yeşil	verde	ADJ;ACC;SG;3	N
yeşili	verdes	yeşil	verde	ADJ;ACC;SG;3	N
yeşili	green	yeşil	grear	ADJ;ACC;SG;3	PROPN
rabbit	coello	rabbit	coello		N
içindekiler	ingredientes	içindeki	ingrediente	ADJ;NOM;PL;3	N
içindekiler	ingrediente	içindeki	ingrediente	ADJ;NOM;PL;3	N
yeşillik	green	yeşillik	grear	N;NOM;SG;3	PROPN
korkak	micho	korkak	micho		N
korkak	michiño	korkak	michiño		PROPN
korkak	covarde	korkak	covarde		V
ihtiyaçlar	precisa	ihtiyaç	preciso	N;NOM;PL;3	ADJ
ihtiyaçlar	ten	ihtiyaç	ter	N;NOM;PL;3	V
ihtiyaçlar	necesita	ihtiyaç	necesitar	N;NOM;PL;3	V
hazırım	listos	hazırım	listo	V;PFV;IND;SG;1;PRS	V
hazırım	lista	hazırım	lista	V;PFV;IND;SG;1;PRS	N
hazırım	preparados	hazırım	preparar	V;PFV;IND;SG;1;PRS	N
hazırım	listo	hazırım	listo	V;PFV;IND;SG;1;PRS	N
hazırım	preparado	hazırım	preparado	V;PFV;IND;SG;1;PRS	N
algoritmaları	algoritmos	algoritma	algoritmo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
sent	centavos	sent	centavo		N
sent	cincuenta	sent	cincuenta		NUM
sent	patacóns	sent	patacón		N
sent	céntimos	sent	céntimo		N
sent	a	sent	o		DET
sent	penique	sent	penique		N
sent	penny	sent	penny		PROPN
sent	cento	sent	cento		N
sürücüleri	conduce	sürücü	conducir	N;ACC;PL;3	V
fıkra	broma	fıkra	broma		N
fıkra	chiste	fıkra	chistir		N
fıkra	bromas	fıkra	broma		N
fıkra	gracia	fıkra	gracia		N
fıkra	conto	fıkra	conto		N
çürük	horríbel	çürük	horríbel		ADJ
kendin	mesmo	kendi	mesmo	PRO;NOM;SG;2;REFL	DET
kendin	ti	kendi	ti	PRO;NOM;SG;2;REFL	
kendin	vostede	kendi	vostede	PRO;NOM;SG;2;REFL	PROPN
kıskançlık	celosa	kıskançlık	celosar	N;NOM;SG;3	ADJ
kutlamalar	celebración	kutla	celebración	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
mümin	crer	mümin	crer		V
haftalarca	semanas	haftalarca	semana	ADV	N
tatbikat	perforar	tatbikat	perforar	N;NOM;SG;3	V
erkenden	cedo	erken	cedo	ADJ;AT+ABL;SG;3	ADV
tutkulu	vos	tutkulu	vos		PRO
tutkulu	apaixonada	tutkulu	apaixonar		V
tutuklanmış	o	tutukla	o	V;PFV;NFH;IND;SG;3;POS;PST;PASS	DET
basin	prensa	basin	prensa		N
basin	o	basin	o		DET
basin	press	basin	press		PROPN
perrin	perrin	perrin	perrir	PROPN;NOM;SG;3	PROPN
sabahları	mañás	sabah	mañás	N;NOM;PL;3	ADV
alışkanlık	o	alışkanlık	o	N;NOM;SG;3	DET
sihirbaz	mago	sihirbaz	mago		N
artırma	incremento	artırma	incremento		N
artırma	aumento	artırma	aumento		N
artırma	a	artırma	o		DET
artırma	incrementar	artırma	incrementar		V
artırma	aumenta	artırma	aumentar		V
artırma	aumentar	artırma	aumentar		V
tanner	tanner	tanner	tanner		PROPN
suçlama	acusación	suçla	acusación		N
suçlama	cargo	suçla	cargo		N
suçlama	mando	suçla	mando		N
suçlama	cargos	suçla	cargo		N
suçlama	carga	suçla	carga		N
okuyun	leo	oku	lear	V;PFV;IMP;PL;2;POS;PRS	PROPN
okuyun	le	oku	le	V;PFV;IMP;PL;2;POS;PRS	PROPN
düzine	ducias	düz	ducia		N
düzine	ducias	düz	ducia		N
düzine	ducia	düz	ducia		N
düzine	de	düz	de		ADP
haley	haley	haley	haley		PROPN
flört	cita	flört	cita		N
flört	a	flört	o		DET
flört	día	flört	día		N
flört	data	flört	data		N
karanlığın	escuridade	karanlık	escuridade	ADJ;GEN;SG;3	N
juliette	juliette	juliette	juliette	N;ESS;SG;3	PROPN
kabus	pesadelo	kabus	pesadelo		N
farkli	diferentes	farkli	diferente		ADJ
farkli	distintas	farkli	distinto		ADJ
farkli	distinto	farkli	distinto		ADJ
farkli	distintos	farkli	distinto		ADJ
farkli	diferente	farkli	diferente		ADJ
twelve	doce	twelve	doce		N
sapiens	sapiens	sapiens	sapien		PROPN
aşağıdan	na	aşağı	na	ADJ;AT+ABL;SG;3	N
aşağıdan	debaixo	aşağı	debaixo	ADJ;AT+ABL;SG;3	ADV
aşağıdan	por	aşağı	por	ADJ;AT+ABL;SG;3	ADP
aşağıdan	baixo	aşağı	baixo	ADJ;AT+ABL;SG;3	ADP
aşağıdan	abaixo	aşağı	abaixo	ADJ;AT+ABL;SG;3	ADV
aşağıdan	embaixo	aşağı	embaixo	ADJ;AT+ABL;SG;3	N
aşağıdan	seccionada	aşağı	seccionar	ADJ;AT+ABL;SG;3	V
giants	xigantes	giants	xigante		ADJ
hamuru	diñeiro	hamur	diñeiro		N
suçlamalar	cargos	suçla	cargo	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
mutluluğu	a	mutluluk	o	N;ACC;SG;3	DET
ikizi	picos	ikiz	pico		N
cartwright	cartwright	cartwright	cartwright	PROPN;NOM;SG;3	PROPN
espri	humor	espri	humor		N
üniforma	uniforme	üniforma	uniforme		N
proletarya	proletariado	proletarya	proletariado		N
proletarya	proletarios	proletarya	proletario		N
flaş	de	flaş	de		ADP
vazife	deber	vazif	deber		V
vazife	obriga	vazif	obrigar		V
vazife	de	vazif	de		ADP
vazife	servizo	vazif	servizo		N
vazife	co	vazif	co		PROPN
bakıyor	a	bak	o	V;PROG;IND;SG;3;POS;INFM;PRS	DET
talim	perforar	talim	perforar		V
öğüt	consello	öğüt	consello		N
güvende	salvo	güven	salvo		ADP
güvende	segura	güven	seguro		ADJ
güvende	seguro	güven	seguro		N
güvende	seguros	güven	seguro		N
güvende	a	güven	o		DET
güneyli	do	güneyli	do		PROPN
güneyli	sur	güneyli	sur		N
avery	avery	avery	avery		PROPN
parkinson	párkinson	parkinson	párkinson	N;NOM;SG;3	PROPN
yarımküre	hemisferio	yarımküre	hemisferio		N
numaralar	os	numara	o	N;NOM;PL;3	DET
onurlu	honorábel	onurlu	honorábel		ADJ
parmakları	os	parmak	o	N;NOM;PL;3	DET
üzgün	moi	üzgün	moi		ADV
üzgün	preocupada	üzgün	preocupar		V
üzgün	anoxado	üzgün	anoxar		V
üzgün	está	üzgün	estar		V
üzgün	enfade	üzgün	enfade		PROPN
üzgün	enfades	üzgün	enfade		N
üzgün	triste	üzgün	triste		ADJ
üzgün	tristes	üzgün	triste		N
quo	quo	quo	quo		PROPN
akrabalar	familiares	akraba	familiar	N;NOM;PL;3	ADJ
katiller	asasinos	katil	asasino	ADJ;NOM;PL;3	N
katiller	asasinos	katil	asasino	ADJ;NOM;PL;3	N
lob	lóbulo	lob	lóbulo		N
hibe	bolsa	hibe	bolsa		N
hibe	indultarme	hibe	indultarme		V
hibe	srta	hibe	srta		N
hibe	a	hibe	o		DET
hibe	grant	hibe	grant		PROPN
korteks	córtex	korteks	córtex		PROPN
tehlikelidir	perigoso	tehlikeli	perigoso	V;PFV;IMP;SG;3;POS;PRS	ADJ
tehlikelidir	perigosos	tehlikeli	perigoso	V;PFV;IMP;SG;3;POS;PRS	ADJ
tehlikelidir	perigosa	tehlikeli	perigosa	V;PFV;IMP;SG;3;POS;PRS	ADJ
tehlikelidir	perigosas	tehlikeli	perigoso	V;PFV;IMP;SG;3;POS;PRS	ADJ
suçlular	criminais	suçlu	criminal	ADJ;NOM;PL;3	N
duyma	que	duy	que		PRO
duyma	oído	duy	oír		V
duyma	escoita	duy	escoita		V
duyma	escoito	duy	escoito		V
stok	depósito	stok	depósito		N
leopar	leopardo	leop	leopardo		N
tedirgin	ansioso	tedirgin	ansioso		ADJ
lut	moito	lit	moito		ADV
lut	moita	lit	moito		DET
lut	moitos	lit	moito		DET
lut	moitas	lit	moito		DET
yarışmak	de	yarış	de	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADP
yarışmak	carreiras	yarış	carreira	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
kontrast	contraste	kontrast	contraste		N
şekerli	azucre	şekerli	azucrar		N
naylon	de	naylon	de		ADP
naylon	plástico	naylon	plástico		N
geceyarısı	medianoite	geceyarı	medianoite	N;NOM;SG;3	PROPN
geceyarısı	da	geceyarı	da	N;NOM;SG;3	V
hoşgeldiniz	benvida	hoşgel	benvida	V;PFV;IND;PL;2;POS;PST	N
hoşgeldiniz	benvido	hoşgel	benvido	V;PFV;IND;PL;2;POS;PST	N
hoşgeldiniz	a	hoşgel	o	V;PFV;IND;PL;2;POS;PST	DET
hoşgeldiniz	nada	hoşgel	nada	V;PFV;IND;PL;2;POS;PST	PRO
trenle	entreno	trenl	entreno	N;INS;SG;3	PROPN
hanoi	hanoi	hanoi	hanol	PROPN;NOM;SG;3	PROPN
zeitung	zeitung	zeitung	zeitung	PROPN;NOM;SG;3	PROPN
