και	si	και	sine	CONJ	
επιστημονικό	științific	επιστημονικός	științific	ADJ;NOM;NEUT;SG	ADV
ακριβή	precise	ακριβός	precis	ADV	ADJ;INDF;FEM;PL
ακριβή	precisă	ακριβός	precis	ADV	ADJ;INDF;FEM;SG
ακριβή	precise	ακριβός	precis	ADV	ADJ;INDF;FEM;PL
ακριβή	precisă	ακριβός	precis	ADV	ADJ;INDF;FEM;SG
ακριβή	scumpi	ακριβός	scump	ADV	
ακριβή	scumpa	ακριβός	scumpa	ADV	ADJ;DEF;FEM;SG
ακριβή	scumpă	ακριβός	scump	ADV	ADJ;INDF;FEM;SG
ακριβή	scumpe	ακριβός	scump	ADV	ADJ;INDF;FEM;PL
τάκης	takis	τάκη	takis	N;NOM;MASC;SG	
πόδι	piciorul	πόδι	picior	N;NOM;NEUT;SG	N;DEF;MASC;SG
παρκ	park	παρκ	park		N;INDF;MASC;SG
παρκ	parc	παρκ	parc		N;INDF;MASC;SG
παρκ	parcul	παρκ	parc		N;DEF;MASC;SG
βρυξέλλες	bruxelles	βρυξέλλες	bruxelles	PROPN;NOM;FEM;PL	PROPN
ροπή	cuplului	ροπή	cuplu	N;ACC;FEM;SG	N;DEF;MASC;SG
άνθη	florile	άνθη	floare	N;NOM;NEUT;PL	N;DEF;FEM;PL
αστέρι	stea	αστέρι	sta	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
αστέρι	star	αστέρι	star	N;NOM;NEUT;SG	
αστέρι	vedeta	αστέρι	vedeta	N;NOM;NEUT;SG	N;DEF;FEM;SG
αστέρι	steaua	αστέρι	stea	N;NOM;NEUT;SG	N;DEF;FEM;SG
συμμετέχοντες	participanti	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
συμμετέχοντες	participanți	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
συμμετέχοντες	participanții	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
συμμετέχοντες	participanti	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
συμμετέχοντες	participanți	συμμετέχων	participant	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
συνέβαλε	contribuit	συμβάλλω	contribui	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
δωμάτιο	cameră	δωμάτιο	cameră	N;NOM;NEUT;SG	N;INDF;FEM;SG
δωμάτιο	camera	δωμάτιο	cameră	N;NOM;NEUT;SG	N;DEF;FEM;SG
πάσχα	paste	πάσχα	paste	N;NOM;NEUT;SG	
πάσχα	paște	πάσχα	paște	N;NOM;NEUT;SG	N;INDF;FEM;PL
βοηθά	ajută	βοηθός	ajuta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
συμφώνησε	convenit	συμφωνώ	convenit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
συμφώνησε	convenite	συμφωνώ	conveni	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
γραμματεία	secretariatul	γραμματείο	secretariat	N;NOM;FEM;SG	N;DEF;MASC;SG
δημόσιες	public	δημόσιος	public	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
δημόσιες	publică	δημόσιος	publica	ADJ;NOM;FEM;PL	V;IND;SG;3;PST;FIN
ανθρώπινα	om	ανθρώπινος	om	ADJ;NOM;NEUT;PL	N;INDF;MASC;SG
ανθρώπινα	umană	ανθρώπινος	uman	ADJ;NOM;NEUT;PL	ADJ;INDF;FEM;SG
ανθρώπινα	uman	ανθρώπινος	uman	ADJ;NOM;NEUT;PL	ADJ;INDF;MASC;SG
φτερά	penele	φτερά	penă	N;NOM;NEUT;PL	N;DEF;FEM;PL
φτερά	aripile	φτερά	aripile	N;NOM;NEUT;PL	N;DEF;FEM;PL
απαγόρευση	interzicere	απαγόρευση	interzicere	N;ACC;FEM;SG	N;INDF;FEM;SG
απαγόρευση	interdicție	απαγόρευση	interdicție	N;ACC;FEM;SG	N;INDF;FEM;SG
απαγόρευση	interdicția	απαγόρευση	interdicție	N;ACC;FEM;SG	N;DEF;FEM;SG
απαγόρευση	interzicerea	απαγόρευση	interzicere	N;ACC;FEM;SG	N;DEF;FEM;SG
απαγόρευση	interdicție	απαγόρευση	interdicție	N;ACC;FEM;SG	N;INDF;FEM;SG
αίθουσες	camerele	αίθουσα	cameră	N;NOM;FEM;PL	N;DEF;FEM;PL
επιβάτες	pasagerii	επιβάτης	pasager	N;NOM;MASC;PL	N;DEF;MASC;PL
υιός	fiule	υιός	fiu	N;NOM;MASC;SG	
υιός	fiul	υιός	fiu	N;NOM;MASC;SG	N;DEF;MASC;SG
αξιωματικοί	ofițerii	αξιωματικός	ofițer	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
αξιωματικοί	ofițeri	αξιωματικός	ofițer	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αξιωματικοί	ofiteri	αξιωματικός	ofiteri	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
φιλοξενεί	gazdele	φιλοξενώ	gazdă	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
φιλοξενεί	gazde	φιλοξενώ	gazdă	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
σερβικά	sârb	σερβικά	sârb	ADV	ADJ;INDF;MASC;SG
σερβικά	sârbi	σερβικά	sârb	ADV	N;INDF;MASC;PL
σερβικά	sârbă	σερβικά	sârb	ADV	N;INDF;FEM;SG
διάλυμα	soluție	διάλυμα	soluție	N;NOM;NEUT;SG	N;INDF;FEM;SG
διάλυμα	solutie	διάλυμα	solutie	N;NOM;NEUT;SG	N;INDF;FEM;SG
διάλυμα	soluția	διάλυμα	soluție	N;NOM;NEUT;SG	N;DEF;FEM;SG
καύσης	ardere	καύση	ardere	N;GEN;FEM;SG	N;INDF;FEM;SG
καύσης	combustie	καύση	combustie	N;GEN;FEM;SG	N;INDF;FEM;SG
διάδοχο	succesorul	διάδοχος	succesor	N;ACC;MASC;SG	N;DEF;MASC;SG
αξίες	valorile	αξία	valoare	N;NOM;FEM;PL	N;DEF;FEM;PL
δημοφιλή	popular	δημοφιλός	popular	ADV	ADJ;INDF;MASC;SG
δημοφιλή	populare	δημοφιλός	popular	ADV	ADJ;INDF;FEM;PL
δημοφιλή	populara	δημοφιλός	populară	ADV	N;DEF;FEM;SG
δημοφιλή	populară	δημοφιλός	popular	ADV	ADJ;INDF;FEM;SG
δημοφιλή	vogă	δημοφιλός	vogă	ADV	N;INDF;FEM;SG
εξορία	exilul	εξορία	exil	N;ACC;FEM;SG	N;DEF;MASC;SG
ανατροπή	subversiune	ανατροπή	subversiune	N;NOM;FEM;SG	N;INDF;FEM;SG
ανατροπή	răsucire	ανατροπή	răsucire	N;NOM;FEM;SG	N;INDF;FEM;SG
ανατροπή	răstoarne	ανατροπή	răstoarne	N;NOM;FEM;SG	
ανατροπή	răsturnarea	ανατροπή	răsturnare	N;NOM;FEM;SG	N;DEF;FEM;SG
τόμ	tom	τόμ	tom	N	PROPN
φωνές	vocile	φωνή	voce	N;NOM;FEM;PL	N;DEF;FEM;PL
διατηρήθηκε	menținut	διατηρώ	menține	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
θεωρητικά	teoretice	θεωρητικός	teoretic	ADV	ADJ;INDF;FEM;PL
θεωρητικά	teoretică	θεωρητικός	teoretic	ADV	ADJ;INDF;FEM;SG
ενότητες	modulele	ενότητα	modul	N;NOM;FEM;PL	N;DEF;FEM;PL
ενότητες	secțiunile	ενότητα	secțiune	N;NOM;FEM;PL	N;DEF;FEM;PL
αντιπολίτευση	opoziția	αντιπολίτευση	opoziție	N;NOM;FEM;SG	N;DEF;FEM;SG
αντιπολίτευση	opozitie	αντιπολίτευση	opozitie	N;NOM;FEM;SG	N;INDF;FEM;SG
αντιπολίτευση	opoziție	αντιπολίτευση	opoziție	N;NOM;FEM;SG	N;INDF;FEM;SG
υποψήφιοι	candidati	υποψήφιος	candidat	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
υποψήφιοι	candidați	υποψήφιος	candidat	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
υποψήφιοι	solicitanți	υποψήφιος	solicitant	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
θρησκευτικό	religioasa	θρησκευτικός	religios	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
θρησκευτικό	religioase	θρησκευτικός	religios	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
θρησκευτικό	religioasă	θρησκευτικός	religios	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
φορτίο	sarcină	φορτίο	sarcină	N;NOM;NEUT;SG	N;INDF;FEM;SG
φορτίο	încarcă	φορτίο	încărca	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
φορτίο	încărcătură	φορτίο	încărcătură	N;NOM;NEUT;SG	N;INDF;FEM;SG
φορτίο	încărcătura	φορτίο	încărcătură	N;NOM;NEUT;SG	N;DEF;FEM;SG
φορτίο	mărfuri	φορτίο	marfă	N;NOM;NEUT;SG	N;INDF;FEM;PL
φορτίο	expediere	φορτίο	expediere	N;NOM;NEUT;SG	N;INDF;FEM;SG
αφιερωμένο	devotată	αφιερώνω	devota	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
αφιερωμένο	devotat	αφιερώνω	devotat	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
αφιερωμένο	dedicată	αφιερώνω	dedica	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
αφιερωμένο	dedicate	αφιερώνω	dedica	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
αφιερωμένο	dedicat	αφιερώνω	dedica	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ακμή	acnee	ακμή	acnee	N;NOM;FEM;SG	N;INDF;FEM;PL
γαλαξίας	galaxie	γαλαξία	galaxie	N;NOM;MASC;SG	N;INDF;FEM;SG
γαλαξίας	galaxia	γαλαξία	galaxia	N;NOM;MASC;SG	N;DEF;FEM;SG
αζερμπαϊτζάν	azerbaidjan	αζερμπαϊτζάν	azerbaidjan		N;INDF;MASC;SG
ιωάννα	johanna	ιωάννα	johanna	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
ιωάννα	joan	ιωάννα	joan	PROPN;NOM;FEM;SG	PROPN
ιωάννα	ioana	ιωάννα	ioană	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
ιωάννα	joanna	ιωάννα	joannă	PROPN;NOM;FEM;SG	PROPN
ιωάννα	jeanne	ιωάννα	jeannă	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
ατλέτικο	atletico	ατλέτικο	atletico		N;INDF;MASC;SG
ατλέτικο	atlético	ατλέτικο	atlético		PROPN
παίζοντας	redarea	παίζω	redare	V;IPFV;V.CVB;ACT	N;DEF;FEM;SG
πολίτη	cetatean	πολίτης	cetatean	N;VOC;MASC;SG	ADJ;INDF;MASC;SG
συνδέσμους	linkurile	σύνδεσμος	link	N;ACC;MASC;PL	N;DEF;FEM;PL
ελάχιστο	minimul	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	N;DEF;MASC;SG
ελάχιστο	minimum	λίγο	minimum	ADJ;NOM;CMPR;NEUT;SG	
ελάχιστο	minime	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;FEM;PL
ελάχιστο	minimă	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;FEM;SG
ελάχιστο	minim	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	N;INDF;MASC;SG
ελάχιστο	minimă	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;FEM;SG
ελάχιστο	minime	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;FEM;PL
ελάχιστο	minim	λίγο	minim	ADJ;NOM;CMPR;NEUT;SG	N;INDF;MASC;SG
γυρίσματα	filmarea	γύρισμα	filmare	N;NOM;NEUT;PL	N;DEF;FEM;SG
γυρίσματα	filmez	γύρισμα	filmez	N;NOM;NEUT;PL	V;IND;SG;1;PRS;FIN
γυρίσματα	filmare	γύρισμα	filmar	N;NOM;NEUT;PL	N;INDF;FEM;SG
γυρίσματα	fotografiere	γύρισμα	fotografier	N;NOM;NEUT;PL	N;INDF;FEM;SG
επίλυση	rezolvare	επίλυση	rezolvare	N;ACC;FEM;SG	N;INDF;FEM;SG
επίλυση	rezolvarea	επίλυση	rezolvare	N;ACC;FEM;SG	N;DEF;FEM;SG
επίλυση	rezolvă	επίλυση	rezolva	N;ACC;FEM;SG	V;IND;3;PRS;FIN
επίλυση	rezolva	επίλυση	rezolva	N;ACC;FEM;SG	V;IND;SG;3;IPFV;FIN
κεντρικός	centrala	κεντρικός	centrală	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
κεντρικός	centrale	κεντρικός	centrală	ADJ;NOM;MASC;SG	N;INDF;FEM;PL
κεντρικός	centrală	κεντρικός	central	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
κουλτούρα	cultura	κουλτούρα	cultură	N;NOM;FEM;SG	N;DEF;FEM;SG
κουλτούρα	cultură	κουλτούρα	cultură	N;NOM;FEM;SG	N;INDF;FEM;SG
προφήτη	profetul	πρόφητος	profet	N;NOM;MASC;SG	N;DEF;MASC;SG
πτηνά	pasarile	πτηνώ	pasarilă	N;NOM;NEUT;PL	N;DEF;FEM;PL
πτηνά	păsările	πτηνώ	pasăre	N;NOM;NEUT;PL	N;DEF;FEM;PL
βρετανικά	britanic	βρετανικά	britanic	ADV	ADJ;INDF;MASC;SG
βρετανικά	britanică	βρετανικά	britanic	ADV	ADJ;INDF;FEM;SG
βρετανικά	british	βρετανικά	british	ADV	N;INDF;MASC;SG
βρετανικά	britanici	βρετανικά	britanic	ADV	ADJ;INDF;MASC;PL
χαρτί	hârtie	χαρτί	hârtie	N;NOM;NEUT;SG	N;INDF;FEM;SG
χαρτί	hîrtie	χαρτί	hîrtie	N;NOM;NEUT;SG	N;INDF;FEM;SG
χαρτί	hartie	χαρτί	hartie	N;NOM;NEUT;SG	
σετ	setată	σετ	seta		ADJ;INDF;FEM;SG
σετ	stabilește	σετ	stabili		V;IND;SG;3;PRS;FIN
σετ	set	σετ	set		N;INDF;MASC;SG
σετ	setează	σετ	seta		V;IND;3;PRS;FIN
σετ	setat	σετ	setat		ADJ;INDF;MASC;SG
σετ	seturi	σετ	setur		N;INDF;FEM;PL
σημειώθηκε	notat	σημειώνω	nota	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
σημειώθηκε	remarcat	σημειώνω	remarca	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
χάρις	haris	χάρις	haris	N	PROPN
χάρις	harris	χάρις	harris	N	PROPN
φαραώ	faraoni	φαραάνω	faraon	N;NOM;MASC;SG	N;INDF;MASC;PL
φαραώ	faraonul	φαραάνω	faraon	N;NOM;MASC;SG	N;DEF;MASC;SG
φαραώ	faraonului	φαραάνω	faraon	N;NOM;MASC;SG	N;DEF;MASC;SG
τρόφιμα	mancare	τρόφιμα	mancare	N;NOM;NEUT;PL	N;INDF;FEM;SG
τρόφιμα	mâncare	τρόφιμα	mâncare	N;NOM;NEUT;PL	N;INDF;FEM;SG
τρόφιμα	alimentare	τρόφιμα	alimentare	N;NOM;NEUT;PL	N;INDF;FEM;SG
τρόφιμα	hrană	τρόφιμα	hrană	N;NOM;NEUT;PL	N;INDF;FEM;SG
συνδέθηκε	conectat	συνδέκτω	conecta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
συνδέθηκε	conectate	συνδέκτω	conecta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;PL
συνδέθηκε	conectată	συνδέκτω	conecta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
χρήσιμο	utilă	χρήσιμο	util	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
χρήσιμο	utile	χρήσιμο	util	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
χρήσιμο	utilă	χρήσιμο	util	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
άλατα	sărurile	άλατο	sare	N;NOM;NEUT;PL	N;DEF;FEM;PL
προσδιορισμός	determinarea	προσδιορισμός	determinare	N;NOM;MASC;SG	N;DEF;FEM;SG
προσδιορισμός	determinare	προσδιορισμός	determinare	N;NOM;MASC;SG	N;INDF;FEM;SG
σάμου	samos	σάμος	samos	PROPN;GEN;FEM;SG	PROPN
ποταμών	râurilor	ποταμός	râu	N;GEN;MASC;PL	N;DEF;FEM;PL
ποταμών	rivers	ποταμός	rivers	N;GEN;MASC;PL	PROPN
ποταμών	râurile	ποταμός	râu	N;GEN;MASC;PL	N;DEF;FEM;PL
ανοιχτό	deschis	ανοιχτός	deschis	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ανοιχτό	deschide	ανοιχτός	deschide	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
ημιτελικά	semifinale	ημιτελικά	semifinal	ADV	N;INDF;FEM;PL
θετική	pozitivă	θετικός	pozitiv	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
θετική	pozitive	θετικός	pozitiv	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
καλύπτεται	acoperit	καλύπτω	acoperi	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
καλύπτεται	acoperită	καλύπτω	acoperi	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
καλύπτεται	acoperite	καλύπτω	acoperit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;PL
χαμηλό	scăzută	χαμηλός	scăzut	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
χαμηλό	low	χαμηλός	low	ADJ;NOM;NEUT;SG	
παράταση	prelungirea	παράταση	prelungire	N;ACC;FEM;SG	N;DEF;FEM;SG
παράταση	extensie	παράταση	extensie	N;ACC;FEM;SG	N;INDF;FEM;SG
παράταση	prelungirea	παράταση	prelungire	N;ACC;FEM;SG	N;DEF;FEM;SG
παράταση	extindere	παράταση	extindere	N;ACC;FEM;SG	N;INDF;FEM;SG
παράταση	prelungire	παράταση	prelungire	N;ACC;FEM;SG	N;INDF;FEM;SG
παράταση	extensia	παράταση	extensie	N;ACC;FEM;SG	N;DEF;FEM;SG
κυμαίνεται	intervale	κυμαίνω	interval	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;INDF;FEM;PL
κατάλληλα	adecvată	κατάλληλα	adecvat	ADV	ADJ;INDF;FEM;SG
κατάλληλα	corespunzătoare	κατάλληλα	corespunzător	ADV	ADJ;INDF;FEM
κατάλληλα	corespunzător	κατάλληλα	corespunzător	ADV	ADJ;INDF;MASC;SG
κατάλληλα	adecvat	κατάλληλα	adecvat	ADV	ADJ;INDF;MASC;SG
κατάλληλα	adecvată	κατάλληλα	adecvat	ADV	ADJ;INDF;FEM;SG
κατάλληλα	adecvate	κατάλληλα	adecvat	ADV	ADJ;INDF;FEM;PL
κατάλληλα	adecvat	κατάλληλα	adecvat	ADV	ADJ;INDF;MASC;SG
εβραϊκή	ebraică	εβραϊκός	ebraic	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
αστική	urbane	αστικός	urban	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
αστική	urbană	αστικός	urban	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
οδηγία	directivă	οδηγία	directivă	N;NOM;FEM;SG	N;INDF;FEM;SG
οδηγία	directiva	οδηγία	directivă	N;NOM;FEM;SG	N;DEF;FEM;SG
μεταφορών	transport	μεταφορά	transport	N;GEN;FEM;PL	N;INDF;MASC;SG
μεταφορών	transportul	μεταφορά	transport	N;GEN;FEM;PL	N;DEF;MASC;SG
στιούαρτ	stewart	στιούαρτ	stewart		PROPN
στιούαρτ	stuart	στιούαρτ	stuart		PROPN
χειρόγραφο	manuscrisul	χειρόγραφο	manuscris	N;NOM;NEUT;SG	N;DEF;MASC;SG
έντομα	insectele	έντομα	insect	N;NOM;NEUT;PL	N;DEF;FEM;PL
έντομα	insectelor	έντομα	insect	N;NOM;NEUT;PL	N;DEF;FEM;PL
έντομα	bugs	έντομα	bugs	N;NOM;NEUT;PL	PROPN
αθλητισμός	sportul	αθλητισμός	sport	N;NOM;MASC;SG	N;DEF;MASC;SG
αθλητισμός	sporturi	αθλητισμός	sport	N;NOM;MASC;SG	N;INDF;FEM;PL
δουλεύει	lucrări	δουλεύω	lucrare	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
δουλεύει	lucrari	δουλεύω	lucrar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
λειτουργικό	operare	λειτουργικός	operare	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
λειτουργικό	funcționale	λειτουργικός	funcțional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
λειτουργικό	funcțională	λειτουργικός	funcțional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
λειτουργικό	operațională	λειτουργικός	operațional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
λειτουργικό	operaționale	λειτουργικός	operațional	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
μόριο	moleculă	μόριο	moleculă	N;NOM;NEUT;SG	N;INDF;FEM;SG
γουινέας	guinee	γουινέας	guinee	ADJ;GEN;FEM;SG	N;INDF;FEM;SG
γουινέας	guineea	γουινέας	guinee	ADJ;GEN;FEM;SG	N;INDF;FEM;SG
σοβαρό	serioasă	σοβαρός	serios	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
σοβαρό	serioasa	σοβαρός	serios	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
σοβαρό	grave	σοβαρός	grav	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
σοβαρό	seriozitate	σοβαρός	seriozitate	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
σοβαρό	serios	σοβαρός	serios	ADJ;NOM;NEUT;SG	ADV
παρατηρηθεί	observate	παρατηρώ	observat	V;PFV;NFIN;PASS	ADJ;INDF;FEM;PL
παρατηρηθεί	observat	παρατηρώ	observa	V;PFV;NFIN;PASS	ADJ;INDF;MASC;SG
παρατηρηθεί	observată	παρατηρώ	observat	V;PFV;NFIN;PASS	ADJ;INDF;FEM;SG
σκάκι	sah	σκάκι	sah	N;NOM;NEUT;SG	
σκάκι	șah	σκάκι	șah	N;NOM;NEUT;SG	
ποτάμι	râul	ποτάμι	râu	N;NOM;NEUT;SG	N;DEF;MASC;SG
ποτάμι	river	ποτάμι	river	N;NOM;NEUT;SG	PROPN
θεότητα	divinitatea	θεότητα	divinitate	N;ACC;FEM;SG	N;DEF;FEM;SG
θεότητα	divinitate	θεότητα	divinitate	N;ACC;FEM;SG	N;INDF;FEM;SG
θεότητα	zeitate	θεότητα	zeitate	N;ACC;FEM;SG	N;INDF;FEM;SG
θεότητα	divinitate	θεότητα	divinitate	N;ACC;FEM;SG	N;INDF;FEM;SG
αρέσει	aprecierile	αρίσκω	apreciere	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
αρέσει	aprecieri	αρίσκω	apreciere	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
διάγραμμα	diagrama	διάγραμμα	diagramă	N;NOM;NEUT;SG	N;DEF;FEM;SG
διάγραμμα	diagramă	διάγραμμα	diagramă	N;NOM;NEUT;SG	N;INDF;FEM;SG
διάγραμμα	grafic	διάγραμμα	grafic	N;NOM;NEUT;SG	ADV
διάγραμμα	grafic	διάγραμμα	grafic	N;NOM;NEUT;SG	ADV
διάγραμμα	graficul	διάγραμμα	grafic	N;NOM;NEUT;SG	N;DEF;MASC;SG
διάγραμμα	diagramă	διάγραμμα	diagramă	N;NOM;NEUT;SG	N;INDF;FEM;SG
πεδιάδα	câmpia	πεδιάδα	câmpie	N;NOM;FEM;SG	N;DEF;FEM;SG
πεδιάδα	câmpie	πεδιάδα	câmpie	N;NOM;FEM;SG	N;INDF;FEM;SG
ονόματι	numit	ονόματι	numit	N;SG	ADJ;INDF;MASC;SG
εκφράζει	exprimă	εκφράζω	exprima	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
αρμενία	armenia	αρμενία	armenia	PROPN;ACC;FEM;SG	PROPN
περνάει	pase	περνώ	pasă	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
ποσειδώνα	poseidon	ποσειδώνω	poseidon	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ποσειδώνα	neptune	ποσειδώνω	neptune	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ποσειδώνα	neptun	ποσειδώνω	neptun	PROPN;NOM;MASC;SG	PROPN
σκέψης	gândire	σκέψη	gândire	N;GEN;FEM;SG	N;INDF;FEM;SG
σκέψης	gândirea	σκέψη	gândire	N;GEN;FEM;SG	N;DEF;FEM;SG
σκέψης	gândind	σκέψη	gândi	N;GEN;FEM;SG	V;V.MSDR
τραυματίες	răniți	τραυματίας	răni	N;NOM;MASC;PL	V;IND;PL;2;IPFV;FIN
τραυματίες	accidentat	τραυματίας	accidentat	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
τραυματίες	rănit	τραυματίας	răni	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
τραυματίες	răniți	τραυματίας	răni	N;NOM;MASC;PL	V;IND;PL;2;IPFV;FIN
τραυματίες	ranit	τραυματίας	ranit	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
τραυματίες	rănită	τραυματίας	răni	N;NOM;MASC;PL	ADJ;INDF;FEM;SG
τραυματίες	rănit	τραυματίας	răni	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
κορίνθου	corint	κορίνος	corint	PROPN;GEN;FEM;SG	N;INDF;MASC;SG
σμήνος	turmă	σμήνος	turmă	N;NOM;NEUT;SG	N;INDF;FEM;SG
σμήνος	turma	σμήνος	turmă	N;NOM;NEUT;SG	N;DEF;FEM;SG
σμήνος	escadronul	σμήνος	escadron	N;NOM;NEUT;SG	N;DEF;MASC;SG
σμήνος	escadrilă	σμήνος	escadrilă	N;NOM;NEUT;SG	N;INDF;FEM;SG
σμήνος	escadrila	σμήνος	escadrilă	N;NOM;NEUT;SG	N;DEF;FEM;SG
αναγνώστες	cititorii	αναγνώστης	cititor	N;NOM;MASC;PL	N;DEF;MASC;PL
ιιι	iii	ιιι	trei	N	NUM;SG
διπλωμάτης	diplomatul	διπλωμάτης	diplomat	N;NOM;MASC;SG	N;DEF;MASC;SG
χιλή	chile	χιλός	chilă	PROPN;ACC;FEM;SG	PROPN
σαράντα	forty	σαράντα	forty	NUM;NOM;FEM;PL	N;INDF;MASC;SG
ασθένειες	bolile	ασθένεια	boală	N;NOM;FEM;PL	N;DEF;FEM;PL
αίτια	cauzele	αίτιο	cauză	N;NOM;NEUT;PL	N;DEF;FEM;PL
άγρια	wild	άγρια	wild	N;NOM;NEUT;PL	N;INDF;MASC;SG
άγρια	salbatic	άγρια	salbatic	N;NOM;NEUT;PL	ADJ;INDF;MASC;SG
άγρια	sălbatică	άγρια	sălbatic	N;NOM;NEUT;PL	ADJ;INDF;FEM;SG
