stan	stane	stan	stát	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
manuelt	manuálně	manuel	manuálně	ADJ;INDF;SG	ADV;POS
inn	hostinec	inn	hostinec		N;INAN;NOM;MASC;SG;POS
inn	inn	inn	Inn		N;INAN;NOM;MASC;SG;POS
inn	hostince	inn	hostinec		N;INAN;NOM;MASC;PL;POS
præstation	výkony	præstation	výkon	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
atmosfæren	atmosféry	atmosfær	atmosféra	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
magic	magie	magic	magie		N;NOM;FEM;SG;POS
magic	magic	magic	magic		PROPN;INAN;NOM;MASC;SG;POS
magic	čáry	magic	čára		N;NOM;FEM;PL;POS
magic	kouzlo	magic	kouzlo		N;NOM;NEUT;SG;POS
magic	kouzelné	magic	kouzelný		ADJ;NOM;NEUT;SG;POS
racer	závodnice	race	závodnice	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
racer	závodník	race	závodník	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
iau	iau	iau	iau		PROPN;FEM;POS
forestilling	podívanou	forestilling	podívaná	N;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG;POS
forestilling	podívaná	forestilling	podívaný	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
specialiseret	specializované	specialisere	specializovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
specialiseret	specializované	specialisere	specializovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
voice	hlas	voice	hlas		N;INAN;NOM;MASC;SG;POS
cameron	cameron	cameron	cameron	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
cameron	cameronová	cameron	cameronový	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
fastholdt	udržována	fastholde	udržovaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
fastholdt	zachována	fastholde	zachovaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
fastholdt	udržovány	fastholde	udržovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
størrelser	velikosti	størrelse	velikost	N;INDF;MASC+FEM;PL	N;GEN;FEM;SG;POS
øre	uši	øre	ucho	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
øre	ucha	øre	ucho	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
øre	ouška	øre	ouška	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
øre	ušní	øre	ušní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
øre	uši	øre	ucho	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
øre	uší	øre	ucho	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
walt	walt	walt	walt		PROPN;ANIM;NOM;MASC;SG;POS
walt	walta	walt	walta		N;ANIM;ACC;MASC;SG;POS
hudson	hudson	hudson	hudson		PROPN;ANIM;NOM;MASC;SG;POS
schwerin	schwerin	schwerin	schwerin	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
rapporterede	hlášeny	rapportere	hlášený	V;IND;PST;FIN;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
susan	zuzana	susan	zuzan	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
elben	labem	elben	labe	PROPN	PROPN;INS;NEUT;SG;POS
elben	labe	elben	labe	PROPN	PROPN;NOM;NEUT;SG;POS
karsten	karsten	karsten	karsten	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
triple	trojitý	triple	trojitý		ADJ;INAN;NOM;MASC;SG;POS
triple	trojnásobek	triple	trojnásobek		N;INAN;NOM;MASC;SG;POS
klassificeret	utajované	klassificere	utajovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
klassificeret	tajné	klassificere	tajný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
sædvanlige	obvyklé	sædvanlig	obvyklý	ADJ;PL	ADJ;NOM;NEUT;SG;POS
sædvanlige	obvyklý	sædvanlig	obvyklý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
sædvanlige	obvyklá	sædvanlig	obvyklý	ADJ;PL	ADJ;NOM;FEM;SG;POS
taber	poražený	tabe	poražený	V;IND;PRS;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS
taber	smolař	tabe	smolař	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
taber	nula	tabe	nula	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
armenien	arménské	armenie	arménský	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
armenien	arménie	armenie	arménie	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
hand	ruka	hand	ruka		N;NOM;FEM;SG;POS
hand	ruku	hand	ruka		N;ACC;FEM;SG;POS
munch	munch	munch	muno		N;ANIM;NOM;MASC;SG;POS
busk	bush	busk	bush	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
rapporter	nahlásit	rapport	nahlásit	N;INDF;MASC+FEM;PL	V;PFV;POS;NFIN
rapporter	zpráva	rapport	zpráva	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
rapporter	report	rapport	report	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
rapporter	hlášení	rapport	hlášení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
rapporter	nahlášení	rapport	nahlášení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
rapporter	hlášení	rapport	hlášení	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
kompleks	komplex	kompleks	komplex	ADJ;INDF;SG	N;INAN;NOM;MASC;SG;POS
fænomener	fenomén	fænomene	fenomén	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
wallace	wallace	wallace	wallace	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
redigere	úprava	redig	úprava	V;NFIN;ACT	N;NOM;FEM;SG;POS
glenn	glenn	glenn	glenn		PROPN;ANIM;NOM;MASC;SG;POS
eksport	exportovat	eksport	exportovat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
lært	učila	lære	učit	V;INDF;SG;PST;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
elite	elity	elite	elita	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
elite	elitní	elite	elitní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
nedsatte	snížené	nedsat	snížený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
nedsatte	snížený	nedsat	snížený	V;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
nedsatte	snížen	nedsat	snížený	V;PL;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
nedsatte	snížená	nedsat	snížený	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
jules	jules	jules	jules	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
bloch	bloch	bloch	bloch	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
legendariske	legendární	legendarisk	legendární	ADJ;PL	ADJ;NOM;MASC;SG;POS
memorial	pomník	memorial	pomník		N;INAN;NOM;MASC;SG;POS
memorial	památník	memorial	památník		N;INAN;NOM;MASC;SG;POS
memorial	memorial	memorial	memorial		PROPN;ANIM;NOM;MASC;SG;POS
memorial	pamětní	memorial	pamětní		ADJ;NOM;MASC;SG;POS
polo	polo	polo	Polo	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
frugter	ovoce	frugte	ovoce	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
frugter	ovoce	frugte	ovoce	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
tunesien	tunisko	tunesien	tunisko	PROPN	PROPN;NOM;NEUT;SG;POS
tunesien	tunisko	tunesien	tunisko	PROPN	PROPN;NOM;NEUT;SG;POS
tunesien	tuniský	tunesien	tuniský	PROPN	ADJ;INAN;NOM;MASC;SG;POS
hood	hood	hood	hood	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
tobias	tobias	tobias	tobias	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
arbejdspladser	zaměstnání	arbejdsplads	zaměstnání	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
arbejdspladser	pracoviště	arbejdsplads	pracoviště	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
anklager	obvinění	anklage	obvinění	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
anklager	obviňování	anklage	obviňování	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG;POS
anklager	žalobce	anklage	žalobka	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
anklager	prokurátor	anklage	prokurátor	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
peters	peters	peters	peters		PROPN;ANIM;NOM;MASC;SG;POS
venezuela	venezuelské	venezuela	venezuelský		ADJ;NOM;FEM;SG;POS
venezuela	venezuele	venezuela	venezuel		N;DAT;FEM;SG;POS
venezuela	venezuely	venezuela	venezuel		PROPN;NOM;FEM;SG;POS
alexandria	alexandrii	alexandria	alexandrie		N;ACC;FEM;SG;POS
ride	ježdění	ride	ježdění	V;NFIN;ACT	N;NOM;NEUT;SG;POS
ride	jízda	ride	jízda	V;NFIN;ACT	N;NOM;FEM;SG;POS
ride	jízda	ride	jízda	V;NFIN;ACT	N;NOM;FEM;SG;POS
ride	odvoz	ride	odvoz	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
forklarede	vysvětleno	forklare	vysvětlený	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
ridge	ridge	ridge	ridgo		PROPN;INAN;NOM;MASC;SG;POS
ridge	hřeben	ridge	hřeben		N;INAN;NOM;MASC;SG;POS
classic	klasika	classic	klasik		N;NOM;FEM;SG;POS
classic	classic	classic	classic		N;INAN;NOM;MASC;SG;POS
classic	klasické	classic	klasický		ADJ;NOM;MASC;SG;POS
classic	klasická	classic	klasický		ADJ;NOM;FEM;SG;POS
classic	klasický	classic	klasický		ADJ;INAN;NOM;MASC;SG;POS
ritualer	pomazání	ritual	pomazání	N;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
ritualer	rituál	ritual	rituál	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
ritualer	rituální	ritual	rituální	N;INDF;NEUT;PL	ADJ;NOM;MASC;SG;POS
sekund	druhé	sekund	druhý	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sekund	druhá	sekund	druhý	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sekund	druhý	sekund	druhý	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
mændene	pánské	mand	pánský	N;DEF;MASC+FEM;PL	ADJ;NOM;MASC;PL;POS
mændene	men	mand	men	N;DEF;MASC+FEM;PL	PROPN;NOM;MASC;SG;POS
ambassade	ambasády	ambassade	ambasáda	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
newcastle	newcastle	newcastel	newcastle		PROPN;INAN;NOM;MASC;SG;POS
fyldte	plněné	fylde	plněný	V;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
fyldte	naplněný	fylde	naplněný	V;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
fyldte	naplněná	fylde	naplněný	V;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
fyldte	plněné	fylde	plněný	V;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
ontario	ontario	ontario	ontario		PROPN;NOM;NEUT;SG;POS
åndelige	duchovní	åndelig	duchovní	ADJ;PL	ADJ;NOM;MASC;SG;POS
åndelige	duševní	åndelig	duševní	ADJ;PL	ADJ;NOM;MASC;SG;POS
åndelige	spirituální	åndelig	spirituální	ADJ;PL	ADJ;NOM;MASC;SG;POS
panzer	panzer	panze	panzer	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
svendsen	svendsen	svends	svendsený	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
gottorp	gottorpská	gottorp	gottorpský	PROPN	ADJ;NOM;FEM;SG;POS
iversen	iversen	iversen	iversený		N;INAN;NOM;MASC;SG;POS
særskilt	odděleně	særskilt	odděleně	ADJ;INDF;SG	ADV;POS
særskilt	samostatně	særskilt	samostatně	ADJ;INDF;SG	ADV;POS
særskilt	oddělené	særskilt	oddělený	ADJ;INDF;SG	ADJ;NOM;NEUT;PL;POS
særskilt	oddělit	særskilt	oddělit	ADJ;INDF;SG	V;PFV;POS;NFIN
højdepunkt	zdůraznit	højdepunkt	zdůraznit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
højdepunkt	špičkový	højdepunkt	špičkový	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
formodes	předpokládaný	formode	předpokládaný	V;PRS;NFIN;PASS	ADJ;INAN;NOM;MASC;SG;POS
kommunistisk	komunista	kommunistisk	komunista	ADV	N;ANIM;NOM;MASC;SG;POS
kommunistisk	komunistická	kommunistisk	komunistický	ADV	ADJ;NOM;FEM;SG;POS
kommunistisk	komunistické	kommunistisk	komunistický	ADV	ADJ;NOM;FEM;SG;POS
sko	obuv	sko	obuv	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
sko	bota	sko	bota	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
bakken	kopce	bakke	kopec	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
bakken	hill	bakke	hill	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
opererer	provozní	operere	provozní	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG;POS
mælk	mléčná	mælk	mléčný	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
mælk	mléka	mælk	mléko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
track	trať	track	trať		N;NOM;FEM;SG;POS
track	kolej	track	kolej		N;NOM;FEM;SG;POS
intelligens	inteligence	intellig	inteligence	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
intelligens	inteligenci	intellig	inteligence	N;GEN;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
eastwood	eastwood	eastwood	eastwood		N;ANIM;NOM;MASC;SG;POS
virus	viry	virus	vir	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
virus	viry	virus	vir	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
marcel	marcela	marcel	marcela		N;NOM;FEM;SG;POS
marcel	marcel	marcel	marcel		N;ANIM;NOM;MASC;SG;POS
leonard	leonarda	leonard	leonarda		N;ANIM;ACC;MASC;SG;POS
leonard	leonard	leonard	leonard		N;ANIM;NOM;MASC;SG;POS
halle	halle	halle	hallo	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
birger	birger	birger	birger	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
seattle	seattle	seattle	seattle		PROPN;NOM;MASC;SG;POS
seattle	seattlu	seattle	seattlum		PROPN;INAN;GEN;MASC;SG;POS
mozart	mozart	mozart	mozart		N;ANIM;NOM;MASC;SG;POS
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
korstog	výpravách	korstog	výprava	N;INDF;NEUT;SG	N;DAT;FEM;PL;POS
evil	zlý	evil	zlý		ADJ;ANIM;NOM;MASC;SG;POS
evil	zlo	evil	zlo		N;NOM;NEUT;SG;POS
evil	zlá	evil	zlý		ADJ;NOM;FEM;SG;POS
dylan	dylan	dylan	dylan		N;ANIM;NOM;MASC;SG;POS
dylan	dylana	dylan	dylan		N;ANIM;ACC;MASC;SG;POS
statsborger	občan	statsborger	občan	ADJ;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG;POS
statsborger	občana	statsborger	občan	ADJ;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG;POS
definerer	definování	definere	definování	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
brasilianske	brazílie	brasiliansk	brazílie	ADJ;PL	PROPN;NOM;FEM;SG;POS
brasilianske	brazilský	brasiliansk	brazilský	ADJ;PL	ADJ;ANIM;NOM;MASC;SG;POS
zulu	zulu	zulu	zula		N;INAN;NOM;MASC;SG;POS
begivenhederne	akce	begivenhed	akce	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG;POS
begivenhederne	událostí	begivenhed	událost	N;DEF;MASC+FEM;PL	N;INS;FEM;SG;POS
beat	porazit	beat	porazit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
gradvis	postupné	gradvis	postupný	ADV	ADJ;NOM;NEUT;SG;POS
gradvis	postupné	gradvis	postupný	ADV	ADJ;NOM;NEUT;SG;POS
gradvis	progresivní	gradvis	progresivní	ADV	ADJ;NOM;MASC;SG;POS
winter	zimní	winter	zimní		ADJ;NOM;MASC;SG;POS
winter	zima	winter	zima		N;NOM;FEM;SG;POS
winter	winter	winter	winter		PROPN;ANIM;NOM;MASC;SG;POS
gert	gert	gern	gert		PROPN;ANIM;NOM;MASC;SG;POS
peace	peace	peace	peace		N;MASC;SG;POS
peace	míru	peace	míra		N;ACC;FEM;SG;POS
peace	mír	peace	mír		N;INAN;NOM;MASC;SG;POS
ralph	ralpha	ralph	ralpha		N;ANIM;ACC;MASC;SG;POS
ralph	ralph	ralph	ralph		PROPN;ANIM;NOM;MASC;SG;POS
mare	mare	mare	mare	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
percussion	bicí	percussion	bicí	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
matcher	zápasy	matcher	zápas	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
matcher	shody	matcher	shoda	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
matcher	zápalky	matcher	zápalek	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
matcher	odpovídající	matcher	odpovídající	V;IND;PRS;FIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
matcher	zápas	matcher	zápas	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
matcher	utkání	matcher	utkání	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
matcher	shoda	matcher	shoda	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
medmindre	pokud	medmindre	pokud	ADV	CONJ
vedrører	obavy	vedrøre	obava	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
vedrører	znepokojení	vedrøre	znepokojení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
tilbyde	nabídku	tilbyde	nabídka	V;NFIN;ACT	N;ACC;FEM;SG;POS
tilbyde	nabídka	tilbyde	nabídka	V;NFIN;ACT	N;NOM;FEM;SG;POS
hope	naděje	hope	naděje		N;NOM;FEM;SG;POS
hope	hope	hope	hopně		PROPN;NOM;MASC;SG;POS
hope	naději	hope	naděje		N;ACC;FEM;SG;POS
hope	doufám	hope	doufat		V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
hope	doufat	hope	doufat		V;IPFV;POS;NFIN
regelmæssigt	pravidelné	regelmæssigt	pravidelný	ADV	ADJ;NOM;MASC;PL;POS
regelmæssigt	pravidelná	regelmæssigt	pravidelný	ADV	ADJ;NOM;FEM;SG;POS
regelmæssigt	pravidelný	regelmæssigt	pravidelný	ADV	ADJ;INAN;NOM;MASC;SG;POS
nævne	zmínka	nævne	zmínka	V;NFIN;ACT	N;NOM;FEM;SG;POS
renæssance	renesanční	renæssance	renesanční	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
finansieret	financovaných	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;POS
finansieret	financované	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
finansieret	financovány	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
finansieret	financována	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
finansieret	financovaných	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;POS
finansieret	financované	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
akt	jednat	akt	jednat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
personale	personál	personal	personál	ADJ;PL	N;INAN;NOM;MASC;SG;POS
personale	personální	personal	personální	ADJ;PL	ADJ;NOM;MASC;SG;POS
personale	personál	personal	personál	ADJ;PL	N;INAN;NOM;MASC;SG;POS
personale	zaměstnanci	personal	zaměstnanec	ADJ;PL	N;ANIM;NOM;MASC;PL;POS
kaster	házení	kaste	házení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
kaster	odlitky	kaste	odlitek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL;POS
halen	nb	han	nb	N;DEF;MASC+FEM;SG	PROPN;MASC;POS
happy	šťastný	happy	šťastný		ADJ;ANIM;NOM;MASC;SG;POS
happy	radost	happy	radost		N;NOM;FEM;SG;POS
happy	šťastná	happy	šťastný		ADJ;NOM;FEM;SG;POS
happy	happy	happy	happy		N;NOM;MASC;SG;POS
ansøgning	žádosti	ansøgning	žádost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ansøgning	přihlášky	ansøgning	přihláška	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
command	příkaz	command	příkaz		N;INAN;NOM;MASC;SG;POS
command	velitelství	command	velitelství		N;NOM;NEUT;SG;POS
command	velení	command	velení		N;NOM;NEUT;SG;POS
joakim	joakim	joakim	jokkim		PROPN;ANIM;NOM;MASC;SG;POS
joakim	scrooge	joakim	scrooge		N;INAN;NOM;MASC;SG;POS
kammer	komory	kamme	komora	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
hemmelig	tajemství	hemmelig	tajemství	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;POS
følges	následovalo	følges	následovat	V;NFIN;PASS	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
følges	následovala	følges	následovat	V;NFIN;PASS	V;IPFV;POS;PST;V.PTCP;ACT
følges	sledoval	følges	sledovat	V;NFIN;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
følges	následoval	følges	následovat	V;NFIN;PASS	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
christoph	christoph	christoph	christopha	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
værksted	garáže	værksted	garáž	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
simpsons	simpsonovi	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
simpsons	simpsonová	simpsons	simpsonový	N;GEN;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
weekend	víkendové	weekend	víkendový	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
sætninger	frází	sætning	fráze	N;INDF;MASC+FEM;PL	N;INS;FEM;SG;POS
wta	wta	wta	wta	N;INDF;MASC+FEM;SG	PROPN;FEM;POS
bryggeri	brewer	bryggeri	brewer	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
madison	madison	madison	madison		PROPN;NOM;MASC;SG;POS
sørger	truchlení	sørge	truchlení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
sørger	smutek	sørge	smutek	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
sørger	smuteční	sørge	smuteční	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG;POS
sørger	truchlení	sørge	truchlení	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
sørger	truchlící	sørge	truchlící	V;IND;PRS;FIN;ACT	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
blom	blom	blom	blomo	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
indtaget	přijata	indtage	přijatý	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
indtaget	přijatá	indtage	přijatý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
indtaget	příjem	indtage	příjem	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG;POS
indtaget	spotřebované	indtage	spotřebovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
devil	čert	devil	čert		N;ANIM;NOM;MASC;SG;POS
devil	ďábel	devil	ďábel		N;ANIM;NOM;MASC;SG;POS
ungdoms	mládež	ungdom	mládež	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
ungdoms	mládí	ungdom	mládí	N;GEN;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;POS
ungdoms	mládeže	ungdom	mládež	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
søgning	hledej	søgning	hledat	N;INDF;MASC+FEM;SG	V;IMP;SG;2;POS;FIN
søgning	vyhledat	søgning	vyhledat	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
søgning	hledat	søgning	hledat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
seksuel	sexuálně	seksuel	sexuálně	ADJ;INDF;MASC+FEM;SG	ADV;POS
foretrak	raději	foretrak	raději	V;IND;PST;FIN;ACT	ADV;CMPR;POS
foretrak	přednost	foretrak	přednost	V;IND;PST;FIN;ACT	N;NOM;FEM;SG;POS
beskeden	zpráva	beskeden	zpráva	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;POS
beskeden	poselství	beskeden	poselství	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;POS
beskeden	zprávu	beskeden	zpráva	ADJ;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
beskeden	vzkaz	beskeden	vzkaz	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG;POS
zar	car	zar	car	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
zar	car	zar	car	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
lead	olovo	lead	olovo		N;NOM;NEUT;SG;POS
lead	vést	lead	vést		V;POS;NFIN
vinderne	vítěze	vinde	vítěz	N;DEF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG;POS
montana	montana	montana	montana		N;NOM;FEM;SG;POS
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
falsk	falešné	falsk	falešný	ADJ;INDF;SG	ADJ;NOM;NEUT;PL;POS
falsk	padělek	falsk	padělek	ADJ;INDF;SG	N;INAN;NOM;MASC;SG;POS
