que	že	que	že	PRO;MASC;SG	CONJ
reconhecido	uznávaná	reconhecer	uznávaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecido	uznané	reconhecer	uznaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznávané	reconhecer	uznávaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznané	reconhecer	uznaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznaná	reconhecer	uznaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reconhecido	uznávaný	reconhecer	uznávaný	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
reconhecido	uznávané	reconhecer	uznávaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	uznané	reconhecer	uznaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
reconhecido	spoznali	reconhecer	spoznať	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
reconhecido	uznaná	reconhecer	uznaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
religioso	náboženských	religioso	náboženský	ADJ;MASC;SG	ADJ;GEN;MASC;PL
religioso	veriaci	religioso	veriaci	ADJ;MASC;SG	N;ANIM;NOM;MASC;PL
use	použite	usar	použita	V;SBJV;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
use	používanie	usar	používanie	V;SBJV;SG;3;PRS;FIN	N;NOM;NEUT;SG
use	použitie	usar	použitie	V;SBJV;SG;3;PRS;FIN	N;NOM;NEUT;SG
notáveis	pozoruhodné	notável	pozoruhodný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
notáveis	pozoruhodný	notável	pozoruhodný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
notáveis	pozoruhodné	notável	pozoruhodný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
clássica	klasický	clássico	klasický	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
clássica	klasická	clássico	klasický	N;FEM;SG	ADJ;NOM;FEM;SG
clássica	klasické	clássico	klasický	N;FEM;SG	ADJ;NOM;NEUT;SG
clássica	klasická	clássico	klasický	N;FEM;SG	ADJ;NOM;FEM;SG
clássica	klasický	clássico	klasický	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
clássica	klasické	clássico	klasický	N;FEM;SG	ADJ;NOM;NEUT;SG
ópera	opery	ópera	oper	N;FEM;SG	N;NOM;FEM;PL
possíveis	možná	possível	možný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
possíveis	možné	possível	možný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
possíveis	možný	possível	možný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
possíveis	mozne	possível	mozne	ADJ;MASC;PL	
marie	márie	marie	mária	N;FEM;SG	N;NOM;FEM;PL
marie	marie	marie	marie	N;FEM;SG	PROPN;NOM;FEM;SG
salão	hall	salão	hall	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vaga	nejasné	vaga	nejasný	N;FEM;SG	ADJ;NOM;NEUT;SG
volumes	objem	volume	objem	N;MASC;PL	N;INAN;NOM;MASC;SG
volumes	zväzok	volume	zväzok	N;MASC;PL	N;INAN;NOM;MASC;SG
volumes	hlasitosť	volume	hlasitosť	N;MASC;PL	N;NOM;FEM;SG
unânime	jednomyseľne	unânime	jednomyseľne	ADJ;MASC;SG	ADV
semelhantes	podobnej	semelhante	podobný	ADJ;MASC;PL	ADJ;GEN;FEM;SG
semelhantes	podobné	semelhante	podobný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
semelhantes	podobná	semelhante	podobný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
semelhantes	podobný	semelhante	podobný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
semelhantes	podobnú	semelhante	podobný	ADJ;MASC;PL	ADJ;ACC;FEM;SG
chaves	chaves	chave	chaves	N;MASC;PL	N;ANIM;NOM;MASC;SG
chaves	kľúčová	chave	kľúčový	N;MASC;PL	ADJ;NOM;FEM;SG
chaves	kľúč	chave	kľúč	N;MASC;PL	N;INAN;NOM;MASC;SG
chaves	kľúčové	chave	kľúčový	N;MASC;PL	ADJ;NOM;NEUT;SG
exceção	výnimky	exceção	výnimka	N;FEM;SG	N;NOM;FEM;PL
direto	rovno	direto	rovno	N;MASC;SG	ADV
direto	priamo	direto	priamo	N;MASC;SG	ADV
direto	priamy	direto	priamy	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
direto	rovné	direto	rovný	N;MASC;SG	ADJ;NOM;NEUT;SG
direto	priame	direto	priamy	N;MASC;SG	ADJ;NOM;NEUT;SG
direto	priamo	direto	priamo	N;MASC;SG	ADV
direto	priamy	direto	priamy	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
direto	direct	direto	direct	N;MASC;SG	
darwin	darwin	darwin	darwin	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
end	ukončiť	end	ukončiť	N;MASC;SG	V;PFV;POS;NFIN
end	end	end	end	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
end	skončiť	end	skončiť	N;MASC;SG	V;PFV;POS;NFIN
round	okrúhle	round	okrúhle	N;MASC;SG	ADJ;NOM;NEUT;PL
round	okrúhly	round	okrúhly	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
round	kola	round	kolo	N;MASC;SG	N;NOM;NEUT;PL
mateus	matthew	mater	matthew	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mateus	matúš	mater	matúš	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bela	bela	belo	belo	ADJ;FEM;SG	N;NOM;FEM;SG
consumo	spotreby	consumo	spotreby	N;MASC;SG	N;NOM;FEM;PL
tim	tim	tim	tim	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tim	tima	tim	timo	N;MASC;SG	PROPN;ANIM;ACC;MASC;SG
motores	motors	motor	motors	N;MASC;PL	N;INAN;NOM;MASC;SG
portas	gates	porta	gates	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
campinas	campinas	campina	campinas	N;MASC;PL	N;NOM;FEM;SG
tiago	james	tiago	james	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tiago	jakub	tiago	jakub	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tiago	tiago	tiago	tiago	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
iniciativa	iniciatívy	iniciativa	iniciatíva	N;FEM;SG	N;NOM;FEM;PL
north	severný	north	severný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
north	severné	north	severný	N;MASC;SG	ADJ;NOM;NEUT;SG
north	severná	north	severný	N;MASC;SG	ADJ;NOM;FEM;SG
north	severne	north	severne	N;MASC;SG	N;NOM;FEM;PL
últimas	posledným	último	posledný	ADJ;FEM;PL	ADJ;INS;NEUT;SG
últimas	posledný	último	posledný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
últimas	naposledy	último	naposledy	ADJ;FEM;PL	ADV
últimas	posledná	último	posledný	ADJ;FEM;PL	N;NOM;FEM;SG
últimas	posledné	último	posledný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
últimas	najnovšie	último	mový	ADJ;FEM;PL	ADV;RL
últimas	posledné	último	posledný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
últimas	najnovší	último	nový	ADJ;FEM;PL	ADJ;ANIM;NOM;RL;MASC;SG
patrimônio	dedičstva	patrimônio	dedičstvo	N;MASC;SG	N;NOM;NEUT;PL
funcionamento	operácie	funcionamento	operácia	N;MASC;SG	N;NOM;FEM;PL
funcionamento	fungujúce	funcionamento	fungujúci	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
helena	elena	heleno	elena	N;FEM;SG	PROPN;NOM;FEM;SG
helena	helen	heleno	helen	N;FEM;SG	PROPN;NOM;FEM;SG
radio	rádia	radio	rádio	N;MASC;SG	N;NOM;NEUT;PL
tiro	strelné	tiro	strelný	N;MASC;SG	ADJ;NOM;NEUT;SG
tiro	strieľať	tiro	strieľať	N;MASC;SG	V;IPFV;POS;NFIN
tiro	strelený	tiro	strelený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
tiro	postrelený	tiro	postrelený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
tiro	zastrelil	tiro	zastreliť	N;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
guimarães	guimarães	guimarão	guimarka	N;MASC;PL	N;ANIM;NOM;MASC;SG
chamou	vola	chamar	vol	V;IND;SG;3;PST;FIN	
pior	najhoršie	mau	sorko	ADJ;MASC;SG	ADV;RL
pior	horsie	mau	horsieť	ADJ;MASC;SG	
largo	largo	largo	largo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
registros	records	registro	records	N;MASC;PL	
prima	prima	primo	prima	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
trinta	thirty	trinta	thirta	NUM	INTJ
baía	bay	baía	bay	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
atos	koná	ato	kono	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
last	posledným	last	posledný	N;MASC;SG	ADJ;INS;NEUT;SG
last	posledný	last	posledný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
last	naposledy	last	naposledy	N;MASC;SG	ADV
last	posledné	last	posledný	N;MASC;SG	ADJ;NOM;NEUT;SG
hans	hans	haver	hans	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rita	rita	rita	rita	N;FEM;SG	PROPN;NOM;FEM;SG
jim	jim	jim	jim	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jim	jima	jim	jima	PROPN;MASC;SG	PROPN;ANIM;ACC;MASC;SG
comics	komiksy	comics	komiksy	N;MASC;SG	N;NOM;FEM;PL
death	death	death	death	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
death	úmrtia	death	úmrtie	N;MASC;SG	N;NOM;NEUT;PL
trabalhando	pracovných	trabalhar	pracovný	V;V.MSDR	ADJ;GEN;MASC;PL
trabalhando	pracovná	trabalhar	pracovný	V;V.MSDR	ADJ;NOM;FEM;SG
trabalhando	práca	trabalhar	práca	V;V.MSDR	N;NOM;FEM;SG
trabalhando	pracovné	trabalhar	pracovný	V;V.MSDR	ADJ;NOM;NEUT;SG
marquês	markíz	marquês	markíz	N;MASC;SG	N;GEN;FEM;PL
publicações	uverejňovanie	publicação	uverejňovanie	N;FEM;PL	N;NOM;NEUT;SG
ranking	poradia	ranking	poradiť	N;MASC;SG	V;PFV;IND;PL;3;POS;PRS;FIN
índios	indický	índio	indický	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
índios	indické	índio	indický	N;MASC;PL	ADJ;NOM;NEUT;SG
índios	ind	índio	ind	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
índios	indián	índio	indián	N;MASC;PL	N;ANIM;NOM;MASC;SG
índios	indická	índio	indický	N;MASC;PL	ADJ;NOM;FEM;SG
índios	indických	índio	indický	N;MASC;PL	ADJ;ANIM;GEN;MASC;PL
civis	občiansky	civil	občiansky	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
civis	občianskych	civil	občiansky	N;MASC;PL	ADJ;GEN;MASC;PL
civis	civilné	civil	civilný	N;MASC;PL	ADJ;NOM;NEUT;SG
civis	občianske	civil	občiansky	N;MASC;PL	ADJ;NOM;NEUT;SG
civis	civilná	civil	civilný	N;MASC;PL	ADJ;NOM;FEM;SG
civis	občianska	civil	občiansky	N;MASC;PL	ADJ;NOM;FEM;SG
civis	civilný	civil	civilný	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
civis	civilného	civil	civilný	N;MASC;PL	ADJ;GEN;NEUT;SG
civis	civilné	civil	civilný	N;MASC;PL	ADJ;NOM;NEUT;SG
civis	civilná	civil	civilný	N;MASC;PL	ADJ;NOM;FEM;SG
size	veľkosti	sizer	veľkosť	N;MASC;SG	N;NOM;FEM;PL
playstation	playstation	playstation	playstation	N;MASC;SG	N;NOM;FEM;PL
barros	barros	barro	barros	N;MASC;PL	N;NOM;NEUT;SG
alimentos	jedlo	alimento	jedlo	N;MASC;PL	N;NOM;NEUT;SG
escravos	otrok	escravo	otrok	N;MASC;PL	N;ANIM;NOM;MASC;SG
escravos	otrokom	escravo	otrok	N;MASC;PL	N;ANIM;INS;MASC;SG
escravos	otroka	escravo	otroka	N;MASC;PL	N;ANIM;ACC;MASC;SG
escravos	otrokom	escravo	otrok	N;MASC;PL	N;ANIM;INS;MASC;SG
candidatos	kandidátske	candidato	kandidátsky	N;MASC;PL	ADJ;NOM;NEUT;SG
candidatos	kandidátske	candidato	kandidátsky	N;MASC;PL	ADJ;NOM;NEUT;SG
candidatos	záujemca	candidato	záujemca	N;MASC;PL	N;ANIM;NOM;MASC;SG
candidatos	uchádzač	candidato	uchádzač	N;MASC;PL	N;ANIM;NOM;MASC;SG
candidatos	kandidát	candidato	kandidát	N;MASC;PL	N;ANIM;NOM;MASC;SG
milhão	miliónov	milhão	milión	N;MASC;SG	NUM;INAN;GEN;MASC;PL
milhão	milióna	milhão	milióna	N;MASC;SG	NUM;NOM;MASC;SG
milhão	milión	milhão	milión	N;MASC;SG	NUM;NOM;NEUT;SG
milhão	milióny	milhão	milión	N;MASC;SG	N;INAN;NOM;MASC;PL
existente	existujúcich	existente	existujúci	ADJ;MASC;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
vento	veterná	vento	veterný	N;MASC;SG	ADJ;NOM;FEM;SG
skin	kože	skin	koža	N;MASC;SG	N;NOM;FEM;PL
resolver	vyriešenie	resolver	vyriešenie	V;NFIN	N;NOM;NEUT;SG
turquia	turecko	turquia	turecko	N;FEM;SG	ADV
momentos	moments	momento	moment	N;MASC;PL	PROPN;ANIM;VOC;MASC;SG
menino	boy	menino	boy	N;MASC;SG	
promovido	propagovaný	promover	propagovaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
promovido	podporované	promover	podporovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
promovido	povýšený	promover	povýšený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
assassinato	vraždiť	assassinato	vraždiť	N;MASC;SG	V;IPFV;POS;NFIN
assassinato	zavraždiť	assassinato	zavraždiť	N;MASC;SG	V;PFV;POS;NFIN
assassinato	vraždy	assassinato	vražda	N;MASC;SG	N;NOM;FEM;PL
altos	high	alto	higho	N;MASC;PL	N;ACC;FEM;SG
altos	vysoko	alto	vysoko	N;MASC;PL	ADV
altos	vysoká	alto	vysoký	N;MASC;PL	ADJ;NOM;FEM;SG
altos	vysoký	alto	vysoký	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
altos	vysoké	alto	vysoký	N;MASC;PL	ADJ;NOM;NEUT;SG
altos	vysoký	alto	vysoký	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
altos	vysoké	alto	vysoký	N;MASC;PL	ADJ;NOM;NEUT;SG
altos	vysoká	alto	vysoký	N;MASC;PL	ADJ;NOM;FEM;SG
vendeu	predaný	vender	predaný	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG
vendeu	predaná	vender	predaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vendeu	predané	vender	predaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vendeu	predávané	vender	predávaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
grave	vážne	grave	vážne	ADJ;MASC;SG	ADV
grave	hrobu	grave	hrob	ADJ;MASC;SG	N;INAN;GEN;MASC;SG
grave	hrobe	grave	hrob	ADJ;MASC;SG	N;INAN;ESS;MASC;SG
grave	hrob	grave	hrob	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
lewis	lewis	lewl	lewis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
permanente	natrvalo	permanente	natrvať	ADJ;MASC;SG	V;PFV;NEUT;SG;POS;PST;V.PTCP
instalação	inštalovať	instalação	inštalovať	N;FEM;SG	V;IPFV;POS;NFIN
instalação	nainštalovať	instalação	nainštalovať	N;FEM;SG	V;IPFV;POS;NFIN
karl	karl	karl	karl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
socialista	socialistická	socialista	socialistický	N;MASC;SG	ADJ;NOM;FEM;SG
socialista	socialistickej	socialista	socialistický	N;MASC;SG	ADJ;GEN;FEM;SG
argentino	argentínsky	argentino	argentínsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
argentino	argentínska	argentino	argentínsky	N;MASC;SG	ADJ;NOM;FEM;SG
anna	anna	anna	anno	N;FEM;SG	PROPN;NOM;FEM;SG
carl	karl	carl	karl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
carl	carl	carl	carl	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
considera	zvážte	considerar	zvážiť	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
retirada	odňaté	retirada	odňatý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
retirada	odobraté	retirada	odobratý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
retirada	stiahnuté	retirada	stiahnutý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
retirada	ustúpiť	retirada	ustúpiť	N;FEM;SG	V;PFV;POS;NFIN
interessante	zaujimave	interessante	zaujimav	ADJ;MASC;SG	
interessante	zaujímavosti	interessante	zaujímavosť	ADJ;MASC;SG	N;NOM;FEM;PL
davis	davis	davi	davis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lagoa	lagoa	lagoa	lagoa	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
relacionadas	súvisiace	relacionar	súvisiaci	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
relacionadas	súvisiaci	relacionar	súvisiaci	V;FEM;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
relacionadas	príbuzné	relacionar	príbuzný	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;PL
contratado	zmluvne	contratar	zmluvne	V;MASC;SG;V.PTCP	ADV
contratado	najali	contratar	najať	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
association	asociácie	association	asociácia	N;MASC;SG	N;NOM;FEM;PL
representou	zastúpené	representar	zastúpený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
representou	zastúpená	representar	zastúpený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
representou	zastúpený	representar	zastúpený	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
crítico	kritický	crítico	kritický	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
crítico	kritické	crítico	kritický	N;MASC;SG	ADJ;NOM;NEUT;SG
crítico	kritická	crítico	kritický	N;MASC;SG	ADJ;NOM;FEM;SG
crítico	rozhodujúce	crítico	rozhodujúci	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
preta	čierne	preto	čierny	N;FEM;SG	ADJ;NOM;NEUT;SG
preta	black	preto	black	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
preta	čierny	preto	čierny	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
preta	čierna	preto	čierny	N;FEM;SG	ADJ;NOM;FEM;SG
representando	zastupujúci	representar	zastupujúci	V;V.MSDR	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
representando	zastupujúcich	representar	zastupujúci	V;V.MSDR	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
ajudou	pomohli	ajudar	pomôcť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
regionais	regionálnej	regional	regionálny	N;MASC;PL	ADJ;GEN;FEM;SG
regionais	regionálne	regional	regionálny	N;MASC;PL	ADJ;NOM;NEUT;SG
regionais	regionálny	regional	regionálny	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
regionais	regionálna	regional	regionálny	N;MASC;PL	ADJ;NOM;FEM;SG
responsáveis	zodpovedný	responsável	zodpovedný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
responsáveis	zodpovedné	responsável	zodpovedný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
responsáveis	zodpovedných	responsável	zodpovedný	ADJ;MASC;PL	N;ANIM;GEN;MASC;PL
responsáveis	zodpovedná	responsável	zodpovedný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
jan	jan	jan	jan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
jan	ján	jan	ján	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
college	vysoká	college	vysoký	N;MASC;SG	ADJ;NOM;FEM;SG
metro	metre	metro	meter	N;MASC;SG	N;INAN;NOM;MASC;PL
guiné	guiney	guiné	guiney	N;FEM;SG	N;NOM;FEM;PL
considerando	vzhľadom	considerar	vzhľad	V;V.MSDR	N;INAN;INS;MASC;SG
nascida	narodená	nascer	narodený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nascida	narodené	nascer	narodený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
nascida	narodený	nascer	narodený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
aux	aux	aux	aux	N;MASC;SG	
inc	inc	inc	inc	N;MASC;SG	
salvar	save	salvar	sav	V;NFIN	
salvar	uloženie	salvar	uloženie	V;NFIN	N;NOM;NEUT;SG
salvar	ukladanie	salvar	ukladanie	V;NFIN	N;NOM;NEUT;SG
salvar	šetrenie	salvar	šetrenie	V;NFIN	N;NOM;NEUT;SG
salvar	úspory	salvar	úspor	V;NFIN	N;INAN;NOM;MASC;PL
salvar	úspora	salvar	úspora	V;NFIN	N;NOM;FEM;SG
cadeia	väzenia	cadeia	väzenie	N;FEM;SG	N;NOM;NEUT;PL
cadeia	base	cadeia	basa	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
cadeia	basy	cadeia	basa	N;FEM;SG	N;NOM;FEM;PL
cadeia	reťaze	cadeia	reťaz	N;FEM;SG	N;NOM;FEM;PL
orientação	usmernenia	orientação	usmernenie	N;FEM;SG	N;NOM;NEUT;PL
orientação	orientácie	orientação	orientácia	N;FEM;SG	N;NOM;FEM;PL
orientação	usmernenia	orientação	usmernenie	N;FEM;SG	N;NOM;NEUT;PL
nuno	patrik	nuno	patrik	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nuno	patrick	nuno	patrick	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nuno	nuno	nuno	nuno	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
adam	adam	adar	adam	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hits	zasiahne	hit	zasiahnuť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
gustavo	gustav	gustavo	gustaviť	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gustavo	gustavo	gustavo	gustavo	N;MASC;SG	
gustavo	gustaf	gustavo	gustaf	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sir	prs	sir	prs	N;MASC;SG	N;NOM;NEUT;PL
checa	česká	checa	česká	N;FEM;SG	ADJ;NOM;FEM;SG
checa	české	checa	český	N;FEM;SG	ADJ;NOM;NEUT;SG
checa	czech	checa	czech	N;FEM;SG	
checa	český	checa	český	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
checa	českého	checa	český	N;FEM;SG	ADJ;ANIM;GEN;MASC;SG
trouxe	priniesli	trazer	priniesť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
trouxe	doniesli	trazer	doniesť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
bacia	povodia	bacia	povodiť	N;FEM;SG	N;NOM;NEUT;PL
seriado	poradové	seriado	poradový	N;MASC;SG	ADJ;NOM;NEUT;SG
seriado	sériový	seriado	sériový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
seriado	sériové	seriado	sériový	N;MASC;SG	ADJ;NOM;NEUT;SG
produziu	vyrobené	produzir	vyrobený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
produziu	vyrobená	produzir	vyrobený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
produziu	vyrobený	produzir	vyrobený	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
produziu	vyprodukované	produzir	vyprodukovaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
margens	rozpätie	margem	rozpätie	N;FEM;PL	N;NOM;NEUT;SG
margens	rezerva	margem	rezerva	N;FEM;PL	N;NOM;FEM;SG
margens	okraj	margem	okraj	N;FEM;PL	N;INAN;NOM;MASC;SG
margens	rozpätie	margem	rozpätie	N;FEM;PL	N;NOM;NEUT;SG
margens	marža	margem	marža	N;FEM;PL	N;NOM;FEM;SG
ausência	absencie	ausência	absencia	N;FEM;SG	N;NOM;FEM;PL
destruição	ničenia	destruição	ničenie	N;FEM;SG	N;NOM;NEUT;PL
douglas	douglas	dougla	douglas	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
permitindo	umožňujúce	permitir	umožňujúci	V;V.MSDR	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
permitindo	umožnenie	permitir	umožnenie	V;V.MSDR	N;NOM;NEUT;SG
permitindo	umožnenia	permitir	umožnenie	V;V.MSDR	N;NOM;NEUT;PL
permitindo	umožňujúce	permitir	umožňujúci	V;V.MSDR	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
ativo	aktívne	ativo	aktívne	ADJ;MASC;SG	ADV
ativo	aktívni	ativo	aktívny	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL
ativo	aktíva	ativo	aktíva	ADJ;MASC;SG	N;NOM;NEUT;PL
ativo	aktívum	ativo	aktívum	ADJ;MASC;SG	N;NOM;NEUT;SG
casada	manželia	casado	manželiť	N;FEM;SG	N;ANIM;NOM;MASC;PL
casada	vydatá	casado	vyda	N;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
casada	ženatý	casado	ženatý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
descrito	popísaný	descrever	popísaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
descrito	opísané	descrever	opísaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
descrito	popísané	descrever	popísaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
descrito	opísaná	descrever	opísaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
