של	shel	של	shel	PART;GEN	N;NOM;SG
לבד	yksinään	לבד	yksinään		ADV
מוגבלת	limited	הוגבל	limited	V;FEM;SG;V.PTCP;PASS	
מוגבלת	rajallinen	הוגבל	rajallinen	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;SG
מוגבלת	rajoitetut	הוגבל	rajoittaa	V;FEM;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
מקיף	kokonaisvaltainen	מקיף	kokonais#valtainen		ADJ;NOM;SG
מקיף	kattava	מקיף	kattaa		ADJ;NOM;SG
אלכס	alexin	אלכס	alexin	PROPN	N;GEN;SG
אלכס	alex	אלכס	alex	PROPN	N;NOM;SG
עזרא	ezra	עזרא	ezra	PROPN	N;NOM;SG
שורות	riviä	שורה	rivi	N;FEM;PL	N;PRT;SG
שורות	riviä	שורה	rivi	N;FEM;PL	N;PRT;SG
שמח	hyvää	שמח	hyvä		ADJ;PRT;SG
שמח	onnellinen	שמח	onnellinen		ADJ;NOM;SG
שמח	tyytyväinen	שמח	tyytyväinen		ADJ;NOM;SG
שמח	iloinen	שמח	iloinen		ADJ;NOM;SG
לאה	lea	לאה	lea	PROPN	PROPN;NOM;SG
לאה	leah	לאה	leah	PROPN	PROPN;NOM;SG
בתוכו	sisältä	בתוך	sisältä		ADV
בתוכו	sisään	בתוך	sisään		ADV
בתוכו	sisällä	בתוך	sisällä		ADV
בתוכו	sisäpuolella	בתוך	sisä#puoli		N;AT+ESS
;SG
וייטנאם	vietnamin	וייטנאם	vietnamin	PROPN	N;GEN;SG
וייטנאם	vietnam	וייטנאם	vieton	PROPN	N;NOM;SG
וייטנאם	vietnamiin	וייטנאם	vieton	PROPN	N;IN+ALL;PL
וייטנאם	vietnamissa	וייטנאם	vietama	PROPN	N;IN+ESS;SG
המשבר	kriisit	המשבר	kriisi	PROPN	N;NOM;PL
המשבר	kriisin	המשבר	kriisi	PROPN	N;GEN;SG
המשבר	kriisi	המשבר	kriisi	PROPN	N;NOM;SG
העין	silmä	העין	silmä	V;MASC;SG;3;PST;ACT	N;NOM;SG
העין	eye	העין	eye	V;MASC;SG;3;PST;ACT	
העין	silmät	העין	silmä	V;MASC;SG;3;PST;ACT	N;NOM;PL
מכילה	sisältää	הכיל	sisältää	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
בלטינית	latinalainen	בלטיני	latinalainen	ADV	ADJ;NOM;SG
בלטינית	latinalaisen	בלטיני	latinalainen	ADV	ADJ;GEN;SG
בלטינית	latinaa	בלטיני	latina	ADV	N;PRT;SG
הוראות	käsky	הוראה	käsky	N;FEM;PL	N;NOM;SG
הוראות	määräys	הוראה	määräys	N;FEM;PL	N;NOM;SG
המוכר	myyjä	המוכר	myyjä		N;NOM;SG
המוכר	myyjän	המוכר	myyjä		N;GEN;SG
סידני	sidney	סידני	sidney	PROPN	N;NOM;SG
סידני	sydneyn	סידני	syddä	PROPN	N;GEN;SG
סידני	sydney	סידני	sydneyt	PROPN	N;NOM;SG
להבטיח	varmistettava	הבטיח	varmistaa	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
מוסר	moraalinen	מוסר	moraalinen	N;MASC;SG	ADJ;NOM;SG
מוסר	moraalista	מוסר	moraali	N;MASC;SG	ADJ;PRT;SG
טיימס	aikoja	טיימס	aika	PROPN	N;PRT;PL
טיימס	ajat	טיימס	aika	PROPN	N;NOM;PL
טיימס	kertaa	טיימס	kerta	PROPN	N;PRT;SG
טיימס	times	טיימס	times	PROPN	
ניתנת	myönnetään	ניתן	myöntää	V;FEM;SG;V.PTCP;MID	V;IND;PRS;FIN;PASS
ניתנת	myönnetyt	ניתן	myöntää	V;FEM;SG;V.PTCP;MID	V;NOM;PL;V.PTCP;PASS
ניתנת	myönnetty	ניתן	myöntää	V;FEM;SG;V.PTCP;MID	V;NOM;SG;V.PTCP;PASS
היקום	maailmankaikkeus	היקום	maailman#kaikkeus		N;NOM;SG
היקום	universumi	היקום	universumi		N;NOM;SG
התסריט	käsikirjoitus	התסריט	käsi#kirjoitus		N;NOM;SG
מיוחדות	erityinen	מיוחד	erityinen	ADJ;FEM;PL	ADJ;NOM;SG
מיוחדות	erityistä	מיוחד	erityinen	ADJ;FEM;PL	ADJ;PRT;SG
מיוחדות	special	מיוחד	special	ADJ;FEM;PL	N;NOM;SG
מיוחדות	erikoinen	מיוחד	erikoinen	ADJ;FEM;PL	ADJ;NOM;SG
גבריאל	gabriel	גבריאל	gabriel	PROPN	N;NOM;SG
גבריאל	gabrielin	גבריאל	gabriel	PROPN	N;GEN;SG
גבריאל	gabrielle	גבריאל	gabrie	PROPN	N;AT+ALL;SG
נותרה	jäljellä	נותר	jäljellä	V;FEM;SG;3;PST;MID	ADV
איבר	elinten	איבר	elin	N;MASC;SG	N;GEN;PL
איבר	elimet	איבר	elin	N;MASC;SG	N;NOM;PL
איבר	elinten	איבר	elin	N;MASC;SG	N;GEN;PL
איבר	elimet	איבר	elin	N;MASC;SG	N;NOM;PL
להילחם	taistella	נלחם	taistella	V;NFIN;MID	V;SG;NFIN;ACT
להילחם	taistele	נלחם	taistella	V;NFIN;MID	V;IMP;SG;2;FIN;ACT
להילחם	ottelu	נלחם	ottelu	V;NFIN;MID	N;NOM;SG
להילחם	taistelu	נלחם	taistelu	V;NFIN;MID	N;NOM;SG
השפעות	vaikutus	השפעה	vaikutus	N;FEM;PL	N;NOM;SG
השפעות	vaikuttavat	השפעה	vaikuttaa	N;FEM;PL	V;PL;3;FIN;ACT
השפעות	vaikuttaa	השפעה	vaikuttaa	N;FEM;PL	V;SG;NFIN;ACT
דמוקרטית	demokraattiset	דמוקרטי	demokraattinen	ADV	ADJ;NOM;PL
דמוקרטית	demokraattinen	דמוקרטי	demokraattinen	ADV	ADJ;NOM;SG
במשקל	punnitaan	במשקל	punnita		V;IND;PRS;FIN;PASS
וילסון	wilson	וילסון	wilson	PROPN	N;NOM;SG
השביעית	seitsemäs	השביעית	seitsemäs	ADV	ADJ;NOM;SG
האנדרטה	monumentti	האנדרטה	monumentti	PROPN	N;NOM;SG
האנדרטה	muistomerkki	האנדרטה	muisto#merkki	PROPN	N;NOM;SG
הובילו	johti	הוביל	johtaa	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
הובילו	led	הוביל	led	V;PL;3;PST;ACT	N;NOM;SG
מתקדם	asteittain	התקדם	asteittain	V;MASC;SG;V.PTCP	ADV
מתקדם	asteittainen	התקדם	asteittainen	V;MASC;SG;V.PTCP	ADJ;NOM;SG
מתקדם	kehittyneet	התקדם	kehittyä	V;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;ACT
חנוך	enoch	חנוך	enoch	PROPN	N;NOM;SG
כזאת	tällainen	כזאת	tällainen		ADJ;NOM;SG
ערוך	edit	ערך	edit	PROPN	N;NOM;SG
ערוך	muokkaa	ערך	muokka	PROPN	N;NOM;SG
ערוך	muokattu	ערך	muokata	PROPN	V;NOM;SG;V.PTCP;PASS
מספקת	tyydyttävää	סיפק	tyydyttävä	V;FEM;SG;V.PTCP;ACT	ADJ;PRT;SG
מספקת	tyydyttävä	סיפק	tyydyttävä	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;SG
מספקת	riittävät	סיפק	riittävä	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL
מספקת	riittävä	סיפק	riittävä	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;SG
מספקת	riittävästi	סיפק	riittävästi	V;FEM;SG;V.PTCP;ACT	ADV
מספקת	tarjoaa	סיפק	tarjota	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN;ACT
קארל	karl	קארל	karl	PROPN	N;NOM;SG
קארל	carl	קארל	carl	PROPN	N;NOM;SG
מיעוט	vähemmistöjen	מיעוט	vähemmistö	N;MASC;SG	N;GEN;PL
מיעוט	vähemmistöt	מיעוט	vähemmistö	N;MASC;SG	N;NOM;PL
מיעוט	vähemmistöjen	מיעוט	vähemmistö	N;MASC;SG	N;GEN;PL
מיעוט	vähemmistöjä	מיעוט	vähemmistö	N;MASC;SG	N;PRT;PL
היינריך	heinrich	היינריך	heinrich	PROPN	PROPN;NOM;SG
יחזקאל	ezekiel	יחזקאל	ezekiel	PROPN	
הפרעות	häiriö	הפרעה	häiriö	N;FEM;PL	N;NOM;SG
הפרעות	häirintä	הפרעה	häirin	N;FEM;PL	N;NOM;SG
וולף	wolfe	וולף	wolfe	PROPN	PROPN;NOM;SG
וולף	susi	וולף	susi	PROPN	N;NOM;SG
וולף	suden	וולף	susi	PROPN	N;GEN;SG
וולף	wolf	וולף	wolf	PROPN	PROPN;NOM;SG
דרומה	etelä	דרומה	etelä		N;NOM;SG
דרומה	etelään	דרומה	etelä		N;IN+ALL;SG
נטען	ladattu	נטען	ladata	V;MASC;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
הסגנון	style	הסגנון	style	PROPN	N;NOM;SG
הסגנון	tyyliä	הסגנון	tyyli	PROPN	N;PRT;SG
הסגנון	tyyli	הסגנון	tyyli	PROPN	N;NOM;SG
שיניים	hammaslääkäri	שן	hammas#lääkäri	N;FEM;PL	N;NOM;SG
שיניים	hammas	שן	hammas	N;FEM;PL	N;NOM;SG
סנטה	pukki	סנט	pukki	PROPN	N;NOM;SG
סנטה	santa	סנט	santa	PROPN	
הפסקה	riko	הפסקה	riko	N;FEM;SG	V;IMP;SG;2;FIN;ACT
הפסקה	rikkoa	הפסקה	rikkoa	N;FEM;SG	V;SG;NFIN;ACT
הפסקה	pysäytä	הפסקה	pysäys	N;FEM;SG	V;IMP;SG;2;FIN;ACT
הקתדרלה	katedraali	הקתדרלה	katedraali	V;FEM;SG;3;PST	N;NOM;SG
החלטת	päättänyt	החלטה	päättää	N;PSSD;FEM;SG	V;NOM;SG;V.PTCP;ACT
החלטת	päätettiin	החלטה	päättää	N;PSSD;FEM;SG	V;IND;PST;FIN;PASS
החלטת	päätetty	החלטה	päättää	N;PSSD;FEM;SG	V;NOM;SG;V.PTCP;PASS
החלטת	päätti	החלטה	päättää	N;PSSD;FEM;SG	V;IND;SG;3;PST;FIN;ACT
המראה	peiliä	המראה	peili	PROPN	N;PRT;SG
המראה	peili	המראה	peili	PROPN	N;NOM;SG
מוכרת	tutut	מוכר	tuttu	ADJ;FEM;SG	ADJ;NOM;PL
מוכרת	tuttuja	מוכר	tuttu	ADJ;FEM;SG	N;PRT;PL
מוכרת	myy	מוכר	myydä	ADJ;FEM;SG	V;IMP;SG;2;FIN;ACT
מוכרת	myyminen	מוכר	myyminen	ADJ;FEM;SG	N;NOM;SG
מוכרת	myydä	מוכר	myydä	ADJ;FEM;SG	V;SG;NFIN;ACT
מוכרת	myydään	מוכר	myydä	ADJ;FEM;SG	V;IND;PRS;FIN;PASS
מוכרת	tunnustettu	מוכר	tunnustaa	ADJ;FEM;SG	V;NOM;SG;V.PTCP;PASS
מוכרת	tunnistin	מוכר	tunnistaa	ADJ;FEM;SG	V;IND;SG;1;PST;FIN;ACT
מוכרת	tunnisti	מוכר	tunnistaa	ADJ;FEM;SG	V;IND;SG;3;PST;FIN;ACT
חיו	asunut	חי	asua	PROPN	V;NOM;SG;V.PTCP;ACT
חיו	asui	חי	asua	PROPN	V;IND;SG;3;PST;FIN;ACT
חיו	elänyt	חי	elää	PROPN	V;NOM;SG;V.PTCP;ACT
קבר	hauta	קבר	hauta	PROPN	N;NOM;SG
קבר	hautaa	קבר	hauta	PROPN	N;PRT;SG
קבר	hauta	קבר	hauta	PROPN	N;NOM;SG
אמצע	keskimmäinen	אמצע	keskimmäinen	N;MASC;SG	ADJ;NOM;SG
אמצע	lähi	אמצע	lähi	N;MASC;SG	INTJ
לברוח	pakene	ברח	paeta	V;NFIN;ACT	N;NOM;PL
לברוח	pako	ברח	pako	V;NFIN;ACT	N;NOM;SG
המשמר	vartioi	המשמר	vartioida	PROPN	V;IND;SG;3;PRS;FIN;ACT
המשמר	vartioida	המשמר	vartioida	PROPN	V;SG;NFIN;ACT
המשמר	vartija	המשמר	vartija	PROPN	N;NOM;SG
המשמר	vahti	המשמר	vahti	PROPN	N;NOM;SG
מסיבה	osapuoli	מסיבה	osa#puoli		N;NOM;SG
מסיבה	juhla	מסיבה	juhla		N;NOM;SG
מסיבה	puolue	מסיבה	puolue		N;NOM;SG
מסיבה	juhlat	מסיבה	juhla		N;NOM;PL
מסיבה	bileet	מסיבה	bileet		N;NOM;PL
תור	jonossa	תור	jono		N;IN+ESS;SG
תור	jono	תור	jono		N;NOM;SG
תור	jonoon	תור	jono		N;IN+ALL;SG
תור	thorin	תור	thorin		N;GEN;SG
תור	thor	תור	thor		PROPN;NOM;SG
הרקע	taustan	הרקע	tausta		N;GEN;SG
הרקע	tausta	הרקע	tausta		N;NOM;SG
הרקע	taustaa	הרקע	tausta		N;PRT;SG
הרקע	taustatietoja	הרקע	tausta#tieto		N;PRT;PL
קומות	kerrosta	קומה	kerros	N;FEM;PL	N;PRT;SG
קומות	lattia	קומה	lattia	N;FEM;PL	N;NOM;SG
הירש	hirsch	הירש	hirsch	PROPN	N;NOM;SG
הזדמנות	chance	הזדמנות	chance	N;FEM;SG	
החזיק	pidetty	החזיק	pitää	V;MASC;SG;3;PST;ACT	V;NOM;SG;V.PTCP;PASS
הלטינית	latinalainen	הלטיני	latinalainen	ADV	ADJ;NOM;SG
הלטינית	latinalaisen	הלטיני	latinalainen	ADV	ADJ;GEN;SG
הלטינית	latinaa	הלטיני	latina	ADV	N;PRT;SG
המקורות	alkuperä	המקורה	alku#perä	N;FEM;PL	N;NOM;SG
מקצועית	ammatti	מקצועי	ammatti	ADV	N;NOM;SG
מקצועית	ammattimainen	מקצועי	ammattimainen	ADV	ADJ;NOM;SG
מקצועית	ammatillinen	מקצועי	ammatillinen	ADV	ADJ;NOM;SG
מקצועית	ammattilainen	מקצועי	ammattilainen	ADV	N;NOM;SG
הצבע	värit	הצבע	väri		N;NOM;PL
הצבע	väriä	הצבע	väri		N;PRT;SG
הצבע	väri	הצבע	väri		N;NOM;SG
בימינו	nykyisin	בימה	nykyisin	PROPN	ADV
בימינו	nykyään	בימה	nykyään	PROPN	ADV
רצוי	mieluiten	None	mieluiten	ADJ;MASC;SG	ADV
רצוי	mielellään	None	mielellään	ADJ;MASC;SG	ADV
רצוי	haluttu	None	haluta	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
רצוי	toivottu	None	toivoa	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
לסיים	loppuun	סיים	loppu	V;NFIN;ACT	N;IN+ALL;SG
רועי	roi	רועה	roi	PROPN	N;NOM;SG
רועי	roy	רועה	roy	PROPN	PROPN;NOM;SG
כשל	epäonnistuminen	כשל	epä#onnistuminen		N;NOM;SG
ארכיון	arkistot	ארכיון	arkisto	N;MASC;SG	N;NOM;PL
ארכיון	arkistojen	ארכיון	arkisto	N;MASC;SG	N;GEN;PL
ארכיון	arkistoja	ארכיון	arkisto	N;MASC;SG	N;PRT;PL
ארכיון	arkistot	ארכיון	arkisto	N;MASC;SG	N;NOM;PL
פנימי	sisäistä	פנימי	sisäinen		ADJ;PRT;SG
פנימי	sisäisen	פנימי	sisäinen		ADJ;GEN;SG
פנימי	sisäinen	פנימי	sisäinen		ADJ;NOM;SG
פנימי	sisäiset	פנימי	sisäinen		ADJ;NOM;PL
סטיב	steve	סטיב	steve	PROPN	PROPN;NOM;SG
אקס	kirves	אקס	kirves	PROPN	N;NOM;SG
חלקה	sileä	חלקה	sileä	N;FEM;SG	ADJ;NOM;SG
חלקה	sujuvasti	חלקה	sujuvasti	N;FEM;SG	ADV
מאתר	löytäjä	מאתר	löytäjä		N;NOM;SG
קרלוס	carlos	קרלוס	carlos		PROPN;NOM;SG
תוכנן	suunnitellut	תוכנן	suunnitella	V;MASC;SG;3;PST;PASS	V;NOM;PL;V.PTCP;PASS
רוטשילד	rothschild	רוטשילד	rothschild	PROPN	PROPN;NOM;SG
רכס	ridge	רכס	ridge	PROPN	PROPN;NOM;SG
מישל	michelle	מישל	mich	PROPN	PROPN;NOM;SG
מישל	michellen	מישל	michellen	PROPN	INTJ
מישל	michele	מישל	michele	PROPN	PROPN;NOM;SG
מישל	michelin	מישל	micheli	PROPN	PROPN;NOM;SG
מישל	michel	מישל	michel	PROPN	PROPN;NOM;SG
הסכים	sovittu	הסכים	sopia	V;MASC;SG;3;PST;ACT	V;NOM;SG;V.PTCP;PASS
הסכים	sovitut	הסכים	sopia	V;MASC;SG;3;PST;ACT	V;NOM;PL;V.PTCP;PASS
חיובי	positiiviset	חיובי	positiivinen	ADJ;MASC;SG	ADJ;NOM;PL
להכיר	tunnusta	הכיר	tuntu	V;NFIN;ACT	N;PRT;SG
להכיר	tunnustettava	הכיר	tunnustaa	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
השלים	suoritettu	השלים	suorittaa	V;MASC;SG;3;PST;ACT	V;NOM;SG;V.PTCP;PASS
השלים	päätökseen	השלים	päätös	V;MASC;SG;3;PST;ACT	N;IN+ALL;SG
מערכה	toimi	מערכה	toimia	N;FEM;SG	V;IMP;SG;2;FIN;ACT
שכתוב	korvata	שכתוב	korvata	PROPN	V;SG;NFIN;ACT
עדי	adi	עדי	adi	PROPN	N;NOM;SG
בוב	bob	בוב	bob	PROPN	PROPN;NOM;SG
מפורסמים	kuuluisa	מפורסם	kuuluisa	ADJ;MASC;PL	ADJ;NOM;SG
מפורסמים	tunnettu	מפורסם	tunnettu	ADJ;MASC;PL	ADJ;NOM;SG
מפורסמים	julkkiksia	מפורסם	julkkis	ADJ;MASC;PL	N;PRT;PL
תפילה	rukoukset	תפילה	rukous	N;FEM;SG	N;NOM;PL
מוריס	morris	הוריס	morris	PROPN	PROPN;NOM;SG
מוריס	maurice	הוריס	maurice	PROPN	N;NOM;SG
חקירה	tutkimukset	חקירה	tutkimus	N;FEM;SG	N;NOM;PL
שעון	kello	שעון	kello	PROPN	N;NOM;SG
שעון	katso	שעון	katsoa	PROPN	V;IMP;SG;2;FIN;ACT
שעון	kellon	שעון	kello	PROPN	N;GEN;SG
שעון	kello	שעון	kello	PROPN	N;NOM;SG
הפרשים	ratsuväki	הפרש	ratsu#väki	N;MASC;PL	N;NOM;SG
הפרשים	ratsuväen	הפרש	ratsu#väki	N;MASC;PL	N;GEN;SG
בקר	ohjain	בקר	ohjain		N;NOM;SG
בקר	becker	בקר	becker		PROPN;NOM;SG
בקר	naudan	בקר	nauta		N;GEN;SG
בקר	naudanliha	בקר	naudan#liha		N;NOM;SG
בקר	naudanlihan	בקר	naudan#liha		N;GEN;SG
בקר	karjaa	בקר	karja		N;PRT;SG
בקר	karja	בקר	karja		N;NOM;SG
בקר	nauta	בקר	nauta		N;NOM;SG
דג	kala	דג	kala		N;NOM;SG
דג	kalastaa	דג	kalastaa		V;SG;NFIN;ACT
דג	kalaa	דג	kala		N;PRT;SG
דג	kalasta	דג	kala		N;IN+ABL;SG
דג	kalat	דג	kala		N;NOM;PL
ארסנל	arsenal	ארסנל	arsenal	PROPN	N;NOM;SG
פונה	evakuoitu	פנה	evakuoida	V;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
גדעון	gideon	גדעון	gideon	PROPN	N;NOM;SG
כריסטיאן	kristityt	כריסטיאן	kristityt	PROPN	N;NOM;PL
כריסטיאן	kristitty	כריסטיאן	kristitty	PROPN	ADJ;NOM;SG
כריסטיאן	christian	כריסטיאן	christian	PROPN	N;NOM;SG
כריסטיאן	kristillinen	כריסטיאן	kristillinen	PROPN	ADJ;NOM;SG
כריסטיאן	kristian	כריסטיאן	kristian	PROPN	N;NOM;SG
בייחוד	erityisesti	בייחוד	erityisesti		ADV
בייחוד	varsinkin	בייחוד	varsinkin		ADV
בייחוד	etenkin	בייחוד	etenkin		ADV
התופעה	ilmiö	התופעה	ilmiö	V;FEM;SG;3;PST	N;NOM;SG
התופעה	ilmiötä	התופעה	ilmiö	V;FEM;SG;3;PST	N;PRT;SG
התופעה	ilmiön	התופעה	ilmiö	V;FEM;SG;3;PST	N;GEN;SG
אוטומטי	automaattisesti	אוטומטי	automaattisesti	ADJ;MASC;SG	ADV
אוטומטי	auto	אוטומטי	auto	ADJ;MASC;SG	N;NOM;SG
אוטומטי	automaattisesti	אוטומטי	automaattisesti	ADJ;MASC;SG	ADV
אוטומטי	automaattiset	אוטומטי	automaattinen	ADJ;MASC;SG	ADJ;NOM;PL
אוטומטי	automaatti	אוטומטי	automaatti	ADJ;MASC;SG	N;NOM;SG
כהה	dark	כהה	dark		
כהה	tumma	כהה	tumma		ADJ;NOM;SG
כהה	pimeä	כהה	pimeä		ADJ;NOM;SG
כהה	pimeää	כהה	pimeä		ADJ;PRT;SG
כהה	tumman	כהה	tumma		ADJ;GEN;SG
כח	voima	כוח	voima		N;NOM;SG
כח	voimia	כוח	voima		N;PRT;PL
כח	vahvuus	כוח	vahvuus		N;NOM;SG
כח	voimaa	כוח	voima		N;PRT;SG
כח	voima	כוח	voima		N;NOM;SG
כח	force	כוח	force		
כח	pakota	כוח	pakota		V;IMP;SG;2;FIN;ACT
כח	pakottaa	כוח	pakottaa		V;IND;SG;3;PRS;FIN;ACT
כח	teho	כוח	teho		N;NOM;SG
כח	power	כוח	power		N;NOM;SG
כח	voima	כוח	voima		N;NOM;SG
כח	voimia	כוח	voima		N;PRT;PL
כח	valta	כוח	valta		N;NOM;SG
כח	valtaa	כוח	valta		N;PRT;SG
בהשתתפות	esitelty	בהשתתפות	esitellä	ADV	V;NOM;SG;V.PTCP;PASS
בהשתתפות	suositeltu	בהשתתפות	suositella	ADV	V;NOM;SG;V.PTCP;PASS
הסנאט	senaatti	הסנאט	senaatti	PROPN	N;NOM;SG
הסנאט	senaatin	הסנאט	senaatti	PROPN	N;GEN;SG
מומחה	erikoistunut	מומחה	erikoistua	N;MASC;SG	V;NOM;SG;V.PTCP;ACT
מומחה	erikoistuneet	מומחה	erikoistua	N;MASC;SG	V;NOM;PL;V.PTCP;ACT
סיכון	riskit	סיכון	riski	N;MASC;SG	N;NOM;PL
מזהה	tunnista	זיהה	tunnistaa	V;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;FIN;ACT
מזהה	tunnustavat	זיהה	tunnustaa	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN;ACT
הנביא	profeetta	הנביא	profee	PROPN	N;NOM;SG
החיבור	yhteys	החיבור	yhteys	PROPN	N;NOM;SG
החיבור	yhteyden	החיבור	yhteys	PROPN	N;GEN;SG
נוח	mukavasti	נוח	mukavasti	ADJ;MASC;SG	ADV
נוח	noah	נוח	noih	ADJ;MASC;SG	PROPN;NOM;SG
נוח	mukavat	נוח	mukava	ADJ;MASC;SG	ADJ;NOM;PL
מסורתי	perinteisiä	מסורתי	perinteinen	ADJ;MASC;SG	ADJ;PRT;PL
מסורתי	perinteiset	מסורתי	perinteinen	ADJ;MASC;SG	ADJ;NOM;PL
נפתחה	avattu	נפתח	avata	V;FEM;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נפתחה	avattiin	נפתח	avata	V;FEM;SG;3;PST;MID	V;IND;PST;FIN;PASS
נפתחה	avasi	נפתח	avata	V;FEM;SG;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
חואן	juan	חואן	juan	PROPN	PROPN;NOM;SG
מודרני	modernit	מודרני	moderni	ADJ;MASC;SG	ADJ;NOM;PL
נאסר	kiellettyä	נאסר	kieltää	V;MASC;SG;3;PST;MID	V;PRT;SG;V.PTCP;PASS
נאסר	kielletty	נאסר	kieltää	V;MASC;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נאסר	estetty	נאסר	estää	V;MASC;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
נאסר	kielletty	נאסר	kieltää	V;MASC;SG;3;PST;MID	V;NOM;SG;V.PTCP;PASS
פינלנד	suomi	פינלנד	suomi	PROPN	PROPN;NOM;SG
פינלנד	finland	פינלנד	finland	PROPN	N;NOM;SG
פינלנד	suomea	פינלנד	suomi	PROPN	N;PRT;SG
לבנה	valkoiset	לבן	valkoinen		ADJ;NOM;PL
לבנה	valkoinen	לבן	valkoinen		ADJ;NOM;SG
לבנה	valkoista	לבן	valkoinen		ADJ;PRT;SG
לבנה	brick	לבן	brick		N;NOM;SG
לבנה	valkoihoinen	לבן	valko#ihoinen		ADJ;NOM;SG
תרבותי	sivistynyt	תרבותי	sivistyä	ADJ;MASC;SG	V;NOM;SG;V.PTCP;ACT
פוליטיות	poliittinen	פוליטי	poliittinen	ADJ;FEM;PL	ADJ;NOM;SG
חלונות	windows	חלון	windows	N;MASC;PL	PROPN;NOM;SG
מקבלת	vastaanottavat	קיבל	vastaanottaa	V;FEM;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN;ACT
מפעילים	toimijoiden	מפעיל	toimija	V;MASC;PL;V.PTCP;ACT	N;GEN;PL
מפעילים	operaattorit	מפעיל	operaattori	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
מפעילים	toimijat	מפעיל	toimija	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
התפתח	kehittyneet	התפתח	kehittyä	V;MASC;SG;3;PST	V;NOM;PL;V.PTCP;ACT
התפתח	kehittyivät	התפתח	kehittyä	V;MASC;SG;3;PST	V;IND;PL;3;PST;FIN;ACT
התפתח	kehittyneet	התפתח	kehittyä	V;MASC;SG;3;PST	V;NOM;PL;V.PTCP;ACT
פנימית	sisäistä	פנימי	sisäinen	ADV	ADJ;PRT;SG
פנימית	sisäisen	פנימי	sisäinen	ADV	ADJ;GEN;SG
פנימית	sisäinen	פנימי	sisäinen	ADV	ADJ;NOM;SG
פנימית	sisäiset	פנימי	sisäinen	ADV	ADJ;NOM;PL
מתה	kuolin	מת	kuolla	PROPN	V;IND;SG;1;PST;FIN;ACT
מתה	kuoli	מת	kuolla	PROPN	V;IND;SG;3;PST;FIN;ACT
מתה	kuolivat	מת	kuolla	PROPN	V;IND;PL;3;PST;FIN;ACT
מתה	kuolleet	מת	kuolla	PROPN	V;NOM;PL;V.PTCP;ACT
מתה	kuollut	מת	kuolla	PROPN	V;NOM;SG;V.PTCP;ACT
מדיה	tiedotusvälineet	מדיה	tiedotus#väline	N;MASC;SG	N;NOM;PL
מדיה	tiedotusvälineiden	מדיה	tiedotus#väline	N;MASC;SG	N;GEN;PL
מדיה	keskikokoinen	מדיה	keski#kokoinen	N;MASC;SG	ADJ;NOM;SG
רשימות	toteaa	רשימה	todeta	N;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
נפה	maakunta	נפה	maa#kunta	PROPN	N;NOM;SG
אימון	harjoitukset	אימון	harjoitus	N;MASC;SG	N;NOM;PL
קרי	kerry	קרי	kertyä		INTJ
קרי	carrie	קרי	carrie		N;NOM;SG
סטלין	stalin	סטלין	stali	PROPN	N;NOM;SG
סטלין	stalinin	סטלין	stalin	PROPN	N;GEN;SG
נכשל	epäonnistui	נכשל	epäonnistua	V;MASC;SG;3;PST;MID	V;IND;SG;3;PST;FIN;ACT
נכשל	epäonnistunut	נכשל	epä#onnistunut	V;MASC;SG;3;PST;MID	V;NOM;SG;V.PTCP;ACT
טלפון	puhelimitse	טלפון	puheli#mitse	N;MASC;SG	N;NOM;PL
הוצאות	kulu	הוצאה	kulua	N;FEM;PL	V;IMP;SG;2;FIN;ACT
להוביל	lyijyä	הוביל	lyijyä	V;NFIN;ACT	N;PRT;SG
להוביל	lyijy	הוביל	lyijy	V;NFIN;ACT	N;NOM;SG
חרב	miekkaa	חרב	miekka		N;PRT;SG
חרב	miekan	חרב	miekka		N;GEN;SG
חרב	miekka	חרב	miekka		N;NOM;SG
