से	از	से	از		ADP
विफल	خرابی	विफल	خرابی	ADJ	N;SG
किरण	کیران	किरण	کیران	PROPN;NOM;FEM;SG;3	N;SG
ऑपरेशन	عملیات	ऑपरेशन	عملیات	N;NOM;MASC;SG;3	N;PL
आपसी	متقابل	आपसी	متقابل	ADJ;NOM	N;SG
आपसी	دوطرفه	आपसी	دوطرفه	ADJ;NOM	N;SG
पवन	پاوان	पवन	پاوان	PROPN;NOM;MASC;SG;3	N;SG
पवन	باد	पवन	باد	PROPN;NOM;MASC;SG;3	N;SG
पवन	بادی	पवन	بادی	PROPN;NOM;MASC;SG;3	N;SG
अमीर	ثروتمندان	अमीर	ثروتمند	N;NOM;MASC;SG;3	N;PL
अमीर	غنی	अमीर	غنی	N;NOM;MASC;SG;3	ADJ
पुर्तगाली	پرتغال	पुर्तगाली	پرتغال	PROPN;NOM;MASC;SG;3	N;SG
पुर्तगाली	پرتغالی	पुर्तगाली	پرتغالی	PROPN;NOM;MASC;SG;3	N;SG
पुर्तगाली	پرتقالی	पुर्तगाली	پرتقالی	PROPN;NOM;MASC;SG;3	N;SG
जड़	ریشه	जड़	ریشه		N;SG
जड़	ریشه	जड़	ریشه		N;SG
बौद्धिक	روشنفکری	बौद्धिक	روشنفکری	PROPN;NOM;SG;3	N;SG
बौद्धिक	عقلانی	बौद्धिक	عقلانی	PROPN;NOM;SG;3	N;SG
बौद्धिक	روشنفکر	बौद्धिक	روشنفکر	PROPN;NOM;SG;3	N;SG
बौद्धिक	فکری	बौद्धिक	فکری	PROPN;NOM;SG;3	N;SG
बोस	بوز	बोस	بوز	PROPN;NOM;MASC;SG;3	INTJ
निकलता	دنده	निकल	دنده	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
चोपड़ा	چوپرا	चोपड़ा	چوپره	PROPN;NOM;SG;3	N;SG
अहमदाबाद	احمدآباد	अहमदाबाद	احمدآباد	PROPN;NOM;MASC;SG;3	N;SG
प्रोटोकॉल	قراردادهای	प्रोटोकॉल	قرارداد	N;NOM;MASC;SG;3	N;PL
प्रोटोकॉल	قراردادها	प्रोटोकॉल	قرارداد	N;NOM;MASC;SG;3	N;PL
माया	مایا	माया	مایا		N;SG
तिब्बती	تبتی	तिब्बती	تبتی	ADJ;NOM	N;SG
तिब्बती	تبت	तिब्बती	تبت	ADJ;NOM	N;SG
तिब्बती	تبت	तिब्बती	تبت	ADJ;NOM	N;SG
संजय	سنجی	संजय	سنجی	PROPN;NOM;MASC;SG;3	N;SG
मतभेद	تفاوت	मतभेद	تفاوت	N;NOM;MASC;PL;3	N;SG
मतभेद	تفاوتهای	मतभेद	تفاوت	N;NOM;MASC;PL;3	N;SG
मतभेद	تفاوتها	मतभेद	تفاوت	N;NOM;MASC;PL;3	N;SG
मतभेद	اختلاف	मतभेद	اختلاف	N;NOM;MASC;PL;3	N;SG
अयोध्या	ایودیا	अयोध्या	ایودیا	PROPN;NOM;FEM;SG;3	N;SG
अतिथि	میهمانان	अतिथि	میهمان	N;NOM;MASC;SG;3	N;PL
अतिथि	میهمان	अतिथि	None	N;NOM;MASC;SG;3	
अतिथि	مهمانان	अतिथि	مهمان	N;NOM;MASC;SG;3	N;PL
अतिथि	میهمان	अतिथि	None	N;NOM;MASC;SG;3	
लें	برداشت	ले	برداشت	V;SBJV;PL;3;FIN;ACT	N;SG
लें	بگیر	ले	گرفت#گیر	V;SBJV;PL;3;FIN;ACT	V;IMP;SG;2
लें	بگیرد	ले	گرفت#گیر	V;SBJV;PL;3;FIN;ACT	V;SBJV;SG;3;PRS
लें	بگیرید	ले	None	V;SBJV;PL;3;FIN;ACT	V;SBJV;PL;2;PRS
प्रतिद्वंद्वी	مخالفان	प्रतिद्वंद्वी	مخالف	N;NOM;MASC;SG;3	N;PL
मनु	مانو	मनु	مانو	PROPN;NOM;MASC;SG;3	N;SG
संयोग	تصادفی	संयोग	None		N;SG
संयोग	انطباق	संयोग	انطباق		N;SG
कविताओं	شعری	कविता	شعر	N;ACC;FEM;PL;3	N;SG
कविताओं	شعر	कविता	شعر	N;ACC;FEM;PL;3	N;SG
क्रिस	کریس	क्रिस	کریس	PROPN;NOM;MASC;SG;3	N;SG
परिचित	آشنای	परिचित	None	ADP	N;SG
परिचित	آشنا	परिचित	آشنا	ADP	ADJ
परिचित	اشنا	परिचित	آشنا	ADP	N;SG
परिचित	آشناست	परिचित	آشناست	ADP	N;SG
परिचित	آشنایان	परिचित	آشنا	ADP	N;PL
परिचित	اشنا	परिचित	آشنا	ADP	N;SG
इंडोनेशिया	اندونزی	इंडोनेशिया	اندونزی	PROPN;NOM;MASC;SG;3	N;SG
विश्वसनीय	معتمد	विश्वसनीय	معتمد	ADJ;NOM	N;SG
विश्वसनीय	امین	विश्वसनीय	None	ADJ;NOM	N;SG
अब्दुल	عبدل	अब्दुल	عبدل	PROPN;NOM;MASC;SG;3	N;SG
तत्काल	فورا	तत्काल	فورا	ADV	
तत्काल	فوری	तत्काल	فوری	ADV	N;SG
तत्काल	فوری	तत्काल	فوری	ADV	N;SG
तत्काल	فوری	तत्काल	فوری	ADV	N;SG
तत्काल	فوریه	तत्काल	فوریه	ADV	N;SG
तत्काल	ضروری	तत्काल	ضروری	ADV	ADJ
पहलुओं	دیدگاه	पहलू	دیدگاه	N;ACC;MASC;PL;3	N;SG
बाबू	بابایی	बाबू	بابایی	PROPN;NOM;MASC;SG;3	N;SG
पैदल	پدال	पैदल	پدال	ADJ	N;SG
पैदल	رکاب	पैदल	رکاب	ADJ	N;SG
रहकर	موندن	रह	موندن	V;V.CVB	N;SG
रहकर	ماندن	रह	ماندن	V;V.CVB	N;SG
रहकर	اقامت	रह	اقامت	V;V.CVB	N;SG
राधा	رادها	राधा	راد	PROPN;NOM;FEM;SG;3	N;PL
संतान	فرزندانی	संतान	فرزند	N;NOM;FEM;SG;3	N;PL
संतान	اولاد	संतान	None	N;NOM;FEM;SG;3	N;PL
गुप्ता	گوپتا	गुप्ता	گوپتا	PROPN;NOM;SG;3	N;SG
मुखर्जी	موکرجی	मुखर्जी	موکرجی	PROPN;NOM;SG;3	N;SG
शैक्षणिक	آموزنده	शैक्षणिक	None	ADJ;NOM	N;SG
बेस्ट	بهترین	बेस्ट	به	PROPN;NOM;MASC;SG;3	ADJ;RL
बेस्ट	بهتر	बेस्ट	به	PROPN;NOM;MASC;SG;3	ADJ;CMPR
बेस्ट	best	बेस्ट	best	PROPN;NOM;MASC;SG;3	N;SG
गोपाल	گوپال	गोपाल	گوپال	PROPN;NOM;MASC;SG;3	N;SG
ब्राजील	برزیل	ब्राजील	برزیل	PROPN;NOM;MASC;SG;3	N;SG
ब्राजील	بریکس	ब्राजील	بریکس	PROPN;NOM;MASC;SG;3	N;SG
तटीय	ساحلی	तटीय	ساحلی	ADJ;NOM	N;SG
कोष	مخازن	कोष	مخازن	N;NOM;MASC;SG;3	N;PL
सिन्हा	سینها	सिन्हा	سین	PROPN;NOM;SG;3	N;SG
वैध	معتبری	वैध	معتبر		N;SG
वैध	معتبر	वैध	معتبر		ADJ
वैध	اعتبار	वैध	اعتبار		N;SG
टॉम	تام	टॉम	تام	PROPN;NOM;MASC;SG;3	N;SG
टॉम	tom	टॉम	tom	PROPN;NOM;MASC;SG;3	N;SG
जूनियर	جونیور	जूनियर	جونیور	PROPN;NOM;MASC;SG;3	N;SG
रचनात्मक	خلاق	रचनात्मक	None	ADJ	N;SG
रचनात्मक	خلاقیت	रचनात्मक	None	ADJ	N;SG
ट्रस्ट	تراست	ट्रस्ट	تراست	N;NOM;MASC;SG;3	
उपर	بالا	उपर	بالا		ADV;ESS
उपर	top	उपर	top		N;SG
उपर	تاپ	उपर	تاپ		N;SG
उपर	اوج	उपर	اوج		N;SG
उपर	فاعل	उपर	None		N;SG
धरोहर	میراث	धरोहर	میراث		N;SG
धरोहर	ارث	धरोहर	ارث		N;SG
खतरनाक	خطرناکی	खतरनाक	خطرناک	ADJ	N;SG
त्यौहार	جشنهای	त्यौहार	جشن	N;NOM;MASC;SG;3	N;PL
परिमाण	پارامترهای	परिमाण	پارامتر	N;NOM;MASC;SG;3	N;PL
संक्रमित	مبتلا	संक्रमित	مبتلا	N;NOM;MASC;SG;3	ADJ
संक्रमित	آلوده	संक्रमित	آلوده	N;NOM;MASC;SG;3	ADJ
देखना	مشاهده	देख	مشاهده	V;MASC;NFIN;ACT	N;SG
देखना	مشاهدۀ	देख	مشاهدۀ	V;MASC;NFIN;ACT	N;SG
ख़ास	مخصوص	खक़ास	مخصوص		N;SG
ख़ास	ویژه	खक़ास	ویژه		ADJ
ख़ास	خاص	खक़ास	خاص		N;SG
ख़ास	استثنایی	खक़ास	استثنایی		N;SG
ख़ास	خاصه	खक़ास	خاصه		N;SG
स्पेनिश	اسپانیا	स्पेनिश	اسپانیا	PROPN;NOM;MASC;SG;3	N;SG
स्पेनिश	اسپانیایی	स्पेनिश	اسپانیایی	PROPN;NOM;MASC;SG;3	N;SG
रंगमंच	سینماها	रंगमंच	سینما	N;NOM;MASC;SG;3	N;PL
रंगमंच	تئاتر	रंगमंच	None	N;NOM;MASC;SG;3	N;PL
त्रुटि	خطاهای	त्रुटि	خطا	N;NOM;MASC;SG;3	N;PL
त्रुटि	خطاها	त्रुटि	خطا	N;NOM;MASC;SG;3	N;PL
ब्रज	براج	ब्रज	براج	PROPN;NOM;MASC;SG;3	N;SG
ऊँची	والا	ऊँचा	None	ADJ;NOM;FEM;SG	
ऊँची	رفیع	ऊँचा	None	ADJ;NOM;FEM;SG	N;SG
आराम	آرامش	आराम	آرامش	PROPN;NOM;MASC;SG;3	N;SG
आराम	آسودگی	आराम	آسودگی	PROPN;NOM;MASC;SG;3	N;SG
आराम	دلداری	आराम	دلداری	PROPN;NOM;MASC;SG;3	N;SG
आराम	آسایش	आराम	None	PROPN;NOM;MASC;SG;3	N;SG
आराम	آرامش	आराम	آرامش	PROPN;NOM;MASC;SG;3	N;SG
आराम	الباقی	आराम	الباقی	PROPN;NOM;MASC;SG;3	N;SG
आराम	استراحت	आराम	استراحت	PROPN;NOM;MASC;SG;3	N;SG
रवि	سودان	रवि	None	PROPN;NOM;MASC;SG;3	N;SG
रवि	آفتاب	रवि	آفتاب	PROPN;NOM;MASC;SG;3	N;SG
रवि	خورشید	रवि	خورشید	PROPN;NOM;MASC;SG;3	N;SG
रवि	سون	रवि	سون	PROPN;NOM;MASC;SG;3	N;SG
रवि	سان	रवि	سان	PROPN;NOM;MASC;SG;3	
रवि	راوی	रवि	راوی	PROPN;NOM;MASC;SG;3	N;SG
रवि	گردهمایی	रवि	گردهمایی	PROPN;NOM;MASC;SG;3	N;SG
संजीव	سانجیو	संजीव	سانجیو	PROPN;NOM;MASC;SG;3	N;SG
भाजपा	bjp	भाजपा	bjp	PROPN;NOM;FEM;SG;3	
टुकड़े	قطعه	टुकडा	قطعه	V;PFV;MASC;PL;V.PTCP;ACT	N;SG
चौथा	چهارمی	चौथा	چهارمی	ADJ;NOM;MASC;SG	N;SG
प्रसन्न	جالی	प्रसन्न	جالی	PROPN;NOM;MASC;SG;3	N;SG
प्रसन्न	خشنود	प्रसन्न	خشنود	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	خوشبخت	प्रसन्न	خوشبخت	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	خوش	प्रसन्न	خوش	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	شاد	प्रसन्न	شاد	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	خوشحال	प्रसन्न	None	PROPN;NOM;MASC;SG;3	ADJ
प्रसन्न	مبارک	प्रसन्न	مبارک	PROPN;NOM;MASC;SG;3	N;SG
सार	انتزاعی	सार	انتزاعی		N;SG
सार	چکیده	सार	None		ADJ;SG;3;V.PTCP
पड़ोसी	همسایگان	पड़ोसी	همسایه	N;NOM;MASC;SG;3	N;PL
पड़ोसी	همسایگان	पड़ोसी	همسایه	N;NOM;MASC;SG;3	N;PL
गाया	sang	गा	sang	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
गाया	سنگ	गा	سنگ	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
गाया	آواز	गा	آواز	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
गाया	سانگ	गा	سانگ	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
भ्रम	وهم	भ्रम	وهم	N;NOM;MASC;SG;3	
राजनेता	سیاستمدار	राजनेता	سیاستمدار	N;NOM;MASC;PL;3	N;SG
गोल्ड	طلای	गोल्ड	طلا		N;SG
गोल्ड	gold	गोल्ड	gold		N;SG
गोल्ड	طلا	गोल्ड	طلا		N;SG
गोल्ड	طلایی	गोल्ड	طلایی		ADJ
गोल्ड	گلد	गोल्ड	گلد		N;SG
गोल्ड	زرین	गोल्ड	None		N;SG
रविवार	ساندی	रविवार	ساند#سان	PROPN;NOM;MASC;SG;3	N;SG
रविवार	یکشنبه	रविवार	یکشنبه	PROPN;NOM;MASC;SG;3	N;SG
अपवाद	استثنا	अपवाद	استثنا		N;SG
अपवाद	استثنا	अपवाद	استثنا		N;SG
अपवाद	استثنای	अपवाद	استثنای		N;SG
लिखना	نویسندگی	लिख	نویسندگی	V;MASC;NFIN;ACT	N;SG
लिखना	نوشتن	लिख	نوشتن	V;MASC;NFIN;ACT	N;SG
लिखना	تحریر	लिख	تحریر	V;MASC;NFIN;ACT	N;SG
लिखना	تایپ	लिख	تایپ	V;MASC;NFIN;ACT	N;SG
सिद्धार्थ	سیذارتا	सिद्धार्थ	سیذارتا	PROPN;NOM;MASC;SG;3	N;SG
सिद्धार्थ	سیدارت	सिद्धार्थ	سیدارت	PROPN;NOM;MASC;SG;3	N;SG
जनक	والدین	जनक	والد		N;PL
स्वचालित	خودکار	स्वचालित	خودکار	ADJ;NOM	N;SG
स्वचालित	اتوماتیک	स्वचालित	اتوماتیک	ADJ;NOM	N;SG
स्वचालित	خودکار	स्वचालित	خودکار	ADJ;NOM	N;SG
नागपुर	ناگپور	नागपुर	ناگپور	PROPN;NOM;MASC;SG;3	N;SG
सेमी	semi	सेमी	semi		N;SG
सेमी	نیمه	सेमी	نیمه		N;SG
असाधारण	استثنایی	असाधारण	استثنایی		N;SG
असाधारण	استثنائی	असाधारण	استثنائی		N;SG
दर्शक	نمایشگر	दर्शक	نمایشگر	N;NOM;MASC;PL;3	N;SG
दर्शक	مخاطب	दर्शक	مخاطب	N;NOM;MASC;PL;3	N;SG
दर्शक	تماشاچی	दर्शक	تماشاچی	N;NOM;MASC;PL;3	N;SG
दर्शक	ناظری	दर्शक	ناظری	N;NOM;MASC;PL;3	N;SG
दर्शक	تماشاگر	दर्शक	تماشاگر	N;NOM;MASC;PL;3	N;SG
दर्शक	بیننده	दर्शक	بیننده	N;NOM;MASC;PL;3	N;SG
सैकड़ों	صدها	सैकडा	صد	N;ACC;MASC;PL;3	NUM
पार्वती	پارواتی	पार्वती	پارواتی	PROPN;NOM;FEM;SG;3	N;SG
क्लास	رده	क्लास	رده		N;SG
क्लास	ردۀ	क्लास	ردۀ		N;SG
क्लास	کلاس	क्लास	کلاس		N;SG
क्लास	طبقاتی	क्लास	None		N;PL
क्लास	class	क्लास	class		N;SG
क्लास	کلاسی	क्लास	کلاسی		N;SG
कलात्मक	هنرمندانه	कलात्मक	هنرمندانه	PROPN;NOM;SG;3	ADV
कलात्मक	هنرمندی	कलात्मक	هنرمند	PROPN;NOM;SG;3	N;SG
मंगोल	مغول	मंगोल	مغول	PROPN;NOM;MASC;SG;3	N;SG
मंगोल	مغولها	मंगोल	مغول	PROPN;NOM;MASC;SG;3	N;PL
मंगोल	مغولستان	मंगोल	مغولستان	PROPN;NOM;MASC;SG;3	N;SG
शुभ	خوبی	शुभ	خوبی		N;SG
शुभ	خوب	शुभ	خوب		ADV
स्वीकृत	پذیرفت	स्वीकृत	پذیرفت#پذیر	PROPN;NOM;MASC;SG;3	V;SG;3;PST
स्वीकृत	پذیرفته	स्वीकृत	پذیرفت#پذیر	PROPN;NOM;MASC;SG;3	V;SG;3;V.PTCP
स्वीकृत	میپذیرد	स्वीकृत	پرفت#پیر	PROPN;NOM;MASC;SG;3	V;SG;3;PRS
स्वीकृत	پذیرد	स्वीकृत	پذیرفت#پذیر	PROPN;NOM;MASC;SG;3	V;SBJV;SG;3;PRS
स्वीकृत	تأیید	स्वीकृत	تأیید	PROPN;NOM;MASC;SG;3	N;SG
कहानियाँ	داستان	कहानी	داستان	N;NOM;FEM;PL;3	N;SG
पुष्प	گل	पुष्प	گل		N;SG
पुष्प	گلها	पुष्प	گل		N;PL
पुष्प	گل	पुष्प	گل		N;SG
पुष्प	شکوفه	पुष्प	شکوفه		N;SG
पुष्प	فلاور	पुष्प	فلاور		N;SG
सुविधाएं	تأسیسات	सुविधा	تأسیسات	N;NOM;FEM;PL;3	N;SG
मियामी	میامی	मियामी	میامی	PROPN;NOM;MASC;SG;3	N;SG
सम्पर्क	آشنا	संपर्क	آشنا	N;NOM;MASC;SG;3	ADJ
सम्पर्क	مخاطبین	संपर्क	مخاطب	N;NOM;MASC;SG;3	N;PL
परिस्थिति	شرایط	परिस्थिति	شرایط	N;NOM;FEM;SG;3	N;PL
उपलब्धि	دستاوردهای	उपलब्धि	دستاورد	N;NOM;FEM;SG;3	N;PL
कुश्ती	کشتی	कुश्ती	کشتی	PROPN;NOM;MASC;SG;3	N;SG
लेबल	برچسبهای	लेबल	برچسبای	N;NOM;MASC;SG;3	N;PL
लेबल	برچسب	लेबल	برچسب	N;NOM;MASC;SG;3	
नीला	کبود	नीला	کبود#کن	ADJ;NOM;MASC;SG	N;SG
नीला	بلو	नीला	بلو	ADJ;NOM;MASC;SG	N;SG
पोर्ट	بنادر	पोर्ट	بندر	N;NOM;MASC;SG;3	N;PL
रोशन	roshan	रोशन	None		N;SG
रोशन	روشن	रोशन	روشن		ADJ
ऑस्टिन	آستین	ऑस्टिन	آستین	PROPN;NOM;MASC;SG;3	N;SG
एकड़	اکر	एकड	اکر	N;NOM;MASC;SG;3	
सेकंड	ثانیه	सेकंड	ثانیه	PROPN;NOM;MASC;SG;3	N;SG
सेकंड	دوم	सेकंड	دوم	PROPN;NOM;MASC;SG;3	ADJ
सेकंड	ثانیه	सेकंड	ثانیه	PROPN;NOM;MASC;SG;3	N;SG
सेकंड	دومی	सेकंड	None	PROPN;NOM;MASC;SG;3	ADJ
आलेख	مقالات	आलेख	مقاله	N;NOM;MASC;SG;3	N;PL
दिव्य	الهی	दिव्य	الهی		N;VOC
साक्ष्य	مدرک	साक्ष्य	مدرک	N;NOM;MASC;PL;3	N;SG
कहाँ	کجا	कहाँ	کجا	PRO	ADV
कहाँ	کجای	कहाँ	کجا	PRO	CONJ
निकला	نقل	निकल	نقل	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
निकला	مشتق	निकल	مشتق	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
आंकड़े	آمار	आंकड़ा	آمار	N;NOM;MASC;PL;3	N;SG
आंकड़े	شکلی	आंकड़ा	شکل	N;NOM;MASC;PL;3	N;SG
उपदेश	برسان	उपदेश	برسان	N;NOM;MASC;SG;3	V;IMP;SG;2
फोटो	عکسها	फोटो	عکس	N;NOM;FEM;SG;3	N;PL
हरी	گرین	हरा	گرین	ADJ;NOM;FEM;SG	N;SG
हरी	هاری	हरा	هاری	ADJ;NOM;FEM;SG	N;SG
बयान	اظهارات	बयान	اظهار	N;NOM;MASC;SG;3	N;PL
मुंह	دهانت	मुँह	دهانت	N;NOM;MASC;SG;3	
पाक	pak	पाक	pak	PROPN;NOM;MASC;SG;3	
पाक	پاک	पाक	پاک	PROPN;NOM;MASC;SG;3	ADJ
बेल्जियम	بلژیک	बेल्जियम	بلژیک	PROPN;NOM;MASC;SG;3	N;SG
वितरित	توزیع	वितरित	توزیع	ADJ	N;SG
शाब्दिक	لفظی	शाब्दिक	لفظ	PROPN;NOM;MASC;SG;3	N;SG
चौक	چاوک	चौक	چاوک	N;NOM;MASC;SG;3	
खूब	خب	खूब	خب		ADV
खूब	خوب	खूब	خوب		ADV
आतंकवादी	تروریست	आतंकवादी	تروریست	N;NOM;MASC;PL;3	N;SG
आतंकवादी	تروریستی	आतंकवादी	تروریستی	N;NOM;MASC;PL;3	N;SG
आतंकवादी	تروریست	आतंकवादी	تروریست	N;NOM;MASC;PL;3	N;SG
न्यूटन	نیوتون	न्यूटन	نیوتون	PROPN;NOM;MASC;SG;3	N;SG
न्यूटन	نیوتن	न्यूटन	نیوتن	PROPN;NOM;MASC;SG;3	N;SG
बैठे	نشستن	बैठ	نشستن	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
पारम्परिक	سنتی	पारम्परिक	سنت	PROPN;NOM;MASC;SG;3	N;SG
सिक्किम	سیکیم	सिक्किम	سیکیم	PROPN;NOM;MASC;SG;3	N;SG
सैद्धांतिक	نظری	सैद्धांतिक	نظری	PROPN;NOM;SG;3	N;SG
स्पेनी	اسپانیا	स्पेनी	اسپانیا	PROPN;NOM;MASC;SG;3	N;SG
स्पेनी	اسپانیایی	स्पेनी	اسپانیایی	PROPN;NOM;MASC;SG;3	N;SG
माई	mai	माई	mai		N;SG
संलग्न	پیوست	संलग्न	پیوست		N;SG
संलग्न	پیوستن	संलग्न	پیوستن		N;SG
संलग्न	همجوار	संलग्न	همجوار		N;SG
संलग्न	پیوست	संलग्न	پیوست		N;SG
होम	خانه	होम	خانه		N;SG
होम	وطن	होम	وطن		N;SG
होम	خونه	होम	خونه		N;SG
होम	آغازه	होम	آغازه		N;SG
सिक्के	سکه	सिक्का	سکه	N;NOM;MASC;PL;3	N;SG
बन्द	خاموش	बंद	خاموش		N;SG
बन्द	بسته	बंद	بسته		ADJ;SG;3;V.PTCP
बन्द	close	बंद	close		N;SG
बन्द	بستن	बंद	بستن		N;SG
बन्द	نزدیک	बंद	نزدیک		ADP
कब	وقتی	कब	وقتی	PRO	CONJ
कब	چون	कब	چون	PRO	CONJ
भरत	بهارات	भरत	بهارت	PROPN;NOM;MASC;SG;3	N;SG
फलों	میوه	फल	میوه	N;ACC;MASC;PL;3	N;SG
हमलों	رسد	हमला	رسید#رس	N;ACC;MASC;PL;3	V;SBJV;SG;3;PRS
शिकायत	شکایات	शिकायत	None	N;NOM;FEM;SG;3	N;PL
टेलीविज़न	تلویزیونی	टेलीविज़न	تلویزیونی	N;NOM;MASC;SG;3	ADJ
अन्ना	آنا	अन्ना	آن	PROPN;NOM;MASC;SG;3	N;SG
अन्ना	انا	अन्ना	انا	PROPN;NOM;MASC;SG;3	
विन्यास	تنظیمات	विन्यास	تنظیمه	N;NOM;MASC;SG;3	N;PL
ध्रुवीय	قطبی	ध्रुवीय	قطبی	PROPN;NOM;SG;3	N;SG
पार्श्व	جناح	पार्श्व	جناح		N;SG
पार्श्व	پهلوها	पार्श्व	پهلو		N;PL
पार्श्व	کنار	पार्श्व	کنار		ADP
पार्श्व	پهلو	पार्श्व	پهلو		N;SG
पार्श्व	طرف	पार्श्व	طرف		N;SG
रोशनी	چراغها	रोशनी	چراغ	N;NOM;FEM;SG;3	N;PL
रोशनी	روشن	रोशनी	روشن	N;NOM;FEM;SG;3	ADJ
आलोचक	معترض	आलोचक	None	N;NOM;MASC;SG;3	ADJ
नाना	نانا	नाना	نانا		N;SG
महावीर	مهاویرا	महावीर	مهاویرا	PROPN;NOM;MASC;SG;3	N;SG
स्पर्श	لمس	स्पर्श	None		N;SG
स्पर्श	تاچ	स्पर्श	تاچ		N;SG
अमरेली	امرلی	अमरेली	امرلی	PROPN;NOM;MASC;SG;3	N;SG
वनों	فارست	वन	فارست	N;NOM;MASC;PL;3	N;SG
वनों	جنگل	वन	جنگل	N;NOM;MASC;PL;3	N;SG
वनों	جنگلی	वन	جنگلی	N;NOM;MASC;PL;3	N;SG
जीते	وون	जीत	وون	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
कबीर	کبیر	कबीर	کبیر	PROPN;NOM;MASC;SG;3	N;SG
हानिकारक	مضر	हानिकारक	مضر	PROPN;NOM;MASC;SG;3	N;SG
हिन्दुस्तान	هندوستان	हिन्दुस्तान	هندوستان	PROPN;NOM;MASC;SG;3	N;SG
बादल	ابری	बादल	ابری	PROPN;NOM;MASC;SG;3	N;SG
बादल	ابر	बादल	ابر	PROPN;NOM;MASC;SG;3	N;SG
बादल	ابرها	बादल	ابر	PROPN;NOM;MASC;SG;3	N;PL
बादल	ابری	बादल	ابری	PROPN;NOM;MASC;SG;3	N;SG
बादल	ابر	बादल	ابر	PROPN;NOM;MASC;SG;3	N;SG
चंद्रमा	قمر	चंद्रमा	قمر	PROPN;NOM;MASC;SG;3	N;SG
चंद्रमा	ماه	चंद्रमा	ماه	PROPN;NOM;MASC;SG;3	N;SG
चंद्रमा	moon	चंद्रमा	moon	PROPN;NOM;MASC;SG;3	N;SG
संवैधानिक	مشروطه	संवैधानिक	None	ADJ;NOM	N;SG
मान्य	معتبری	मान्य	معتبر		N;SG
मान्य	معتبر	मान्य	معتبر		ADJ
हॉलीवुड	هالیوود	हॉलीवुड	هالیوود	PROPN;NOM;MASC;SG;3	N;SG
हॉलीवुड	هالیوودی	हॉलीवुड	هالیوودی	PROPN;NOM;MASC;SG;3	N;SG
शहीद	شهید	शहीद	شهید	ADJ	N;SG
शहीद	شهید	शहीद	شهید	ADJ	N;SG
तेज़	تندتر	तेज़	تند		ADJ;CMPR
तेज़	سریع	तेज़	سریع		ADV
तेज़	روزه	तेज़	روزه		N;SG
तेज़	تند	तेज़	None		ADJ
अर्ध	semi	अर्ध	semi		N;SG
अर्ध	نیمه	अर्ध	نیمه		N;SG
अल्प	آلپ	अल्प	آلپ		N;SG
अल्प	خفیف	अल्प	خفیف		N;SG
अल्प	سخی	अल्प	سخی		N;SG
राणा	رعنا	राणा	رعنا	PROPN;NOM;MASC;SG;3	N;SG
राणा	رانا	राणा	رانا	PROPN;NOM;MASC;SG;3	N;SG
निवेदन	درخواستها	निवेदन	درخواست	N;NOM;MASC;SG;3	N;PL
इंदौर	ایندور	इंदौर	ایندور	PROPN;NOM;MASC;SG;3	N;SG
ब्रायन	براین	ब्रायन	براین	PROPN;NOM;MASC;SG;3	ADP
ब्रायन	برایان	ब्रायन	برایان	PROPN;NOM;MASC;SG;3	N;SG
ब्रायन	براین	ब्रायन	براین	PROPN;NOM;MASC;SG;3	ADP
ब्रायन	برایان	ब्रायन	برایان	PROPN;NOM;MASC;SG;3	N;SG
ब्रायन	بریان	ब्रायन	بریان	PROPN;NOM;MASC;SG;3	N;SG
अनुभाग	بخشهای	अनुभाग	بخش	N;NOM;MASC;SG;3	N;PL
अनुभाग	بخشها	अनुभाग	بخش	N;NOM;MASC;SG;3	N;PL
बीसवीं	بیستمین	बीसवां	بیستمین	PROPN;NOM;FEM;SG;3	NUM
रंगीन	رنگارنگ	रंगीन	رنگارنگ		N;SG
रंगीन	رنگی	रंगीन	رنگی		N;SG
रंगीन	رنگارنگ	रंगीन	رنگارنگ		N;SG
मूलभूत	اساسی	मूलभूत	اساسی	N;NOM;MASC;SG;3	ADJ
अदा	تاوان	अदा	تاوان	ADJ	N;SG
अदा	پرداخت	अदा	پرداخت	ADJ	N;SG
एटा	اتا	एटा	اتا	PROPN;NOM;MASC;SG;3	N;SG
अनिल	آنیل	अनिल	آنیل	PROPN;NOM;MASC;SG;3	N;SG
नरेन्द्र	نارندرا	नरेंद्र	نارندرا	PROPN;NOM;MASC;SG;3	N;SG
पूछा	پرسیدند	पूछ	پرسید#پرس	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;3;PST
कहानियां	داستان	कहानी	داستان	N;NOM;FEM;PL;3	N;SG
दोषी	مجرم	दोषी	None	ADJ	N;SG
दोषी	گناهکار	दोषी	گناهکار	ADJ	N;SG
