през	through	през	through	ADP	N
живи	vivir	жив	vivir	ADJ;INDF;PL	V;NFIN
живи	viviendo	жив	vivir	ADJ;INDF;PL	V;V.MSDR
живи	viva	жив	viva	ADJ;INDF;PL	N;FEM;SG
живи	live	жив	live	ADJ;INDF;PL	N
живи	vivir	жив	vivir	ADJ;INDF;PL	V;NFIN
живи	vive	жив	vivir	ADJ;INDF;PL	V;IND;SG;3;PRS;FIN
живи	viva	жив	viva	ADJ;INDF;PL	N;FEM;SG
живи	vivo	жив	vivo	ADJ;INDF;PL	ADJ;MASC;SG
живи	alive	жив	alive	ADJ;INDF;PL	N
кьолн	colonia	кьолн	colonia	PROPN;INDF;MASC;SG	N;FEM;SG
отделен	separados	отделен	separado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
отделен	separar	отделен	separar	ADJ;INDF;MASC;SG	V;NFIN
надежда	esperanzas	надежда	esperanza	N;INDF;FEM;SG	N;FEM;PL
ракета	misiles	ракета	misil	N;INDF;FEM;SG	N;MASC;PL
владислав	vladislav	владислав	vladislav	PROPN;INDF;MASC;SG	ADJ;SG
конфликти	conflicto	конфликт	conflicto	N;INDF;MASC;PL	N;MASC;SG
конфликти	conflicto	конфликт	conflicto	N;INDF;MASC;PL	N;MASC;SG
колонии	colonia	колония	colonia	N;INDF;FEM;PL	N;FEM;SG
пресича	travesía	пресичам-(се)	travesía	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
пресича	cruce	пресичам-(се)	cruce	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
червени	rojo	червен	rojo	ADJ;INDF;PL	N;MASC;SG
червени	roja	червен	rojo	ADJ;INDF;PL	ADJ;FEM;SG
червени	red	червен	red	ADJ;INDF;PL	N;FEM;SG
грешка	equivocado	грешка	equivocado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
грешка	equivocados	грешка	equivocado	N;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
грешка	mal	грешка	mal	N;INDF;FEM;SG	ADV
грешка	incorrecto	грешка	incorrecto	N;INDF;FEM;SG	ADJ;MASC;SG
грешка	errores	грешка	error	N;INDF;FEM;SG	N;MASC;PL
вечер	tardes	вечер	tarde	N;INDF;FEM;SG	N;FEM;PL
вечер	tarde	вечер	tarde	N;INDF;FEM;SG	ADV
вечер	nocturno	вечер	nocturno	N;INDF;FEM;SG	ADJ;MASC;SG
вечер	noches	вечер	noche	N;INDF;FEM;SG	N;FEM;PL
проучване	estudiar	проучване	estudiar	N;INDF;NEUT;SG	V;NFIN
проучване	estudia	проучване	estudiar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
проучване	investigaciones	проучване	investigación	N;INDF;NEUT;SG	N;FEM;PL
съжаление	lamentamos	съжаление	lamentar	N;INDF;NEUT;SG	V;IND;PL;1;PRS;FIN
съжаление	lamentar	съжаление	lamentar	N;INDF;NEUT;SG	V;NFIN
включена	incluidos	включа-(се)	incluido	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
включена	incluidas	включа-(се)	incluir	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
включена	incluida	включа-(се)	incluido	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
включена	incluído	включа-(се)	incluído	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
включена	incluido	включа-(се)	incluido	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
включена	habilitado	включа-(се)	habilitado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
включена	habilitada	включа-(се)	habilitado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
включена	activada	включа-(се)	activado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
включена	activado	включа-(се)	activar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
оръдие	cañones	оръдие	cañón	N;INDF;NEUT;SG	N;MASC;PL
бие	ritmos	бия-(се)	ritmo	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
бие	latidos	бия-(се)	latido	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
бие	paliza	бия-(се)	paliza	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
бие	golpiza	бия-(се)	golpizar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
обществено	público	обществен	público	ADV	N;MASC;SG
обществено	publico	обществен	publico	ADV	ADJ;MASC;SG
обществено	públicas	обществен	público	ADV	ADJ;FEM;PL
обществено	públicos	обществен	público	ADV	ADJ;MASC;PL
хотел	hoteles	хотел	hotel	N;INDF;MASC;SG	N;MASC;PL
гласуването	votando	гласуване	votar	N;DEF;NEUT;SG	V;V.MSDR
гласуването	votaciones	гласуване	votación	N;DEF;NEUT;SG	N;FEM;PL
гласуването	votar	гласуване	votar	N;DEF;NEUT;SG	V;NFIN
постижения	logro	постижение	logro	N;INDF;NEUT;PL	N;MASC;SG
лиценз	licencias	лиценз	licencia	N;INDF;MASC;SG	N;FEM;PL
частици	partícula	частица	partícula	N;INDF;FEM;PL	N;FEM;SG
произведени	producidos	произведа	producido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
произведени	producido	произведа	producido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
произведени	producida	произведа	producido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
произведени	fabricados	произведа	fabricado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
произведени	fabricado	произведа	fabricado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
произведени	fabricada	произведа	fabricado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
произведени	manufacturados	произведа	manufacturado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
женска	mujer	женски	mujer	ADJ;INDF;FEM;SG	N;FEM;SG
женска	hembra	женски	hembra	ADJ;INDF;FEM;SG	N;FEM;SG
женска	hembras	женски	hembra	ADJ;INDF;FEM;SG	N;FEM;PL
проектът	proyectar	проект	proyectar	N;DEF;MASC;SG	V;NFIN
сър	sir	сър	sir	N;INDF;MASC;SG	PROPN
сър	señor	сър	señor	N;INDF;MASC;SG	INTJ
издигнат	erigido	издигна-(се)	erigir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
албански	albanés	албански	albanés	ADJ;INDF;MASC;SG	N;MASC;SG
албански	albaneses	албански	albanés	ADJ;INDF;MASC;SG	N;MASC;PL
морска	marinos	морски	marino	ADJ;INDF;FEM;SG	N;MASC;PL
морска	marinas	морски	marina	ADJ;INDF;FEM;SG	N;FEM;PL
морска	marino	морски	marino	ADJ;INDF;FEM;SG	N;MASC;SG
морска	marina	морски	marina	ADJ;INDF;FEM;SG	N;FEM;SG
морска	marine	морски	marine	ADJ;INDF;FEM;SG	N
морска	marítimo	морски	marítimo	ADJ;INDF;FEM;SG	N;MASC;SG
морска	marítimas	морски	marítimo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
морска	marítimos	морски	marítimo	ADJ;INDF;FEM;SG	N;MASC;PL
крис	chris	крис	chris	PROPN;INDF;MASC;SG	PROPN
крис	cris	крис	cris	PROPN;INDF;MASC;SG	PROPN
крис	cris	крис	cris	PROPN;INDF;MASC;SG	PROPN
крис	kris	крис	kris	PROPN;INDF;MASC;SG	PROPN
полиция	policías	полиция	policía	N;INDF;FEM;SG	N;PL
даже	hasta	даже	hasta	PART	ADP
даже	incluso	даже	incluso	PART	ADV
даже	aun	даже	aun	PART	ADV
канадски	canadiense	канадски	canadiense	ADJ;INDF;MASC;SG	N;SG
канадски	canadienses	канадски	canadiense	ADJ;INDF;MASC;SG	N;PL
алфред	alfredo	алфред	alfredo	PROPN;INDF;MASC;SG	N;MASC;SG
алфред	alfred	алфред	alfred	PROPN;INDF;MASC;SG	PROPN
лошо	malas	лошо	malo	ADV	ADJ;FEM;PL
лошо	malos	лошо	malo	ADV	ADJ;MASC;PL
лошо	malo	лошо	malo	ADV	ADJ;MASC;SG
лошо	bad	лошо	bad	ADV	N;MASC;SG
лошо	mala	лошо	malo	ADV	ADJ;FEM;SG
женските	hembras	женски	hembra	ADJ;DEF;PL	N;FEM;PL
архив	archivar	архив	archivar	N;INDF;MASC;SG	V;NFIN
архив	archivos	архив	archivo	N;INDF;MASC;SG	N;MASC;PL
архив	archivado	архив	archivar	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
архив	archivos	архив	archivo	N;INDF;MASC;SG	N;MASC;PL
производител	productores	производител	productor	N;INDF;MASC;SG	N;MASC;PL
производител	productoras	производител	productora	N;INDF;MASC;SG	N;FEM;PL
производител	fabricantes	производител	fabricante	N;INDF;MASC;SG	N;PL
риби	pescado	риба	pescado	N;INDF;FEM;PL	N;MASC;SG
риби	pesca	риба	pesca	N;INDF;FEM;PL	N;FEM;SG
риби	pez	риба	pez	N;INDF;FEM;PL	N;MASC;SG
основаването	fundar	основаване	fundar	N;DEF;NEUT;SG	V;NFIN
основаването	fundadores	основаване	fundador	N;DEF;NEUT;SG	N;MASC;PL
хондурас	honduras	хондурас	hondura	N;INDF;MASC;SG	N;FEM;PL
продукции	produccion	продукция	produccion	N;INDF;FEM;PL	N;FEM;SG
продукции	productions	продукция	productión	N;INDF;FEM;PL	N;FEM;SG
отразява	refleje	отразявам-(се)	reflejar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;FIN
кола	coches	кола	coche	N;INDF;FEM;SG	N;MASC;PL
намерени	encontrada	намеря-(се)	encontrado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
намерени	encontradas	намеря-(се)	encontrado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
намерени	encontrados	намеря-(се)	encontrado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
намерени	hallado	намеря-(се)	hallado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
намерени	encontrado	намеря-(се)	encontrado	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
рисува	pinturas	рисувам	pintura	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
рисува	pinta	рисувам	pinta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
разпространява	propagación	разпространявам-(се)	propagación	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
лента	tira	лента	tirar	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
лента	tiras	лента	tira	N;INDF;FEM;SG	N;FEM;PL
лента	striptease	лента	striptease	N;INDF;FEM;SG	V;SBJV;SG;3;IPFV;FIN
съставена	compuesta	съставя	compuesto	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
запис	grabando	запис	grabar	N;INDF;MASC;SG	V;V.MSDR
запис	grabar	запис	grabar	N;INDF;MASC;SG	V;NFIN
запис	grabar	запис	grabar	N;INDF;MASC;SG	V;NFIN
запис	ahorrar	запис	ahorrar	N;INDF;MASC;SG	V;NFIN
запис	guardar	запис	guardar	N;INDF;MASC;SG	V;NFIN
запис	salvar	запис	salvar	N;INDF;MASC;SG	V;NFIN
запис	ahorra	запис	ahorra	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
спортен	deportes	спортен	deporte	ADJ;INDF;MASC;SG	N;MASC;PL
спортен	sport	спортен	sport	ADJ;INDF;MASC;SG	N
спортен	deporte	спортен	deporte	ADJ;INDF;MASC;SG	N;MASC;SG
спортен	deportes	спортен	deporte	ADJ;INDF;MASC;SG	N;MASC;PL
спортен	deporte	спортен	deporte	ADJ;INDF;MASC;SG	N;MASC;SG
сами	sami	сам	sami	ADJ;INDF;PL	N;MASC;SG
сами	sammy	сам	sammy	ADJ;INDF;PL	N;MASC;SG
гражданин	ciudadanas	гражданин	ciudadana	N;INDF;MASC;SG	N;FEM;PL
гражданин	ciudadanos	гражданин	ciudadano	N;INDF;MASC;SG	N;MASC;PL
доброволец	voluntario	доброволец	voluntario	N;INDF;MASC;SG	ADJ;MASC;SG
доброволец	voluntariado	доброволец	voluntariado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
доброволец	voluntaria	доброволец	voluntario	N;INDF;MASC;SG	ADJ;FEM;SG
доброволец	voluntarios	доброволец	voluntario	N;INDF;MASC;SG	N;MASC;PL
куче	perros	куче	perro	N;INDF;NEUT;SG	N;MASC;PL
земеделски	agricultura	земеделски	agricultura	ADJ;INDF;MASC;SG	N;FEM;SG
земеделски	agrícolas	земеделски	agrícola	ADJ;INDF;MASC;SG	ADJ;PL
необходими	necesaria	необходим	necesario	ADJ;INDF;PL	ADJ;FEM;SG
необходими	necesario	необходим	necesario	ADJ;INDF;PL	ADJ;MASC;SG
граждански	cívicas	граждански	cívico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
граждански	cívicos	граждански	cívico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
граждански	civic	граждански	civic	ADJ;INDF;MASC;SG	N;MASC;SG
предмет	objetar	предмет	objetar	N;INDF;MASC;SG	V;NFIN
александров	alexandrov	александров	alexandrov	PROPN;INDF;MASC;SG	
адам	adam	адам	adam	N;INDF;MASC;SG	PROPN
сомалия	somalí	сомалия	somalí	N;INDF;FEM;SG	ADJ;SG
сомалия	somalíes	сомалия	somalíe	N;INDF;FEM;SG	N;PL
отделна	separados	отделен	separado	ADJ;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
отделна	separar	отделен	separar	ADJ;INDF;FEM;SG	V;NFIN
защитени	protegida	защитя	protegido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
защитени	protegidas	защитя	protegido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
защитени	protegidos	защитя	protegido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
защитени	protegido	защитя	protegido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
автомобил	coches	автомобил	coche	N;INDF;MASC;SG	N;MASC;PL
автомобил	automóviles	автомобил	automóvil	N;INDF;MASC;SG	N;MASC;PL
партизани	guerrilla	партизанин	guerrilla	N;INDF;MASC;PL	N;FEM;SG
бек	beck	бек	beck	PROPN;INDF;MASC;SG	PROPN
бек	bec	бек	bec	PROPN;INDF;MASC;SG	N;MASC;SG
градска	urbanas	градски	urbano	ADJ;INDF;FEM;SG	ADJ;FEM;PL
градска	urban	градски	urbar	ADJ;INDF;FEM;SG	N;SG
градска	urbanos	градски	urbano	ADJ;INDF;FEM;SG	ADJ;MASC;PL
прието	aceptadas	приема	aceptado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
прието	aceptados	приема	aceptar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
прието	aceptada	приема	aceptado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
прието	aceptado	приема	aceptado	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
господар	amo	господар	amar	N;INDF;MASC;SG	V;IND;SG;1;PRS;FIN
обединени	united	обединя-(се)	united	V;PFV;INDF;PL;V.PTCP;PASS	N;SG
обединени	unidos	обединя-(се)	unido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
обединени	unido	обединя-(се)	unido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
обединени	unió	обединя-(се)	unir	V;PFV;INDF;PL;V.PTCP;PASS	V;IND;SG;3;PST;FIN
обединени	unida	обединя-(се)	unido	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
лука	luca	лук	luca	N;INDF;MASC;SG	PROPN
сребърен	plateado	сребърен	plateado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
мащаб	escalar	мащаб	escalar	N;INDF;MASC;SG	V;NFIN
борислав	borislav	борислав	borislav	PROPN;INDF;MASC;SG	PROPN
сътрудник	asociado	сътрудник	asociado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
сътрудник	asociada	сътрудник	asociado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
сътрудник	asociar	сътрудник	asociar	N;INDF;MASC;SG	V;NFIN
искър	iskar	искър	iskar	N;INDF;MASC;SG	
тел	alambres	тел	alambre	N;INDF;FEM;SG	N;MASC;PL
тел	tel	тел	tel	N;INDF;FEM;SG	
търговска	anuncio	търговски	anuncio	ADJ;INDF;FEM;SG	N;MASC;SG
търговска	comerciales	търговски	comercial	ADJ;INDF;FEM;SG	ADJ;PL
вяра	fé	вяра	fé	N;INDF;FEM;SG	
мнозинство	mayoritaria	мнозинство	mayoritario	N;INDF;NEUT;SG	ADJ;FEM;SG
мнозинство	mayorías	мнозинство	mayoría	N;INDF;NEUT;SG	N;FEM;PL
мнозинство	mayoritario	мнозинство	mayoritario	N;INDF;NEUT;SG	ADJ;MASC;SG
изложба	exponer	изложба	exponer	N;INDF;FEM;SG	V;NFIN
изложба	exposiciones	изложба	exposición	N;INDF;FEM;SG	N;FEM;PL
никарагуа	nicaragüense	никарагуа	nicaragüense	PROPN;INDF;MASC;SG	N;SG
никарагуа	nicaragua	никарагуа	nicaragua	PROPN;INDF;MASC;SG	PROPN
никарагуа	nicaragua	никарагуа	nicaragua	PROPN;INDF;MASC;SG	PROPN
стюарт	stuart	стюарт	stuar	PROPN;INDF;MASC;SG	PROPN
стюарт	stewart	стюарт	stewart	PROPN;INDF;MASC;SG	PROPN
конгреса	congresos	конгрес	congreso	N;DEF;MASC;SG	N;MASC;PL
насекоми	insecto	насекомя	insecto	N;INDF;MASC;PL	N;MASC;SG
социално	sociales	социален	social	ADV	ADJ;PL
социално	social	социален	social	ADV	ADJ;SG
салвадор	salvador	салвадор	salvador	PROPN;INDF;MASC;SG	N;MASC;SG
латвия	letonia	латвия	letoniar	PROPN;INDF;FEM;SG	N;FEM;SG
уругвай	uruguay	уругвам	uruguay	V;IPFV;IMP;SG;2;FIN	PROPN
доведе	traído	доведа	traer	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
доведе	traída	доведа	traído	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
доведе	liderado	доведа	liderado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
доведе	liderados	доведа	liderado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
доведе	led	доведа	led	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
посветена	dedicada	посветя-(се)	dedicado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
посветена	dedicados	посветя-(се)	dedicado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
посветена	dedicado	посветя-(се)	dedicado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
азербайджан	azerbaiyán	азербайджан	azerbaiyán	PROPN;INDF;MASC;SG	ADJ;FEM;SG
азербайджан	azerbaiyanos	азербайджан	azerbaiyano	PROPN;INDF;MASC;SG	N;MASC;PL
азербайджан	azerbaiyán	азербайджан	azerbaiyán	PROPN;INDF;MASC;SG	ADJ;FEM;SG
вкус	degustar	вкус	degustar	N;INDF;MASC;SG	V;NFIN
вкус	gustos	вкус	gusto	N;INDF;MASC;SG	N;MASC;PL
вкус	gustos	вкус	gusto	N;INDF;MASC;SG	N;MASC;PL
оставка	dimitir	оставка	dimitir	N;INDF;FEM;SG	V;NFIN
оставка	renunciar	оставка	renunciar	N;INDF;FEM;SG	V;NFIN
загубата	pérdidas	загуба	pérdida	N;DEF;FEM;SG	N;FEM;PL
загубата	perdida	загуба	perdido	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
богата	ricas	богат	rico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
богата	rich	богат	rich	ADJ;INDF;FEM;SG	PROPN
богата	ricos	богат	rico	ADJ;INDF;FEM;SG	N;MASC;PL
богата	ricos	богат	rico	ADJ;INDF;FEM;SG	N;MASC;PL
съветска	soviéticos	съветски	soviético	ADJ;INDF;FEM;SG	N;MASC;PL
съветска	soviéticas	съветски	soviético	ADJ;INDF;FEM;SG	ADJ;FEM;PL
поражение	derrotas	поражение	derrota	N;INDF;NEUT;SG	N;FEM;PL
надолу	down	надолу	down	ADV	N
югославски	yugoslavos	югославски	yugoslavo	ADJ;INDF;MASC;SG	N;MASC;PL
югославски	yugoslavia	югославски	yugoslavia	ADJ;INDF;MASC;SG	N;FEM;SG
богат	ricas	богат	rico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
богат	rich	богат	rich	ADJ;INDF;MASC;SG	PROPN
богат	ricos	богат	rico	ADJ;INDF;MASC;SG	N;MASC;PL
богат	ricos	богат	rico	ADJ;INDF;MASC;SG	N;MASC;PL
чикаго	chicago	чикаго	chicago	PROPN;INDF;MASC;SG	N;MASC;SG
константинов	konstantinov	константинов	konstantinov	PROPN;INDF;MASC;SG	ADJ;MASC;SG
бавно	despacito	бавно	despacito	ADV	INTJ
бавно	lentitud	бавно	lentitud	ADV	N;FEM;SG
бавно	lento	бавно	lento	ADV	ADJ;MASC;SG
бавно	lenta	бавно	lento	ADV	ADJ;FEM;SG
бавно	lentos	бавно	lento	ADV	ADJ;MASC;PL
бавно	despacito	бавно	despacito	ADV	INTJ
ген	genes	генерал	gen	N;INDF;MASC;SG	N;MASC;PL
тунис	tunecina	тунис	tunecino	N;INDF;MASC;SG	ADJ;FEM;SG
минало	pasadas	минало	pasado	N;INDF;NEUT;SG	ADJ;FEM;PL;V.PTCP
минало	pasada	минало	pasado	N;INDF;NEUT;SG	ADJ;FEM;SG;V.PTCP
минало	pasado	минало	pasado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
минало	pasados	минало	pasado	N;INDF;NEUT;SG	ADJ;MASC;PL;V.PTCP
желанието	deseo	желание	desear	N;DEF;NEUT;SG	V;IND;SG;1;PRS;FIN
турско	turcos	турски	turco	ADV	N;MASC;PL
турско	turco	турски	turco	ADV	N;MASC;SG
турско	turca	турски	turco	ADV	ADJ;FEM;SG
турско	turquía	турски	turquía	ADV	N;FEM;SG
признание	confesiones	признание	confesión	N;INDF;NEUT;SG	N;FEM;PL
признание	reconocimientos	признание	reconocimiento	N;INDF;NEUT;SG	N;MASC;PL
проверка	comprobando	проверка	comprobar	N;INDF;FEM;SG	V;V.MSDR
проверка	inspecciones	проверка	inspección	N;INDF;FEM;SG	N;FEM;PL
проверка	compruebe	проверка	compruebir	N;INDF;FEM;SG	V;IMP;SG;3;FIN
проверка	comprobar	проверка	comprobar	N;INDF;FEM;SG	V;NFIN
кан	kahn	кан	kahn	PROPN;INDF;MASC;SG	PROPN
кан	khan	кан	khan	PROPN;INDF;MASC;SG	N;MASC;SG
кан	kan	кан	kan	PROPN;INDF;MASC;SG	N;SG
кан	kan	кан	kan	PROPN;INDF;MASC;SG	N;SG
кан	cannes	кан	canne	PROPN;INDF;MASC;SG	N;MASC
вътрешна	interior	вътрешен	interior	ADJ;INDF;FEM;SG	N;MASC;SG
вътрешна	interiores	вътрешен	interior	ADJ;INDF;FEM;SG	ADJ;PL
вътрешна	interior	вътрешен	interior	ADJ;INDF;FEM;SG	N;MASC;SG
квалификациите	cualificación	квалификация	cualificación	N;DEF;FEM;PL	N;FEM;SG
липсва	desaparecido	липсвам	desaparecido	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
липсва	desaparecidos	липсвам	desaparecido	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
липсва	ausente	липсвам	ausente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;SG
липсва	falta	липсвам	falta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
липсва	desaparecida	липсвам	desaparecido	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
направена	hecha	направя-(се)	hecho	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
направена	made	направя-(се)	mader	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N
направена	hecho	направя-(се)	hecho	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
серии	serie	серия	serie	N;INDF;FEM;PL	N;FEM;SG
редактиране	edita	редактиране	editar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
редактиране	editar	редактиране	editar	N;INDF;NEUT;SG	V;NFIN
редактиране	editando	редактиране	editar	N;INDF;NEUT;SG	V;V.MSDR
редактиране	editar	редактиране	editar	N;INDF;NEUT;SG	V;NFIN
комунисти	comunista	комунист	comunista	N;INDF;MASC;PL	ADJ;SG
комунисти	comunismo	комунист	comunismo	N;INDF;MASC;PL	N;MASC;SG
ток	actual	ток	actual	N;INDF;MASC;SG	ADJ;SG
телевизията	televisiones	телевизия	televisión	N;DEF;FEM;SG	N;FEM;PL
заболяване	enfermedades	заболяване	enfermedad	N;INDF;NEUT;SG	N;FEM;PL
ценни	valiosa	ценен	valioso	ADJ;INDF;PL	ADJ;FEM;SG
ценни	valioso	ценен	valioso	ADJ;INDF;PL	ADJ;MASC;SG
стокхолм	estocolmo	стокхолм	estocolmo	PROPN;INDF;MASC;SG	N;MASC;SG
папата	pope	папа	pope	N;DEF;MASC;SG	PROPN
гней	gneo	гней	gneo	PROPN;INDF;MASC;SG	N;MASC;SG
сара	sarah	сар	sarah	PROPN;INDF;FEM;SG	N;FEM;SG
сара	sara	сар	sara	PROPN;INDF;FEM;SG	N;FEM;SG
сара	sara	сар	sara	PROPN;INDF;FEM;SG	N;FEM;SG
спътник	satelital	спътник	satelital	N;INDF;MASC;SG	ADJ;SG
спътник	satélites	спътник	satélite	N;INDF;MASC;SG	N;MASC;PL
технология	tecnológico	технология	tecnológico	N;INDF;FEM;SG	ADJ;MASC;SG
технология	tecnológica	технология	tecnológico	N;INDF;FEM;SG	ADJ;FEM;SG
поток	fluir	поток	fluir	N;INDF;MASC;SG	V;NFIN
брака	matrimonios	брак	matrimonio	N;DEF;MASC;SG	N;MASC;PL
брака	matrimonial	брак	matrimonial	N;DEF;MASC;SG	ADJ;SG
градуса	grados	градус	grado	N;DEF;MASC;SG	N;MASC;PL
градуса	títulos	градус	título	N;DEF;MASC;SG	N;MASC;PL
градуса	titulaciones	градус	titulación	N;DEF;MASC;SG	N;FEM;PL
регистър	inscribirse	регистър	inscribirse	N;INDF;MASC;SG	V;SBJV;SG;3;FIN
регистър	registrarse	регистър	registrar	N;INDF;MASC;SG	V;SBJV;SG;3;IPFV;FIN
спорове	polémica	спор	polémica	N;INDF;MASC;PL	N;FEM;SG
спорове	controversia	спор	controversia	N;INDF;MASC;PL	N;FEM;SG
спорове	argumentación	спор	argumentación	N;INDF;MASC;PL	N;FEM;SG
крака	pata	крак	pata	N;INDF;MASC;PL	N;FEM;SG
