der	the	der	the	DET;NOM;DEF;MASC;SG	
stil	style	stil	style	ADJ	
deine	của	dein	của	PRO;NOM;MASC;SG	ADP
sagen	tràng	sagen	tràng	V;NFIN	N
charles	charles	charles	charles	PROPN;NOM;MASC;SG	
wahrscheinlich	chu	wahrscheinlich	chu	ADJ	
herzog	herzog	herziehen	herzog	PROPN;NOM;MASC;SG	N
herzog	duke	herziehen	duke	PROPN;NOM;MASC;SG	N
zentrum	zentrum	zentrum	zentrum	PROPN;NOM;SG	
zentrum	tâm	zentrum	tâm	PROPN;NOM;SG	
zentrum	centre	zentrum	centre	PROPN;NOM;SG	N
jede	mỗi	jed	mỗi	PRO;NOM;INDF;FEM;SG	NUM
jede	hằng	jed	hằng	PRO;NOM;INDF;FEM;SG	
jede	any	jed	any	PRO;NOM;INDF;FEM;SG	
jede	mỗi	jed	mỗi	PRO;NOM;INDF;FEM;SG	NUM
dagegen	dũng	dagegen	dũng	ADV	N
dagegen	chống	dagegen	chống	ADV	V
liebe	hon	lieb	hon	PROPN;NOM;SG	
liebe	cưng	lieb	cưng	PROPN;NOM;SG	V
liebe	love	lieb	love	PROPN;NOM;SG	
liebe	yêu	lieb	yêu	PROPN;NOM;SG	V
rom	phòng	rom	phòng	PROPN;NOM;NEUT;SG	N
rom	rome	rom	rome	PROPN;NOM;NEUT;SG	N
rom	roma	rom	roma	PROPN;NOM;NEUT;SG	N
rom	rom	rom	rom	PROPN;NOM;NEUT;SG	N
umfasst	comprises	umfassen	comprises	V;IND;SG;3;PRS;FIN	N
umfasst	covers	umfassen	covers	V;IND;SG;3;PRS;FIN	
wenige	vài	wenig	vài	ADJ;NOM;INDF;PL	DET
grenze	hạn	grenze	hạn	ADJ	N
grenze	viền	grenze	viền	ADJ	N
grenze	biên	grenze	biên	ADJ	N
nächsten	kế	nah	kế	ADJ;PL	V
nächsten	tiếp	nah	tiếp	ADJ;PL	V
nächsten	kit	nah	kit	ADJ;PL	
mitarbeiter	associates	Mitarbeiter	associates	ADJ	N
britischen	british	britisch	british	ADJ;NOM;MASC;PL	N
werner	werner	wern	werner	PROPN;NOM;MASC;SG	N
verwendung	utilisation	verwendung	utilisation	N;SG	
verwendung	dùng	verwendung	dùng	N;SG	V
sieg	sieg	seigen	sieg	N;NOM;SG	
entwickelt	evolved	entwickeln	evolved	V;V.PTCP	
china	china	china	china	PROPN;NOM;MASC;SG	N
hohe	hohe	hoch	hohe	ADJ;NOM;FEM;PL	
falls	ngã	falls	ngã	CONJ	N
falls	falls	falls	falls	CONJ	N
falls	thác	falls	thác	CONJ	N
falls	rơi	falls	rơi	CONJ	V
falls	sút	falls	sút	CONJ	V
besitzt	hữu	besitzen	hữu	V;IND;SG;3;PRS;FIN	
leicht	châm	leicht	châm	ADJ	N
leicht	đèn	leicht	đèn	ADJ	N
leicht	nhẹ	leicht	nhẹ	ADJ	
leicht	nhẹ	leicht	nhẹ	ADJ	
leicht	hơi	leicht	hơi	ADJ	
bald	trọc	bald	trọc	ADV	V
bald	hói	bald	hói	ADV	N
bald	sớm	bald	sớm	ADV	ADJ
bald	sắp	bald	sắp	ADV	
all	hết	all	hết	ADV	V
tiefe	sâu	tief	sâu		ADJ
press	nhấn	press	nhấn	PROPN	V
press	bào	press	bào	PROPN	N
press	ấn	press	ấn	PROPN	N
press	bấm	press	bấm	PROPN	V
gattung	loài	gattung	loài	ADJ	N
allein	độc	allein	độc	ADV	ADJ
allein	solo	allein	solo	ADV	
nord	bắc	nord	bắc	ADJ	N
nord	nord	nord	nord	ADJ	N
zuletzt	cuối	zuletzt	cuối	ADV	N
verheiratet	wed	verheiraten	wed	ADJ;V.PTCP	N
entwickelte	evolved	entwickeln	evolved	V;IND;SG;3;PST;FIN	
produktion	xuất	produktion	xuất		N
produktion	productions	produktion	productions		N
herrschaft	domination	herrschaft	domination	ADJ	
herrschaft	dominion	herrschaft	dominion	ADJ	
berg	núi	berg	núi	PROPN;NOM;MASC;SG	N
berg	berg	berg	berg	PROPN;NOM;MASC;SG	N
berg	núi	berg	núi	PROPN;NOM;MASC;SG	N
berg	lắp	berg	lắp	PROPN;NOM;MASC;SG	V
berg	đồi	berg	đồi	PROPN;NOM;MASC;SG	N
berg	ngổn	berg	ngổn	PROPN;NOM;MASC;SG	V
berg	hill	berg	hill	PROPN;NOM;MASC;SG	
berg	hoan	berg	hoan	PROPN;NOM;MASC;SG	
alt	alto	alt	alto	ADJ	
alt	alt	alt	alt	ADJ	N
alt	tuổi	alt	tuổi	ADJ	N
punkt	tố	punken	tố		N
punkt	chấm	punken	chấm		V
punkt	dot	punken	dot		N
punkt	chấm	punken	chấm		V
punkt	điểm	punken	điểm		N
andreas	andreas	andreas	andreas	PROPN;NOM;MASC;SG	N
andreas	andrew	andreas	andrew	PROPN;NOM;MASC;SG	
stiftung	endowment	stiftung	endowment	N;NOM;FEM;SG	V
stiftung	stiftung	stiftung	stiftung	N;NOM;FEM;SG	
gute	hay	gut	hay	ADJ;NOM;SG	CONJ
österreichischen	österreichische	österreichisch	österreichische	ADJ;NOM;MASC;PL	
punkte	chấm	punken	chấm	N;NOM;MASC;PL	V
welcher	mà	welch	mà	PRO;NOM;MASC;SG	CONJ
gegensatz	contrasts	gegensatz	contrasts	ADJ	N
minuten	phút	minuten	phút	V;NFIN	N
minuten	phút	minuten	phút	V;NFIN	N
minuten	phút	minuten	phút	V;NFIN	N
minuten	min	minuten	min	V;NFIN	N
bleiben	stay	bleiben	stay	V;NFIN	N
rang	rang	rang	rang	N;SG	
jeden	mỗi	jed	mỗi	PRO;ACC;INDF;MASC;SG	NUM
jeden	hằng	jed	hằng	PRO;ACC;INDF;MASC;SG	
jeden	mỗi	jed	mỗi	PRO;ACC;INDF;MASC;SG	NUM
jeden	any	jed	any	PRO;ACC;INDF;MASC;SG	
verfahren	proceedings	verfahren	proceedings	V;NFIN	N
tour	tour	tour	tour		N
wollen	muốn	wollen	muốn	V;IND;PL;3;PRS;FIN	V
wollen	muon	wollen	muon	V;IND;PL;3;PRS;FIN	
wollen	muốn	wollen	muốn	V;IND;PL;3;PRS;FIN	V
ergebnis	quả	ergebnis	quả	ADJ	N
mark	mác	mark	mác	PROPN	N
mark	mark	mark	mark	PROPN	
leitung	trương	leitung	trương	ADJ	N
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;NEUT;SG	N
falsch	lỗi	falsch	lỗi	ADJ	N
falsch	nhầm	falsch	nhầm	ADJ	V
falsch	giả	falsch	giả	ADJ	
gold	vàng	gold	vàng		N
weise	wise	weis	wise	ADJ	
weise	đường	weis	đường	ADJ	N
außer	trừ	außer	trừ	ADP	V
heiligen	saints	heilig	saints	ADJ	N
heiligen	saint	heilig	saint	ADJ	
heiligen	thánh	heilig	thánh	ADJ	N
heiligen	thánh	heilig	thánh	ADJ	N
leiter	thang	leiter	thang	ADJ	N
leiter	ladder	leiter	ladder	ADJ	N
leiter	đầu	leiter	đầu	ADJ	N
leiter	đàu	leiter	đàu	ADJ	
leiter	head	leiter	head	ADJ	
leiter	leader	leiter	leader	ADJ	
ausgabe	edition	ausgeben	edition	N;NOM;FEM;SG	
los	los	los	los	ADV	N
river	sông	river	sông	PROPN;NOM;SG	N
rennen	nhung	rennen	nhung	V;NFIN	
del	del	del	del	PROPN;SG	
union	union	union	union	PROPN;NOM;SG	N
union	hợp	union	hợp	PROPN;NOM;SG	ADJ
japan	japan	japan	japan	PROPN;NOM;NEUT;SG	N
belegt	bận	belegen	bận	ADJ;V.PTCP	V
knapp	knapp	knapp	knapp	ADJ	V
fläche	loạt	fläche	loạt	N;NOM;FEM;SG	
webseite	website	webseite	website		N
webseite	website	webseite	website		N
webseite	web	webseite	web		N
großer	großer	groß	großer	ADJ	
müller	müller	müll	müller	PROPN;NOM;MASC;SG	N
müller	muller	müll	muller	PROPN;NOM;MASC;SG	N
müller	miller	müll	miller	PROPN;NOM;MASC;SG	
müller	muller	müll	muller	PROPN;NOM;MASC;SG	N
müller	mueller	müll	mueller	PROPN;NOM;MASC;SG	N
vorsitzender	ghế	vorsitzend	ghế	ADJ	N
vorsitzender	lí	vorsitzend	lí	ADJ	N
vorsitzender	cậy	vorsitzend	cậy	ADJ	
vorsitzender	chairperson	vorsitzend	chairperson	ADJ	V
albert	albert	albern	albert	PROPN;SG	
fest	đặc	fest	đặc	ADV	N
fest	feast	fest	feast	ADV	N
fest	tiệc	fest	tiệc	ADV	N
fest	chật	fest	chật	ADV	ADJ
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;NEUT;SG	NUM
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;NEUT;SG	NUM
düsseldorf	dusseldorf	düsseldorf	dusseldorf	PROPN;NOM;NEUT;SG	
anna	anne	anna	anne	PROPN;NOM;FEM;SG	
anna	anna	anna	anna	PROPN;NOM;FEM;SG	
zeitpunkt	ngày	zeitpunkt	ngày	ADJ	N
zeitpunkt	gian	zeitpunkt	gian	ADJ	N
zeitpunkt	thời	zeitpunkt	thời	ADJ	N
dennoch	chưa	dennoch	chưa	ADV	
dennoch	vân	dennoch	vân	ADV	N
dennoch	thinh	dennoch	thinh	ADV	
schwer	mẫn	schwer	mẫn	ADJ	
hinweis	note	hinweis	note	ADV	
hinweis	chuông	hinweis	chuông	ADV	N
hinweis	quận	hinweis	quận	ADV	N
hinweis	clue	hinweis	clue	ADV	
hinweis	hint	hinweis	hint	ADV	N
gruppen	group	grappen	group	N;NOM;FEM;PL	
neues	new	neu	new	ADJ;NOM;NEUT;SG	
neues	mới	neu	mới	ADJ;NOM;NEUT;SG	
neues	sâm	neu	sâm	ADJ;NOM;NEUT;SG	N
neues	neues	neu	neues	ADJ;NOM;NEUT;SG	
verfügung	disposition	verfügung	disposition	V;V.PTCP	
cup	cup	cup	cup	PROPN;NOM;MASC;SG	N
cup	cốc	cup	cốc	PROPN;NOM;MASC;SG	N
cup	tách	cup	tách	PROPN;NOM;MASC;SG	V
weder	củ	weder	củ	CONJ	N
satz	đặt	satz	đặt		V
satz	set	satz	set		
satz	câu	satz	câu		N
öffentlichen	công	öffentlich	công	ADJ;NOM;PL	N
ersetzt	superseded	ersetzen	superseded	V;V.PTCP	
hauptsächlich	predominantly	hauptsächlich	predominantly	ADJ	
hauptsächlich	principally	hauptsächlich	principally	ADJ	
reicht	đủ	reichen	đủ	V;IND;SG;3;PRS;FIN	ADJ
geführt	led	führen	led	V;V.PTCP	N
engl	engl	engl	engl		
stadtteil	suburb	stadtteil	suburb	ADJ	
stadtteil	huyện	stadtteil	huyện	ADJ	N
wert	giá	wert	giá	ADJ	N
wert	giá	wert	giá	ADJ	N
späteren	sau	spät	sau	ADJ	N
frei	frei	frei	frei	ADJ	
frei	free	frei	free	ADJ	
frei	rảnh	frei	rảnh	ADJ	V
frank	frank	frank	frank	PROPN;NOM;MASC;SG	
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	N
kritik	critique	kritik	critique	N	
ehemaliger	hưu	ehemalig	hưu	ADJ	N
ehemaliger	cựu	ehemalig	cựu	ADJ	N
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	
bekannte	quen	bekannt	quen	ADJ;NOM;PL	V
bekannte	quen	bekannt	quen	ADJ;NOM;PL	V
wochen	tuần	wech	tuần	ADV	N
wochen	tuần	wech	tuần	ADV	N
fritz	fritz	fritz	fritz	PROPN;NOM;MASC;SG	N
louis	louis	louis	louis	PROPN;NOM;MASC;SG	
records	records	records	records	PROPN;NOM;SG	N
selten	uncommon	selten	uncommon	ADJ	N
schüler	bmi	schüler	bmi	ADJ	NUM
fluss	luồng	flassen	luồng	N;NOM;MASC;SG	
westlich	tây	westlich	tây	ADJ	N
westlich	westerly	westlich	westerly	ADJ	
vollständig	say	vollständig	say	ADJ	V
vollständig	full	vollständig	full	ADJ	
club	club	club	club	N;NOM	
staffel	mùa	staffel	mùa		N
staffel	relay	staffel	relay		N
bremen	bremen	bremen	bremen	PROPN;NOM;NEUT;SG	N
jungen	boys	jung	boys	ADJ	
jungen	trẻ	jung	trẻ	ADJ	N
jungen	young	jung	young	ADJ	
jungen	boy	jung	boy	ADJ	
jungen	trai	jung	trai	ADJ	N
jungen	bé	jung	bé	ADJ	N
fort	fort	fort	fort	ADV	
gesehen	đốm	sehen	đốm	V;V.PTCP	N
gesehen	spotted	sehen	spotted	V;V.PTCP	
adolf	adolph	adolf	adolph	PROPN;NOM;MASC;SG	
adolf	adolf	adolf	adolf	PROPN;NOM;MASC;SG	N
schiff	tàu	schiff	tàu	ADJ	N
schiff	ship	schiff	ship	ADJ	V
schiff	schiff	schiff	schiff	ADJ	N
schiff	tàu	schiff	tàu	ADJ	N
schiff	thuyền	schiff	thuyền	ADJ	N
schiff	boat	schiff	boat	ADJ	N
bedeutet	signifies	bedeuten	signifies	V;IND;SG;3;PRS;FIN	
vertreter	rep	vertreter	rep	ADJ	
hessen	hessen	hessen	hessen	PROPN;NOM;NEUT;SG	N
hessen	hesse	hessen	hesse	PROPN;NOM;NEUT;SG	N
hessen	hessian	hessen	hessian	PROPN;NOM;NEUT;SG	N
les	đọc	les	đọc		V
leute	folks	leute	folks	N;NOM;PL	
leute	guys	leute	guys	N;NOM;PL	
halten	lay	halten	lay	V;NFIN	N
lexikon	lexicon	lexikon	lexicon		N
www	www	www	www		N
meisterschaft	championships	meisterschaft	championships	N;NOM;FEM;SG	V
wichtige	trọng	wichtig	trọng	ADJ;NOM;FEM;PL	
vorlage	templates	vorlagen	templates		V
vorlage	mẫu	vorlagen	mẫu		N
vorlage	gửi	vorlagen	gửi		V
vorlage	mẫu	vorlagen	mẫu		N
westfalen	westphalia	westfalen	westphalia	ADJ	
bezirk	quận	bezirk	quận	PROPN	N
bezirk	hạt	bezirk	hạt	PROPN	N
bezirk	huyện	bezirk	huyện	PROPN	N
außerhalb	ngoài	außerhalb	ngoài	ADP	N
herren	hãm	herr	hãm	N;NOM;PL	V
karte	bài	kart	bài		N
karte	thẻ	kart	thẻ		N
karte	card	kart	card		N
probleme	rối	probleme	rối	ADJ;PL	V
alfred	alfred	alfreden	alfred	PROPN;NOM;MASC;SG	N
hallo	alo	hallo	alo		V
trotzdem	côn	trotzdem	côn	ADV	N
trotzdem	vẫn	trotzdem	vẫn	ADV	
trotzdem	chưa	trotzdem	chưa	ADV	
trotzdem	vân	trotzdem	vân	ADV	N
trotzdem	thinh	trotzdem	thinh	ADV	
php	php	php	php	PROPN;NOM;MASC;SG	N
nummer	số	nummer	số	ADV	N
hof	hof	hof	hof		N
hof	farm	hof	farm		N
hof	triều	hof	triều		N
hof	sân	hof	sân		N
halle	halle	hallen	halle		N
halle	vắng	hallen	vắng		ADJ
halle	lang	hallen	lang		N
halle	sảnh	hallen	sảnh		N
basis	base	basis	base	ADJ	
staat	bang	staaen	bang	N	
langen	langen	lang	langen	ADJ	
langen	long	lang	long	ADJ	N
anton	anton	anton	anton	PROPN;NOM;MASC;SG	
neun	neun	neun	neun	NUM	
neun	chín	neun	chín	NUM	ADJ
genommen	taken	nehmen	taken	V;V.PTCP	
wirtschaft	ngành	wirtschaft	ngành		N
markt	markt	marken	markt	ADV	N
markt	chợ	marken	chợ	ADV	N
jedem	mỗi	jed	mỗi	PRO;DAT;INDF;MASC;SG	NUM
neuer	neuer	neu	neuer	ADJ	N
neuer	new	neu	new	ADJ	
neuer	mới	neu	mới	ADJ	
neuer	sâm	neu	sâm	ADJ	N
neuer	mơi	neu	mơi	ADJ	PART
ausgezeichnet	đan	auszeichnen	đan	V;V.PTCP	
übrigens	btw	übrigens	btw	ADV	
russland	moscow	rußland	moscow	PROPN;NOM;NEUT;SG	N
russland	moskva	rußland	moskva	PROPN;NOM;NEUT;SG	N
russland	nga	rußland	nga	PROPN;NOM;NEUT;SG	N
trägt	gấu	tragen	gấu	V;IND;SG;3;PRS;FIN	N
bonn	bón	bonn	bón	PROPN;NOM;NEUT;SG	V
jugend	teens	jugend	teens	ADJ	
jugend	trẻ	jugend	trẻ	ADJ	N
jugend	young	jugend	young	ADJ	
allgemeinen	tướng	allgemein	tướng	ADJ	N
spanien	sevilla	spanien	sevilla	PROPN;NOM;NEUT;SG	N
spanien	seville	spanien	seville	PROPN;NOM;NEUT;SG	N
post	mail	post	mail	PROPN;NOM;SG	V
post	evolution	post	evolution	PROPN;NOM;SG	
post	thư	post	thư	PROPN;NOM;SG	N
post	đăng	post	đăng	PROPN;NOM;SG	V
entweder	thà	entweder	thà	CONJ	PART
entweder	chùm	entweder	chùm	CONJ	N
lebt	lives	leben	lives	V;IND;SG;3;PRS;FIN	
zeigen	hiện	zeigen	hiện	V;NFIN	N
zeigen	show	zeigen	show	V;NFIN	
heutige	nay	heutig	nay	ADJ;NOM;FEM;PL	PROPN
umgebung	quây	Umgebung	quây	N;NOM;FEM;SG	V
medien	media	medeinen	media	N;NOM;NEUT;PL	
jedes	mỗi	jed	mỗi	PRO;NOM;INDF;NEUT;SG	NUM
jedes	hằng	jed	hằng	PRO;NOM;INDF;NEUT;SG	
jedes	any	jed	any	PRO;NOM;INDF;NEUT;SG	
jedes	mỗi	jed	mỗi	PRO;NOM;INDF;NEUT;SG	NUM
monate	tháng	monat	tháng	ADV	N
monate	tháng	monat	tháng	ADV	N
schutz	shelter	schutz	shelter	N	
christoph	christopher	christoph	christopher	PROPN;NOM;MASC;SG	V
christoph	christoph	christoph	christoph	PROPN;NOM;MASC;SG	
lied	song	lied	song	N;NOM;NEUT;SG	CONJ
ansonsten	kẻo	ansonsten	kẻo	ADV	V
cdu	cdu	cdu	cdu	PROPN;NOM;SG	N
rechte	phải	recht	phải	ADJ;NOM;FEM;PL	V
rechte	quyền	recht	quyền	ADJ;NOM;FEM;PL	N
russischen	nga	russisch	nga	ADJ;NOM;MASC;PL	N
erkennbar	bien	erkennbar	bien	ADJ	N
tagen	ngày	tagen	ngày	ADJ	N
stück	play	stück	play	ADJ	V
stück	chơi	stück	chơi	ADJ	V
stück	at	stück	at	ADJ	
stück	mảnh	stück	mảnh	ADJ	N
stück	miếng	stück	miếng	ADJ	N
stück	piece	stück	piece	ADJ	
stück	vở	stück	vở	ADJ	N
stück	lát	stück	lát	ADJ	
stück	véc	stück	véc	ADJ	N
stück	slice	stück	slice	ADJ	
stück	rách	stück	rách	ADJ	V
programm	trắc	programm	trắc	ADJ	N
programm	chương	programm	chương	ADJ	N
live	sống	live	sống	ADJ	V
live	live	live	live	ADJ	
entspricht	bằng	entsprechen	bằng	V;IND;SG;3;PRS;FIN	ADP
jazz	jazz	jazz	jazz		N
unten	down	unten	down	ADV	N
unten	xuống	unten	xuống	ADV	V
unten	dưới	unten	dưới	ADV	N
unten	dưới	unten	dưới	ADV	N
unten	bậc	unten	bậc	ADV	N
unten	đáy	unten	đáy	ADV	N
unten	bottom	unten	bottom	ADV	
themen	thái	them	thái	V;FIN	N
themen	threads	them	threads	V;FIN	
sache	điều	sachen	điều	ADV	N
sache	thứ	sachen	thứ	ADV	N
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;MASC;SG	
regelmäßig	thường	regelmäßig	thường	ADJ	
junge	boy	jung	boy	ADJ;NOM;FEM;PL	
junge	trai	jung	trai	ADJ;NOM;FEM;PL	N
junge	bé	jung	bé	ADJ;NOM;FEM;PL	N
junge	trẻ	jung	trẻ	ADJ;NOM;FEM;PL	N
junge	young	jung	young	ADJ;NOM;FEM;PL	
junge	junge	jung	junge	ADJ;NOM;FEM;PL	
junge	nhóc	jung	nhóc	ADJ;NOM;FEM;PL	
junge	bé	jung	bé	ADJ;NOM;FEM;PL	N
junge	kid	jung	kid	ADJ;NOM;FEM;PL	
eltern	song	eltern	song		CONJ
eltern	parental	eltern	parental		V
sprachen	ngữ	sprechen	ngữ	V;FIN	N
ländern	länder	ländern	länder	N;PL	
start	khởi	Start	khởi	PROPN	V
start	startup	Start	startup	PROPN	
start	launch	Start	launch	PROPN	
start	phóng	Start	phóng	PROPN	V
weltweit	giới	weltweit	giới	ADJ	N
weltweit	globe	weltweit	globe	ADJ	
hauptstadt	capitol	hauptstadt	capitol	ADJ	
hauptstadt	vốn	hauptstadt	vốn	ADJ	N
hielt	chức	halten	chức	V;IND;SG;3;PST;FIN	N
vorher	trước	vorher	trước	ADV	
philipp	phillip	philipp	phillip	PROPN;NOM;MASC;SG	
philipp	philip	philipp	philip	PROPN;NOM;MASC;SG	
philipp	filip	philipp	filip	PROPN;NOM;MASC;SG	N
philipp	philipp	philipp	philipp	PROPN;NOM;MASC;SG	
philipp	philippe	philipp	philippe	PROPN;NOM;MASC;SG	
metern	mét	metern	mét	ADJ	N
metern	mét	metern	mét	ADJ	N
lehrer	latin	lehr	latin	ADJ	
lehrer	thầy	lehr	thầy	ADJ	N
würden	tòng	werden	tòng	V;SBJV;PL;3;PST;FIN	N
würden	cốt	werden	cốt	V;SBJV;PL;3;PST;FIN	N
kopf	đầu	kopfen	đầu		N
kopf	đàu	kopfen	đàu		
kopf	head	kopfen	head		
kopf	đầu	kopfen	đầu		N
kopf	vát	kopfen	vát		V
kopf	capita	kopfen	capita		
zusammenarbeit	collaborations	zusammenarbeit	collaborations	ADJ	N
nein	không	nein	không		;NEG
nein	chưa	nein	chưa		
denke	nghĩ	denken	nghĩ		V
denke	nghĩ	denken	nghĩ		V
überwiegend	predominantly	überwiegend	predominantly	ADJ	
usw	etc	usw	etc		
usw	vv	usw	vv		
zerstört	hư	zerstören	hư	V;V.PTCP	ADJ
zerstört	xì	zerstören	xì	V;V.PTCP	
bundesliga	bundesliga	bundesliga	bundesliga	ADJ	N
lesen	truyện	lesen	truyện	V;NFIN	N
daniel	daniel	daniel	daniel	PROPN;NOM;MASC;SG	
rot	rữa	rot	rữa	ADJ	V
rot	đỏ	rot	đỏ	ADJ	N
eindeutig	dâm	eindeutig	dâm	ADJ	N
bestimmt	quyết	bestimmen	quyết	V;V.PTCP	N
turm	tower	turm	tower	ADJ	
turm	tháp	turm	tháp	ADJ	N
turm	rook	turm	rook	ADJ	
zweiter	giây	zweit	giây	ADJ	
klein	tiểu	klein	tiểu	ADJ	
klein	xíu	klein	xíu	ADJ	
klein	tiny	klein	tiny	ADJ	
klein	klein	klein	klein	ADJ	
interesse	vốn	interesse	vốn		N
interesse	lãi	interesse	lãi		N
einführung	launch	einführung	launch	N;SG	
einführung	phóng	einführung	phóng	N;SG	V
freien	free	frei	free	ADJ;NOM;PL	
freien	rảnh	frei	rảnh	ADJ;NOM;PL	V
genug	đủ	genug	đủ	ADV	ADJ
zuerst	trước	zuerst	trước	ADV	
zuerst	đầu	zuerst	đầu	ADV	N
kind	nhóc	kind	nhóc	N;NOM;NEUT;SG	
kind	kid	kind	kid	N;NOM;NEUT;SG	
kleiner	kleiner	klein	kleiner	ADJ	V
kleiner	tiểu	klein	tiểu	ADJ	
kleiner	lesser	klein	lesser	ADJ	
münster	münster	münster	münster	PROPN;NOM;SG	NUM
münster	munster	münster	munster	PROPN;NOM;SG	N
svg	svg	svg	svg		N
ganzen	toàn	ganz	toàn	ADJ;NOM;MASC;PL	N
ganzen	hẹt	ganz	hẹt	ADJ;NOM;MASC;PL	
ganzen	whole	ganz	whole	ADJ;NOM;MASC;PL	
direktor	trương	direktor	trương	ADJ	N
römischen	roman	römisch	roman	ADJ;NOM;PL	N
römischen	đế	römisch	đế	ADJ;NOM;PL	N
ost	đông	ost	đông	N;NOM;NEUT	ADJ
ost	ost	ost	ost	N;NOM;NEUT	
marie	marie	marie	marie	PROPN;NOM;FEM;SG	
gustav	gustav	gustav	gustav	PROPN;NOM;MASC;SG	N
gustav	gustaf	gustav	gustaf	PROPN;NOM;MASC;SG	
freiburg	freiburg	freiburg	freiburg	PROPN;NOM;NEUT;SG	N
freiburg	broye	freiburg	broye	PROPN;NOM;NEUT;SG	
freiburg	fribourg	freiburg	fribourg	PROPN;NOM;NEUT;SG	N
modell	model	modell	model	ADJ	N
setzt	dong	setzen	dong	V;IND;SG;3;PRS;FIN	
washington	washington	washington	washington	PROPN;NOM;NEUT;SG	
kurze	bài	kurz	bài	ADJ;NOM;FEM;PL	N
kurze	short	kurz	short	ADJ;NOM;FEM;PL	
kurze	lá	kurz	lá	ADJ;NOM;FEM;PL	N
island	iceland	island	iceland	PROPN;NOM;NEUT;SG	N
island	đảo	island	đảo	PROPN;NOM;NEUT;SG	N
gesagt	said	sagen	said	V;V.PTCP	
kampf	battle	kampfen	battle	N;SG	
abteilung	sở	abteilingen	sở	ADJ	N
abteilung	khu	abteilingen	khu	ADJ	N
abteilung	division	abteilingen	division	ADJ	N
abteilung	dept	abteilingen	dept	ADJ	
schwarz	schwarz	schwarz	schwarz	ADJ	
ulrich	ulrich	ulrich	ulrich	PROPN;NOM;MASC;SG	
kurt	kurt	kuren	kurt	PROPN;NOM;MASC;SG	
verband	federation	verbinden	federation		N
single	đơn	single	đơn		N
regeln	luật	regeln	luật	V;NFIN	N
österreichische	österreichische	österreichisch	österreichische	ADJ;NOM;FEM;PL	
fiel	ngã	fallen	ngã	V;IND;SG;3;PST;FIN	N
fiel	ngã	fallen	ngã	V;IND;SG;3;PST;FIN	N
sieger	thang	sieger	thang		N
sieger	thắng	sieger	thắng		N
sieger	cọc	sieger	cọc		N
sieger	champion	sieger	champion		V
ferdinand	ferdinand	ferdinand	ferdinand	PROPN;NOM;MASC;SG	
joachim	joaquim	joachim	joaquim	PROPN;NOM;MASC;SG	
joachim	joachim	joachim	joachim	PROPN;NOM;MASC;SG	N
löschung	hủy	löschung	hủy	N;NOM;FEM;SG	V
löschung	xóa	löschung	xóa	N;NOM;FEM;SG	V
löschung	xoá	löschung	xoá	N;NOM;FEM;SG	
song	song	singen	song	PROPN;NOM;MASC;SG	CONJ
dollar	đôla	dollar	đôla	PROPN	
besondere	cống	besonder	cống	ADJ;NOM;FEM;PL	N
bekannten	quen	bekannt	quen	ADJ;PL	V
jürgen	jürgen	jürgen	jürgen		N
jürgen	jurgen	jürgen	jurgen		N
sänger	vocalist	sang	vocalist	ADJ	
département	département	département	département	ADJ	
heidelberg	heidelberg	heidelberg	heidelberg	PROPN;NOM;MASC;SG	N
fischer	fisher	fischer	fisher	ADJ	N
fischer	fischer	fischer	fischer	ADJ	N
schweden	stockholm	schweden	stockholm	PROPN	N
schweden	göteborg	schweden	göteborg	PROPN	
schweden	gothenburg	schweden	gothenburg	PROPN	
britische	british	britisch	british	ADJ;NOM;FEM;PL	N
zwölf	twelve	zwölf	twelve	NUM	
border	viền	border	viền		N
border	biên	border	biên		N
henry	henry	henry	henry	PROPN;NOM;MASC;SG	
elisabeth	elizabeth	elisabeth	elizabeth	PROPN;NOM;SG	
elisabeth	elisabeth	elisabeth	elisabeth	PROPN;NOM;SG	
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;NEUT;SG	N
stieg	rose	steigen	rose	V;IND;SG;3;PST;FIN	
verliehen	điệm	verleihen	điệm	V;V.PTCP	
guten	hay	gut	hay	ADJ;SG	CONJ
anschluss	hã	anschließen	hã	ADV	
suche	tìm	suchen	tìm	N;NOM;FEM;SG	V
suche	ve	suchen	ve	N;NOM;FEM;SG	
einzelne	single	einzeln	single	ADJ;NOM;FEM;PL	
einzelne	đơn	einzeln	đơn	ADJ;NOM;FEM;PL	N
breite	widths	breit	widths	ADJ;NOM;FEM;SG	
breite	vid	breit	vid	ADJ;NOM;FEM;SG	
royal	royal	royal	royal	PROPN;NOM;MASC;SG	N
festival	festival	festival	festival	PROPN;NOM;NEUT;SG	
übersetzung	dịch	übersetzung	dịch	ADJ	
übersetzung	dịch	übersetzung	dịch	ADJ	
übersetzung	dịch	übersetzung	dịch	ADJ	
pfalz	pfalz	pfalz	pfalz	PROPN;NOM;NEUT;SG	N
rhein	rhine	rhein	rhine	PROPN;NOM;SG	N
