til	untuk	til	untuk	ADV	ADP
norden	nordik	norden	nordik		PROPN
norden	nordic	norden	nordic		PROPN
jyske	jutlandia	jysk	jutlandia	ADJ;DEF;SG	PROPN
johnny	johnny	johnny	johnny		PROPN
opdagede	ditemukan	opdage	ditemukan	V;IND;PST;FIN;ACT	V;SG;PASS
opdagede	ketahuan	opdage	ketahuan	V;IND;PST;FIN;ACT	
hjemsted	kursi	hjemsted	kursi	ADJ	N;SG
hjemsted	seat	hjemsted	seat	ADJ	PROPN
sand	sands	sand	sands	N;INDF;MASC+FEM;SG	PROPN
sand	sand	sand	sand	N;INDF;MASC+FEM;SG	PROPN
sand	pasir	sand	pasir	N;INDF;MASC+FEM;SG	PROPN;SG
sand	benar	sand	benar	N;INDF;MASC+FEM;SG	ADJ;SG
sand	true	sand	true	N;INDF;MASC+FEM;SG	PROPN
brown	brown	brown	brown		PROPN
brown	coklat	brown	coklat		N;SG
stykker	bongkahan	stykke	bongkahan	N;INDF;NEUT;PL	N;SG
stykker	potongan	stykke	potongan	N;INDF;NEUT;PL	N;SG
stykker	kepingan	stykke	kepingan	N;INDF;NEUT;PL	N;SG
stykker	keping	stykke	keping	N;INDF;NEUT;PL	N;SG
stykker	potong	stykke	potong	N;INDF;NEUT;PL	N;SG;ACT
naturen	nature	natur	nature	N;DEF;MASC+FEM;SG	PROPN
nordøstlige	northeastern	nordøstlig	northeastern	ADJ;PL	PROPN
nordøstlige	northeast	nordøstlig	northeast	ADJ;PL	PROPN
friis	friis	friis	friis		PROPN
prøver	nyoba	prøve	nyoba	V;IND;PRS;FIN;ACT	N
prøver	sampel	prøve	sampel	V;IND;PRS;FIN;ACT	N;SG
forskere	peneliti	forsker	penteliti	N;INDF;MASC+FEM;PL	N;SG
forskere	ilmuwan	forsker	ilmuwan	N;INDF;MASC+FEM;PL	N;MASC;SG
mølle	mill	mølle	mill	N;INDF;MASC+FEM;SG	PROPN
johnson	johnson	johnson	johnson	N;INDF;MASC+FEM;SG	PROPN
nikolaj	nikolaj	nikolaj	nikolaj		PROPN
nikolaj	nikolai	nikolaj	nikolai		PROPN
dårligt	parah	dårligt	parah	ADV	ADJ;SG
dårligt	buruk	dårligt	buruk	ADV	ADJ;SG
dårligt	jahat	dårligt	jahat	ADV	ADJ;SG
dårligt	bad	dårligt	bad	ADV	PROPN
mennesket	man	menneske	man	N;DEF;NEUT;SG	PROPN
litterære	sastra	litterære	sastra	ADJ;PL	N
victoria	victoria	victoria	victoria		PROPN
forskellig	berbeda	forskellig	berbeda	ADJ;INDF;MASC+FEM;SG	V;SG;ACT
format	format	format	format	N;INDF;NEUT;SG	PROPN;SG
ledere	konduktor	leder	konduktor	N;INDF;MASC+FEM;PL	N;SG
ledere	manajer	leder	manajer	N;INDF;MASC+FEM;PL	N;SG
ledere	pengelola	leder	penkelola	N;INDF;MASC+FEM;PL	N;SG
ledere	pemimpin	leder	penpimpin	N;INDF;MASC+FEM;PL	N;SG
radikale	radikal	radikal	radikal	ADJ;PL	N;SG
fysiske	jasmani	fysisk	jasmani	ADJ;PL	N
fysiske	fisik	fysisk	fisik	ADJ;PL	N;SG
rumænien	rumania	rumænie	rumania	PROPN	PROPN;SG
rumænien	romania	rumænie	romania	PROPN	PROPN
ishockey	hockey	ishockey	hockey	N;INDF;MASC+FEM;SG	PROPN
modsatte	kebalikan	modsat	kebalikan	ADJ;PL	N;SG
modsatte	berlawanan	modsat	berlawanan	ADJ;PL	V;SG;ACT
naturligt	alamiah	naturlig	alamiah	ADJ;INDF;NEUT;SG	N
naturligt	natural	naturlig	natural	ADJ;INDF;NEUT;SG	N
carolina	carolina	carolina	carolina	N;INDF;MASC+FEM;SG	PROPN
gennemførte	dilaksanakan	gennemføre	dilaksanakan	V;IND;PST;FIN;ACT	V;SG;PASS
gennemførte	diimplementasikan	gennemføre	diimplementasikan	V;IND;PST;FIN;ACT	V;SG;PASS
interesser	minat	interesse	minat	N;INDF;MASC+FEM;PL	N;SG
interesser	minat	interesse	minat	N;INDF;MASC+FEM;PL	N;SG
systemer	sistem	system	sistem	N;INDF;NEUT;PL	N;SG
systemer	systems	system	systems	N;INDF;NEUT;PL	PROPN
herre	lord	herre	lord	N;INDF;MASC+FEM;SG	PROPN
herre	master	herre	master	N;INDF;MASC+FEM;SG	PROPN
herre	sire	herre	sire	N;INDF;MASC+FEM;SG	PROPN
rødder	akar	rod	akar	N;INDF;MASC+FEM;PL	N;SG
sydøstlige	tenggara	sydøstlig	tenggara	ADJ;PL	ADJ;SG
stoppede	dihentikan	stoppe	dihentikan	V;IND;PST;FIN;ACT	V;SG;PASS
stoppede	terhenti	stoppe	terhenti	V;IND;PST;FIN;ACT	V;SG;PASS
phil	phil	phil	phil		PROPN
kirsten	kirsten	kirsten	kirsten	N;DEF;MASC+FEM;SG	PROPN
ændring	berubah	ændring	berrubah	N;INDF;MASC+FEM;SG	V;SG;ACT
ændring	ganti	ændring	ganti	N;INDF;MASC+FEM;SG	V;SG;ACT
ændring	mengubah	ændring	menubah	N;INDF;MASC+FEM;SG	V;SG;ACT
ændring	ubah	ændring	ubah	N;INDF;MASC+FEM;SG	V;SG;ACT
undtagelse	terkecuali	undtagelse	terkecuali	N;INDF;MASC+FEM;SG	V;SG;PASS
francisco	francisco	francisco	francisco		PROPN
medarbejdere	karyawan	medarbejder	karyawan	N;INDF;MASC+FEM;PL	N;MASC;SG
medarbejdere	staf	medarbejder	staf	N;INDF;MASC+FEM;PL	N;SG
bay	bay	bay	bay	N;INDF;MASC+FEM;SG	PROPN
sur	angry	sur	angry	ADJ;INDF;MASC+FEM;SG	PROPN
sur	sour	sur	sour	ADJ;INDF;MASC+FEM;SG	PROPN
sur	mad	sur	mad	ADJ;INDF;MASC+FEM;SG	PROPN
sur	sur	sur	sur	ADJ;INDF;MASC+FEM;SG	PROPN
eng	eng	eng	eng	N;INDF;MASC+FEM;SG	PROPN
kampvogne	tanks	kampvogne	tanks	N;INDF;MASC+FEM;PL	PROPN
hastighed	speed	hastighed	speed	N;INDF;MASC+FEM;SG	PROPN
udpeget	nominasi	udpege	nominasi	V;INDF;SG;PST;V.PTCP	N;SG
port	gate	port	gate		PROPN
port	gerbang	port	gerbang		N;SG
port	pelabuhan	port	penlabuhan		N;SG
port	dermaga	port	dermaga		N;SG
port	port	port	port		PROPN
kommandoen	komando	kommando	komando	N;DEF;MASC+FEM;SG	PROPN;SG
hoved	head	hoved	head	N;INDF;NEUT;SG	PROPN
piger	cewek	pige	cewek	N;INDF;MASC+FEM;PL	PROPN
piger	girls	pige	girls	N;INDF;MASC+FEM;PL	PROPN
piger	gadis	pige	gadis	N;INDF;MASC+FEM;PL	N;SG
arabisk	arab	arabisk	arab	ADJ;INDF;SG	PROPN;SG
arabisk	arabic	arabisk	arabic	ADJ;INDF;SG	PROPN
mødes	meet	mødes	meet	V;NFIN;ACT	PROPN
mødes	rapat	mødes	rapat	V;NFIN;ACT	N;SG
mødes	meeting	mødes	meeting	V;NFIN;ACT	PROPN
mødes	pertemuan	mødes	pertemuan	V;NFIN;ACT	N;SG
skilt	badge	skilt	badge	V;INDF;SG;PST;V.PTCP	PROPN
skilt	lencana	skilt	lencana	V;INDF;SG;PST;V.PTCP	N;SG
skilt	cerai	skilt	cerai	V;INDF;SG;PST;V.PTCP	
lokal	local	lokal	local	ADJ;INDF;MASC+FEM;SG	PROPN
held	beruntung	held	beruntung	N;INDF;NEUT;SG	ADJ;SG
held	luck	held	luck	N;INDF;NEUT;SG	PROPN
samtidigt	serentak	samtidigt	serentak	ADV	
samtidigt	simultan	samtidigt	simultan	ADV	N;SG
samtidigt	serentak	samtidigt	serentak	ADV	
samtidigt	bersamaan	samtidigt	bersamaan	ADV	V;SG;ACT
praktisk	handy	praktisk	handy	ADJ;INDF;SG	PROPN
praktisk	berguna	praktisk	berguna	ADJ;INDF;SG	V;SG;ACT
kulturelle	kebudayaan	kulturel	kebudayaan	ADJ;PL	N;SG
kulturelle	budaya	kulturel	budaya	ADJ;PL	N;SG
medlemmerne	anggota	medlem	anggota	N;DEF;NEUT;PL	N;SG
town	town	town	town	N;INDF;MASC+FEM;SG	PROPN
stillinger	posisi	stilling	posisi	N;INDF;MASC+FEM;PL	N;SG
stillinger	kiriman	stilling	kiriman	N;INDF;MASC+FEM;PL	N;SG
stillinger	posting	stilling	posting	N;INDF;MASC+FEM;PL	PROPN
institutioner	institusi	institution	institusi	N;INDF;MASC+FEM;PL	N;SG
institutioner	lembaga	institution	lembaga	N;INDF;MASC+FEM;PL	N;SG
yngste	bungsu	ynge	bungsu	ADJ;DEF;RL	PROPN;SG
brødre	saudara	broder	saudara	N;INDF;MASC+FEM;PL	N;SG
brødre	bersaudara	broder	bersaudara	N;INDF;MASC+FEM;PL	V;SG;ACT
brede	luas	bred	luas	ADJ;PL	N;SG
brede	lebar	bred	lebar	ADJ;PL	ADJ;SG
brede	wide	bred	wide	ADJ;PL	PROPN
brede	luas	bred	luas	ADJ;PL	N;SG
driver	hanyut	drive	hanyut	V;IND;PRS;FIN;ACT	
driver	supir	drive	supir	V;IND;PRS;FIN;ACT	N
driver	sopir	drive	sopir	V;IND;PRS;FIN;ACT	N
driver	penggerak	drive	pengerak	V;IND;PRS;FIN;ACT	N;SG
driver	driver	drive	driver	V;IND;PRS;FIN;ACT	PROPN
driver	pengemudi	drive	pengemudi	V;IND;PRS;FIN;ACT	N;SG
forkortet	abridged	forkorte	abridged	V;INDF;SG;PST;V.PTCP	PROPN
oxford	oxford	oxford	oxford		PROPN
funktioner	fungsi	funktion	fungsi	N;INDF;MASC+FEM;PL	N;SG
funktioner	fungsionalitas	funktion	fungsionalitas	N;INDF;MASC+FEM;PL	N;SG
funktioner	fitur	funktion	fitur	N;INDF;MASC+FEM;PL	N;SG
part	party	part	party	N;INDF;MASC+FEM;SG	PROPN
part	berpesta	part	berpesta	N;INDF;MASC+FEM;SG	V;SG;ACT
hektar	acre	hektar	acre	N;INDF;MASC+FEM;PL	PROPN
hektar	hektar	hektar	hektar	N;INDF;MASC+FEM;PL	N;SG
rosenkrantz	rosenkrantz	rosenkrantz	rosenkrantz	N;INDF;MASC+FEM;SG	PROPN
holdning	attitude	holdning	attitude	N;INDF;MASC+FEM;SG	PROPN
tons	berton	ton	berton	N;INDF;MASC+FEM;SG	PROPN
briterne	britania	brit	britania	N;DEF;MASC+FEM;PL	PROPN
briterne	british	brit	british	N;DEF;MASC+FEM;PL	PROPN
ovenstående	diatas	ovenstående	diatas	ADV	ADP;SG;PASS
latinske	latin	latinsk	latin	ADJ;PL	N
ein	ein	ein	ein		PROPN
søer	menabur	søe	mentabur	N;INDF;MASC+FEM;PL	V;SG;ACT
søer	lakes	søe	lakes	N;INDF;MASC+FEM;PL	PROPN
søer	danau	søe	danau	N;INDF;MASC+FEM;PL	N;SG
resterende	sisa	resterende	sisa	V;PRS;V.PTCP	N;SG
resterende	sisa	resterende	sisa	V;PRS;V.PTCP	N;SG
irak	irak	irak	irak	PROPN	PROPN;SG
hjørring	hjørring	hjørring	hjørring	N;INDF;MASC+FEM;SG	PROPN
enke	menjanda	enke	menjanda	N;INDF;MASC+FEM;SG	V;SG;ACT
sager	kasusnya	sag	kasus	N;INDF;MASC+FEM;PL	N;SG
sager	kasus	sag	kasus	N;INDF;MASC+FEM;PL	N;SG
kyst	shore	kyst	shore	N;INDF;MASC+FEM;SG	PROPN
kyst	coast	kyst	coast	N;INDF;MASC+FEM;SG	PROPN
vinderen	winner	vinder	winner	N;DEF;MASC+FEM;SG	PROPN
aften	evening	aften	evening	N;DEF;MASC+FEM;SG	PROPN
aften	night	aften	night	N;DEF;MASC+FEM;SG	PROPN
samle	merakit	samle	menrakit	V;NFIN;ACT	PROPN;SG;ACT
samle	rakit	samle	rakit	V;NFIN;ACT	N;SG
wwe	wwe	wwe	wwe	PROPN	PROPN
breve	pesan	brev	pesan	N;INDF;NEUT;PL	N;SG
breve	letters	brev	letters	N;INDF;NEUT;PL	PROPN
breve	huruf	brev	huruf	N;INDF;NEUT;PL	N;SG
afhængig	addicted	afhængig	addicted	ADJ;INDF;MASC+FEM;SG	PROPN
afhængig	ketagihan	afhængig	ketagihan	ADJ;INDF;MASC+FEM;SG	N;SG
afhængig	kecanduan	afhængig	kecanduan	ADJ;INDF;MASC+FEM;SG	N;SG
afhængig	bergantung	afhængig	bergantung	ADJ;INDF;MASC+FEM;SG	V;SG;ACT
airport	airport	airport	airport	N;INDF;MASC+FEM;SG	PROPN
såret	terluka	sår	terluka	N;DEF;NEUT;SG	V;SG;PASS
såret	terluka	sår	terluka	N;DEF;NEUT;SG	V;SG;PASS
såret	disakiti	sår	disakiti	N;DEF;NEUT;SG	V;SG;PASS
såret	terluka	sår	terluka	N;DEF;NEUT;SG	V;SG;PASS
såret	hurt	sår	hurt	N;DEF;NEUT;SG	PROPN
såret	menyakitkan	sår	mensakitkan	N;DEF;NEUT;SG	V;SG;ACT
såret	menyakiti	sår	mensakiti	N;DEF;NEUT;SG	V;SG;ACT
gratis	bebas	gratis	bebas	ADV	ADJ;SG
gratis	gratis	gratis	gratis	ADV	N;SG
gratis	free	gratis	free	ADV	PROPN
handlinger	tindakan	handling	tindakan	N;INDF;MASC+FEM;PL	N;SG
handlinger	aksi	handling	aksi	N;INDF;MASC+FEM;PL	N;SG
betydelige	substansial	betydelig	substansial	ADJ;PL	N;SG
betydelige	signifikan	betydelig	signifikan	ADJ;PL	ADJ;SG
anderledes	berbeda	anderledes	berbeda	ADJ	V;SG;ACT
fanger	tahanan	fange	tahanan	N;INDF;MASC+FEM;PL	N;SG
fanger	tahanan	fange	tahanan	N;INDF;MASC+FEM;PL	N;SG
baron	baron	baron	baron	N;INDF;MASC+FEM;SG	PROPN
blanding	mencampurkan	blanding	mencampurkan	N;INDF;MASC+FEM;SG	V;SG;ACT
blanding	mencampur	blanding	mencampur	N;INDF;MASC+FEM;SG	V;SG;ACT
blanding	mix	blanding	mix	N;INDF;MASC+FEM;SG	PROPN
blanding	berbaur	blanding	berbaur	N;INDF;MASC+FEM;SG	V;SG;ACT
blanding	blender	blanding	blender	N;INDF;MASC+FEM;SG	PROPN
blanding	berbaur	blanding	berbaur	N;INDF;MASC+FEM;SG	V;SG;ACT
blanding	menyatu	blanding	mensatu	N;INDF;MASC+FEM;SG	V;SG;ACT
kvalitet	berkualitas	kvalitet	berkualitas	N;INDF;MASC+FEM;SG	V;SG;ACT
associerede	asosiasi	associere	asosiasi	ADJ;PL	N;SG
dominerende	dominan	dominere	dominan	V;PRS;V.PTCP	N;SG
nasa	nasa	nasa	nasa	PROPN	PROPN
storm	badai	storm	badai	N;INDF;MASC+FEM;SG	PROPN;SG
storm	storm	storm	storm	N;INDF;MASC+FEM;SG	PROPN
målet	menargetkan	mål	mentargetkan	N;DEF;NEUT;SG	V;SG;ACT
stationer	stasiun	station	stasiun	N;INDF;MASC+FEM;PL	N;SG
das	das	das	das		PROPN
skoven	woods	skov	woods	N;DEF;MASC+FEM;SG	PROPN
skoven	forest	skov	forest	N;DEF;MASC+FEM;SG	PROPN
joachim	joachim	joachim	joachim		PROPN
hollywood	hollywood	hollywood	hollywood	N;INDF;MASC+FEM;SG	PROPN
estland	estonia	estland	estonia	PROPN	PROPN
elektriske	kelistrikan	elektrisk	kelistrikan	ADJ;PL	N;SG
elektriske	listrik	elektrisk	listrik	ADJ;PL	N;SG
elektriske	elektro	elektrisk	elektro	ADJ;PL	N;SG
elektriske	listrik	elektrisk	listrik	ADJ;PL	N;SG
elektriske	elektrik	elektrisk	elektrik	ADJ;PL	N;SG
elektriske	electric	elektrisk	electric	ADJ;PL	PROPN
nederlandene	belanda	nederland	belanda	N;DEF;NEUT;PL	PROPN;SG
sent	terlambat	sent	terlambat	ADV	ADJ;SG
sent	telat	sent	telat	ADV	ADJ;SG
sent	larut	sent	larut	ADV	V;SG;ACT
sam	sam	sam	sam		PROPN
udseende	tampil	udseende	tampil	N;INDF;NEUT;SG	V;SG;ACT
chile	chili	chile	chili	PROPN	PROPN
tryk	press	tryk	press	N;INDF;NEUT;SG	PROPN
tryk	cetak	tryk	cetak	N;INDF;NEUT;SG	PROPN;SG;ACT
tryk	tap	tryk	tap	N;INDF;NEUT;SG	PROPN
skuespil	bertindak	skuespil	bertindak	N;INDF;NEUT;SG	V;SG;ACT
skuespil	berakting	skuespil	berakting	N;INDF;NEUT;SG	V;SG;ACT
skuespil	memainkan	skuespil	menmainkan	N;INDF;NEUT;SG	V;SG;ACT
skuespil	bermain	skuespil	bermain	N;INDF;NEUT;SG	V;SG;ACT
samlinger	sendi	samling	sendi	N;INDF;MASC+FEM;PL	N;SG
samlinger	persendian	samling	persendian	N;INDF;MASC+FEM;PL	N;SG
samlinger	rapat	samling	rapat	N;INDF;MASC+FEM;PL	N;SG
samlinger	pertemuan	samling	pertemuan	N;INDF;MASC+FEM;PL	N;SG
samlinger	koleksi	samling	koleksi	N;INDF;MASC+FEM;PL	N;SG
samlinger	majelis	samling	majelis	N;INDF;MASC+FEM;PL	N;SG
udføre	perform	udføre	perform	V;NFIN;ACT	PROPN
vælger	pemilih	vælge	penpilih	V;IND;PRS;FIN;ACT	N;SG
anton	anton	anton	anton	N;INDF;MASC+FEM;SG	PROPN
skyld	menyalahkan	skyld	mensalahkan	N;INDF;MASC+FEM;SG	V;SG;ACT
skyld	salahkan	skyld	salahkan	N;INDF;MASC+FEM;SG	V;SG;ACT
flemming	fleming	flemming	fleming		PROPN
kongelig	royal	kongelig	royal	ADJ;INDF;MASC+FEM;SG	PROPN
sikrede	diamankan	sikre	diamankan	V;IND;PST;FIN;ACT	V;SG;PASS
ære	honor	ære	honor	N;INDF;MASC+FEM;SG	PROPN
ære	glory	ære	glory	N;INDF;MASC+FEM;SG	PROPN
normale	biasa	normal	biasa	ADJ;PL	ADJ;SG
normale	normal	normal	normal	ADJ;PL	ADJ;SG
søger	mencari	søge	mencari	V;IND;PRS;FIN;ACT	PROPN;SG;ACT
søger	pencarian	søge	pencarian	V;IND;PRS;FIN;ACT	N;SG
søger	seek	søge	seek	V;IND;PRS;FIN;ACT	PROPN
søger	mencari	søge	mencari	V;IND;PRS;FIN;ACT	PROPN;SG;ACT
søger	pencarian	søge	pencarian	V;IND;PRS;FIN;ACT	N;SG
sea	laut	sea	laut		N;SG
admiral	admiral	admiral	admiral	N;INDF;MASC+FEM;SG	PROPN
gunnar	gunnar	gunnar	gunnar		PROPN
tanker	pemikiran	tanke	penpikiran	N;INDF;MASC+FEM;PL	N;SG
tanker	fikiran	tanke	fikiran	N;INDF;MASC+FEM;PL	N;SG
tanker	pikiran	tanke	pikiran	N;INDF;MASC+FEM;PL	N;SG
finn	finn	finn	finn		PROPN
referencer	referensi	reference	referensi	N;INDF;MASC+FEM;PL	N;SG
referencer	rujukan	reference	rujukan	N;INDF;MASC+FEM;PL	N;SG
edvard	edvard	edvard	edvard	N;INDF;MASC+FEM;SG	PROPN
edvard	edward	edvard	edward	N;INDF;MASC+FEM;SG	PROPN
bunden	terbawah	bund	terbawah	N;DEF;MASC+FEM;SG	ADP;RL;SG
bunden	bottom	bund	bottom	N;DEF;MASC+FEM;SG	PROPN
victor	victor	victor	victor	N;INDF;MASC+FEM;SG	PROPN
indspillede	direkam	indspille	direkam	V;IND;PST;FIN;ACT	V;SG;PASS
indspillede	dicatat	indspille	dicatat	V;IND;PST;FIN;ACT	V;SG;PASS
indspillede	terekam	indspille	terrekam	V;IND;PST;FIN;ACT	V;SG;PASS
holdene	tim	holde	tim	N;DEF;MASC+FEM;PL	N;SG
skud	shot	skud	shot	N;INDF;NEUT;SG	PROPN
skud	tertembak	skud	tertembak	N;INDF;NEUT;SG	V;SG;PASS
skud	ditembak	skud	ditembak	N;INDF;NEUT;SG	V;SG;PASS
skud	shots	skud	shots	N;INDF;NEUT;SG	PROPN
grunde	alasan	grund	alasan	N;INDF;MASC+FEM;PL	N;SG
valign	valign	valign	valign	ADJ;INDF;MASC+FEM;SG	N
trukket	diderek	trække	diderek	V;INDF;SG;PST;V.PTCP	N;SG
moltke	moltke	moltk	moltke		PROPN
ombygget	modifikasi	ombygge	modifikasi	V;INDF;SG;PST;V.PTCP	N;SG
forum	forum	forum	forum	N;INDF;NEUT;SG	PROPN
gennemføre	terapkan	gennemføre	terapkan	V;NFIN;ACT	V;SG;PASS
knudsen	knudsen	knuds	knudsen	N;DEF;MASC+FEM;SG	PROPN
note	note	note	note	N;INDF;MASC+FEM;SG	PROPN
cross	salib	cross	salib		PROPN;SG
cross	lintas	cross	lintas		N;SG;ACT
cross	cross	cross	cross		PROPN
cross	palang	cross	palang		N;SG;ACT
kritisk	kritis	kritisk	kritis	ADJ;INDF;SG	PROPN;SG
kritisk	kritis	kritisk	kritis	ADJ;INDF;SG	PROPN;SG
disney	disney	disney	disney		PROPN
regioner	daerah	region	daerah	N;INDF;MASC+FEM;PL	N;SG
regioner	wilayah	region	wilayah	N;INDF;MASC+FEM;PL	N;SG
regioner	kawasan	region	kawasan	N;INDF;MASC+FEM;PL	N;SG
scenen	stage	scene	stage	N;DEF;MASC+FEM;SG	PROPN
omvendt	dibalik	omvendt	dibalik	ADJ;INDF;SG	ADP;SG;PASS
omvendt	terbalik	omvendt	terbalik	ADJ;INDF;SG	V;SG;PASS
omvendt	kebalikan	omvendt	kebalikan	ADJ;INDF;SG	N;SG
omvendt	reverse	omvendt	reverse	ADJ;INDF;SG	PROPN
omvendt	terbalik	omvendt	terbalik	ADJ;INDF;SG	V;SG;PASS
freden	damai	fred	damai	N;DEF;MASC+FEM;SG	ADJ;SG
freden	peace	fred	peace	N;DEF;MASC+FEM;SG	PROPN
tokyo	tokyo	tokyo	tokyo		PROPN
liverpool	liverpool	liverpool	liverpool	N;INDF;MASC+FEM;SG	PROPN
ejendom	property	ejendom	property	N;INDF;MASC+FEM;SG	PROPN
anti	anti	anti	anti		;SG
prøve	sample	prøve	sample	V;NFIN;ACT	PROPN
prøve	sampel	prøve	sampel	V;NFIN;ACT	N;SG
prøve	contoh	prøve	contoh	V;NFIN;ACT	N;SG
prøve	ujian	prøve	ujian	V;NFIN;ACT	N;SG
prøve	pengujian	prøve	penujian	V;NFIN;ACT	N;SG
prøve	uji	prøve	uji	V;NFIN;ACT	PROPN;SG
prøve	test	prøve	test	V;NFIN;ACT	PROPN
prøve	tes	prøve	tes	V;NFIN;ACT	N;SG
årsager	alasan	årsag	alasan	N;INDF;MASC+FEM;PL	N;SG
årsager	penyebabnya	årsag	pensebab	N;INDF;MASC+FEM;PL	N;SG
årsager	penyebab	årsag	pensebab	N;INDF;MASC+FEM;PL	N;SG
årsager	menyebabkan	årsag	mensebabkan	N;INDF;MASC+FEM;PL	V;SG;ACT
jonas	jonas	jonas	jonas	N;INDF;MASC+FEM;SG	PROPN
spredt	terpencar	spredt	terpencar	V;INDF;SG;PST;V.PTCP	PROPN;SG;PASS
tidszone	timezone	tidszon	timezone	N;INDF;MASC+FEM;SG	PROPN
metoder	metoda	metoder	metoda	N;INDF;MASC+FEM;PL	N;SG
metoder	metode	metoder	metode	N;INDF;MASC+FEM;PL	N;SG
bjerge	gunung	bjerg	gunung	N;INDF;NEUT;PL	N;SG
bjerge	pegunungan	bjerg	pegunungan	N;INDF;NEUT;PL	N;SG
wilson	wilson	wilson	wilson		PROPN
officerer	pejabat	officer	pejabat	N;INDF;MASC+FEM;PL	N;SG
officerer	petugas	officer	petugas	N;INDF;MASC+FEM;PL	N;SG
officerer	perwira	officer	perwira	N;INDF;MASC+FEM;PL	N;SG
færøske	faro	færøske	faro	ADJ;PL	PROPN
færøske	faroe	færøske	faroe	ADJ;PL	PROPN
afslutning	akhiri	afslutning	akhiri	N;INDF;MASC+FEM;SG	V;SG;ACT
afslutning	end	afslutning	end	N;INDF;MASC+FEM;SG	PROPN
historier	cerita	historie	cerita	N;INDF;MASC+FEM;PL	N;SG
historier	stories	historie	stories	N;INDF;MASC+FEM;PL	PROPN
ove	ove	ove	ove	PROPN	PROPN
matematik	math	matematik	math	N;INDF;MASC+FEM;SG	PROPN
kæreste	pacar	kær	pacar	ADJ;DEF;RL	N;SG
kæreste	tersayang	kær	tersayang	ADJ;DEF;RL	PROPN;SG;PASS
kæreste	pacar	kær	pacar	ADJ;DEF;RL	N;SG
kæreste	boyfriend	kær	boyfriend	ADJ;DEF;RL	PROPN
bidrog	kontribusi	bidrog	kontribusi	V;IND;PST;FIN;ACT	N;SG
øvre	upper	øvre	upper	ADJ	PROPN
øvre	atas	øvre	atas	ADJ	ADP;SG
afsluttet	selesai	afslutte	selesai	V;INDF;SG;PST;V.PTCP	ADV;SG
afsluttet	selesai	afslutte	selesai	V;INDF;SG;PST;V.PTCP	ADV;SG
athen	athens	athen	athens	PROPN	PROPN
athen	athena	athen	athena	PROPN	PROPN;SG
lyder	suara	lyde	suara	V;IND;PRS;FIN;ACT	PROPN;SG
lyder	bunyi	lyde	bunyi	V;IND;PRS;FIN;ACT	N;SG
lyder	kedengarannya	lyde	kedengaran	V;IND;PRS;FIN;ACT	N;SG
lyder	sounds	lyde	sounds	V;IND;PRS;FIN;ACT	PROPN
lyder	bunyinya	lyde	bunyi	V;IND;PRS;FIN;ACT	N;SG
jerusalem	yerusalem	jerusalem	yerusalem	N;INDF;NEUT;SG	PROPN
jerusalem	jerusalem	jerusalem	jerusalem	N;INDF;NEUT;SG	PROPN
filmografi	filmografi	filmografi	filmografi	N;INDF;NEUT;SG	PROPN
computer	computer	compute	computer	N;INDF;MASC+FEM;SG	PROPN
netværk	network	netværk	network	N;INDF;NEUT;SG	PROPN
netværk	networks	netværk	networks	N;INDF;NEUT;SG	PROPN
johansen	johansen	johans	johansen	N;DEF;MASC+FEM;SG	PROPN
skudt	shot	skyde	shot	V;INDF;SG;PST;V.PTCP	PROPN
skudt	bidikan	skyde	bidikan	V;INDF;SG;PST;V.PTCP	N;SG
vester	vester	veste	vester	N;INDF;MASC+FEM;SG	PROPN
charlie	charlie	charlie	charlie		PROPN
butikker	berbelanja	butik	berbelanja	N;INDF;MASC+FEM;PL	V;SG;ACT
butikker	toko	butik	toko	N;INDF;MASC+FEM;PL	N;SG
butikker	toko	butik	toko	N;INDF;MASC+FEM;PL	N;SG
hævdede	diklaim	hævde	diklaim	V;IND;PST;FIN;ACT	V;SG;PASS
personligt	personal	personligt	personal	ADV	ADJ;SG
personligt	pribadi	personligt	pribadi	ADV	ADJ;SG
personligt	pribadi	personligt	pribadi	ADV	ADJ;SG
passer	cocok	passe	cocok	V;IND;PRS;FIN;ACT	ADJ;SG
passer	passer	passe	passer	V;IND;PRS;FIN;ACT	N
passer	fit	passe	fit	V;IND;PRS;FIN;ACT	PROPN
nedenfor	dibawah	nedenfor	dibawah	ADV	ADP;SG;PASS
troede	pikir	tro	pikir	V;IND;PST;FIN;ACT	
troede	pemikiran	tro	penpikiran	V;IND;PST;FIN;ACT	N;SG
troede	diyakini	tro	diyakini	V;IND;PST;FIN;ACT	V;SG;PASS
troede	dipercaya	tro	dipercaya	V;IND;PST;FIN;ACT	V;SG;PASS
artiklerne	artikel	artikel	artikel	N;DEF;MASC+FEM;PL	N;SG
may	may	may	may		PROPN
may	mei	may	mei		PROPN;SG
kommunistiske	komunis	kommunistisk	komunis	ADJ;PL	N;SG
blues	blues	blue	blues	N;INDF;MASC+FEM;SG	PROPN
nato	nato	nato	nato	PROPN	PROPN
repræsentanter	perwakilan	repræsentant	perwakilan	N;INDF;MASC+FEM;PL	N;SG
desværre	sedihnya	desværre	sedih	ADV	N;SG
tony	tony	tony	tony		PROPN
fulde	full	fuld	full	ADJ;DEF;SG	PROPN
fulde	mabuk	fuld	mabuk	ADJ;DEF;SG	PROPN;SG
fulde	drunk	fuld	drunk	ADJ;DEF;SG	PROPN
