varys	варис	varys	варис	PROPN	N;INDF;MASC;SG
ruína	разорени	ruína	разоря-(се)	N	ADJ;INDF;PL
marco	марко	marco	марко	N	PROPN;INDF;MASC;SG
viena	виена	viena	виен	PROPN	PROPN;INDF;FEM;SG
modesto	скромен	modesto	скромен	N	ADJ;INDF;MASC;SG
modesto	скромно	modesto	скромен	N	ADV
modesto	скромна	modesto	скромен	N	ADJ;INDF;FEM;SG
modesto	скромни	modesto	скромен	N	ADJ;INDF;PL
vestíbulo	хол	vestíbulo	хол	N	PROPN;INDF;FEM;SG
vestíbulo	hall	vestíbulo	hall	N	PROPN;INDF;MASC;SG
ave	бърд	ave	бърд	N	PROPN;INDF;MASC;SG
ave	аве	ave	аве	N	PART
voa	мухи	voar	муха	V	N;INDF;FEM;PL
voa	мухите	voar	муха	V	N;DEF;FEM;PL
higgs	хигс	higgs	хигс	PROPN	N;INDF;MASC;SG
chegado	със	chegar	със	V	ADP
cosmos	космос	cosmo	космос	V	N;INDF;MASC;SG
cosmos	космоса	cosmo	космос	V	N;DEF;MASC;SG
caldeiro	ведро	caldeiro	ведро	N	ADV
paulo	пауло	paulo	пауло	PROPN	PROPN;INDF;MASC;SG
atopaba	бе	atopar	съм	V	V;IPFV;IND;SG;3;PST;FIN;ACT
atopaba	намиране	atopar	намиране	V	N;INDF;NEUT;SG
capa	наметало	capa	наметало	N	V;PFV;INDF;NEUT;SG;PST;V.PTCP;ACT
permitirei	уил	permitir	ухл	V	PROPN;INDF;MASC;SG
permitirei	не	permitir	не	V	INTJ;NEG
permitirei	нека	permitir	нека	V	PART
permitirei	уон	permitir	уон	V	N;INDF;MASC;SG
permitirei	нея	permitir	аз	V	PRO;ACC;FEM;SG;3
iii	ііі	iii	ііі	PROPN	ADJ;INDF;MASC;SG
iii	iii	iii	iii	PROPN	ADJ;INDF;MASC;SG
levareite	вземете	levareite	взема	PROPN	V;PFV;IMP;PL;2;FIN
levareite	вземи	levareite	взема	PROPN	V;PFV;IMP;SG;2;FIN
levareite	си	levareite	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
levareite	ти	levareite	аз	PROPN	PRO;NOM;SG;2
levareite	ви	levareite	аз	PROPN	PRO;ACC;SG;2
prométocho	си	prométocho	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
prométocho	ти	prométocho	аз	N	PRO;NOM;SG;2
prométocho	ви	prométocho	аз	N	PRO;ACC;SG;2
choras	са	chora	съм	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
choras	си	chora	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
choras	ти	chora	аз	N	PRO;NOM;SG;2
choras	ви	chora	аз	N	PRO;ACC;SG;2
choras	плаче	chora	плаче	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
choras	плачат	chora	плача-(се)	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
choras	плачи	chora	плача-(се)	N	V;IPFV;IMP;SG;2;FIN
pagalo	заплащане	pagalo	заплащане	PROPN	N;INDF;NEUT;SG
pagalo	плащам	pagalo	плащам	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
pagalo	плати	pagalo	платя	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
pagalo	за	pagalo	за	PROPN	ADP
peste	чумата	peste	чума	PROPN	N;DEF;FEM;SG
peste	чума	peste	чума	PROPN	N;INDF;FEM;SG
peste	вредители	peste	вредител	PROPN	N;INDF;MASC;PL
peste	напаст	peste	напаст	PROPN	N;INDF;FEM;SG
estrañas	странно	estraña	странно	ADJ	ADV
vente	ела	vente	дойда	PROPN	V;IPFV;IMP;SG;2;FIN
mel	мила	mel	мил	N	ADJ;INDF;FEM;SG
mel	скъпа	mel	скъп	N	ADJ;INDF;FEM;SG
calmo	спокойна	calmo	спокоен	N	ADJ;INDF;FEM;SG
coide	грижи	coidar	грижа	V	N;INDF;FEM;PL
coide	грижа	coidar	грижа	V	N;INDF;FEM;SG
disparan	огън	disparar	огън	V	N;INDF;MASC;SG
disparan	пожар	disparar	пожар	V	N;INDF;MASC;SG
pálida	бледо	pálida	бледо	ADJ	ADV
fresca	пресни	frescar	пресен	N	ADJ;INDF;PL
fresca	прясно	frescar	прясно	N	ADV
fresca	свежо	frescar	свеж	N	ADV
fresca	свежа	frescar	свеж	N	ADJ;INDF;FEM;SG
fresca	яко	frescar	яко	N	ADV
fresca	готина	frescar	готина	N	ADJ;INDF;FEM;SG
fresca	готино	frescar	готино	N	ADV
fresca	готин	frescar	готин	N	ADJ;INDF;MASC;SG
alice	алиса	alice	алиша	PROPN	N;INDF;FEM;SG
alice	алис	alice	алис	PROPN	PROPN;INDF;FEM;SG
volverás	си	volver	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
volverás	ти	volver	аз	V	PRO;NOM;SG;2
volverás	ви	volver	аз	V	PRO;ACC;SG;2
volverás	отново	volver	отново	V	ADV
volverás	пак	volver	пак	V	ADV
las	на	la	на	N	ADP
honrado	честен	honrar	честен	V	ADJ;INDF;MASC;SG
honrado	честни	honrar	честен	V	ADJ;INDF;PL
braun	браун	braun	браун	PROPN	PROPN;INDF;MASC;SG
valen	са	valar	съм	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
valen	уърт	valar	уърт	V	N;INDF;FEM;SG
strand	странд	strand	странд	PROPN	N;INDF;MASC;SG
strand	нишка	strand	нишка	PROPN	N;INDF;FEM;SG
garrett	гарет	garrett	гарет	PROPN	N;INDF;MASC;SG
víchelo	трион	víchelo	трион	PROPN	N;INDF;MASC;SG
víchelo	видях	víchelo	видя-(се)	PROPN	V;PFV;IND;SG;1;PST;FIN;ACT
víchelo	него	víchelo	аз	PROPN	PRO;ACC;MASC;SG;3
víchelo	си	víchelo	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
víchelo	ти	víchelo	аз	PROPN	PRO;NOM;SG;2
víchelo	ви	víchelo	аз	PROPN	PRO;ACC;SG;2
walter	уолтър	walter	уолтър	PROPN	N;INDF;MASC;SG
walter	валтер	walter	валтер	PROPN	PROPN;INDF;MASC;SG
bebo	пийте	bebo	пийта	N	V;IPFV;IND;PL;2;PRS;FIN;ACT
dicides	си	dicidir	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
dicides	ти	dicidir	аз	V	PRO;NOM;SG;2
dicides	ви	dicidir	аз	V	PRO;ACC;SG;2
paras	си	para	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
paras	ти	para	аз	N	PRO;NOM;SG;2
paras	ви	para	аз	N	PRO;ACC;SG;2
chamaches	си	chamaches	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
chamaches	ти	chamaches	аз	N	PRO;NOM;SG;2
chamaches	ви	chamaches	аз	N	PRO;ACC;SG;2
chamaches	наречен	chamaches	нарека-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
chamaches	наречена	chamaches	нарека-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
peggy	пеги	peggy	пега	PROPN	PROPN;INDF;FEM;SG
semellas	си	semella	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
semellas	ти	semella	аз	N	PRO;NOM;SG;2
semellas	ви	semella	аз	N	PRO;ACC;SG;2
semellas	виж	semella	видя-(се)	N	V;PFV;IMP;SG;2;FIN
estragar	разруха	estragar	разруха	V	N;INDF;FEM;SG
debiches	си	debiches	съм	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
debiches	ти	debiches	аз	PROPN	PRO;NOM;SG;2
debiches	ви	debiches	аз	PROPN	PRO;ACC;SG;2
£	четвърт	£	четвърт	PROPN	ADJ;INDF;FEM;SG
£	тримесечие	£	тримесечие	PROPN	N;INDF;NEUT;SG
£	милион	£	милион	PROPN	N;INDF;MASC;SG
salta	скочи	salta	скоча	N	V;PFV;IND;SG;3;PST;FIN;ACT
rematará	край	rematar	край	V	ADP
rematará	уил	rematar	ухл	V	PROPN;INDF;MASC;SG
alabama	алабама	alabamar	алабама	PROPN	N;DEF;MASC;SG
desexas	си	desexa	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
desexas	ти	desexa	аз	V	PRO;NOM;SG;2
desexas	ви	desexa	аз	V	PRO;ACC;SG;2
morrese	умри	morrer	умра	V	INTJ
norton	нортън	norton	нортън	PROPN	N;INDF;MASC;SG
chamando	призвание	chamar	призвание	V	N;INDF;NEUT;SG
prepara	си	preparar	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
prepara	ти	preparar	аз	V	PRO;NOM;SG;2
prepara	ви	preparar	аз	V	PRO;ACC;SG;2
gustouche	си	gustouche	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
gustouche	ти	gustouche	аз	V	PRO;NOM;SG;2
gustouche	ви	gustouche	аз	V	PRO;ACC;SG;2
gustouche	като	gustouche	като	V	CONJ
gustouche	like	gustouche	like	V	PROPN;INDF;MASC;SG
facela	направи	facelar	направя-(се)	N	V;PFV;IMP;SG;2;FIN
facela	нея	facelar	аз	N	PRO;ACC;FEM;SG;3
varón	мъжко	varón	мъжко	N	ADV
varón	мъжки	varón	мъжки	N	ADJ;INDF;PL
probábel	вероятно	probábel	вероятно	ADJ	ADV
giuseppe	джузепе	giuseppe	джузепе	PROPN	PROPN;INDF;MASC;SG
indio	индийско	indio	индийски	N	ADV
indio	индийски	indio	индийски	N	ADJ;INDF;MASC;SG
indio	индийска	indio	индийски	N	ADJ;INDF;FEM;SG
benditos	благословено	bendito	благословено	N	ADV
benditos	благословен	bendito	благословен	N	ADJ;INDF;MASC;SG
benditos	благословена	bendito	благословен	N	ADJ;INDF;FEM;SG
benditos	благословени	bendito	благословен	N	ADJ;INDF;PL
benditos	как	bendito	как	N	ADV
benditos	са	bendito	съм	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
boden	боден	boder	боден	V	PROPN;INDF;MASC;SG
estuardo	стюарт	estuardo	стюарт	N	PROPN;INDF;MASC;SG
frota	флотилия	frota	флотилия	N	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
celoso	ревност	celoso	ревност	ADJ	N;INDF;FEM;SG
serventes	прислуга	servente	прислуга	ADJ	N;INDF;FEM;SG
serventes	слугите	servente	слуга	ADJ	N;DEF;MASC;PL
serventes	слуги	servente	слуга	ADJ	N;INDF;MASC;PL
serventes	прислужници	servente	прислужник	ADJ	N;INDF;MASC;PL
serventes	служители	servente	служител	ADJ	N;INDF;MASC;PL
seo	со	seo	со	N	PROPN;INDF;MASC;SG
punishment	наказание	punishment	наказание	PROPN	N;INDF;NEUT;SG
punishment	наказания	punishment	накажа	PROPN	N;INDF;NEUT;PL
punishment	наказанието	punishment	наказание	PROPN	N;DEF;NEUT;SG
anano	човече	anano	човече	N	ADV
drummer	барабанист	drummer	барабанист	PROPN	N;INDF;MASC;SG
asger	асгер	asger	асгер	PROPN	N;INDF;MASC;SG
mali	мали	mali	маля	PROPN	N;INDF;FEM;SG
mali	назад	mali	назад	PROPN	ADV
mali	обратно	mali	обратно	PROPN	ADV
mali	гръб	mali	гръб	PROPN	N;INDF;MASC;SG
daenerys	денерис	daenerys	денерис	PROPN	N;INDF;MASC;SG
dorne	дорн	dorne	дорн	N	PROPN;INDF;MASC;SG
impulso	настоятелно	impulso	настоятелно	N	ADV
dígolles	си	dígolle	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
dígolles	ти	dígolle	аз	N	PRO;NOM;SG;2
dígolles	ви	dígolle	аз	N	PRO;ACC;SG;2
clínicas	клиники	clínico	клиника	ADJ	N;INDF;FEM;PL
clínicas	клинично	clínico	клинично	ADJ	ADV
lombo	назад	lombo	назад	N	ADV
lombo	обратно	lombo	обратно	N	ADV
previr	предотвратяване	previr	предотвратяване	V	N;INDF;NEUT;SG
tigre	тайгър	tigre	тайгър	N	PROPN;INDF;MASC;SG
crecen	те	crecer	аз	V	PRO;NOM;PL;3
cáncer	рак	cáncer	рак	PROPN	N;INDF;MASC;SG
cáncer	ракът	cáncer	рак	PROPN	N;DEF;MASC;SG
empezan	те	empezar	аз	V	PRO;NOM;PL;3
empezan	начало	empezar	начало	V	N;INDF;NEUT;SG
empezan	старт	empezar	старт	V	N;INDF;MASC;SG
empezan	стартиране	empezar	стартиране	V	N;INDF;NEUT;SG
pintar	боя	pintar	бой	V	N;INDF;FEM;SG
pintar	бои	pintar	бой	V	N;INDF;NEUT;PL
pintar	боядисване	pintar	боядисване	V	N;INDF;NEUT;SG
colectivo	колективни	colectivo	колективен	N	ADJ;INDF;PL
colectivo	колективна	colectivo	колективен	N	ADJ;INDF;FEM;SG
colectivo	колективно	colectivo	колективен	N	ADV
doulle	дай	doulle	дам-(се)	PROPN	V;PFV;IMP;SG;2;FIN
favorito	любимо	favorito	любимо	N	ADV
favorito	любими	favorito	любим	N	ADJ;INDF;PL
favorito	любим	favorito	любим	N	ADJ;INDF;MASC;SG
camboxa	камбоджа	camboxa	камбоджа	PROPN	N;INDF;FEM;SG
botarlle	вземете	botarlle	взема	N	V;PFV;IMP;PL;2;FIN
botarlle	вземи	botarlle	взема	N	V;PFV;IMP;SG;2;FIN
xenéticas	джийн	xenético	джийн	ADJ	PROPN;INDF;FEM;SG
xenéticas	ген	xenético	генерал	ADJ	N;INDF;MASC;SG
xenéticas	джин	xenético	джин	ADJ	PROPN;INDF;MASC;SG
xenéticas	гена	xenético	гена	ADJ	N;INDF;FEM;SG
xenéticas	генетично	xenético	генетично	ADJ	ADV
asociados	със	asociar	със	V	ADP
confuso	объркани	confuso	объркам-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
confuso	объркано	confuso	объркам-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
confuso	объркан	confuso	объркам-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
confuso	объркана	confuso	объркам-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
confuso	изгубено	confuso	изгубя-(се)	N	ADV
confuso	изгубени	confuso	изгубен	N	ADJ;INDF;PL
confuso	изгубена	confuso	изгубя-(се)	N	ADJ;INDF;FEM;SG
confuso	изгубен	confuso	изгубен	N	ADJ;INDF;MASC;SG
empregar	използване	empregar	използване	V	N;INDF;NEUT;SG
empregar	употреба	empregar	употреба	V	N;INDF;FEM;SG
mecánica	механична	mecánica	механичен	N	ADJ;INDF;FEM;SG
mecánica	механично	mecánica	механично	N	ADV
mecánica	механични	mecánica	механичен	N	ADJ;INDF;PL
mecánica	механичен	mecánica	механичен	N	ADJ;INDF;MASC;SG
agochados	укриване	agochar	укриване	V	N;INDF;NEUT;SG
agochados	криене	agochar	криене	V	N;INDF;NEUT;SG
agochados	скрит	agochar	скрит	V	N;INDF;MASC;SG
pesados	тежка	pesar	тежък	V	ADJ;INDF;FEM;SG
pesados	тежки	pesar	тежък	V	ADJ;INDF;PL
pesados	тежък	pesar	тежък	V	ADJ;INDF;MASC;SG
pesados	тежко	pesar	тежко	V	ADV
chamámoslle	повикване	chamámoslle	повикване	ADV	N;INDF;NEUT;SG
chamámoslle	обаждане	chamámoslle	обаждане	ADV	N;INDF;NEUT;SG
inevitable	неизбежно	inevitable	неизбежен	ADJ	ADV
elevado	високо	elevado	високо	ADJ	ADV
odia	омраза	odia	омраза	V	N;INDF;FEM;SG
odia	омразата	odia	омраза	V	N;DEF;FEM;SG
susan	сюзън	susar	сюзън	PROPN	PROPN;INDF;FEM;SG
facerte	си	facerte	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
facerte	ти	facerte	аз	V	PRO;NOM;SG;2
facerte	ви	facerte	аз	V	PRO;ACC;SG;2
mundiais	свят	mundial	свят	ADJ	N;INDF;MASC;SG
mundiais	света	mundial	свят	ADJ	N;DEF;MASC;SG
prioridade	приоритетни	prioridade	приоритетен	N	ADJ;INDF;PL
prioridade	приоритетна	prioridade	приоритетен	N	ADJ;INDF;FEM;SG
descuberto	открити	descuberto	открит	V	ADJ;INDF;PL
pensabamos	мисъл	pensabar	мисъл	V	N;INDF;FEM;SG
mentras	докато	mentras	докато	N	CONJ
recentes	скорошно	recente	скорошен	ADJ	ADV
recentes	отскоро	recente	отскоро	ADJ	ADV
funcione	работа	funcionar	работа	V	N;INDF;FEM;SG
funcione	труд	funcionar	труд	V	N;INDF;MASC;SG
radical	радикално	radical	радикален	ADJ	ADV
cuando	когато	cuando	когато	V	ADV
cuando	кога	cuando	кога	V	ADV
cadrado	квадрат	cadrado	квадрат	ADJ	N;INDF;MASC;SG
cadrado	площад	cadrado	площад	ADJ	N;INDF;MASC;SG
palma	палм	palma	палм	N	PROPN;INDF;MASC;SG
gráficos	графики	gráfico	графика	ADJ	N;INDF;FEM;PL
gráficos	графика	gráfico	график	ADJ	N;DEF;MASC;SG
decatarse	известие	decatarse	известие	V	N;INDF;NEUT;SG
decatarse	предизвестие	decatarse	предизвестие	V	N;INDF;NEUT;SG
comunicarse	общуват	comunicarse	общувам	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
comunicarse	общуване	comunicarse	общуване	PROPN	N;INDF;NEUT;SG
apple	епъл	apple	епъл	PROPN	N;INDF;MASC;SG
apple	ябълков	apple	ябълков	PROPN	N;INDF;MASC;SG
apple	ябълка	apple	ябълка	PROPN	N;INDF;FEM;SG
apple	apple	apple	apple	PROPN	PROPN
modernos	модерно	moderno	модерно	ADJ	ADV
modernos	съвременно	moderno	съвременно	ADJ	ADV
exceso	от	exceso	от	N	ADP
vermellas	червена	vermello	червен	N	ADJ;INDF;FEM;SG
vermellas	червен	vermello	червен	N	ADJ;INDF;MASC;SG
vermellas	червени	vermello	червен	N	ADJ;INDF;PL
vermellas	червено	vermello	червено	N	ADV
ocupados	заети	ocupado	заема-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
ocupados	заето	ocupado	заема-(се)	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
darvos	си	darvo	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
darvos	ти	darvo	аз	V	PRO;NOM;SG;2
darvos	ви	darvo	аз	V	PRO;ACC;SG;2
darvos	като	darvo	като	V	CONJ
darvos	like	darvo	like	V	PROPN;INDF;MASC;SG
interésame	заинтересовани	interésame	заинтересован	V	ADJ;INDF;PL
interésame	заинтересована	interésame	заинтересован	V	ADJ;INDF;FEM;SG
interésame	заинтересован	interésame	заинтересовам	V	ADJ;INDF;MASC;SG
nalgo	нещо	nalgo	някой	N	PRO;NOM;INDF;NEUT;SG
chamaría	повикване	chamar	повикване	V	N;INDF;NEUT;SG
chamaría	обаждане	chamar	обаждане	V	N;INDF;NEUT;SG
austria	австрия	austria	австрия	PROPN	PROPN;INDF;FEM;SG
unidas	юнайтед	unir	юнайтед	V	N;INDF;MASC;SG
unidas	заедно	unir	заедно	V	ADV
dispoñible	налично	dispoñible	налично	ADJ	ADV
provén	от	prover	от	V	ADP
namorada	обич	namorar	обич	V	N;INDF;FEM;SG
namorada	любов	namorar	любов	V	N;INDF;FEM;SG
namorada	любовта	namorar	любов	V	N;DEF;FEM;SG
namorada	със	namorar	със	V	ADP
enfadado	гневен	enfadar	гневен	V	ADJ;INDF;MASC;SG
enfadado	бесен	enfadar	бесен	V	N;INDF;MASC;SG
enfadado	ядосан	enfadar	ядосам-(се)	V	N;INDF;MASC;SG
enfadado	ядосана	enfadar	ядосам-(се)	V	N;INDF;FEM;SG
enfadado	луд	enfadar	луд	V	ADJ;INDF;MASC;SG
enfadado	луда	enfadar	луд	V	ADJ;INDF;FEM;SG
demasiadas	mnogo	demasiadas	mnogo	ADJ	PROPN;INDF;NEUT;SG
demasiadas	много	demasiadas	много	ADJ	ADV;INDF;PL
impórtalle	грижи	impórtalle	грижа	ADJ	N;INDF;FEM;PL
impórtalle	грижа	impórtalle	грижа	ADJ	N;INDF;FEM;SG
impórtalle	си	impórtalle	съм	ADJ	V;IPFV;IND;SG;2;PRS;FIN;ACT
impórtalle	ти	impórtalle	аз	ADJ	PRO;NOM;SG;2
impórtalle	ви	impórtalle	аз	ADJ	PRO;ACC;SG;2
impórtalle	ума	impórtalle	ум	ADJ	N;DEF;MASC;SG
impórtalle	ум	impórtalle	ум	ADJ	N;INDF;MASC;SG
preocupados	относно	preocupar	относно	V	ADP
secundaria	високо	secundario	високо	ADJ	ADV
secundaria	училището	secundario	училище	ADJ	N;DEF;NEUT;SG
secundaria	школа	secundario	школа	ADJ	N;INDF;FEM;SG
secundaria	училище	secundario	училище	ADJ	N;INDF;NEUT;SG
secundaria	вторично	secundario	вторично	ADJ	ADV
irlanda	ирландия	irlanda	ирландия	PROPN	PROPN;INDF;FEM;SG
universidades	university	universidade	university	N	PROPN;INDF;MASC;SG
ridícula	смешна	ridícula	смешна	N	ADJ;INDF;FEM;SG
ridícula	нелепо	ridícula	нелепо	N	ADV
ridícula	абсурдно	ridícula	абсурден	N	ADV
podre	гнило	podre	гнило	V	ADV
calcetíns	вашият	calcetíns	ваш	N	DET;DEF;MASC;SG;2
calcetíns	твоят	calcetíns	тоя	N	DET;DEF;MASC;SG;1
calcetíns	твоя	calcetíns	твоя	N	DET;DEF;FEM;SG;2
calcetíns	твоята	calcetíns	твой	N	DET;DEF;FEM;SG;1
buscamos	за	buscar	за	V	ADP
anual	годишно	anual	годишно	ADJ	ADV
partidos	съвпада	partido	съвпадам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
necesarias	необходимо	necesario	необходимо	ADJ	ADV
delicado	деликатно	delicar	деликатно	ADJ	ADV
ofrecerlle	оферта	ofrecerlle	оферта	ADJ	N;INDF;FEM;SG
ofrecerlle	офертата	ofrecerlle	оферта	ADJ	N;DEF;FEM;SG
ofrecerlle	предложение	ofrecerlle	предложение	ADJ	N;INDF;NEUT;SG
ofrecerlle	предлагане	ofrecerlle	предлагане	ADJ	N;INDF;NEUT;SG
ofrecerlle	предложи	ofrecerlle	предложа	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
durmas	спя	durma	спя	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
durmas	спим	durma	спя	N	V;IPFV;IND;PL;1;PRS;FIN;ACT
durmas	спи	durma	спи	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
durmas	будна	durma	буден	N	ADJ;INDF;FEM;SG
durmas	будни	durma	буден	N	ADJ;INDF;PL
repito	повторение	repito	повторение	V	N;INDF;NEUT;SG
repito	над	repito	над	V	ADP
crían	те	crían	аз	V	PRO;NOM;PL;3
atoparse	среща	atoparse	среща	PROPN	N;INDF;FEM;SG
mensaxeiro	messenger	mensaxeiro	messenger	N	PROPN;INDF;MASC;SG
controla	контроли	controlar	контрола	V	N;INDF;FEM;PL
controla	контрол	controlar	контрол	V	N;INDF;MASC;SG
controla	управление	controlar	управление	V	N;INDF;NEUT;SG
crendo	мислене	crendo	мислене	V	N;INDF;NEUT;SG
adoitaban	те	adoitar	аз	V	PRO;NOM;PL;3
alexander	александър	alexander	александър	ADJ	PROPN;INDF;MASC;SG
seco	суха	seco	сух	N	ADJ;INDF;FEM;SG
seco	сухи	seco	сух	N	ADJ;INDF;PL
seco	сухо	seco	сухо	N	ADV
seco	сух	seco	сух	N	ADJ;INDF;MASC;SG
materias	сурово	materia	суров	N	ADV
materias	сурови	materia	суров	N	ADJ;INDF;PL
materias	суров	materia	суров	N	ADJ;INDF;MASC;SG
materias	сурова	materia	суров	N	ADJ;INDF;FEM;SG
materias	необработен	materia	необработен	N	ADJ;INDF;MASC;SG
viaxando	пътуване	viaxar	пътуване	V	N;INDF;NEUT;SG
artística	артистична	artístico	артистичен	N	ADJ;INDF;FEM;SG
artística	художествена	artístico	художествен	N	ADJ;INDF;FEM;SG
artística	артистичен	artístico	артистичен	N	ADJ;INDF;MASC;SG
artística	артистично	artístico	артистичен	N	ADV
sigamos	нека	sigar	нека	V	PART
cegos	сляп	cego	сляп	N	ADJ;INDF;MASC;SG
cegos	сляпо	cego	сляпо	N	ADV
choraba	плач	chorar	плач	V	N;INDF;MASC;SG
choraba	плача	chorar	плача-(се)	V	N;INDF;FEM;SG
choraba	плака	chorar	плак	V	N;INDF;FEM;SG
continuou	продължение	continuar	продължение	V	N;INDF;NEUT;SG
continuou	продължаване	continuar	продължаване	V	N;INDF;NEUT;SG
creceu	там	crecer	там	V	ADV
venden	те	vender	аз	V	PRO;NOM;PL;3
atopara	мет	atopar	мет	V	N;INDF;FEM;SG
dixestes	си	dicir	съм	N	V;IPFV;IND;SG;2;PRS;FIN;ACT
dixestes	ти	dicir	аз	N	PRO;NOM;SG;2
dixestes	ви	dicir	аз	N	PRO;ACC;SG;2
dixestes	каза	dicir	кажа	N	V;PFV;IND;SG;3;PST;FIN;ACT
chamaron	те	chamar	аз	V	PRO;NOM;PL;3
brasil	бразилия	brasil	бразилия	N	PROPN;INDF;FEM;SG
afeita	си	afeitar	съм	V	V;IPFV;IND;SG;2;PRS;FIN;ACT
afeita	ти	afeitar	аз	V	PRO;NOM;SG;2
afeita	ви	afeitar	аз	V	PRO;ACC;SG;2
tiran	хвърляне	ter	хвърляне	V	N;INDF;NEUT;SG
tiran	те	ter	аз	V	PRO;NOM;PL;3
separar	отделни	separar	отделен	V	ADJ;INDF;PL
separar	отделно	separar	отделно	V	ADV
separar	отделна	separar	отделен	V	ADJ;INDF;FEM;SG
separar	отделен	separar	отделен	V	ADJ;INDF;MASC;SG
arriscar	риск	arriscar	риск	V	N;INDF;MASC;SG
arriscar	риска	arriscar	риск	V	N;DEF;MASC;SG
pito	пилешко	pito	пилешки	N	ADV
proveito	някои	proveito	някой	N	PRO;NOM;PL
insultar	обида	insultar	обида	V	N;INDF;FEM;SG
insultar	оскърбление	insultar	оскърбление	V	N;INDF;NEUT;SG
insultar	обидно	insultar	обиден	V	ADV
insultar	обида	insultar	обида	V	N;INDF;FEM;SG
liberal	либерал	liberal	либерам	ADJ	N;INDF;MASC;SG
descoñecidos	непознати	descoñecido	непознат	N	ADJ;INDF;PL
stewart	стюърт	stewart	стюърт	V	N;INDF;MASC;SG
stewart	стюарт	stewart	стюарт	V	PROPN;INDF;MASC;SG
stewart	стюард	stewart	стюард	V	N;INDF;MASC;SG
perdera	изгубено	perderar	изгубя-(се)	V	ADV
perdera	изгубени	perderar	изгубен	V	ADJ;INDF;PL
perdera	изгубена	perderar	изгубя-(се)	V	ADJ;INDF;FEM;SG
perdera	загубен	perderar	загубен	V	N;INDF;MASC;SG
perdera	загуби	perderar	загуба	V	N;INDF;FEM;PL
perdera	изгубен	perderar	изгубен	V	ADJ;INDF;MASC;SG
escuros	дълбоко	escuro	дълбоко	ADJ	ADV
escuros	тъмно	escuro	тъмно	ADJ	ADV
internacionais	международно	internacional	международно	ADJ	ADV
internacionais	интернешънъл	internacional	интернешънъл	ADJ	N;INDF;MASC;SG
extrema	крайно	extremo	крайно	N	ADV
extrema	краен	extremo	краен	N	ADJ;INDF;MASC;SG
extrema	екстремно	extremo	екстремно	N	ADV
extrema	екстремни	extremo	екстремен	N	ADJ;INDF;PL
extrema	крайни	extremo	краен	N	ADJ;INDF;PL
escoitarme	слушане	escoitarme	слушане	V	N;INDF;NEUT;SG
rabia	яд	rabia	яд	N	INTJ
rabia	вън	rabia	вън	N	ADV
rabia	навън	rabia	навън	N	ADV
caros	скъпо	caro	скъпо	ADJ	ADV
católica	католическо	católico	католически	ADJ	ADV
católica	католик	católico	католик	ADJ	N;INDF;MASC;SG
católica	католици	católico	католик	ADJ	N;INDF;MASC;PL
católica	католичка	católico	католичка	ADJ	N;INDF;FEM;SG
sacrificar	жертвоприношение	sacrificar	жертвоприношение	V	N;INDF;NEUT;SG
sacrificar	жертва	sacrificar	жертва	V	N;INDF;FEM;SG
sacrificar	саможертва	sacrificar	саможертвам	V	N;INDF;FEM;SG
