категорија	類別
југозападно	西南
југозападно	西南
терапија	治療
терапија	療法
професионални	專業
ослободен	獲釋
локално	當地
локално	本地
локално	當地
локално	局部
локално	本地
етничка	族裔
спас	得救
спас	拯救
спас	救贖
спас	營救
спас	救援
спас	拯救
хип	hip
хип	臀
хип	臀部
хип	髖
чувства	感受
чувства	感情
сериозно	認真
асистент	助手
асистент	助理
потпишан	簽名
потпишан	署名
потпишан	簽署
потпишан	封存
меморија	記憶力
меморија	記憶
меморија	記憶體
меморија	回憶
руско	俄語
руско	俄文
руско	russo
воведување	引入
воведување	介紹
третман	治療
стивен	stephen
стивен	steven
практика	實踐
практика	練習
шири	散播
шири	蔓延
шири	傳播
шири	傳播
шири	散播
шири	蔓延
возрасните	成人
возрасните	成年人
искористи	利用
искористи	使用
турнири	錦標賽
доменот	藩
доменот	網域
доменот	域
финансирање	財務
алжир	阿爾及爾
алжир	阿爾及利亞
примерок	樣品
примерок	取樣
примерок	抽樣
примерок	樣本
примерок	標本
примерок	樣本
племе	部族
племе	部落
борбите	格鬥
борбите	打架
борбите	戰鬥
примени	適用
изговор	讀音
изговор	發音
букурешт	布加勒斯特
џозеф	約瑟夫
џозеф	joseph
џозеф	約瑟
шарл	charles
тенденција	傾向
североисточно	東北
јаглерод	碳
јаглерод	炭
нашол	找到
нашол	發現
врвови	峰
лет	班機
лет	飛行
учи	學習
учи	學
коњи	馬
коњи	馬匹
достигна	已達到
чекори	步驟
контролира	控制
контролира	管制
боб	bob
волја	毅力
волја	意志力
бога	神
господ	神
акт	act
млада	年輕
млада	young
тежок	重
тежок	重型
тежок	沈重
тежок	困難
тежок	難
тежок	艱難
топката	球
умот	頭腦
умот	心靈
геометрија	幾何
партнер	伴侶
партнер	夥伴
партнер	合伙人
партнер	搭檔
услов	要求
услов	條件
услов	狀況
чести	頻繁
чести	經常
електронска	電子
лавињ	lavigne
случајно	隨機
ограничувања	限制
ограничувања	限制
ограничувања	極限
ограничувања	限額
ханс	hans
гасови	氣體
селани	村民
селани	農民
сигнал	訊號
постари	長者
постари	老人
постари	老年人
постари	年長
постари	老年
водечки	領先
водечки	領導
водечки	鉛
водечки	領先
водечки	帶頭
дрога	藥品
дрога	藥物
дрога	毒品
дрога	塗料
дрога	藥物
џонсон	約翰遜
џонсон	johnson
барањето	請求
барањето	要求
двојно	雙
двојно	雙重
двојно	雙倍
двојно	加倍
двојно	雙重
предводени	led
приход	收益
приход	稅收
приход	收入
приход	收入
чај	茶葉
чај	茶
сестри	姐妹
сестри	姊妹
цивилизација	文明
плата	薪水
плата	工資
плата	薪資
плата	薪金
плата	plata
натпреварува	相爭
изложба	展覽
изложба	展品
изложба	展覽
изложба	展
изложба	展覽會
кралска	皇家
кралска	皇室
млеко	乳
млеко	牛奶
млеко	奶
орел	鷹
орел	老鷹
орел	雕
орел	鵰
ислам	伊斯蘭
ислам	伊斯蘭教
класичен	經典
класичен	古典
шема	圖案
шема	格局
шема	模式
храмови	廟宇
храмови	寺廟
единство	統一
единство	團結
анализи	分析
домови	住家
ширење	散播
ширење	蔓延
ширење	傳播
превоз	乘車
превоз	騎馬
превоз	騎
превоз	運輸
превоз	交通
превоз	運費
превоз	出貨
превоз	航運
динамо	dinamo
верување	信仰
домени	網域
домени	域
ангел	angel
ангел	天使
брус	bruce
подобар	更好
постоечките	現存
постоечките	現有
џамии	清真寺
потврди	確認
потврди	驗證
потврди	確認
потврди	證實
убие	殺
постар	前輩
постар	長輩
постар	長老
постар	資深
постар	年長
постар	老年
развиен	進化
борец	拳手
борец	鬥士
основачите	創始人
органски	有機
масовно	質量
масовно	彌撒
елизабет	elizabeth
остави	休假
остави	離開
вкус	味
вкус	風味
вкус	味道
вкус	味覺
вкус	品味
биологија	生物
биологија	生物學
прстен	響鈴
прстен	環
прстен	戒指
богати	富人
богати	富
богати	豐富
богати	富有
богати	富裕
богати	富有
гувернер	省長
гувернер	總督
гувернер	州長
мек	mac
повисока	較高
повисока	更高
нарушување	擾動
заштитени	保護
андромеда	仙女座
кругови	圈
кругови	圈子
кругови	圓圈
повик	致電
повик	電話
повик	打電話
повик	通話
повик	呼叫
треска	發燒
треска	發熱
рис	rhys
прошири	擴張
прошири	擴展
прошири	拓展
прошири	擴大
стандарден	違約
стандарден	預設
стандарден	標準
поставување	設定
поставување	安置
светло	光線
светло	光
светло	燈光
светло	輕
светло	光明
светло	明亮
централно	中央
трудот	勞動
трудот	勞力
трудот	勞動力
трудот	勞工
сателитска	衛星
побарувачка	需求
побарувачка	需求量
побарувачка	要求
литературен	文學
мотори	摩托車
мотори	引擎
мотори	發動機
мотори	馬達
автономија	自主
автономија	自治
достигнувања	成就
достигнувања	成績
достигнувања	成就
достигнувања	成績
советник	顧問
советник	參贊
советник	輔導員
советник	顧問
модерна	摩登
модерна	現代
модерна	近代
модерна	現代化
говорот	講話
говорот	演講
говорот	語音
говорот	演說
кандидати	候選人
кандидати	申請者
признанија	告白
признанија	供詞
признанија	口供
признанија	懺悔
придонеси	繳款
придонеси	捐款
придонеси	繳款
надеж	希望
надеж	hope
проценка	評估
проценка	估計
проценка	預估
проценка	評價
проценка	評估
собираат	收集
богот	神
натпис	標籤
приватен	隱私
приватен	私人
приватен	私營
автомобил	車
автомобил	汽車
пливање	游泳
пливање	游
најпосле	終於
губење	滅失
губење	虧損
губење	損失
губење	喪失
стрип	漫畫
стрип	漫畫
топка	球
ограничен	有限
ограничен	限量
ограничен	限
ограничен	受限
ограничен	受限
прима	prima
графички	圖形
патници	乘客
патници	旅客
патници	旅客
исак	isaac
исак	isaak
работниците	勞動者
работниците	工人
паралелно	並行
паралелно	平行
френсис	francis
френсис	frances
факти	事實
веројатноста	可能性
студент	學生
авион	噴射
авион	噴氣
авион	平面
авион	飛機
авион	飛機
повлекување	撤回
повлекување	收回
повлекување	退
повлекување	撤退
повлекување	撤回
лична	個人
размножување	育種
размножување	培育
размножување	飼養
размножување	繁殖
размножување	生殖
размножување	複製
размножување	繁殖
средини	環境
северозапад	西北
северозапад	東北
северозапад	西北
кларк	clarke
кларк	clark
детството	童年
ноб	nob
муслимански	穆斯林
привремено	暫時
советска	蘇維埃
просечна	平均
просечна	平均值
парчиња	切片
парчиња	bit
номиниран	提名
директен	直接
атмосфера	氣氛
атмосфера	大氣
атмосфера	大氣層
атмосфера	氛圍
самостојна	獨唱
самостојна	獨奏
политики	政策
километар	公里
мајк	mike
морнарица	海軍
растение	廠
растение	植物
растение	工廠
ернст	ernst
ноулс	knowles
распределба	撥款
распределба	分配
распределба	分布
распределба	分配
распределба	分銷
надзор	監督
надзор	監督
надзор	監管
надзор	督導
надзор	監督
надзор	監視
антон	安東
антон	anton
продадени	賣
продадени	售出
офицер	官
офицер	軍官
сценарио	劇本
сценарио	編劇
сценарио	電影劇本
сценарио	情景
сценарио	設想
сценарио	劇本
купување	購買
купување	買東西
купување	購物
купување	購買
купување	買
југозапад	西南
падини	山坡
падини	斜坡
падини	山麓
текстописец	作曲家
скот	scott
поединечно	個別
поединечно	單曲
поединечно	單打
нуклеарна	核
нуклеарна	核子
жанрови	流派
сергеј	sergei
внук	外甥
внук	侄子
внук	孫子
внук	外孫
следен	下一步
награден	授予
четврти	第四
токио	東京
рос	ross
успешни	成功
критичар	評論家
критичар	批評家
кели	kelly
милји	萬里
милји	miles
милји	英里
соработник	協理
дванаесет	十二
регистрирани	註冊
војник	戰士
војник	兵
војник	士兵
војник	軍人
грижи	憂慮
грижи	擔憂
планета	行星
планета	星球
музичко	音樂
музичко	音樂劇
салата	沙拉
траги	小徑
траги	曲目
траги	軌道
траги	線索
траги	痕跡
траги	軌跡
траги	蹤跡
траги	小徑
дното	下方
дното	底
дното	底部
дното	底下
правци	路線
повисоки	較高
повисоки	更高
директна	直接
портрет	畫像
портрет	肖像
горан	goran
клиенти	客戶
клиенти	顧客
клиенти	客戶
постапки	行動
сто	hundred
сто	百
мурат	murat
посетители	遊客
посетители	訪客
посетители	訪客
реши	解決
реши	解
константа	常數
отсуство	缺席
хаус	屋
хаус	房屋
хаус	房子
толкување	口譯
толкување	詮釋
мешавина	搭配
мешавина	組合
мешавина	混合
мешавина	混合物
јанг	閻
јанг	燕
јанг	嚴
јанг	顏
јанг	楊
јанг	yang
јанг	年輕
јанг	young
јанг	鄭
јанг	yung
југоисток	東南
агент	代理商
агент	代理人
агент	特工
агент	代理
загуба	滅失
загуба	虧損
загуба	損失
загуба	喪失
заболувања	疾病
стихови	經文
стихови	詩句
стихови	歌詞
сингапур	新加坡
воспоставување	建立
приватна	隱私
приватна	私人
приватна	私營
кориснички	使用者
математичар	數學家
кевин	kevin
дупка	孔洞
дупка	洞口
дупка	孔
дупка	洞
актери	演員
трговци	商人
трговци	商家
локален	當地
локален	局部
локален	本地
брани	捍衛
брани	保衛
брани	捍衛
братство	友愛
братство	互助會
братство	博愛
братство	義氣
кпј	cpy
самогласка	母音
ама	但
ама	不過
ама	但是
двапати	兩次
врата	門
мајчин	原生
концепти	概念
концепти	理念
секс	性別
секс	性愛
секс	性行為
секс	性
овошје	果實
овошје	水果
овошје	果
овошје	果實
овошје	水果
погребан	埋
погребан	埋葬
ахмед	ahmed
простории	房舍
простории	房地
инфлацијата	通貨膨脹
храни	動態
храни	飼料
плус	加上
плус	加
саудиска	沙特
олимпијада	奧運會
олимпијада	奧運
темелите	地基
темелите	基金會
стабилност	穩定
стабилност	穩定性
марка	品牌
програмски	程式設計
прифатен	接受
лоренс	lawrence
лоренс	勞倫斯
филозоф	哲學家
дробови	肺
дробови	肺部
мозок	腦子
мозок	大腦
мозок	腦袋
мозок	腦
мозок	腦子
мозок	頭腦
мозок	腦
мозок	大腦
мозок	腦袋
властите	當局
македонец	馬其頓
етика	倫理
етика	倫理學
академски	學術
вратот	脖子
вратот	頸
вратот	頸部
слават	慶祝
возрасни	成人
возрасни	成年人
возрасни	成人
возрасни	成年人
возрасни	成年
селски	村
селски	鄉村
селски	村莊
селски	村落
селски	村子
оставка	辭職
оставка	辭職
хипотеза	假設
хипотеза	假說
зголемена	增加
мајами	邁阿密
пристаништето	埠
пристаништето	港口
пристаништето	港
клиентот	客戶
џими	jimmy
фреквенција	頻率
слабо	弱
слабо	虛弱
слабо	弱者
слабо	軟弱
слабо	薄弱
течност	液體
течност	液
течност	流體
течност	液體
течност	液
течност	液態
фер	fer
фер	公平
буквално	字面上
буквално	字面
леб	麵包
припадност	從屬關係
припадност	隸屬
североисток	東北
вооружени	武裝
агли	角落
агли	角度
агли	盎格魯
корени	根
објавување	出版
објавување	發表
објавување	張貼
објавување	發文
тестирање	測試
тестирање	測驗
тестирање	檢驗
тестирање	試驗
мртви	死
ограничени	有限
ограничени	限量
ограничени	限
ограничени	受限
столб	柱
столб	支柱
онлајн	上線
онлајн	網上
онлајн	online
марсеј	馬賽
учењето	學習
учењето	學習
учењето	學
специјална	特別
накит	珠寶
накит	珠寶
накит	首飾
накит	珠寶
накит	首飾
чувствува	感覺
ниско	低低
ниско	低
лиценца	執照
лиценца	許可
лиценца	許可證
лиценца	執照
лиценца	駕照
лиценца	許可證
изложби	展覽
изложби	展覽會
домашните	家用
домашните	國內
метар	公尺
одредува	指定
живеалиште	居住
живеалиште	住宅
живеалиште	居所
живеалиште	住所
живеалиште	戶籍
живеалиште	住所
живеалиште	居住
живеалиште	居留
живеалиште	圍場
гледачи	觀眾
гледачи	旁觀者
гледачи	觀眾
независен	獨立
бактерии	病菌
бактерии	細菌
бактерии	蟎
бактерии	病菌
бактерии	細菌
аудио	音訊
вклучена	訂婚
сигнали	訊號
строго	嚴格
мароко	摩洛哥
искуства	經驗
искуства	體驗
предлогот	提議
предлогот	建議
предлогот	提案
променливи	變數
променливи	可變
променливи	變數
појавување	湧現
појавување	興起
појавување	外觀
појавување	外表
појавување	外貌
владее	reigns
испитување	探測
испитување	探查
есеи	作文
палестина	巴勒斯坦
зачувување	保全
зачувување	節省
зачувување	儲蓄
зачувување	保全
железница	鐵路
железница	鐵道
железница	鐵路
железница	鐵路
железница	鐵道
железница	鐵路
источни	東方
источни	東部
локации	地點
престол	王座
престол	王位
престол	寶座
постариот	前輩
постариот	長輩
постариот	長老
пожар	消防
пожар	火
пожар	火焰
пожар	火災
хотел	飯店
хотел	酒店
хотел	賓館
хотел	旅館
позитивен	積極
позитивен	正面
позитивен	陽性
југозападна	西南
југозападна	西南
гребен	礁
гребен	暗礁
гребен	珊瑚礁
претставување	代表性
рејтинг	評比
рејтинг	評分
атом	atom
атом	原子
градини	花園
зависно	依賴
вклучи	包括
дејства	行動
енди	安迪
енди	andy
услуга	服務
сојузници	盟友
сојузници	盟軍
сојузници	盟國
сојузници	同盟
лабораторија	實驗室
лабораторија	化驗室
лабораторија	實驗室
хитови	命中
наставата	教書
наставата	教學
наставата	教
феномен	現象
активна	積極
активна	活躍
молекули	分子
свест	知覺
свест	意識
варијации	變異
параметри	偏好
параметри	喜好
параметри	優惠
кол	cole
кол	科爾
кол	kol
расправа	辯論
расправа	辯論
рекорди	紀錄
рекорди	記錄
патува	旅行
патува	旅遊
пристапот	存取
паун	孔雀
тон	噸
тон	ton
тон	音調
тон	色調
тон	音
тон	基調
тон	語氣
тон	噸
тон	公噸
спомени	記憶
спомени	回憶
предложена	推薦
изразување	表達
изразување	表情
полна	飽
полна	完整
полна	滿
австралиски	澳洲
андреа	andrea
астероиди	小行星
лорд	主
порт	埠
порт	港口
порт	港
предавања	講課
предавања	講座
предавања	演講
венецуела	委內瑞拉
дрвја	樹
дрвја	樹木
одговорни	負責
одлично	棒
одлично	偉大
лион	里昂
лион	leon
тунис	突尼西亞
тунис	突尼西亞
клисура	峽谷
клисура	山溝
видливи	可見
видливи	有形
чиста	乾淨
чиста	清潔
чиста	純潔
чиста	純純
чиста	純
чиста	純粹
поздрав	問候
поздрав	問候
поздрав	敬禮
пуштен	獲釋
брз	快速
брз	快餐
стокхолм	斯德哥爾摩
моменти	moments
моменти	瞬間
моменти	時刻
генетски	遺傳
есен	秋季
есен	秋天
есен	秋
есен	秋季
есен	秋天
есен	跌倒
негативни	負面
негативни	負
негативни	否定
негативни	陰性
негативни	消極
потомци	後裔
потомци	後代
инфлација	通貨膨脹
сува	乾燥
сува	乾
лого	標誌
лого	標識
јужни	南方
јужни	南部
звуци	噪音
полека	慢慢地
штит	盾牌
марс	火星
четврт	季度
предлози	提議
предлози	建議
фамилии	家庭
ритам	韻律
ритам	節奏
пролет	春
пролет	春秋
пролет	春天
пролет	彈簧
пролет	春季
посети	參觀
посети	訪問
посети	訪問
класични	古典
градите	胸
градите	胸部
градите	胸膛
градите	胸口
градите	胸
градите	胸部
градите	乳房
градење	大樓
градење	建築
градење	建築物
градење	施工
градење	建設
градење	建築
градење	建
градење	建立
латинска	拉丁
латинска	拉丁文
возило	車輛
соседни	鄰近
веројатност	概率
веројатност	可能性
нафта	油
нафта	石油
нафта	機油
нафта	石油
инженерство	工程
инженерство	工程學
марки	標記
парови	夫妻
парови	情侶
парови	夫婦
потера	搜捕
потера	追求
потера	追逐
потера	追擊
размислување	思維
размислување	思考
шеста	第六
горе	樓上
пренесување	轉帳
пренесување	轉讓
пренесување	轉移
грижа	護理
грижа	關心
спомнува	提及
спомнува	mentions
пеење	歌聲
пеење	唱歌
пеење	歌唱
растат	生長
растат	成長
растат	成長
растат	生長
лек	藥品
лек	藥物
лек	醫學
лек	藥
лек	醫藥
лек	補救
лек	治癒
сексуално	性
заби	牙
заби	牙齒
седма	七七
седма	七個
седма	七
седма	seven
седма	第七
граѓански	民事
граѓански	公民
вие	你
ѕидини	牆壁
ѕидини	城牆
ѕидини	牆
парење	交配
фестивали	節日
венера	維納斯
венера	金星
португалски	葡萄牙語
португалски	葡萄牙
противник	敵手
противник	對手
маглина	星雲
круз	cruz
џим	jim
реј	雷
реј	ray
пациенти	病患
пациенти	患者
пациенти	病人
слави	慶祝
четвртото	第四
соодветен	適當
соодветен	適合
соодветен	合適
едуар	edouard
надолу	往下
надолу	向下
сликарство	畫畫
сликарство	畫
сликарство	油畫
сликарство	繪畫
монетарна	貨幣
лов	獵
лов	hunt
лов	狩獵
лов	lowe
лов	獵
лов	狩獵
лов	打獵
жртва	犧牲
жртва	受害人
жртва	受害者
жртва	死者
западни	西方
западни	西部
обединета	統一
собрани	收集
кенија	肯亞
опашката	尾巴
опашката	尾
торонто	多倫多
заштити	保護
бегство	越獄
бегство	逃離
алпи	阿爾卑斯山
типично	典型
дожд	雨
дожд	下雨
дожд	雨水
убавина	美容
убавина	美人
убавина	美女
убавина	美
жици	弦樂
жици	和弦
вовед	介紹
вовед	前奏曲
вовед	前奏
вовед	序幕
изведувачи	承包商
распаѓање	分解
распаѓање	衰敗
распаѓање	衰減
распаѓање	衰變
прав	塵土
прав	塵
прав	塵埃
прав	灰塵
прав	粉
прав	粉末
прав	火藥
специјален	特別
должност	職責
уругвај	烏拉圭
администратор	署長
интелигенција	智慧
интелигенција	情報
интелигенција	智力
специјално	特別
современ	摩登
современ	現代
современ	近代
современ	現代化
современ	當代
акциите	木樁
акциите	股票
акциите	存貨
акциите	庫存
базата	基地
базата	基礎
базата	基數
предизвикана	誘導
предизвикана	誘發
бунт	叛亂
бунт	叛變
бунт	暴動
бунт	暴亂
бунт	騷亂
бунт	叛亂
бунт	叛逆
бунт	反叛
следбеници	追隨者
прифатена	接受
преведувач	口譯員
преведувач	口譯
биолошки	生物
биолошки	生物學
ирски	愛爾蘭
пере	pere
богато	富人
богато	富
богато	豐富
богато	富有
донесени	頒布
испрати	送出
нешта	事情
ниеден	無
забрана	禁止
кутија	箱
кутија	框
кутија	盒
кутија	盒子
кутија	方框
мишел	michelle
мишел	michel
архива	檔案
архива	歸檔
лета	飛
лета	蒼蠅
лета	飛翔
глобус	全球
глобус	環球
честичка	顆粒
честичка	粒子
честичка	微粒
високиот	高
врховен	最高
традиционални	傳統
јазли	節點
совети	建議
совети	提示
совети	小費
жито	小麥
жито	麥子
жито	糧食
жито	穀物
жито	糧
двд	dvd
двд	dvd
акцент	口音
копното	內地
копното	大陸
мур	荒原
мур	moore
мур	穆爾
мур	摩爾
општествено	社交
железнички	鐵路
сребро	銀色
сребро	銀
сребро	白銀
чешки	捷克
суштина	實質
суштина	本質
суштина	精華
јадење	小菜
јадење	菜
јадење	吃
јадење	飲食
јадење	進食
јадење	食
јадење	餐
јадење	飯
бројка	圖
достапна	可用
свештеници	神職人員
истакнати	精選
детство	童年
одлучува	決定
автономна	自主
еднакво	等效
еднакво	相當於
еднакво	平等
законски	合法
близнаци	雙胞胎
дознајте	學習
дознајте	學
почесен	名譽
оска	軸線
оска	軸
оска	軸心
копно	陸地
копно	土地
копно	內地
копно	大陸
ослободи	釋出
ослободи	釋放
индивидуални	個人
индивидуални	個別
индивидуални	個體
каролина	caroline
маршал	marshall
маршал	元帥
одржувањето	維護
одржувањето	維修
одржувањето	維持
одржувањето	保養
почести	榮譽
спринт	衝刺
гитарист	吉他手
наследници	繼承人
донесен	頒布
депозити	存款
депозити	押金
депозити	保證金
депозити	存
депозити	存款
депозити	押金
пакет	包裝
пакет	包
пакет	包裹
јазол	節點
јазол	結
остава	樹葉
остава	葉子
колега	同事
колега	對口
мостови	橋梁
мостови	橋
повисок	更高
повисок	較高
повисок	更高
статуа	雕像
статуа	雕塑
статуа	塑像
фабрика	廠
фабрика	工廠
делува	撫慰
делува	舒緩
работник	勞動者
работник	工人
бришење	刪除
бришење	刪除
бришење	刪去
основи	地基
основи	基金會
улици	街道
гимназијата	體育館
устата	嘴巴
устата	口
устата	嘴
устата	口腔
сервис	服務
дистрибуција	分布
дистрибуција	分配
дистрибуција	分銷
верници	信士
верници	信徒
верници	忠誠
верници	忠實
пехар	盃
пехар	杯
пехар	杯子
инженер	工程師
анатомија	解剖
анатомија	解剖學
џони	johnny
хозе	jose
дански	丹麥
ибрахим	ibrahim
гориво	燃料
гориво	燃油
повисоко	較高
повисоко	更高
јаде	吃
јаде	飲食
јаде	進食
јаде	食
јаде	吃
јаде	吃了
јајце	蛋
јајце	雞蛋
бази	基地
лева	左側
лева	左
лева	左翼
лева	左邊
депресија	蕭條
депресија	抑鬱
депресија	抑鬱症
депресија	沮喪
сенатот	元老院
сенатот	參議院
ева	eva
ева	夏娃
ева	eve
платно	畫布
платно	帆布
платно	xxxx
афера	外遇
светец	聖人
светец	聖
пошироко	超越
гама	gamma
гама	伽瑪
андре	andre
андре	andré
лист	葉
лист	葉子
принудени	被迫
принудени	強迫
стрела	箭頭
стрела	箭號
стрела	箭
варшава	華沙
шанса	機會
кадар	幹部
внатрешно	內部
внатрешно	內部
внатрешно	內心
внатрешно	內
внатрешно	內在
вилает	vilayet
андерсон	anderson
прифатени	接受
дупки	孔洞
продукти	商品
продукти	產品
продукти	雜貨
корисни	實用
корисни	有用
осамен	孤單
осамен	寂寞
осамен	孤獨
продавница	shop
продавница	購物
продавница	店鋪
продавница	店
продавница	商店
продавница	店
продавница	商店
кетрин	catherine
кетрин	katherine
школи	學校
облак	雲
облак	雲端
помагаат	協助
помагаат	幫助
помагаат	幫忙
икона	圖示
уметничко	美術
уметничко	art
уметничко	藝術品
уметничко	藝術
уметничко	藝術
реченица	句子
реченица	刑期
реченица	判刑
носија	裝束
продаде	賣
продаде	出售
медиум	船隻
медиум	介質
медиум	中型
медиум	中等
медиум	媒介
насоки	方向
изгуби	輸
димитриј	dmitri
димитриј	dmitry
димитриј	dimitri
блокови	區塊
блокови	積木
фернандо	fernando
широки	廣
широки	寬
широки	廣義
широки	廣
широки	寬
покрива	封面
петти	第五
петти	第五次
номинации	提名
компонента	元件
снег	下雪
снег	下雪
снег	雪
снег	snow
фредерик	frederic
тестови	測試
тестови	測驗
судбината	天命
судбината	命運
судбината	命運
александрија	亞歷山大
пумпа	泵
пумпа	水泵
модерни	摩登
модерни	現代
модерни	近代
модерни	現代化
селекција	挑選
селекција	選取
селекција	選擇
селекција	甄選
внатрешен	內部
внатрешен	內心
внатрешен	內
внатрешен	內在
понуди	優惠
понуди	優惠
потер	波特
номинација	提名
изучување	研究
изучување	學習
бар	酒吧
бар	bar
предавање	投降
предавање	交出
стојат	站立
стојат	站
стојат	站著
седишта	座位
седишта	席位
седишта	座位
истражувач	研究者
истражувач	研究員
истражувач	探險家
истражувач	explorer
трети	第三
дејствија	行動
позитивно	積極
позитивно	正面
позитивно	陽性
крстот	十字架
крстот	cross
крстот	十字
крстот	交叉
подобра	更好
доделени	指派
судири	衝突
лоша	壞
малта	馬耳他
влади	政府
постигнување	實現
џин	金
џин	晉
џин	仁
џин	jin
џин	讓
џин	jean
џин	gene
џин	基因
џин	巨人
џин	巨
џин	巨型
ватикан	梵蒂岡
плаќање	付款
плаќање	支付
изведувач	承包商
изведувач	藝術家
изведувач	藝人
фондација	基金會
планинска	山
планинска	山區
планинска	山地
планинска	山地
оксфорд	牛津
обидуваат	嘗試
синдром	症候群
надлежност	管轄權
феникс	鳳
феникс	鳳凰
франк	法郎
африкански	非洲
вил	將
вил	威爾
вил	wil
туристичка	遊客
туристичка	旅遊
состанок	會議
учители	教師
одново	再次
традиционална	傳統
роднини	親屬
роднини	親戚
логото	標誌
логото	標識
почва	泥土
почва	土壤
почва	土
вашиот	你的
стока	商品
стока	貨物
стока	牛
стока	商品
жива	活著
непријатели	仇人
девојки	girls
девојки	女孩
девојки	女生
девојки	女童
оркестар	管弦樂隊
оркестар	樂團
нето	淨
нето	net
нето	網
информатика	運算
информатика	計算
тврдини	工事
земјотрес	地震
операцијата	手術
операцијата	行動
операцијата	運算
операцијата	操作
камбоџа	柬埔寨
пауза	中斷
пауза	休息
пауза	打破
пауза	停頓
пауза	暫停
пенсилванија	賓州
пенсилванија	賓夕法尼亞
обем	體積
обем	音量
патријархот	族長
воведе	引入
смени	輪班
смени	切換
смени	開關
смени	切換
смени	改變
смени	更改
смени	變更
смени	變
дополнителна	附加
дополнителна	補充
електричен	電氣
електричен	電
електричен	電動
јата	集群
напон	電壓
ширењето	傳播
ширењето	散播
ширењето	蔓延
кредит	信用
кредит	信貸
вкупен	共計
вкупен	總計
ропство	奴隸制
ропство	奴役
ропство	綁縛
ропство	束縛
ропство	奴役
тебе	你
бутан	不丹
маркс	標記
расел	羅素
пченица	小麥
пченица	麥子
водачи	領導者
водачи	領導人
заинтересирани	興趣
заинтересирани	感興趣
излез	輸出
излез	產出
излез	退出
излез	出境
излез	出口
падините	山坡
генерации	一代
генерации	世代
територијална	領土
забрането	禁
забрането	禁止
забрането	違禁
забрането	禁忌
забрането	禁止
клуч	鑰匙
клуч	鍵
клуч	key
клуч	關鍵
вистина	真實
автопатот	州際公路
коментар	評論
канцеларија	辦公
канцеларија	辦公室
канцеларија	辦事處
либија	利比亞
шпанска	西班牙文
шпанска	西班牙語
пиење	飲酒
пораката	留言
пораката	訊息
пораката	信件
потрошувачка	消費
потрошувачка	消費量
потрошувачка	消耗
сино	blue
сино	藍
сино	藍色
јаглен	煤礦
јаглен	煤炭
јаглен	煤
јаглен	炭
јаглен	木炭
правопис	拼字
правопис	拼寫
резиденција	居住
резиденција	住宅
резиденција	居所
резиденција	住所
вина	斷層
вина	罪惡感
вина	內疚
вина	愧疚
бах	巴赫
форум	論壇
класици	經典
едноставен	簡單
највисоко	最高
непознати	陌生人
непознати	未知
непознати	不明
реформа	改革
реформа	改革
наводи	指控
наводи	指稱
наводи	指控
наводи	指稱
методот	法
методот	方法
методот	辦法
методот	方式
одлична	棒
одлична	偉大
голман	守門員
голман	守門員
службеници	辦事員
службеници	書記
празнина	空虛
празнина	間隙
празнина	缺口
празнина	差距
создадено	生成
бостон	波士頓
исламски	伊斯蘭
кенеди	肯尼迪
кенеди	kennedy
обврзници	保證金
обврзници	債券
сабота	星期六
сабота	週六
адвокат	律師
обврска	義務
обврска	承諾
оддели	各部門
купи	購買
купи	買
зголемен	增加
математичка	數學
деценија	十年
тајланд	泰國
листи	名單
обвинет	被告
обвинет	被告人
обвинет	被告
противници	對手
глаголи	動詞
шри	sri
нацистичка	納粹
пријателски	友軍
пријателски	友好
пријателски	友善
преминот	走道
стоки	商品
стоки	貨物
стоки	商品
сиднеј	雪梨
сиднеј	sydney
јасна	清除
даноци	稅務
даноци	稅收
даноци	稅
даноци	稅款
претпоставка	推定
претпоставка	假設
претпоставка	假定
корен	根
корен	root
божица	女神
задоволство	滿意
задоволство	抵償
денис	denise
денис	dennis
порталот	門戶
непознато	未知
непознато	不明
лук	luke
лук	路加
лук	大蒜
лук	蒜
камп	露營
камп	難民營
камп	營
камп	營地
програмирање	程式設計
месечина	月光
месечина	月球
месечина	月亮
месечина	月
концертот	音樂會
концертот	演唱會
коските	bones
коските	骨
коските	骨骼
коските	骨頭
ориентација	方向
ориентација	定向
реалноста	現實
провинции	省份
провинции	各省
обичен	平原
обичен	普通
обичен	平凡
обичен	常見
обичен	通用
обичен	共同
кока	可樂
кока	古柯
осма	第八
економист	經濟學家
харвард	哈佛
дневно	每日
струи	海流
цврсто	固體
цврсто	固態
цврсто	實心
цврсто	扎實
цврсто	堅固
цврсто	緊
столбови	支柱
столбови	界碑
столбови	欄
тронот	王座
тронот	王位
тронот	寶座
мол	痣
мол	鼴鼠
мол	摩爾
мол	mol
мпц	mpc
сребрени	銀色
сребрени	銀
сребрени	白銀
огромно	巨大
огромно	壓倒性
огромно	遼闊
окото	眼
окото	眼睛
лингвистика	語言學
филаделфија	費城
натпреваруваат	相爭
ѓоковиќ	djokovic
годишнината	週年紀念
ефикасност	效率
ефикасност	成效
ефикасност	有效性
ефикасност	效能
талент	才幹
талент	人才
талент	才華
талент	天才
талент	天賦
поема	詩
повредени	受傷
повредени	傷
повредени	負傷
обвивка	層
домашна	家用
домашна	國內
домашна	作業
домашна	功課
емисии	顯示
овци	羊
овци	綿羊
картички	卡
