மற்றும்	ja
மர்மமான	salaperäinen
மர்மமான	mystinen
ஜில்	jill
ஆதரவாளர்	kannattaja
ஆதரவாளர்	tukija
ஆதரவாளர்	kannattajia
அசிசி	assisi
ஸ்பா	spa
ஸ்பா	kylpylä
ஸ்பா	kylpylässä
ஜெரார்ட்	gerrard
பூக்களை	kukat
பூக்களை	kukkia
கைதி	vankia
கைதி	vanki
கைதி	vankeja
கைதி	vankien
கைதி	vangit
கைதி	vankila
கைதி	vankilassa
நிமிடத்திற்கு	minuutti
நிமிடத்திற்கு	minuutissa
நிமிடத்திற்கு	minuutin
உலகங்கள்	maailmojen
உலகங்கள்	maailmoja
முறைகேடு	väärinkäyttö
முறைகேடு	väärinkäytön
முறைகேடு	väärinkäyttöä
முறைகேடு	pahoinpitely
முறைகேடு	väärinkäytökset
பவுண்ட்	punta
மரடோனா	maradona
நாடகாசிரியர்	näytelmäkirjailija
இணக்கமான	yhteensopivia
இணக்கமான	yhteensopiva
ஸ்மார்ட்	älykäs
ஸ்மார்ட்	viisas
ஸ்மார்ட்	fiksu
கொடு	antaa
கொடு	annetaan
கானல்	mirage
கோனார்	conor
கலந்தாய்வு	neuvontaa
கலந்தாய்வு	neuvonta
நீராற்பகுப்பு	hydrolyysi
மாலுமி	merimies
சுங்க	tulli
அதிருப்தி	tyytymätön
அதிருப்தி	tyytymättömiä
ஓட்டும்	ajettu
ஓட்டும்	ajaminen
ஓட்டும்	ajaa
ஓட்டும்	ajo
சத்துக்கள்	ravintoaineita
ரியாத்	riadissa
கார்ப்பரேட்	yritysten
அடுத்தது	seuraava
அடுத்தது	seuraavaksi
தியாகிகள்	marttyyri
வெட்டுதல்	leikkaaminen
வெட்டுதல்	leikkaukset
வெட்டுதல்	leikkauksia
வெட்டுதல்	palat
நோயியல்	patologian
முழங்கால்	polvi
முழங்கால்	polven
ஏரோது	herodes
உதவிகரமாக	hyödyllinen
உதவிகரமாக	hyödyllisiä
உதவிகரமாக	hyödyllistä
டிரினிடாட்	trinidad
ஹெர்பர்ட்	herbert
கேரியர்	harjoittajan
கேரியர்	operaattori
கேரியர்	kantaja
தோல்வியுற்றது	epäonnistui
தோல்வியுற்றது	epäonnistunut
பேசவும்	puhua
பேசவும்	puhu
பேசவும்	puhetta
பேசவும்	puhua
பேசவும்	puhu
தொட்டிகள்	ruukkuja
உறைந்த	jäädytetty
உறைந்த	jäätynyt
உறைந்த	jäässä
உறைந்த	jäädytetyt
பருவமழை	monsuuni
நிறைவேறியது	täyttänyt
கால்களும்	jalkojen
கால்களும்	jalat
சால்	salin
சால்	sal
பறிமுதல்	takavarikoida
பறிமுதல்	takavarikoi
பறிமுதல்	takavarikoitu
பறிமுதல்	takavarikoitiin
சும்மா	vain
இஸ்தான்புல்	istanbulin
ஆண்ட்ராய்டு	android
காசிம்	qasim
செலுத்தல்	rehun
செலுத்தல்	syöte
செலுத்தல்	rehua
செலுத்தல்	rehu
செலுத்தல்	syötteen
உதவித்தொகை	stipendin
வெலிங்டன்	wellington
பென்ஸ்	penniä
பென்ஸ்	benz
ஹெல்த்	terveyttä
ஹெல்த்	terveys
நத்தை	etana
பாவ்	tassu
சட்டவிரோதமாக	laittomat
சட்டவிரோதமாக	laitonta
சட்டவிரோதமாக	laittomia
சட்டவிரோதமாக	laiton
சட்டவிரோதமாக	laittomasti
பேசுபவர்கள்	puhuja
பேசுபவர்கள்	puhujan
அலசி	kuvailla
வெளியிடப்படவில்லை	julkaisemattomia
மோதிரம்	rengas
மோதிரம்	sormus
மோதிரம்	kehä
மோதிரம்	soida
நிறைவுற்றது	valmis
நிறைவுற்றது	valmiit
நிறைவுற்றது	päättynyt
நிறைவுற்றது	suoritettu
நிறைவுற்றது	päätökseen
நிறைவுற்றது	päättynyt
புகார்கள்	valitukset
புகார்கள்	valituksia
சீருடை	yhdenmukainen
சீருடை	univormu
பதப்படுத்தப்பட்ட	käsitellyt
பதப்படுத்தப்பட்ட	käsitelty
பதப்படுத்தப்பட்ட	jalostettu
பிளேட்டோ	platon
#பெரிய	#hieno
தன்னியக்க	automaattinen
தன்னியக்க	automaattisesti
தன்னியக்க	automaattiset
தன்னியக்க	automaatti
ஆர்ப்பாட்டம்	osoittaminen
ஆர்ப்பாட்டம்	mielenosoitus
லாம்	lam
கடந்தது	mennyttä
கடந்தது	menneet
கடந்தது	ohi
கடந்தது	menneisyys
ஹெய்டி	haitin
பதிமூன்று	kolmetoista
பதிமூன்று	thirteen
ஸ்பென்சர்	spencerin
ஸ்பென்சர்	spencer
அப்பு	apu
மெட்டா	meta
பார்க்கிறார்	katsominen
பார்க்கிறார்	katselu
எதிர்ப்புகள்	vastalauseita
எதிர்ப்புகள்	mielenosoitukset
எதிர்ப்புகள்	mielenosoituksia
தூக்கமின்மை	unettomuus
ஒளிர்வு	kirkkaus
ஆலிவ்	olive
செருமேனியம்	germanium
பொதுவானவை	yleinen
பொதுவானவை	yleiset
பொதுவானவை	kenraali
பொதுவானவை	yleistä
அட்கின்சன்	atkinson
இசுட்ரோன்சியம்	strontium
அகரவரிசை	aakkosellinen
அகரவரிசை	aakkoset
காரல்	carl
காரல்	karl
இனிமையான	makea
இனிமையான	sweet
இனிமையான	makeaa
இனிமையான	suloinen
கதி	katy
மலர்களை	kukat
மலர்களை	kukkia
வேட்டையாடி	metsästäjä
வேட்டையாடி	hunter
வேட்டையாடி	saalistaja
நினைவாற்றல்	muistin
நினைவாற்றல்	muisto
நினைவாற்றல்	muistot
நினைவாற்றல்	muisti
நினைவாற்றல்	muistia
அபூ	abu
பாங்காக்	bangkok
பாங்காக்	bangkokissa
புளூட்டோ	pluto
டாஸ்	dos
புடவை	sari
பித்தகோரசு	pythagoraan
பைகள்	laukkuja
பைகள்	laukut
பைகள்	pussit
காண்பிக்கிறது	näytetään
காண்பிக்கிறது	näkyvillä
காண்பிக்கிறது	näyttäminen
சீர்குலைவு	häiriö
சீர்குலைவு	häiriöitä
வைக்கிங்	viking
வைக்கிங்	viikingit
டயானா	diana
டயானா	dianan
ஹீலியம்	helium
உணர்கிறேன்	tunne
உணர்கிறேன்	tuntea
உணர்கிறேன்	tuntuu
உணர்கிறேன்	fiilis
உணர்கிறேன்	tunne
உணர்கிறேன்	olo
அரைத்து	sekoittaminen
நீரூற்று	suihkulähde
சூரியகாந்தி	auringonkukka
மறைக்கப்பட்ட	piilossa
மறைக்கப்பட்ட	kätketty
மறைக்கப்பட்ட	piilotettu
மாடியில்	kerros
மாடியில்	lattia
பிராட்வே	broadway
பிராட்வே	broadwayn
எர்வின்	erwin
ஆண்டிமனி	antimoni
கார்ல்சன்	carlson
உறுதிப்பாடு	vahvistus
உறுதிப்பாடு	vahvistuksen
உறுதிப்பாடு	varmistus
உறுதிப்பாடு	vahvistusta
கேத்தரின்	catherine
கேத்தரின்	katariina
சந்து	aukkoja
சந்து	aukot
பேப்பர்	paperi
பேப்பர்	paperia
அரிஸ்டாட்டில்	aristoteles
மன்னிக்கவும்	anteeksi
கிழவன்	veltto
அதிசயங்கள்	ihmeet
அதிசயங்கள்	ihmeitä
ஐயன்	ion
சொல்லப்பட்டது	totesi
ஈரோஸ்	eros
சாராயம்	viina
சாராயம்	viinaa
பழமைவாத	konservatiivien
பழமைவாத	konservatiivinen
பழமைவாத	konservatiivit
ஏஞ்சல்	angel
ஏஞ்சல்	enkeli
வடிவமைப்பாளர்கள்	suunnittelijat
லிஸ்பன்	lissabon
லிஸ்பன்	lissabonin
லிஸ்பன்	lissabonissa
சங்	cheung
சங்	lauloi
கார்சியா	garcia
கார்சியா	garcía
ஒண்டாரியோ	ontarion
அகன்று	revitty
அகன்று	repesi
அகன்று	repi
சயனைடு	syanidia
வஸ்தோக்	vostok
வாத்தியம்	instrumentaali
சாண்டா	pukki
சாண்டா	santa
சாம்பியா	sambian
மானியங்கள்	tuet
மானியங்கள்	avustukset
மானியங்கள்	tukia
கராத்தே	karate
கராத்தே	karatea
யாருடைய	jonka
யாருடைய	joiden
யாருடைய	kenen
போரா	bora
அட்மிரல்	amiraali
கட்டளையை	komento
கட்டளையை	komentoa
கட்டளையை	komennon
அட்லாண்டா	atlanta
கோப்	cobb
கோப்	cope
பீன்	papua
பீன்	bean
மில்டன்	milton
தொடர்பில்லாத	offline
புளோரன்ஸ்	florence
புளோரன்ஸ்	firenzen
புளோரன்ஸ்	firenze
புளோரன்ஸ்	firenzessä
மேஜிக்	taikaa
மேஜிக்	magic
மேஜிக்	taikuutta
மேஜிக்	taikuus
மேஜிக்	taika
நொதுமி	neutroni
கழுகுகள்	eagles
உள்ளீடுகள்	merkinnät
தொடுதல்	koske
தொடுதல்	koskea
தொடுதல்	koskettaa
தொடுதல்	kosketus
தொடுதல்	kosketa
வேதனை	seuraamus
வேதனை	rangaistus
வேதனை	rangaistuksen
வேதனை	rangaistusta
வேதனை	rangaistus
நைட்ரோ	nitro
கோக்	kokaiinia
கோக்	kokaiini
தயாரிப்பை	tuote
தயாரிப்பை	tuotteen
தயாரிப்பை	tuotetta
தயாரிப்பை	tuotteet
வார்ப்பு	puitteet
வார்ப்பு	pohja
வார்ப்பு	mallissa
வார்ப்பு	malli
விரும்புகிறார்	haluu
விரும்புகிறார்	haluaa
விரும்புகிறார்	tahtoo
தெரசா	teresa
செலவாகும்	kustannukset
செலவாகும்	maksaa
செலவாகும்	hinta
செலவாகும்	kulut
செலவாகும்	kustannus
ஜெரால்ட்	gerald
டிரைவர்	ajaja
டிரைவர்	kuljettajan
டிரைவர்	kuljettaja
டிரைவர்	kuski
சுகம்	nauttia
சுகம்	nauti
கஞ்சா	kannabis
கஞ்சா	kannabiksen
கஞ்சா	kannabista
குறிமுறை	koodi
நிராகரிக்கப்பட்டது	kieltäytyi
நிராகரிக்கப்பட்டது	kieltäytynyt
நிராகரிக்கப்பட்டது	hylättiin
நிராகரிக்கப்பட்டது	hylätty
காரணமும்	järki
காரணமும்	syy
காரணமும்	syyn
பொலோனியம்	polonium
பேரி	päärynä
சேவையகம்	juontaja
சேவையகம்	isäntä
சேவையகம்	järjestäjä
சேவையகம்	palvelimen
சேவையகம்	palvelin
உருப்படி	erä
முகாம்கள்	leirit
ராக்கி	rocky
ரூனி	rooney
எரிப்பு	potkut
எரிப்பு	erotettu
ஹுசைன்	hussain
வடிவமைப்புக்	muotoiluun
வடிவமைப்புக்	muotoilu
சோதி	tarkista
சோதி	tarkistaa
சோதி	tarkistus
சோதி	tarkistetaan
சோதி	check
சாம்சங்	samsung
பூல்	allas
சாப்ளின்	chaplin
பனியாறு	jäätikkö
பிரின்ஸ்டன்	princetonin
அணுகு	käyttöoikeus
அணுகு	pääsy
அணுகு	saatavuus
ராமா	rama
ஈமு	emu
வெனிசுலா	venezuelan
செங்கோல்	valtikka
மெரினா	marina
சீரியம்	cerium
ஜான்ஸ்	johns
இருமுனையம்	diodi
ஐவரி	norsunluuta
காகா	gaga
நியோ	neo
நியோ	uus
டங்கன்	duncanin
டங்கன்	duncan
கதாநாயகி	sankaritar
காதுகள்	korvat
காதுகள்	korvia
காதுகள்	korvien
பாட்டன்	baton
ஹிந்துஸ்தான்	hindustan
பாட்ரிக்	patrick
பாட்ரிக்	patrik
மலாவி	malawin
தோழமை	fellowship
பந்தம்	soihdun
பந்தம்	soihtu
தொடுதிரை	kosketusnäyttö
அம்பர்	amber
பதாகை	banner
வெள்ளெலி	hamsteri
பிரபலமானவை	suosittu
பிரபலமானவை	suosittua
பிரபலமானவை	suosittuja
பிரபலமானவை	suositut
செல்டிக்	kelttiläinen
வெல்ஸ்	wells
வான்கூவர்	vancouver
தாதுக்கள்	mineraaleja
நிக்கல்சன்	nicholson
யூரி	juri
யூரி	yuri
கிக்	potku
கிக்	potkia
கிக்	kick
சேர்க்கிறது	lisätään
சேர்க்கிறது	lisääminen
மிட்செல்	mitchellin
மிட்செல்	mitchell
கொலைகள்	murhia
கொலைகள்	murhat
சமச்சீரற்ற	epäsymmetrinen
விண்கலத்தில்	astronautit
நவீன்	naveen
செம்மறி	lampaan
செம்மறி	lampaat
செம்மறி	lammas
செம்மறி	lampaita
நாற்றம்	haisuli
நாற்றம்	haiseva
ப்ரோ	pro
ப்ரோ	ammattilainen
சில்க்	silkkiä
நினைத்துக்	ajattelun
நினைத்துக்	ajattelu
நினைத்துக்	miettii
நினைத்துக்	ajattelua
கத்தோலிக்கர்கள்	katolilaiset
கிரேஸ்	armo
கிரேஸ்	armon
கிரேஸ்	grace
கலைஞன்	taiteilija
கலைஞன்	taiteilijan
கலைஞன்	artisti
கலைஞன்	esittäjä
மீசை	viikset
கருணாநிதியின்	hylkäsi
சட்டவியல்	oikeuskäytäntö
சட்டவியல்	oikeuskäytännön
யோசுவா	joshua
தினங்கள்	päivien
தினங்கள்	päivää
தினங்கள்	päiviä
தினங்கள்	days
தினங்கள்	päivät
பிடித்தமான	suosikki
பிடித்தமான	lempi
பிடித்தமான	suosikki
பிடித்தமான	lempi
யமன்	yama
ரேடார்	tutkan
ரேடார்	tutka
ஹனோய்	hanoi
கண்டுபிடித்தல்	löytäminen
கண்டுபிடித்தல்	löytää
பிறரை	muut
பிறரை	toiset
பிறரை	muita
கிங்டம்	kuningaskunta
கிங்டம்	valtakunta
தான்சானியா	tansanian
லெஸ்	les
உறைந்து	liikkumatta
லில்	lil
நேரடியாகச்	suoraan
பிலிப்பினோ	filippiiniläinen
தவறிய	pudotti
பகிர்தல்	jakamista
பகிர்தல்	jaetaan
பகிர்தல்	jakaminen
ஒன்றாய்	kimpassa
ஒன்றாய்	yhdessä
விபத்துக்கள்	onnettomuudet
விபத்துக்கள்	onnettomuuksia
விபத்துக்கள்	onnettomuuksien
விபத்துக்கள்	onnettomuuksista
பார்க்கிறேன்	katsella
பார்க்கிறேன்	katselin
பார்க்கிறேன்	katsomassa
பார்க்கிறேன்	katselee
பார்க்கிறேன்	katsoo
மெல்	mel
கணக்கிடப்பட்ட	arvio
கணக்கிடப்பட்ட	arvioidut
கணக்கிடப்பட்ட	arviolta
கணக்கிடப்பட்ட	arvioitu
டேன்	dane
நிர்வாண	alastomana
நிர்வாண	alasti
நிர்வாண	alaston
நிர்வாண	alasti
நிர்வாண	alaston
பாதங்கள்	jalkojen
பாதங்கள்	jalat
பாதங்கள்	tassut
புனைபெயர்	salanimi
பிளமேன்கோ	flamenco
கோரல்	coral
தண்டின்	sieppari
நியான்	neon
மேரா	mera
தூசி	pölyä
தூசி	pölyn
தூசி	pöly
புதையல்	aarre
புதையல்	aarteita
புதையல்	aarretta
புதையல்	aarteen
அரைக்கோளம்	pallonpuoliskolla
பூன்	siunaus
பூன்	boon
ஹமாஸ்	hamasin
ஹமாஸ்	hamas
நீள்வட்டம்	ellipsi
காட்டப்பட்ட	näytetty
வியட்நாமிய	vietnamin
வியட்நாமிய	vietnam
புதிது	uudet
புதிது	uusi
புதிது	uutta
புதிது	uusia
சாக்	zac
கண்டிப்பான	tiukat
கண்டிப்பான	tiukkaa
கண்டிப்பான	tiukka
கண்டிப்பான	ankara
பிலிப்ஸ்	philips
ஐஸ்லாந்து	islantiin
ஐஸ்லாந்து	islannissa
ஐஸ்லாந்து	islanti
ஐஸ்லாந்து	islannin
அன்புள்ள	rakkaat
அன்புள்ள	rakas
இதயத்தை	heart
இதயத்தை	sydäntä
இதயத்தை	sydän
இதயத்தை	sydämen
உயர்வாக	korkeampi
உயர்வாக	suurempi
கண்ணே	babes
கண்ணை	silmä
கண்ணை	eye
கண்ணை	silmät
கூட்டாளிகள்	kumppanit
ஒரிஜினல்	alkuperäinen
ஒரிஜினல்	alkuperäiset
ஜூனோ	juno
பைத்தான்	python
சோம்பல்	laiska
கிரீக்	kreikka
கிரீக்	kreikkalainen
கிரீக்	kreikkaa
கிரீக்	kreikan
கிரீக்	kreikkalaiset
என்ஜின்	moottorin
என்ஜின்	moottorit
என்ஜின்	moottori
உள்நோக்கம்	aikomus
சூழ்ச்சி	juoni
சூழ்ச்சி	tontti
ஆடம்பர	ylellinen
ஆடம்பர	ylellisyyttä
பேசுகிறார்கள்	puhuu
பேசுகிறார்கள்	puhuminen
பேசுகிறார்கள்	puhuva
பேசுகிறார்கள்	puhetta
அம்புகள்	nuolet
அம்புகள்	nuolia
பயனற்ற	arvoton
பயனற்ற	kelvoton
குவாம்	guam
கோமஸ்	gomez
சான்றிதழ்கள்	todistusten
சான்றிதழ்கள்	todistukset
சான்றிதழ்கள்	todistuksia
சான்றிதழ்கள்	todistusta
சான்றிதழ்கள்	todistus
சான்றிதழ்கள்	todistuksen
மறுத்தல்	ohita
கிளிக்	klikkaa
ஆயுட்காலம்	elinikäinen
ஆயுட்காலம்	elinikä
ஆயுட்காலம்	eliniän
ஸ்ட்ரீம்	virta
ஸ்ட்ரீம்	puro
ஸ்ட்ரீம்	stream
தாடை	leuan
தாடை	leuka
வெல்ச்	welch
ஓவன்	owen
ஓவன்	owenin
ஓவன்	uunin
ஓவன்	uuni
ஓவன்	uunissa
மறுக்க	vastustaa
மறுக்க	vastusta
மறுக்க	kieltäytyä
மறுக்க	evätä
மறுக்க	kieltäydy
இணையதளங்கள்	sivustot
கழுவி	pesi
கார்டு	sointu
கார்டு	kortin
கார்டு	kortti
வீடியோக்கள்	videot
வீடியோக்கள்	videoiden
வீடியோக்கள்	videoita
பட்ஜெட்	talousarvio
பட்ஜெட்	talousarvion
பட்ஜெட்	budjetti
அனிதா	anita
பென்னெட்	bennett
பென்னெட்	bennet
மிசூரி	missourin
சோங்	chong
ரீவ்ஸ்	reeves
பக்கவாதம்	aivohalvaus
சுமாராக	kunnon
கடவுச்சொல்	salasanan
கடவுச்சொல்	salasana
நகைச்சுவையான	humoristinen
எழுகிறது	nousu
எழுகிறது	nousee
எழுகிறது	nouseva
எழுகிறது	nousussa
கவனத்துடன்	tarkkaavainen
சென்ட்	tuoksu
சென்ட்	sentti
நண்பகல்	keskipäivällä
அப்துர்	abdur
சியாட்டில்	seattlen
சியாட்டில்	seattle
உலகமயமாதல்	globalisaatio
கோர்ன்	korn
டேனிஷ்	tanskan
டேனிஷ்	tanska
டேனிஷ்	tanskalainen
கௌரவம்	kunniaa
கௌரவம்	kunnia
கொலம்பிய	kolumbian
டர்னர்	turnerin
டர்னர்	turner
சுமையை	rasite
சுமையை	taakan
சுமையை	taakka
வியாபாரி	myyjä
வியாபாரி	myyjän
உருக்கி	sula
உருக்கி	sulattaa
உருக்கி	sulaa
தேக்கு	teak
எதிர்ப்பாளர்கள்	mielenosoittajien
எதிர்ப்பாளர்கள்	mielenosoittajia
பிரமிட்	pyramidin
உதய	nousu
உதய	nousee
உதய	nouseva
உதய	nousussa
தூசு	roskat
தூசு	roskakoriin
தூசு	roskaa
சுரங்கப்பாதை	metroasema
சுரங்கப்பாதை	metro
பெங்	peng
திறந்திருக்கும்	avaa
காண்டாமிருகம்	sarvikuono
ரேஞ்சர்ஸ்	rangers
சிங்கங்கள்	leijonat
சிங்கங்கள்	leijonia
சாளரம்	ikkuna
சாளரம்	ikkunasta
சாளரம்	ikkunan
திருடி	varastaminen
திருடி	varastaa
பேஸ்பால்	baseballia
பேஸ்பால்	baseballin
பேஸ்பால்	baseball
கியா	kia
ஷியா	shia
ஆணைகள்	ohjeet
ஆணைகள்	ohjeita
நின்றுகொண்டு	seisoo
நின்றுகொண்டு	pystyssä
நின்றுகொண்டு	seistä
நின்றுகொண்டு	pysyvän
அதிநவீன	sivistynyt
அதிநவீன	hienostunut
மெல்போர்ன்	melbourne
பூட்டு	lukko
பூட்டு	lukitus
அடைக்கப்பட்ட	täytetty
அடைக்கப்பட்ட	täytettyjä
நிக்கி	nikki
நிக்கி	nicky
நிக்கி	nicki
அனுமதிக்கப்பட்டது	sallitaan
அனுமதிக்கப்பட்டது	sallittua
அனுமதிக்கப்பட்டது	sallitut
அனுமதிக்கப்பட்டது	sallittu
அனுமதிக்கப்பட்டது	hyväksytty
அனுமதிக்கப்பட்டது	hyväksyttiin
அனுமதிக்கப்பட்டது	hyväksynyt
அனுமதிக்கப்பட்டது	hyväksytyt
அப்பாவி	naiivi
அப்பாவி	viaton
அப்பாவி	viattomat
அப்பாவி	syytön
பேகன்	pakana
உள்ளுணர்வு	vaisto
உள்ளுணர்வு	intuitio
உள்ளுணர்வு	vaistot
உள்ளுணர்வு	vaisto
போர்வை	peitto
போர்வை	huopa
வெளிறிய	vaalea
வெளிறிய	kalpea
பெனின்	beninin
பெனின்	benin
அனாதை	orpokoti
அனாதை	orpokotiin
அனாதை	orpo
அனாதை	orvoksi
அசுரர்கள்	hirviöitä
அசுரர்கள்	hirviöt
குறுகலான	rajaa
குறுகலான	ahdas
குறுகலான	kapea
குறுகலான	suppea
விருப்பங்கள்	tykkää
விருப்பங்கள்	pitää
விருப்பங்கள்	suosikit
விருப்பங்கள்	asetukset
விருப்பங்கள்	valinnat
விருப்பங்கள்	vaihtoehtoja
விருப்பங்கள்	vaihtoehdot
செசில்	cecil
அழைக்கிறோம்	soittaa
அழைக்கிறோம்	kutsuu
மனிதரும்	ihmisen
மனிதரும்	ihminen
மனிதரும்	inhimillinen
லெப்	lep
அக்தர்	akhtar
சாத்தான்	saatana
சாத்தான்	saatanan
ரியா	rhea
செதில்	suomuinen
தேவையா	tarve
தேவையா	tarvitaan
தேவையா	tarpeen
தேவையா	tarvita
தேவையா	tarvetta
சந்தாதாரர்	tilaaja
வாங்	wang
ரீபொக்	reebok
யூஜின்	eugene
முனையங்கள்	terminaalien
தண்டர்	thunder
தண்டர்	ukkonen
பிரேக்	jarrut
பிரேக்	jarru
பளபளப்பான	kiiltävä
ரூச்	rouge
பாலஸ்தீனம்	palestiinan
பாலஸ்தீனம்	palestiinassa
பரபரப்பான	jännittävää
பரபரப்பான	jännittävä
எதிர்வரும்	tuleva
எதிர்வரும்	tulevia
எதிர்வரும்	tulevat
தெரிவிக்கப்படுகிறது	tiettävästi
காதிர்	kadir
பயணிக்கிறது	purjehtia
பயணிக்கிறது	purjeet
நம்பும்	luottaa
நம்பும்	luottamusta
நம்பும்	luottamus
நம்பும்	luota
தொங்க	hung
எப்படியாவது	jotenkin
மால்டா	maltan
மால்டா	malta
மால்டா	maltaa
காஃபி	kahvilla
காஃபி	kahvia
காஃபி	kahvi
வழிகாட்டும்	ohjaavat
உத்தரவாதம்	taattu
உத்தரவாதம்	taataan
உத்தரவாதம்	takuu
உத்தரவாதம்	vakuus
உத்தரவாதம்	takuun
உத்தரவாதம்	takuu
உத்தரவாதம்	takaus
உத்தரவாதம்	taata
சவ்வு	kalvon
சவ்வு	kalvo
ஞாபகம்	muista
ஞாபகம்	muistakaa
தெற்கத்திய	etelä
தெற்கத்திய	etelän
தெற்கத்திய	eteläinen
இலேசான	keventää
சொல்கிறேன்	sanomassa
சொல்கிறேன்	sanonta
பரவாயில்லை	parempi
பரவாயில்லை	paremmin
பங்களாதேஷ்	bangladeshin
வொயேஜர்	voyager
வினையை	candice
ஃபேஷன்	muoti
ஃபேஷன்	muotia
ஃபேஷன்	muodin
அளவிடப்பட்ட	mitattu
அளவிடப்பட்ட	mitatut
அளவிடப்பட்ட	mitattuna
நள்ளிரவு	keskiyö
நள்ளிரவு	keskiyön
நள்ளிரவு	keskiyöllä
முடுக்கி	kiihdyttää
முடுக்கி	kiihtyy
சேர்க்கைகள்	lisäykset
சேர்க்கைகள்	lisäyksiä
கினியா	guinea
கினியா	guinean
துக்கம்	suru
துக்கம்	suree
துக்கம்	surun
கொட்டைகள்	pähkinät
கொட்டைகள்	pähkinöitä
கொட்டைகள்	nuts
பேண்ட்	bändi
பேண்ட்	band
பேண்ட்	yhtye
பேண்ட்	bändiä
ரிக்கி	risto
ரிக்கி	ricky
ஸ்பெக்ட்ரம்	taajuuksien
ஸ்பெக்ட்ரம்	kirjo
சீமாட்டி	neito
சீமாட்டி	lady
அதிர்வுகள்	fiilis
அதிர்வுகள்	tärinää
ராகேஷ்	rakesh
உரிமங்கள்	lisenssit
உரிமங்கள்	lisenssien
மாதந்தோறும்	kuukausittainen
மாதந்தோறும்	kuukausi
மாதந்தோறும்	kuukausittaiset
மாதந்தோறும்	kuukausittain
மெசொப்பொத்தேமியா	mesopotamian
பண்டு	bantujen
சாத்	saad
சாத்	chad
தீங்கிழைக்கும்	haitallista
தீங்கிழைக்கும்	haitallinen
தீங்கிழைக்கும்	haitallisia
தீங்கிழைக்கும்	haitalliset
நாகரீகம்	muoti
நாகரீகம்	muotia
நாகரீகம்	muodin
ஸ்டைல்	style
ஸ்டைல்	tyyliä
ஸ்டைல்	tyyli
அலுவலகப்	toimipaikka
அலுவலகப்	toimisto
அலுவலகப்	virasto
கொசுக்கள்	hyttysiä
நிலக்கடலை	pähkinä
ஓட்டை	reikä
ஓட்டை	aukko
ஓட்டை	kuoppa
ஓட்டை	reiän
விசித்திரமான	outoa
விசித்திரமான	outo
விளையாடு	soita
விளையாடு	pelata
விளையாடு	pelaa
விளையாடு	play
பரிமாணங்கள்	mitat
பரிமாணங்கள்	ulottuvuudet
சேமிக்கப்படுகிறது	pelastaminen
சேமிக்கப்படுகிறது	säästöt
சேமிக்கப்படுகிறது	pelastaa
சேமிக்கப்படுகிறது	säästää
சேமிக்கப்படுகிறது	tallennetaan
வகுப்புக்கள்	kurssit
வகுப்புக்கள்	tunnit
வகுப்புக்கள்	luokat
வெடிக்க	räjähtää
சாப்பிட	syödä
சாப்பிட	syö
சேகரிக்கப்பட்ட	kerätään
சேகரிக்கப்பட்ட	kerätyt
சேகரிக்கப்பட்ட	kerätty
ஜமால்	jamal
சொடுக்கி	hiiri
சொடுக்கி	hiirtä
சொடுக்கி	hiiren
பானர்ஜி	banerjee
பேயர்	bayer
ஜென்	jen
ஜென்	zen
ஜென்	gen
கடிய	akuutti
கடிய	välitön
பாலின்	pauline
உழைப்பாளர்	työvoima
உழைப்பாளர்	työvoiman
கிளாசிக்	klassinen
கிளாசிக்	classic
கிளாசிக்	klassista
கிளாசிக்	klassikko
ஆவியாதல்	haihtuminen
பன்றிக்	sikaa
பன்றிக்	siat
பன்றிக்	sika
சல்வடோர்	salvador
ஒருங்கிணைப்பாளர்	koordinaattori
பூத்	booth
தொலைந்து	menettänyt
தொலைந்து	kadonnut
தொலைந்து	hukassa
தொலைந்து	hävisi
தொலைந்து	hävinnyt
தொலைந்து	menetetty
நோலன்	nolan
பூண்ட	punta
உடையில்	puku
உடையில்	mekko
சாமுராய்	samurai
தட்டும்	leima
தட்டும்	leimaa
ரிதம்	rytmiä
ரிதம்	rytmi
பைட்டு	byte
எத்தியோப்பிய	etiopian
மறுபிறவி	uudestisyntynyt
லைபீரியா	liberian
வழங்கல்கள்	ruokkii
கண்டறியப்படுகிறது	havaita
கண்டறியப்படுகிறது	havaitaan
உறங்கும்	uni
உறங்கும்	nuku
உறங்கும்	nukkua
உறங்கும்	nukkuu
உறங்கும்	nukkuminen
உறங்கும்	nukkua
உறங்கும்	nukkumassa
உளவியலாளர்	psykologi
வெல்ஷ்	walesin
வேனில்	van
வேனில்	pakettiauto
ஜுராசிக்	jurassic
குடித்து	kännissä
குடித்து	juoppo
குடித்து	humalassa
அபிஷேக்	abhishek
செருப்பு	sandaalit
இயந்திரத்தில்	laite
இயந்திரத்தில்	koneen
இயந்திரத்தில்	kone
இறகு	sulka
பயணங்களை	matkoja
பயணங்களை	matkat
பயணங்களை	trips
சிரில்	cyril
பொத்தான்	painike
பொத்தான்	painiketta
பொத்தான்	nappi
பொத்தான்	bhutanin
செப்	sep
எங்கோ	jonnekin
எங்கோ	jossain
எங்கோ	jossakin
தருணம்	hetki
ஆன்டி	andy
பெர்சி	percy
பிசாசு	paholainen
பிசாசு	piru
பிசாசு	devil
பரப்புதல்	levittämistä
பரப்புதல்	jakelu
பரப்புதல்	levittäminen
பரப்புதல்	levitys
