организъм	אורגניזם
недостатък	החיסרון
недостатък	חיסרון
недостатък	נחיתות
недостатък	חיסרון
рани	פצע
рани	רני
рани	פצעי
рани	פצעים
вот	הצביעו
вот	להצביע
вот	הצבעה
вот	תצביעו
вот	הצבעות
вот	קולות
пипин	פיפין
ислямски	האסלאמית
кандидатурата	מועמדות
алтернативни	אלטרנטיבית
алтернативни	אלטרנטיבי
алтернативни	חלופה
алтернативни	האלטרנטיבי
алтернативни	אלטרנטיבה
падане	נפילה
падане	נופל
падане	נופלת
падане	נופלים
падане	נפילה
падане	תיפול
падане	ליפול
падане	סתיו
фактите	עובדות
дей	דיי
привличане	משיכה
свидетели	עדים
свидетели	עדה
свидетели	העד
свидетели	עדים
поръчки	חוזים
поръчки	סידורים
поръчки	שליחויות
поръчки	פקודה
поръчки	הזמנות
поръчки	פקודות
поръчки	הוראות
йони	יונים
йони	יוני
отменя	מבטלת
отменя	מבטל
лари	לארי
терористи	טרוריסטים
терористи	מחבלים
пациентите	חולי
пациентите	מטופלים
пациентите	חולים
засегнати	שנפגע
засегнати	הושפע
засегнати	מושפעת
засегнати	השפיע
засегнати	מושפע
трагедия	טרגדיה
трагедия	טראגי
трагедия	טרגי
трагедия	טרגדיה
съжалявам	סליחה
съжалявам	מצטער
фондове	קרנות
фондове	כספים
фондове	קרן
кол	קול
подарък	מתנה
подарък	הווה
подарък	נוכח
подарък	מתנה
участващи	משתתפים
участващи	משתתפת
участващи	משתתף
електроенергия	חשמל
регистрирана	רשום
регистрирана	רשומה
филхармония	הפילהרמונית
регистрирано	רשום
регистрирано	רשומה
умишлено	בכוונה
умишлено	במתכוון
умишлено	במכוון
умишлено	מכוונת
умишлено	מכוון
умишлено	בכוונה
умишлено	במכוון
клинтън	קלינטון
намерения	כוונות
намерения	כוונה
намерения	כוונת
намерения	כוונה
рик	ריק
модули	מודולים
изпълнено	להורג
изпълнено	הגשמת
цялостен	הוליסטית
посреща	מברכת
лигурия	ליגוריה
жестоко	אכזריות
жестоко	אכזר
жестоко	אכזרי
жестоко	אכזרית
гостите	אורחים
вируси	נגיף
вируси	וירוס
вируси	וירוסים
кафяво	בראון
кафяво	חומה
кафяво	חומות
кафяво	חום
изолирани	מבודד
изолирани	מבודד
изолирани	מבודדים
изолирани	מבודדת
кант	קאנט
потъва	שוקעת
потъва	שוקע
потъва	שוקעים
потъва	טובעת
потъва	כיורים
маска	מסיכה
маска	המסכה
маска	מסכה
описано	מתואר
описано	תאר
описано	תיאר
ядрен	גרעין
ядрен	גרעינית
ядрен	גרעיני
дора	דורה
изразени	הביע
изразени	הביעה
зрялост	בגרות
гийом	גיום
пирати	פירטים
пирати	פיראטים
сексуално	מיניות
сексуално	מיני
сексуално	מינית
сексуално	מיני
намерена	נמצא
намерена	נמצאו
намерена	נמצאה
намерена	מצאתי
намерена	מצא
пеперуда	הפרפר
пеперуда	פרפר
отделени	פרודים
отделени	נפרד
отделени	מופרדים
отделени	מנותק
отделени	מנותקת
отделени	נפרד
отделени	בנפרד
отделени	נפרדים
сектори	מגזרים
оцелява	שורדת
оцелява	שורדים
оцелява	לשרוד
оцелява	שורד
депортиво	דפורטיבו
непознати	זרים
стандартен	סטנדרטים
стандартен	סטנדרט
стандартен	סטנדרטי
стандартен	תקן
превъзходство	עליונות
превъзходство	עליונות
тулуза	טולוז
съкращение	יתירות
двойни	מכפיל
двойни	כפול
двойни	דאבל
двойни	מכפיל
авив	aviv
авив	אביב
водород	מימן
алгоритми	אלגוריתם
алгоритми	אלגוריתמים
библейски	מקראית
картите	כרטיסים
картите	קלפים
картите	מפות
вацлав	ואצלב
сменен	החליף
сменен	הוחלף
сменен	הוחלפו
активи	נכסים
активи	נכס
активи	נכס
сек	שנייה
постановление	צו
постановление	הפסיקה
постановление	פסיקה
флак	פלאק
ъгли	פינות
писти	רצועות
писти	עקבות
писти	מסלולים
кая	קאיה
прехвърлен	הועברה
прехвърлен	הועברו
прехвърлен	הועבר
развитите	פיתח
развитите	התפתח
развитите	מפותחת
развитите	התפתחה
правейки	עושה
правейки	עושים
ърнест	ארנסט
изоставен	נטש
изоставен	נטוש
изоставен	נטושה
изоставен	ננטש
изоставен	נטושים
лава	לבה
слънчев	שמש
слънчев	סאני
студия	אולפני
студия	סטודיו
обстоятелствата	הנסיבות
обстоятелствата	נסיבות
заплащане	שלם
заплащане	שלמי
заплащане	תשלום
заплащане	התשלום
поклонение	לרגל
корпорация	תאגיד
фрески	הפרסקאות
екипи	קבוצות
екипи	צוותי
екипи	צוותים
проби	דגימות
проби	דוגמיות
премахнат	הוסר
премахнат	הוסרה
премахнат	הוסרו
акра	דונם
акра	אקר
елий	אליוס
бронз	ארד
бронз	הארד
бронз	ברונזה
хигинс	היגינס
лисици	שועלים
завършено	הושלם
завършено	השלים
завършено	השלמת
завършено	הושלמה
завършено	הושלמו
завършено	השלם
завършено	שלם
завършено	הושלם
възнесение	התעלות
апий	אפיוס
тацит	טקיטוס
камерън	קמרון
ата	אטה
ата	אתא
разрешаване	פתור
разрешаване	נחישות
разрешаване	לפתור
разрешаване	לפתור
субтропичен	הסובטרופית
санскрит	סנסקריט
пиаченца	פיאצ
оксид	תחמוצת
ензими	אנזימים
ензими	אנזים
диаманти	יהלום
диаманти	יהלומי
диаманти	יהלומים
лама	לאמה
лама	הלמה
сценарии	תרחישים
сценарии	תסריטים
сценарии	התסריט
сценарии	תסריט
постигнато	הושג
постигнато	השיג
постигнато	הושגה
проектирана	עיצב
проектирана	מעוצב
проектирана	עוצב
проектирана	מעוצבת
проектирана	מתוכנן
проектирана	תוכנן
ефективни	אפקטיבי
ефективни	יעילות
ефективни	יעיל
ефективни	יעילה
маршрути	נתיבים
маршрути	מסלולים
лимасол	לימסול
топографски	טופוגרפית
творческа	יצירתית
творческа	יצירתי
творческа	יצירתיות
творческа	קריאייטיב
изразена	הביע
изразена	הביעה
барбадос	ברבדוס
управляващата	הפסיקה
управляващата	פסיקה
боксьори	מתאגרפים
боксьори	בוקסר
абсолютна	מוחלט
абсолютна	המוחלט
абсолютна	מוחלטת
претендент	המתמודד
претендент	מתמודד
склад	מחסן
склад	אחסון
склад	איחסון
склад	מחסן
видимо	גלויה
видимо	גלוי
компютрите	מחשבים
чука	פטיש
чука	האמר
кочани	קלחי
любляна	ליובליאנה
яйце	ביצה
меркурий	כספית
меркурий	מרקורי
урбино	אורבינו
рейтинг	דירוג
рейтинг	הרייטינג
рейтинг	רייטינג
софи	סופי
суми	סכומים
суми	כמויות
суми	סכומים
суми	מסכם
предшественици	אבותינו
водорасли	אצות
водорасли	אצות
водорасли	אצות
атом	אטום
желания	רצונות
желания	תשוקות
желания	הרצונות
желания	משאלות
батиста	בטיסטה
настилка	המדרכה
настилка	מדרכה
настилка	ריצוף
настилка	סלילה
настилка	ריצוף
корупцията	שחיתות
спасяване	שמרי
спасяване	שמור
спасяване	להציל
спасяване	מצילה
спасяване	חוסך
спасяване	חיסכון
спасяване	חוסכת
спасяване	הצלה
спасяване	חילוץ
железница	רכבת
железница	מעקה
железница	רכבת
саша	סאשה
саша	סשה
саша	סאשה
саша	סשה
интелектуалци	אינטלקטואלים
тонове	טון
тонове	טונות
тонове	גווני
морал	המורל
морал	מורל
морал	מוסר
морал	מוסרי
морал	מוסר
морал	מוסריות
морал	המוסר
ледник	קרחון
енергетика	אנרגיה
евтимий	אותימיוס
адютант	סמלת
адютант	השליש
футболистите	כדורגלנים
бернар	ברנאר
бернар	ברנארד
бернар	ברנרד
метрото	התחתית
метрото	מטרו
хокей	הוקי
пруски	הפרוסי
пруски	פרוסיה
разбиване	שבירה
разбиване	שוברים
шефилд	שפילד
засягат	משפיעה
засягат	משפיע
честоти	תדרי
честоти	תדרים
единадесет	eleven
шарапова	שראפובה
механични	מכני
механични	מכנית
омир	הומר
ерцхерцог	הארכידוכס
експрес	אקספרס
прозореца	חלון
прозореца	החלון
слепи	עיוורון
слепи	עיוורת
слепи	עיוור
слепи	עיוורים
ставайки	הופך
пиърс	פירס
хайнц	היינץ
невис	נוויס
дикинсън	דיקינסון
дикинсън	דיקנסון
етиен	אטיין
етиен	אטיין
спрян	הפסיק
спрян	נעצרה
спрян	עצר
йерархия	היררכיה
законодателна	המחוקקת
огледало	מראה
огледало	ראי
огледало	המראה
августин	אגוסטין
августин	אוגוסטין
рнк	rna
рут	רות
подписано	חתום
подписано	חתומה
подписано	חתם
подписано	נחתם
пръстите	אצבעות
пръстите	בוהן
пръстите	בהונות
пръстите	אצבעות
дробове	הריאות
дробове	ריאות
пикет	פיקט
съдията	שופטת
съдията	השופט
съдията	שופט
райнхард	ריינהרד
райнхард	ריינהרדט
кат	קאת
кат	חתול
кат	חתולה
кат	קט
кат	קאט
престъпност	פשע
мас	מאס
автобиография	האוטוביוגרפיה
азот	חנקן
пит	פיט
пит	פיט
диас	דיאז
гранична	גבול
уолъс	וואלאס
уолъс	וואלס
уолъс	וולאס
намиране	מציאת
намиране	מצאי
намиране	למצוא
намиране	תמצא
намиране	מצא
кандидатите	מועמדות
кандидатите	מועמדים
кандидатите	מועמדים
луда	מטורפת
луда	טירוף
луда	מטורף
луда	מטורפת
луда	טירוף
луда	משוגעת
луда	מטורף
луда	משוגע
луда	כועסת
луда	כועס
индустриални	תעשייתית
индустриални	תעשייתי
светски	חילוני
светски	הגשמיים
