تامیل	tamilski
افتتاحیه	premijeri
افتتاحیه	premijera
افتتاحیه	premijere
افتتاحیه	inauguracije
افتتاحیه	otvorenje
افتتاحیه	otvaranje
افتتاحیه	otvaram
نیترات	nitrat
کالینز	collins
تجار	trgovci
گابن	gabona
دوپینگ	doping
جیل	jill
ضمنی	implicitno
مزه	okus
مزه	ukus
مزه	okusa
مزه	okusi
مزه	okusa
مزه	okusio
مزه	okus
مزه	okusa
سهند	sahand
بلاک	blok
بلاک	blokiraj
بیستمین	twentieth
اتیل	etil
مائو	mao
منیزیم	magnezij
کراس	križ
کراس	cross
کراس	krst
کراس	kros
مقوله	kategorije
مقوله	kategorija
لیما	lima
مینیرو	mineiro
پالنسیا	palencia
فامیل	obitelji
فامیل	porodica
فامیل	obitelj
فامیل	familija
ستم	nepravda
ستم	nepravdu
ستم	nepravde
خوآن	juan
مرخصی	odmor
ماکسول	maxwell
برونئی	bruneja
طارق	tarik
طارق	tariq
سرخرگ	arterija
آتاری	atari
باغبانی	vrtlarstvo
انطباق	slučajnost
حوصله	raspoloženje
حوصله	raspoloženja
ریختن	prolijevanje
همون	isti
همون	ista
همون	isto
جوئل	joel
قبولی	prihvaćanje
گهواره	kolijevku
گهواره	kolijevka
گهواره	kolijevku
گهواره	kolijevka
پینگ	ping
بریتنی	brittany
گدار	godard
ساختمانهای	građevine
ساختمانهای	zgrade
آفت	štetočina
توانا	sposoban
توانا	sposobno
توانا	sposobni
توانا	sposobna
توانا	moćno
توانا	moćna
توانا	moćan
توانا	svemogući
آخرالزمان	apokalipse
آخرالزمان	apokalipsa
سپاسگزارم	zahvalna
سپاسگزارم	zahvalan
مادران	majke
مادران	majki
گواه	svjedok
باتلر	butler
باتلر	batler
آوایی	fonetski
سوختن	gori
سوختن	spali
سوختن	spaliti
سوختن	izgori
سوختن	spaljivanje
سوختن	gori
معترض	kritičara
معترض	kritičar
سامرست	somerset
نمایه	profil
نمایه	indeks
فنجان	kupa
فنجان	pehar
فنجان	šalica
فنجان	kup
عالیه	zakon
عالیه	super
عالیه	super
هابل	hubble
روکش	jastučići
روکش	deka
روکش	pokrivač
ژولیوس	julius
ژولیوس	julije
تریاک	opijuma
تریاک	opijum
کاونتری	coventry
عایشه	aisha
استیت	stanje
استیت	država
استیت	stanja
استیت	stanju
بیوک	buick
فتوحات	osvajanja
همسایگان	susjedi
همسایگان	susjedi
عبادی	ebadi
برخورداری	uživanje
تامس	tomas
تامس	thomas
آندرس	andres
آندرس	anders
بندیکت	benedict
پیوستگی	kontinuitet
پیوستگی	afinitet
دکستر	dexter
استوانه	cilindar
سافت	mekani
سافت	mekana
سافت	meko
سافت	mekano
لغوی	leksička
آلبیون	albion
ولد	vlad
ولد	weld
مدلهای	modeli
مدلهای	modele
فارو	faro
فارو	farrow
لوور	louvre
مجرم	kriminalac
مجرم	kazneno
مجرم	kriv
تراش	tokarilica
مست	pijano
مست	pijani
مست	pijan
مست	pijana
سکاها	skiti
سهل	trivijalno
درو	dru
درو	drew
فیسبوک	facebooku
فیسبوک	facebook
برادری	bratstva
برادری	bratstvo
الا	ella
الا	ala
شرلی	shirley
فریزر	fraser
داگ	dag
داگ	doug
قلیایی	metala
تاک	tuck
تاک	tak
میهمان	gost
میهمان	gostima
میهمان	gosti
روسو	rosso
روسو	russo
روسو	rousseau
بیسائو	bissau
مالکوم	malcolm
عدل	pravda
عدل	pravdu
عدل	adl
عدل	equity
والا	walla
والا	visoko
والا	visok
والا	visoka
والا	vala
والا	uzvišeni
والا	uzvišeno
ارجمند	časni
ارجمند	častan
ارجمند	časno
جدیدتر	noviji
جدیدتر	novije
تندی	tandy
مشعل	baklja
توسل	žalba
توسل	žalbu
قفقازی	bijelac
آسایش	udobnost
آسایش	utjeha
آسایش	utjehu
رویای	dream
رویای	san
رویای	sanjaj
مارین	marin
مارین	marine
مارین	marinac
کمانچه	violinu
سواران	jahači
سواران	konjica
سواران	konjicu
استرلینگ	sterling
استرلینگ	stirling
استقامت	izdržljivosti
استقامت	izdržljivost
استقامت	pacijent
استقامت	strpljiv
استقامت	pacijentica
تشبیه	metafora
تشبیه	metafore
تشبیه	metaforički
کاست	kaste
کاست	kazeta
جکی	jackie
کتابها	knjige
دهانی	oralno
دهانی	oralni
خاله	teta
خاله	tetka
خاله	teta
خاله	strina
خاله	ujna
خاله	tetka
نینا	nina
نینا	ninu
نینا	nine
آذرخش	grome
آذرخش	vijak
آذرخش	munja
آذرخش	munje
تجسم	vizualizacija
تجسم	utjelovljenje
تجسم	vizualizacije
لوین	levin
کوارک	kvarkovi
تجارب	iskustava
تجارب	iskustvima
تجارب	iskustva
ترینیتی	trojstvo
ترینیتی	trinity
فتنه	progon
فتنه	iskušenje
فتنه	napast
فتنه	iskušenja
فو	phu
مدونا	madonna
وودی	woody
کثیف	prljavo
کثیف	prljavi
کثیف	prljava
کثیف	prljavo
کثیف	prljavi
کثیف	prljava
مسجدی	džamije
مسجدی	džamija
مسجدی	džamiji
استانداردها	standarde
استانداردها	standardi
استانداردها	standarda
استانداردها	standardima
آفرین	bravo
متروپولیتن	metropolitan
سالوادور	salvador
جدال	kontroverze
جدال	spor
جدال	spora
دکترین	doktrina
طبقاتی	razred
طبقاتی	klase
طبقاتی	klasa
اشلی	ashley
کشمکش	sukoba
کشمکش	sukob
کشمکش	sukobi
کشمکش	konflikt
مشروعیت	legitimitet
جابز	poslovi
خیره	zuri
نورپردازی	osvjetljenje
نورپردازی	rasvjeta
واحدها	jedinice
تامپسون	thompson
تامپسون	thompsona
مشتاق	željni
مشتاق	željna
مشتاق	željan
مشتاق	oduševljen
نیوتون	newton
یکپارچگی	integracije
یکپارچگی	integraciju
یکپارچگی	integracija
تخلص	pseudonim
دیگ	lonac
دیگ	pot
دیگ	posude
دیگ	lonce
نمکی	salt
نمکی	sol
نمکی	soli
همبند	vezivnog
جریانی	potok
فوربز	forbes
همتا	peer
مهلت	predah
درمانگاه	klinika
درمانگاه	ambulanta
سرامیک	keramičke
سرامیک	keramike
قانونگذاری	zakonodavne
زیرزمین	podzemna
زیرزمین	podzemlje
زیرزمین	podrum
نگهبانان	stražari
نگهبانان	čuvari
عقرب	škorpion
عقرب	škorpion
رایس	rice
رایس	riža
رایس	reiss
ولگا	volgi
دمکرات	demokrata
آمارهای	statistika
آمارهای	statistike
بیندازید	gips
تریسی	tracy
لمور	lemur
بون	bon
بون	boone
تسلیت	sućut
تسلیت	utjeha
مجارستانی	mađarski
طاعون	kuge
طاعون	kuga
دعوا	borbe
آهکی	vapnenačkih
مرموز	mistične
