dezvolta	לפתח
ieri	מאתמול
ieri	אתמול
pretins	טען
pretins	טענה
fericire	אושר
virgin	בתול
virgin	בתולה
roi	roi
roi	רועי
roi	נחיל
copiat	העתיק
copiat	העתקתי
campioana	אלוף
campioana	אלופה
fix	לתקן
fix	תקן
fix	תוקן
fix	מתוקן
fix	קבוע
defensivă	הגנתי
periculos	מסוכנים
periculos	מסוכנת
periculos	מסוכן
disciplină	משמעת
phil	פיל
segment	מקטע
segment	פלח
segment	קטע
martir	מעונה
zeii	אלים
vinovat	אשמים
vinovat	אשם
vinovat	אשמה
avantaje	יתרונות
raw	גלם
raw	נא
raw	גולמי
călugării	נזירים
informat	הודיע
informat	מעודכן
înot	לשחות
înot	שחייה
înot	שוחה
înot	שחיה
blocare	מנעול
blocare	לנעול
blocare	נעילה
blocare	נעילה
blocare	נועל
arhiepiscopia	הארכיבישוף
proza	פרוזה
funcționale	מתפקד
funcționale	פונקציונלי
funcționale	תפקודי
vite	בקר
interpret	מתורגמן
interpret	מתרגם
piept	תיבה
piept	חזה
piept	שד
piept	חזה
ong	נגו
ong	אונג
presiuni	לחץ
procedură	נוהל
procedură	הליך
finlandeză	פיני
finlandeză	פינית
consolidarea	חיזוק
six	שש
six	six
six	שישה
inel	צלצל
inel	טבעת
orar	תזמון
expusă	חשופה
expusă	נחשף
expusă	חשוף
expusă	חשופים
respinsă	נדחתה
respinsă	נדחה
respinsă	דחו
respinsă	דחה
tătari	טטרים
criteriu	קריטריון
criteriu	קריטריונים
lausanne	לוזאן
dello	dello
consecințe	השלכות
furnizează	לספק
furnizează	ספקי
furnizează	מספק
furnizează	מספקת
