عنبر	ward
خبز	chlieb
البيضاوي	oválne
هجر	opustenie
هجر	opustenia
زيمبابوي	zimbabwe
زيمبابوي	zimbabwianske
تقوية	posilnenie
تقوية	posilňovanie
تقوية	posilniť
تقوية	posilňovať
تقوية	posilnenie
تقوية	posilnenia
تقوية	posilňovanie
تقوية	posilnenie
تقوية	posilňovanie
مدفعية	delostrelectvo
ناس	ludia
ناس	ludi
ناس	ľudia
ناس	ľudí
ناس	people
قزم	elf
قزم	škriatok
قزم	trpaslík
قزم	trpaslíka
قزم	trpaslík
قزم	gnome
تشارلي	charlieho
تشارلي	charlie
تشارلي	charliemu
حشد	dav
حشد	zástup
حشد	davu
القيادات	vedenia
القيادات	vedenie
فاتح	ľahký
فاتح	svetlo
فاتح	svetla
فاتح	fatih
جيرسي	dres
جيرسي	drese
جيرسي	jersey
نيوكاسل	newcastle
ضرر	poškodenie
ضرر	škody
الموضة	módne
الموضة	fashion
الموضة	móda
الموضة	módna
الموضة	módy
متكرر	opakované
متكرر	opakovaná
متكرر	opakovaný
متكرر	opakované
متكرر	opakované
متكرر	opakovaná
التحضير	príprava
التحضير	prípravu
التحضير	prípravok
التحضير	príprava
التحضير	pripravujeme
جوليان	julian
جوليان	juliana
الصنوبر	pine
توت	bobule
بيني	penny
مولود	narodená
مولود	narodené
مولود	narodený
يحول	konvertuje
يحول	premieňa
يحول	prevádza
يحول	transformácií
العاصفة	storm
العاصفة	búrka
الكهنة	kňazi
الكهنة	kňazov
ميزات	funkcie
ميزات	vlastnosti
ميزات	charakteristiky
ميزات	prvky
مربعة	štvorcový
مربعة	námestie
مربعة	štvorec
مربعة	square
مربعة	štvorcových
العمالة	zamestnanie
العمالة	zamestnanosť
التمثال	sochu
التمثال	socha
المواشي	dobytok
فارغة	prázdna
فارغة	prázdne
فارغة	vyprázdniť
فارغة	prázdny
فارغة	prázdny
فارغة	prázdne
فارغة	prázdna
خطية	písomné
خطية	napísané
خطية	písomná
خطية	napísal
خطية	napísali
خطية	lineárne
خطية	lineárna
خطية	lineárny
السموم	jedy
السموم	toxínov
السموم	toxíny
انجلترا	england
انجلترا	anglicko
انجلترا	anglicka
وود	wood
وود	drevo
الحزام	opasok
الحزام	pás
سعيدة	šťastný
سعيدة	šťastne
سعيدة	šťastné
القفز	skákanie
القفز	jumping
السلاحف	korytnačky
التحرر	emancipácia
التحرر	oslobodenie
يحتفظ	ponechá
يحتفظ	zachováva
القوارب	člny
القوارب	člnov
القوارب	lode
الخنزير	sviňa
الخنزير	prasa
تدقيق	kontrolu
تدقيق	preskúšanie
تدقيق	kontrola
تدقيق	kontrolujem
الانسان	ľudský
الانسان	ľudských
الانسان	človek
الانسان	ľudské
الانسان	ľudská
رونالد	ronald
المعرفية	poznávacie
المعرفية	kognitívne
كوين	quinn
لوكاس	lucas
ستين	sixty
ستين	šesťdesiat
تحديدا	špecificky
تحديدا	konkrétne
كفاية	stačí
كفاية	dost
كفاية	dosť
قاعات	haly
قاعات	sály
قاعات	siene
قاعات	sál
التقاط	catch
التقاط	úlovok
التقاط	chytiť
التقاط	háčik
التقاط	zachytenie
التقاط	zachytiť
التقاط	zajať
التقاط	zachytávanie
القماش	tkaniny
القماش	textílie
فكرية	intelektuálne
فكرية	duševného
فكرية	duševné
جرير	greer
الحيتان	veľryby
بقعة	škvrna
بقعة	mieste
بقعة	miesto
بقعة	spot
الرقبة	krk
الرقبة	šije
الرقبة	krku
المزرعة	farma
المزرعة	farme
المزرعة	farmu
الطماطم	paradajky
الطماطم	paradajky
اطلاق	spustenie
اطلاق	spúšťanie
اطلاق	štart
اطلاق	spustenie
اطلاق	spustiť
سانتوس	santos
تنظيف	vyčistenie
تنظيف	čistiť
تنظيف	čistenie
تنظيف	upratovanie
هرقل	hercules
ستانلي	stanley
التشريعات	legislatíva
التشريعات	legislatívu
سمة	téma
سمة	témou
سمة	tému
سمة	motív
سمة	funkcia
سمة	vlastnosť
سمة	prvok
بارما	parma
محفوظة	rezervované
محفوظة	vyhradené
محفوظة	vyhradená
يونكس	unix
الملايين	miliónov
الملايين	milióny
مطبوع	vytlačené
مطبوع	potlačené
مطبوع	tlačené
مستقيم	rovno
مستقيم	priamo
مستقيم	priamy
مستقيم	rovné
جبريل	gabriel
جداول	stoly
جداول	tabuľky
جداول	toky
جداول	prúdy
جداول	prúdov
المتزايد	rastie
المتزايد	rastúce
المتزايد	pestovanie
المتزايد	rastúci
مفاعل	reaktor
مفاعل	reaktora
الذئب	vlk
الذئب	wolf
الفخار	keramiky
سحاب	zips
سحاب	oblaky
سحاب	oblakov
سحاب	oblakoch
سحاب	mraky
سحاب	oblak
سحاب	mrak
سحاب	cloud
حافلة	bus
حافلة	autobus
حافلة	autobusom
الرفع	zdvíhacie
الرفع	zdvíhanie
مبتدئ	začiatočník
مشعل	maják
مشعل	vatra
محليا	lokálne
محليا	miestne
محليا	lokálny
محليا	miestna
محليا	miestne
محليا	lokálna
محليا	miestny
محليا	lokálne
مكسيكي	mexické
مكسيكي	mexický
تشو	chu
تشو	cho
اليوتيوب	youtube
السلمية	pokojný
السلمية	pokojné
السلمية	mierové
الجراثيم	baktérie
مصور	fotografa
مصور	fotograf
مصور	fotografka
الكونية	kozmické
الكونية	kozmického
باسكال	pascal
فرنسيس	františek
فرنسيس	francis
عاطف	atef
العيوب	nedokonalosti
العيوب	chyby
العيوب	vady
العيوب	nedostatky
رونالدو	ronaldo
لورد	lord
لورد	pane
مغطاة	zakryté
مغطاة	kryté
مغطاة	pokryté
مغطاة	pokrytý
بيلا	bella
نزلت	stiahli
نزلت	stiahnuté
نزلت	stiahol
ملبورن	melbourne
صيغ	vzorce
صيغ	vzorcov
بستان	sad
بستان	sad
معاناة	trápenie
معاناة	utrpenie
معاناة	utrpenia
العبارات	fráz
العبارات	vety
العبارات	frázy
العبارات	ferries
البلوغ	puberty
ثور	thor
اكتسب	nadobudnuté
اكتسب	získaná
اكتسب	získala
اكتسب	získané
اكتسب	nadobudol
القلوب	srdcia
فورا	ihned
فورا	ihneď
فورا	okamžite
يكمل	dopĺňať
يكمل	dopĺňa
قلادة	náhrdelník
قلادة	prívesok
قلادة	prívesok
سماع	pojednávanie
سماع	vypočúvanie
سماع	sluch
سماع	vypočutie
تحطم	páde
تحطم	havária
تحطم	pád
تحطم	haváriu
الدمار	ničenie
الدمار	ničenia
الدمار	zničenie
العنصري	rasistické
كرات	lopty
كرات	guľôčky
كرات	gule
كرات	loptičky
ريكاردو	ricardo
الفوج	pluku
لادن	naložené
لادن	zaťažené
لادن	naložený
النرويجية	nórske
النرويجية	nórska
النرويجية	nórsky
النرويجية	nórskom
الملاحظة	poznámku
الملاحظة	poznámka
الملاحظة	postreh
الملاحظة	pozorovanie
الملاحظة	pozorovania
النسبي	relatívne
النسبي	relatívny
النسبي	relatívna
النسبي	príbuzný
خلط	miešanie
خلط	zmiešaním
اواخر	neskorý
اواخر	neskoro
اواخر	oneskorené
اواخر	neskoré
الرياضيين	športovci
الرياضيين	športovcov
صافي	čisté
صافي	net
صافي	sieť
صافي	netto
كبر	priblížiť
كبر	priblíženie
كبر	zoom
كبر	zväčšiť
اللهم	boh
اللهم	boha
اللهم	bože
النية	zámer
النية	úmysel
النية	zámer
النية	úmysel
الرهبان	mníchov
الرهبان	mnísi
صداقة	priateľstvo
صداقة	priateľstva
برميل	barel
برميل	sud
وقائع	skutočnosti
وقائع	fakty
وقائع	faktov
وقائع	chronicle
سياسيا	politicky
زمالة	spoločenstvo
ودية	priateľské
ودية	priateľská
ودية	priateľský
ثقيلة	ťažká
ثقيلة	ťažký
ثقيلة	ťažké
الحقن	injekcie
الحقن	injekciu
الحقن	injekciu
الحقن	injekcia
الحقن	vstrekovanie
الصداع	hlava
زوايا	rohov
زوايا	rohy
زوايا	uhly
زوايا	uhlov
وفاء	vernosť
وفاء	vernosti
وفاء	splnenie
وفاء	naplnenie
وفاء	plnenie
وفاء	lojalita
وفاء	vernosť
وفاء	oddanosť
وفاء	naplnenie
شارة	odznak
الرحمة	zľutovanie
الرحمة	milosrdenstvo
الرحمة	milosť
مونت	mont
مونت	monte
خوارزمية	algoritmus
خوارزمية	algoritmu
المطارات	letísk
المطارات	letiská
التكاثر	chov
التكاثر	chovné
التكاثر	rozmnožovanie
التكاثر	reprodukciu
التكاثر	reprodukcia
التكاثر	reprodukčné
جيف	jeff
المظهر	vzhľad
هندوراس	hondurase
ظواهر	jav
ظواهر	javy
ظواهر	fenomén
السلاسل	reťaze
السلاسل	reťazce
مطاعم	reštaurácie
مطاعم	reštaurácia
المختلطة	zmiešaný
المختلطة	zmiešaná
المختلطة	zmiešané
المختلطة	hybridné
المختلطة	kríženec
المختلطة	hybrid
الظلم	nespravodlivosti
الظلم	nespravodlivosť
الجثة	mŕtvola
الجثة	mŕtvoly
الكهوف	jaskýň
الكهوف	jaskyne
الكهوف	jaskyňa
عناية	care
عناية	starostlivosti
عناية	starostlivosť
صغر	malá
صغر	small
صغر	malý
صغر	malých
صغر	malé
صغر	minimalizovať
شاشات	obrazovky
شاشات	obrazovkách
شاشات	monitoruje
شاشات	monitory
عضوة	členka
عضوة	členom
عضوة	člena
عضوة	poslanec
عضوة	člen
التفاح	jablká
راح	will
راح	budú
راح	bude
راح	vôľa
اخترع	vynašiel
اخترع	vymyslený
اخترع	vymyslieť
اخترع	vymýšľať
عطاء	tender
الاحتكاك	trenie
عظمة	kosti
عظمة	kosť
عظمة	velkost
المعدية	infekčnej
المعدية	infekčných
المعدية	infekčné
المعدية	nákazlivé
غراند	grand
لاتينية	latinsky
لاتينية	latinskej
لاتينية	latinská
لاتينية	latina
النظرة	pozri
النظرة	pozrite
الممتلكات	pozemok
الممتلكات	nehnuteľnosti
الممتلكات	vlastnosť
الممتلكات	majetok
الممتلكات	nehnuteľnosť
الممتلكات	vlastnosti
الممتلكات	nehnuteľnosti
اتجاهات	trendy
اتجاهات	tendencie
الغاية	účel
باع	predaný
باع	predaná
باع	predal
باع	predané
باع	predávané
الرعد	hrom
روميو	romeo
رسومات	výkresy
رسومات	kresby
رسومات	nákresy
رسومات	grafiku
رسومات	grafické
رسومات	grafika
مصباح	svietidlo
مصباح	žiarovka
مصباح	lampa
مايا	maya
الانقسام	rozdeliť
الانقسام	delenie
الانقسام	deliť
التغطية	pokrytie
التغطية	krytie
التغطية	pokrytia
عقيد	plukovník
التراجع	ústup
التراجع	ustúpiť
الزينة	dekorácie
الزينة	ozdoby
الكلوي	obličky
الكلوي	renálna
الكلوي	obličiek
السقف	strop
السقف	streche
السقف	strechy
السقف	strecha
السقف	strešné
السقف	strechu
فراغ	prázdnotu
فراغ	prázdno
فراغ	prázdna
فراغ	prázdnota
فراغ	vákuové
فراغ	vákuum
الطاولة	stôl
الطاولة	tabuľke
الطاولة	tabuľka
الطاولة	backgammon
بلاط	dlaždice
بلاط	dlaždice
متزوجة	manželia
متزوجة	vydatá
متزوجة	ženatý
المرات	krát
المرات	časy
المرات	times
تولد	narodená
تولد	narodené
تولد	narodený
تولد	plemeno
تولد	plemena
تولد	generovanie
تولد	generovať
تمرير	odovzdávanie
تمرير	stretávacie
تمرير	posúvať
تمرير	zvitok
تمرير	posunúť
تمرير	prejsť
تمرير	pass
عجلة	koleso
عجلة	kolesa
المثلية	homosexualita
الطحالب	riasy
الطحالب	rias
تخرجت	absolvoval
فاي	faye
مطلقة	rozvedený
مطلقة	rozviedla
مطلقة	rozvedená
مطلقة	absolútna
مطلقة	absolútnu
مطلقة	absolútne
مطلقة	absolútny
كروية	sférických
ديربي	derby
رون	ron
جيوفاني	giovanni
الكهرومغناطيسية	elektromagnetických
الكهرومغناطيسية	elektromagnetickej
الكهرومغناطيسية	elektromagnetické
يشترط	vyžaduje
المدمرة	ničiteľ
الحائط	steny
الحائط	múr
الحائط	wall
الحائط	stenu
الحائط	stene
الحائط	stena
الهدنة	prímerie
الهدنة	prímerie
البيئات	prostredia
الكتل	hrudky
الكتل	bloky
الكتل	blokov
الكتل	blokuje
زميل	kolega
زميل	kolegu
زميل	kolegyňa
زميل	spolužiak
معلقة	čaká
معلقة	čakajúce
نورمان	norman
رقيق	tenké
رقيق	tenká
رقيق	štíhly
رقيق	tenký
فعلت	hotová
فعلت	urobené
فعلت	hotové
فعلت	hotovo
فعلت	vykonané
فعلت	urobil
ازدهرت	prekvitali
الشيشان	čečensku
الشيشان	čečenská
يفهم	pochopil
يفهم	rozumel
يفهم	pochopili
يفهم	rozumela
يفهم	pochopila
يفهم	chápe
يفهم	nechápe
يفهم	rozumie
المناخية	klimatických
المناخية	klimatické
غسل	umyť
غسل	umývať
غسل	umývanie
غسل	pranie
غسل	umývať
دمر	zničený
دمر	zničili
دمر	zničené
دمر	zničení
دمر	zničená
دمر	zničiť
دمر	zničí
دمر	ničiť
الاسكتلندي	škótska
القادمين	prijatia
تنفذ	vykoná
تنفذ	vykonáva
ميزان	stupnice
ميزان	váh
ميزان	váhy
العشاء	večera
العشاء	večere
التذكاري	pamätník
التذكاري	memorial
اهداف	ciele
اهداف	ciele
اهداف	gólov
اهداف	góly
اهداف	ciele
الضارة	škodlivý
الضارة	škodlivých
الضارة	škodlivé
التميز	excelentnosti
الليبرالي	liberálna
امر	veliteľstvo
امر	príkaz
امر	velenie
امر	objednať
امر	poradie
امر	objednávka
امر	poriadok
تعقد	zložitosť
تعقد	komplexnosť
تصريف	absolutórium
تصريف	vypúšťanie
تصريف	kanalizácia
تصريف	odvodňovanie
متحدة	united
متحدة	zjednotená
متحدة	zjednotení
متحدة	spojené
تحكيم	arbitráž
المقترح	návrh
المقترح	navrhovaná
المقترح	navrhnutý
المقترح	navrhované
المقترح	navrhnuté
المقترح	navrhovaných
المقترح	navrhovaný
مورغان	morgan
غوستاف	gustav
تشرشل	churchill
ابطال	hrdinov
ابطال	hrdinovia
ابطال	majstri
ابطال	šampióni
ابطال	šampiónov
ابطال	majstrov
مهنية	profesionálne
مهنية	profesionál
مهنية	odborná
مهنية	profesionálny
مهنية	profesionálna
معسكرات	táboroch
معسكرات	tábory
معسكرات	táborov
نيكاراغوا	nikarague
العقدة	uzol
العقدة	uzol
عطلة	sviatky
عطلة	dovolenka
عطلة	prázdniny
عطلة	dovolenku
عطلة	sviatok
عطلة	dovolenka
عطلة	prázdniny
عطلة	dovolenky
عطلة	dovolenku
المحامين	právnikov
المحامين	právnici
المحامين	advokáti
ديانة	vyznanie
ديانة	náboženstva
ديانة	náboženstvo
الحمى	horúčky
الحمى	horúčka
فاعل	herec
فاعل	herca
نفق	tunela
نفق	tunel
كارولين	caroline
كارولين	karolína
لوكهيد	lockheed
الديون	dlhy
الديون	dlhu
الديون	dlh
الديون	pohľadávka
الديون	dlhy
مظاهرة	demonštrácia
مظاهرة	ukážku
مظاهرة	preukázanie
مظاهرة	predvedenie
مظاهرة	ukážka
طالبان	talibanu
طالبان	taliban
طالبان	talibanom
مانهاتن	manhattane
مانهاتن	manhattan
حار	horúci
حار	sexi
حار	hot
حار	horúca
حار	horúce
رين	rin
الولد	chlapček
الولد	boy
الولد	chalan
الولد	chlapec
التين	figy
الراية	banner
وولف	vlk
وولف	wolf
عقاقير	lieky
عقاقير	drogy
الصعوبات	ťažkosti
الصعوبات	ťažkostiach
الصعوبات	náročnosť
الصعوبات	ťažkosti
الصعوبات	ťažkostí
توافر	dostupnosť
خضر	green
خضر	zelený
خضر	zelené
خضر	zelenú
خضر	zelená
عقاب	trest
عقاب	potrestanie
عقاب	trestom
الراعي	pastier
الراعي	sponzora
الراعي	sponzor
الراعي	sponzorom
قياسات	merania
قياسات	meraní
قياسات	meranie
نزيف	krvácanie
نزيف	krvácania
نمساوي	rakúska
نمساوي	rakúsky
نمساوي	rakúske
نمساوي	austrian
مسطح	byt
مسطح	ploché
مسطح	plochá
معقد	zložitá
معقد	komplikovaný
معقد	zložité
معقد	komplikovaná
معقد	komplikované
تحية	uvítanie
تحية	pozdrav
تحية	poctu
تحية	pozdravujem
تحية	pozdravy
اطار	rámec
اطار	rámca
اطار	rámcom
اطار	rámec
اطار	rám
المشاهدين	diváci
المشاهدين	divákov
خامس	piaty
خامس	piata
خامس	piate
الوجوه	tváre
الوجوه	tvárí
تبريد	chladenie
تبريد	chladiace
تبريد	chladenia
تبريد	chladiaci
تبريد	chladenie
تبريد	chladiace
اعلى	vyššia
اعلى	vyšší
اعلى	vyššie
اعلى	vyššiu
اعلى	vyssie
مليارات	miliárd
مليارات	miliardy
عدو	nepriateľ
عدو	nepriateľa
عدو	nepriateľom
عدو	nepriateľ
باير	bayer
باير	baer
الجوع	hladu
الجوع	hlad
خريج	absolvent
موثوق	spoľahlivé
موثوق	spoľahlivá
موثوق	spoľahlivý
موثوق	spoľahlivo
القياسات	merania
القياسات	meraní
القياسات	meranie
القياسات	rozmery
القياسات	veľkosti
امتياز	privilégium
امتياز	koncesie
تحد	výzvu
تحد	challenge
تحد	výzva
تحد	vyzvať
الملونة	farebné
الانتماء	príslušnosť
الانتماء	patriace
الانتماء	patriaci
الانتماء	patriacich
مكي	mckay
المحاولة	skúšam
المحاولة	pokus
قادمة	prichádza
قادمة	príchod
البلاستيك	plastov
البلاستيك	plasty
البلاستيك	plastové
البلاستيك	plast
البلاستيك	plasty
سيباستيان	sebastian
قمم	samity
قمم	maximálne
المحبة	milujúci
المحبة	milovať
بازل	bazalka
بازل	bazilej
مصارعة	wrestling
تشكيلات	formácie
تشكيلات	konfigurácie
متميز	odlíšiť
المزارعين	farmári
المزارعين	chovatelia
المزارعين	poľnohospodárov
المزارعين	poľnohospodári
تماثيل	figúrky
تماثيل	sochy
الرصد	sledovanie
الرصد	monitoring
الرصد	monitorovania
الرصد	monitorovať
الرصد	monitorovanie
بطلة	hrdinka
لوي	louie
لوسي	lucy
المشاركات	účasti
المشاركات	účastí
المشاركات	akcie
المشاركات	podiely
المشاركات	zdieľania
المشاركات	schôdzky
عملاقة	obor
عملاقة	obrovský
عملاقة	obrie
كامب	tábora
كامب	camp
كامب	tábor
البطلة	hrdinka
شرعي	legálny
شرعي	legálne
سنتيمتر	centimetrov
سنتيمتر	centimeter
سنتيمتر	centimeter
الهندوسية	hinduizmus
الغد	zajtrajšok
الغد	zajtra
القاري	kontinentálne
يغلب	úderov
يغلب	bije
ختم	pečiatka
ختم	známka
ختم	seal
ختم	pečať
ختم	tesnenie
المراهقة	tínedžeri
المراهقة	dospievanie
يضيف	pridania
يضيف	dodáva
يضيف	pridáva
يضيف	pridá
للسياحة	turistika
للسياحة	ruchu
اتصل	volať
اتصل	zavolať
اتصل	volajte
اتصل	hovor
النقص	nedokonalosti
عبود	abbúd
ذكي	šikovné
ذكي	múdry
ذكي	šikovný
ذكي	múdra
ذكي	inteligentné
ذكي	inteligentná
ذكي	inteligentný
ذكي	inteligentné
ذكي	múdry
ذكي	šikovný
ذكي	smart
ذكي	múdra
شهري	mesačne
شهري	mesačných
شهري	mesačná
شهري	mesačné
شهري	mesačný
الدبلجة	dabing
زحل	saturn
موحد	jednotná
موحد	jednotné
موحد	zjednotení
موحد	jednotný
موحد	štandardizované
موحد	štandardizovaný
موحد	uniformy
موحد	uniforma
موحد	jednotná
موحد	jednotné
موحد	jednotný
بانكوك	bangkoku
شهرية	mesačne
شهرية	mesačných
شهرية	mesačná
شهرية	mesačné
شهرية	mesačný
مولر	müller
مولر	mueller
مولر	muller
مرشد	sprievodcu
مرشد	príručka
مرشد	sprievodca
مرشد	guide
مرشد	návod
الوثائقية	dokumentárne
الوحش	beštia
الوحش	šelmy
الوحش	zviera
الوحش	príšera
الوحش	monštrum
الوحش	netvor
الوحش	obluda
كورت	kurt
جوز	orechy
المهبل	vagíny
المهبل	vagína
عمالة	zamestnanie
عمالة	zamestnanosť
جونيور	junior
تلال	kopcov
تلال	hills
تلال	kopce
الجن	jinn
الجن	džin
الافتتاح	otvorenie
الافتتاح	otvára
الافتتاح	otváranie
ضحية	obeť
ضحية	obeťou
سلبي	negatívne
سلبي	negatívna
سلبي	negatívny
سلبي	záporné
الشرط	požiadavku
الشرط	požiadavka
الشرط	stav
الشرط	podmienkou
الشرط	podmienky
الشرط	podmienka
بنوك	banks
بنوك	banky
بنوك	bankami
بنوك	bánk
مرئية	viditeľný
مرئية	viditeľné
مرئية	viditeľná
يتفاعل	reaguje
يتفاعل	zareaguje
راتب	mzda
راتب	plat
اختلافات	diff
اختلافات	odlišnosti
اختلافات	rozdielov
اختلافات	rozdiely
اختلافات	varianty
اختلافات	variácie
اختلافات	odchýlky
باليرمو	palermo
هانوفر	hannoveri
الصخرة	skala
الصخرة	kameň
الصخرة	skaly
الصخرة	rock
اولاد	boys
اولاد	chlapci
اولاد	chalani
الغزل	priadza
الغزل	priadze
برنارد	bernard
كاري	kari
جينات	gény
الماركسية	marxista
اعتقاد	viery
اعتقاد	viera
جوناثان	jonathan
عربات	vozidiel
عربات	vozidlá
اعلن	oznámiť
اعلن	oznamuje
اعلن	ohlásiť
اعلن	oznamovať
اعلن	vyhlásiť
اعلن	vyhlasujem
اعلن	oznámil
اعلن	oznámila
اعلن	oznámené
اعلن	oznámili
اعلن	ohlásené
المتوفي	zosnulý
المتوفي	zos
المتوفي	zosnulého
ملونة	farebné
ملونة	farebný
ملونة	farebné
صخرة	skala
صخرة	kameň
صخرة	skaly
صخرة	rock
ابناء	synovia
ابناء	synov
المرصد	observatórium
تين	tin
تين	cínu
تصاميم	vzory
تصاميم	návrhy
محاصيل	plodiny
محاصيل	plodín
صبغة	farbivo
صبغة	odtieň
صبغة	pigment
دلهي	dillí
شارون	sharon
جنسي	sexi
جنسي	sexy
جنسي	pohlavný
جنسي	sexuálna
جنسي	sexuálne
جنسي	sexuálny
التوفيق	zmier
التوفيق	zmierenie
التوفيق	úspešné
التوفيق	úspešný
التوفيق	úspešná
التوفيق	úspešnosť
التوفيق	úspech
التجزئة	maloobchod
التجزئة	maloobchodných
التجزئة	maloobchodné
مرج	lúke
مرج	lúky
الحزن	zármutok
الحزن	zial
الحزن	smútku
الحزن	smútok
الحزن	smútok
تلاميذ	žiakov
تلاميذ	zreničky
تلاميذ	žiaci
تلاميذ	učeníci
الرسل	apoštolov
الرسل	poslovia
مختبرات	laboratória
مختبرات	laboratórií
مختبرات	laboratóriá
مختبرات	laboratórií
مختبرات	laboratóriá
كمبوديا	kambodži
بورتلاند	portlande
الوجبات	jedlá
ممارسات	praktiky
خريجي	absolventov
خريجي	absolventi
مراسم	obrad
مراسم	slávnosť
شيدت	skonštruované
شيدت	konštruované
ناميبيا	namíbia
القاموس	slovníka
القاموس	slovník
مرضية	uspokojenie
كيبيك	quebec
منتديات	fórum
منتديات	fór
منتديات	fóra
مختلطة	zmiešaný
مختلطة	zmiešaná
مختلطة	zmiešané
فم	huba
فم	papule
فم	ústa
توتنهام	tottenham
توتنهام	ostrohy
مجهود	snaha
مجهود	úsilie
مجهود	snahu
مجهود	úsilia
التشابه	podobnosť
التشابه	podoba
التشابه	podobnosť
التضخم	inflácie
التضخم	inflácia
التضخم	infláciu
فرانكو	franco
اضطهاد	prenasledovanie
اضطهاد	prenasledovania
اضطهاد	útlaku
المساهمات	príspevky
المساهمات	príspevkov
ترينيداد	trinidad
تجريبية	experimentálne
تجريبية	experimentálny
النظائر	izotopov
جاز	jazz
اعتراض	námietku
اعتراض	námietky
اعتراض	námietka
المطالب	žiadateľ
المطالب	navrhovateľ
المطالب	požiadavky
فتى	chlapček
فتى	boy
فتى	chalan
فتى	chlapec
التشفير	šifrovanie
التشفير	kódovanie
التشفير	kryptografia
البروتستانت	protestantov
المرشد	sprievodcu
المرشد	príručka
المرشد	sprievodca
المرشد	guide
المرشد	návod
السعوديين	saudi
فرانز	franz
قدرت	ocenené
قدرت	ocenil
قدرت	cení
التقليل	podcenil
كلي	zjesť
كلي	jesť
الدروز	drúzi
المكاتب	úrady
المكاتب	kancelárie
رولز	rožky
رولز	kotúče
رولز	zvitky
امتلاك	držanie
امتلاك	držba
امتلاك	vlastniť
خيارات	moznosti
خيارات	voľby
خيارات	opcie
خيارات	možnosti
الحاسبات	počítače
الحاسبات	počítačov
ده	jeho
الجيب	vreckové
الجيب	vrecko
الجيب	vrecka
الجيب	vrecku
الجيب	jeep
طفرة	mutácie
طفرة	mutácia
الكؤوس	šálky
الكؤوس	poháre
مخترع	vynálezca
قارب	lodi
قارب	čln
قارب	loď
جرح	zranených
جرح	zraneného
جرح	ranený
جرح	zranený
جرح	ranu
جرح	poranenie
جرح	zranenie
جرح	rana
جرح	rany
الفوسفات	fosfátu
للاستثمار	investícia
للاستثمار	investovanie
للاستثمار	investície
النشطة	aktívneho
النشطة	aktívne
النشطة	aktívni
النشطة	aktívny
النشطة	aktívna
العاب	zápasy
العاب	hry
العاب	hier
العاب	hračiek
العاب	hračky
سيبيريا	sibírsky
سيبيريا	sibír
الاقتراح	návrh
الاقتراح	návrh
السوربون	sorbonne
التكيف	úprava
التكيف	nastavenie
التكيف	prispôsobenie
التكيف	prispôsobenia
التكيف	prispôsobenie
التكيف	prispôsobovanie
التكيف	prispôsobiť
ينفذ	vykoná
ينفذ	vykonáva
سيلفا	silva
فينيكس	phoenix
كيت	katka
الخرسانة	konkrétny
الخرسانة	konkrétna
الخرسانة	betónu
الخرسانة	konkrétne
الخرسانة	betón
قاطع	presvedčivé
قاطع	presvedčivý
ناقصة	neúplná
ناقصة	nedokončené
ناقصة	neúplné
ناقصة	neúplný
باطن	chodidlá
موقعة	podpísal
موقعة	podpísaný
موقعة	podpísaná
موقعة	podpísané
موقعة	podpísaná
تنبيه	upozorniť
تنبيه	zápis
تنبيه	upozornenie
ثري	bohaté
ثري	bohatá
ثري	rich
ثري	bohatý
رينو	reno
رينو	renault
التقاء	sútok
قلق	úzkosť
الدبلوماسي	diplomat
الدبلوماسي	diplomatický
الدبلوماسي	diplomatické
فضيحة	škandálu
فضيحة	škandál
موتورز	motors
موتورز	motory
فهرنهايت	fahrenheita
مطابقة	porovnávanie
مطابقة	zhodné
مطابقة	zodpovedajúce
مطابقة	zodpovedajúca
مطابقة	zhodovať
مطابقة	zápas
مطابقة	zhoda
مطابقة	zhody
المعسكر	tábora
المعسكر	camp
المعسكر	tábor
السل	tuberkulóza
السل	tuberkulózu
اقليم	provincie
اقليم	provincia
اقليم	provincii
اقليم	kraj
اقليم	regiónu
اقليم	oblasť
اقليم	región
اقليم	územie
اقليم	teritórium
اقليم	územia
المصاحبة	synchronizácia
المصاحبة	synchronizovať
الحلويات	sladkosti
الحلويات	cukríky
الحلويات	dezerty
مقهى	kaviareň
مقهى	cafe
مقهى	kaviarne
مقهى	café
مقهى	kaviareň
مقهى	café
سراي	galatasaray
المختلط	zmiešaný
المختلط	zmiešaná
المختلط	zmiešané
المتهم	obvinená
المتهم	obvinený
المتهم	obvinili
المتهم	obvinených
المتهم	obžalovaný
المتهم	odporca
خيوط	nite
خيوط	vlákna
حامية	garrison
حامية	ochranca
حامية	ochrancu
الربح	profit
الربح	zisku
الربح	zisk
ابتكار	inovácie
ابتكار	inováciu
ابتكار	inovácia
عيادة	klinika
عيادة	kliniky
عيادة	klinike
الديدان	červy
الديدان	červov
دموية	krvavé
دموية	krvavý
دموية	krvavá
باكو	baku
لونغ	dlhý
لونغ	dlho
لونغ	dlhé
لونغ	long
لونغ	dlhá
النحت	socha
النحت	sochy
لورين	lauren
ماضي	minulých
ماضي	minulosť
ماضي	minulosťou
ماضي	minulé
ماضي	minulosti
تفكك	rozchod
تفكك	rozpad
تفكك	rozpadu
الفيلق	légie
الفيلق	légia
السدود	priehrady
الحنجرة	hrdla
الحنجرة	hrdlo
الاجتماعات	stretnutí
الاجتماعات	zasadnutia
الاجتماعات	stretnutia
الاجتماعات	schôdze
الاجتماعات	zasadania
فرانشيسكو	francesco
الحلو	sladký
الحلو	sladká
