novak	novak
tón	tonalité
tón	tonus
slavík	nightingale
slavík	rossignol
slavík	songbird
basketbal	basket
basketbal	basketball
smrk	épicéa
zima	rhume
zima	froide
zima	froid
zima	froids
zima	hiver
zima	hivers
nicole	nicole
frankfurtu	frankfurt
frankfurtu	francfort
hnědý	brown
hnědý	marron
hnědý	bruns
hnědý	brun
hnědý	brunes
hnědý	brune
mississippi	mississippi
nepochybně	indubitablement
sporné	douteux
sporné	douteuse
sporné	contestable
sporné	douteuses
sporné	discutable
sporné	contesté
sporné	contestées
sporné	contestée
sporné	litigieuses
sporné	contesté
sporné	disputées
sporné	contestées
sporné	contestée
extrémní	extrême
extrémní	extrêmes
extrémní	extreme
vyvinutý	développées
vyvinutý	développés
vyvinutý	développée
vyvinutý	développé
vyvinutý	évolué
éra	eer
éra	era
éra	époque
signály	signaux
holý	nue
holý	nus
holý	nu
dokládá	illustre
středa	mercredi
ideologie	idéologie
ideologie	idéologique
ideologie	idéologies
ideologie	idéologies
odhad	estimation
odhad	devis
odhad	estimations
odhad	estimation
odhad	estimations
odhad	estimées
odhad	estimée
odhad	estimations
odhad	estimé
odhad	estimation
pacienta	patiente
pacienta	patients
pacienta	patient
irské	irlandaise
irské	irlandais
kázání	sermons
kázání	prêcher
kázání	sermon
kázání	prêcher
kázání	prêche
prázdná	vides
prázdná	vider
prázdná	vide
vystupovat	effectuer
osa	axes
osa	axe
dvojí	double
dvojí	dual
převodovka	transmission
převodovka	transmissions
chybějící	manquants
chybějící	manquante
chybějící	manque
chybějící	manquant
chybějící	disparu
pohřebiště	cimetière
schneider	schneider
habsburské	habsbourg
habsburské	habsburg
paolo	paolo
strop	plafond
strop	plafonds
zemře	meurt
zemře	décède
zemře	meurent
údržbu	entretien
údržbu	maintenance
portugalská	portugaise
portugalská	portugais
rozcestí	carrefour
rozcestí	carrefours
výdělek	profit
výdělek	bénéfice
výdělek	profits
výdělek	bénéfices
výdělek	gains
výdělek	salaire
nížiny	plaine
granollers	granollers
porozumění	compréhension
porozumění	compréhensif
porozumění	comprendre
porozumění	compréhensive
biblické	biblique
biblické	bibliques
pánve	casseroles
pánve	poêles
nabídka	tendres
nabídka	tendre
nabídka	bid
nabídka	enchère
nabídka	offrir
nabídka	offre
pomáhat	aidant
pomáhat	aider
nadpis	manchette
nadpis	rubrique
nadpis	titre
bosna	bosnie
leon	léon
leon	león
leon	leon
hole	discothèques
hole	clubs
hole	baguettes
hole	bâtons
hole	bâtonnets
klarinet	clarinette
křižníky	croiseurs
heinz	heinz
vlčí	loup
vlčí	loups
vlčí	wolf
vlčí	louve
patent	brevets
patent	brevet
absence	absents
absence	absent
absence	absentes
absence	absente
absence	absence
absence	absences
sestavil	compilés
sestavil	compilé
sestavil	compilées
koupila	achetées
koupila	achetée
koupila	achetés
koupila	acheté
opus	opus
komunisté	communistes
řádně	correctement
proveden	exécuté
proveden	exécutés
proveden	exécutée
army	armée
mag	mag
počítat	compter
počítat	compte
počítat	comte
počítat	comptage
počítat	compter
počítat	décompte
benz	benz
biologické	biologiques
biologické	biologique
kapacity	capacités
kapacity	capacité
kapacity	capacités
kopecký	kopecký
děla	cannon
děla	canon
děla	canons
děla	canons
poklad	trésors
poklad	trésor
upravuje	régit
upravuje	régule
upravuje	réglemente
upravuje	ajuste
regiony	régions
povstalci	insurgés
povstalci	rebelles
křesťané	chrétiens
slonoviny	ivoire
vyvinut	développées
vyvinut	développés
vyvinut	développée
vyvinut	développé
výuka	enseignement
výuka	apprendre
výuka	apprentissage
výuka	didacticiels
výuka	instructif
výuka	tutoriel
výuka	didacticiel
fed	fed
fed	nourri
fed	nourris
miguel	miguel
vyrovnání	offset
vyrovnání	décalage
vyrovnání	compenser
vyrovnání	déport
pistole	pistolets
pistole	pistolet
pistole	fusil
pistole	pistolet
pistole	arme
pistole	revolver
vzácný	rareté
vzácný	rare
vzácný	saignant
vzácný	rares
postupů	procédures
složený	plié
složený	pliés
složený	pliée
sung	chanté
sung	sung
sung	chantée
kings	rois
kings	kings
empire	empire
know	connaitre
know	connaître
know	sais
know	sachez
know	savoir
investice	investissement
investice	investir
investice	investissements
investice	investissement
investice	investissement
investice	investissements
flash	instantané
flash	flash
flash	éclair
flash	flashs
jemně	doucement
jemně	délicatement
jemně	doucement
collins	collins
navštívit	visite
navštívit	visitez
navštívit	visiter
norem	normes
norem	normes
soares	soares
dokázat	prouver
dokázat	prouvant
dokázat	prouvez
dokázat	prouver
dokázat	prouve
slavnost	festival
slavnost	fête
pomocný	auxiliaire
pomocný	auxiliaires
účinnosti	efficacité
účinnosti	effectivité
ronald	ronald
cti	honneur
cti	honneur
cti	honorer
hlasuje	vote
hlasuje	votes
hlasuje	voix
spojovací	couplage
spojovací	accouplement
spojovací	attelage
soundtrack	soundtrack
potřeboval	nécessaires
potřeboval	nécessaire
potřeboval	besoin
potřeboval	requis
marně	vain
marně	vains
marně	vaine
marně	vaniteux
justin	justin
rhône	rhône
rozděluje	divise
čekal	attendus
čekal	escompté
čekal	attendue
čekal	attendu
poručík	lieutenant
chung	chung
bojovali	combattu
ruka	bras
ruka	arm
ruka	main
ruka	hand
kolekce	collections
kolekce	ramassage
kolekce	recouvrement
kolekce	recueil
kolekce	collection
kolekce	collecte
federaci	fédération
sólo	solo
sólo	soliste
vyvolává	soulève
křídy	crétacé
jater	hépatique
jater	foies
jater	foie
jater	hépatiques
dílčí	partiel
dílčí	partielles
dílčí	partiellement
dílčí	partiels
dílčí	partielle
kritérií	critère
kritérií	critères
schváleno	approuvé
schváleno	approuvée
schváleno	approuvés
schváleno	agréée
schváleno	approuvées
schváleno	agréé
vyřazení	elimination
vyřazení	élimination
vyřazení	démantèlement
vyřazení	déclassement
sie	sie
odstavec	paragraphe
odstavec	alinéa
tendenci	tendaient
tendenci	tendance
nedávné	récents
nedávné	récent
nedávné	récentes
nedávné	récente
sloučenin	composés
kansas	kansas
povoleno	autorisée
povoleno	autorisé
povoleno	autorisés
povoleno	agréé
povoleno	autorisées
povoleno	activées
povoleno	activés
povoleno	activée
povoleno	activé
povoleno	autorisé
povoleno	autorisés
povoleno	autorisées
flora	flora
flora	flore
luftwaffe	luftwaffe
mitsubishi	mitsubishi
ráj	paradis
ráj	paradisiaque
ráj	paradise
přeložit	traduire
přeložit	traduit
ložiska	roulements
ložiska	paliers
polák	polonaise
polák	polonaises
polák	polonais
polák	pôle
polák	poteau
polák	pole
polák	polonais
polák	polack
esa	as
esa	ase
esa	esa
fasády	façades
nancy	nancy
protein	protéines
protein	protéique
protein	protéine
nfl	nfl
moravec	moravec
kohout	queue
kohout	coq
kohout	bite
kohout	coq
vily	villas
vily	villa
chemická	chimique
chemická	chimiques
létající	volants
létající	battant
létající	volant
létající	voler
důsledek	conséquence
účetnictví	comptables
účetnictví	comptable
účetnictví	comptabilité
účetnictví	comptabilité
účetnictví	comptabilité
anjou	anjou
čtenářů	lecteurs
působnost	portée
karen	karen
mare	mare
mare	jument
sloučit	fusionner
sloučit	fusionne
sloučit	fusion
sloučit	fusionnées
sloučit	fusionnée
sloučit	fusionnés
sloučit	fusionné
reforma	reforme
reforma	réformer
reforma	réforme
reforma	réformes
odlišuje	distingue
žádoucí	désirée
žádoucí	désiré
žádoucí	souhaités
žádoucí	souhaitée
žádoucí	souhaité
žádoucí	désirable
žádoucí	souhaitable
žádoucí	souhaitables
proteiny	protéines
proteiny	protéique
proteiny	protéine
proteiny	protéines
england	angleterre
hlášení	signaler
hlášení	reportage
hlášení	rapport
hlášení	rapports
hlášení	reportages
hlášení	reportage
hlášení	signalement
hlášení	signaler
hlášení	rapports
hlášení	reportages
odstraňování	élimination
odstraňování	déménagement
odstraňování	enlèvement
odstraňování	suppression
let}}	ans}}
paralelní	parallèlement
paralelní	parallèles
paralelní	parallèle
raketoplán	shuttle
raketoplán	navette
raketoplán	navettes
přesnost	ponctualité
přesnost	précision
přesnost	exactitude
přesnost	précision
přesnost	justesse
kraus	kraus
vertikální	verticales
vertikální	verticalement
vertikální	verticaux
vertikální	vertical
vertikální	verticale
tatry	tatras
podnět	réclamation
podnět	plainte
podnět	plaintes
podnět	stimulation
podnět	stimulus
podnět	relance
podnět	incitatif
podnět	incitatifs
podnět	incitation
podnět	incitations
podnět	initiative
vytvořeno	créée
vytvořeno	créé
vytvořeno	crée
vytvořeno	crées
vytvořeno	créés
ball	boule
ball	ball
ball	balle
ball	ballon
popularitu	popularité
dramatické	spectaculaire
dramatické	dramatique
dramatické	dramatiques
příslušný	compétent
příslušný	compétente
příslušný	compétentes
příslušný	compétents
železná	fer
eleonora	eleonora
zabití	tuerie
zabití	tuer
zabití	homicide
mont	mont
ilegální	illégaux
ilegální	illégales
ilegální	illégale
ilegální	illégal
ilegální	illicite
deutschen	deutschen
čistá	propre
čistá	nettoient
čistá	nettoyer
čistá	pures
čistá	purs
čistá	pur
čistá	pure
řekla	dit
řekla	disait
vydaný	émis
vydaný	émises
vydaný	délivrés
vydaný	émise
vydaný	délivré
sta	sta
toky	flux
dialog	dialogue
dialog	dialogues
dialog	dialoguer
dialog	dialogue
expanze	agrandissement
expanze	extension
expanze	expansion
zkoumá	explore
zkoumá	examine
istanbulu	istanbul
derby	derby
příkop	tranchée
příkop	tranchées
příkop	fosse
příkop	fossé
příkop	douves
tržní	marché
bas	bas
agresivní	agressif
agresivní	agressifs
agresivní	agressive
agresivní	agressives
agresivní	agressivité
libuše	libuše
dean	doyen
dean	dean
dean	doyenne
campbell	campbell
obnovy	rétablissement
obnovy	recouvrement
obnovy	récupération
obnovy	guérison
ulrich	ulrich
životnost	pérennité
životnost	longévité
životnost	durabilité
ger	ger
radar	radar
radar	radars
alain	alain
kabiny	cabanes
kabiny	cabines
kabiny	cabines
kabiny	stands
pochopil	compris
omylem	accidentellement
mapování	cartographie
expozici	exposition
tábory	camps
tábory	campements
mrtvý	morts
mrtvý	morte
mrtvý	dead
mrtvý	mort
vysílat	diffusion
vysílat	radiodiffusion
vysílat	diffuser
týdnech	semaines
phoenix	phénix
phoenix	phoenix
anti	anti
nahrazuje	remplacera
nahrazuje	remplace
konstantinopole	constantinople
řez	cut
řez	couper
řez	coupé
řez	coupez
řez	coupe
řez	incision
vyhnanství	exilé
vyhnanství	exil
vyhnanství	exilés
vyhnanství	bannissement
boulevard	boulevard
pořádek	ordre
pořádek	commande
pořádek	commander
cruz	cruz
turci	turques
turci	turque
turci	turcs
nesprávně	incorrect
nesprávně	inexacte
nesprávně	incorrecte
nesprávně	erroné
nesprávně	incorrectement
tepelné	thermale
tepelné	thermique
tepelné	thermiques
tanečnice	danseuses
tanečnice	danseurs
tanečnice	danseuse
tanečnice	danseur
tanečnice	dancer
monografie	monographie
porušování	violation
porušování	infraction
prodat	vends
prodat	vendre
dennis	dennis
dennis	denis
palais	palais
rumunské	roumains
rumunské	roumaine
rumunské	roumain
respekt	respect
respekt	respecter
respekt	respecte
pete	pete
cska	cska
objektivní	objectif
kometa	comètes
kometa	comète
hodnotí	évalue
optimální	optimal
optimální	optimum
optimální	optimale
optimální	optimal
optimální	optimales
optimální	optimum
optimální	optimale
různí	divers
různí	diverses
servery	serveurs
servery	serveur
libanonu	liban
překvapení	surprise
překvapení	surprenant
překvapení	surpris
překvapení	surprendre
překvapení	surprises
překvapení	surprises
minimum	minimales
minimum	minimum
minimum	minimal
minimum	minimale
minimum	minimums
fc}}	fc}}
galaxií	galaxies
galaxií	galaxie
galaxií	galaxy
prach	dust
prach	poussière
prach	poussières
prach	poudre
prach	poudres
fotografka	photographe
blesk	éclairs
blesk	allégement
blesk	instantané
blesk	flash
blesk	éclair
blesk	flashs
blesk	lightning
blesk	éclairs
blesk	éclair
blesk	foudre
edgar	edgar
koni	chevaux
koni	cheval
koni	jument
productions	productions
chu	chu
mir	mir
lorenzo	lorenzo
maximum	maximale
maximum	maximal
maximum	maximales
maximum	maximum
třináct	treize
třináct	thirteen
melo	melo
diskografie	discographie
tváře	joues
tváře	faces
tváře	visages
vinné	tartrique
optické	optique
optické	optiques
úpadek	refuser
úpadek	déclin
úpadek	décliner
úpadek	baisse
úpadek	faillite
úpadek	faillites
úpadek	banqueroute
vystaven	exposées
vystaven	exposés
vystaven	exposé
hollywood	hollywood
houston	houston
ovlivněna	influencé
ovlivněna	influencées
ovlivněna	influencée
ovlivněna	influencés
jakob	jakob
molekulární	moléculaire
molekulární	moléculaires
tvrdě	difficiles
tvrdě	dur
tvrdě	hard
tvrdě	difficile
tvrdě	dure
jámy	fosses
jámy	pit
jámy	fosse
gott	gott
vlasů	cheveu
vlasů	cheveux
vlasů	coiffure
izolace	isolation
izolace	isolant
izolace	isolants
izolace	isolation
izolace	isolement
kyslík	oxygène
nápisy	inscriptions
riga	riga
money	monnaie
money	argent
colin	colin
skotské	ecossais
skotské	scotch
skotské	whisky
skotské	ecossais
skotské	écossaise
skotské	écossais
sochu	statue
modifikace	modification
modifikace	modifications
indonésie	indonésie
synagogy	synagogue
synagogy	synagogues
umožnit	activer
umožnit	permettent
umožnit	autoriser
umožnit	permettre
kriminální	criminels
kriminální	pénale
kriminální	criminel
kriminální	criminelle
předávání	transmission
předávání	transmissions
slovinské	slovène
slovinské	slovènes
slovinské	slovène
slovinské	slovènes
loďstvo	flotte
koupit	acheter
koupit	achat
koupit	achetez
standardy	normes
nečekaně	inopinément
had	serpents
had	vipère
had	snake
had	serpent
had	serpent
štíty	boucliers
štíty	bouclier
využívané	exploités
využívané	exploitées
využívané	exploité
využívané	exploitée
domnívá	considère
eseje	essais
nemožné	impossible
nemožné	impossibles
domény	domaines
domény	domaine
infrastruktury	infrastructures
infrastruktury	infrastructure
infrastruktury	infrastructures
zřetelně	manifestement
zřetelně	clairement
šedá	gray
šedá	gris
šedá	grise
šedá	gris
šedá	grise
glasgow	glasgow
muslimové	musulmans
muslimové	musulman
učitelka	instituteur
učitelka	institutrice
učitelka	professeur
učitelka	enseignante
učitelka	enseignant
učitelka	institutrice
vzdálená	distante
vzdálená	distants
vzdálená	distant
vzdálená	lointaine
vzdálená	lointain
vzdálená	distants
vzdálená	reculées
vzdálená	lointain
vzdálená	distante
argo	argo
pont	pont
prototypy	prototypes
pochopit	comprenez
pochopit	comprendre
pochopit	comprends
bonus	bonus
bonus	prime
bonus	bonification
ryba	poissons
ryba	pêcher
ryba	poisson
rádio	radiophonique
rádio	radio
samantha	samantha
jeskyni	caverne
jeskyni	grotte
jeskyni	cave
tenor	ténor
eugen	eugen
polskem	pologne
měny	monnaie
měny	devise
měny	monnaies
měny	devises
měny	devises
měny	monnaies
guillaume	guillaume
ich	ich
indiáni	indiens
verdasco	verdasco
maxe	max
maxe	maxi
maxe	maxime
maxe	maximum
modernizaci	moderniser
modernizaci	modernisation
synonymum	synonyme
synonymum	synonymes
geografické	géographique
geografické	géographiques
geografické	géographique
melodie	mélodies
melodie	airs
melodie	mélodies
melodie	mélodie
melodie	mélodies
melodie	melody
melodie	tune
kostýmy	déguisements
kostýmy	costumes
kostýmy	déguisements
kostýmy	costume
kostýmy	déguisement
auguste	auguste
břišní	abdominale
dinosaurů	dinosaures
dinosaurů	dinosaure
police	étagère
police	tablette
police	étagères
police	rayonnages
police	tablettes
sultán	sultan
fra	fra
gravitační	gravitationnelle
gravitační	gravitation
gravitační	gravitation
gravitační	gravitation
gravitační	pesanteur
gravitační	gravité
likvidace	élimination
likvidace	liquidation
parker	parker
dinosaura	dinosaures
dinosaura	dinosaure
schumacher	schumacher
bezpečí	sûreté
bezpečí	sécurité
bezpečí	securite
řízené	gérée
řízené	gérés
řízené	géré
řízené	contrôlées
řízené	contrôlés
řízené	contrôlée
řízené	contrôlé
účty	factures
účty	comptes
toma	toma
elektřiny	electricité
elektřiny	électricité
brigáda	brigade
vrtulníků	hélicoptère
vrtulníků	hélicoptères
watson	watson
venkovské	rurales
venkovské	ruraux
venkovské	rurale
venkovské	rural
rokycany	rokycany
mach	mach
otroctví	esclavage
otroctví	esclavage
otroctví	servitude
otroctví	asservissement
otroctví	bondage
registrace	enregistrements
registrace	inscriptions
registrace	inscription
registrace	enregistrement
registrace	immatriculation
nalezeno	trouvée
nalezeno	trouvé
nalezeno	trouvées
nalezeno	retrouvé
nalezeno	trouvés
becker	becker
přilehlé	adjacents
přilehlé	contiguës
přilehlé	adjacentes
přilehlé	adjacente
přilehlé	adjacent
trhy	marchés
novinářka	journaliste
návštěvníci	visiteur
návštěvníci	visiteurs
