дедушка	avó
рощи	groves
рощи	miña
рощи	esposa
рощи	vinnie
рощи	sra
стелла	stella
законных	lexítima
законных	lexítimo
забастовка	folga
забастовка	ataque
забастовка	¡
забастовка	que
забастовка	empece
шерлок	sherlock
экономия	aforros
экономия	aforrando
экономия	salvar
экономия	aforro
экономия	aforraban
экономия	economía
экономия	a
экономия	da
динамические	dinámica
пациенты	pacientes
пациенты	os
пациенты	doentes
молчание	silencio
молчание	silencio
молчание	o
нация	nación
нация	país
килограмм	chan
пролетариата	proletariado
пролетариата	proletarios
танзания	tanzania
жертвоприношения	sacrificio
жертвоприношения	sacrificar
жертвоприношения	zugue
жертвоприношения	o
коломбо	colombo
лютер	luther
лютер	king
устойчивое	sostible
лютера	luther
лютера	king
доволен	satisfeito
аммиака	amoníaco
флэш	de
бёрнс	queimaduras
бёрнс	arde
живу	vivir
живу	vivo
живу	viven
живу	vive
живу	viva
свиньи	porcos
свиньи	os
свиньи	porco
молочных	leitería
жиров	fats
рыболовства	pescar
рыболовства	pesca
дозу	dose
фактическое	real
ого	vaites
ого	uau
ого	guau
ого	vaia
ландшафта	paisaxe
будда	buda
разъяснение	explicación
покрывает	cobre
труднее	máis
труднее	difícil
глобальная	mundial
глобальная	de
глобальная	global
глобальная	globais
несогласие	de
несогласие	acordo
благородный	nobre
благородный	honorábel
слабости	debilidade
повесить	tempo
повесить	andas
повесить	colgar
повесить	un
повесить	perder
ужин	cear
ужин	cea
ужин	a
ужин	cea
смелый	valentes
смелый	valente
бедный	pobre
бедный	pobres
молодежь	xuventude
молодежь	mozos
молодежь	a
молодежь	mocidade
молодежь	francia
молодежь	de
лёгкое	pulmón
пальцем	dedo
пальцем	o
удовольствия	pracer
удовольствия	encantado
удовольствия	gusto
удовольствия	placer
колонка	columna
колонка	retagarda
наказать	castigar
ложное	falsa
ложное	falso
разрешены	permitiu
разрешены	se
разрешены	permita
разрешены	lles
разрешены	permite
разрешены	non
разрешены	permiten
разрешены	vir
говорящие	falar
говорящие	falando
муха	e
муха	pilotar
муха	voar
муха	voan
муха	voarei
муха	voe
муха	voo
голая	espido
ежедневная	día
ежедневная	diariamente
ежедневная	daily
ежедневная	cotiá
ежедневная	diario
сальваторе	salvatore
заключительный	final
заключительный	derradeira
заключительный	último
заключительный	axuntémonos
заключительный	todos
заключительный	definitivo
издержки	custa
издержки	costa
издержки	custar
издержки	custos
издержки	sanitarios
носом	nariz
носом	o
носом	no
кво	quo
кубу	cuba
кубу	cubana
плащ	o
плащ	cabo
продление	extensión
продление	estensión
симулятор	simulador
атомные	atómicos
атомные	núcleo
атомные	atómica
овцы	ovellas
возникших	atopou
убытки	perdas
убытки	as
любимое	favorito
любимое	favoritos
любимое	favorita
любимое	preferido
налоговых	impostos
пожелание	gustaríame
пожелание	desexo
пожелание	desexaría
пожелание	oxalá
окружили	rodeados
кооператив	cooperativas
кооператив	cooperativa
кооператив	dos
корпораций	empresas
корпораций	corporacións
линк	enlace
жестокие	cruel
жестокие	brutal
закат	solpor
вожди	xefes
предотвращение	prevención
воспоминание	memoria
джеральд	gerald
отдохнуть	resto
отдохнуть	descansar
отдохнуть	demais
отдохнуть	descanso
приверженность	compromiso
приверженность	mecanismo
приверженность	de
приверженность	mecanismos
приверженность	cos
хорош	bo
хорош	ben
хорош	boa
хорош	boas
хорош	bos
идентификация	identificación
идентификация	documento
идентификация	identidade
идентификация	identidade
палочки	paos
чума	peste
неспособность	incapacidade
обвиняемых	dos
обвиняемых	acusados
обвиняемых	acusado
обвиняемых	os
обвиняемых	imputados
иди	ir
управляющие	encargados
спокойствие	calma
спокойствие	acouga
спокойствие	mar
спокойствие	calmo
спокойствие	tranquila
спокойствие	tranquilo
спокойствие	calme
сырой	cru
сырой	groseiro
сырой	materia
сырой	materias
сотнями	centos
универсальные	universais
универсальные	universal
даю	a
даю	dar
даю	un
глубокую	no
глубокую	fondo
глубокую	profundo
глубокую	profundidade
глубокую	de
глубокую	profundo
прекращается	paradas
прекращается	frea
прекращается	detén
прекращается	deixa
прекращается	se
соседка	veciño
эндрюс	andrews
скопировать	copia
наблюдаю	vendo
наблюдаю	a
наблюдаю	as
наблюдаю	ver
наблюдаю	mirando
наблюдаю	mirar
наблюдаю	observando
дейв	dave
джейкоб	xacob
дюк	duque
потратил	pasamos
потратил	pasei
потратил	pasou
потратил	anos
сол	saúl
битв	batallas
битв	combates
неправильный	mal
неправильный	malo
штаны	pantalóns
штаны	ruta
штаны	no
штаны	os
штаны	pantalón
штаны	brancos
подростки	adolescentes
подростки	adolescencia
подростки	os
подростки	adolescentes
клоун	pallaso
надеется	esperanza
надеется	esperanzas
