večné	eternal
jeruzaleme	yerusalem
jeruzaleme	jerusalem
jeruzaleme	jambu
kultúr	kultur
plná	full
plná	kenyang
plná	penuh
stavali	membangun
stavali	dibangun
stavali	built
námorníctvo	navy
riadiť	dipandu
riadiť	hidayah
riadiť	kelola
riadiť	mengelola
riadiť	mengarahkan
mladšie	younger
mladšie	muda
učiteľka	guru
pivo	beer
pivo	bir
pivo	ale
jednotný	bersatu
jednotný	unified
jednotný	seragam
jednotný	single
jednotný	lajang
jednotný	jomblo
jednotný	tunggal
pripojený	lampirkan
pripojený	terlampir
pripojený	dilampirkan
pripojený	terhubung
pripojený	terkoneksi
pripojený	tersambung
pripojený	daring
pripojený	online
münchen	münchen
stiahnuť	download
stiahnuť	unduhan
stiahnuť	mengunduh
stiahnuť	unduh
obľúbený	favourite
obľúbený	favorit
obľúbený	favorite
obľúbený	kesukaan
obľúbený	terfavorit
obľúbený	favorit
biskupský	keuskupan
evanjelium	gospel
evanjelium	injil
craig	craig
kvalitné	berkualitas
kvalitné	kualitas
korisť	rampasan
korisť	jarahan
korisť	menjarah
korisť	rampasan
korisť	jarahan
korisť	mangsanya
korisť	mangsa
par	par
par	nominal
pozemky	plot
pozemky	daratan
pozemky	tanah
pozemky	land
stály	mantap
rna	rna
prototypy	prototipe
prototypy	purwarupa
jadrové	nuklir
jadrové	pome
kov	logam
kov	metal
rola	peran
rola	peranan
písania	mengetikkan
písania	mengetik
pečene	hepatik
pečene	hati
pečene	liver
pete	pete
pozorovaná	diamati
štátnik	negarawan
stupnice	timbangan
stupnice	sisik
fsm	fsm
brať	tahlil
brať	taking
brať	mengambil
brať	ambil
brať	take
symfonický	simfoni
kvalifikáciu	kualifikasi
ušiel	lolos
reforiem	reformasi
vstúpiť	masukkan
vstúpiť	enter
multi	multi
kazateľ	pengkhotbah
kazateľ	pendeta
klein	klein
telefóny	telepon
telefóny	telepon
vonkajšia	outdoor
vonkajšia	outer
vonkajšia	eksternal
cruz	cruz
dobytok	peternakan
dobytok	beternak
dobytok	ternak
dobytok	sapi
dobytok	ternak
muzikál	musik
muzikál	musikal
muzikál	musical
strachu	takut
strachu	fear
strachu	ketakutan
zostavy	majelis
zostavy	set
zostavy	kit
zostavy	skuat
zostavy	regu
zostavy	barisan
fanúšikovia	fans
fanúšikovia	penggemar
plyny	gas
ryba	ikan
vlákien	filamen
vlákien	serat
aktivista	aktivis
nádoby	kontainer
nádoby	wadah
jung	jeong
jung	jung
ľavé	kiri
ľavé	tersisa
väzni	tahanan
väzni	narapidana
väzni	narapidana
zoltán	zoltán
priehrada	dam
priehrada	waduk
priehrada	bendungan
priehrada	waduk
kongrese	kongres
money	uang
zranení	cedera
zranení	terluka
zranení	cedera
zachovať	melestarikan
zachovať	mempertahankan
zachovať	pertahankan
zachovať	mempertahankan
zachovať	keep
ministri	menteri
mayer	mayer
výskumné	riset
výskumné	penelitian
tajomníka	registrar
platforma	platform
car	car
car	mobil
car	tsar
príslušné	kompeten
príslušné	relevan
anti	anti
platformy	platform
platformy	platform
brankára	kiper
preč	gone
preč	jauh
preč	away
preč	menjauh
hľadal	dicari
hľadal	dicari
islamu	islam
esperanto	esperanto
hrobu	kubur
hrobu	kuburan
hrobu	makam
dátumu	tanggal
dátumu	tgl
christoph	christoph
hĺbku	kedalaman
hĺbku	mendalam
hercov	aktor
ohrozený	terancam
ohrozený	mengancam
ohrozený	terancam
ohrozený	diancam
ohrozený	dibobol
ohrozený	dikompromikan
poéziu	puisi
viditeľný	kelihatan
viditeľný	nampak
viditeľný	terlihat
viditeľný	tampak
pavlovič	pavlovich
videa	vidio
videa	video
kresby	sketsa
rozhodnúť	memutuskan
rozhodnúť	tentukan
rozhodnúť	putuskan
podaní	administrasi
nápisom	inskripsi
nápisom	prasasti
kube	cuba
kube	kuba
bolesť	pegal
bolesť	sakit
bolesť	kesakitan
bolesť	pain
bolesť	nyeri
deriváty	derivatif
konkrétny	beton
originálny	asli
originálny	original
komik	pelawak
komik	comedian
komik	komedian
obrat	omset
walker	walker
štvrtého	keempat
natrvalo	permanen
natrvalo	permanent
natrvalo	permanen
súostrovie	kepulauan
alexandre	alexandre
ekonomicky	ekonomis
lúč	beam
lúč	balok
lúč	sinar
lúč	sinar
lúč	ray
orientované	berorientasi
orientované	berorientasi
prežili	survivor
vyšetrovanie	investigasi
vyšetrovanie	penyelidikan
vyšetrovanie	penyelidikan
vyšetrovanie	pertanyaan
vyšetrovanie	pertanyaan
vyšetrovanie	investigasi
vyšetrovanie	penyelidikan
šachu	catur
šachu	chess
venera	venera
austin	austin
austin	ananda
vinyl	vinil
vinyl	vinyl
ideálne	ideal
ideálne	idealnya
abc	abc
občan	warga
občan	citizen
cia	cia
cia	pkb
cia	cia
cia	cla
disky	cakram
disky	disk
disky	diska
disky	kandar
disky	drive
disky	velg
disky	pelek
vzácny	berharga
vzácny	precious
vzácny	langka
vzácny	rare
vzácny	jarang
strauss	strauss
krivka	kurva
krivka	curve
sláva	ketenaran
sláva	fame
sláva	kemuliaan
sláva	glory
niektorý	some
niektorý	beberapa
splniť	penuhi
splniť	memenuhi
splniť	penuhilah
šéf	bos
šéf	boss
vasilij	vasily
vasilij	vassili
nádor	tumor
nádor	tumor
hliníka	aluminium
hliníka	alumunium
finančná	financial
finančná	keuangan
finančná	finansial
získavajú	memperoleh
prápor	batalyon
prápor	batalion
natočil	difilmkan
anjou	anjou
wrestling	bergulat
wrestling	wrestling
wrestling	gulat
ono	ono
zhrnutie	rangkuman
zhrnutie	ringkasan
cestný	jalan
cestný	road
huta	huta
varga	varga
vetu	hukuman
vetu	kalimat
analýzu	analisa
analýzu	analisis
nar	rep
nar	reg
trhy	pasar
dávid	daud
dávid	david
blackhawks	blackhawks
geograf	geographer
lasica	musang
irak	irak
jasná	terang
jasná	bright
jasná	cerah
znížiť	kurangi
znížiť	mengurangi
znížiť	kurangi
znížiť	mengurangi
znížiť	menurun
znížiť	berkurang
znížiť	penurunan
obytných	pemukiman
obytných	perumahan
vyhnúť	dihindari
inšpiroval	terinspirasi
inšpiroval	menginspirasi
inšpiroval	inspirasi
inšpiroval	inspired
ltd	ltd
pologuli	belahan
pilota	pilot
spomínajú	mention
spomínajú	penyebutan
spomínajú	mentions
spomínajú	sebutan
slnečný	cerah
slnečný	sunny
okna	window
okna	jendela
najrýchlejšie	tercepat
