மற்றும்	at
நடத்தியது	isinasagawa
ஐம்பது	fifty
நீதிமன்றங்கள்	courts
ரப்பர்	goma
வயதான	matatanda
மகனும்	anak
மகனும்	son
கற்று	matutunan
கற்று	matuto
கற்று	aralan
கற்று	malaman
மக்களாட்சி	demokrasya
பூங்காக்கள்	parke
பூங்காக்கள்	parks
நிறுத்தம்	tma
நிறுத்தம்	tumigil
நிறுத்தம்	itigil
நிறுத்தம்	tigil
நிறுத்தம்	huminto
ரோஜா	rose
புகை	naninigarilyo
புகை	paninigarilyo
புகை	usok
பகல்	daylight
நிலா	buwan
நிலா	moon
சதவிகிதம்	porsiyento
சதவிகிதம்	porsyento
சதவிகிதம்	percentage
சதவிகிதம்	porsiyento
சதவிகிதம்	percent
பெனடிக்ட்	benedict
பெனடிக்ட்	benedicto
நீச்சல்	lumangoy
நீச்சல்	lumalangoy
நீச்சல்	swimming
பாடகி	singer
சடங்குகள்	rituals
சடங்குகள்	ritwal
சடங்குகள்	seremonya
கிறிஸ்து	cristo
கிறிஸ்து	christ
கிறிஸ்து	kristo
யுனைடெட்	united
யுனைடெட்	nagkakaisa
காலணி	sapatos
கரும்பு	tubo
பதினான்கு	katorse
சேர்க்கை	unyon
சேர்க்கை	union
சேர்க்கை	unyong
சேர்க்கை	pagpasok
சேர்க்கை	combo
எழுச்சி	tumaas
செயற்பாடு	gawain
செயற்பாடு	aktibidad
விளையாடி	paglalaro
விளையாடி	naglalaro
படித்த	mabasa
படித்த	nabasa
படித்த	basahin
படித்த	pinagaralan
மாறிலி	constant
கைப்பற்றிய	nakunan
கைப்பற்றிய	captured
ஒதுக்கீடு	allocation
பாபா	baba
கிளிநொச்சி	parrot
வாழை	saging
குழுவை	grupo
குழுவை	pangkat
குழுவை	group
அங்குலம்	pulgada
அங்குலம்	pulgada
பேசி	phone
பேசி	telepono
இறைச்சி	karne
ஏரிகள்	lakes
தற்காலிகமாக	pansamantala
அணுகுமுறை	lapitan
அணுகுமுறை	lumapit
அணுகுமுறை	diskarte
காரணி	factor
காரணி	kadahilanan
நிலவு	buwan
நிலவு	moon
உட்புற	panloob
உலோகம்	metal
உலோகம்	metals
அறிமுக	debut
விதை	seed
விதை	buto
விதை	binhi
ஊடகம்	media
ஊடகம்	midya
மெக்சிகோ	mehiko
அமெரிக்கர்	amerikano
அமெரிக்கர்	amerikano
இப்னு	ibn
அறிக்கைகள்	ulat
வெற்றியை	tagumpay
நாளிதழ்	diyaryo
நாளிதழ்	pahayagan
ஹாலிவுட்	hollywood
பிறந்தது	ipinanganak
பிறந்தது	pinanganak
பதினாறு	sixteen
சகோதரன்	kuya
கடை	shop
கடை	tindahan
கடை	mamili
கடை	tindahan
கடை	store
தெளிவு	burahin
தெளிவு	malinaw
தெளிவு	linaw
தெளிவு	kaliwanagan
கணினிகள்	kompyuter
கணினிகள்	computer
கணினிகள்	ekolohiya
வேர்	ugat
வேர்	root
பிரான்சிஸ்	francis
வெளியீடுகள்	release
ஊழியர்கள்	kawani
ஊழியர்கள்	staff
சக்கர	gulong
வாட்	watt
வாட்	wat
சுவிஸ்	swiss
பேட்மேன்	batman
மூடிய	nakasara
மூடிய	sarado
மூடிய	saradong
ஆட்டோ	awtomatiko
ஆட்டோ	auto
வெளியேறும்	umalis
வெளியேறும்	lumabas
ஸ்டீபன்	stephen
ஸ்டீபன்	esteban
ஸ்டீபன்	stefan
ஜான்சன்	johnson
கட்டுமான	konstruksiyon
கட்டுமான	construction
கட்டுமான	konstruksyon
போஸ்	bose
போஸ்	pose
சார்பற்ற	neuter
இன்பம்	kasiyahan
ஒன்பதாவது	siyam
ஒன்பதாவது	ikasiyam
டெய்லர்	taylor
புனைவு	fiction
கன்னி	virgo
மரபுகள்	tradisyon
நடுவர்	referee
நெறிமுறைகள்	pamantayan
டாட்டா	tata
விவசாயிகள்	magsasaka
சாதனம்	device
சாதனம்	aparato
மின்னணுவியல்	elektronika
மின்னணுவியல்	electronics
மேற்கோள்கள்	satellite
மேற்கோள்கள்	quotes
மேற்கோள்கள்	halimbawa
மேற்கோள்கள்	bukambibig
பாக்	pak
தெருவில்	kalye
உயிருடன்	buhay
பெண்ணை	girl
ஓடி	daloy
ஸ்மித்	smith
மேஜர்	major
ஊட்டச்சத்து	nutrisyon
தண்டு	cord
தண்டு	pisi
தண்டு	tangkay
தண்டு	stem
அறைகள்	kuwarto
அறைகள்	kwarto
எண்ணை	bilang
இருவருக்கும்	parehong
இருவருக்கும்	both
இருவருக்கும்	pareho
பிரான்சிய	académie
சேதம்	damage
சேதம்	pinsala
கவுண்டர்	kontra
கவுண்டர்	counter
ஜோடி	pares
மந்திரம்	mantra
தயாரிப்பாளர்கள்	producers
தயாரிப்பாளர்கள்	producer
தா	tha
ராஜஸ்தான்	rajasthan
ரகுமான்	rahman
அவசர	emerhensiyang
அவசர	emerhensiya
அவசர	emergency
கரை	hangganan
நாயகன்	hero
நாயகன்	bayani
நாயகன்	lalaking
நாயகன்	lalaki
நாயகன்	man
காப்பகம்	arkibo
காப்பகம்	archive
அடர்ந்த	siksik
கூத்து	hoa
படைத்த	ginawa
படைத்த	nilikha
சிவா	shiva
சிவா	siva
குடி	inuman
குடி	inom
குடி	inumin
குடி	uminom
வாழ்த்துக்கள்	congratulations
வாழ்த்துக்கள்	pagbati
வாழ்த்துக்கள்	greetings
பாடலாசிரியர்	composer
இனிய	masaya
குளோரின்	chlorine
பெல்ஜியம்	belgium
வெளியிட்டு	releasing
மெட்ரிக்	metric
துருக்கிய	turko
நெப்போலியன்	napoleon
ஆயுதம்	sandata
ஆயுதம்	armas
ஆயுதம்	sandata
மசூதி	mosque
வழிகாட்டி	wizard
வழிகாட்டி	patnubay
வழிகாட்டி	gabay
குடியேற்றம்	imigrasyon
குடியேற்றம்	pandarayuhan
குடியேற்றம்	immigration
பிலிப்	phillip
பிலிப்	felipe
பிலிப்	philip
பர்மா	burma
நெருக்கமான	maseselang
நெருக்கமான	intimate
திறனாய்வு	kritika
தீர்க்க	lutasin
சேர்க்கும்	naidagdag
சேர்க்கும்	idinadagdag
சேர்க்கும்	nadagdag
பலகை	lupon
பலகை	board
தணிக்கை	censorship
வளைவு	curve
வளைவு	liko
வளைவு	curvature
வளைகுடா	golpo
வளைகுடா	gulf
வளைகுடா	look
வளைகுடா	bay
உகந்த	sulit
மெய்நிகர்	birtwal
மெய்நிகர்	virtual
கிரிக்	crick
மோதல்	collision
மோதல்	banggaan
உள்ளீடு	feed
உள்ளீடு	entry
உள்ளீடு	pagpasok
உள்ளீடு	input
உள்ளீடு	ipinasok
தெய்வங்கள்	gods
ஊதா	purple
ஊதா	ube
ஊதா	lila
ஊதா	violet
புயல்	cyclone
புயல்	bagyo
பகவான்	bhagavan
நினைத்து	iniisip
கூறு	module
கூடைப்பந்து	basketbol
கூடைப்பந்து	basketball
விதைகள்	binhi
மாசு	polusyon
வரவு	pagdating
வரவு	arrival
எப்போது	kapag
எப்போது	kailan
முப்பது	tatlumpung
முப்பது	medya
புத்தரின்	buddha
சரக்கு	cargo
சரக்கு	karga
சரக்கு	imbentaryo
சரக்கு	inventory
சரக்கு	kargada
சரக்கு	kargamento
இயல்பாக	normal
வைரஸ்	virus
பான்	pan
பரப்புரை	propaganda
டேனியல்	daniel
ஜோன்ஸ்	jones
தீங்கு	evil
தீங்கு	masama
தீங்கு	kasamaan
தீங்கு	saktan
தீங்கு	makasama
பலன்	makinabang
பலன்	benepisyo
பலன்	resulta
கோழி	chicken
கோழி	manok
கோழி	hen
சக்தியை	power
சக்தியை	kapangyarihan
எல்லோரும்	folks
எல்லோரும்	lahat
பயணத்தை	journey
பயணத்தை	paglalakbay
வாரங்கள்	linggo
அளவீடு	pagsukat
மென்மையான	malambot
மூவர்	trio
சமம்	katumbas
சமம்	equals
நிலவியல்	geology
குடியுரிமை	pagkamamamayan
விருந்து	partido
விருந்து	party
விருந்து	pagdiriwang
விருந்து	pagtitipon
ரைட்	wright
உருவாக்குதல்	ginagawang
உருவாக்குதல்	paglikha
உருவாக்குதல்	paggawa
உருவாக்குதல்	creation
கட்டாய	sapilitan
கட்டாய	sapilitan
வரைகலை	graphics
ஸ்டுடியோ	studio
குற்றவியல்	kriminal
கட்டப்பட்டுள்ளது	nakapaloob
கட்டப்பட்டுள்ளது	binuo
வரைபடங்கள்	maps
வரைபடங்கள்	mapa
ஆன்லைன்	online
தொழிற்துறை	industriya
அப்பா	dad
அப்பா	itay
அப்பா	tatay
அப்பா	daddy
அப்பா	ama
அப்பா	tatay
அப்பா	father
முற்போக்கு	progresibong
சீனம்	intsik
சீனம்	tsino
சீனம்	chinese
கோலா	koala
கோலா	cola
வெண்	ven
வெண்	venn
பங்களிப்புகள்	ambag
செயலி	aplikasyon
செயலி	app
கேரி	carrie
சிங்களம்	sinhala
சிங்களம்	sinhalese
மிகச்சிறிய	tiny
மாஸ்கோ	moscow
அறம்	aram
நினைவகம்	memorial
நினைவகம்	memorya
நினைவகம்	alaala
ரோடு	daan
கர்நாடகா	karnataka
நபி	propeta
ஆப்கானிஸ்தான்	afghanistan
கழிவு	basura
பற்றாக்குறை	kakulangan
கிம்	kim
ஆரம்பம்	simula
ஆரம்பம்	simulan
ஆரம்பம்	magsimula
ஆரம்பம்	simula
நீரிழிவு	diabetes
தேவா	deva
இளைஞர்கள்	kabataan
உளவு	spy
நீடித்தது	tumagal
சாம்	sam
புகைப்படம்	itrato
புகைப்படம்	larawan
புகைப்படம்	litrato
புகைப்படம்	litratong
புகைப்படம்	photography
திடீர்	biglaang
திடீர்	sudden
கர்நாடகம்	karnataka
வகுப்புகள்	pasok
சாத்தியம்	maaari
சாத்தியம்	posible
சாத்தியம்	possible
சாத்தியம்	maari
சாத்தியம்	posibleng
ஊதியம்	pay
ஊதியம்	bayaran
ஊதியம்	magbayad
பாலி	bali
அக்	oktubre
பெரும்பான்மையாக	predominantly
சாகிப்	sahib
ஆசி	aussie
ஆசி	pagpapala
ஆசி	blessings
ஆசி	biyaya
முட்டைகள்	itlog
இந்தோனேசிய	indonesian
கால்கள்	binti
சூடான	hot
சூடான	mainit
சூடான	hottest
சூழ்நிலையில்	situation
சூழ்நிலையில்	sitwasyon
வறுமை	kahirapan
கந்தக	sulfur
பிரம்மா	brahma
குடும்பத்தினர்	kapamilya
குடும்பத்தினர்	pamilya
வலைப்பதிவு	blog
வாழ்ந்தார்	nanirahan
வாழ்ந்தார்	tumira
அரங்கில்	arena
பதினைந்து	kinse
தனியே	alone
தனியே	magisa
லைவ்	mabuhay
லைவ்	mamuhay
லைவ்	live
ஆராய்ச்சியாளர்கள்	nananaliksik
ஆராய்ச்சியாளர்கள்	mananaliksik
கிருஷ்ணர்	krishna
பண்டிதர்	defender
பண்டிதர்	kalaban
இறைவி	diwata
இறைவி	diyosa
இறைவி	dyosa
தொன்மையான	classic
தொன்மையான	klasikong
தொன்மையான	klasiko
வாங்கும்	binibili
வட்டு	disk
வட்டு	disc
ஆல்பர்ட்	albert
குறிக்கோள்	layunin
குறிக்கோள்	target
மீள்	maibabalik
குரங்கு	unggoy
பயன்படுத்துதல்	paggamit
ஆண்டவர்	god
ஆண்டவர்	diyos
நெருப்பு	fire
நெருப்பு	sunog
நெருப்பு	apoy
சிலி	chile
பத்தாவது	tenth
வாள்	tabak
வாள்	espada
வாள்	sword
சமூகவியல்	sosyolohiya
அன்	ann
வரம்	unlimited
வரம்	saklaw
வரம்	hanay
விலங்கியல்	soolohiya
ஹைட்ரஜன்	hydrogen
நலன்	welfare
நலன்	kagalingan
ஐக்	ike
உரிமைகளை	karapatan
உரிமைகளை	rights
தேவர்கள்	gods
மயில்	peacock
பாதுகாக்கும்	pinoprotektahan
பாதுகாக்கும்	pagprotekta
முஹம்மது	muhammad
நச்சு	toxic
மலேரியா	malaria
பிடித்த	paborito
பிடித்த	favorite
கிளர்ச்சி	paghihimagsik
விதம்	paraang
விதம்	paraan
விதம்	way
நார்வே	norway
முகப்பு	tahanan
முகப்பு	bahay
முகப்பு	makauwi
செடி	halaman
செடி	planta
செடி	halaman
நிர்வாகி	admin
நிர்வாகி	namamahala
நிர்வாகி	manager
நிர்வாகி	tagapamahala
நிர்வாகி	administrator
நிர்வாகி	administrador
நிர்வாகி	tagapangasiwa
திரிபுரா	tripura
விடுதி	otel
விடுதி	hotel
நிபுணர்	dalubhasa
நிபுணர்	expert
நிபுணர்	eksperto
பாக்டீரியா	bacteria
லிமிடெட்	limitado
லிமிடெட்	limitadong
லிமிடெட்	limited
லிமிடெட்	ltd
நடக்கிறது	nangyayari
டிகிரி	degrees
டிகிரி	degree
டிகிரி	antas
மீடியா	media
மீடியா	midya
நோ	noh
மந்திரி	jack
அலுவலகங்கள்	opisina
கேட்டார்	itinanong
கேட்டார்	nagtanong
கேட்டார்	tinanong
தாத்தா	lolo
வருடாந்திர	taunang
சிரியா	syria
சிரியா	suwesya
தாள்	papel
தாள்	sheet
தாள்	sheet
குறைக்கிறது	binabawasan
பாத்திரங்கள்	pinggan
பெரிதாக	zoom
அயோடின்	iodine
முக்கியம்	imp
முக்கியம்	kahalaga
முக்கியம்	mahalaga
எதிர்பாராத	unexpected
சரித்திரம்	kasaysayan
சரித்திரம்	history
கடினம்	rough
கடினம்	magaspang
கடினம்	hard
கடினம்	mahirap
கடினம்	mahirap
வெடிப்பு	sabog
தேநீர்	tsaa
தேநீர்	tsa
அகாடமி	academy
சோனி	sony
தேடும்	naghahanap
சாதிகள்	nababagay
மறை	itago
விரைவான	mabilisan
விரைவான	dali
விரைவான	mabilis
விரைவான	kabilis
விரைவான	fast
ஹில்	burol
தொண்டை	lalamunan
பம்பாய்	bombay
விழும்	taglagas
விழும்	mahulog
அம்சம்	tampok
அம்சம்	itampok
மைதானம்	lupa
மைதானம்	ground
காவியம்	epic
காவியம்	epiko
பாரி	barry
பாரி	pari
ராமன்	raman
பேராலயம்	katedral
கட்டுமானம்	konstruksiyon
கட்டுமானம்	construction
கட்டுமானம்	konstruksyon
கவச	pagsakay
கவச	armored
திரவம்	likido
திரவம்	fluid
திரவம்	likido
பரிந்துரைகள்	mungkahi
பரிந்துரைகள்	rekomendasyon
குடல்	bituka
இனப்பெருக்க	breeding
இனப்பெருக்க	aanak
இனப்பெருக்க	reproductive
சிலநேரங்களில்	minsa
சிலநேரங்களில்	minsan
விக்டர்	viktor
விக்டர்	victor
ஒப்பீட்டளவில்	relatibong
இலித்தியம்	lityo
ஜிம்	gym
ஜிம்	jim
விரும்பவில்லை	unlike
அரேபியா	arabia
புகைப்படங்கள்	photos
புகைப்படங்கள்	larawan
பேச	magsalita
பேச	nagsasalita
தொடர்புடையது	kaugnayan
தொடர்புடையது	kaugnay
தொடர்புடையது	kaugnayan
முன்னுரிமை	priority
முன்னுரிமை	prayoridad
நீதிபதிகள்	judges
காய்	kai
கிளார்க்	clarke
கிளார்க்	clerk
கிளார்க்	clark
புகையிலை	tabako
நாசா	nasa
ஒருங்கிணைப்பு	integration
பறந்து	bangaw
பறந்து	fly
பறந்து	lumipad
பறந்து	lumilipad
பறந்து	lumipad
திருத்தி	editor
ஒருவேளை	siguro
ஒருவேளை	baka
புகார்	reklamo
புகார்	nagrereklamo
புகார்	magreklamo
புகார்	nagrereklamo
பிடிக்க	mahuli
குறுக்கு	krus
குறுக்கு	cross
கடத்தல்	abduksiyon
கடத்தல்	pagdadala
இராமாயணம்	ramayana
பயன்பாட்டை	aplikasyon
பயன்பாட்டை	app
நம்பிக்கைகள்	aasa
உயர்ந்தது	pinakamataas
வள	mapagkukunan
வள	resource
உரைகள்	teksto
நுழைவு	entry
நுழைவு	pagpasok
ஆஸ்திரியா	austria
கொள்ளளவு	kapasidad
கொள்ளளவு	makayanan
கொள்ளளவு	kakayahan
இயற்கையாக	natural
இயற்கையாக	naturally
முஸ்லீம்	muslim
மாடு	baka
மாடு	baka
சிறந்தது	makakaya
சிறந்தது	pinakamagandang
சிறந்தது	pinakamaganda
சிறந்தது	best
மான்செஸ்டர்	manchester
பொய்	kasinungalingan
பொய்	magsinungaling
பொய்	lie
பொய்	maling
பொய்	false
பொய்	nakahiga
மோதி	dumadami
தூண்கள்	haligi
கினி	guinea
ஆளுமை	personalidad
ஆளுமை	pagkatao
மேலாளர்	namamahala
மேலாளர்	manager
மேலாளர்	tagapamahala
சிதைவு	decay
சிலாங்கூர்	selangor
சிறுநீர்	ihi
கற்றல்	learning
பாதைகள்	landas
பாதைகள்	channels
பாதைகள்	channel
பிளேக்	blake
அப்பர்	itaas
அப்பர்	upper
முடித்த	tinatapos
கெவின்	kevin
கம்பி	wire
கம்பி	kawad
பெரியது	large
பெரியது	malaki
பெரியது	malaking
பெரியது	big
பெரியது	malaking
பெரியது	malaki
லெனின்	lenin
அலைவரிசை	channel
ஆலை	planta
ஆலை	halaman
கல்கத்தா	calcutta
மலபார்	malabar
ஒற்றுமை	unity
ஒற்றுமை	pagkakaisa
சாதனைகள்	achievements
சாதனைகள்	nagawa
சாதனைகள்	records
சாதனைகள்	talaan
கடைகள்	tindahan
திகில்	horror
திகில்	panic
திகில்	gulat
வளர	lumago
வளர	paglaki
வளர	paramihin
தலையை	head
தலையை	ulo
முப்பரிமாண	perspektibo
முப்பரிமாண	pananaw
பழங்குடிகள்	tribal
ரோஸ்	rose
ரோஸ்	ross
தொலை	remote
கல்யாணம்	kasal
கல்யாணம்	kasalan
கல்யாணம்	wedding
லிட்டர்	litre
லிட்டர்	litro
மூக்கு	ilong
வரலாம்	siguro
வரலாம்	baka
யுரேனியம்	uranyo
ஹிந்தி	pahiwatig
சேனல்	channel
உயர்நிலை	pauna
உயர்நிலை	advanced
காது	tainga
புதன்	mercury
புதன்	miyerkules
வாரத்தில்	linggo
வாரத்தில்	lingguhan
வாரத்தில்	lingo
துறவி	monk
விதிமுறைகள்	tuntunin
விதிமுறைகள்	takda
ஜூனியர்	junior
பட்டறை	workshop
கொடுக்கிறது	binibigyan
கொடுக்கிறது	nagbibigay
கம்பன்	kahit
கிளைகள்	sanga
கிளைகள்	sangay
எதிர்பார்க்கப்படுகிறது	inaasahang
எதிர்பார்க்கப்படுகிறது	inaasahan
எதிர்பார்க்கப்படுகிறது	inasahan
கத்தோலிக்கம்	katolisismo
சரணாலயம்	banal
சரணாலயம்	sanctuary
விளையாடிய	naglaro
விளையாடிய	nilalaro
விளையாடிய	nilaro
தேவ்	dev
வியாழன்	thu
வியாழன்	jupiter
வியாழன்	huwebes
வார்னர்	warner
சின்	baba
சின்	chin
அமைதியான	tahimik
அமைதியான	mapayapang
அமைதியான	mapayapa
பயஸ்	pio
செயலர்	sekretarya
செயலர்	kalihim
பூனை	pusa
பூனை	cat
சூ	sue
சூ	zhu
சூ	soo
சூ	choo
ஒட்டு	alamang
ஒட்டு	paste
கீதை	gita
கேட்	gate
கேட்	kate
கேட்	kat
தெய்வ	gods
கண்டறிதல்	detection
கண்டறிதல்	pagtuklas
கண்டறிதல்	natutuklasan
கண்டறிதல்	pagtuklas
கண்டறிதல்	pagkatuklas
கனிமங்கள்	mineral
மைக்கல்	michael
சூர்யா	surya
உலர்	tuyo
உலர்	tuyong
தீர்வுகள்	solusyon
பங்கேற்கும்	paglahok
பங்கேற்கும்	pagsali
வேகமான	antok
வேகமான	speedy
பாதுகாக்கப்பட்ட	pinoprotektahan
பாதுகாக்கப்பட்ட	protektado
தூண்	hanay
தூண்	haligi
தூண்	pillar
பாதுகாப்பாக	ligtas
பாதுகாப்பாக	secure
பாதுகாப்பாக	ligtas
பாதுகாப்பாக	safe
மன்னிப்பு	kapatawaran
மன்னிப்பு	apology
மன்னிப்பு	apologize
நியூட்டன்	newton
பால	bala
உயிரினம்	organismo
தடகள	athletic
விளக்குகள்	ilaw
ஆவண	pagpapatupad
காணவும்	watch
காணவும்	panoorin
காணவும்	relo
சேர்க்கப்பட்டது	naidagdag
சேர்க்கப்பட்டது	idinagdag
சதி	balangkas
சதி	conspiracy
அழித்து	sirain
அழித்து	wasakin
வடிவமைக்கப்பட்டது	pagkakagawa
வடிவமைக்கப்பட்டது	dinisenyo
வடிவமைக்கப்பட்டது	idinisenyo
நாயகி	heroin
நாயகி	heroine
வேண்டுமானாலும்	anytime
துபாய்	dubai
பொறியாளர்	engineer
பழ	prutas
மனு	manu
மனு	petisyon
வல்லுநர்	espesyalista
வல்லுநர்	dalubhasa
வல்லுநர்	expert
வல்லுநர்	eksperto
அதிகாரபூர்வமாக	officially
அதிகாரபூர்வமாக	opisyal
அரபி	arabic
அரபி	arabe
அரபி	arabo
சிகப்பு	pula
சிகப்பு	red
வழு	bug
வழு	pagkakamali
வழு	error
ஒலிபரப்பு	transmission
ஒலிபரப்பு	paghahatid
ஒலிபரப்பு	pagsasahimpapawid
ஒலிபரப்பு	broadcasting
ஆபிரகாம்	abraham
புரதங்கள்	proteins
ஊருக்கு	bayan
லத்தீன்	latin
குறைந்தபட்சம்	pinakamababa
குறைந்தபட்சம்	pinakamaliit
குறைந்தபட்சம்	minimum
குறைந்தபட்சம்	pinakamababang
டேவிஸ்	davis
டேவிஸ்	davies
விரும்பினால்	opsiyonal
விரும்பினால்	opsyonal
டீசல்	diesel
பங்குகள்	namamahagi
பங்குகள்	pagbabahagi
பாறைகள்	bato
கடமை	duty
கடமை	tungkulin
பிழைகள்	bugs
இல	layunin
இழை	hibla
இழை	fiber
பதினெட்டு	eighteen
அதுவரை	hanggang
பின்புறம்	hulihan
பே	look
பே	bay
பெண்மணி	lady
கொடை	donor
குளிர்கால	taglamig
குளிர்கால	winter
மெகா	mega
எழுத்துரு	fonts
எழுத்துரு	font
அகன்ற	malawak
பாக்கிஸ்தான்	pakistan
வரைவு	draft
தெரியுமா	alam
தெரியுமா	kilala
விட்டனர்	graves
ஒப்பிட்டு	ikumpara
ஒப்பிட்டு	ihambing
ஒப்பிட்டு	paghambingin
செயலாக்கம்	pinoproseso
செயலாக்கம்	pagpoproseso
செயலாக்கம்	processing
செயலாக்கம்	pagproseso
பேரினம்	genus
தியானம்	meditation
தியானம்	bulay
டிஸ்னி	disney
சாங்	chang
குழந்தைகளை	pambata
வரவில்லை	absent
வரம்பு	saklaw
வரம்பு	hanay
வரம்பு	limitasyon
வரம்பு	limitahan
அறுவடை	harvest
அறுவடை	ani
வாழ்த்துகள்	congratulations
சுட்டி	mouse
சுட்டி	daga
கண்டறியும்	nakilalang
கண்டறியும்	detect
ஆல்பா	alpha
பார்த்துக்	pinapanood
பார்த்துக்	nanonood
பார்த்துக்	pinanonood
சவூதி	saudi
யோகி	yogi
உணவில்	diyeta
உணவில்	diet
உணர்ச்சி	emotion
உணர்ச்சி	damdamin
உணர்ச்சி	reaksyon
உணர்ச்சி	reaction
உணர்ச்சி	emosyonal
பசு	baka
ஜீன்	jean
ஜீன்	hunyo
ஜீன்	jun
நுழைந்து	magpasok
நுழைந்து	ipasok
அழகி	pampaganda
அழகி	beauty
அழகி	kagandahan
செலவுகள்	gastos
செலவுகள்	gastusin
செலவுகள்	gastos
செலவுகள்	dag
கொடிய	nakamamatay
மனைவியின்	asawa
திசு	tissue
கேப்டன்	capt
கேப்டன்	captain
கேப்டன்	kapitan
கேப்டன்	kapitana
காடி	acid
காடி	asido
தரவுத்தள	database
கௌரவ	cameo
லே	lay
பிஜி	fiji
உள்ளார்ந்த	lokal
பகவத்	bhagavad
ஃபாக்ஸ்	fox
நொதி	enzyme
எஃகு	bakal
எஃகு	steel
எஃகு	asero
அர்த்தம்	meaning
அர்த்தம்	kahulugan
ஒப்பந்தங்கள்	trato
ஒப்பந்தங்கள்	deal
சிலுவை	krus
சிலுவை	cross
செயல்களை	aksyon
செயல்களை	aksiyon
புகுபதிகை	login
எலும்புகள்	bones
எலும்புகள்	buto
ஊழியர்	kawani
ஊழியர்	staff
ஆண்டி	andy
வசந்த	spring
வசந்த	tagsibol
உடனடி	mabilisan
உடனடி	instant
உடனடி	iglap
உடனடி	madaliang
உடனடி	napipintong
உடனடி	agarang
உடனடி	kagyat
சொன்னார்	sabi
சொன்னார்	sinabi
வறண்ட	tuyo
வறண்ட	tuyong
ஏற்றி	bore
ஏற்றி	dala
ஹாட்	hot
ஹாட்	mainit
இடைமுகம்	interface
முன்னைய	prev
மூடி	moody
ஒரிசா	orissa
துண்டு	tuwalya
பாஸ்	bossing
பாஸ்	amo
பாஸ்	boss
பாஸ்	bass
பாஸ்	pumasa
பாஸ்	ipasa
பாஸ்	pass
தாஸ்	das
நட்சத்திரங்கள்	stars
மூர்	moor
மூர்	moore
வளையம்	ring
வளையம்	singsing
வளையம்	tawagan
சிலிக்கான்	silicon
ஒவ்வொருவரும்	lahat
முதிர்ந்த	mature
கூரை	bubong
பாலா	bala
பயனுள்ளதாக	makatutulong
குறிகள்	bandila
குறிகள்	watawat
கோப்புகள்	files
கோப்புகள்	file
பெருக்கம்	gain
கடினமாக	hard
கடினமாக	mahirap
டாடா	tata
கிடைக்க	available
கிடைக்க	magagamit
கிடைக்க	makukuha
பெற்றோர்கள்	parents
பெற்றோர்கள்	magulang
ஒளிபரப்பு	airplay
ஒளிபரப்பு	broadcast
ஒளிபரப்பு	pagsasahimpapawid
ஒடிசா	odisha
ஒடிசா	odessa
கிழங்கு	potato
கிழங்கு	patatas
சமுதாயம்	pamayanan
சமுதாயம்	komunidad
கண்டறியப்பட்டுள்ளது	natukoy
எலி	rat
எலி	daga
எலி	mouse
எலி	daga
கருணை	pagmamalasakit
கருணை	awa
கருணை	kagandahang
கருணை	kabaitan
கருணை	grace
கருணை	biyaya
போயிங்	boeing
வேண்டுமா	gustong
வேண்டுமா	gusto
வேண்டுமா	want
வேண்டுமா	nais
இணைப்பை	link
சோளம்	mais
மானிடவியல்	antropolohiyang
பாட்டர்	potter
நகர்வு	shift
செங்குத்து	patayo
உறை	envelope
உறை	sobre
உறை	cover
உறை	pabalat
உறை	takpan
திட்டமிட்டு	binalak
லால்	lal
சிப்பாய்	sundalo
சிப்பாய்	kawal
சிப்பாய்	sepoy
சிப்பாய்	pawn
அச்சம்	natatakot
அச்சம்	takot
தானாக	awtomatiko
வேட்பாளராக	nominee
பசுமை	berdeng
பசுமை	green
பசுமை	berde
பங்கேற்க	lumahok
பங்கேற்க	sumali
தில்	dil
வளர்ந்தது	lumago
ஆரஞ்சு	orange
ஆரஞ்சு	kahel
கோட்	coat
கோட்	amerikana
பயணங்கள்	trips
எழும்	die
எழும்	mamatay
எழும்	mamamatay
மற்றவை	miscellaneous
மற்றவை	kalokohan
மற்றவை	iba
மிடில்செக்ஸ்	middlesex
தென்னை	buko
வாய்ப்புள்ளது	pagkakataon
வாய்ப்புள்ளது	chance
கொள்ளை	pagnanakaw
தீவிரவாத	terror
தீவிரவாத	kilabot
தீவிரவாத	terorista
மாஸ்டர்	master
எழுதியது	sinulat
எழுதியது	wrote
எழுதியது	nagsulat
நடக்க	paglalakad
நடக்க	maglakad
நடக்க	lumakad
நடக்க	lakad
நடக்க	walk
வார்த்தைகள்	salita
அதிகரிப்பு	pagtaas
அதிகரிப்பு	dagdagan
அதிகரிப்பு	taasan
சென்ட்ரல்	central
சென்ட்ரல்	gitnang
அரிதாக	madalang
அரிதாக	bihira
பஞ்சம்	kagutuman
ஜெட்	jet
காமா	gamma
நீல்	neal
நீல்	neil
இரட்டையர்	doubles
இரட்டையர்	kambal
இரட்டையர்	twin
இரட்டையர்	kambal
ஸ்காட்	scott
கம்போடியா	cambodia
அடைந்தனர்	brawl
தடித்த	sparks
தடித்த	makapal
தடித்த	bold
தடித்த	stripes
வானம்	sky
வானம்	kalangitan
வானம்	himpapawid
பானை	pot
பானை	palayok
மின்னியல்	electrical
வாய்ப்பை	pagkakataon
வாய்ப்பை	opportunity
செப்பு	tanso
மகாராஷ்டிரா	maharashtra
உருவாக்கப்படுகிறது	gumagawa
