மற்றும்	и
விளையாடும்	играю
விளையாடும்	играет
வேளாண்	агро
பள்ளத்தாக்கு	долине
பள்ளத்தாக்கு	долина
பிலிம்பேர்	filmfare
தங்கி	остаюсь
தங்கி	остались
தங்கி	остался
தங்கி	осталась
டவுன்	town
டவுன்	город
டவுன்	городок
டவுன்	down
டவுன்	вниз
இருக்கும்போது	когда
இருக்கும்போது	when
வழக்கறிஞர்	адвокат
வழக்கறிஞர்	адвокат
வழக்கறிஞர்	юрист
கோணம்	угол
சிந்தனை	думаю
சிந்தனை	мышление
சிந்தனை	мысль
சிந்தனை	думал
கூட்டத்தில்	собрание
கூட்டத்தில்	заседание
கூட்டத்தில்	совещание
கூட்டத்தில்	встреча
வாங்கி	покупает
தேவைப்படுகிறது	требуемое
தேவைப்படுகிறது	требуется
தேவைப்படுகிறது	требуются
டன்	тонну
டன்	тонны
டன்	тонн
டன்	тонну
டன்	тонны
டன்	тон
தொழில்முறை	профессиональное
தொழில்முறை	professional
தொழில்முறை	профессиональная
தொழில்முறை	профессионал
டை	ничья
டை	галстук
விமானங்கள்	полеты
விமானங்கள்	рейсы
நம்பி	поверить
நம்பி	верить
நம்பி	верим
நம்பி	верю
நம்பி	полагаясь
உரிமம்	аутентификации
உரிமம்	лицензия
உரிமம்	лицензии
உரிமம்	copyright
துருக்கி	индейка
துருக்கி	турция
துருக்கி	турцию
துருக்கி	турции
துருக்கி	турецкие
துருக்கி	турецкая
துருக்கி	турецкий
துருக்கி	турции
அடிமை	раб
அடிமை	раба
இரத்தம்	кровотечение
இரத்தம்	кровотечения
இரத்தம்	кровь
இரத்தம்	blood
இரத்தம்	крови
சுழல்	водоворот
சுழல்	рекурсия
சுழல்	вращение
சுழல்	spin
சுழல்	спирали
சுழல்	спираль
பத்ம	падма
தாமரை	lotus
ரஷ்ய	русская
ரஷ்ய	русские
ரஷ்ய	российская
ரஷ்ய	русский
கால்வாய்	канал
கிருஷ்ண	кришна
வாகனம்	автомобильной
வாகனம்	автомобильная
வாகனம்	автомобиль
வாகனம்	автомобиль
அருவி	водопад
அருவி	фоллс
அருவி	падает
மேயர்	майер
மேயர்	мэр
மேயர்	майер
மேயர்	мейер
ரெட்டி	редди
சாலைகள்	дорог
சாலைகள்	дороги
பண்பு	атрибут
பண்பு	собственности
பண்பு	свойство
பண்பு	имущество
பண்பு	собственность
பண்பு	недвижимость
செயற்கைக்கோள்	спутниковых
செயற்கைக்கோள்	спутниковое
செயற்கைக்கோள்	спутник
செயற்கைக்கோள்	спутники
முடி	волосы
முடி	волос
முடி	закончить
முடி	завершить
முடி	конце
முடி	end
முடி	конец
இசையமைப்பாளர்	музыкант
பாம்பு	змея
பாம்பு	змеи
பாம்பு	змей
அறிவிப்பு	объявление
அறிவிப்பு	уведомление
அறிவிப்பு	извещение
அறிவிப்பு	уведомление
அறிவிப்பு	уведомления
சுவீடன்	швеции
சுவீடன்	швеция
விருப்பம்	нравится
விருப்பம்	like
விருப்பம்	как
நாளை	завтра
கிடைக்கவில்லை	недоступны
கிடைக்கவில்லை	недоступна
கிடைக்கவில்லை	недоступно
கிடைக்கவில்லை	недоступен
பதிவேற்றப்பட்டது	загрузил
பதிவேற்றப்பட்டது	загружены
பதிவேற்றப்பட்டது	загрузили
பதிவேற்றப்பட்டது	загружен
வைட்டமின்	витамины
வைட்டமின்	витамина
வைட்டமின்	витамин
சமையல்	приготовление
மூளை	мозг
மூளை	мозги
மூளை	мозг
மூளை	мозги
மூளை	мозгов
தோல்வி	неудачи
தோல்வி	неудача
தோல்வி	провал
தோல்வி	проиграть
தோல்வி	потерять
நட்பு	дружбы
நட்பு	дружба
படத்தை	фотография
படத்தை	фото
முத்திரை	марка
முத்திரை	печать
இலை	лист
வரலாற்றுச்	исторических
வரலாற்றுச்	историческое
வரலாற்றுச்	исторический
வரலாற்றுச்	исторические
வரலாற்றுச்	историческая
விவிலிய	библейские
மகிழ்ச்சி	счастья
மகிழ்ச்சி	счастье
மகிழ்ச்சி	счастливый
மகிழ்ச்சி	счастливая
மகிழ்ச்சி	счастливые
மகிழ்ச்சி	счастлива
மகிழ்ச்சி	счастлив
வன்முறை	насильственные
வன்முறை	насилие
கலவை	смесь
கலவை	смешанных
கலவை	смешанная
கலவை	смешанные
கலவை	смешанный
கலவை	смесь
சார்லஸ்	шарль
சார்லஸ்	чарльз
உள்ளடக்கம்	содержимое
உள்ளடக்கம்	контент
உள்ளடக்கம்	материалы
உள்ளடக்கம்	содержание
உள்ளடக்கம்	содержимое
வர்த்தகம்	коммерции
வர்த்தகம்	торговля
வர்த்தகம்	торговой
வர்த்தகம்	торговля
பின்னணிப்	воспроизведения
பின்னணிப்	воспроизведение
என்னுடைய	мое
என்னுடைய	моя
என்னுடைய	мой
என்னுடைய	мои
கனடாவின்	канадцев
அசாம்	ассам
அசாம்	азам
பரிமாற்றம்	операции
பரிமாற்றம்	сделок
பரிமாற்றம்	сделки
பரிமாற்றம்	перенос
பரிமாற்றம்	трансфер
பரிமாற்றம்	передача
பரிமாற்றம்	биржа
பரிமாற்றம்	обмен
பரிமாற்றம்	exchange
கறுப்பு	чёрное
கறுப்பு	черный
கறுப்பு	black
கறுப்பு	чёрные
கறுப்பு	чёрный
தரமான	качество
நைட்	найт
நைட்	конь
நைட்	рыцарь
கைப்பற்றி	захвачены
கைப்பற்றி	захвачен
கைப்பற்றி	пойман
கைப்பற்றி	захватили
பயண	поездки
பயண	проезд
பயண	путешествия
பயண	путешествие
பத்தாம்	десятая
பத்தாம்	десятый
பத்தாம்	десятой
கால்சியம்	кобальта
கால்சியம்	кальция
கால்சியம்	цельсия
கால்சியம்	магния
இயக்கி	драйвер
இயக்கி	водителя
இயக்கி	водитель
இயக்கி	водить
இயக்கி	драйв
இயக்கி	привод
இயக்கி	drive
வலிமையான	сильнейший
காயமடைந்தனர்	потерпевшие
காயமடைந்தனர்	ранены
காயமடைந்தனர்	ранен
காயமடைந்தனர்	ранена
கடைசியாக	последние
கடைசியாக	последнее
கடைசியாக	last
கடைசியாக	последний
கடைசியாக	последняя
வெட்டி	сократить
வெட்டி	вырезать
வெட்டி	снято
பெறுதல்	получая
பெறுதல்	получение
பெறுதல்	получения
பெறுதல்	получаю
பெறுதல்	получаем
பெறுதல்	получение
பிள்ளைகள்	детей
பிள்ளைகள்	дети
தவறாக	неправильный
தவறாக	неправильно
தவறாக	неверно
சங்கிலி	цепочку
சங்கிலி	цепочка
சங்கிலி	цепь
சாதனங்கள்	устройств
சாதனங்கள்	устройства
தொலைவு	расстояние
மனதில்	разум
மனதில்	ум
படித்தார்	изучал
படித்தார்	изучил
படித்தார்	учился
படித்தார்	изучен
படித்தார்	училась
அலெக்சாண்டர்	александр
அலெக்சாண்டர்	александер
களம்	домен
களம்	домена
பழங்கள்	фрукты
பழங்கள்	плоды
பூசை	пуджа
வேட்பாளர்	кандидат
ஓடும்	бег
ஓடும்	бегать
தொழிற்சாலை	промышленности
தொழிற்சாலை	отрасль
தொழிற்சாலை	индустрия
தொழிற்சாலை	промышленность
தொழிற்சாலை	промышленный
தொழிற்சாலை	промышленные
தொழிற்சாலை	промышленных
தொழிற்சாலை	фабрика
தொழிற்சாலை	завод
கோடை	лето
கோடை	summer
கோடை	саммер
கோடை	летний
குறைக்க	уменьшить
குறைக்க	сократить
ஜனநாயக	демократический
ஜனநாயக	демократические
ஜனநாயக	демократическое
ஜனநாயக	демократической
ஜனநாயக	демократическая
லூக்கா	люка
லூக்கா	люк
லூக்கா	лука
லூக்கா	луки
உறுப்புகள்	элементы
சர்க்கரை	сахар
நாட்காட்டி	календарь
ஆலோசனை	советы
ஆலோசனை	консультирование
ஆலோசனை	консультация
ஆலோசனை	проконсультироваться
மெதுவாக	медленные
மெதுவாக	медленно
மெதுவாக	медленный
மெதுவாக	медленно
மெதுவாக	потихоньку
பேராக்	перак
அளிக்கிறது	обеспечивает
அளிக்கிறது	предоставляет
காப்பீடு	страховка
காப்பீடு	страхование
காப்பீடு	страхования
அரசியலமைப்பு	конституция
பயன்படுத்துகிறது	использование
பயன்படுத்துகிறது	используя
பயன்படுத்துகிறது	использует
மைல்கள்	майлс
மைல்கள்	мили
மைல்கள்	миль
மைல்கள்	майлз
மடம்	монастырь
புனிதர்	святой
புனிதர்	сен
புனிதர்	сент
புனிதர்	святая
பாத்திரம்	роль
பாத்திரம்	роли
ஆழமான	глубокую
ஆழமான	глубокое
ஆழமான	глубокая
ஆழமான	глубокие
ஆழமான	глубоко
ஆழமான	глубокий
வழிமுறைகள்	каналы
வழிமுறைகள்	инструкция
வழிமுறைகள்	инструкции
ஆரம்பித்தது	начали
ஆரம்பித்தது	начато
ஆரம்பித்தது	начал
ஆரம்பித்தது	началось
அதிர்வெண்	частотность
அதிர்வெண்	периодичность
அதிர்வெண்	частота
சீரான	форму
சீரான	униформа
சீரான	форма
பணிபுரிந்தார்	работал
பணிபுரிந்தார்	работала
பணிபுரிந்தார்	сработало
பணிபுரிந்தார்	работали
துவக்க	стартап
அருகாமையில்	ближе
அருகாமையில்	поближе
கொன்று	убейте
கொன்று	убей
கொன்று	убивать
கொன்று	убить
சிட்டி	city
சிட்டி	город
சிட்டி	города
புலம்	поля
புலம்	филд
புலம்	поле
பாய்	мальчик
பாய்	парень
பாய்	boy
பாய்	брат
பாய்	пай
பாய்	бай
எங்கள்	наши
எங்கள்	наше
எங்கள்	наш
எங்கள்	наша
மோகன்	мохан
நந்தி	нанди
தவம்	покаяние
தொற்று	инфекции
தொற்று	инфекций
தொற்று	инфекция
தொற்று	инфекции
காணாமல்	исчез
காணாமல்	исчезла
காணாமல்	исчезли
காணாமல்	отсутствует
சந்திரன்	мун
சந்திரன்	луна
சந்திரன்	луну
குழுவினர்	экипаж
குழுவினர்	команда
குழுவினர்	экипажа
திரவ	жидкость
திரவ	жидкий
திரவ	жидкости
குலம்	клан
தானாகவே	auto
தானாகவே	авто
தானாகவே	автоматически
நுழைவாயில்	врата
நுழைவாயில்	ворота
நுழைவாயில்	шлюз
செல்	ячейка
செல்	ячейки
செல்	камере
செல்	клетка
மோட்டார்	мотор
மரபியல்	генетики
விமர்சனம்	критика
விமர்சனம்	критику
கிருஷ்ணா	кришна
போர்கள்	войн
போர்கள்	войны
பொதுநலவாய	содружества
பொதுநலவாய	содружество
இசைக்குழு	band
ஓட்டம்	бегун
ஓட்டம்	поток
ஓட்டம்	потока
ஓட்டம்	бег
ஓட்டம்	бегать
ஓட்டம்	запустить
ஓட்டம்	беги
ஊழல்	скандал
ஊழல்	афера
ஊழல்	мошенничество
ஊழல்	коррупция
ஊழல்	коррупции
குழந்தைகளின்	kids
குழந்தைகளின்	детки
குழந்தைகளின்	дети
பாதி	половины
பாதி	половина
பாதி	половину
பாதி	наполовину
ஆதலால்	преимущества
ஆதலால்	преимущество
தேர்	колесница
ஸ்டீவ்	стива
ஸ்டீவ்	стив
வம்சம்	династии
வம்சம்	династия
இந்துக்கள்	индусы
கொஞ்சம்	незначительные
கொஞ்சம்	незначительное
கோபி	гопи
வாரியம்	доска
வாரியம்	правление
தாக்குதல்கள்	атаки
தாக்குதல்கள்	нападений
தாக்குதல்கள்	нападения
தாக்குதல்கள்	нападки
அசல்	оригинальная
அசல்	оригинально
அசல்	оригинальные
அசல்	первоначального
அசல்	оригинальный
அசல்	оригинал
முக்கோண	кубизм
நிறுத்தி	перестал
நிறுத்தி	остановилось
நிறுத்தி	прекратил
நிறுத்தி	остановились
நிறுத்தி	остановился
அவளது	ее
அவளது	ей
அவளது	её
சுவிட்சர்லாந்து	швейцария
சுவிட்சர்லாந்து	швейцарию
சுவிட்சர்லாந்து	швейцарии
கண்டிப்பாக	уверен
கண்டிப்பாக	конечно
கண்டிப்பாக	уверена
கண்டிப்பாக	определённо
கண்டிப்பாக	однозначно
கண்டிப்பாக	определенно
உருவாக்குகிறது	создание
உருவாக்குகிறது	создается
உருவாக்குகிறது	создает
கொலம்பியா	колумбия
கொலம்பியா	колумбийский
கொலம்பியா	колумбия
கொலம்பியா	колумбию
கொலம்பியா	колумбии
மத்தேயு	мэттью
மத்தேயு	мэтью
இந்தோனேசியா	индонезии
இந்தோனேசியா	индонезия
இந்தோனேசியா	индонезию
நாளும்	день
நாளும்	day
நாளும்	дэй
பொறி	machine
பொறி	машина
பொறி	аппарат
பொறி	мотор
பொறி	двигатель
பொறி	движок
பொறி	двигателя
பொறி	ловушку
பொறி	ловушка
செக்	чешская
செக்	чешской
செக்	чешский
தேடல்	поиск
தேடல்	искать
தேடல்	ищите
எலிசபெத்	елизавета
எலிசபெத்	элизабет
நன்மை	пособие
நன்மை	хорош
நன்மை	хороша
நன்மை	хороший
நன்மை	хорошее
நன்மை	хорошо
அமில	кислой
பிணைப்பு	связаны
கேட்டுக்	слушаю
கேட்டுக்	слушать
கேட்டுக்	слушает
சட்டத்தை	закон
சட்டத்தை	право
தொலைத்தொடர்பு	телекоммуникации
தொலைத்தொடர்பு	электросвязи
தொலைத்தொடர்பு	связь
தொலைத்தொடர்பு	телекоммуникаций
தொலைத்தொடர்பு	телекоммуникации
உயர்வு	поход
உயர்வு	подъем
மையங்கள்	центров
மையங்கள்	центры
கருப்பை	матки
கருப்பை	утробе
மாநகராட்சி	corporation
மாநகராட்சி	корпорация
மாநகராட்சி	корпорации
ஆயுதங்கள்	оружие
பராமரிப்பு	поддержание
பராமரிப்பு	ведение
ஞாயிறு	sun
ஞாயிறு	солнце
ஞாயிறு	вс
ஞாயிறு	сун
ஞாயிறு	сунь
ஞாயிறு	воскресенье
ஞாயிறு	воскресение
கண்கள்	глаз
கண்கள்	глаза
கண்கள்	глазки
சகோதரி	сестра
சகோதரி	сисси
பணியாளர்	работник
பணியாளர்	сотрудник
பணியாளர்	служащий
விழாக்கள்	фестивалей
முக்கோணம்	переводить
முக்கோணம்	перевести
முக்கோணம்	треугольник
இணைக்கிறது	подключение
இணைக்கிறது	соединение
கணம்	момент
கணம்	минута
சிறிதளவு	немного
சிறிதளவு	незначительно
சிறிதளவு	слегка
சிறிதளவு	несколько
சிறிதளவு	отчасти
அனுபவம்	опытные
அனுபவம்	опытных
அனுபவம்	опытный
அனுபவம்	опыт
கோரி	кори
கோரி	требующие
கோரி	требуя
கோரி	кори
கோரி	кори
இயக்கங்கள்	операции
உடை	платье
உடை	одеваться
டாலர்கள்	доллары
மற்றவர்கள்	другие
மற்றவர்கள்	прочие
ஸ்பெயின்	испанию
ஸ்பெயின்	испания
ஸ்பெயின்	испании
நோக்கியா	nokia
அக்னி	агни
காளி	кали
டே	тхэ
டே	дей
பாடலை	песня
பாடலை	песнь
பாடலை	song
நடுத்தர	средняя
நடுத்தர	средних
நடுத்தர	средний
நடுத்தர	среднее
நடுத்தர	средние
ஹோட்டல்	hotel
ஹோட்டல்	отель
ஹோட்டல்	гостиница
வடிவவியல்	геометрия
நீக்கம்	место
பழுப்பு	браун
பழுப்பு	коричневые
பழுப்பு	коричневый
பழுப்பு	ожог
பழுப்பு	сжечь
பழுப்பு	гореть
பழுப்பு	серая
பழுப்பு	серый
பழுப்பு	серые
பழுப்பு	грей
பழுப்பு	серая
பழுப்பு	серого
பழுப்பு	серый
பழுப்பு	серые
தடுக்கும்	предотвращать
தடுக்கும்	предотвратить
நாட்களுக்கு	дни
நாட்களுக்கு	days
நாட்களுக்கு	дней
பழக்கம்	привычка
அழகான	красавица
அழகான	красивые
அழகான	красивая
அழகான	красиво
அழகான	прелесть
அழகான	прекрасно
இணையாக	параллельное
இணையாக	параллельно
இணையாக	параллель
இணையாக	параллельные
இணையாக	параллельных
நடப்பு	текущий
நடப்பு	текущее
நடப்பு	нынешней
நடப்பு	текущие
நடப்பு	текущая
நடப்பு	настоящее
நடப்பு	подарок
இறையியல்	теологии
தோன்றுகிறது	кажется
தோன்றுகிறது	появляется
நெட்வொர்க்	сеть
நெட்வொர்க்	сети
நெட்வொர்க்	network
பக்கத்தை	страница
பக்கத்தை	страницу
பக்கத்தை	page
பக்கத்தை	страницы
அரியானா	харьяна
சின்னங்கள்	иконки
சின்னங்கள்	значки
வளாகத்தில்	кампуса
வளாகத்தில்	кампус
கோரிக்கை	запросить
கோரிக்கை	просьба
கோரிக்கை	просьбе
கோரிக்கை	запрос
காலி	пусто
காலி	пустая
காலி	пустой
காலி	пустое
காலி	пустые
ஆலன்	аллен
ஆலன்	ален
ஆலன்	аллан
ஆலன்	алан
யோகம்	йога
யோகம்	йоги
மூலங்கள்	источники
மூலங்கள்	ресурсы
வீழ்ச்சி	поражение
வீழ்ச்சி	поражения
வீழ்ச்சி	победить
வீழ்ச்சி	осень
வீழ்ச்சி	падение
வீழ்ச்சி	осенью
வீழ்ச்சி	упасть
பாடினார்	пел
பாடினார்	пели
பாடினார்	пела
தொழிலில்	промышленности
தொழிலில்	отрасль
தொழிலில்	индустрия
தொழிலில்	промышленность
கொடுக்கப்பட்ட	учитывая
சொந்தமான	личная
சொந்தமான	личные
சொந்தமான	личное
சொந்தமான	личного
சொந்தமான	личный
வாழ	живи
வாழ	живите
வாழ	live
வாழ	живу
வாழ	жить
முன்னோடி	пионер
பிறர்	другие
பிறர்	прочие
காந்த	магнитные
அப்பால்	помимо
தேர்ச்சி	прошли
தேர்ச்சி	прошел
தேர்ச்சி	прошло
தேர்ச்சி	прошла
எண்ணற்ற	многочисленные
எண்ணற்ற	бесчисленные
கண்டறியப்பட்டது	обнаружен
கண்டறியப்பட்டது	обнаружена
கண்டறியப்பட்டது	обнаружены
கண்டறியப்பட்டது	обнаружено
கண்டறியப்பட்டது	диагноз
கண்டறியப்பட்டது	найдена
கண்டறியப்பட்டது	найдено
கண்டறியப்பட்டது	нашла
கண்டறியப்பட்டது	найден
கண்டறியப்பட்டது	найдены
அமைப்புகளில்	настройки
அமைப்புகளில்	параметры
அமைப்புகளில்	настройка
துடுப்பாட்டம்	крикет
எகிப்திய	египетский
எகிப்திய	египта
பாட்டு	песня
பாட்டு	песнь
பாட்டு	song
பாடும்	поет
பாடும்	поют
பாடும்	пою
பாடும்	пение
பாடும்	петь
ஜாவா	java
நாணயங்கள்	монеты
டூ	ду
ஹார்ட்	харт
ஆடு	коза
ஆடு	козёл
ஆடு	козел
அம்மா	мамочка
அம்மா	мамочки
அம்மா	мам
அம்மா	мама
அம்மா	мать
அம்மா	мама
அம்மா	матерь
அம்மா	матушка
படகு	лодке
படகு	лодка
படகு	лодку
படகு	яхта
தொழில்துறை	промышленности
தொழில்துறை	отрасль
தொழில்துறை	индустрия
தொழில்துறை	промышленность
தொழில்துறை	промышленный
தொழில்துறை	промышленные
தொழில்துறை	промышленных
குல	с
குல	with
துல்லியமாக	точные
துல்லியமாக	точная
துல்லியமாக	точный
துல்லியமாக	точной
கூற்று	выражение
கூற்று	ведомость
கூற்று	заявление
ஒப்புதல்	согласия
ஒப்புதல்	согласие
ஒப்புதல்	утвердить
ஒப்புதல்	одобрить
ஒப்புதல்	одобряю
ஒப்புதல்	одобрение
ஒப்புதல்	утверждение
சக	коллега
அதிகாரப்பூர்வமாக	официально
டென்னிஸ்	tennis
டென்னிஸ்	теннис
மணல்	песок
இடை	талия
இடை	талии
நுட்பம்	текстуры
நுட்பம்	текстура
நுட்பம்	точности
நுட்பம்	точность
கவலை	тревога
கவலை	беспокойство
கவலை	обеспокоен
கவலை	волнуется
கவலை	волноваться
கவலை	волноваться
கவலை	озабоченность
கவலை	беспокойство
கவலை	забота
கவலை	обеспокоенность
இலைகள்	листья
இலைகள்	листьев
இலைகள்	оставляет
உலா	tour
உலா	тур
உலா	гастроли
உலா	ула
உலா	прогулка
அமிலங்கள்	кислот
பாலை	молочный
பாலை	молоко
பாலை	молока
ரேடியோ	radio
ரேடியோ	радио
லூயிஸ்	людовик
லூயிஸ்	луи
லூயிஸ்	луис
லூயிஸ்	льюис
லூயிஸ்	луис
செயற்பாடுகள்	операции
செயற்பாடுகள்	мероприятия
செயற்பாடுகள்	деятельность
செயற்பாடுகள்	функции
எண்ணம்	мысль
எண்ணம்	думал
வாஷிங்டன்	вашингтон
புள்ளியியல்	статистика
செயல்கள்	действия
செயல்கள்	меры
காம்	com
காம்	кам
சாரா	сара
சாரா	сара
பாளையம்	расквартирования
நிலநடுக்கம்	землетрясение
நிலநடுக்கம்	землетрясения
எடுக்கப்பட்டது	принято
எடுக்கப்பட்டது	принятых
எடுக்கப்பட்டது	взяты
நன்று	хорош
நன்று	хороша
நன்று	хороший
நன்று	хорошее
நன்று	хорошо
நன்று	ну
எண்ணி	счетчик
எண்ணி	число
எண்ணி	номер
எண்ணி	количество
பார்த்த	видел
பார்த்த	видели
அட்லாண்டிக்	атлантик
அட்லாண்டிக்	атлантике
ஜெமினி	близнецы
கணவர்	муж
வளங்கள்	ресурсы
நடிப்பு	исполняющий
பணியாளர்கள்	работников
பணியாளர்கள்	работники
பணியாளர்கள்	служащие
பணியாளர்கள்	сотрудники
பணியாளர்கள்	персонал
பணியாளர்கள்	сотрудники
பொழுதுபோக்கு	хобби
பாடம்	урок
பாடம்	учебник
தற்காலிக	кэш
தற்காலிக	временный
தற்காலிக	временная
தற்காலிக	временное
தற்காலிக	временно
தற்காலிக	временные
பெருக்கல்	умножение
பெருக்கல்	несколько
பெருக்கல்	множественные
படையெடுப்பு	вторжения
படையெடுப்பு	вторжение
வத்திக்கான்	ватикан
வத்திக்கான்	ватикана
வாய்ப்புகள்	возможности
பாரத	бхарат
ஓசோன்	озона
மறைந்து	скрытая
மறைந்து	скрыты
மறைந்து	скрытый
மறைந்து	скрыто
மறைந்து	скрытые
மறைந்து	исчезнет
மறைந்து	исчезнуть
மறைந்து	исчезают
வட்டி	проценты
வட்டி	интерес
வட்டி	заинтересованность
வட்டி	интересы
வாடிக்கையாளர்	заказчик
வாடிக்கையாளர்	покупатель
வாடிக்கையாளர்	клиент
வாடிக்கையாளர்	посетитель
வாடிக்கையாளர்	клиентов
வாடிக்கையாளர்	клиента
வாடிக்கையாளர்	клиент
வாடிக்கையாளர்	конкурент
வழங்கல்	ленте
வழங்கல்	лента
வழங்கல்	корма
வழங்கல்	ленту
வழங்கல்	поставка
வழங்கல்	доставка
ஆகியவற்றைப்	акушерство
வேலைகள்	вакансии
ஆயுள்	life
ஆயுள்	жизнь
ஆயுள்	жизни
போலி	поддельных
போலி	подделка
போலி	фальшивый
போலி	фальшивка
போலி	фальшивые
போலி	подделка
சிற்பம்	скульптуры
சிற்பம்	скульптура
சிற்பம்	резьбой
சரஸ்வதி	сарасвати
இணையான	параллельное
இணையான	параллельно
இணையான	параллель
இணையான	параллельные
இணையான	параллельных
இயக்கவியல்	динамика
இயக்கவியல்	динамики
நண்பர்	друг
நண்பர்	друга
நண்பர்	подруга
தேன்	мед
தேன்	родная
தேன்	дорогая
ரிஷபம்	телец
உதாரணம்	пример
ஈராக்	ирак
மின்காந்த	электромагнитной
தாயின்	мать
தாயின்	мама
தாயின்	матерь
தாயின்	матушка
வாங்க	купить
வாங்க	покупать
எடுத்துக்காட்டுகள்	примеры
ஜனாதிபதி	президент
ஜனாதிபதி	председатель
ஜனாதிபதி	през
வந்தான்	пришла
வந்தான்	пришел
வந்தான்	пришёл
வாகனங்கள்	автомобили
சூழலியல்	экологии
தாக்கல்	подачи
தாக்கல்	подано
தாக்கல்	подал
சூத்திரம்	formula
சூத்திரம்	формулы
சூத்திரம்	формула
பெர்லின்	берлин
பள்ளிவாசல்	мечеть
பள்ளிவாசல்	мечети
சோதனைகள்	испытания
சோதனைகள்	тесты
சோதனைகள்	испытания
பயனுள்ள	полезная
பயனுள்ள	полезное
பயனுள்ள	полезный
பயனுள்ள	полезно
பயனுள்ள	полезные
பயனுள்ள	эффективное
பயனுள்ள	эффективность
பயனுள்ள	эффективный
பயனுள்ள	эффективная
பயனுள்ள	эффективные
பயனுள்ள	эффективно
தொடங்குகிறது	начинается
தொடங்குகிறது	начинается
தொடங்குகிறது	начинает
தொடங்குகிறது	инициализация
தொடங்குகிறது	начало
தொடங்குகிறது	начинаю
தொடங்குகிறது	начиная
சந்திக்கும்	познакомиться
சந்திக்கும்	знакомьтесь
சந்திக்கும்	встретиться
அங்கீகாரம்	признание
உம்	умм
நெருக்கடி	кризис
நெருக்கடி	кризиса
தானம்	пожертвование
தானம்	пожертвовать
சமநிலை	баланс
சமநிலை	остаток
சமநிலை	равновесие
திருத்தம்	поправки
திருத்தம்	поправка
ஆரிய	арийской
ஆபத்து	риска
ஆபத்து	риск
ஆபத்து	риски
ஆழம்	глубины
ஆழம்	глубина
ஆழம்	глубину
ரயில்வே	железнодорожных
ரயில்வே	железнодорожный
டென்மார்க்	данию
டென்மார்க்	дания
டென்மார்க்	дании
பெங்களூரு	бангалоре
நாணயம்	валюта
உயரிய	здорово
உயரிய	отлично
உயரிய	великолепно
ஓட்டங்கள்	бежит
அலுமினியம்	алюминия
பென்	бэн
பென்	бен
ஜூலியன்	джулиан
ஆர்தர்	артур
ஆர்தர்	артура
தேவைகள்	требования
தேவைகள்	потребности
ஆழ்ந்த	глубокую
ஆழ்ந்த	глубокое
ஆழ்ந்த	глубокая
ஆழ்ந்த	глубокие
ஆழ்ந்த	глубоко
ஆழ்ந்த	глубокий
பலம்	сила
பலம்	прочность
நேபாள	непала
விளக்கங்கள்	детали
விளக்கங்கள்	подробности
அகலம்	ширина
அகலம்	ширину
சமயப்	религиозное
சமயப்	религиозный
சமயப்	религиозная
சமயப்	религиозных
இணைந்தார்	присоединилась
இணைந்தார்	присоединился
இணைந்தார்	присоединились
இணைந்தார்	вступила
சமீபத்தில்	недавно
செறிவு	интенсивность
செறிவு	интенсивности
செறிவு	концентрация
செறிவு	сосредоточение
செறிவு	концентрации
கேட்க	спроси
கேட்க	спросить
கேட்க	спросите
கேட்க	слышать
கேட்க	слышите
கேட்க	слышу
கேப்	плащ
கேப்	мыс
கேப்	такси
வழக்குகள்	случаи
வழக்குகள்	дела
விடுமுறை	праздником
விடுமுறை	праздник
விடுமுறை	отдых
விடுமுறை	отдых
விடுமுறை	каникулы
விடுமுறை	отпуск
விடுமுறை	праздники
வாழ்வியல்	lifestyle
நிறுவனர்	организация
நிறுவனர்	организатор
நிறுவனர்	организатором
நிறுவனர்	организатора
நிறுவனர்	основатель
நிறுவனர்	основателя
விண்மீன்கள்	звездное
சாமி	сами
இழந்த	потерянный
இழந்த	потеряна
இழந்த	потерял
இழந்த	потерян
இழந்த	проиграл
எழுத்தறிவு	грамотность
எழுத்தறிவு	грамотности
பிரதம	прайм
பிரதம	премьер
கிறித்தவம்	христианство
இனப்பெருக்கம்	породы
இனப்பெருக்கம்	порода
இனப்பெருக்கம்	размножения
திறமை	умение
திறமை	мастерство
திறமை	навыки
திறமை	талант
திறமை	таланты
திறமை	талантливых
திறமை	талантлив
திறமை	талантливый
திறமை	талантливая
தெரிந்த	известные
தெரிந்த	известное
தெரிந்த	известный
தெரிந்த	известен
தெரிந்த	известная
செவ்வாய்	вторникам
செவ்வாய்	вторник
செவ்வாய்	юпитер
செவ்வாய்	марс
மெட்டல்	металла
மெட்டல்	метал
மெட்டல்	metal
மெட்டல்	металлические
மெட்டல்	металл
மெட்டல்	металлы
கட்டளை	команда
கட்டளை	командования
கட்டளை	командование
தீர்மானம்	определение
தீர்மானம்	решимость
தீர்மானம்	разрешение
தீர்மானம்	резолюция
கணிதவியலாளர்	математик
முஸ்லிம்கள்	мусульман
முஸ்லிம்கள்	мусульманам
முஸ்லிம்கள்	мусульмане
தாவரவியல்	ботаника
சபையில்	конгрегация
தழுவி	объятия
குவாண்டம்	квантовой
கணிப்பு	прогноз
கணிப்பு	прогнозирования
கணிப்பு	предсказание
அக்பர்	акбар
கண்டுபிடிப்பு	изобретение
கண்டுபிடிப்பு	инноваций
கண்டுபிடிப்பு	инновации
கண்டுபிடிப்பு	нововведения
