घोटाले	skandal
वाक	konuşma
चिकित्सालय	hastane
चिकित्सालय	hastahane
फंस	kapana
चट्टानें	kayalar
चट्टानें	taş
चट्टानें	taşlar
चट्टानें	kaya
तीतर	partridge
तीतर	keklik
चतुर	zekice
चतुर	zeki
चतुर	akıllı
चतुर	akıllıca
अस्वीकृत	reddedildi
अस्वीकृत	reddedildi
अस्वीकृत	inkar
अस्वीकृत	reddedilmiş
अस्वीकृत	reddedildi
अस्वीकृत	reddetti
अस्वीकृत	reddedildi
अस्वीकृत	reddetti
अस्वीकृत	reddedilmiş
अस्वीकृत	reddetmek
अस्वीकृत	reddetme
सजातीय	homojen
परिवर्तक	değiştirici
परिवर्तक	dönüştürücü
गुलज़ार	gulzar
कसम	yemin
किराया	kiralama
किराया	kiralık
किराया	kira
खिलौने	oyuncaklar
खिलौने	oyuncak
महीना	ay
महीना	aylık
रिपोर्टिंग	raporlama
रिपोर्टिंग	şikayet
नैनो	nano
नमकीन	tuzlu
पंद्रहवीं	fifteenth
प्लेग	veba
प्लेग	salgın
निजीकरण	özelleştirme
निजीकरण	kişiselleştirme
अज्ञान	cahillik
अज्ञान	cehalet
आर्द्र	nemli
नबी	peygamber
नबी	nabi
हेल	hel
परी	peri
परी	meleğim
परी	melek
कीचड़	çamur
कीचड़	çamurlu
कीचड़	quagmire
न्यूर्क	newark
छुपा	gizlenmiş
छुपा	saklı
छुपा	gizlendi
छुपा	gizli
छुपा	gizle
छुपा	sakla
छुपा	gizlemek
डिफ़ॉल्ट	öntanımlı
डिफ़ॉल्ट	varsayılan
ड्राफ्ट	taslağı
ड्राफ्ट	cereyan
ड्राफ्ट	taslak
राइस	pirinç
राइस	pilav
मात	maat
रेफरी	hakem
साहसी	maceracı
साहसी	cesaretli
साहसी	cesur
ताज़ा	taze
ताज़ा	canlandırıcı
ताज़ा	ferahlatıcı
उपेक्षित	gözardı
उपेक्षित	görmezden
उपेक्षित	ihmal
ज़िंदगी	life
ज़िंदगी	hayat
ज़िंदगी	yaşam
ज़िंदगी	ömür
दरें	ücretler
दरें	oranları
दरें	fiyatlar
पेशेवरों	profesyoneller
पेशेवरों	profesyonel
श्वार्ज़नेगर	schwarzenegger
धूमकेतु	kuyruklu
कॉनकॉर्ड	concorde
मिश्रधातु	alaşım
आइटम	eşyalar
आइटम	ürünler
आइटम	ürün
आइटम	öğe
क्षणिक	geçici
क्षणिक	anlık
वेदना	hüzün
वेदना	melankolik
दुर्गम	kaynar
कारीगरी	işçilik
जीमेल	gmail
फॉर्मेट	format
फॉर्मेट	biçim
फॉर्मेट	biçimi
फॉर्मेट	formatı
फेस	yüzün
फेस	yüzünü
फेस	yüz
फेस	yüzü
फेस	face
कस्तूरी	misk
पांव	ayakları
पांव	ayak
पांव	ayaklar
छड़	çubuklar
मीट्रिक	ölçümler
मीट्रिक	ölçümleri
मीट्रिक	ölçüm
मीट्रिक	metrik
बांग्लादेशी	bangladeş
डिज़ाइनर	tasarım
डिज़ाइनर	tasarımcı
डिज़ाइनर	tasarımcısı
क्रीड़ा	spor
क्रीड़ा	sporlar
एकाग्रता	konsantrasyonları
एकाग्रता	konsantre
एकाग्रता	konsantrasyon
एकाग्रता	toplama
ईकाई	birlik
ईकाई	birim
ईकाई	ünite
भतीजे	yeğen
भतीजे	yeğeni
भतीजे	yeğenleri
विधिवत	hakkıyla
कुंभ	kova
संभाव्यता	olasılık
दंगे	isyanlar
अपर	üst
मेरिल	merrill
स्तनधारियों	memeliler
स्तनधारियों	memeli
संकेतक	imleç
संकेतक	pointer
ठाकरे	thackeray
स्पष्टता	açıklık
बेंज	benz
तंजानिया	tanzanya
गोल्डबर्ग	goldberg
एडी	eddie
एडी	addy
मिज़ोरम	mizoram
नहरों	kanal
नहरों	kanalı
नहरों	kanallar
पिस्तौल	tabanca
विभेदन	çözünürlük
विभेदन	çözüm
गुफाएं	mağara
गुफाएं	mağaralar
सूक्ष्मजैविकी	mikrobiyoloji
उज़्बेकिस्तान	özbekistan
सीरियल	nijerya
सीरियल	seri
सीरियल	cezayir
रिवर्स	ters
रिवर्स	tersine
कार्यपालिका	yürütme
कार्यपालिका	yönetici
कलिंग	kalinga
कास्ट	alçı
कास्ट	döküm
कास्ट	atın
ठहरने	yaşanabilir
झटका	sok
झटका	şok
झटका	pislik
कैदी	tutuklu
कैदी	tutsak
कैदी	mahkum
कैदी	esir
कैदी	mahkûm
कैदी	mahkumlar
कैदी	tutsak
कैदी	esirler
साओ	cao
साओ	sao
विंडो	pencere
विंडो	pencereyi
खोने	kaybetmek
खोने	kaybediyor
कैश	önbellek
केंट	kent
लोधी	lodi
इराकी	irak
इराकी	iraklı
इराकी	irak
इराकी	iraklılar
अराजकता	anarşi
अराजकता	kaos
अराजकता	karmaşa
अराजकता	kargaşa
पेले	pelle
मेटा	meta
सिग्मा	sigma
आजीविका	kariyeri
आजीविका	kariyer
आजीविका	geçim
फायदे	profesyoneller
फायदे	fayda
फायदे	faydaları
फायदे	avantajları
फायदे	yararları
गूढ़	ezoterik
गिरवी	piyon
गिरवी	rehin
बार्कलेज	barclays
नवीकरण	tadilat
नवीकरण	yenileme
नवीकरण	yenileme
नाममात्र	nominal
मल्टीमीडिया	multimedya
ग्लेशियर	buzul
ग्लेशियर	buzullar
निरोध	prezervatif
निरोध	kondom
प्रतिबंधों	yaptırımlar
उपासक	tapanlar
मैराथन	maratonu
मैराथन	maraton
पोटेशियम	potasyum
लारा	lara
थर्मल	termal
झाड़ी	çalı
डेविल	devil
डेविल	şeytan
कक्षीय	yörünge
अधूरा	eksik
अधूरा	tamamlanmamış
स्क्रीनिंग	gösterim
सर्वसम्मति	uzlaşma
टर्बाइन	türbin
उत्साही	hevesli
उत्साही	coşkulu
कार्यशील	koşarak
कार्यशील	koşmak
कार्यशील	koşu
कार्यशील	koşan
कार्यशील	koşarken
कार्यशील	koşuyor
सराहनीय	takdire
किंवदंती	efsane
लाओस	laos
साइप्रस	kıbrıs
स्वायत्तता	özerklik
गाढ़ा	cüretkar
गाढ़ा	cesur
एंथोनी	anthony
एंथोनी	antony
बाग़	bahçeler
बाग़	orchard
कुण्डली	burç
बीयर	bira
ड्राइविंग	sürüş
वेनेजुएला	venezuela
जीनों	genler
जीनों	gen
बोनस	bonus
बोनस	ikramiye
बोनस	prim
बोनस	bonus
बोनस	ikramiye
जलाकर	yaktı
ज्या	sine
थाना	cezaevi
थाना	hapishane
थाना	hapis
झूठे	yalancı
झूठे	yalancı
झूठे	yalancılar
अस्थियों	kemik
अस्थियों	bones
अस्थियों	kemikleri
अस्थियों	kemikler
पिक्सेल	piksel
पिक्सेल	pikseli
पिक्सेल	piksel
लॉयड	lloyd
एनर्जी	enron
ब्रेट	brett
हीट	sıcaklık
हीट	isı
वायसराय	vali
क्राय	krayı
सुनहरा	golden
सुनहरा	altın
सुनहरा	altin
सुनहरा	altınlar
सुनहरा	altın
सुनहरा	gold
सुनहरा	altin
अंपायर	hakemler
अंपायर	hakem
नमाज़	salah
नमाज़	namaz
नमाज़	dua
नमाज़	dualar
बैंडविड्थ	bantgenişliği
कर्कट	yengeç
कर्कट	kanser
शौचालय	tuvalet
पर्सनल	şahsi
पर्सनल	kişisel
मॉनमाउथशायर	monmouthshire
पहिया	teker
पहिया	çark
पहिया	tekerlek
पहिया	lastik
पहिया	tekerlek
मेगाडेथ	megadeth
लोकल	yerli
लोकल	lokal
लोकल	yöresel
लोकल	yerel
पुनरुद्धार	restorasyon
पुनरुद्धार	onarım
पुनरुद्धार	yenileme
पुनरुद्धार	diriliş
मस्जिदों	camiler
मस्जिदों	cami
मस्जिदों	camii
विकासवादी	evrimsel
डेयरी	süt
प्रतिरूपण	klonlama
बाय	hoşçakalın
बाय	hoşçakal
जावास्क्रिप्ट	javascript
गेल	gela
गेल	gail
गेल	gayle
छू	touch
छू	dokunuş
छू	dokun
छू	dokunma
छू	dokunduğu
पंक्तियाँ	sıra
पंक्तियाँ	hatlar
पंक्तियाँ	satır
पंक्तियाँ	hatları
पंक्तियाँ	çizgiler
हाइकु	haiku
ट्रेक	trek
जेफ	jeff
वर्णनात्मक	açıklayıcı
मद	eşyalar
मद	ürünler
मद	ürün
मद	öğe
मिशनरी	misyoner
बियोवुल्फ़	beowulf
पिताजी	baba
पिताजी	baba
पिताजी	babacığım
प्रसन्नता	gaiety
मोल	moll
संधारित्र	kapasitör
सबवे	metroya
सबवे	metro
वू	woo
वू	kur
चोटियों	doruk
चोटियों	peaks
चोटियों	tepeler
पुनर्जन्म	reenkarnasyon
रनर	kaçak
रनर	koşucu
जेसन	jason
जेसन	jayson
घेराबंदी	kuşatma
क्रोएशिया	hırvatistan
कल्याणकारी	nedenler
कल्याणकारी	nedenleri
सेटिंग	ayarlama
सेटिंग	ayarı
सेटिंग	ayar
सेटिंग	ayarlar
सेटिंग	ayarları
टीपू	tipu
नीरो	nero
उस्मानी	osmanlı
ग्लासगो	glasgow
आंखें	göz
आंखें	gözler
आंखें	gözleri
परिसंचरण	dolaşım
परिसंचरण	dolaşım
परिसंचरण	dolaşımı
ताश	kartlar
ताश	kartları
ताश	kart
सजावटी	dekoratif
प्रेषण	iletim
प्रेषण	sevk
सारनाथ	sarnath
एमिली	emily
शील	tevazu
शील	cob
पोलियो	polio
लिथियम	lityum
पालक	ispanak
फैमिली	ailesi
फैमिली	family
फैमिली	aile
बॉक्सिंग	boks
हिरन	geyik
चैपल	chapel
होंडा	honda
ज्योतिषी	falcı
ज्योतिषी	astrolog
मध्यस्थ	arabulucu
अभिभावक	aileler
अभिभावक	ebeveyn
अभिभावक	ebeveynler
अभिभावक	ebeveyn
अभिभावक	veli
अभिभावक	ebeveynler
नाराज	sinirli
नाराज	kızgın
फ्लैट	daire
फ्लैट	düz
फ्लैट	yassı
बौद्धों	budistler
टेन	tan
टेन	on
शील्ड	kalkan
चीड़	çam
आइवी	ivy
आइवी	sarmaşık
गार्डनर	gardner
तोड़कर	kırılma
तोड़कर	kırma
चुंबक	mıknatıs
मॉन्ट्रियल	montreal
अठारहवीं	eighteenth
हेलो	merhaba
हेलो	selam
हेलो	hello
हेलो	halo
कविताएं	şiirler
कविताएं	şiir
कोका	kokain
कोका	coca
रॉड	olta
रॉड	rod
रॉड	çubuk
निरस्त	iptal
बुद्धिमत्ता	zekâ
बुद्धिमत्ता	zeka
बुद्धिमत्ता	istihbarat
बुद्धिमत्ता	hikmet
बुद्धिमत्ता	bilgelik
एसिटिक	asetik
नर्स	hemşireler
नर्स	hemşire
उठती	yükselen
उठती	yükseliyor
उठती	artıyor
मुड़	çarpık
मुड़	bükülmüş
मुड़	sapkın
ब्रोमाइड	bromür
राष्ट्रसंघ	dors
हड़प्पा	harappa
पकड़कर	holding
जया	jaya
नार्वे	norveç
धैर्य	sabır
धैर्य	dayanıklılık
फट	patlamış
उत्पादकों	yapımcılar
महत्वाकांक्षी	hırslı
महत्वाकांक्षी	iddialı
त्रिनिदाद	trinidad
मौतों	ölümlerin
मौतों	ölümleri
मौतों	ölümler
निराकरण	çözüm
बकाया	olağanüstü
कोल्ड	soğuk
कोल्ड	soguk
ज़ांज़ीबार	zanzibar
नागालैण्ड	nagaland
कै	kai
प्रकार्य	işlevi
प्रकार्य	fonksiyon
प्रकार्य	işlev
प्रकार्य	fonksiyonu
शरणार्थी	mülteci
शरणार्थी	mülteci
शरणार्थी	mülteciler
गुंजाइश	kapsamı
देय	ödenecek
धीमे	yavaş
धीमे	yavas
धीमे	yavaş
धीमे	yavaşça
दानों	döküntü
दानों	aceleci
दानों	kızarıklık
अवांछित	istenmeyen
समोआ	samoa
लोदी	lodi
सममिति	simetri
अनमोल	degerli
अनमोल	değerli
अनमोल	kıymetli
हरियाली	yeşillik
कैस्पियन	hazar
मार्मिक	dokunaklı
कक्षों	odalar
कक्षों	chambers
स्पार्टा	sparta
व्यापकता	yaygınlık
रिमोट	kumanda
रिमोट	uzak
आत्माओं	ruh
आत्माओं	candır
आत्माओं	ruhlar
आत्माओं	ruhları
खुशबू	kokusu
खुशबू	koku
खुशबू	aroma
कस्बों	şehirler
कस्बों	kasabalar
त्रिशूल	trident
स्तनपान	emzirme
इनाम	ödül
इनाम	ödülü
इनाम	ödüller
इनाम	ödül
इनाम	ödülleri
जिन्दगी	life
जिन्दगी	hayat
जिन्दगी	yaşam
जिन्दगी	ömür
