від	จาก
кістки	โบนส์
критика	วิจารณ์
вступ	บทนำ
запит	ร้องขอ
запит	ขอ
запит	คำขอ
запит	ร้องขอ
запит	สอบถาม
запит	คำขอ
вест	เวสต์
зібрані	สะสม
володів	กรรมสิทธิ์
дочки	ลูกสาว
дочки	ธิดา
впливає	อิทธิพล
речення	ประโยค
речення	ประโยค
графік	กราฟ
графік	พล็อต
графік	วางแผน
реклама	โฆษณา
реклама	โฆษณา
арт	อาร์ต
арт	อาร์ท
арт	art
арт	ศิลปะ
америка	อเมริกา
президенти	ประธาน
президенти	ประธานาธิบดี
проблему	ปัญหา
енергія	พลังงาน
давид	เดวิด
давид	david
святі	นักบุญ
святі	ศีล
святі	ศักดิ์สิทธิ์
рельєф	บรรเทา
поміж	ระหว่าง
індонезії	อินโดนีเซีย
вогнем	ไฟ
вогнем	เพลิง
обласний	ภูมิภาค
хвороб	โรค
мур	mur
угорщині	ฮังการี
іраку	อิรัก
парки	สวน
біологічних	ชีวภาพ
срібла	ซิลเวอร์
срібла	เงิน
морська	นาวิก
австрійський	ออสเตรีย
швидкого	รถไฟฟ้า
організатор	จัด
майно	คุณสมบัติ
майно	ทรัพย์สิน
майно	ทรัพย์
майно	คฤหาสน์
майно	อสังหาริมทรัพย์
реліз	ปล่อย
запас	ลอยตัว
запас	ลอย
мадрид	มาดริด
мадрид	madrid
лука	luca
голоси	โหวต
голоси	เสียง
втручання	แทรกแซง
жовтий	เหลือง
вина	ไวน์
вина	สุรา
лікаря	ดอกเตอร์
лікаря	หมอ
лікаря	แพทย์
способи	วิธี
способи	วิถี
словом	คำ
тебе	เจ้า
тебе	คุณ
тебе	เธอ
альберт	อัลเบิร์
альберт	อัลเบิร์ต
номери	ตัวเลข
номери	หมายเลข
важливе	สำคัญ
крок	ขั้น
крок	ก้าว
комедії	ตลก
хребет	ช่วง
хребет	ระยะ
зразка	ตัวอย่าง
носій	สื่อ
носій	กลาง
поліція	ตำรวจ
негайно	ทันที
скелі	หน้าผา
скелі	หน้าผา
скелі	หิน
срібло	ซิลเวอร์
срібло	เงิน
біль	ปวด
колумбії	โคลัมเบีย
напряму	โดยตรง
хор	glee
лат	lats
лівий	ซ้าย
лівий	เหลือ
хвилини	นาที
хвилини	นาที
човен	เรือ
сто	sto
задній	หลัง
звіт	รายงาน
жіноча	หญิง
рядок	เส้น
рядок	บรรทัด
рядок	line
рядок	แถว
педагогічних	pedagogical
громадянська	แพ่ง
громадянська	ประชา
двадцять	ยี่สิบ
жіночий	หญิง
африканських	แอฟริกา
поезія	กลอน
поезія	กวี
філії	กิ่ง
філії	สาขา
математика	คณิตศาสตร์
математика	คณิตศาสตร์
математика	คณิตศาสตร์
математика	คณิต
математика	เลขคณิต
математика	เลข
знищити	ทำลาย
знищити	ขจัด
відчуття	รู้สึก
відчуття	feeling
знизу	ล่าง
мотор	motor
мотор	มอเตอร์
запобігання	เลี่ยง
етапу	เฟส
сигнал	สัญญาณ
знати	รู้
знати	ทราบ
готовий	พร้อม
ціна	ราคา
дитина	ลูก
дитина	ทารก
дитина	เบบี้
дитина	ที่รัก
дитина	กุมาร
дитина	เด็ก
постанова	ระเบียบ
боснії	บอสเนีย
арена	สังเวียน
романів	นิยาย
романів	นวนิยาย
поляки	ขั้ว
половину	ครึ่ง
японські	ญี่ปุ่น
хімічна	เคมีภัณฑ์
хімічна	เคมี
данія	เดนมาร์ก
теперішній	ปัจจุบัน
ірландія	ไอร์แลนด์
перенесено	ห่อ
перейти	โดด
перейти	กระโดด
перейти	goto
комедія	ตลก
мішель	michelle
солдати	ทหาร
допомога	ช่วย
послідовність	ลำดับ
послідовність	อนุกรม
дуб	โอ๊ค
снд	cis
використати	ใช้
давні	โบราณ
зведення	สรุป
розклад	ตาราง
розклад	กำหนดการ
карт	บัตร
карт	การ์ด
карт	ไพ่
вояки	ทหาร
суміші	ผสม
суміші	มิกซ์
птах	นก
птах	เบิร์ด
вступу	สมาชิก
подав	ยื่น
плюс	บวก
плюс	พลัส
плюс	plus
хорватія	โครเอเชีย
хорватія	croatia
вниз	ลง
вниз	ดาวน์
зерна	ธัญพืช
зерна	เมล็ด
частинами	อะไหล่
файли	แฟ้ม
човнів	เรือ
надії	โฮป
надії	หวัง
данило	danilo
кільця	วงแหวน
кільця	แหวน
топ	ท็อป
дитяча	กุมาร
дитяча	เด็ก
глави	บท
правопису	สะกด
замінити	แทนที่
замінити	แทน
концерти	คอนเสิร์ต
умовами	เงื่อนไข
олімпійська	โอลิมปิค
олімпійська	โอลิมปิก
дозволу	อนุญาต
графіки	กราฟ
графіки	แผนภูมิ
графіки	ชาร์ต
графіки	กราฟิก
минуле	อดีต
євробачення	ประกวด
літо	ซัมเมอร์
літо	summer
наса	nasa
наса	นาซา
посіла	ชนะ
дітьми	เด็กๆ
дітьми	เด็ก
дітьми	ลูกๆ
дітьми	เด็กๆ
дітьми	เด็ก
подібний	คล้าย
дах	หลังคา
дах	ดาดฟ้า
вивчає	ศึกษา
учень	ศิษย์
подвійна	ดับเบิล
подвійна	ดับเบิ้ล
згоди	ยินยอม
згоди	คอร์ด
передано	ผ่าน
слава	รุ่งโรจน์
коледжі	วิทยาลัย
коледжі	มหาวิทยาลัย
коледжі	วิทยาลัย
коледжі	มหาวิทยาลัย
передній	หน้า
напрям	ทิศทาง
відсоток	เปอร์เซนต์
відсоток	เปอร์เซ็นต์
відсоток	เปอร์เซ็นต์
прості	ง่าย
прості	ง่ายๆ
врятувати	กู้ภัย
опубліковано	โพสต์
робили	ทำ
множини	พหูพจน์
множини	พจน์
розглядати	ปฏิบัติ
розглядати	เลี้ยง
китайський	จีน
удмуртія	udmurtia
пояснити	อธิบาย
ґрунт	ดิน
герман	เยอรมัน
гітарист	กีตาร์
поверх	พื้น
святкування	ฉลอง
олімпіади	โอลิมปิค
олімпіади	โอลิมปิก
повільно	ชะลอ
повільно	ช้า
повільно	ช้าๆ
повільно	ค่อยๆ
повільно	ช้าๆ
частинки	อนุภาค
частинки	อนุภาค
рано	ต้น
китайські	จีน
кривий	ง่อย
кривий	พิการ
очки	ชี้
очки	แต้ม
очки	คะแนน
очки	จุด
мен	เมน
мен	เมนส์
черв	หนอน
музиці	มิวสิค
музиці	เพลง
музиці	ดนตรี
подія	เหตุการณ์
подія	กิจกรรม
хвороба	โรค
гармата	ปืน
вартості	อันดับ
стандарт	มาตรฐาน
зовні	นอก
зовні	ภายนอก
консул	กงสุล
севастополь	sevastopol
складні	กระวนกระวาย
складні	ปม
складні	complex
складні	ท้าทาย
місія	ภารกิจ
місія	mission
геологія	ธรณีวิทยา
синій	น้ำเงิน
синій	สีน้ำเงิน
синій	บลู
фахівець	professional
фахівець	วิชาชีพ
гміна	gmina
нації	สัญชาติ
нації	ชาติ
нації	เนชั่น
нації	nation
нації	สัญชาติ
зовнішня	ภายนอก
зовнішня	ภายนอก
передача	ก่อ
довести	พิสูจน์
бібліотеку	ไลบรารี
пропозиція	เสนอ
пропозиція	เสนอ
адміністративні	ธุรการ
вірш	กลอน
вірш	กวี
вірш	กลอน
вірш	ท่อน
юрист	ทนายความ
юрист	ทนาย
суміш	ผสม
суміш	มิกซ์
шрі	sri
шрі	ศรี
вистави	ปรากฏการณ์
оренду	เช่า
залишилося	เหลือ
художня	อาร์ต
художня	อาร์ท
художня	art
художня	ศิลปะ
несподівано	ทันใด
широкі	กว้าง
мислення	คิด
цивілізації	อารยธรรม
вбити	สังหาร
вбити	ฆ่า
вбити	สังหาร
вбити	ฆ่า
парі	พนัน
тестування	ทดสอบ
сліди	หาง
добрі	ชนิด
добрі	ใจดี
печери	ถ้ำ
ганс	ฮันส์
вузол	โฮสต์
вузол	จัด
вузол	เงื่อน
вузол	ปม
норвегія	นอร์เวย์
додатковий	ก้าวหน้า
додатковий	พิเศษ
колонія	อาณานิคม
колонія	นิคม
королі	กษัตริย์
королі	ราชา
катастрофи	หายนะ
катастрофи	เซียน
зробила	ทำให้
верховна	verkhovna
щоправда	แม้ว่า
культурні	วัฒนธรรม
арк	อาร์ค
арк	arc
колеса	ล้อ
товари	สินค้า
виконати	ประหาร
виконати	วิ่ง
виконати	รัน
виконати	หนี
кіл	วงกลม
кіл	ลิ่ม
календар	ปฏิทิน
розділи	ส่วน
розділи	บท
дошки	กระดาน
дошки	บอร์ด
поетів	กวี
увага	ใส่ใจ
увага	สนใจ
увага	เตือน
прапори	ธงชาติ
прапори	flags
прапори	ธง
чорне	ดำ
перенесення	โอน
спільнота	กลุ่ม
спільнота	ชุมชน
важливо	สำคัญ
почати	เริ่ม
абу	อาบู
побудувати	สร้าง
янська	slavonic
конгрес	สภา
конгрес	รัฐสภา
фрагменти	เศษ
технічна	เทคนิค
лейтенанта	หมวด
географічні	ภูมิศาสตร์
географічні	ภูมิศาสตร์
хана	ฮาน
хана	ฮัน
хана	ฮั่น
знов	อีก
кріс	chris
кріс	kris
скотт	สก็อตต์
скотт	สก็อต
скотт	สก๊อต
скотт	สกอต
трамвай	กระเช้า
трамвай	ราง
передати	ก่อ
передати	ผ่าน
оскар	oscar
геннадій	gennady
голосу	เสียง
клієнтів	ลูกค้า
клієнтів	ลูกค้า
підтримую	สนับสนุน
підтримую	รองรับ
підтримую	อนุมัติ
підтримую	สนับสนุน
записав	บันทึก
поведінка	พฤติกรรม
поведінка	พฤติกรรม
поведінка	คุณธรรม
поведінка	พฤติกรรม
стандартів	มาตรฐาน
важливий	สำคัญ
страхування	ประกัน
кін	คีน
кін	คีน
інтерфейс	อินเตอร์เฟส
інтерфейс	อินเทอร์เฟส
ядерної	นิวเคลียร์
пані	มาดาม
пані	คุณนาย
пані	เลดี้
літопис	chronicle
важкі	deutschland
функціонує	ชำรุด
човни	เรือ
султан	สุลต่าน
промислові	อุตสาหกรรม
акула	ฉลาม
грали	เล่น
грецький	กรีก
корони	crown
корони	มงกุฎ
марина	ท่าเรือ
кухня	อาหาร
кухня	ทำครัว
кухня	ครัว
містяться	บรรจุ
дисертації	thesis
дисертації	วิทยานิพนธ์
академічний	วิชาการ
мирний	สงบ
мирний	สันติ
армійський	ทัพ
армійський	กองทัพ
суддів	กรรมการ
батареї	แบตเตอรี่
релігійна	ศาสนา
сектор	ภาค
техас	เทกซัส
техас	เท็กซัส
друзі	เพื่อนๆ
друзі	เพื่อน
обчислення	คำนวณ
обчислення	คำนวณ
авто	อัตโนมัติ
авто	auto
авто	รถยนต์
авто	รถ
злочини	อาชญากรรม
кладовище	สุสาน
кладовище	ป่าช้า
дід	ปู่
звинувачення	โจทก์
намагаючись	พยายาม
копій	สำเนา
здібності	พลัง
ростуть	เติบโต
ростуть	ปลูก
множина	กำหนด
множина	ตั้ง
іслам	อิสลาม
завантаження	โหลด
завантаження	โหลด
завантаження	บูต
цін	ชิง
дисципліни	วินัย
включені	รวม
операцію	ธุรกรรม
механізми	กลไก
вагою	ชั่ง
традиція	ประเพณี
традиція	ธรรมเนียม
показати	แสดง
показати	render
показати	โชว์
показати	แสดง
форум	forum
капітал	พระนคร
капітал	ทุน
капітал	สต๊อก
капітал	หุ้น
легка	ง่าย
легка	ง่ายๆ
легка	ง่ายดาย
канали	ช่อง
канали	คลอง
згоден	ยินยอม
стратегії	กลยุทธ์
стратегії	ยุทธศาสตร์
стратегії	กลยุทธ์
стратегії	ยุทธวิธี
казки	นิทาน
казки	นิยาย
азія	เอเชีย
розроблено	พัฒนา
розроблено	ออกแบบ
колі	ตัก
входу	ล็อกอิน
зіграла	เฝือก
зіграла	โยน
близький	ปิด
близький	ใกล้
близький	ใกล้
підтримувати	สนับสนุน
хвиля	คลื่น
хвиля	เวฟ
хвиля	โบกมือ
хвиля	โบก
стародавній	โบราณ
учитель	คุณครู
учитель	อาจารย์
учитель	ครู
графіка	พล็อต
графіка	วางแผน
графіка	กราฟ
графіка	กราฟิก
ключ	กุญแจ
ключ	คีย์
кільце	แหวน
кільце	วงแหวน
кільце	ring
кільце	ริง
цінності	ค่า
ділянку	แคว้น
ділянку	ภูมิภาค
постійний	ถาวร
постійний	คงที่
постійний	ถาวร
постійний	ตื้อ
сіль	เค็ม
сіль	เกลือ
сіль	sil
доки	จนถึง
доки	จนกว่า
доки	จนถึง
доки	จน
доки	จนกว่า
просування	โปรโมท
просування	โปรโมชัน
рей	rey
рей	เรย์
рей	ray
запуск	เริ่ม
дом	ดอม
дом	dom
моє	เหมือง
чистий	ล้าง
чистий	สะอาด
чистий	clean
єва	อีฟ
єва	eve
додавання	เพิ่ม
факс	โทรสาร
борисович	กุล
ранку	เช้า
ранку	morning
вершина	vertex
годину	ชั่วโมง
збільшити	เพิ่ม
необхідних	สำคัญ
мкс	iss
товариств	สังคม
літера	จดหมาย
продовжити	ต่อ
продовжити	ต่อ
цвинтар	สุสาน
цвинтар	ป่าช้า
величезний	ใหญ่
скупчення	คลัสเตอร์
скупчення	คลัสเตอร์
мирного	สงบ
мирного	สันติ
модуль	โมดูล
маленькі	เล็ก
маленькі	จิ๋ว
емблема	ผนึก
кафе	คาเฟ่
монголії	มองโกเลีย
колумбія	โคลัมเบีย
колумбія	โคลัมเบีย
традиційні	ดั้งเดิม
судно	ภาชนะ
судно	เรือ
судно	ยาน
лас	las
заголовок	ชื่อ
псевдонім	nick
псевдонім	นิค
псевдонім	นิก
псевдонім	นามแฝง
псевдонім	ฉายา
псевдонім	นามแฝง
хліб	ขนมปัง
будувати	สร้าง
містер	มิสเตอร์
розі	rose
розі	กุหลาบ
розі	โรส
розі	โร
нідерландах	เนเธอร์แลนด์
альфред	อัลเฟร็ด
лгбт	lgbt
дружби	มิตรภาพ
американці	อเมริกัน
рот	เน่า
рот	ปาก
рот	ปาก
популярний	นิยม
повідомлень	ข้อความ
незалежні	อิสระ
незалежні	เอกราช
денис	denys
електроенергії	ไฟฟ้า
кожні	ทุกๆ
кожні	ทุก
відсутній	หาย
відсутній	ขาด
виділити	ไฮไลท์
виділити	เน้น
виділити	ไฮไลต์
виділити	จัดสรร
вдосконалення	ปรับปรุง
звичайні	สามัญ
звичайні	ธรรมดา
звичайні	ปกติ
межа	จำกัด
межа	วงเงิน
межа	ขอบ
межа	กรอบ
межа	ชายแดน
червоне	แดง
червоне	เรด
соціальний	สังคม
тім	ทิม
програв	หลง
програв	แพ้
програв	เสีย
майданчик	หลักสูตร
майданчик	คอร์ส
мон	mont
екс	aix
частоти	ความถี่
аргентина	อาร์เจนตินา
служити	เสิร์ฟ
служити	เสริฟ
виконавець	ทรัพยากร
виконавець	ศิลปิน
виконавець	จิตรกร
образу	รุก
виправити	แก้
виправити	แก้ไข
виправити	ซ่อม
виправити	ปรับ
корея	เกาหลี
юридичний	กฎหมาย
транспортування	ขนส่ง
визначні	ค้าง
вела	vela
щойно	แค่
присвятив	ทุ่มเท
знищено	ทำลาย
продуктивність	ประสิทธิภาพ
продуктивність	ประสิทธิผล
продуктивність	ผลผลิต
психологія	จิตวิทยา
відсотків	เปอร์เซ็นต์
мзс	mfa
археологія	โบราณคดี
молока	นม
молока	น้ำนม
координат	ประสาน
криза	วิกฤตการณ์
криза	วิกฤติ
криза	วิกฤต
медицина	เวชศาสตร์
медицина	ยา
кнр	prc
представника	โฆษก
представника	ตัวแทน
вказано	ระบุ
угорський	ฮังการี
вітер	สายลม
вітер	ลม
тон	โทน
електронний	อิเล็กทรอนิกส์
небо	sky
небо	ท้องฟ้า
небо	ฟ้า
небо	ท้องฟ้า
постійні	ถาวร
постійні	ตื้อ
дитячої	ทารก
балів	ชี้
балів	แต้ม
балів	คะแนน
балів	จุด
дискусії	อภิปราย
дискусії	อภิปราย
дискусії	โต้วาที
вирішити	แก้
вирішити	ไข
жертви	เหยื่อ
лежать	โกหก
церемонія	พิธีการ
церемонія	พิธี
хімія	เคมี
поема	กลอน
поема	กวี
світовий	เวิลด์
світовий	world
світовий	โลก
комплексів	รุ่น
карло	คาโล
карло	คาร์โล
китайська	จีน
листі	จดหมาย
подобається	ชอบ
подобається	เหมือน
подобається	แบบ
подобається	ถูกใจ
подобається	ไลค์
подобається	อย่าง
подобається	ถูกใจ
сцена	ฉาก
єна	jena
вчився	ศึกษา
мільйони	ล้าน
точку	point
точку	ชี้
точку	จุด
точку	ประเด็น
сон	นอน
сон	หลับ
сон	ฝัน
сон	dream
сон	ซอง
сон	ซุง
сон	ฝัน
міжнародне	international
міжнародне	นานาชาติ
міжнародне	สากล
студент	นักเรียน
студент	นักศึกษา
руку	มือขวา
руку	มือ
руку	หัตถ์
руку	hand
гілка	ด้าย
гілка	สาขา
документальний	สารคดี
ріка	แม่น้ำ
справжній	real
справжній	จริง
суто	ชัด
хлопець	กาย
хлопець	แฟน
грецькі	กรีก
мексика	เม็กซิโก
використано	ใช้
дату	เดท
каплиці	การ์ตูน
очей	นัยน์ตา
очей	ดวงตา
очей	สายตา
очей	ตา
опубліковані	โพสต์
заборону	แบน
глибоко	ลึก
глибоко	deep
серйозно	จริงจัง
серйозно	จริงจัง
георг	จอร์จ
дивно	แปลกๆ
дивно	แปลก
дивно	แปลกๆ
дивно	แปลก
дивно	แปลก
тепла	อบอุ่น
тепла	อุ่น
внутрішня	ภายใน
кожну	แต่ละ
відповідність	แมตช์
меморіал	อนุสรณ์
спектр	สเปกตรัม
колорадо	โคโลราโด
буття	การ
стів	steve
словника	ศัพท์
навіщо	ทำไม
конкретних	เจาะจง
затока	ไซนัส
затока	อ่าว
затока	อ่าว
цивільних	พลเรือน
сходження	ปีน
сходження	ไต่
сходження	ปีน
агент	ตัวแทน
агент	เอเย่นต์
паулу	เปาโล
дітям	เด็กๆ
дітям	เด็ก
теодор	theodor
аналогічно	คล้ายคลึง
фунтів	ปอนด์
фунтів	ปอน
ціни	ราคา
алан	alan
сірий	เทา
сірий	เทา
змія	งู
ризик	เสี่ยง
спробував	พยายาม
мечеть	มัสยิด
гей	เกย์
гей	gay
збирання	สร้าง
бей	bey
пізнання	ตรัสรู้
механіка	กลศาสตร์
механіка	กลไก
береги	ธนาคาร
береги	แบงค์
камені	หิน
ген	ยีน
ген	จีน
мости	สะพาน
атомів	อะตอม
жовті	เหลือง
повернулася	กลับ
правопис	สะกด
залози	ต่อม
залози	ต่อม
іспанська	สเปน
славу	เกียรติยศ
славу	รุ่งโรจน์
жовтого	เหลือง
бюджет	งบ
чисельністю	แก๊ง
стоять	ยืน
водяний	น้ำ
водяний	นํ้า
струмок	รีก
струмок	ลำธาร
хотіли	ต้องการ
швидке	รวดเร็ว
швидке	ด่วน
швидке	ไว
швидке	รวดเร็ว
швидке	เร็ว
швидке	ด่วน
швидке	fast
швидке	ไว
книжка	หนังสือ
книжка	สมุด
реалізація	ตระหนัก
нащадків	ทายาท
сімферополь	simferopol
ряди	ซีรี่ส์
ряди	อนุกรม
дін	ติง
дін	ดีน
дін	คณบดี
дін	dene
нещодавно	ล่าสุด
лісова	วูด
лісова	ไม้
лісова	ป่า
лісова	ฟอเรส
лісова	ฟอเรสต์
брама	เกต
брама	เกท
доньки	ลูกสาว
доньки	ธิดา
електронні	อิเล็กทรอนิกส์
теорема	ทฤษฎีบท
звучить	เสียง
молекули	โมเลกุล
кути	มุม
кути	มุม
міру	วัด
міру	สัดส่วน
значне	high
значне	สูง
значне	ไฮ
зала	ฮอล
зала	ฮอลล์
трек	แทร็ก
трек	แทร็ค
безпека	รปภ
башта	หอคอย
башта	ทาวเวอร์
башта	หอ
майк	ไมค์
коментарі	หมายเหตุ
коментарі	คอมเมนท์
резиденція	ที่พัก
крістіан	คริสเตียน
крістіан	kristian
подібна	คล้าย
біологія	ชีววิทยา
особливі	พิเศษ
особливі	พิเศษ
кваліфікацію	คุณวุฒิ
кваліфікацію	วุฒิ
тем	หัวข้อ
садок	สวน
садок	garden
виконано	จบ
монреаль	montréal
кордони	ขอบเขต
кордони	พรมแดน
сади	สวน
широка	wide
широка	กว้าง
банків	ธนาคาร
банків	แบงค์
перевірити	สอบ
перевірити	ทดสอบ
перевірити	ยืนยัน
перевірити	เช็ค
перевірити	ตรวจ
процедури	กระบวนการ
сильні	เข้ม
сильні	strong
сильні	แรง
сильні	แข็งแกร่ง
включено	รวม
валерія	valeria
діапазон	ช่วง
діапазон	ช่วง
діапазон	ระยะ
вовк	หมาป่า
захистити	ป้องกัน
захистити	ปกป้อง
вдалось	สามารถ
постанови	constitutions
припинити	หยุด
звуки	เสียง
око	ดวงตา
око	สายตา
око	ตา
зон	โซน
ікона	คอน
ікона	ไอคอน
близькі	ปิด
близькі	ใกล้
водню	ไฮโดรเจน
кальвадос	calvados
зняти	ถอน
темою	หัวข้อ
темою	หัวข้อ
зуби	ฟัน
зуби	ฟัน
європейські	ยุโรป
адольф	adolph
каміння	หิน
збігається	เดียวกัน
реклами	โฆษณา
гірська	ภูผา
гірська	ภูเขา
іоанн	จอร์น
іоанн	john
іоанн	จอห์น
краків	cracow
прямий	ตรง
прямий	โดยตรง
прямий	direct
гонки	แข่ง
рейнланд	rhineland
ранній	ต้น
іран	อิหร่าน
довідка	ช่วย
поїзди	รถไฟ
блоків	บล็อก
хлопчик	บอย
придбання	ซื้อ
водія	ไดรเวอร์
чин	ชิน
чин	คาง
простий	ง่าย
простий	ง่ายๆ
простий	ธรรมดา
труби	ท่อ
труби	ท่อ
труби	หลอด
запросив	เชิญ
шотландія	สกอตแลนด์
старе	จ้อง
старе	เก่าๆ
старе	แก่
старе	เก่า
коста	kosta
стандарти	มาตรฐาน
дар	ดาร์
пілот	นักบิน
воля	พิน
воля	จะ
воля	วิล
назавжди	forever
назавжди	ถาวร
помилка	ขัดข้อง
монтаж	แก้ไข
пат	แพท
пат	pat
пат	ลูบ
епоха	ศักราช
епоха	ยุค
регіональний	ภูมิภาค
монумент	อนุสาวรีย์
коріння	รากฐาน
коріння	ราก
взуття	รองเท้า
взуття	รองเท้า
сем	แซม
сем	sam
мис	แหลม
мис	เคป
рда	rda
грала	เล่น
вілла	คฤหาสน์
часопис	นิตยสาร
магазини	ร้าน
баз	บัซ
пиво	เบียร์
оболонки	เปลือก
оболонки	เชลล์
фігура	คิด
статуя	อนุสาวรีย์
затверджено	อนุมัติ
прототип	ต้นแบบ
кислота	กรด
джонсон	johnson
грузія	จอร์เจีย
коментар	หมายเหตุ
поштова	ไปรษณีย์
крило	ปีก
крило	วิง
прискорення	เร่ง
прискорення	ความเร่ง
визнати	ยอมรับ
смоленська	smolensk
підписали	เซ็น
жіночі	เลดี้
добрий	เก่ง
добрий	ดี
ударів	ลุก
правові	กฎหมาย
житло	ที่พัก
гриби	เห็ด
гриби	เห็ด
конструктор	constructor
метрополітен	เมโทร
бактерій	แบคทีเรีย
затоці	อ่าว
внизу	ล่าง
талант	พรสวรรค์
фази	เฟส
фази	phases
подається	บท
іспанської	สเปน
хіт	ตี
хіт	ถล่ม
хіт	ชน
хіт	จีบ
вершин	peaks
турки	เติร์ก
керувати	จัดการ
меч	ดาบ
комунікації	สื่อสาร
привід	เหตุ
привід	เหตุผล
привід	สาเหตุ
привід	ไดรฟ์
привід	ไดร์ฟ
руслан	ruslan
тимчасовий	ชั่วคราว
тимчасовий	ชั่วคราว
шахта	ด้าม
шахта	เพลา
кімнати	ห้อง
походять	วิวัฒนาการ
походять	พัฒนา
христос	christos
позначає	เครื่องหมาย
біле	ขาว
біле	ไวท์
європу	ยุโรป
єдність	สามัคคี
єдність	unity
єдність	เอกภาพ
відкрити	เปิด
кім	คิม
кім	kim
натрію	โซเดียม
представництва	ทูต
офіс	สำนักงาน
офіс	ออฟฟิศ
народилась	เกิด
джексон	แจ็กสัน
популярні	นิยม
популярні	เด่น
гірнича	เหมือง
зупинки	หยุด
градусів	ปริญญา
градусів	องศา
особливе	พิเศษ
потреба	ต้องการ
оригінальний	ต้นฉบับ
оригінальний	ดั้งเดิม
оригінальний	เดิม
руська	ruska
мексиці	เม็กซิโก
коваленко	kovalenko
біллі	billy
греки	กรีก
біг	บิ๊ก
біг	ใหญ่
біг	big
біг	runner
тлумачення	ตีความ
тлумачення	ทำนาย
тлумачення	สับสน
посередині	กลาง
стіні	กำแพง
елементом	ธาตุ
шарль	ชารลส์
шарль	ชาร์ลส์
шарль	ชาร์ล
типовий	ปริยาย
типовий	ทั่วไป
лідери	ผู้นำ
удосконалення	ปรับปรุง
диску	ดิสก์
архітекторів	สถาปนิก
середина	กลาง
середина	มิด
смак	รส
смак	ชิม
смак	รสนิยม
смак	รสชาติ
леді	เลดี้
альфа	อัลฟา
альфа	แอลฟ่า
альфа	อัลฟ่า
альфа	แอลฟา
джей	เจย์
джей	jay
протоки	ช่องแคบ
шиї	หนาว
хлопці	พวก
манш	manche
воєвода	voivode
сайти	เว็บไซต์
світлі	สว่าง
світлі	เบา
світлі	ไลท์
світлі	แสง
ракета	จรวด
ракета	ขีปนาวุธ
фактори	ปัจจัย
фактори	factor
фактори	ตัวประกอบ
фактори	ปัจจัย
кліп	คลิป
кліп	clip
підходить	พอดี
підходить	ฟิต
підходить	fit
угорські	ugric
грецька	กรีก
дисципліна	วินัย
частота	อัตรา
частота	ความถี่
конкретні	เจาะจง
потяг	รถไฟ
франш	franche
афганістану	อัฟกานิสถาน
персоналу	บุคลากร
запити	คำขอ
метри	เมตร
метри	เมตร
подачі	ฟีด
особлива	พิเศษ
важкий	หนักๆ
важкий	หนัก
важкий	ขรุขระ
важкий	ลำบาก
важкий	หยาบ
важкий	แรง
важкий	โหม
важкий	ลำบาก
важкий	หนัก
важкий	ฮาร์ด
важкий	ยาก
магазинів	ร้าน
вуха	หู
джейн	jane
джейн	เจน
позитивні	บวก
поразка	ปราบ
поразка	ปราชัย
багаті	ริช
багаті	รวย
багаті	คนรวย
багаті	ร่ำรวย
багаті	ร่ำรวย
багаті	มั่งคั่ง
сильним	เข้ม
сильним	strong
сильним	แรง
сильним	แข็งแกร่ง
нік	nick
нік	นิค
нік	นิก
ясно	โอเค
водні	น้ำ
водні	นํ้า
німецькій	deutsch
вірджинія	เวอร์จิเนีย
рене	เรเน่
печера	ถ้ำ
ода	ode
джиммі	jimmy
винахідник	ประดิษฐ์
важлива	สำคัญ
бажанням	กิเลส
ден	dan
ден	แดน
ден	เติ้ง
ден	เตง
ден	ถ้ำ
ден	เดน
стародавні	โบราณ
братства	สาวก
братства	สัมพันธภาพ
потому	ทีหลัง
робочий	ทำงาน
робочий	งาน
робочий	ทำงาน
розповідь	เรื่อง
носять	สวม
носять	ใส่
вал	วาล
вал	เวล
вал	val
зняття	ถอน
вважалося	พิจารณา
електричний	ไฟฟ้า
електричний	รถไฟฟ้า
електричний	ไฟฟ้า
аргентині	อาร์เจนตินา
оголосили	ประกาศ
міс	คิดถึง
міс	มิส
міс	พลาด
міс	นางงาม
антоній	antonius
готові	พร้อม
стіл	ตาราง
стіл	โต๊ะ
автономії	palestine
автономії	ปาเลสไตน์
полонених	นักโทษ
полонених	เชลย
кальцію	แคลเซียม
брак	ขาด
людовик	หลุยส์
людовик	ludovic
потрібен	ต้องการ
будапешт	บูดาเปส
будапешт	บูดาเปสต์
вибух	ระเบิด
продовжувати	ต่อ
картки	บัตร
картки	การ์ด
картки	ไพ่
територіальних	หวง
територіальних	อาณาเขต
бета	เบต้า
поїзд	รถไฟ
копії	สำเนา
королівська	รอยัล
королівська	ราชวงศ์
національне	national
національне	ชาติ
білки	โปรตีน
хати	บ้าน
хати	เฮ้าส์
будівельні	ตึก
будівельні	อาคาร
вираз	สำนวน
синтез	ฟิวชั่น
хокей	ฮอกกี้
квітка	ดอกไม้
квітка	flower
дзеркало	กระจกเงา
дзеркало	กระจก
кіт	คิคิ
кіт	คิ
кіт	คิท
кіт	คิต
кіт	แคท
кіт	แมว
зупинити	หยุด
промисловий	อุตสาหกรรม
австрійська	ออสเตรีย
боб	บ็อบ
метра	สะโพก
лабораторія	แล็ป
критерій	เกณฑ์
задача	ปัญหา
