honrado	ซื่อสัตย์
meterme	รับ
bandos	ด้าน
bandos	ข้าง
bandos	ค่าย
inventar	ประดิษฐ์
atentos	และ
atentos	แล้ว
acorde	ปลุก
xogou	เล่น
sentíase	รู้สึก
sentíase	หล่อน
sentíase	เธอ
sentíase	นาง
chile	ชิลี
reaccións	ปฏิกิริยา
feminino	หญิง
eléctricas	ไฟฟ้า
etiqueta	ป้าย
maldade	แย่
maldade	ร้าย
maldade	bad
maldade	เลว
viras	เจ้า
viras	คุณ
viras	เธอ
viras	เคย
susto	ออก
considera	พิจารณา
poñía	วาง
poñía	ใส่
liches	อ่าน
liches	เจ้า
liches	คุณ
liches	เธอ
collan	รับ
collan	รับ
collan	เอา
recibiches	เจ้า
recibiches	คุณ
recibiches	เธอ
recibiches	มี
recibiches	โดน
sorprendentes	เดียว
sorprendentes	หนึ่ง
deteñan	หยุด
deteñan	ถ่าย
deteñan	ห่าง
deteñan	ขวา
deteñan	ถูก
xerra	เหยือก
xerra	เหยือก
morreremos	ตาย
precisabamos	ต้องการ
consideramos	พิจารณา
bestas	สัตว์
infantaría	เท้า
infantaría	ตีน
misteriosa	ลึกลับ
lucro	กำไร
geographic	ภูมิศาสตร์
baía	อ่าว
xera	ทำให้
tratas	ปฏิบัติ
tratas	เลี้ยง
probando	ทดสอบ
observacións	หมายเหตุ
observacións	คอมเมนท์
volante	ล้อ
saque	ออก
saque	ดึง
saque	เจ้า
saque	คุณ
saque	เธอ
saque	รับ
canal	ช่อง
canal	คลอง
encontrou	พบ
encontrou	เจอ
encontrou	giuliano
desaparecerá	พิน
desaparecerá	จะ
desaparecerá	วิล
morrerán	ตาย
morrerán	พิน
morrerán	จะ
morrerán	วิล
daquí	จาก
daquí	กลม
daquí	กลมๆ
daquí	รอบ
levara	พิน
levara	จะ
levara	วิล
levara	นำ
levara	ตะกั่ว
bares	บาร์
bares	แท่ง
bares	บาร์
bares	แถบ
arizona	แอริโซนา
vaqueiro	คาวบอย
queima	พิน
queima	จะ
queima	วิล
queima	ไหม้
queima	burn
queima	เผา
queima	ร้อนๆ
queima	ร้อน
queima	hot
firmemente	มั่น
mantivo	เก็บ
musicais	มิวสิค
musicais	บันทึก
musicais	สถิติ
monumento	อนุสาวรีย์
mitch	คัน
españois	สเปน
cometín	ทำให้
cometín	มี
tardan	การพา
dubidar	ใจ
dubidar	ไว้ใจ
dubidar	นั้น
dubidar	ที่
dubidar	ว่า
dubidar	นั่น
bloquear	บล็อก
bloquear	บล็อค
progresar	แอฟริกา
cansas	เหนื่อย
cansas	เพลีย
cansas	เจ้า
cansas	คุณ
cansas	เธอ
viaxei	ถูก
chorei	ร้องไห้
chorei	และ
chorei	แล้ว
calcular	คำนวณ
organizada	นาที
queríao	รัก
queríao	เขา
preparando	พร้อม
sair	ออก
respeto	เคารพ
respeto	นับถือ
espérame	รอ
espérame	สำหรับ
espérame	เพื่อ
silenciosa	เงียบ
convite	เชิญ
traemos	นำ
comprobalo	ออก
comprobalo	เช็ค
comprobalo	ตรวจ
homenaxe	คารวะ
cortaron	กรีด
cortaron	คัท
cortaron	ตัด
cortaron	ปิด
cortaron	ออก
shock	ช็อก
shock	ตกใจ
shock	ช็อค
shock	ช๊อค
shock	ช็อก
shock	ช็อต
pertencía	เขา
quitalo	รับ
quitalo	ปิด
quitalo	ออก
quitalo	รับ
quitalo	เอา
faina	ทำให้
estúpidas	โง่
estúpidas	โง่
fostes	เจ้า
fostes	คุณ
fostes	เธอ
gastei	ใช้
chegase	เดย์
chegase	วัน
caldo	เขา
productos	สิ่งของ
queiman	ไหม้
queiman	burn
queiman	เผา
deixedes	ดอน
deixedes	don
66	กองพัน
zume	sap
filtro	กรอง
machada	มือขวา
machada	มือ
machada	หัตถ์
machada	hand
machada	ขวาน
psicoloxía	จิตวิทยา
disputa	ทะเลาะ
aneis	วงแหวน
aneis	แหวน
cifras	ตัวเลข
afectado	ช็อก
afectado	ตกใจ
aforas	นอก
aforas	ภายนอก
aforas	ชานเมือง
sacan	รับ
sacan	เอา
bocado	ท่อน
bocado	มี
satélite	ดาวเทียม
