alberto	alberto
teza	proefschrift
manning	manning
prihvati	accepteren
prihvati	aanvaarden
prihvati	accepteer
becker	becker
odvajanje	scheiding
odvajanje	afscheiding
arheolog	archeoloog
arheolog	archeoloog
odgovori	antwoorden
odgovori	beantwoorden
odgovori	antwoord
odgovori	beantwoorden
odgovori	antwoord
odgovori	antwoorden
registar	inschrijven
registar	register
registar	registreren
registar	griffie
registar	register
ostanak	blijven
litoria	litoria
adrese	adressen
godišnjak	jaarboek
paše	past
standarde	normen
standarde	standaarden
standarde	standaards
zastupa	vertegenwoordigt
zastupa	representeert
zastupa	vertegenwoordigen
zmaju	draken
zmaju	draak
zmaju	dragon
privremeni	tijdelijk
privremeni	tijdelijke
privremeni	uitzendkracht
žlijezda	klier
vlatko	vlatko
pridjev	adjectief
istrage	onderzoekingen
istrage	onderzoeken
maculatus	maculatus
umjetnica	kunstenares
umjetnica	artiest
umjetnica	kunstenaar
umjetnica	artist
deveti	negende
tajland	thailand
prijateljska	vriendschappelijk
prijateljska	vriendelijke
prijateljska	vriendelijk
biološki	biologische
biološki	biologisch
biološki	biologisch
stephan	stephan
hum	hum
pokušavajući	proberen
