γερουσιαστές	সিনেটর
γκρέι	ধূসর
λιβερία	লাইবেরিয়া
μίλτον	মিল্টন
αναλογικά	সমানুপাতিক
αναλογικά	অ্যানালগ
αναλογικά	অ্যানালগ
βέλγος	বেলজিয়ান
θλίψη	অসহনীয়
θλίψη	বিষণ্ণতা
θλίψη	দুঃখ
θλίψη	বিষন্নতা
θλίψη	দুঃখ
ένατη	নবম
βασίλι	ভাসিলি
βόλτα	রাইডের
βόλτα	রাইড
βόλτα	চালাবেন
βόλτα	ওয়াক
βόλτα	হাঁটা
βόλτα	হাটতে
τροφές	খাদ্য
τροφές	খাবার
τροφές	খাদ্য
κράτηση	অন্তরীণ
κράτηση	আটক
κράτηση	সংরক্ষণ
κράτηση	বুকিং
σαββατοκύριακο	সপ্তাহান্ত
σαββατοκύριακο	সপ্তাহান্তে
αποδεκτές	গ্রহণযোগ্য
αποδεκτές	গ্রহনযোগ্য
καναδική	কানাডিয়ান
καλώδια	কেবল
συνεδριάσεις	সভা
αδύνατον	অসম্ভব
αδύνατον	impossible
αγαπά	ভালোবাসা
αγαπά	ভালবাসে
αγαπά	ভালবাসেন
αγαπά	ভালোবাসে
αγαπά	ভালোবাসেন
μύες	পেশি
μύες	মাসল
μύες	পেশী
μύες	পেশি
ευαγγελισμός	annunciation
εστάλη	প্রেরিত
ζοζέ	হোসে
κάθοδο	ক্যাথোড
αναγκαιότητα	প্রয়োজনীয়তা
ματιών	মেশ
τόνυ	টনি
νέβις	নেভিস
πριγκίπισσες	রাজকুমারী
ιστ	পূর্ব
ιστ	পুর্ব
εκμάθηση	লার্নিং
εκμάθηση	শিক্ষা
εκμάθηση	শিক্ষণীয়
εκμάθηση	শেখার
εκμάθηση	শিক্ষণ
παρόντες	বর্তমান
παρόντες	উপস্থিত
κομήτες	ধূমকেতু
δίαιτα	ডায়েট
δίαιτα	পথ্য
σταθεί	স্ট্যান্ড
ουρανίου	ইউরেনিয়াম
επιζώντες	বেঁচে
τεχνητά	কৃত্রিম
αποβολή	এলিমিনেশন
προϋπολογισμός	বাজেট
παράκτιες	উপকূলীয়
σκηνικά	দৃশ্যাবলী
σκηνικά	দৃশ্য
περιθώρια	মার্জিন
σίντνεϊ	সিডনি
σίντνεϊ	সিডনি
εργαζόμενος	কর্মী
εργαζόμενος	শ্রমিক
εργαζόμενος	কর্মী
ψυχικό	আত্মিক
εμβλήματα	প্রতীকচিহ্ন
διάλειμμα	ব্রেক
διάλειμμα	বিরত
διάλειμμα	ভেঙ্গে
διάλειμμα	বিরতি
οχύρωση	fortification
βοτανική	বোটানিক্যাল
μινεσότα	মিনেসোটা
ορίζοντας	দিগন্ত
κειμήλια	ধ্বংসাবশেষ
κάλτσες	socks
κάλτσες	মোজা
αδριατικής	অ্যাড্রিয়াটিক
επιτυχημένος	সফল
μοιραία	মারাত্মক
αλιείας	মৎস্য
αλιείας	ফিশারিজ
αλιείας	ধরা
ινδίες	ইন্ডিজের
ινδίες	ইন্ডিজ
χορευτές	নর্তকী
ομίχλη	কুয়াশা
ομίχλη	কুয়াশা
αλουμίνιο	অ্যালুমিনিয়াম
αλουμίνιο	অ্যালুমিনিয়াম
εκκίνηση	শুরু
εκκίνηση	আরম্ভ
εκκίνηση	প্রারম্ভ
εκκίνηση	স্টার্টআপ
εκκίνηση	শুরু
αφοσίωση	উৎসর্গ
αφοσίωση	আনুগত্য
αφοσίωση	ভক্তির
ανώνυμο	অজ্ঞাত
ανώνυμο	বেনামী
δομινικανή	ডোমিনিকান
αλκοόλη	অ্যালকোহল
αλκοόλη	মদ্যপান
αλκοόλη	এলকোহল
αλκοόλη	মদ
απογοήτευση	হতাশা
απογοήτευση	হতাশার
απογοήτευση	হতাশা
τρολ	ট্রল
εξέδρα	প্ল্যাটফর্ম
εξέδρα	মঞ্চ
εξέδρα	পোডিয়াম
εξέδρα	তামাশা
πλανκ	প্লাংকের
πολυτελές	বিলাসিতা
πολυτελές	বিলাসী
έλα	আসে
έλα	এসে
έλα	এসো
εκρηκτικά	বিস্ফোরক
εκρηκτικά	বারুদ
ασιατικό	এশিয়ান
αιθανόλη	ইথানল
έκτακτη	ব্যতিক্রমী
ρόι	রয়
ρόι	রায়
βιβλική	বাইবেলের
κρύσταλλοι	ক্রিস্টাল
έπιπλα	আসবাবপত্র
σπλιτ	বিভাজন
σπλιτ	স্প্লিট
σπλιτ	বিভক্ত
γλυκόζης	গ্লুকোজ
λώρενς	লরেন্স
περιορίζει	দেন
ποντίκια	ইঁদুর
ποντίκια	ইঁদুর
ελαφριά	আলো
ελαφριά	হালকা
ελαφριά	আলোর
ελαφριά	সাদা
ελαφριά	লাইটওয়েট
πατ	প্যাট
βροχές	বৃষ
βροχές	বৃষ্টি
καλώδιο	কেবল
περάσματα	পাস
μοντέρνο	আধুনিক
μοντέρνο	মডার্ন
προβολείς	প্রজেক্টর
ενσωματωμένο	সন্নিবেশিত
φρεγάτα	frigate
συμβάντα	ঘটনাবলী
συμβάντα	ঘটনাগুলি
συμβάντα	ঘটনাসমূহ
συμβάντα	অনুষ্ঠান
συμβάντα	ইভেন্ট
κάπνισμα	ধুমপান
κάπνισμα	ধূমপান
μπράβο	ব্রাভো
άσμα	ভজন
γουίλ	করবে
γουίλ	করবো
γουίλ	দেবো
γουίλ	করবি
γαλατία	গল
χέντριξ	হেনড্রিক্স
αναμενόταν	প্রত্যাশিত
άγνοια	অজ্ঞতা
άγνοια	অজ্ঞতার
ποδηλασία	বাইকিং
ποδηλασία	সাইক্লিং
πάγος	বরফের
πάγος	বরফ
ψαρά	জেলেদের
τραπεζίτης	ব্যাংকার
εικονική	আইকনিক
εικονική	লৌহ
εικονική	আর্গন
εικονική	ভার্চুয়াল
καταδικάζεται	সাজা
σλοβένων	slovenes
αμφιλεγόμενη	বিতর্কিত
δικαστή	বিচার
δικαστή	জজ
δικαστή	বিচারক
γόνατο	হাঁটুতে
γόνατο	হাঁটু
γόνατο	হাটুর
αναμονή	অপেক্ষারত
αναμονή	অপেক্ষা
αναμονή	অপেক্ষায়
γκάντι	গান্ধী
προβολές	দর্শন
τρώες	ট্রোজান
γουατεμάλας	গুয়াতেমালা
γουατεμάλας	গুয়াতেমালার
εκπληκτική	অত্যাশ্চর্য
αιτιολόγηση	দিশা
μάγισσα	জাদুকরী
μάγισσα	পেত্নী
νεοσσοί	তরুণী
γκίλμπερτ	গিলবার্ট
δηλητηρίαση	বিষক্রিয়া
βιομήχανος	শিল্পপতি
πρόβατα	ভেড়া
τοπ	উপরে
τοπ	সেরা
τοπ	শীর্ষ
εμβέλεια	সীমা
εμβέλεια	পরিসর
εμβέλεια	পরিসীমা
καμπάνια	প্রচারাভিযান
καμπάνια	প্রচার
καμπάνια	প্রচারণা
συμπάθεια	সহানুভূতি
ιατρείο	চর্চা
ιατρείο	অনুশীলন
ανιψιά	ভাগ্নি
ανιψιά	ভাইঝি
ανιψιά	ঝি
παραβιάσεις	লংঘন
παραβιάσεις	লঙ্ঘনের
μαγαζί	দোকান
μαγαζί	বিপণি
μαγαζί	দোকানের
μαγαζί	সংরক্ষণ
μαγαζί	স্টোর
μαγαζί	দোকান
στεριά	ল্যান্ড
στεριά	জমির
στεριά	জমি
στεριά	ভূমি
κίτρινα	হলদে
κίτρινα	হলুদ
ακρόαση	অডিশন
ακρόαση	শোনার
ακρόαση	শ্রবণ
ακρόαση	শুনানী
διακίνηση	পাচারের
διακίνηση	পাচার
διακίνηση	নির্যাতনে
φωτεινό	উজ্জ্বল
ηλεκτρικές	ইলেকট্রিক্যাল
ηλεκτρικές	তড়িৎ
ηλεκτρικές	ইলেক্ট্রিক্যাল
ηλεκτρικές	বৈদ্যুতিক
ρουμάνοι	রোমানীয়
σκίτσα	অংকন
δάκρυα	অশ্রু
συγκρούστηκε	collided
ναυσιπλοΐα	পরিভ্রমণ
ναυσιπλοΐα	ন্যাভিগেশন
ναυσιπλοΐα	পরিদর্শন
ναυσιπλοΐα	নেভিগেশন
τεντ	টেড
μάρκα	ব্র্যান্ড
κλασσικό	ক্লাসিক
νεο	নব্য
νεο	নিও
σίδηρος	লোহা
σίδηρος	লোহার
σίδηρος	আয়রন
σίδηρος	আর্গন
περιορισμένα	লিমিটেড
περιορισμένα	সীমাবদ্ধ
περιορισμένα	সীমিত
σαμουράι	সামুরাই
παράσημα	পদক
πολυτελή	ঢের
πολυτελή	আড়ম্বরপূর্ণ
πολυτελή	বিলাসী
κατάλληλος	উপযুক্ত
αλφαβητικά	বর্ণানুক্রমিক
αλφαβητικά	বর্ণানুক্রমে
εγγύηση	গ্যারান্টি
πνεύμονες	ফুসফুস
αφεντικό	বস
αφεντικό	boss
ανάμιξη	মেশানো
κινητή	মোবাইলের
κινητή	মোবাইল
αμπντουλάχ	abdullah
αμπντουλάχ	আব্দুল্লাহ
αμπντουλάχ	আবদুল্লাহ
τελεία	বিন্দু
τελεία	ডট
αξιώσεις	দাবির
αξιώσεις	দাবি
αξιώσεις	দাবী
οριζόντιες	অনুভূমিক
σύντομες	সংক্ষিপ্ত
αποκλειστικό	বিশেষ
τρομοκρατική	সন্ত্রাসবাদী
τρομοκρατική	সন্ত্রাসী
ψυχαγωγία	চিত্তবিনোদন
ψυχαγωγία	অবকাশ
ψυχαγωγία	অবসর
ψυχαγωγία	বিনোদন
γενίκευση	generalization
προγραμματισμένη	পরিকল্পিত
γένεση	সূত্রপাত
γένεση	জেনেসিস
γένεση	জনন
χάρντι	হার্ডি
συνώνυμο	synonym
θάμνους	ঝোপ
γυμνή	উলঙ্গ
γυμνή	নগ্ন
γυμνή	বিবস্ত্র
γυμνή	নগ্ন
φυλλάδιο	বুকলেট
φυλλάδιο	ইস্তেহার
ηρωίδα	নায়িকার
ηρωίδα	নায়িকা
κέμπριτζ	ক্যামব্রিজ
σπανίως	কদাচিৎ
αντιβιοτικά	অ্যান্টিবায়োটিক
περιμένοντας	অপেক্ষারত
περιμένοντας	অপেক্ষা
περιμένοντας	অপেক্ষায়
πάχους	পুরুত্ব
έντμουντ	এডমান্ড
σιωπή	নীরবতা
σιωπή	নিস্তব্ধতা
σιωπή	নিঃশব্দ
φτιαγμένο	বানানো
φτιαγμένο	বানিয়ে
φτιαγμένο	তৈরি
επισκέπτη	ভিজিটর
ευκολότερη	সহজতর
αντιβασιλέας	রিজেন্ট
αντιβασιλέας	viceroy
κάρμεν	কার্মেন
μυκηναϊκή	mycenaean
ευελιξία	নমনীয়তা
αδένες	গ্রন্থিগুলো
νιούε	নিউয়ে
νιούε	নিউ
εγχώριο	ঘরোয়া
εγχώριο	গার্হস্থ্য
ακόλουθοι	অনুসরণকারীদের
ακόλουθοι	অনুসরণকারী
γρανάδα	গ্রানাডা
τρίχωμα	পশম
κέιμαν	কেম্যান
πρόγνωση	পূর্বাভাস
ούγγροι	হাঙ্গেরিয়ান
ούγγροι	হাঙ্গেরীয়
μηχάνημα	মেশিন
μηχάνημα	যন্ত্র
μίλα	টক
μίλα	কথা
αυξημένο	বেড়েছে
αυξημένο	বেড়ে
φλόγες	শিখা
φλόγες	অগ্নিশিখা
κάτοχοι	মালিকরা
κάτοχοι	মালিকেরা
κάτοχοι	হোল্ডার
νόβα	নোভা
πλάσματος	plasma
αλληλουχία	ক্রমপর্যায়
αλληλουχία	অনুক্রম
ασήμι	রূপালী
ασήμι	সিলভার
ασήμι	রূপা
μάθιου	ম্যাথু
μάθιου	ম্যাথিউ
ενεργοί	সক্রিয়
γιοχάνεσμπουργκ	জোহানেসবার্গ
αρχιμήδη	আর্কিমিডিস
γρενάδα	গ্রেনাডা
γρενάδα	গ্রানাডা
υπερ	সুপার
υπερ	super
άνθρακας	কয়লা
άνθρακας	কয়লার
άνθρακας	কার্বন
διορισμός	সাক্ষাৎকার
γενετικά	genetically
συνδιάσκεψη	কনফারেন্স
συνδιάσκεψη	সম্মেলন
ανασυγκρότηση	পুনর্গঠন
αντιδραστήρα	চুল্লী
αμερικάνος	আমেরিকার
αμερικάνος	আমেরিকান
ερυθραία	ইরিত্রিয়া
φωτογραφική	ক্যামেরা
κροατική	ক্রোয়েশিয়ান
κροατική	ক্রোয়েশীয়
γκέτο	ঘেটো
σεξουαλικά	যৌন
ψηφίο	সংখ্যা
διακεκριμένος	অদ্বিতীয়
εφοδιασμού	সরবরাহ
μελβούρνη	মেলবোর্ন
υποστηρίχθηκε	সমর্থিত
σκάλες	মই
σκάλες	সিঁড়ি
σκάλες	সিড়ি
στομάχι	পেটে
στομάχι	পেট
καρναβάλι	কার্নিভাল
καρναβάλι	উৎসব
καρναβάλι	কার্নিভ্যাল
θησαυρό	জমিয়ে
τότεναμ	টটেনহ্যাম
τοξικό	বিষাক্ত
οταν	কখন
οταν	গেলো
οταν	যখন
οταν	কবে
οταν	গেলে
απαιτούμενη	প্রয়োজনীয়
απαιτούμενη	প্রয়োজন
απαιτούμενη	আবশ্যক
τιβέριος	tiberius
αποσύρει	সরে
επιθυμίες	ইচ্ছা
επιθυμίες	শুভেচ্ছা
ψυχολογικό	মানসিক
ψυχολογικό	মনস্তাত্ত্বিক
πρακτορείο	এজেন্সি
άγγελοι	ফেরেশতা
άγγελοι	ফেরেশতারা
άγγελοι	ফেরেশতাদের
λήγει	মেয়াদউত্তীর্ণ
πιάτα	প্লেট
πιάτα	খাবারের
ομοφυλοφιλία	সমকামিতা
μπαλέτο	ব্যালে
λαμπρό	ব্রিলিয়ান্ট
λαμπρό	দীপ্ত
λαμπρό	মেধাবী
επιτρέπονται	অনুমোদিত
νουάρ	নোয়া
πρωτίστως	প্রাথমিকভাবে
περιεχόμενα	সূচী
περιεχόμενα	সূচি
περιεχόμενα	বিষয়বস্তু
πιστοποιητικό	সার্টিফিকেট
πυρηνικά	পারমাণবিক
πυρηνικά	পরমাণু
εγγεγραμμένοι	গ্রাহকদের
οικόπεδο	প্লট
κλάσεις	শ্রেণী
ποτά	পানীয়
τζος	জোশ
σκελετό	কঙ্কাল
μπαλάντα	গাথা
εξερευνητές	অভিযাত্রী
φλοιός	বার্ক
φλοιός	cortex
πολλαπλασιασμός	proliferation
αποσύνθεση	ক্ষয়
βιολογικά	জৈবিক
βιολογικά	অর্গানিক
βιολογικά	জৈবিক
αιτήσεις	অ্যাপ্লিকেশন
αιτήσεις	অ্যাপলিকেশন
αιτήσεις	অনুরোধসমূহ
αιτήσεις	অনুরোধ
αιτήσεις	আবেদন
περιηγητές	ব্রাউজার
σοσιαλιστές	socialists
εμμονή	অন্ধকারাচ্ছন্ন
συντροφιά	দুর্নীতিমুক্ত
συντροφιά	সহচর
λέστερ	লিচেস্টার
λέστερ	লেস্টার
κλοπή	চুরি
κλοπή	চোর
κλοπή	চুরি
έμμυ	এমি
περίσταση	উপলক্ষ
περίσταση	উপলক্ষে
ρουμάνος	রোমানীয়
κουαρτέτο	কোয়ার্টেট
έλαιο	তেল
έλαιο	তৈল
έλαιο	অয়েল
έλαιο	তেলের
πόρο	রিসোর্স
μειονότητες	সংখ্যালঘু
μειονότητες	সংখ্যালঘুদের
παρουσιάστρια	উপস্থাপক
καρπό	কব্জির
ηρεμία	tranquility
ηρεμία	প্রশান্তি
ηρεμία	শান্ত
ηρεμία	প্রশান্তি
δεκαεπτά	সতেরো
δεκαεπτά	সতের
τρόπαια	ট্রফি
θρόνος	সিংহাসন
κομμουνισμού	কমিউনিজম
γκολφ	গলফ
γκολφ	গল্ফ
πρόσθετες	অতিরিক্ত
μήτρας	জরায়ুজ
τάι	tai
κατώτερη	নিম্ন
κατώτερη	নিম্নতর
κατώτερη	নিকৃষ্ট
αδυναμίες	দূর্বলতা
αδυναμίες	দুর্বলতা
νεύρα	স্নায়ু
σώζει	বাঁচায়
επα	psc
επα	পিএসসি
βαρυτική	মহাকর্ষীয়
οργανωμένες	সংগঠিত
οργανωμένες	আয়োজিত
λουίζ	লুইস
χαμάς	হামাস
ετήσιες	বার্ষিক
ετήσιες	বাৎসরিক
αίρεση	কাল্ট
κυτταρική	সেলুলার
κέρατα	হর্ণ
επιτομή	epitome
πωλείται	বিক্রীত
ανν	আন
ανν	অ্যান
ανν	ann
πατριωτικό	দেশপ্রেমিক
πρόλογο	ভূমিকা
εγχειρίδια	পাঠ্যবই
πατινάζ	স্কেটিং
πατινάζ	স্কেট
παράδεισος	স্বর্গের
παράδεισος	আকাশ
παράδεισος	স্বর্গ
παράδεισος	হেভেন
παράδεισος	প্যারাডাইস
παράδεισος	স্বর্গ
παράδεισος	বেহেশতের
παράδεισος	বেহেশত
ελεγχόμενη	নিয়ন্ত্রিত
εγγονό	নাতি
καμπότζη	ক্যাম্বোডিয়া
καμπότζη	কম্বোডিয়া
λαβή	হ্যান্ডেল
ακεραιότητα	শুদ্ধতা
ακεραιότητα	অখণ্ডতা
ακεραιότητα	বিশুদ্ধতা
άφθονο	প্রচুর
γούνα	পশম
επαληθευσιμότητα	verifiability
δικτάτορας	স্বৈরশাসকের
δικτάτορας	স্বৈরশাসক
συνταγή	প্রেসক্রিপশন
συνταγή	রেসিপি
παθητική	প্যাসিভ
θεϊκή	ঐশ্বরিক
θεϊκή	ঐশী
θεϊκή	স্বর্গীয়
πρόσθιο	অগ্র
τέρι	তেরি
καντ	কান্ত
λονγκ	দীর্ঘ
λονγκ	লম্বা
ήθος	ethos
ήθος	নৈতিকতা
αγωνία	উদ্বেগ
αγωνία	দুশ্চিন্তা
αγωνία	উদ্বেগের
νορβηγικά	নরওয়েজিয়ান
νορβηγικά	নরওয়েজীয়
τατιάνα	তাতিয়ানা
καράβια	নৌকা
καράβια	বোট
καράβια	জাহাজ
καράβια	জাহাজের
πολιτισμοί	সভ্যতা
κόλαση	জাহান্নাম
κόλαση	জাহান্নামে
κόλαση	ভয়ংকর
κόλαση	নরক
κόλαση	জাহান্নামের
κόλαση	দোযখ
κόλαση	ইনফার্নো
μετάθεση	স্থানান্তর
μετάθεση	বদলি
πιόνι	pawn
πρωινό	নাস্তা
ωκεανία	ওশেনিয়া
αναστροφή	বিপরীত
αναστροφή	ফ্লিপ
αναστροφή	উল্টানো
μπας	ব্যাস
σωματίδιο	কণা
άνα	এনা
άνα	আনা
έγκυρη	বৈধ
έγκυρη	কার্যকর
φρεντερίκ	ফ্রেডরিক
δούλοι	বান্দাদেরকে
σερί	স্ট্রিক
νήμα	সুতা
νήμα	থ্রেড
νήμα	সূত্র
μαγειρική	রান্না
πάρις	প্যারিস
αποκλείει	excludes
ουτρέχτη	utrecht
υπεγράφη	স্বাক্ষরিত
σαλαντίν	সালাহউদ্দিন
γεωγράφος	ভূগোলবিদ
εχθρικό	বৈরী
μάλαγα	মালাগা
πόρτσμουθ	পোর্টসমাউথ
μήτρα	জরায়ুর
μήτρα	ম্যাট্রিক্স
μήτρα	গর্ভে
μήτρα	গর্ভ
γιοί	ছেলেরা
αλληλεγγύη	সংহতি
αλληλεγγύη	সংহতির
αλληλεγγύη	একাত্মতা
θόλος	চাঁদোয়া
θόλος	গম্বুজ
θόλος	ডোম
αποβλήτων	নষ্ট
επιδόσεων	কর্মক্ষমতা
κριτές	বিচারকদের
κριτές	বিচারক
μυς	পেশি
μυς	মাসল
μυς	পেশী
μυς	পেশি
μέκκα	মক্কা
πράκτορα	এজেন্টের
πράκτορα	এজেন্ট
περιήγηση	ট্যুর
περιήγηση	ভ্রমণ
περιήγηση	সফর
λένα	লেনা
σαφήνεια	স্বচ্ছতা
φορτ	দুর্গ
φορτ	ফোর্ট
έπιασε	ধরা
έπιασε	ধরেছে
έπιασε	ধরার
πελάτης	গ্রাহক
πελάτης	ক্লায়েন্ট
καφενείο	ক্যাফে
βέρνης	berne
ευκλείδεια	ইউক্লিডিয়
παίχτες	খেলোয়াড়দের
παίχτες	খেলোয়াড়
παίχτες	প্লেয়ার
κατεβαίνει	অবরোহী
σεούλ	সিওল
κόλιν	কলিন
συζύγους	স্বামীদের
συζύγους	স্ত্রীদের
συζύγους	স্ত্রীরা
γεωλογική	ভূতাত্ত্বিক
γεωλογική	ভূতাত্ত্বিক
προσφορές	প্রচার
προσφορές	চুক্তি
προσφορές	ডিল
προσφορές	অফার
κιθ	কেইথ
κιθ	কিথ
ικανοποιητική	সন্তোষজনক
υπόδειγμα	মডেল
μεταβίβαση	স্থানান্তর
μεταβίβαση	বদলি
νιάτα	যৌবন
νιάτα	যুব
νιάτα	যুবতী
γκεβάρα	গুয়েভারা
αγωγιμότητα	conductivity
ρητό	নীতিবাক্য
εσωτερικός	ইন্টারনাল
εσωτερικός	অভ্যন্তরীণ
μόνιμες	চিরস্থায়ী
μόνιμες	স্থায়ী
ρου	রু
ρου	roo
αντιθέσεις	বৈপরীত্য
άδικο	জালেম
άδικο	অন্যায্য
χαλίφη	খলিফা
χέντρικ	হেন্ড্রিক
ισοδύναμη	সমতুল্য
αρμονική	তরঙ্গের
σωματικά	শারীরিক
σωματικά	শারীরিকভাবে
συνδεδεμένος	সংযুক্ত
χαμπλ	হাবল
πρόλογος	foreword
εικασίες	জল্পনা
εικασίες	অনুমান
άρρωστος	অসুস্থ
άρρωστος	অসুস্থ
χίμλερ	হিমলার
τραύματα	জখম
τραύματα	ক্ষত
οργανωτική	সাংগঠনিক
οργανωτική	সাংগঠনিক
τοντ	tod
τοντ	টড
τοντ	টড
όρεγκον	ওরেগন
αναλογική	সমানুপাতিক
αναλογική	অ্যানালগ
αναλογική	অ্যানালগ
περίπτερο	প্যাভিলিয়ন
έκτος	ষষ্ঠ
λευχαιμία	লিউকেমিয়া
εραστής	প্রেমিক
εραστής	প্রেমিকা
εραστής	প্রেমিকের
εραστής	প্রেমিকাকে
νήματα	সুতা
φύλακας	অভিভাবক
φύλακας	গার্ডিয়ান
φύλακας	হেফাজত
φύλακας	গার্ড
ενωση	ইউনিয়ন
ηλεκτρισμού	তড়িৎ
ηλεκτρισμού	বিদ্যুৎ
ντέμο	নমুনা
ντέμο	ডেমো
σύρραξη	সংঘর্ষ
σύρραξη	বিরোধ
σύρραξη	দ্বন্দ্ব
νικέλιο	নিকেল
δοε	iea
δοε	আইওসি
φλοιού	বার্ক
δαρβίνος	ডারউইন
κεραία	অ্যান্টেনা
πολύπλοκο	জটিল
ξίφη	তলোয়ার
προγόνων	পূর্বপুরুষ
προγόνων	পূর্বপুরুষদের
μαθαίνοντας	লার্নিং
μαθαίνοντας	শিক্ষা
μαθαίνοντας	শিক্ষণীয়
μαθαίνοντας	শেখার
μαθαίνοντας	শিক্ষণ
καμπάνα	বেল
καμπάνα	ঘণ্টা
