hanoi	हनोई
esmagar	कुचल
dificultade	कठिनाई
dificultade	परेशानी
parlamento	संसद
parlamento	लोकसभा
parlamento	पार्लियामेंट
rota	टूटी
rota	टूटा
anónimos	गुमनाम
anónimos	अज्ञात
anónimos	अनाम
anónimos	बेनाम
caixeiro	कैशियर
caixeiro	मशीन
caixeiro	यंत्र
alias	aka
alias	उर्फ
nacido	जन्म
nacido	जन्मे
nacido	born
títulos	शीर्षक
custos	खर्चा
custos	लागत
custos	लागत
vehículos	वाहन
vehículos	वाहनों
trouxeches	आपको
trouxeches	आप
trouxeches	तुम
trouxeches	किया
trouxeches	लाओ
soña	सपने
soña	सपनो
consolo	सांत्वना
consolo	आश्वासन
consolo	धीरज
consolo	सांत्वना
espíritos	स्पिरिट
espíritos	आत्माओं
algures	कहीं
algures	कही
taberna	पट्टी
taberna	बार
taberna	मधुशाला
vapor	भाप
mátame	किल
mátame	मारो
mátame	मार
amarga	कड़वी
amarga	कटु
amarga	कड़वा
afogar	डुबो
afogar	डूब
localizacións	अवस्थिति
localizacións	स्थान
localizacións	स्थितियाँ
ditadura	तानाशाही
donas	महिलाएँ
donas	महिलाएं
donas	लेडीज
donas	महिलाओं
baker	बेकर
tolear	पागल
tolear	क्रेजी
tolear	उन्मादी
encanto	आकर्षण
porcallada	बदबू
louco	पागल
louco	क्रेजी
gravata	टाई
probe	कोशिश
cuspir	थूक
volvese	पीछे
volvese	बैक
volvese	पिछे
volvese	वापस
volvese	आईये
volvese	आइये
planear	प्लान
planear	योजना
olle	देखो
olle	dekh
xogas	खेल
perdo	खोना
regresou	आया
regresou	आये
regresou	आए
regresou	पीछे
regresou	बैक
regresou	पिछे
regresou	वापस
mate	किल
mate	मारो
mate	मार
desgraciado	नाखुश
desgraciado	अप्रसन्न
beiras	बैंक
beiras	बैंक्स
beiras	बैंकों
beiras	बैंको
aloxamento	हाउसिंग
aloxamento	आवास
mudanzas	परिवर्तन
fartos	था
fartos	काफी
fartos	पर्याप्त
fartos	खिलाया
fartos	साथ
berro	रोता
berro	रोना
berro	फरियाद
berro	क्राई
berro	चिल्लाते
desorde	विकार
desorde	पंगा
desorde	गड़बड़
comerciante	मर्चेंट
comerciante	व्यापारी
comerciante	व्यापारी
perfume	कोलोन
perfume	इत्र
perfume	परफ्यूम
direicho	बताओ
direicho	बताना
direicho	आपको
direicho	आप
direicho	तुम
roxa	लाल
roxa	रेड
faríao	होता
saiamos	पाएँ
saiamos	मिलेंगी
saiamos	बाहर
saiamos	आउट
téxtil	कपड़ा
téxtil	वस्त्र
téxtil	मिल
castrón	बेटा
castrón	लाडला
castrón	सोन
castrón	पुत्र
castrón	बेटे
castrón	बंदूक
castrón	गन
fascistas	फासिस्ट
lenin	लेनिन
tócache	आपकी
tócache	आपके
tócache	आपका
tócache	अपने
tócache	अपना
tócache	मोड़ना
tócache	बारी
tócache	फेरे
arranxalo	फिक्स
arranxalo	पाएँ
arranxalo	मिलेंगी
dicídelle	बताओ
dicídelle	बताना
dicídelle	उससे
dicídelle	उसको
dicídelle	उसे
protesta	विरोध
bandeiras	फ़्लैग
bandeiras	फ्लैग
bandeiras	पताका
bandeiras	फ्लैग्स
bandeiras	ध्वज
caralludo	नाइस
caralludo	nice
mami	माँ
mami	मम्मी
lémbraste	याद
lémbraste	आपको
lémbraste	आप
lémbraste	तुम
cómoda	सहज
cómoda	आरामदायक
cartuchos	कारतूस
balón	गेंद
balón	बॉल
tomaches	आपको
tomaches	आप
tomaches	तुम
delegación	प्रतिनिधिमंडल
voltamos	पीछे
voltamos	बैक
voltamos	पिछे
voltamos	वापस
revólver	बंदूक
revólver	गन
mato	मारे
mato	किल
mato	मारो
mato	मार
baleiros	रिक्त
baleiros	खाली
patrullas	गश्त
patrullas	कार
patrullas	कारों
patrullas	कारें
patrullas	गाड़ियाँ
colliches	आपको
colliches	आप
colliches	तुम
sid	sid
sid	सिड
insulto	अपमान
insulto	बेइज्जती
enxeñeiro	इंजीनियर
subiu	गए
subiu	मिली
subiu	मिला
díganos	बताओ
díganos	बताना
discursos	भाषणों
séntate	बैठ
séntate	बैठो
séntate	बैठने
séntate	बैठना
séntate	नीचे
séntate	bas
puideses	आपको
puideses	आप
puideses	तुम
arrestar	गिरफ़्तारी
arrestar	गिरफ्तार
arrestar	गिरफ्तारी
arrestar	गिरफ़्तार
eddie	एडी
bañeira	बाथटब
bañeira	स्नान
bañeira	नहाना
bentley	बेंटले
britton	ब्रिटन
quizá	शायद
quizá	संभवतः
quizá	शायद
coñecerte	आपको
coñecerte	आप
coñecerte	तुम
coñecerte	मिलें
chegarás	आपको
chegarás	आप
chegarás	तुम
chegarás	करेंगे
chegarás	होगी
chegarás	करेगा
chegarás	करेगी
chegarás	होगा
dormes	निद्रा
dormes	नींद
dormes	आपको
dormes	आप
dormes	तुम
ruliña	प्यार
ruliña	मोहब्बत
ruliña	प्रेम
ruliña	छोटे
ruliña	छोटा
ruliña	लिटिल
ruliña	छोटी
pó	धूल
envíe	डाक
envíe	मेल
gravadora	टेप
gravadora	रिकॉर्डर
citas	उद्धरण
dourado	सुनहरा
dourado	गोल्डन
dourado	सुनहरी
telegrama	टेलीग्राम
remataches	आपको
remataches	आप
remataches	तुम
remataches	सम्पन्न
remataches	समाप्त
mova	चाल
mova	मूव
cruce	क्रासिंग
heiche	आपको
heiche	आप
heiche	तुम
marabillas	चमत्कार
prometeu	रै
troco	परिवर्तन
troco	बदलाव
troco	बदलें
guindar	throw
guindar	फेंकने
guindar	फेंकना
explorador	explorer
explorador	एक्सप्लोरर
explorador	रेंजर
lar	मुखपृष्ठ
lar	गृह
lar	होम
lar	घर
derrubar	नीचे
derrubar	bas
prometido	मंगेतर
mula	खच्चर
cadaquén	प्रत्येक
castro	कास्त्रो
benny	बेनी
barret	बैरेट
covardes	डरपोक
nomeado	नामित
bombardear	बम
bombardear	बमों
bombardear	बमबारी
bombardear	गोलाबारी
agasallos	उपहार
preguntarche	पूछें
preguntarche	पूछो
preguntarche	आपको
preguntarche	आप
preguntarche	तुम
guitarra	गिटार
sela	काठी
americanas	अमेरिकन
americanas	अमेरिकी
americanas	अमरीकी
americanas	अमेरिकी
sheila	शीला
foguete	रॉकेट
foguete	प्रक्षेपास्त्र
foguete	रखी
serpentes	सांप
donovan	डोनोवन
crente	आस्तिक
enganado	गलत
enganado	ग़लत
dong	डांग
gatiño	किटी
gatiño	किट्टी
dien	dien
empezas	आपको
empezas	आप
empezas	तुम
empezas	आरंभ
empezas	प्रारंभ
agulla	सुई
lyon	ल्यों
esgotado	बाहर
esgotado	आउट
acento	लहजा
acento	लहजे
acento	एक्सेंट
dezaoito	अट्ठारह
dezaoito	अठारह
bólas	गेंदों
bólas	बॉल
bólas	गेंदें
lewis	लेविस
lewis	लुईस
narigudo	बड़े
narigudo	बड़ा
narigudo	बड़ी
narigudo	बिग
narigudo	नाक
crego	पुजारी
electos	चुनी
electos	निर्वाचित
yang	यांग
peaches	आडू
tate	टेट
cálache	shut
cálache	बकवास
maiordomo	बटलर
picaso	पिकासो
gregor	ग्रेगर
rexente	रीजेंट
maridos	पतियों
actualidade	आज
excepción	अपवाद
excepción	एक्सेप्शन
síndrome	सिंड्रोम
relevante	प्रासंगिक
sinalar	बिंदु
sinalar	बिन्दु
sinalar	पॉइंट
sinalar	पाइंट
sinalar	बाहर
sinalar	आउट
curación	इलाज
curación	इलाज़
vídeos	वीडियोज़
vídeos	वीडियो
continuo	निरंतर
continuo	लगातार
continuo	सतत
continuo	निरन्तर
sentirme	महसूस
melodía	राग
orgánico	कार्बनिक
orgánico	जैविक
orgánico	सशुल्क
incómoda	असहज
vides	आपको
vides	आप
vides	तुम
vides	आईये
vides	आइये
rápidos	तीव्र
rápidos	फास्ट
rápidos	फ़ास्ट
rápidos	तेज
rápidos	तेज़
barata	सस्ता
barata	सस्ते
barata	सस्ती
xudicial	लीगल
xudicial	कानूनी
xudicial	विधिक
xudicial	न्यायिक
garantir	गारंटी
tribunais	अदालतों
tribunais	न्यायालयों
manual	मैनुअल
manual	मैन्युअल
manual	हस्तचालित
violenta	हिंसक
conseguía	couldn
agradezo	सराहना
agradezo	कद्र
fórmula	फ़ॉर्मूला
fórmula	सूत्र
máxima	अधिकतम
complexa	परिसर
complexa	जटिल
rol	भूमिका
calquer	कोई
liberdades	लिबर्टीज
incluír	शामिल
versións	संस्करण
investigacións	अनुसंधान
investigacións	शोध
bancarrota	दिवालिया
invento	आविष्कार
usalo	उपयोग
aparello	उपकरण
aparello	युक्ति
aparello	डिवाइस
aparello	यंत्र
noción	ख़्याल
invisible	अदृश्य
abstracto	सार
abstracto	अमूर्त
íntimo	अंतरंग
intervención	हस्तक्षेप
sintas	आपको
sintas	आप
sintas	तुम
sintas	महसूस
incremento	बढ़ेगी
incremento	वृद्धि
incremento	बढ़ाएं
incremento	बढ़ाएँ
saneamento	स्वच्छता
climática	जलवायु
climática	परिवर्तन
climática	बदलाव
climática	बदलें
discusións	चर्चाएँ
fixeramos	किया
fixeramos	सम्पन्न
fixeramos	किया
mostrou	दिखाया
pásao	उद्धार
pásao	ये
pásao	यह
pásao	इस
brócoli	ब्रोकोली
démoslles	दी
démoslles	दिया
démoslles	उनसे
démoslles	उनके
démoslles	उनको
démoslles	उन्हें
démoslles	चूहे
coidando	लेने
coidando	केयर
coidando	परवाह
coidando	बाद
dependen	निर्भर
dependen	हैं
preguntamos	पूछें
preguntamos	पूछो
preguntamos	पुछा
preguntamos	माँगी
preguntamos	पूछे
preguntamos	पूछा
efectiva	प्रभावी
pediulle	पुछा
pediulle	माँगी
pediulle	पूछे
pediulle	पूछा
quinta	पंचम
quinta	पाँचवा
quinta	पांचवा
quinta	पांचवां
fontes	स्रोत
fontes	स्त्रोत
desfacerse	पाएँ
desfacerse	मिलेंगी
afeitos	प्रयुक्त
realista	यथार्थवादी
tuberculose	तपेदिक
tratado	संधि
tratado	सन्धि
equipamento	उपकरण
enviamos	भेजी
enviamos	प्रेषित
enviamos	भेजा
utilizando	सिर्फ
utilizando	बस
camiñaba	था
camiñaba	थी
camiñaba	चलना
vólvense	उन्होंने
vólvense	वे
vólvense	पाएँ
vólvense	मिलेंगी
legais	लीगल
legais	कानूनी
legais	विधिक
sans	स्वास्थ्यवर्धक
sans	स्वस्थ
investimento	निवेश
receita	नुस्खा
chineses	चीनी
chineses	चाइनीज
ancho	वाइड
ancho	व्यापक
ancho	चौड़ी
prisioneira	बंदी
prisioneira	क़ैदी
prisioneira	कैदी
facebook	facebook
facebook	फ़ेसबुक
facebook	फेसबुक
distinción	भेद
miran	देखो
miran	dekh
acababa	था
acababa	सिर्फ
acababa	बस
achegouse	आया
achegouse	आये
achegouse	आए
hall	हॉल
tocaba	निभाई
louza	बर्तन
láser	लेसर
láser	लेज़र
pechan	बन्द
pechan	करीब
pechan	बंद
escolar	विद्यालय
escolar	school
escolar	स्कूल
usada	प्रयुक्त
bay	बे
bay	खाड़ी
nadando	स्विमिंग
nadando	तैरना
nadando	तैराकी
terranova	न्यूफ़ाउंडलैंड
fuxindo	दौड़ना
fuxindo	कार्यशील
fuxindo	दूर
repugnante	घृणास्पद
repugnante	घृणित
tivestes	आपको
tivestes	आप
tivestes	तुम
tivestes	था
suxerir	सुझाएँ
sabémolo	जानिये
sabémolo	जानिए
sabémolo	जान
sabémolo	उस
sabémolo	कि
adiviñar	अंदाज़ा
etapa	चरण
etapa	स्टेज
etapa	कब
etapa	जब
obama	ओबामा
alimento	भोजन
alimento	खाना
vivirá	लाइव
vivirá	सजीव
impide	से
impide	इससे
lectores	पाठकों
lectores	पाठक
aceptas	आपको
aceptas	आप
aceptas	तुम
aceptas	लें
aceptas	ले
aceptas	लो
presentimento	feeling
presentimento	अनुभूति
presentimento	भावना
presentimento	अहसास
jones	जोन्स
bailando	नाचना
razoable	युक्तियुक्त
razoable	उचित
suficientemente	काफी
suficientemente	पर्याप्त
datas	तिथियाँ
oculto	छुपा
organismo	जीव
organismo	सजीव
incómodo	अजीब
incómodo	असहज
rituais	कर्मकांड
rituais	कर्मकाण्ड
rituais	संस्कार
dicíalle	कहा
dicíalle	उससे
dicíalle	उसको
dicíalle	उसे
atopeino	मिली
atopeino	मिले
atopeino	पाये
atopeino	mile
atopeino	पाया
atopeino	मिला
atopeino	उससे
atopeino	उसको
atopeino	उसे
xeografía	भूगोल
praga	प्राग
factores	कारक
factores	कारकों
excitante	उत्साहजनक
excitante	रोमांचक
deportes	क्रीड़ा
deportes	खेलकूद
deportes	स्पोर्ट्स
deportes	खेल
sucios	गन्दा
sucios	गंदे
sucios	गंदा
amosando	प्रर्दशित
sorrindo	मुस्कुराना
violentos	हिंसक
conduzo	ड्राइव
polares	ध्रुवीय
relixiosa	धार्मिक
escoitaron	सुना
párkinson	पार्किन्सन
reparar	मरम्मत
ocorrería	होता
arrefriado	कोल्ड
arrefriado	ठंड
arrefriado	सर्दी
arrefriado	ठंडा
podíamos	couldn
comezaremos	आरंभ
comezaremos	प्रारंभ
intercambio	विनिमय
intercambio	एक्सचेंज
cambie	परिवर्तन
cambie	बदलाव
cambie	बदलें
marfil	आइवरी
bando	पार्श्व
bando	तरफ
bando	पक्ष
procesos	प्रक्रियाएँ
procesos	प्रक्रिया
procesos	प्रक्रियाओं
documentación	papers
documentación	पहचान
xordo	बहरे
xordo	बहरा
extraordinaria	असाधारण
achegar	पहुँच
achegar	पहुँचें
davis	डेविस
importe	व्यवसाय
importe	बिज़नेस
importe	दुकानदारी
importe	व्यापार
importe	कारोबार
criados	बन्दों
galletas	कुकी
galletas	कुकीज़
atractivo	आकर्षक
dalgúns	कुछ
senda	पथ
senda	पाथ
senda	आध्यात्मिक
interna	आंतरिक
interna	आन्तरिक
interna	आतंरिक
rompe	ब्रेक
rango	सीमा
rango	दायरा
rango	पद
rango	दर्जा
rango	रैंक
escribía	लिखकर
escribía	लेखन
escribía	लिखना
escribía	लिखने
escribía	लिखा
guerreiros	वारियर्स
guerreiros	योद्धाओं
cabalaría	प्यादे
combates	कॉम्बैट
combates	लड़
famosos	मशहूर
famosos	प्रसिद्ध
recorrer	रिसॉर्ट
recorrer	रिज़ॉर्ट
pinga	छोडें
pinga	बूंद
pinga	बूँद
queirades	आपको
queirades	आप
queirades	तुम
queirades	like
queirades	जैसे
arxentina	अर्जेंटीना
monstros	राक्षस
máxica	जादुई
máxica	मैजिक
máxica	जादू
artístico	कलात्मक
artístico	कलाकारी
fósforo	फास्फोरस
fósforo	फॉस्फोरस
enviada	भेजी
enviada	प्रेषित
enviada	भेजा
percorrido	मार्ग
percorrido	रूट
percorrido	पाठ्यक्रम
percorrido	कोर्स
burocracia	अफसरशाही
separado	जुदा
separado	अलग
separado	पृथक
apetito	भूख
dirías	आपको
dirías	आप
dirías	तुम
dirías	कहें
dirías	बोलो
dirías	कह
dirías	होता
aah	आह
aah	aah
ledo	हैप्पी
ledo	मुबारक
ledo	खुश
ledo	प्रसन्न
sona	प्रतिष्ठा
sona	आवाजें
sona	ध्वनियाँ
sona	ध्वनि
pingüín	पेंगुइन
publicar	प्रकाशित
tentaba	था
tentaba	थी
mito	मिथक
pastores	गड़रिये
okinawa	ओकिनावा
dormen	निद्रा
dormen	नींद
naciches	यहूद
naciches	जन्म
naciches	जन्मे
naciches	born
naciches	आपको
naciches	आप
naciches	तुम
verso	आयत
verso	श्लोक
africano	अफ्रीकी
africano	अफ़्रीकी
ribeira	बैंकर
ribeira	बैंक
ribeira	बैंको
intente	कोशिश
galería	गैलरी
galería	गलियारा
galería	दीर्घा
abres	खुला
abres	ओपन
abres	खोलें
deran	दी
deran	दिया
deran	दिए
deran	उन्होंने
deran	वे
deran	था
españa	स्पेन
dúbidas	संदेह
dúbidas	शक
dúbidas	संदेह
aforro	छायांकन
aforro	बचत
severo	कठोर
gripe	फ्लू
beirarrúa	पैदल
beirarrúa	पैदलपथ
veas	रगों
turner	टर्नर
quixeron	उन्होंने
quixeron	वे
quixeron	चाही
lembren	याद
preguntaba	होता
dicídeme	बताओ
dicídeme	बताना
eternidade	शाश्वत
cordeiro	मेमना
cordeiro	मेमने
mineiro	खनन
mineiro	खनिक
baseado	आधारित
capataz	फोरमैन
preñada	गर्भवती
selección	चयन
lenda	लीजेंड
lenda	किंवदंती
lenda	लेजेंड
transmisión	प्रवाह
incra	होता
kilómetros	किलोमीटर
kilómetros	मील
enxeñeiros	इंजीनियरों
enxeñeiros	इंजीनियर्स
éstas	ये
polgar	अंगूठा
fundamentais	मूलभूत
fundamentais	आधारभूत
