πυροβόλο	火器
δόρυ	長矛
δόρυ	矛
ανισότητα	不等式
ανισότητα	不平等
ψευδώνυμα	暱稱
ψευδώνυμα	綽號
ψευδώνυμα	別名
πολεμώντας	格鬥
πολεμώντας	打架
πολεμώντας	戰鬥
μπαχάμες	巴哈馬
αυτομάτως	自動
συναγερμός	提醒
συναγερμός	警報
συναγερμός	警示
όρεξη	胃口
όρεξη	食慾
σταθερότητας	穩定
σταθερότητας	穩定性
λεηλασίες	搶掠
λεηλασίες	掠奪
λεηλασίες	劫掠
στέγαση	住房
στέγαση	住宿
ψύξη	冷卻
ψύξη	制冷
ψύξη	冷藏
ψύξη	制冷
ψύξη	不寒而慄
σοκ	休克
σοκ	驚
σοκ	震驚
σοκ	衝擊
θεραπευτικές	治療
τέλειο	完美
βικιθήκη	wikisource
σύγκλιση	收斂
ανδρεία	英勇
περιοδική	定期
περιοδική	定期
περιοδική	期刊
αντιμετωπίζοντας	面對
μελάνι	墨
μελάνι	墨水
μελάνι	油墨
τρελός	瘋狂
τρελός	瘋狂
τρελός	瘋
τρελός	瘋了
μποτ	abbott
μποτ	bot
αλεπού	狐
αλεπού	狐狸
αλεπού	fox
τρίο	三重唱
μπίσμαρκ	俾斯麥
αμφιθέατρο	禮堂
αυγό	蛋
αυγό	雞蛋
δραματικό	戲劇性
λινκ	連結
λινκ	link
συντάγματα	憲法
μόλυνσης	污染
μόλυνσης	沾染
ρίγα	stripe
ρίγα	條紋
εβραίος	猶太人
εβραίος	猶太
εβραίος	猶太教
κεφαλές	彈頭
μητρώο	註冊
μητρώο	登記
μητρώο	登記處
τζαμιά	清真寺
απόκρυψη	隱藏
σιτηρά	穀物
σιτηρά	穀類
εξόριστος	流亡
εξόριστος	流放
πυραύλους	導彈
αργιλίου	鋁
λόχος	公司
πιπέρι	辣椒
πιπέρι	胡椒
μυστικός	秘密
μυστικός	臥底
γκαμπριέλ	gabriel
γκαμπριέλ	gabrielle
αξιόπιστο	可信
αξιόπιστο	可靠
ανακούφιση	救濟
καφές	咖啡
γουέιν	wayne
ακύρωση	取消
ακύρωση	取消
χιου	休
απόστολοι	使徒
προμήθεια	委員會
καταθέσει	作證
μέρφι	murphy
αληθινά	real
αληθινά	真實
γάμοι	婚禮
γάμοι	婚姻
υπόδειξη	提示
υδρογονανθράκων	碳氫化合物
υδρογονανθράκων	烴
κοπή	切割
κοπή	削減
ταύρο	牛
ταύρο	公牛
νεφρική	腎
κυβικά	立方
ψηφοδέλτια	選票
αλογόνου	鹵
αλογόνου	鹵素
κοστούμια	服裝
κοστούμια	戲服
κοστούμια	西裝
γείτονες	鄰
γείτονες	鄰居
γείτονες	鄰國
γείτονες	鄰居
παραγωγών	製片人
περίπλοκη	複雜
καθαρισμού	打掃
καθαρισμού	清潔
καθαρισμού	清洗
βυθίζεται	沈沒
βυθίζεται	匯
ιώδιο	碘
ανδαλουσία	andalusia
μαρ	mar
ακριβά	昂貴
ακριβά	貴
ουίλσον	wilson
μαξίμ	格言
αρθρίτιδα	關節炎
πασκάλ	pascal
ινδοί	印地安人
κοινοπραξία	財團
κέιπ	角
ένοπλοι	槍手
εξοχή	鄉村
εξοχή	鄉下
εξοχή	鄉間
εξοχή	農村
υποβλήθηκε	提交
γκρέις	恩典
γκρέις	grace
πόρος	資源
πυγμαχία	拳擊
μονοπώλιο	壟斷
μονοπώλιο	專賣
πληκτρολόγιο	鍵盤
στάθμευσης	停車位
στάθμευσης	停車場
υποψήφιους	候選人
ορφανοτροφείο	孤兒院
συμπαγής	協約
συμπαγής	緊湊
συμπαγής	契約
συμπαγής	固體
συμπαγής	固態
συμπαγής	實心
συμπαγής	扎實
συμπαγής	堅固
συνελεύσεις	集會
αυστηρό	嚴格
αυστηρό	嚴謹
μηδενικό	零
πωλούνται	賣
πωλούνται	售出
διασύνδεση	介面
διάδρομος	走廊
διάδρομος	跑道
διάδρομος	走道
διάδρομος	走廊
καλαμπόκι	玉米
μετάλλαξη	突變
μετάλλαξη	變異
πέρσι	percy
πόντος	角
πόντος	點
παγετώνες	冰川
φοβάμαι	怕
προκλήσεις	挑戰
ρήγμα	斷層
ρήγμα	破裂
ρήγμα	違反
ρήγμα	違約
ρήγμα	違規
τοξικότητα	毒性
προσγείωση	降落
προσγείωση	登陸
προσγείωση	落地
προσγείωση	著陸
φωσφόρου	磷
τερέζα	teresa
τερέζα	theresa
δάχτυλα	腳趾
δάχτυλα	手指
αδερφές	姐妹
αδερφές	姊妹
αδιαφορία	無視
αδιαφορία	冷漠
ληστεία	打劫
ληστεία	劫
ληστεία	搶劫
άνθος	花
άνθος	花兒
άνθος	花朵
υπεροξείδιο	過氧化物
προσανατολισμός	指導
προσανατολισμός	方向
προσανατολισμός	定向
νορβηγική	挪威
συμπαγή	協約
συμπαγή	緊湊
συμπαγή	契約
πιστό	忠心
πιστό	忠誠
πιστό	忠誠
πιστό	忠實
ελιά	橄欖
ελιά	olive
ελιά	痣
ελιά	鼴鼠
ελιά	摩爾
εργαστήρι	研討會
αήττητος	不敗
ευαίσθητα	敏感
ευαίσθητα	敏感性
ευαίσθητα	敏感度
άμμος	沙
άμμος	沙子
άμμος	砂
άμμος	金沙
άμμος	金砂
άμμος	sands
παρωδία	嘲諷
παρωδία	模仿
υπολογισμοί	計算
κορμός	樹幹
απόχρωση	色調
απόχρωση	tint
απόχρωση	陰影
τραγουδούν	唱
τραγουδούν	唱歌
τραγουδούν	歌唱
τραγουδούν	歌聲
τραγουδούν	唱歌
τραγουδούν	歌唱
σκάνδαλα	醜聞
σκάνδαλα	緋聞
οίδημα	腫脹
οίδημα	腫
οίδημα	水腫
δημογραφική	人口
λου	婁
λου	盧
λου	lou
αναπηρία	殘疾
αναπηρία	殘障
αναπηρία	殘疾
αναπηρία	殘障
αναπηρία	傷殘
ενδύματα	服裝
ενδύματα	服飾
ενδύματα	成衣
ενδύματα	服裝
ενδύματα	衣物
ενδύματα	衣服
ισότοπο	同位素
νικολό	nicolò
γάζα	紗布
γάζα	加沙
απορρόφησης	吸收
αγνοώντας	忽略
αγνοώντας	忽視
αγνοώντας	無視
ώμους	肩
ώμους	肩膀
τζάκι	壁爐
τζάκι	火爐
τζάκι	成龍
διαλόγους	對話
ψυχολογικά	心理
σαχάρα	撒哈拉
αρτηρίες	動脈
άρθρωση	關節
άρθρωση	聯合
πρόσκρουση	撞擊
πρόσκρουση	影響力
πρόσκρουση	影響
πρόσκρουση	衝擊
ξύλα	棍棒
ξύλα	棍子
ξύλα	木棍
πρόγονοι	祖先
ζωντανοί	活著
σκάι	天空
σκάι	sky
ένζυμο	酶
γλυκόζη	葡萄糖
προσομοίωση	模擬
διάσπαρτα	分散
νίκολα	nikola
νεύρο	神經
μίκαελ	mikael
πεκ	peck
φιλανθρωπικό	慈善
πυρομαχικά	彈藥
πυρομαχικά	彈藥
ρωτήσω	問
ελονοσία	瘧疾
μαγνητικές	磁
μαγνητικές	磁力
μαγνητικές	磁性
κομματική	黨派
κομματική	游擊隊
κλασικές	經典
μικροσκόπιο	顯微鏡
βότανα	藥草
βότανα	草藥
γυαλιά	玻璃
γυαλιά	眼鏡
δικτύωσης	網路
τοίχος	壁
τοίχος	牆壁
τοίχος	圍牆
τοίχος	牆
προίκα	聘禮
προίκα	嫁妝
προορισμούς	目的地
προορισμούς	航點
παλέτα	調色盤
φανάρι	燈籠
αρθρώσεις	關節
γκρίζο	灰色
γκρίζο	灰
γκρίζο	灰色
γκρίζο	灰
γκρίζο	grey
ναυαρχίδα	旗艦
ντρέικ	drake
θανατηφόρα	致命
θανατηφόρα	致死
θανατηφόρα	致命
θανατηφόρα	致命
ανθεκτικό	耐用
ανθεκτικό	持久
ληστές	強盜
ληστές	山賊
ληστές	土匪
ληστές	匪徒
σύγκλητος	元老院
σύγκλητος	參議院
ορόφους	地板
λαμπρή	輝煌
μωβ	紫色
μωβ	紫
μπαρτ	bart
βιοχημεία	生物化學
συμβολικά	象徵性
συμβολικά	象徵
συμβολικά	象徵性
απλότητα	簡潔
ηλιακές	太陽
ηλιακές	太陽能
εφόδια	供應
εφόδια	用品
πουλήθηκε	賣
πουλήθηκε	售出
λέιν	lane
λέιν	巷
λέιν	車道
εραστή	愛人
εραστή	情人
ρεαλισμό	現實主義
πιστόλι	手槍
πιστόλι	槍支
πιστόλι	槍
πιστόλι	炮
ανταμοιβή	獎勵
ανταμοιβή	獎賞
ανταμοιβή	賞金
ανταμοιβή	賞
σάλτσα	肉汁
σάλτσα	醬
εμβόλια	疫苗
ευεργέτη	恩人
υποσχέσεις	諾言
υποσχέσεις	承諾
υποσχέσεις	允諾
υποσχέσεις	許諾
κανονισμοί	條例
κρύα	冷冷
κρύα	寒冷
κρύα	冷
αναγκαστική	被迫
αναγκαστική	強迫
οριακή	邊際
προξενείο	領事館
υδραργύρου	水星
υδραργύρου	水銀
υδραργύρου	汞
φιλί	吻
φιλί	親
φιλί	親親
φιλί	kiss
φιλί	親吻
τρανζίστορ	電晶體
πεζό	行人
πεζό	標緻
καλάθι	籃
καλάθι	籃子
σπαθιά	劍
ερα	nra
ερα	環保局
ερα	環保署
επικοινωνούν	溝通
συζητήσουμε	討論
καταπίεση	壓迫
καταπίεση	打壓
καταπίεση	鎮壓
καταπίεση	壓制
καταπίεση	壓迫
ταυτοποίηση	認證
ταυτοποίηση	驗證
ταυτοποίηση	識別
γροιλανδία	格陵蘭
φοξ	狐
φοξ	狐狸
φοξ	fox
δρομέας	游標
ροντ	杖
συμπαίκτη	隊友
δελχί	德里
κατηγορούμενος	被告
κατηγορούμενος	被告人
κατηγορούμενος	被告
κεφαλαία	帽
κεφαλαία	大寫
πατρίς	patrice
ανώνυμα	匿名
ανώνυμα	無名氏
μισθό	薪水
μισθό	工資
μισθό	薪資
μισθό	薪金
μεθανόλη	甲醇
ανεπίσημο	非正式
μανίκια	袖子
μανίκια	袖套
βελτιώθηκε	改進
βελτιώθηκε	改善
βελτιώθηκε	改良
ρικάρντο	riccardo
σασί	底盤
αστεία	搞笑
αστεία	好笑
αστεία	笑話
έκλειψη	日蝕
κρίμα	可惜
κρίμα	羞
κρίμα	恥辱
κρίμα	羞恥
κρίμα	羞愧
άλματα	蹦跳
άλματα	跳躍
σταυροφορίες	十字軍
καταλύτης	催化
καταλύτης	催化劑
κατορθώματα	成就
κατορθώματα	成績
συστάσεις	建議
μαγνητικά	磁
μαγνητικά	磁力
μαγνητικά	磁性
σπηλιές	洞穴
σπηλιές	山洞
σπηλιές	洞穴
σπηλιές	岩洞
ευχή	願望
ευχή	祝願
ατμού	蒸氣
ατμού	蒸汽
μύκητες	真菌
μύκητες	真菌
ποιοτικά	定性
κένεθ	kenneth
εναλλάξ	交替
εναλλάξ	交錯
άφθονα	豐富
επαναλαμβάνω	重復
ρουθ	ruth
σταφύλια	葡萄
εμπνευσμένη	啟發
εμπνευσμένη	靈感
γουόκερ	walker
κοξ	cox
σκυρόδεμα	具體
σκυρόδεμα	混凝土
σκυρόδεμα	水泥
βιολογικές	生物
βιολογικές	生物學
κήρυγμα	講課
κήρυγμα	講座
κήρυγμα	演講
κήρυγμα	佈道
προαύλιο	院子
προαύλιο	庭院
προαύλιο	院子
προαύλιο	碼
προαύλιο	庭院
γοητεία	魅力
δεκαοκτώ	十八
ανύψωση	抬
ανύψωση	提升
ανύψωση	電梯
ανύψωση	海拔
πολυμέσων	多媒體
συμμαχίες	聯盟
συμμαχίες	同盟
αληθές	真實
εγκυρότητα	有效性
πλούσιοι	富人
πλούσιοι	富
πλούσιοι	豐富
πλούσιοι	富有
πλούσιοι	富裕
πλούσιοι	富有
μπαχαρικά	香料
μπαχαρικά	香料
έκθεμα	展覽
έκθεμα	展品
ταξιδιώτες	旅客
μακρινό	遙遠
μακρινό	遠方
αμφίβια	兩棲
μήλα	蘋果
ντροπή	羞
ντροπή	恥辱
ντροπή	羞恥
ντροπή	羞愧
ντροπή	恥辱
ευσέβιος	eusebius
