से	от
उपयोगकर्ताओं	ползватели
एड्स	спин
बाग	градински
बाग	градината
बाग	гардън
बाग	градинка
बाग	градина
बर्मा	бирма
डच	холандец
डच	нидерландски
डच	дъч
डच	холандски
चौथी	четвърта
चौथी	четвърто
चौथी	четвърти
वंशज	потомък
गठबंधन	пакт
गठबंधन	алианса
गठबंधन	алианс
गठबंधन	съюз
उम्मीदवार	кандидатите
उम्मीदवार	кандидатки
उम्मीदवार	кандидати
उम्मीदवार	кандидатка
उम्मीदवार	кандидатът
उम्मीदवार	кандидат
प्रभावों	импресионизма
ग्रहों	планета
ग्रहों	планетата
ग्रहों	планетите
ग्रहों	планети
रूपांतरण	превръщане
रूपांतरण	преобразуване
रूपांतरण	трансформации
रूपांतरण	трансформира
रूपांतरण	преобразуване
भ्रष्टाचार	корупция
भ्रष्टाचार	корупцията
भ्रष्टाचार	поквара
मैसूर	майсор
सलाहकार	консултативен
सलाहकार	консултиране
सलाहकार	консултант
सलाहकार	съветник
जनजाति	племето
जनजाति	племе
पठार	праг
पठार	платото
पठार	плато
सीता	сита
चलचित्र	филмова
चलचित्र	филм
नोकिया	nokia
बहुमत	мнозинство
बहुमत	мнозинството
बहुमत	мажоритарен
चमक	блести
चमक	светещи
हिल	хълм
हिल	хил
हिल	hill
नैदानिक	клинична
नैदानिक	клинични
नैदानिक	клинично
नैदानिक	диагностика
अद्भुत	невероятна
अद्भुत	удивително
अद्भुत	изумително
अद्भुत	невероятен
अद्भुत	невероятно
अद्भुत	чудесен
अद्भुत	прекрасен
अद्भुत	чудесна
अद्भुत	прекрасна
एकत्रित	събрано
एकत्रित	събрани
एकत्रित	събрана
एकत्रित	събирани
इकाइयों	звена
इकाइयों	единици
तोड़	мачка
शाखाओं	клонове
शाखाओं	клонки
शाखाओं	клони
दशकों	десетилетия
खतरे	заплахи
खतरे	опасност
खतरे	опастност
टूर	турне
टूर	обиколка
टूर	тур
हमारा	нашият
हमारा	наша
हमारा	нашия
हमारा	нашата
हमारा	нашите
पाल	пол
पाल	паул
पाल	плават
निर्दिष्ट	посочен
निर्दिष्ट	посочена
निर्दिष्ट	посочени
निर्दिष्ट	уточнени
निर्दिष्ट	посочено
जोड़े	двойките
जोड़े	двойки
निर्माताओं	производителите
निर्माताओं	производители
बजट	бюджетна
बजट	бюджет
मौका	шанс
मौका	ченс
समर्थक	привърженици
समर्थक	поддръжници
समर्थक	поддръжник
समर्थक	привърженик
पॉप	поп
पॉप	pop
खबर	новини
खबर	новина
खबर	новините
स्कूलों	училища
स्कूलों	школи
स्कूलों	училищата
मासिक	месечна
मासिक	месечно
मासिक	месечни
मासिक	месечен
कणों	частици
प्रबल	надделее
प्रबल	доминираща
आलोचकों	критици
आलोचकों	критиците
तकनीकों	техники
विभक्त	разделена
विभक्त	разделено
विभक्त	разделени
विभक्त	разделен
उत्तराधिकारी	наследник
उत्तराधिकारी	потомък
एयरलाइंस	авиокомпания
एयरलाइंस	авиолинии
एयरलाइंस	airlines
एयरलाइंस	авиокомпании
एयरलाइंस	авиокомпаниите
अवैध	незаконно
अवैध	незаконен
अवैध	незаконна
अवैध	невалиден
अवैध	инвалид
अवैध	невалидна
अवैध	невалидни
जीवाणु	бактерия
जीवाणु	бактерии
हाँ	да
हाँ	да
राहुल	рахул
प्राण	прана
राजीव	раджив
शिकागो	чикаго
विकी	уики
इंग्लैण्ड	англия
गुरू	гуру
दौड़	управлява
दौड़	тича
दौड़	надпревара
दौड़	надбягване
दौड़	състезание
दौड़	раса
दौड़	надбягвания
दौड़	състезания
दौड़	раси
दौड़	състезателни
दौड़	надбягвания
दौड़	състезания
जातीय	етническа
जातीय	етническо
जातीय	етнически
छाया	сенки
छाया	сенките
छाया	засенчване
छाया	сенки
छाया	сянката
छाया	сянка
छाया	нюанс
छाया	сянка
मैरी	весела
मैरी	мери
तैयारी	подготовка
तैयारी	препарат
तैयारी	приготвяне
तैयारी	подготовка
तैयारी	приготвяне
शासनकाल	царуването
फाउंडेशन	основи
फाउंडेशन	фондация
फाउंडेशन	основа
विक्टोरिया	виктория
कार्यकर्ता	работник
सिंचाई	напояване
पहलू	страни
पहलू	аспект
रोजगार	заетост
निबंध	есе
निबंध	есето
पब्लिक	публично
पब्लिक	публични
पब्लिक	публична
पब्लिक	обществено
पब्लिक	публичен
पब्लिक	обществени
बोल	bol
कान	уши
कान	ухо
कान	ухото
कान	кан
कान	уши
कान	ушите
बनवाया	построени
बनवाया	изградена
बनवाया	построена
बनवाया	построено
बनवाया	построен
महर्षि	махариши
परिवारों	фамилии
परिवारों	семейства
फैल	разпространението
फैल	разпространение
मेले	панаир
मेले	справедлив
मेले	справедливо
मेले	справедлива
शांत	трезвен
शांत	трезва
शांत	спокойна
शांत	тих
शांत	тихо
सौंदर्य	красавица
सौंदर्य	прелест
सौंदर्य	красота
चीज़	сирена
चीज़	кашкавал
चीज़	сирене
प्रोग्रामिंग	програмирането
प्रोग्रामिंग	програмиране
प्रिय	мила
प्रिय	скъпи
प्रिय	скъпа
रेड	ред
रेड	червена
रेड	червен
रेड	червени
रेड	червено
स्व	селф
सृजन	създаване
सृजन	създаването
सृजन	творчество
सृजन	творчеството
वकील	адвокати
वकील	адвокатите
वकील	юристи
वकील	адвокатка
वकील	адвокат
वकील	юрист
अनाज	зърна
अनाज	зрънце
अनाज	зърно
अनाज	жито
विलियम्स	уилиамс
विलियम्स	уилямс
परिपथ	калкулатор
यूनियन	профсъюз
यूनियन	съюз
यूनियन	съюза
यूनियन	юниън
भावनाओं	емоциите
भावनाओं	емоции
बच	оцелял
बच	оцеля
बच	оцеляла
बच	бах
उर्जा	енергия
उर्जा	energy
उर्जा	енергетика
सोसायटी	общество
सोसायटी	обществото
यौगिकों	съединения
सेनानी	бойците
सेनानी	бойци
सेनानी	изтребители
सेनानी	борец
सेनानी	боец
सेनानी	изтребител
रणनीति	стратегии
रणनीति	стратегията
रणनीति	стратегия
लेन	лейн
बुलाया	наречен
बुलाया	наречена
वध	клане
वध	касапница
बाढ़	наводнения
बाढ़	наводнение
बाढ़	потоп
बाढ़	наводнения
बाढ़	наводнение
शत्रु	враг
शत्रु	врагът
शत्रु	врагове
शत्रु	враждебна
शत्रु	враждебни
शत्रु	враждебност
शत्रु	враждебно
शत्रु	враждебен
शत्रु	врагове
शत्रु	враговете
एक्शन	действия
एक्शन	действие
एक्शन	екшън
अनुच्छेद	параграф
अनुच्छेद	абзац
अनुच्छेद	параграфи
आयात	внос
आयात	внасяне
आयात	импортиране
आधा	наполовина
आधा	половината
धन्यवाद	мерси
धन्यवाद	благодаря
बेल	бел
बेल	лоза
बेल	бел
बेल	камбана
बेल	звънче
बेल	звънец
सेंट्रल	централно
सेंट्रल	централен
सेंट्रल	централа
सेंट्रल	централни
सेंट्रल	централна
घातक	смъртоносен
घातक	смъртоносно
घातक	смъртоносна
घातक	смъртоносни
मास्टर	господар
मास्टर	майстор
तस्वीर	снимка
तस्वीर	картинка
पहल	инициатива
परे	отвъд
वाहनों	возила
वाहनों	автомобили
सच	истина
सच	верни
सच	вярно
सच	истина
सच	истината
पाउंड	паунд
पाउंड	кг
पाउंड	паунда
पाउंड	лири
इण्डिया	индия
प्राधिकरण	властите
प्राधिकरण	власти
प्राधिकरण	органи
प्राधिकरण	авторитет
प्राधिकरण	орган
प्राधिकरण	правомощия
प्राधिकरण	разрешение
कीट	насекоми
कीट	насекомите
कीट	насекоми
कीट	насекомо
गाना	пеенето
गाना	пея
गाना	пее
गाना	пеене
गाना	пеейки
गाना	песен
गाना	песничка
धातुओं	метали
अतीत	минали
अतीत	минало
समाजवादी	социалист
समाजवादी	социалистическа
समाजवादी	социализъм
वेतन	заплатата
वेतन	заплати
वेतन	заплата
वाणिज्य	търговия
उन्नति	напредък
आखिरी	последно
आखिरी	последен
आखिरी	последни
आखिरी	последна
धूम्रपान	пушенето
धूम्रपान	пушене
शिवाजी	шиваджи
ब्याज	интерес
ब्याज	лихви
ब्याज	лихва
घोड़े	кончета
घोड़े	коне
घोड़े	конете
घोड़े	конче
घोड़े	кон
माला	малдивите
माला	гарланд
माला	мала
लेखा	счетоводство
लेखा	отчитане
तेलुगु	телугу
दीवारों	стени
दीवारों	стените
दीवारों	графити
ऊतक	кърпичка
ऊतक	тъкан
ऊतक	тъкани
रात्रि	вечер
रात्रि	нощ
रात्रि	нощта
बेस	бес
बेस	основа
बेस	база
बेस	бас
बेस	баса
बेस	костур
फलन	функция
फलन	длъжност
फलन	функциониране
फलन	функции
मानता	вярва
सफलतापूर्वक	успешно
चंद्र	лунен
सतत	последователен
सतत	последователна
सतत	последователни
सतत	непрекъсната
सतत	непрекъснати
सतत	непрекъснат
ऊष्मा	горещина
ऊष्मा	жега
ऊष्मा	топлина
ऊष्मा	топлина
कारों	автомобили
कारों	коли
रेस	надпревара
रेस	надбягване
रेस	състезание
रेस	раса
तालाब	езерце
तालाब	понд
बृहस्पति	юпитер
प्रोत्साहन	стимули
प्रोत्साहन	стимул
प्रोत्साहन	стимули
प्रोत्साहन	насърчаване
टीमों	отбори
टीमों	екипи
मामला	случай
मामला	дело
मामला	кейс
मामला	случаят
मामला	каса
इंदिरा	индира
निष्क्रिय	инертен
निष्क्रिय	изключване
निष्क्रिय	изключен
निष्क्रिय	увреждания
निष्क्रिय	изключени
निष्क्रिय	изключено
निष्क्रिय	инвалид
निष्क्रिय	изключена
निष्क्रिय	неактивни
लौह	желязо
लौह	железен
लौह	желязна
लौह	железни
सोनी	sony
सोनी	сони
रॉय	рой
बनावट	текстури
बनावट	текстура
गायन	пеенето
गायन	пея
गायन	пее
गायन	пеене
गायन	пеейки
गायन	вокал
गायन	гласните
आवेदन	кандидатстване
आवेदन	молба
आवेदन	приложение
आवेदन	прилагане
आवेदन	заявление
आवेदन	приложения
आवेदन	заявления
आवेदन	молби
सकल	гадно
सकल	бруто
कमाई	приходи
कमाई	доходи
कमाई	печалби
विश्वविद्यालयों	университетите
विश्वविद्यालयों	университети
विश्वविद्यालयों	университет
विश्वविद्यालयों	university
विश्वविद्यालयों	университета
साहिब	сахиб
उठाने	повдигане
उठाने	вдигане
साउथ	южно
साउथ	южен
साउथ	юг
साउथ	южна
गहन	дълбока
गहन	дълбок
गहन	дълбоки
गहन	дълбоко
बाघ	тигре
बाघ	тайгър
बाघ	тигър
टिकट	билетите
टिकट	билети
टिकट	билет
राजशाही	монархия
राजशाही	монархията
पैरों	крака
पैरों	краката
पैरों	крачета
पैरों	крака
पैरों	краката
पैरों	крачета
ब्लॉग	блог
ब्लॉग	блогове
सड़कों	пътища
उद्देश्यों	предприемач
जाल	мрежа
जाल	нетен
जाल	net
जाल	нето
जाल	нет
मिलान	кибрит
मिलान	съвпада
मिलान	мачове
मिलान	съвпадения
मिलान	милано
मिलान	милан
मिलान	съвпадение
मिलान	мач
मिलान	съвпадение
प्रावधान	разпоредба
प्रावधान	предоставяне
प्रावधान	осигуряване
प्रावधान	разпоредби
प्रावधान	провизии
सदस्यता	членството
सदस्यता	членство
सदस्यता	записване
सदस्यता	абонамент
रिकार्ड	рекорд
रिकार्ड	запис
साझा	споделено
साझा	споделена
साझा	споделени
साझा	акции
साझा	дялове
स्वतन्त्रता	независимост
अधिकृत	разрешена
अधिकृत	оторизиран
अधिकृत	упълномощен
सापेक्ष	относителна
सापेक्ष	роднина
सापेक्ष	относително
विफल	неуспешна
विफल	неуспешно
विफल	неуспех
संदेह	съмнението
संदेह	съмнения
संदेह	съмнение
संदेह	съмнения
आग्रह	заявка
आग्रह	молба
आग्रह	искане
किरण	киран
कारोबार	бизнес
ऋग्वेद	ригведа
रिंग	ринг
रिंग	пръстен
ऑपरेशन	операцията
ऑपरेशन	експлоатация
ऑपरेशन	функциониране
ऑपरेशन	операция
आपसी	взаимно
आपसी	взаимен
आपसी	взаимни
आपसी	взаимна
पवन	вятърна
पवन	вятър
पवन	вятъра
छूट	намаление
छूट	отстъпка
छूट	отстъпки
छूट	отстъпки
छूट	намаления
बाधा	препятствие
बाधा	пречка
अमीर	емирство
अमीर	емир
अमीर	рич
अमीर	богато
अमीर	богат
अमीर	богата
अमीर	богати
समतल	плоски
समतल	апартамент
समतल	плоско
समतल	плоска
समतल	плосък
समतल	самолет
समतल	равнина
बस्ती	град
बस्ती	градът
बस्ती	градче
कठिनाई	затруднено
कठिनाई	затруднения
कठिनाई	трудност
कठिनाई	трудности
कठिनाई	затруднение
पुर्तगाली	португалски
जड़	корени
जड़	корен
जड़	корени
बौद्धिक	интелектуалец
बौद्धिक	интелектуална
बौद्धिक	интелектуално
बोस	босе
बोस	бос
निकलता	ребра
निकलता	ребрата
स्वर्ग	рай
स्वर्ग	раят
स्वर्ग	рая
स्वर्ग	небето
स्वर्ग	рай
स्वर्ग	раят
स्वर्ग	рая
शासित	постанови
चोपड़ा	чопра
अहमदाबाद	ахмедабад
प्रोटोकॉल	протокол
प्रोटोकॉल	протоколът
प्रोटोकॉल	протоколите
प्रोटोकॉल	протоколи
व्यय	прекарва
व्यय	харчи
व्यय	разход
व्यय	разходи
व्यय	разход
गणतंत्र	република
माया	мая
तिब्बती	тибетски
तिब्बती	тибет
आत्महत्या	самоубийство
आत्महत्या	самоубийства
मतभेद	разлики
मतभेद	различия
अतिथि	гостите
अतिथि	гости
अतिथि	гост
अतिथि	гостенка
लें	вземете
लें	вземи
शानदार	брилянтна
शानदार	брилянтен
शानदार	брилянтно
शानदार	приказен
शानदार	приказна
शानदार	приказно
शानदार	превъзходна
शानदार	превъзходно
डाक	mail
डाक	поща
डाक	пощенски
प्रतिद्वंद्वी	съперник
प्रतिद्वंद्वी	опонент
प्रतिद्वंद्वी	съперник
प्रतिद्वंद्वी	противник
प्रतिद्वंद्वी	противниците
प्रतिद्वंद्वी	противници
प्रतिद्वंद्वी	опоненти
मनु	ману
संयोग	съвпадение
संयोग	съвпадения
कविताओं	стихотворения
कविताओं	поеми
कविताओं	стихове
वेदों	веди
तरंग	вълната
तरंग	вълна
उठाया	отгледани
उठाया	отгледа
उठाया	отгледана
उठाया	повдигнат
उठाया	отгледан
उठाया	повдигнати
अंतराल	интервал
पेटेंट	патент
क्रिस	крис
क्रिस	крис
क्रिस	крис
परिचित	позната
परिचित	познати
परिचित	познат
परिचित	познато
परिचित	запознат
परिचित	познати
परिचित	позната
परिचित	познати
परिचित	запознанство
परिचित	познат
इंडोनेशिया	индонезия
विश्वसनीय	надежден
विश्वसनीय	надеждно
विश्वसनीय	надежден
विश्वसनीय	надеждни
विश्वसनीय	надеждна
विश्वसनीय	доверен
अब्दुल	абдул
तत्काल	спешно
तत्काल	моментално
तत्काल	незабавно
तत्काल	спешна
तत्काल	спешно
चित्रकला	рисуване
चित्रकला	живопис
चित्रकला	картина
चित्रकला	боядисване
पहलुओं	аспекти
गेट	портата
गेट	порта
चैंपियनशिप	първенство
चैंपियनशिप	шампионат
बाबू	тате
बाबू	тати
बाबू	татко
लक्ष्मण	лакшмана
पैदल	пешеходец
पैदल	тротоар
पैदल	тротоара
पैदल	педал
पैदल	педала
रहकर	оставам
राधा	рада
संतान	потомство
जर्नल	дневник
जर्नल	журнал
जर्नल	джърнъл
गुप्ता	гупта
लाखों	милиони
मुखर्जी	мукерджи
शैक्षणिक	образователна
शैक्षणिक	образователен
शैक्षणिक	образователно
शैक्षणिक	образователни
भाप	пара
भाप	парна
भाप	парата
गलती	грешка
गलती	грешка
भ्रूण	ембрион
भ्रूण	зародиш
भ्रूण	ембриони
भ्रूण	зародиш
भंग	разтваряне
चेक	чешки
चेक	чешката
चेक	чешка
चेक	чек
ब्राजील	бразилия
राग	мелъди
राग	мелодия
राग	рага
तटीय	крайбрежните
तटीय	крайбрежни
सम्प्रदाय	секта
सम्प्रदाय	сектата
ख्याति	славата
ख्याति	слава
सिन्हा	синха
पंजीकृत	регистриран
पंजीकृत	регистрирана
पंजीकृत	регистрирано
पंजीकृत	регистрирани
वैध	валидна
वैध	валидни
वैध	валиден
वैध	валидно
वैध	валидност
टॉम	том
संकल्प	резолюции
जूनियर	младши
जूनियर	джуниър
चुम्बकीय	магнитни
चुम्बकीय	магнитен
बादशाह	крал
बादशाह	кинг
बादशाह	кралят
बादशाह	цар
बादशाह	краля
रचनात्मक	творческа
रचनात्मक	творческо
रचनात्मक	творчески
रचनात्मक	креативен
मुखपृष्ठ	дом
मुखपृष्ठ	домашен
मुखपृष्ठ	вкъщи
ट्रस्ट	доверие
ट्रस्ट	вярвай
प्रस्तुति	представяне
प्रस्तुति	презентация
उपर	top
उपर	топ
उपर	върха
धरोहर	наследство
भूल	забвение
भूल	забрава
अद्वितीय	уникално
अद्वितीय	уникален
अद्वितीय	уникални
अद्वितीय	уникална
सरकारों	правителства
सरकारों	правителствата
खतरनाक	опасен
खतरनाक	опасно
खतरनाक	опасна
खतरनाक	опасни
त्यौहार	фестивала
त्यौहार	фестивал
त्यौहार	фестивалът
त्यौहार	фестивали
त्यौहार	празнични
त्यौहार	празнично
त्यौहार	празнична
परिमाण	величина
परिमाण	параметри
संक्रमित	заразена
संक्रमित	инфектирани
संक्रमित	заразен
संक्रमित	заразени
देखना	гледане
देखना	гледай
देखना	гледайте
ख़ास	специална
ख़ास	специално
ख़ास	специални
ख़ास	специален
गोस्वामी	госвами
अवसरों	поводи
स्पेनिश	испанци
स्पेनिश	испанска
स्पेनिश	испанско
स्पेनिश	испански
महारानी	кралицата
महारानी	царица
महारानी	кралица
निरीक्षण	инспекция
निरीक्षण	инспекции
निरीक्षण	проверка
जिम्मेदारी	отговорността
जिम्मेदारी	отговорност
रंगमंच	театър
भारतीयों	индианци
भारतीयों	индийци
त्रुटि	грешки
त्रुटि	грешка
ऊँची	висок
ऊँची	висока
ऊँची	високи
ऊँची	високо
ज्यामिति	геометрията
ज्यामिति	геометрия
आराम	спокойна
आराम	спокоен
आराम	отпуснат
आराम	отпусната
आराम	комфорт
आराम	утеха
आराम	удобство
आराम	почивка
रवि	судан
रवि	сън
रवि	слънце
रवि	рави
रवि	събиране
तलाश	търси
पिछली	прев
बेटा	бета
बेटा	синко
बेटा	сине
बेटा	син
उपमहाद्वीप	субконтинент
टुकड़े	бройки
टुकड़े	парченца
टुकड़े	парчета
क्रिस्टल	кристъл
क्रिस्टल	кристална
क्रिस्टल	кристал
क्रिस्टल	кристално
चौथा	четвърта
चौथा	четвърто
चौथा	четвърти
प्रसन्न	възхитен
प्रसन्न	джоли
प्रसन्न	доволна
प्रसन्न	доволен
प्रसन्न	щастлив
प्रसन्न	щастливи
प्रसन्न	щастлива
प्रसन्न	щастливо
प्रसन्न	хепи
सार	абстрактно
पड़ोसी	съсед
पड़ोसी	съседка
पड़ोसी	съседите
पड़ोसी	съседи
पड़ोसी	съседи
पड़ोसी	съсед
पड़ोसी	съседка
गाया	санг
भ्रम	объркване
भ्रम	илюзия
भ्रम	илюзии
राजनेता	политици
राजनेता	политиците
राजनेता	политици
राजनेता	политик
गोल्ड	златен
गोल्ड	златни
गोल्ड	златно
गोल्ड	златна
गोल्ड	злато
भिन्नता	разликата
भिन्नता	разлика
रविवार	неделно
रविवार	неделя
सारणी	масата
सारणी	маса
सारणी	масичка
सारणी	таблица
नाभिकीय	ядрено
नाभिकीय	ядрен
नाभिकीय	ядрена
नाभिकीय	атомна
नाभिकीय	ядрени
अपवाद	изключения
अपवाद	изключения
अपवाद	изключение
लिखना	пиша
लिखना	писане
लिखना	пишеш
पाप	грехът
पाप	грехове
पाप	грях
गले	прегръдки
सिद्धार्थ	сидхарта
जनक	родител
स्वचालित	автоматично
स्वचालित	авто
स्वचालित	автоматизирани
स्वचालित	автоматична
स्वचालित	автоматични
स्वचालित	автоматично
स्वचालित	автоматичен
खेत	фермата
खेत	ферма
खेत	стопанство
नागपुर	нагпур
सेमी	полу
असाधारण	необикновено
असाधारण	необикновен
असाधारण	изключителна
असाधारण	изключителен
असाधारण	изключителни
असाधारण	изключителна
अपील	обжалване
अपील	призив
अपील	жалба
दर्शक	четец
दर्शक	зрител
दर्शक	аудитория
दर्शक	публика
दर्शक	зрител
दर्शक	зрители
दर्शक	зрителите
इनपुट	входяща
इनपुट	входящ
इनपुट	въвеждане
इनपुट	вход
इनपुट	принос
सैकड़ों	стотици
पार्वती	парвати
क्लास	клас
क्लास	класа
लीला	лейла
लीला	лила
कलात्मक	артистична
कलात्मक	художествена
कलात्मक	артистичен
कलात्मक	артистично
मंगोल	монголците
मंगोल	монголия
उपनिषद	упанишад
शुभ	добър
शुभ	добро
शुभ	добре
स्वीकृत	приета
स्वीकृत	приети
स्वीकृत	прие
स्वीकृत	прието
स्वीकृत	приет
स्वीकृत	приема
स्वीकृत	одобрено
स्वीकृत	одобрен
स्वीकृत	одобрени
स्वीकृत	одобрена
बैटरी	батерията
बैटरी	акумулатор
बैटरी	батерия
बैटरी	батерии
बैटरी	акумулатори
बैटरी	батерии
बैटरी	батериите
कहानियाँ	истории
कहानियाँ	разкази
असमर्थ	неспособна
पुष्प	цветята
पुष्प	цветя
पुष्प	цвете
सुविधाएं	съоръжения
सुविधाएं	съоръженията
अक्षांश	ширина
मियामी	маями
सम्पर्क	контакт
सम्पर्क	контакти
सम्पर्क	контакти
दृश्यों	сцените
दृश्यों	сцени
कार्यवाही	производства
श्वसन	дишане
श्वसन	дишането
संक्षेप	краткостта
आतंकवाद	тероризмът
आतंकवाद	тероризъм
परिस्थिति	положението
परिस्थिति	ситуация
परिस्थिति	положение
परिस्थिति	обстоятелства
परिस्थिति	обстоятелство
लोकतंत्र	демокрация
लोकतंत्र	демокрацията
उपलब्धि	постижение
उपलब्धि	постижения
उपलब्धि	постигането
कुश्ती	борба
कुश्ती	кеч
क्लिक	щракване
क्लिक	кликнете
क्लिक	клик
क्लिक	щрак
लेबल	етикети
लेबल	етикетите
लेबल	етикет
अकाल	глад
फैशन	мода
फैशन	модно
फैशन	модата
पैलेस	палас
पैलेस	двореца
पैलेस	дворец
पैलेस	дворецът
पैलेस	палат
नीला	сини
नीला	блу
नीला	синьо
नीला	син
नीला	синя
पोर्ट	пристанище
पोर्ट	пристанището
पोर्ट	порт
पोर्ट	пристанищата
पोर्ट	пристанища
विधेयक	бил
विधेयक	законопроект
बलों	сили
स्टील	стоманен
स्टील	стомана
स्टील	стийл
स्टील	стийл
रोशन	рошан
यूनान	гърция
ऑस्टिन	остин
एकड़	акра
एकड़	акър
सेकंड	секунди
सेकंड	второ
सेकंड	втора
सेकंड	втори
अवयव	елемент
अवयव	компонент
अवयव	елемент
आलेख	статия
आलेख	член
आलेख	изделия
आलेख	статии
आलेख	артикули
आलेख	графика
आलेख	графиката
दिव्य	божествен
दिव्य	божествена
दिव्य	божествени
दिव्य	божествено
फ्लोरिडा	флорида
नली	маркуч
नली	маркучи
नली	маркуча
पूर्वोत्तर	североизточна
पूर्वोत्तर	североизток
साक्ष्य	доказателство
साक्ष्य	улики
साक्ष्य	доказателства
कहाँ	къде
आवरण	плик
आवरण	прикритие
आवरण	корица
आवरण	покритие
आवरण	покриване
आंकड़े	статистика
आंकड़े	статистика
आंकड़े	статистики
आंकड़े	статистиката
आंकड़े	фигури
आंकड़े	цифри
उपदेश	проповеди
उपदेश	проповядва
उपदेश	проповед
उपदेश	проповед
एकीकरण	интегриране
एकीकरण	интеграция
फोटो	снимка
फोटो	снимката
फोटो	фото
फोटो	снимки
फोटो	снимките
चोरी	откраднат
चोरी	открадната
चोरी	крадени
चोरी	откраднати
चोरी	откраднато
चोरी	кражба
चोरी	кражби
चोरी	крада
चोरी	кражба
चोरी	крадене
चोरी	открадне
चोरी	крадене
सिंहासन	тронът
सिंहासन	трон
सिंहासन	трона
सिंहासन	престол
आचरण	поведение
क्लोराइड	хлор
हरी	грийн
हरी	зелено
हरी	зелен
हरी	зелена
हरी	зелени
शरण	убежище
परिकल्पना	хипотеза
परिकल्पना	хипотези
बयान	твърдение
बयान	изявление
बयान	показания
मुंह	уста
मुंह	устата
विनाश	унищожаване
विनाश	разрушение
विनाश	разрушения
विनाश	унищожение
विनाश	разрушаване
पाक	pak
एजेंट	агент
बेल्जियम	белгия
वितरित	доставена
वितरित	доставени
वितरित	доставен
वितरित	доставено
वितरित	разпределяне
वितरित	разпространение
वितरित	разпределена
वितरित	разпределени
वितरित	разпределен
वितरित	разпределено
श्रेणियाँ	гилдията
श्रेणियाँ	гилдия
श्रेणियाँ	категории
शाब्दिक	буквално
चौक	чок
खूब	еее
आतंकवादी	терорист
आतंकवादी	терористична
आतंकवादी	терористите
आतंकवादी	терористи
प्रतिबंधित	ограничено
प्रतिबंधित	ограничена
प्रतिबंधित	ограничен
प्रतिबंधित	ограничени
प्रतिबंधित	забранено
प्रतिबंधित	забранени
प्रतिबंधित	забранен
प्रतिबंधित	забранена
साथियों	колеги
न्यूटन	нютън
न्यूटन	нютон
पारस्परिक	взаимно
पारस्परिक	взаимен
पारस्परिक	взаимни
पारस्परिक	взаимна
अद्यतन	актуализира
अद्यतन	актуализиране
अद्यतन	обновяване
अद्यतन	актуализация
अद्यतन	актуализации
बैठे	седнала
बैठे	седнал
बैठे	седящ
बैठे	седи
पारम्परिक	традиционно
पारम्परिक	традиционен
पारम्परिक	традиционна
पारम्परिक	традиционни
सिक्किम	сиким
प्रशिक्षित	обучен
प्रशिक्षित	обучени
प्रशिक्षित	трениран
प्रशिक्षित	обучена
पारिस्थितिकी	екология
सैद्धांतिक	теоретично
सैद्धांतिक	теоретични
सैद्धांतिक	теоретична
स्पेनी	испанци
स्पेनी	испанска
स्पेनी	испанско
स्पेनी	испански
पौधा	растение
पौधा	растителна
पौधा	завод
माई	mai
माई	маи
संलग्न	прилежаща
संलग्न	прикрепени
संलग्न	прикрепен
संलग्न	прикрепена
होम	дом
होम	домашен
होम	вкъщи
होम	къщи
होम	домове
सिक्के	монети
काउंसिल	съветът
काउंसिल	съвет
काउंसिल	съвета
ट्यूब	тръбичка
ट्यूब	туба
ट्यूब	тръба
अवलोकन	преглед
अवलोकन	обзор
अवलोकन	наблюдение
अवलोकन	наблюдения
नमूने	образци
नमूने	екземпляри
नमूने	образци
नमूने	проби
नमूने	извадки
नमूने	мостри
बन्द	off
बन्द	изключено
बन्द	затворен
बन्द	затворена
बन्द	затворено
बन्द	затворени
बन्द	затваряне
बन्द	близко
बन्द	близо
बन्द	близки
कब	когато
कब	кога
तारीख	среща
तारीख	дата
समावेश	включване
समावेश	приобщаване
खुदाई	разкопки
खुदाई	разкопки
खुदाई	сондиране
खुदाई	пробиване
भरत	бхарата
फलों	плодове
वस्तुएँ	позиции
वस्तुएँ	артикули
वस्तुएँ	предмети
वस्तुएँ	елементи
वस्तुएँ	предмети
वस्तुएँ	обектите
वस्तुएँ	обекти
हमलों	атакува
हमलों	атентати
हमलों	атаки
हमलों	нападения
हमलों	стачки
बीस	двадесет
शिकायत	оплаквания
शिकायत	жалби
शिकायत	жалби
शिकायत	оплакване
शिकायत	жалба
सफाई	чистотата
सफाई	чистота
सफाई	почистване
सफाई	чистене
टेलीविज़न	телевизори
टेलीविज़न	телевизия
टेलीविज़न	телевизията
टेलीविज़न	телевизор
अन्ना	анна
अन्ना	ана
विन्यास	настройване
विन्यास	конфигурация
विन्यास	настройки
ध्रुवीय	полярна
पार्श्व	фланг
पार्श्व	фланга
पार्श्व	страна
पार्श्व	страничен
घड़ी	часовник
