और	và
बाएं	trái
गद्दी	gaddi
दानव	giant
दानव	toshiba
दानव	monster
चढ़ाई	hiking
इंक	inc
दीपक	deepak
होल	lỗ
होल	hố
होल	chẻ
विक्रय	bán
विक्रय	lô
प्रकारों	prada
आउटपुट	xuất
घोष	ghosh
पुर्तगाल	portugal
उपज	produce
औपनिवेशिक	colonial
गोविन्द	govind
गोविन्द	govinda
मिस	miss
मिस	nhớ
व्यस्त	bận
बिलबोर्ड	billboard
सेल्सियस	celsius
टैंक	tank
टैंक	tăng
टैंक	bể
टैंक	tăng
खुशी	joy
विरूद्ध	dũng
विरूद्ध	chống
पिन	pins
पिन	ghim
पिन	ghim
पिन	pin
चट्टान	đá
चट्टान	rock
चट्टान	fossil
चट्टान	vuốt
चट्टान	cliff
सफर	du
सफर	tý
बरो	boro
बल्लेबाजी	nháy
प्रजातियां	loài
पाना	pana
पाना	wrench
त्रिपाठी	tripathi
त्रिपाठी	tiwari
शैल	đá
शैल	rock
ईमेल	email
ईमेल	email
अवसाद	depression
स्तम्भ	khe
स्तम्भ	cột
स्तम्भ	cột
खनन	mỏ
नागरी	nagri
नागरी	nagari
बुध	mercury
बुध	wed
मरीज	nhân
अरुण	arun
इंडियाना	indiana
मलिक	malik
अवध	awadh
उजागर	lộ
इलेक्ट्रॉन	electron
क्षैतिज	ngang
क्षैतिज	horizon
महमूद	mahmoud
महमूद	mahmud
डबल	double
डबल	đôi
ड्रम	drum
ड्रम	trống
ड्रम	trống
अस्पष्ट	ambiguous
अस्पष्ट	vague
अस्पष्ट	fuzzy
अस्पष्ट	nhòe
खा	khà
खा	kha
खा	ăn
अवरोध	chặn
अवरोध	barrier
टावर	tower
टावर	tháp
दायर	filled
दायर	tiển
ड्रामा	drama
ड्रामा	kịch
छेद	lỗ
छेद	hố
छेद	chẻ
छेद	lỗ
अहम	hèm
घन	cuba
घन	cube
घन	rubik
घन	khối
द्रविड़	dravidian
विश्वनाथ	vishwanath
उपनिवेश	khu
रसूल	rasul
विमानों	aviation
कुमारी	kumari
हार्मोन	hormone
हार्मोन	hormon
हार्मोन	hormone
हार्मोन	hormon
हार्मोन	hormones
आदित्य	aditya
अमृत	amrita
आरक्षित	reserved
ग्रीस	grease
ग्रीस	mỡ
ग्रीस	greece
महेश	mahesh
कष्ट	khổ
कष्ट	khổ
कष्ट	misery
पढ़ा	đọc
शिमला	shimla
प्रपात	ngã
प्रपात	falls
प्रपात	thác
प्रपात	rơi
प्रपात	sút
साधु	sadhu
बंधन	bond
हंगरी	hungary
हंगरी	hung
हंगरी	hungary
बॉब	bob
ब्राउन	brown
ब्राउन	nâu
मराठा	maratha
दावे	ngợi
दावे	khai
लो	lấy
लो	bắt
लो	chụp
सीरिया	syria
भावनात्मक	bênh
लगाई	bot
दाल	dal
दाल	dall
वकालत	advocating
माहौल	atmosphere
आयन	ion
शिकारी	hunter
शिकारी	rình
केस	case
क्लासिक	classics
क्लासिक	classic
पाली	pali
पचास	mươi
पचास	usd
पचास	fifty
केन	ken
केन	kane
टेक	ktv
टेक	teck
हावड़ा	haora
मोड	dodge
लड़के	boys
लड़के	boy
लड़के	trai
लड़के	bé
जयंती	jubilee
जर्सी	jersey
बैठ	ngồi
रमेश	ramesh
बटन	nút
बटन	button
बटन	nút
फ्रेम	khung
फ्रेम	khung
ग्लोब	globe
खुराक	liều
लंका	lanka
ज्योति	jyoti
पंख	lông
पंख	wings
पंख	cánh
अगला	kế
अगला	tiếp
अगला	kit
इंस्टीट्यूट	viện
चौड़ी	rộng
चौड़ी	vid
विक्रेता	nhã
विक्रेता	salesman
मैनचेस्टर	manchester
टाइगर	tiger
टाइगर	cọp
टाइगर	hổ
विंडोज़	windows
गैलरी	gallery
सती	sati
बिस्मिल	bismil
रायपुर	raipur
चर्चित	trend
भोजपुरी	bhojpuri
ट्रिपल	ba
ट्रिपल	triple
कर्नल	đại
कर्नल	tá
बीमार	ill
बीमार	ốm
बीमार	bệnh
बीमार	ốm
बीमार	cúm
यूईएफए	uefa
तेलुगू	telugu
घंटों	tiếng
घंटों	giờ
गिनी	guinea
चिह्नित	mác
चिह्नित	mark
गर्भावस्था	thai
झलक	thoáng
संरक्षक	guardian
अध्यापक	thầy
पर्ल	pearl
पर्ल	trân
पर्ल	perl
लुई	louis
त्वरित	mau
त्वरित	nhanh
त्वरित	brisk
त्वरित	speedy
हिन्दुओं	hindus
डाली	dali
माउंट	núi
माउंट	lắp
युद्धों	war
रियल	real
रियल	thực
रियल	thật
रियल	thiệt
मैकमोहन	mcmahon
जवाहरलाल	jawaharlal
सम	chính
धारक	container
माइक	mike
कपास	bông
कपास	cotton
घूर्णन	xoay
घूर्णन	quay
घूर्णन	xoay
घूर्णन	quay
भगत	bhagat
होम्स	homs
सुरेश	suresh
बाण	arrow
अनुकूलन	adaptation
निकोबार	nicobar
भूख	đói
भूख	đói
ग्रंथि	tuyến
ग्रंथि	gland
मार्गों	rô
टेक्सास	texas
आधी	nửa
गिरने	falling
गिरने	rơi
बंध	bond
दिलीप	dilip
दिनेश	dinesh
बोले	mắng
बोले	bole
कुत्तों	chó
औरंगजेब	aurangzeb
बॉल	bóng
बॉल	banh
बॉल	balls
बॉल	bi
बे	vịnh
बे	bay
डॉन	don
चाचा	chú
चाचा	bác
चर	biến
चैनलों	kênh
नागर	nagar
नागर	nagara
आगामी	sắp
राकेश	rakesh
बुखार	sốt
शोर	nhiễu
यूरोपियन	euro
मेरठ	meerut
शिविर	camp
शिविर	trại
दांत	răng
जेट	jet
भीम	bhima
राष्ट्रीयता	nationalities
फील्ड	field
फील्ड	trường
श्रीवास्तव	srivastava
तीस	thirty
उद्गम	vạn
सक्सेना	saxena
फ्रांसिस्को	francisco
पारसी	parsi
प्रयोक्ता	dùng
मिश्रा	mishra
स्टोर	tùng
हसन	hassan
हसन	hasan
वाल्मीकि	valmiki
टेलर	taylor
जूते	giày
जूते	giầy
जूते	móng
जूते	giày
जूते	bốt
जूते	ủng
जूते	boots
चांदी	bạc
पेन	pen
पेन	bút
पेन	bút
दरवाजे	cửa
दरवाजे	cửa
डांस	điệu
डांस	múa
राजदूत	sứ
ग्यारह	eleven
मृदा	đất
जलीय	aquatic
हरि	hari
पण्डित	pandit
मधुर	sweet
मधुर	ngọt
मधुर	sweetest
रेशम	lụa
कैम्ब्रिज	cambridge
रेत	bi
रेत	cát
सूचक	harbinger
सूचक	pointer
दलित	dalit
सुई	sui
होगन	hogan
संकाय	khoa
संज्ञानात्मक	cognitive
फिलिप	phillip
फिलिप	philip
फिलिप	filip
स्कॉटिश	scottish
कस्बा	phố
कस्बा	kasba
फ्री	free
फ्री	rảnh
मिर्च	ớt
मणिपुर	manipur
सिन्धु	sindhu
फ्रैंक	frank
मेवाड़	mewar
चिली	chile
स्राव	tit
देरी	hoãn
देरी	delay
देरी	sen
देरी	trễ
देरी	khuya
देरी	muộn
देरी	hoãn
देरी	trễ
नारंगी	cam
नारियल	dừa
बॉन्ड	bond
चंद	chand
आदर	bai
आदर	revere
घट	nồi
घट	pot
जोसेफ	giuse
जोसेफ	joseph
घंटा	tiếng
घंटा	giờ
घंटा	tiếng
घंटा	giờ
मुखिया	sếp
दुश्मन	địch
दुश्मन	thù
दुश्मन	thù
लीटर	lít
लीटर	lít
रामपुर	rampur
गुर्दे	thận
गुर्दे	cật
मीनार	minar
मीनार	tower
मीनार	tháp
मीनार	minaret
वक़्त	gian
वक़्त	thời
आस्ट्रेलिया	australia
आस्ट्रेलिया	úc
कॉफी	phê
कॉफी	coffee
कॉफी	cafe
फाइबर	fiber
फाइबर	sợi
परेशानी	rối
जंग	jung
दिमाग	óc
दिमाग	não
दिमाग	phiền
दिमाग	óc
दिमाग	brain
दिमाग	não
इंटर	inter
हवेली	haveli
टेबल	bảng
टेबल	bàn
टेबल	bảng
टेबल	bàn
स्कॉट	scott
मैड्रिड	madrid
गढ़	bastion
माधव	madhava
हांगकांग	hongkong
अस्थि	xương
अस्थि	bone
सीबीएस	cbs
कुंजी	keys
कुंजी	phím
कुंजी	key
कुंजी	khóa
कुंजी	phím
रोटी	roti
रोटी	mì
स्क्वायर	đc
स्क्वायर	square
स्क्वायर	vuông
स्क्वायर	skype
मंदी	recession
मिमी	mimi
इराक	iraq
प्रशंसक	fans
प्रशंसक	fan
प्रशंसक	quạt
प्रशंसक	fuck
सेठ	seth
मन्त्र	mantra
मूर्तियों	idols
स्वाधीनता	liberty
एयरलाइन	airbus
एयरलाइन	airlines
एयरलाइन	airline
तस्वीरें	ảnh
तस्वीरें	ảnh
तस्वीरें	pics
सब्जी	rau
बोइंग	boeing
आत्मकथा	autobiography
सवारी	cưỡi
सवारी	ri
कपड़ा	dệt
कपड़ा	vải
कपड़ा	dệt
झा	jha
प्लस	cộng
प्लस	plus
विक्रमादित्य	vikramaditya
गंध	mùi
गोद	laps
गोद	lap
छुट्टी	nghỉ
छुट्टी	holiday
यंग	trẻ
यंग	young
अल्लाह	allah
राइट	wright
शरद	sharad
आंख	eye
आंख	mắt
पालतू	pet
पालतू	nuôi
संचित	consolidated
लाला	lala
उधार	mượn
उधार	mượn
टोनी	tony
सजीव	sống
सजीव	living
सजीव	sống
सजीव	live
स्टेट्स	kỳ
शायर	shire
कविताएँ	thơ
दीर्घा	gallery
शॉट	phát
शॉट	bắn
शॉट	phát
मिस्टर	mister
लता	lata
कोर्स	hải
वॉशिंगटन	washington
वस्तुएं	mục
भोज	yến
मानस	manas
कराते	karate
उत्तेजित	hyper
उत्तेजित	cường
अनावश्यक	thừa
क्षतिग्रस्त	hỏng
वाई	vai
कश्यप	kashyap
नाव	tàu
नाव	thuyền
नाव	boat
फिल्मी	phim
फिल्मी	film
शर्करा	carbohydrate
पंच	đấm
पंच	punch
बोला	bola
विघटन	disintegration
अनौपचारिक	informal
स्तूप	stupa
अरुणाचल	arunachal
लहर	sóng
लहर	wave
सल्फेट	sunfat
सल्फेट	sulfat
सल्फेट	sulfate
कूद	nhảy
कूद	nhảy
रावत	rawat
ऊन	fleece
ऊन	len
नासा	nasa
ब्रह्मांड	cosmos
हीरो	hero
हीरो	hùng
हीरो	hoàn
विराम	phết
विराम	phẩy
रियो	rio
पंचम	fifth
सैम	sam
सुलभ	disposable
सुलभ	handy
हू	hú
रिक्त	null
रिक्त	rỗng
रिक्त	trống
रिक्त	trống
रिक्त	blank
बडी	buddy
वादक	drummer
गामा	gam
गामा	gram
गामा	gamma
अनु	anu
मोर	mor
मोर	peacock
ढाल	dốc
ढाल	gradient
ढाल	dốc
फेफड़े	phổi
फेफड़े	ớt
अभिषेक	abhishek
दोस्तों	guys
दोस्तों	bè
दरअसल	thực
रोज	rose
रोज	ngợi
खोलने	mở
खुलासा	lộ
तोड़ने	phá
तोड़ने	breaking
जरूर	phải
नकल	trùng
सर्प	rắn
स्ट्रोक	cú
स्ट्रोक	đòn
बैटमैन	batman
नाटककार	dramatist
गुड	tốt
गुड	hay
गुड	ngon
धनुष	cung
धनुष	bow
एप्पल	táo
एप्पल	apple
मधु	thuế
परिदृश्य	palestine
परिदृश्य	panorama
हार्वर्ड	havard
हार्वर्ड	harvard
मिथिला	mithila
गुवाहाटी	guwahati
मार्क्स	marx
वॉन	von
सराय	sarai
सराय	inn
कट	cut
कट	cắt
कट	méo
कट	chém
पुरस्कृत	thưởng
केविन	kevin
कर्ता	diễn
साबुन	xà
मिलन	milan
मिलन	milano
गेंदबाजी	bowling
ढाका	dhaka
आक्सीजन	ôxi
आक्सीजन	oxygen
आक्सीजन	oxy
आक्सीजन	ôxy
ब्रूस	bruce
बैठने	ngồi
कवच	bùa
कवच	giáp
ड्यूक	duke
दूत	sứ
राष्ट्रमंडल	commonwealth
मीर	mir
पिक्चर्स	ảnh
पिक्चर्स	pixar
साहस	dũng
साहस	chống
ओल्ड	cũ
ओल्ड	tuổi
ओल्ड	già
ज़रा	zara
थकान	trau
थकान	mệt
कोट	quote
कोट	khoác
अपमान	xúc
घोर	macabre
मूवी	phim
मूवी	phim
मेटल	co
प्रोफाइल	sơ
ब्रिज	bridges
ब्रिज	cầu
ब्रिज	cầu
ताज	vương
ताज	taj
रोबोट	robot
व्हिस्की	whiskey
व्हिस्की	whisky
दम	dum
समृद्धि	vượng
अक्तूबर	oct
एक्ट	act
जोकर	joker
जोकर	bồi
जोकर	jack
जोकर	hề
जोकर	dị
मित्रों	bè
कूट	kutta
निमित्त	chi
आज़ाद	azad
अवधी	awadhi
कोयले	than
करण	karan
वीज़ा	visa
कास्त्रो	castro
आकाशगंगा	galaxy
टक्कर	collision
वैशाली	vaishali
गुणा	nhân
समायोजन	chỉnh
मनमोहन	manmohan
विषम	lẻ
बाली	bali
बाली	bali
हां	yup
हां	dô
हां	vâng
हां	dạ
राह	đường
कंक्रीट	tông
जिंदगी	đời
शिया	shiite
शिया	hạ
शिया	shia
अकेला	độc
अकेला	single
अकेला	đơn
उपनगरीय	suburb
बाबर	babur
प्रांतों	tỉnh
ह्रदय	tim
ह्रदय	heart
चाप	arc
चाप	arch
चाप	vòm
चोल	chola
पन्ना	chlorostilbon
पन्ना	emerald
खुश	phúc
खुश	vui
हंस	ngỗng
हंस	goose
भरोसा	tin
क्रय	mua
फेफड़ों	phổi
फेफड़ों	lung
फेफड़ों	phổi
फेफड़ों	ớt
कार्तिक	kartik
एनरॉन	enron
बिलासपुर	bilaspur
झुकाव	uốn
झुकाव	tilt
झुकाव	nghiêng
पं	paw
जबलपुर	jabalpur
ओडिशा	odisha
लीप	leap
भीषण	macabre
कैलाश	kailash
मेहनत	cứng
मेहनत	khó
मेहनत	khổ
मेहनत	đắng
मेहनत	xay
मेहनत	nghiến
थाईलैंड	thailand
पर्याय	synonym
बहुतायत	galore
चाँदी	bạc
वर्णक्रम	spectrum
राक्षस	khổn
राक्षस	ám
राक्षस	quỷ
राक्षस	monster
एलिस	elis
ग्रे	gray
ग्रे	xám
ग्रे	xám
शाकाहारी	vegan
श्वास	thở
तंग	tang
तंग	đường
तंग	kềm
तंग	chật
तंग	hẹp
प्रतिरूप	replica
चीजें	điều
कांच	cốc
कांच	kính
कांच	ly
कराची	karachi
शस्त्र	khí
शस्त्र	súng
शस्त्र	khí
शस्त्र	tay
राजू	raju
गुलाबी	pink
गुलाबी	hồng
ब्राउज़र	duyệt
बियर	beer
बियर	bia
गान	ca
सातवीं	seventh
एनबीसी	nbc
पुरूष	buồng
पुरूष	đực
पुरूष	nam
सिंधु	indus
सिंधु	sindhu
सिंधु	sindh
लाइट	châm
लाइट	đèn
लाइट	nhạt
अभिव्यक्त	express
मेहरा	mehra
महा	maha
ऑस्कर	oscar
ऑस्कर	oscars
ऑस्कर	oscar
टॉस	toss
बाएँ	trái
स्टीफन	stephen
ब्लूज़	blues
कांस्य	đồng
अलौकिक	supernatural
वृत्ति	nghề
महिलाएँ	quý
महिलाएँ	nữ
एडिनबर्ग	edinburgh
काच	cốc
काच	kính
काच	ly
सोलह	sixteen
मलय	malaysia
मलय	malay
डिज़्नी	disney
गोलाकार	hiệp
गोलाकार	vòng
सिकंदर	alexandros
सिकंदर	aleksandr
सिकंदर	alexander
टोक्यो	tokyo
भाग्य	fortune
भाग्य	lường
भाग्य	destiny
भाग्य	phạn
बैल	ngưu
बैल	bò
बैल	bull
पैनल	tấm
नर्मदा	narmada
मारिया	chư
मारिया	maria
स्वीकार्य	swat
दिनांक	ngày
तेलंगाना	telangana
योगी	yogi
भीष्म	bhishma
गुट	clique
रोज़	rose
रोज़	ngợi
आर्मी	quân
आर्मी	army
ब्लेक	blues
ब्लेक	blake
गर्भवती	thai
गर्भवती	bầu
खरीदा	mua
लीड्स	leeds
मुद्रण	in
सूट	dress
हिंद	hind
सैयद	syed
शान	đan
शान	shan
प्रविष्ट	ngắt
प्रविष्ट	chèn
प्रविष्ट	chèn
कौटिल्य	kautilya
वुड्स	rừng
बर्फ़	tuyết
बर्फ़	snow
बर्फ़	băng
बर्फ़	đá
बर्फ़	is
मरुस्थल	mạc
अल्पसंख्यक	minorities
ट्रक	trailer
डीन	dean
कब्र	mộ
कब्र	mồ
फर्श	tầng
फर्श	sàn
ग्राउंड	đất
पैकेज	gói
पैकेज	gói
प्रतियोगी	tap
मोती	moti
मोती	perl
मोती	pearl
मोती	trân
पादरी	clergy
यूरो	euro
है,	là,
लिटिल	nhỏ
लिटिल	tiểu
परिपक्व	mature
उष्ण	tropical
हरित	lục
लेडी	đầm
लेडी	tẩy
दया	mercy
टेक्स्ट	chữ
इंद्र	indra
कांगो	congo
इरादा	intention
आशीर्वाद	blessing
मनोहर	manohar
ओजोन	ozone
ग्रिड	lưới
सुप्रीम	supreme
अनन्त	infinite
अनन्त	vá
अनन्त	mải
मॉल	mall
यूनेस्को	unesco
लास	las
त्रिपुरा	tripura
आस्ट्रिया	áo
निर्वाण	nirvana
सपना	mơ
सपना	dream
वेन	wayne
उत्तराधिकार	inheritance
कारावास	tù
विचित्र	bizarre
विद्रोही	rebel
आलोक	alok
नायर	nair
बैठा	ngồi
बैठा	ngồi
बैठा	sat
चन्द्रगुप्त	chandragupta
स्टर्लिंग	sterling
स्टर्लिंग	stirling
फीफा	fifa
इंजेक्शन	tiêm
प्राइवेट	pvt
प्राइवेट	tư
चित्रकारी	tranh
चित्रकारी	sơn
बेसबॉल	chày
उदर	bụng
झीलों	hồ
झीलों	lakes
लय	laya
फायर	lửa
फायर	cháy
फायर	lứa
हैमिल्टन	hamilton
ऑर्डर	lệnh
किलोग्राम	kilogram
स्त्रोत	nguồn
स्त्रोत	nguồn
टेप	băng
खैर	chà
खैर	ừm
वाइरस	virus
वाइरस	virut
वाइरस	virus
वाइरस	virut
कोहली	kohli
रबर	tẩy
हज़रत	hazrat
गाथा	saga
सूक्ष्मदर्शी	microscope
सूक्ष्मदर्शी	phức
फाइल	tệp
फाइल	file
निकोलस	nicolas
निकोलस	nicholas
मूर्तियाँ	tượng
जोड़ों	couples
परिपूर्ण	hảo
सन्त	sant
परमात्मा	liêng
परमात्मा	divine
वाक्यांश	chuỗi
मकबरा	mộ
मकबरा	tomb
शशि	shashi
सराहना	appreciation
मार्केट	chợ
किताबें	sách
हिटलर	hitler
सीख	học
सीख	ngộ
सीख	học
कैबिनेट	tủ
वैन	vans
वैन	trù
वैन	van
सीईओ	ceo
विस्फोटक	nổ
सनातन	mải
तुर्क	turk
संकर	hybrid
प्रो	prof
प्रो	pro
बोस्टन	boston
स्तन	vú
स्तन	ngực
स्तन	zú
स्तन	vú
स्तन	vú
स्तन	tits
स्तन	vú
स्तन	ngực
स्तन	breast
लिखकर	viết
लिखकर	ghi
पेपर	giấy
पेपर	trát
वाटर	nước
सूरी	suri
रॉ	raw
रॉ	thô
औरत	nữ
यश	yash
चाँद	nen
चाँद	nguyệt
चाँद	trăng
चाँद	moon
भूटान	bhutan
जॉनसन	johnson
त्रिकोण	tam
साइबेरिया	sibir
साइबेरिया	siberia
विकृति	warp
हिंदुओं	hindus
सारांश	synopsis
संवेदनशीलता	nhạy
सुगंधित	thơm
वाजपेयी	vajpayee
करेगी	will
करेगी	sẽ
करेगी	muốn
लौकिक	cosmic
चिड़ियाघर	thú
चिड़ियाघर	zoo
मेजबान	máy
सतीश	satish
दूरबीन	nhòm
बालू	bi
बालू	cát
चार्ज	sạc
इक्विटी	equity
लोड	nạp
लोड	tải
सूरत	surat
मणि	mani
उद्धरण	quotes
उद्धरण	quote
मार्क्सवादी	marxist
नकली	giả
नकली	fake
सुदृढ़	obdurate
समझे	hiểu
समझे	hieu
वक्ता	loa
स्वयंसेवक	nguyện
ईंट	gạch
ईंट	brick
ईंट	rô
दस्तावेज़	liệu
दस्तावेज़	doc
ड्रैगन	rồng
ड्रैगन	diều
ड्रैगन	long
ड्रैगन	dragon
रोजर	rõ
रोजर	roger
स्कैन	quét
स्कैन	scan
हान	hàn
हान	han
हान	hán
पेट्रोल	xăng
पेट्रोल	xăng
इंटरफेस	giao
नायिका	hero
नायिका	hùng
नायिका	hoàn
नायिका	heroine
फॉक्स	fox
फॉक्स	cáo
हड़ताल	strike
हड़ताल	đâm
हड़ताल	slr
यमन	yemen
यमन	ye
स्टैनफोर्ड	stanford
चार्ली	charlie
चार्ली	vc
पेशी	muscle
मीरा	meera
स्टोरी	truyện
स्टोरी	chuyện
सिपाही	lính
फ्लैश	float
फ्लैश	nổi
फ्लैश	nháy
फ्लैश	flash
दीन	den
दीन	din
संग	sang
जिमी	jimmy
मुलायम	soft
मुलायम	mềm
दही	yogurt
दही	curd
टर्मिनस	terminus
चटर्जी	chatterjee
अमीरात	emirates
एंटी	anti
महिमा	vinh
शेक्सपियर	shakespeare
मिथुन	gemini
रूट	rô
रूट	root
रूट	chủ
रामकृष्ण	ramakrishna
तुलसीदास	tulsidas
फिलिप्स	philips
सार्वभौमिक	universal
सार्वभौमिक	chung
व्यर्थ	useless
महाद्वीपीय	continental
गिरा	sáp
गिरा	rơi
गिरा	sút
गिरा	ngã
ध्येय	tiêu
ध्येय	đo
ध्येय	chi
ताइवान	taiwan
ताइवान	taipei
पल	moments
पल	lát
पहुँचे	đa
डाले	daley
कलाम	kalam
अयस्क	quặng
अत्याचार	atrocities
हि	hehe
बहाव	trôi
ट्यूमर	bướu
दाँत	răng
हिन्दुस्तानी	hindustani
एबरडीन	aberdeen
गोविंद	govind
वार्ड	phường
वार्ड	ward
वार्ड	khu
क्लार्क	clarke
क्लार्क	clark
मास्को	moscow
मास्को	moskva
रकम	sums
चूना	limestone
धार	dhar
दीवान	diwan
डब	dub
प्रवर्तक	promoter
सूखी	lau
सूखी	khô
बॉट	bot
चेहरा	face
चेहरा	mặt
प्रधानता	ưu
पिशाच	vampire
जला	đốt
जला	cháy
जला	burn
वाल्व	van
धोखा	cheat
धोखा	cheats
किंग्स	kings
किंग्स	vua
नेटवर्किंग	mạng
अर्जेंटीना	argentina
इंसान	human
सूडान	sudan
वादा	hứa
चालीस	forty
अप्रत्यक्ष	ngầm
अप्रत्यक्ष	xiên
एयरलाइन्स	airbus
दंत	nha
सौदा	thuận
सुनवाई	thính
देसाई	desai
आदिवासियों	adivasi
बुधवार	wed
पीस	mài
पीस	mảnh
पीस	miếng
पीस	piece
पीस	vở
इथियोपिया	ethiopia
हीरा	zô
हीरा	diamond
किनारों	mép
किनारों	biên
डॉट	chấm
डॉट	dot
संध्या	eva
संध्या	eve
संध्या	tối
न्यूयार्क	newyork
बेकार	sucks
बेकार	useless
मिशेल	michelle
मिशेल	michele
मिशेल	mitchell
सचिन	sachin
मोटा	thick
मोटा	dầy
मोटा	dày
मोटा	béo
मोटा	mập
मोटा	fat
वरदान	blessing
वरदान	boon
सलमान	salman
दुख	khổ
दुख	misery
आर्यों	aryan
फ्रेडरिक	friedrich
फ्रेडरिक	friedrich
फ्रेडरिक	frederick
प्लग	plug
प्लग	cắm
राष्ट्रवाद	nationalism
समर्पण	dedication
काबुल	kabul
आयरन	sắt
फिल्टर	lọc
डाई	nhuộm
डाई	dye
देखिये	xem
देखिये	pass
स्विस	swiss
फोर्ट	fort
चमड़े	da
हफ्ते	tuần
हफ्ते	tuần
मैथिली	maithili
चैंपियंस	champions
कनेक्शन	hã
अरस्तू	aristotle
बिली	billy
बिली	billie
अरविन्द	aurobindo
अरविन्द	arvind
खाया	ăn
बार्सिलोना	barcelona
प्रवक्ता	spokesperson
प्रवक्ता	spokesman
अग्रिम	advance
अग्रिम	frontline
अस्त्र	astra
विकिमीडिया	wikimedia
माइक्रोफोन	micro
माइक्रोफोन	micrô
माइक्रोफोन	microphone
अब्राहम	abraham
जुड़वां	twin
जुड़वां	song
जुड़वां	twins
प्रिक्स	prix
गोल्फ	golf
गोल्फ	gôn
जैसलमेर	jaisalmer
विडियो	video
गोले	phát
मुकेश	mukesh
हिप	hip
हिप	hông
मंजिल	tầng
मंजिल	sàn
मूर्तियां	idols
कीमतों	giá
ट्रॉफी	cúp
शेट्टी	shetty
लेक	lek
लेक	lệch
मिल्वौकी	milwaukee
कंधे	vai
मज़बूत	mạnh
मज़बूत	strong
कंट्रोल	control
कंट्रोल	ctrl
थीम	thái
पाउडर	bột
पाउडर	phấn
संगमरमर	mốc
सेक्स	sex
शेखर	shekhar
कीर्ति	fame
मिलाने	milan
मिलाने	milano
जेन	jane
जेन	jen
अरबों	tỷ
अरबों	tỉ
गतिशीलता	mobility
कहां	đâu
आतंरिक	nội
कैथरीन	katherine
कैथरीन	catherine
कैथरीन	catarina
करन	karan
पत्ती	lá
पत्ती	patti
हिम	tuyết
हिम	snow
कब्ज़ा	takeover
हस्तांतरण	chuyển
हस्तांतरण	truyền
हस्तांतरण	truyền
लॉजिक	luận
लॉजिक	logic
कुरुक्षेत्र	kurukshetra
टकराव	collision
टकराव	đốp
टकराव	clash
लिनक्स	linux
धुरी	pivot
धुरी	trục
धुरी	trục
घोड़ा	ngựa
ख़राब	xấu
ख़राब	bad
ख़राब	kém
ख़राब	khiếp
ख़राब	tệ
कार्बोहाइड्रेट	carbohydrates
पतले	mỏng
पतले	skinny
पतले	gầy
पतले	nhẹ
दर्रा	qua
दर्रा	đèo
दर्रा	pass
गैलेक्सी	galaxy
आगम	agama
रैंक	rang
रैंक	rank
अपूर्ण	imperfect
डेल	dale
डेल	del
डेल	dell
दूरदर्शी	visionary
दूरदर्शी	telescope
वज़न	cân
भेड़	cừu
रैखिक	tuyến
सत्याग्रह	satyagraha
फांसी	vởn
फांसी	treo
सस्ते	cheap
सस्ते	rẻ
सक्रियता	activism
ऐनी	anne
बेला	bella
रॉकेट	tiễn
रॉकेट	rocket
निकालना	trekking
नॉर्वे	nauy
कलम	pen
कलम	bút
चूर्ण	bột
चूर्ण	phấn
बॉस	sếp
बॉस	boss
टोरंटो	toronto
जॉर्जिया	gruzia
जॉर्जिया	georgia
कोल	cole
मरे	murray
खुफिया	pet
नलिका	ống
अजीब	weird
अजीब	rar
अजीब	lạ
अजीब	lạ
अजीब	awkward
ओबामा	obama
शॉन	shaun
शॉन	sean
अल्बर्ट	albert
ख़ैबर	khyber
बेगम	begum
आन्तरिक	nội
वेगास	vegas
सघन	compact
सघन	nén
सघन	gọn
चौदह	fourteen
प्लाज्मा	plasma
छपाई	in
छपाई	in
सर्दी	lạnh
सर्दी	winter
गिलगित	gilgit
खेर	kher
मीठा	sweet
मीठा	ngọt
सच्चाई	truths
सच्चाई	thật
व्यवसायों	nguyễn
आदत	trù
आज़ादी	do
लड़कों	boys
स्विच	switch
स्विच	chuyển
पैन	pan
ताजा	tươi
झरने	thác
भिक्षु	monk
बलूचिस्तान	balochistan
बलूचिस्तान	baluchistan
नेपोलियन	napoléon
नेपोलियन	napoleon
आधिपत्य	hegemony
अंडरटेकर	đòn
पूंछ	đuôi
मंडी	mandi
मेमोरियल	memorial
रीढ़	backbone
प्रदीप	pradeep
सेवानिवृत्त	hưu
क्रूज़	cruz
धनात्मक	dương
आइस	băng
आइस	đá
आइस	is
कमज़ोर	yếu
कमज़ोर	nhược
कमज़ोर	què
कमज़ोर	bèo
कमज़ोर	lame
आयुर्विज्ञान	thuốc
आयुर्विज्ञान	ayurveda
सऊदी	saudi
भरतपुर	bharatpur
मोम	sáp
मोम	wax
सूअर	lợn
सूअर	heo
सूअर	lợn
सूअर	thối
सूअर	heo
सूअर	đẻ
सौदे	deals
सौदे	thuận
गुलशन	gulshan
पलायन	getaway
वर्जीनिया	virginia
दृढ़ता	perseverance
संतों	saints
घूम	spinner
घूम	spinning
केंद्रों	centres
उत्सर्जित	emitted
रचनाएं	creations
बुश	bush
सपने	mơ
सपने	dream
सपने	mơ
सपने	dreams
आश्चर्यजनक	ngàng
बसु	basu
छाती	ngực
घोड़ों	ngựa
वॉल	wall
वॉल	tường
यम	yam
यम	yum
यम	pluto
हड्डियों	xương
फ्रांसिस	phanxicô
फ्रांसिस	francis
