ausscheiden	звільнення
wiederholen	повторюю
wiederholen	повторення
wiederholen	повторити
wiederholen	відтворити
wiederholen	повтор
wiederholen	повторити
reformierte	квітку
astronomie	астрономія
stadtzentrum	центр
decke	склепіннях
decke	ковдра
decke	покривало
decke	ковдри
decke	стелі
decke	стеля
decke	дах
wohnt	життів
wohnt	живе
wohnt	згортається
schritte	слідами
schritte	кроків
schritte	кроки
wachsenden	росте
wachsenden	нарощування
dominiert	домінує
dominiert	домінують
dominiert	захоплюють
geschafft	переживали
geschafft	худоби
geschafft	вдалося
geschafft	зуміли
geschafft	керується
geschafft	переможно
geschafft	зробила
geschafft	made
geschafft	зроблено
geschafft	закінчили
geschafft	виконано
geschafft	готово
geschafft	done
geschafft	успішне
michail	михайло
globe	глобус
ulrike	сара
ulrike	ульріка
ulrike	юлія
ulrike	джулія
nicholas	миколай
nicholas	ніколас
nicholas	миколая
jubiläum	ювілейна
jubiläum	ювілей
jubiläum	ювілеї
jubiläum	річниця
jubiläum	ювілей
schnabel	дзьоб
française	франсез
schriftlich	писав
schriftlich	записано
schriftlich	написано
schriftlich	записані
schriftlich	написання
schriftlich	запис
schriftlich	писати
schriftlich	запису
palästina	автономії
palästina	палестинська
klärung	прояснити
klärung	вияснити
wilfried	вілфред
wilfried	вільфрід
verfolgte	піднімалася
verfolgte	привиди
verfolgte	переслідували
angewandt	застосування
angewandt	застосовано
angewandt	звернулася
zehnten	десяту
zehnten	десятий
still	тихіше
still	still
still	ще
still	надалі
still	досі
eingeleitet	ініціювали
eingeleitet	започаткував
vorgaben	конфігурації
vorgaben	набори
vorgaben	типові
beobachter	спостерігачі
beobachter	спостерігачів
beobachter	стежить
beobachter	монітори
beobachter	спостерігач
beobachter	спостерігача
bilanz	баланс
produkten	продукція
produkten	виріб
produkten	вироби
produkten	продукти
fürth	фюрт
indirekt	непрямі
indirekt	непрямим
mtv	mtv
alias	псевдонім
alias	aka
bestätigung	підтвердити
bestätigung	підтвердження
bestätigung	підтвердити
bestätigung	перевірка
mühlen	млин
mühlen	вітряки
mühlen	міллс
libretto	лібрето
wiederherstellen	відновлення
wiederherstellen	відновити
wiederherstellen	відновлення
wiederherstellen	відновити
wiederherstellen	повторити
wiederherstellen	відновлення
massaker	злочини
massaker	різня
suffix	суфікс
rudolph	рудольф
umgangssprachlich	сленг
rennfahrer	racer
beseitigt	вирішено
beseitigt	вирішили
beseitigt	позбулися
aufschwung	відродження
matrix	масиву
matrix	масив
matrix	масиві
matrix	матриця
matrix	матриці
ähnlichkeit	подібності
ähnlichkeit	схожість
ähnlichkeit	подібність
verteidigte	захищали
verteidigte	захищав
empfehlung	рекомендовано
empfehlung	рекомендовані
empfehlung	рекомендується
empfehlung	рекомендований
empfehlung	пропозиція
empfehlung	рекомендацію
bedrohung	загрози
bedrohung	загроза
bedrohung	загрозу
bedrohung	загрози
bedrohung	погроз
bedrohung	погрози
bedrohung	загроза
bedrohung	погроза
bedrohung	загрозу
einweihung	рішучість
einweihung	інавгурація
landkreise	райони
vollendet	завершив
vollendet	завершує
landung	посадка
landung	посадку
sozialer	соціальне
sozialer	соціальні
sozialer	соціальна
sozialer	соціальний
statistischen	статистичні
statistischen	статистичних
dallas	даллас
offensive	наступ
offensive	операція
fein	файно
fein	добре
pole	поле
pole	полюс
pole	поляків
pole	поляки
herman	герман
besiegt	підкорили
besiegt	бив
besiegt	побили
besiegt	перемогли
besiegt	поразки
krause	краузе
bindung	бонд
entwürfe	designs
entwürfe	чернетки
entwürfe	креслень
schwimmen	плавати
schwimmen	плавання
early	рання
early	рано
early	раннє
early	ранній
abkürzungen	скорочення
abkürzungen	абревіатура
abkürzungen	скорочення
abkürzungen	скорочення
abkürzungen	абревіатур
protest	протест
protest	протести
messina	мессіна
organisierten	організований
organisierten	організованого
organisierten	організована
organisierten	організовані
kugel	сфера
kugel	сфери
kugel	куля
kugel	глобус
kugel	кулька
kugel	бал
kugel	орб
kugel	кулю
kugel	постріли
kugel	позначки
kugel	куля
kosovo	косова
kosovo	косово
delegation	спрямування
delegation	делегації
delegation	делегація
färbung	фарбування
färbung	розфарбування
trophy	трофей
ausstrahlung	трансляція
ausstrahlung	харизма
ausstrahlung	ефіри
ausstrahlung	трансляція
pest	пешт
pest	зараза
pest	чума
indischer	індійська
indischer	індійський
genehmigt	статутний
genehmigt	підтримую
genehmigt	затвердити
genehmigt	підтверджено
genehmigt	затверджено
genehmigt	надавати
universum	всесвіт
gespräche	розповідає
gespräche	розмовляє
gespräche	говорить
gespräche	розмови
gespräche	бесіди
gespräche	дискусії
gespräche	обговорення
biathlon	біатлон
wärme	термальні
wärme	теплом
wärme	спека
wärme	тепло
wärme	теплі
wärme	тепла
wärme	тепло
wärme	опалення
kommerzielle	комерційне
kommerzielle	комерційного
kommerzielle	комерційні
kommerzielle	комерційна
kommerzielle	комерційний
korrigieren	корекція
korrigieren	виправити
korrigieren	фіксована
korrigieren	виправлення
korrigieren	виправте
korrigieren	виправити
korrigieren	правильна
korrigieren	правильний
mechanische	механічна
mechanische	механічний
moor	муром
moor	марш
moor	марші
moor	маври
moor	болото
bezeugt	заявив
erfüllung	виконую
erfüllung	стандарту
erfüllung	рак
schach	шахи
hauptquartier	штаб
ward	палаті
vieles	багато
vieles	багатьох
vieles	багато
vieles	сильно
einheitlich	уніфіковані
einheitlich	універсальний
einheitlich	унітарна
einheitlich	форма
ehrungen	чеснот
ehrungen	чесноти
ehrungen	вшановує
ehrungen	чеснот
ehrungen	чесноти
auftauchen	спостерігали
einbau	інкорпорація
einbau	монтування
einbau	вдале
einbau	встановлення
steinen	камені
steinen	камінці
steinen	каменів
breitengrad	широта
breitengrad	паралельний
breitengrad	паралельні
breitengrad	паралельно
breitengrad	довгота
silberne	срібла
silberne	срібло
silberne	silver
silberne	срібний
commonwealth	співдружності
hohenzollern	гогенцоллерн
klang	sound
klang	звук
klang	прозвучало
klang	розмовляла
malta	мальта
sitzung	сеанс
sitzung	сесії
sitzung	сеансу
sitzung	сесія
sitzung	засідання
sitzung	нарада
sitzung	зустрічі
sitzung	зустріч
sitzung	сидячи
sitzung	сиджу
sitzung	сидить
bolivien	болівійський
bolivien	болівії
wohin	звідки
wohin	де
wohin	where
wohin	куди
schwerpunkte	найважливіше
schwerpunkte	підсвічування
schwerpunkte	найголовніше
schwerpunkte	фокус
schwerpunkte	фокусування
schwerpunkte	focus
schwerpunkte	пріоритет
schwerpunkte	пріоритетів
seoul	сеулі
relevanter	актуальна
verpflichtung	угода
verpflichtung	вимога
verpflichtung	характеру
teilnahmen	відвідали
aufsatz	есе
benutzung	користування
benutzung	використання
leiche	туші
leiche	труп
leiche	труп
warner	warner
lernt	вивчає
verträge	контракти
verträge	договорах
verträge	договори
nordsee	північна
nordsee	норт
nordsee	північний
nordsee	північ
abschied	прощання
abschied	прощавай
abschied	прощай
abschied	прощання
abschied	прощавай
abschied	прощай
perfekt	perfect
perfekt	ідеально
perfekt	ідеальні
perfekt	ідеальне
perfekt	ідеальна
perfekt	досконало
perfekt	ідеально
burgruine	руїни
kommunisten	комуністи
kommunisten	комуністичний
kommunisten	комуністична
eingegangen	отримано
eingegangen	отримані
eingegangen	отриманий
eingegangen	отримали
eingegangen	отримала
ngc	ngc
definieren	визначає
definieren	визначення
definieren	вказати
definieren	визначати
definieren	визначити
augustin	августин
augustin	augustin
werdegang	кар
werdegang	журнал
werdegang	історія
werdegang	історії
organ	органи
organ	орган
konto	рахунок
inhaftiert	затримала
inhaftiert	заарештовано
inhaftiert	затриманих
inhaftiert	заарештовані
inhaftiert	закрила
busse	шини
busse	бус
busse	шина
busse	автобус
busse	автобуси
busse	автобуси
mineral	мінеральна
mineral	мінерали
mixed	змішана
mixed	змішаний
mixed	змішані
konzerten	концерти
kommissar	детектив
kommissar	ревізор
kommissar	інспектор
kommissar	комісар
erlernte	вивчили
erlernte	навчився
erlernte	вивчив
erlernte	навчилися
präsentierte	представили
präsentierte	презентували
präsentierte	представлена
präsentierte	презентувала
dream	сон
dream	dream
dream	мрія
aktien	акціями
aktien	акція
aktien	капітал
aktien	акції
aktien	поширення
aktien	рахунки
aktien	акцій
grammatik	мовознавство
grammatik	граматики
grammatik	граматика
grammatik	граматична
lustig	забава
lustig	веселощі
lustig	весело
lustig	смішний
lustig	смішне
lustig	смішні
lustig	веселі
lustig	смішно
lustig	кумедні
lustig	сміху
lustig	веселий
fernseh	телебачення
landshut	ландсгут
silver	срібла
silver	срібло
silver	silver
silver	срібний
case	регістр
case	справа
case	випадок
case	випадку
spanier	іспанця
spanier	іспанці
upper	вгорі
upper	верхня
upper	верхні
upper	верхній
filter	фільтрувати
filter	фільтр
filter	фільтри
hölle	hell
hölle	пекло
hölle	чорти
hölle	hellfire
beat	били
beat	біт
beat	побили
meta	мета
charakteristisch	характеристика
charakteristisch	характерні
grade	класі
grade	градуси
grade	градусів
mönch	монах
plateau	плато
befreien	мушкет
mathematischen	математична
mathematischen	математичних
mathematischen	математичний
mathematischen	математичні
amateur	аматорського
amateur	аматорський
amateur	аматор
nachbarschaft	сусіди
nachbarschaft	сусіди
nachbarschaft	сусідство
nachbarschaft	оточення
nachbarschaft	сусідство
nachbarschaft	сусідства
staatsanwaltschaft	звинувачення
staatsanwaltschaft	обвинувачення
staatsanwaltschaft	прокурор
staatsanwaltschaft	прокурора
popularität	популярність
laurent	лоран
konsequenzen	євросоюзу
konsequenzen	наслідки
belgische	бельгійські
belgische	бельгійський
rechtsprechung	компетенції
rechtsprechung	карний
bakterien	бактеріальне
bakterien	бактерій
bakterien	бактерії
martha	марто
martha	марта
pan	пан
pan	випічки
channel	канал
channel	каналом
channel	channel
channel	каналу
übersetzen	переклад
übersetzen	переклад
übersetzen	переклад
übersetzen	перекласти
übersetzen	перекладати
erhard	ергард
hunderte	сотні
trainiert	навчали
börse	обмін
kings	королі
taunus	таунус
angefangen	почалося
angefangen	почалось
angefangen	почали
angefangen	розпочато
angefangen	почався
angefangen	почато
angefangen	починаючи
angefangen	починається
angefangen	початок
angefangen	починаються
angefangen	запуск
angefangen	почалась
angefangen	почалося
angefangen	почалось
damm	гребля
genua	генуя
cook	готувати
cook	кухаря
cook	кук
cook	повар
cook	кухар
exzellent	відмінний
exzellent	чудова
exzellent	відмінно
juristen	прокурори
juristen	адвокати
juristen	адвокатів
juristen	юристи
juristen	адвокат
juristen	юрист
rum	ром
rum	рому
preisgeld	премія
sekunde	сек
sekunde	секундах
sekunde	секунд
sekunde	секунди
sekunde	другий
sekunde	друге
sekunde	друга
sekunde	секунда
sekunde	сек
warren	воррен
nigeria	квартету
nigeria	нігерія
nigeria	нігерії
fuhren	проїхали
benötigen	need
benötigen	треба
benötigen	потрібно
benötigen	потреби
benötigen	потреба
benötigen	вимагати
schwäbischen	швабський
gespeichert	зберігається
gespeichert	зберігаються
gespeichert	збережені
gespeichert	збережених
gespeichert	збережено
gespeichert	збережений
gespeichert	врятований
gültige	чинного
gültige	дійсний
gültige	чинний
gültige	чинну
bezirke	райони
paare	пари
paare	звернення
paare	пара
paare	пари
paare	пари
paare	пар
blood	кров
blood	blood
mathematische	математична
mathematische	математичних
mathematische	математичний
mathematische	математичні
mathematische	математична
mathematische	математичні
mathematische	математичної
mathematische	математика
mathematische	математичний
mathematische	математика
mathematische	математичний
mathematische	математичні
mathematische	математики
gefasst	зловили
gefasst	спіймав
gefasst	затримали
set	комплект
set	встановити
set	набір
set	встановлено
set	множина
rechtfertigen	вирівняти
rechtfertigen	виправдовує
störung	функціонує
störung	безладдя
störung	завада
störung	травми
störung	розлад
störung	захворювання
rekonstruktion	реконструкція
rekonstruktion	реконструкції
administratoren	адміністраторів
administratoren	адміністрування
administratoren	адмін
administratoren	адміністратор
administratoren	адміністратори
administratoren	адміністратор
administratoren	адміністратора
administratoren	адміністратором
gelernt	вивчили
gelernt	навчився
gelernt	вивчив
gelernt	навчилися
gefüllt	забили
gefüllt	поклала
gefüllt	заповнений
auslegung	інтерпретації
auslegung	інтерпретація
auslegung	тлумачення
haushalt	родин
haushalt	двір
haushalt	бюджет
haushalt	прибирання
marschall	маршалл
marschall	маршал
marschall	маршал
prediger	проповідник
installation	встановлення
installation	встановлення
installation	установити
installation	встановити
installation	встановлення
schöner	прекрасні
schöner	красивий
schöner	красива
schöner	красиві
schöner	гарно
kaspar	каспар
kaspar	каспар
ecken	кути
ecken	краї
ecken	вершини
ecken	кутку
ecken	куточок
ecken	куті
speichern	зберегти
speichern	зберігається
speichern	заощадження
speichern	збереження
speichern	зберігати
speichern	магазин
zurückkehren	відновити
zurückkehren	повернути
zurückkehren	повертається
zurückkehren	повертаючись
zurückkehren	повертаються
sprachlich	мовні
sprachlich	мовний
schuss	постріл
schuss	постріл
schuss	застрелив
freundlich	добрі
freundlich	вид
freundlich	різновид
freundlich	дружній
freundlich	friendly
gehäuse	житло
gehäuse	житла
gehäuse	вкладення
zylinder	циліндр
zylinder	циліндри
zylinder	бочку
zylinder	бочка
vorschlagen	пропоную
vorschlagen	запропонувати
vorschlagen	підкажіть
vorschlagen	запропонувати
portugiesisch	португальська
wähler	виборець
wähler	виборців
reduzieren	зменшує
reduzieren	сприятиме
reduzieren	зменшення
reduzieren	зменшити
populär	популярність
filmmusik	саундтрек
filmmusik	рахунок
filmmusik	результат
filmmusik	оцінка
gewinnung	видобування
fotografien	photos
fotografien	фотографій
fotografien	фотографії
fotografien	світлини
fotografien	світлин
fotografien	фото
fotografien	фотографія
fotografien	фотографії
fotografien	фотографія
fotografien	фотографію
kommunen	муніципалітетів
zuständige	компетентний
nachteil	фізичну
nachteil	вада
nachteil	перешкода
nachteil	недоліки
nachteil	недоліком
nachteil	недоліком
gramm	грам
gramm	грамів
gramm	грамів
abgekürzt	скорочена
abgekürzt	скоротити
wände	стіни
wände	мури
begleitung	спостереження
begleitung	моніторинг
begleitung	наставництво
begleitung	супроводу
abwehr	оборона
abwehr	захист
abwehr	оборони
abwehr	захист
abwehr	оборону
abwehr	захисний
genres	жанр
genres	жанрів
konkurrenten	суперників
konkurrenten	суперниками
konkurrenten	виборола
konkurrenten	конкуренти
konkurrenten	конкурентів
konkurrenten	конкурентів
wiederholte	повторюється
wiederholte	постійної
wiederholte	повторюється
landstraße	шосе
chancen	шансів
chancen	шанси
chancen	нагода
chancen	можливість
chancen	можливості
stören	турбувати
stören	пограти
gastgeber	вузол
gastgeber	ведуча
gastgeber	вузли
gastgeber	сервери
gastgeber	приймати
gastgeber	пройшла
denkt	думає
denkt	вважає
denkt	гадає
kämpfer	воїни
kämpfer	бійців
kämpfer	бійці
kämpfer	боєць
kämpfer	винищувач
kämpfer	воїн
blumen	квіти
blumen	квітки
blumen	квітка
wünschen	бажання
wünschen	бажаю
wünschen	побажання
venus	венера
schema	схематичне
schema	схема
schema	схема
schema	схеми
schema	схему
schema	схеми
schema	схема
alexandra	олександра
alexandra	александра
split	дроблення
split	розділення
split	розділити
split	розділена
unruhen	бунт
unruhen	повстання
rosen	рози
rosen	троянди
rosen	розен
rosen	роуз
rosen	роза
rosen	розі
rosen	троянда
beigetragen	пропонував
fis	чемпіонат
statistische	статистичні
statistische	статистичних
fassen	затримати
fassen	знається
fassen	лап
renommierten	всесвітньо
tante	тітка
tante	тьотя
einstellungen	уподобання
einstellungen	налаштування
einstellungen	вподобання
einstellungen	налаштуваннях
einstellungen	налаштування
einstellungen	параметри
erwiesen	довів
erwiesen	доводять
erwiesen	довели
erwiesen	доведено
selbständig	самостійна
selbständig	незалежні
selbständig	незалежна
selbständig	незалежний
selbständig	незалежне
selbständig	власна
selbständig	власний
selbständig	окремо
wohn	житловий
wohn	житлових
nazi	нацистів
hudson	хадсон
sorte	різноманітність
sorte	сорти
sorte	різноманітності
jüngsten	наймолодший
jüngsten	недавні
jüngsten	нещодавні
fdl	fdl
diktatur	диктатура
lehrerin	жестів
lehrerin	інструктором
lehrerin	інструктор
lehrerin	вчителькою
lehrerin	викладач
lehrerin	вчителю
lehrerin	вчитель
lehrerin	учитель
lehrerin	вчителька
nase	ніс
ebert	еберт
finanzen	фінанси
finanzen	фінансові
finanzen	фінансова
finanzen	фінанси
finanzen	фінанси
vorgänge	процеси
vorgänge	процесів
jungfrau	діва
jungfrau	діва
jungfrau	богородиці
jungfrau	юнгфрау
jungfrau	дівоче
jungfrau	дівоча
marsch	марш
marsch	марші
marsch	березні
marsch	березень
marsch	березня
fresken	фреско
fresken	капели
brooklyn	бруклін
tel	тел
tel	тель
herder	гердер
doppelte	дабл
doppelte	двічі
doppelte	дубль
doppelte	подвійна
doppelte	подвійний
doppelte	подвійне
doppelte	дублікат
doppelte	дублювати
doppelte	повторне
doppelte	оснащений
doppelte	подвійний
heine	гейне
teilchen	частки
teilchen	частинок
teilchen	частинки
teilchen	частка
teilchen	частинки
teilchen	частинка
inmitten	серед
kong	конг
gedeckt	розібралися
gedeckt	покрита
achtung	respect
achtung	повага
achtung	увага
achtung	попередження
achtung	увага
achtung	обережно
achtung	увага
betriebssystem	операційну
betriebssystem	операційна
salon	салон
salon	закривання
buddhismus	буддизм
buddhismus	буддійський
sauer	зауер
sauer	злий
sauer	агресивний
sauer	злість
sauer	гірка
sauer	кричати
zufall	шанс
zufall	вірогідність
zufall	випадковість
zufall	випадкові
zufall	випадкове
zufall	випадковий
zufall	випадкова
zufall	випадкових
zufall	навмання
zufall	аварія
zufall	випадковість
zufall	співпадіння
jay	джей
suite	комплект
kommend	іду
kommend	наближається
kommend	coming
salz	сіль
salz	солі
monaco	монако
guillaume	гійом
export	експорт
export	експортувати
kollege	співробітник
kollege	колезі
kollege	колега
kollege	колеги
portugiesische	португальська
future	майбутнє
kommende	наступних
kommende	майбутні
naval	морська
helen	гелен
helen	хелен
bretagne	бретань
bretagne	бріттані
söhnen	сини
railroad	машиніст
railroad	залізниця
entfernte	далеких
entfernte	вій
entfernte	далекого
entfernte	вилучено
entfernte	видалили
entfernte	вилучені
entfernte	видалено
entfernte	віддалений
entfernte	пульт
entfernte	віддалене
volumen	гучність
volumen	каналах
betreten	введення
betreten	вводити
betreten	ввести
betreten	увійти
betreten	введіть
betreten	enter
normandie	нормандії
normandie	нормандія
larry	ларрі
larry	ларі
larry	лері
ghana	гани
himmelfahrt	сходяться
himmelfahrt	сходження
himmelfahrt	вознесіння
himmelfahrt	успіння
yale	єль
richten	пробивання
regierungen	правління
regierungen	уряд
regierungen	уряди
besserung	удосконалення
estnischen	естонська
wilden	дикі
wilden	дикий
wilden	wild
wilden	диких
wilden	дикун
deep	глибока
deep	deep
deep	глибоко
deep	глибокий
beruflichen	професійно
manhattan	манхеттен
talsperre	гребля
talsperre	водосховище
volleyball	стріли
volleyball	волейбол
sortiert	впорядкувати
sortiert	сортування
sortiert	сортувати
sortiert	впорядковано
sortiert	організовано
sortiert	сортувати
urlaub	святкова
urlaub	свято
urlaub	відпустка
urlaub	свята
neffe	племінник
plural	множини
sportlichen	спортивні
baptiste	батіст
baptiste	батист
julie	джулі
inspiriert	натхненно
inspiriert	надихали
inspiriert	надихають
rafael	рафаель
metro	метрополітен
metro	метро
metro	metro
regina	регіна
feind	ворог
feind	розрізнити
feind	ворогів
feind	вороги
schriftliche	писав
schriftliche	записано
schriftliche	написано
schriftliche	записані
niedergang	відхилити
niedergang	тягарем
klage	бойовики
klage	дії
klage	дія
klage	скарга
klage	позов
fortschritt	прогрес
fortschritt	поступ
fortschritt	прогресу
teich	ставок
teich	понд
untersuchte	оглянув
endgültige	фінал
endgültige	остаточний
endgültige	final
endgültige	definitive
track	доріжки
track	трек
track	композицію
track	доріжка
track	композиція
track	стежити
dachau	дахау
sms	sms
sms	смс
sms	ки
sms	смс
anatomie	анатомія
strauss	букет
strauss	штраус
leere	пустоти
leere	порожнім
leere	порожнє
leere	порожня
leere	порожні
leere	порожній
leere	бланк
leere	порожній
raketen	ракет
raketen	ракети
raketen	ракет
raketen	ракети
raketen	ракета
steuer	фіскальної
steuer	проведених
steuer	податкова
steuer	податки
steuer	податок
steuer	податки
bull	бик
bull	бул
bull	бика
bull	булл
irene	ірен
aussterben	вимерли
aussterben	винищення
aussterben	вимирання
aussterben	загибель
aussterben	зникнення
aussprache	вимова
aussprache	дискусії
aussprache	дебати
aussprache	пленарному
perry	перрі
aufgeben	відмовитися
aufgeben	вихід
aufgeben	вийти
aufgeben	здатися
aufgeben	вихід
synthese	синтез
vermieden	уникає
montag	понеділок
kurve	крива
goldener	золотий
goldener	голден
goldener	золоті
goldener	золоте
rettung	спасіння
rettung	врятувати
rettung	рятівник
rettung	порятунок
ems	ems
empfänger	приймачі
empfänger	адресата
empfänger	отримувача
empfänger	одержувач
empfänger	одержувача
empfänger	адресатів
empfänger	отримувачі
empfänger	отримувач
iucn	iucn
kaiserliche	імператорський
kaiserliche	імперський
kaiserliche	imperial
warf	кинули
warf	закинув
warf	кинув
warf	кинула
konsequent	однорідного
erläuterung	пояснення
erläuterung	пояснення
erläuterung	тлумачний
edith	едіт
gewerkschaften	профспілки
gewerkschaften	профспілок
tokyo	токіо
tokyo	tokyo
beton	бетонні
beton	бетон
santo	санто
playoffs	плей
holen	отримання
holen	дістати
holen	отримати
holen	отримати
holen	get
jünger	молодша
jünger	молодший
jünger	молодшою
jünger	молодше
jünger	учні
jünger	disciple
bois	буа
glücklich	щасливо
glücklich	пощастило
glücklich	щасливим
glücklich	щасливчик
glücklich	щаслива
glücklich	щасливі
glücklich	щасливе
glücklich	щасливий
glücklich	щасливим
demokraten	демократи
demokraten	демократичний
termin	зустріч
anbieten	пропозиція
anbieten	пропозиція
anbieten	пропонуємо
rakete	ракет
rakete	ракети
rakete	ракета
rakete	ракета
spezifische	конкретних
spezifische	певне
spezifische	конкретні
ausgleich	компенсація
ausgleich	зміщення
ausgleich	зсув
ausgleich	відступ
wallace	воллес
schnellste	найкоротшого
schnellste	найшвидший
schnellste	найшвидше
kapital	капітал
kapital	столиця
verwechselt	помиляєтесь
verwechselt	простирадла
verwechselt	помилятись
verwechselt	помиляється
facto	факто
helena	гелен
helena	хелен
unterhalten	розважальна
unterhalten	цікава
entwässert	виснаження
anwesend	сьогодення
anwesend	подарунок
anwesend	теперішній
anwesend	присутні
anwesend	присутня
moses	мойсей
champion	шам
champion	чемпіон
singapur	сінгапурі
singapur	сінгапуру
pablo	пабло
baut	будує
baut	збирає
mülheim	мюльгайм
toulouse	тулузи
verlegung	трансфер
verlegung	перенесення
verlegung	споруд
nordöstlichen	східного
neunten	ninth
lyriker	поет
lyriker	поетів
lyriker	поети
muslime	мусульмани
muslime	мусульмани
muslime	мусульманин
heyne	heyne
stille	безтурботний
stille	тиха
stille	мовчазна
stille	тиша
stille	тиші
stille	мовчання
tatsächlichen	поширювати
tatsächlichen	ям
miles	кілометрів
christlich	християни
christlich	християнин
christlich	крістіан
christlich	християнський
christlich	християнська
ellen	еллен
ellen	елен
fell	упав
fell	впала
fell	впав
fell	хутро
zitate	цитати
zitate	лапки
zitate	цитати
zitate	цитатами
sternen	зірки
arno	арно
argumenten	аргументи
argumenten	аргументів
bemerkungen	нотаток
bemerkungen	нотатки
bemerkungen	примітки
bemerkungen	спостереження
bemerkungen	спостережень
bemerkungen	коментарях
bemerkungen	коментарів
bemerkungen	коментарі
cleveland	клівленд
sinnlos	безглуздо
sinnlos	непотрібні
sinnlos	марно
sinnlos	марними
santos	сантос
komponiert	складено
geografische	географічні
geografische	географічне
geografische	географічні
geografische	географічний
geografische	географічне
gefangene	полоні
gefangene	затримані
gefangene	полонених
geiger	скрипаль
geiger	гейгера
aufrecht	вертикальний
aufrecht	встановлюють
freud	фрейд
minor	мінор
minor	незначна
minor	молодший
minor	незначний
minor	молодші
god	божі
god	боже
god	бога
god	бог
god	богу
situationen	ситуаціях
situationen	ситуацій
kontrolliert	сплачено
kontrolliert	перевірив
kontrolliert	перевірено
kontrolliert	позначено
kontrolliert	керується
piper	piper
bemühen	намагалися
besuchern	відвідувачів
besuchern	відвідувачі
besuchern	гостю
besuchern	гість
besuchern	відвідувач
besuchern	відвідувачі
algerien	алжиру
algerien	алжир
algerien	алжирська
algerien	алжиру
algerien	алжир
kanzler	канцлер
provence	прованс
jülich	юліх
kanonen	гарматами
kanonen	гармат
kanonen	зброї
kanonen	зброя
kanonen	зброю
kanonen	гармата
kanonen	гармати
verwaltungsgemeinschaft	валерій
verwaltungsgemeinschaft	валері
streitigkeiten	сварки
streitigkeiten	суперечки
streitigkeiten	суперечка
erhob	роуз
erhob	роза
erhob	розі
erhob	троянда
kenneth	кеннет
passagen	коридорів
revue	ревю
franziska	франциска
franziska	франческа
franziska	френсіс
newton	ньютон
aufführungen	виступів
katastrophe	катастрофи
katastrophe	трагічний
katastrophe	катастрофа
katastrophe	катастрофа
katastrophe	катастрофи
weiterbildung	тренування
weiterbildung	тренінг
weiterbildung	тренінги
weiterbildung	освіта
weiterbildung	освіти
weiterbildung	education
weiterbildung	продовжуючи
weiterbildung	продовжуємо
charaktere	символів
charaktere	персонажі
charaktere	ієрогліфи
charaktere	літери
charaktere	символи
torhüter	воротар
lords	lords
