est	rytų
universitaires	akademikų
universitaires	akademinių
histoires	aprašymai
histoires	istorijų
phrase	frazė
récompense	atlygis
récompense	atlygį
patron	bose
patron	bosas
conçu	suprojektuoti
conçu	suprojektuotos
conçu	suprojektuota
conçu	suprojektuotas
conçu	gaminamos
structures	konstrukcijos
structures	struktūras
aviation	aviacijos
aviation	aviacija
journaux	laikraščiai
chrétiens	krikščionių
chrétiens	krikščionys
lewis	lewis
menace	grėsmę
menace	grėsmes
menace	grėsmė
menace	grėsmės
basque	baskų
mans	mans
débit	srauto
débit	srautas
débit	apyvarta
débit	debeto
araignées	vorai
employé	darbuotojui
employé	darbuotojas
manifestations	demonstracijas
manifestations	demonstracijos
manifestations	demonstravimas
installé	įdiegti
installé	įdiegtas
installé	įdiegta
arabes	arabų
arabes	arabai
conserver	išsaugoti
manga	manga
conseils	patarimų
conseils	patarimai
andrew	endriu
peintures	dažai
peintures	dažymas
peintures	piešiniai
peintures	paveikslai
invasion	invazija
adversaire	oponentas
conduite	vykdymo
franchise	franšizės
iran	iranas
blessés	sužeista
blessés	sužeistas
blessés	sužalojimai
conscience	sąžinės
conscience	supratimą
maîtres	kapitonai
représenté	sudarė
expositions	parodos
expositions	parodas
expositions	parodos
expositions	paroda
rappelle	primena
naples	napoli
lion	liūto
lion	liūtas
peur	išsigandęs
peur	baimė
peur	baime
peur	baimės
actives	aktyviai
actives	aktyvi
actives	aktyvus
prague	praha
prague	prahos
administratif	administracinis
administratif	administracinės
lausanne	lozanoje
américaines	amerikos
respect	pagarba
respect	atitiktis
mobile	mobilusis
mobile	saugojimo
mobile	mobilus
raconte	sako
sœurs	sesės
sœurs	seserys
bientôt	greit
bientôt	greitai
vendredi	penktadienis
vendredi	penktadienį
spéciale	specialių
commentaire	komentaras
commentaire	komentarų
commentaire	komentuoti
commentaire	komentaras
départemental	departamento
della	della
irlandais	airių
irlandais	airijos
irlandais	airiai
densité	tankio
densité	tankis
catholiques	katalikų
catholiques	katalikai
transfert	perdavimai
blessé	sužeista
blessé	sužeistas
aile	korpusas
carré	carré
dimension	matmenys
juive	žydų
lit	lova
lit	lovos
lit	lovoje
floride	florida
fera	bus
servi	tarnavo
servi	vykdė
seuil	riba
seuil	slenkstis
milliers	tūkst
milliers	tūkstančiai
loup	vilkas
détroit	sąsiauris
détroit	detroito
mémoires	memuarus
mémoires	primena
mémoires	prisiminimai
mémoires	pasirodo
préparation	ruošimas
préparation	junginiai
préparation	paruošimas
préparation	preparatas
préparation	ruošiniai
préparation	preparatai
chronologie	chronologija
chronologie	tvarkaraštį
classiques	klasika
classiques	klasikinio
classiques	klasikinis
révolutionnaire	revoliucinė
nécessaires	reikėjo
nécessaires	būtinas
grave	rimti
grave	rimta
grave	rimtas
grave	rimtų
grave	sunkus
grave	kapo
lord	viešpatie
tourne	spin
faute	kaltė
faute	nusižengimo
brunswick	brunsviko
extrait	išgauti
extrait	ekstraktas
extrait	išrašas
extrait	ištrauka
contribution	įnašas
contribution	indėlis
hill	kalvos
rivières	upės
rivières	upių
rivières	upes
gris	pilka
clément	clément
clément	clement
notoriété	reputaciją
notoriété	ry
notoriété	reputacija
euro	euras
euro	euro
danger	pavojus
désigné	paskirtas
travaillé	dirbau
travaillé	dirbo
cordes	griežtas
cordes	lynai
cordes	virvės
cordes	virves
cordes	stygas
golden	auksinis
dan	dan
hypothèse	hipotezė
matériaux	medžiaga
matériaux	medžiagų
matériaux	medžiagos
risques	pavojai
charlotte	šarlotė
anglo	anglo
révolte	sukilimas
révolte	maišto
monnaie	valiuta
renommée	fame
renommée	reputaciją
renommée	ry
renommée	reputacija
franc	frankų
mac	mac
variété	veislė
ascension	žengimo
vendu	parduota
vendu	parduodami
vendu	parduotas
vendu	parduodama
dirigeants	valdytojai
dirigeants	vadovai
ford	ford
jane	džeine
frontières	pasienio
observatoire	observatorija
observatoire	observatorijos
ailes	sparnai
ailes	sparnus
ailes	korpusas
machines	mašinos
machines	mašinos
institution	įstaiga
institution	institucija
déclaré	deklaruotas
compter	skaičiuoti
compter	skaičiavimo
pilotes	vairuotojai
pilotes	vairuotojų
pilotes	pilotai
rowspan	rowspan
colonie	kolonija
hélène	hélène
hélène	elena
hélène	elen
hélène	helena
hélène	elena
besoins	reikia
bref	trumpalaikis
bref	trumpas
cannes	kanuose
neige	sniegas
neige	sniego
postes	postų
postes	pareigybės
postes	įrašai
discussions	diskusijos
discussions	diskusijas
discussions	diskusijos
discussions	aptarimas
discussions	diskusija
installer	diegiamos
défaut	defektas
discipline	disciplinos
discipline	drausmė
discipline	disciplina
responsabilité	įsipareigojimas
responsabilité	atsakomybė
responsabilité	atsakomybė
responsabilité	atskaitomybės
paysage	peizažo
paysage	kraštovaizdžio
paysage	kraštovaizdis
poissons	žuvis
poissons	žuvys
poissons	žuvų
poissons	žuvys
violence	smurto
coût	savikaina
bains	vonios
bains	vonia
bains	vonios
espoirs	viltis
espoirs	viltys
comics	comics
africain	africain
africain	afrikos
africain	afrika
bandes	juostelių
cellules	ląstelių
costumes	tinka
costumes	kostiumai
costumes	kostiumus
précisément	būtent
jardins	sodai
jardins	sode
jardins	sodas
médailles	medaliu
médailles	medaliai
angers	angers
populaires	dažniausi
monaco	monako
fêtes	festivalius
gagner	uždirbti
gagner	užsidirbti
gagner	laimėti
dijon	dijon
invité	pakviesti
invité	pakvietė
invité	pakviesta
invité	pakviestas
invité	svečias
affiche	plakatas
prêt	paskolos
prêt	paskola
mauvaise	blogai
mauvaise	bloga
mauvaise	blogas
mauvaise	blogi
inventaire	aprašas
inventaire	aprašo
seigneurs	lordų
violon	smuikas
élevage	veislinių
élevage	veisimas
traditionnelle	tradicinės
traditionnelle	tradiciniai
traditionnelle	tradicinė
islam	islamas
battu	nugalėti
battu	mušami
traces	traces
traces	pėdsakai
traces	pėdsakų
traces	sekti
war	karas
war	karo
war	karui
égalité	lygybės
égalité	lygybė
égalité	nuosavybė
créateur	dizaineris
juridique	teisinių
coalition	koalicijos
coalition	koalicija
intérêts	interesus
fox	lapė
municipale	buitinių
inspecteur	detektyve
inspecteur	detektyvas
marais	pelkę
marais	marsh
marais	pelkėse
chimie	chemija
poisson	žuvis
poisson	žuvys
poisson	žuvų
poisson	puasono
inter	inter
fruits	vaisiai
fruits	vaisiai
fruits	vaisių
passion	aistra
chercheurs	mokslininkai
chercheurs	mokslininkų
chercheurs	tyrėjai
secours	gelbėjimo
secours	gelbėjimas
chat	katės
chat	katinas
chat	cat
chat	katė
johann	johann
tirs	šaudymo
retrait	susitraukti
retrait	faktiškai
retrait	pasitraukimas
coopération	bendradarbiavimas
coopération	bendradarbiavimo
archipel	salynas
compagnies	bendrovės
compagnies	įmonėse
compagnies	bendrovių
géorgie	gruzijos
géorgie	gruzija
géorgie	gruzijos
âme	siela
âme	sielos
gothique	goth
gothique	gotikos
visiteurs	lankytojai
visiteurs	lankytojų
clan	klano
capital	kapitalas
capital	kapitalo
surnom	slapyvardis
veux	nori
veux	norit
électricité	elektra
électricité	elektros
mit	mit
facile	lengva
facile	lengvai
davantage	daugiau
découvrir	nustatęs
oxford	oksfordo
ange	ange
ange	angelas
chasseurs	chasseurs
gaston	gastonas
bonnes	gerai
bonnes	geras
bonnes	puikiai
bonnes	gera
classements	klasifikacijas
xiv	xiv
conflits	konfliktų
conflits	ginčai
conflits	konfliktas
transformation	transformacija
transformation	transformacijos
transformation	transformacija
transformation	transformuoti
cultures	augalai
cultures	pasėliai
cultures	derlius
cultures	kultūrų
lundi	pirmadienis
lundi	pirmadienį
viii	viii
andrea	andrea
universités	universitetų
universités	universitetai
avantage	naudos
avantage	pranašumą
avantage	pranašumas
monts	kalnai
monts	kalnuose
deviennent	tapti
partout	niekur
partout	visur
objectifs	tikslai
objectifs	tikslai
objectifs	tikslų
ann	ann
écossais	škotų
écossais	škotijos
soirée	vakaras
soirée	vakaro
soirée	vakare
mélange	mišinys
mélange	mix
mélange	maišymo
mine	mano
alphonse	alfonsas
alphonse	alfonso
acquis	įsigijo
lucien	lucien
disques	diskai
sydney	sidney
qualifié	kvalifikuota
nba	nba
évêques	vyskupų
défendre	gintis
défendre	ginti
défendre	apsiginti
défendre	ginti
défendre	gina
maires	merai
elizabeth	elizabet
recevoir	gavimo
performances	pasirodymai
pianiste	pianistas
étrangère	užsienio
friedrich	friedrich
occupé	užimta
occupé	okupuotoje
archéologique	archeologinio
archéologique	archeologijos
musées	muziejus
musées	muziejų
réussi	sėkmingai
réussi	pavyko
antiquité	senovės
antiquité	antiquity
doctorat	doktorantūros
centaines	šimtai
calcul	apskaičiavimas
calcul	skaičiavimas
rêve	svajonė
rêve	svajone
rêve	svajones
rêve	sapnai
rêve	svajonės
dérivés	išvestinė
dérivés	išvestinių
aspects	aspektai
aspects	aspektus
simples	singles
plaque	plokštė
plaque	plokštės
ffffff	ffffff
nez	nosis
quai	krantinės
démocratie	demokratija
démocratie	demokratijos
meilleures	geresnė
meilleures	geresnis
meilleures	gerėja
meilleures	geriau
meilleures	geriausi
meilleures	geriausia
meilleures	aukščiausia
meilleures	geriausios
meilleures	geriausias
neuvième	devintojo
minute	minutė
minute	minutę
élite	elitas
élite	elite
applications	programėlių
aîné	vyresnysis
aîné	vyr
aîné	vyresnysis
aîné	seniausias
verre	stiklas
verre	stiklinė
verre	stiklo
verre	gėrimas
verre	gerti
équipement	įrangos
équipement	įranga
queue	gaidys
queue	uodegos
ivan	ivanas
partisans	rėmėjų
design	projektavimas
design	dizaino
design	dizainas
pistes	šlaitų
exécutif	generalinis
jonathan	džonatanas
tenue	apranga
jacob	džeikobas
mythologie	mythologie
mythologie	mitologija
revenu	pajamos
guinée	gvinėja
basilique	bazilika
confédération	konfederacija
confédération	konfederacijos
dessinateur	dizaineris
dessinateur	karikatūristas
jimmy	jimmy
jimmy	džimis
arrêter	sustabdyti
rallye	ralio
rallye	rallye
valence	valensijos
valence	valence
amitié	draugystė
amitié	draugyste
amitié	draugystės
colspan	colspan
dossier	failas
diego	diego
maladies	ligų
oiseau	oiseau
ump	ump
maximale	didžiausias
verte	žalia
citer	citatą
citer	citata
constructeur	builder
constructeur	gamintojas
péninsule	pusiasalio
francesco	francesco
compilation	rengimo
connaissances	pažįstami
connaissances	pažįstamų
copié	nukopijuotas
représentations	pasirodymai
noble	inertinių
ambassadeur	ambasadorius
opérateur	prekiautojas
opérateur	prekybininkas
opérateur	verslininkas
opérateur	pardavėjas
souvenir	memento
forteresse	tvirtovė
viens	ateik
positions	pozicijas
engagement	sužadėtuvių
engagement	įsipareigojimas
engagement	įsipareigojimą
languedoc	langedokas
localités	kurortuose
hectares	hektarų
hectares	hektarų
italiens	italai
douglas	douglas
boy	berniukas
arbitrage	arbitražo
lecteur	žaidėjas
lecteur	vykdyti
remise	nuolaida
remise	nuolaidos
tire	šaudo
christopher	christopher
christine	kristina
christine	christine
goût	skonio
goût	aromatas
goût	skonis
morceaux	gabaliukai
morceaux	gabalai
miller	mileris
exil	tremtyje
terminé	atliktas
terminé	baigtos
construits	statybų
ventes	pardavimai
ventes	pardavimas
ventes	parduotas
instruction	instrukcijos
instruction	mokymas
cancer	vėžys
cancer	vėžio
remis	atsisakyta
remis	atiduodami
donald	donaldas
agents	agentai
observation	pastebėjimas
observation	stebėjimai
observation	stebėjimas
observation	stebėjimo
parallèlement	lygiagrečiai
fréquence	dažnumas
fréquence	dažnis
dure	žiauri
scrutin	apklausa
forum	forumas
forum	forum
alimentation	maistas
alimentation	mitybos
alimentation	mityba
neutre	neutralus
orthodoxe	ortodoksų
vladimir	vladimiras
stadium	stadionas
ouvriers	darbininkai
ouvriers	darbuotojai
ouvriers	darbininkų
pseudonyme	slapyvardis
humanité	žmoniją
humanité	žmonija
manuscrit	rankraštis
défaites	nugalėti
défaites	pralaimėjimus
colline	kalvos
who	kas
who	kurie
divisions	skyriai
divisions	kvadratai
gustave	gustav
longues	ilgai
longues	ilga
longues	ilgas
régionales	regionų
continent	žemynas
trésor	mokesčių
trésor	lobis
trésor	iždo
trésor	iždas
ruines	griuvėsiai
technologies	technologijos
technologies	technologijų
technologies	technologijos
technologies	technologija
technologies	technologijų
précis	tikslios
précis	tikslūs
existent	egzistuoti
bourbon	burbono
difficulté	sunkumai
difficulté	sunkumas
difficulté	sunkumų
difficulté	sudėtingumas
franz	franz
ombre	šešėliai
ombre	šešėlis
ombre	šešėlis
cousin	pusbrolis
équipements	įrangos
équipements	įranga
vapeur	garo
vapeur	garai
vapeur	garai
vapeur	garų
bay	įlanka
républicain	respublikonų
muet	tyli
historiens	istorikai
pétersbourg	peterburgo
couvre	apima
garçon	berniukas
western	vakarų
soldat	kareivis
soldat	karys
canadiens	kanadiečiai
jersey	džersio
sénégal	senegalas
pluie	lietus
commentaires	atsiliepimai
commentaires	atsiliepimus
commentaires	komentarai
commentaires	pastabas
commentaires	pastabos
commentaires	komentaruose
turin	torino
turin	turinas
touche	touche
automatique	auto
automatique	automatinė
compétences	įgūdžiai
compétences	įgūdžiai
compétences	kompetencija
neveu	sūnėnas
hubert	hubert
éventuellement	galimai
éventuellement	galiausiai
publicité	reklama
publicité	reklamos
associés	associates
chronique	chronicle
chronique	lėtinis
chronique	lėtinė
chronique	lėtinio
charte	chartija
charte	chartiją
renault	renault
arrivé	atvyko
préface	pratarmė
échecs	šachmatų
frais	šviežias
frais	šviežios
frais	švieži
frais	šviežia
frais	mokestis
frais	mokesčiai
traite	melžimo
bloqué	užblokuotas
judiciaire	teismų
judiciaire	teismai
tramway	tramvajų
tramway	tramvajaus
peintres	dažytojų
élisabeth	elizabet
élisabeth	elisabeth
amiens	amiens
louvre	luvras
troubles	sutrikimai
troubles	bėdos
troubles	neramumai
lès	lès
offensive	puolimas
amie	draugė
amie	draugo
amie	drauge
amie	draugas
concentration	koncentracija
intention	ketinimas
intention	ketinimą
précision	tikslumas
précision	tikslumo
précision	tikslumas
passagers	keleivis
passagers	keleivinis
puissant	galingas
puissant	galinga
puissant	galingi
espagnols	ispanai
espagnols	ispanų
espagnols	ispaniškai
espagnols	ispanijos
correspondance	korespondencija
correspondance	susirašinėjimas
hamilton	hamilton
tim	timas
organismes	organizmų
sauver	išsaugoti
juniors	juniors
juniors	junior
juniors	jaunesnysis
visage	veido
possibles	įmanoma
future	ateitis
danois	danai
conférences	konferencija
conférences	paskaitos
conférences	konferencijos
conférences	konferencija
conférences	konferencijų
paramètres	parametrai
réflexion	atspindys
réflexion	atspindžio
philadelphie	filadelfijos
aube	aube
aube	aušra
aube	aušros
logements	apgyvendinimo
logements	apgyvendinimas
logements	apgyvendinimą
logements	būstas
mariée	vedęs
mariée	ištekėjusi
meuse	masas
billy	bilis
répertoire	aplankas
suffisamment	pakankamai
admissibilité	tinkamumas
admissibilité	priimtinumo
poser	kelia
traditionnel	tradicinės
traditionnel	tradiciniai
traditionnel	tradicinė
lacs	ežerai
lacs	ežerų
suprême	aukščiausiasis
musulmans	musulmonų
musulmans	musulmonai
échanges	mainų
sexe	lytis
sexe	lytis
installations	įrenginiai
installations	įrengimai
travailleurs	darbininkai
travailleurs	darbuotojai
travailleurs	darbininkų
appareils	prietaisai
appareils	įrenginiai
appareils	prietaisai
ordinateur	kompiuteris
graphique	grafinis
graphique	grafikos
graphique	grafinio
graphique	diagrama
repose	poilsio
repose	poilsis
surprise	staigmena
surprise	nustebęs
juif	žydas
juif	žydų
efficace	veiksmingai
bulgarie	bulgarija
grecs	graikai
grecs	graikų
contes	pasakų
longs	ilgai
longs	ilga
longs	ilgas
votes	balsai
votes	balsų
tibet	tibetas
tibet	tibete
tibet	tibeto
spectateurs	žiūrovų
financière	finansiniai
financière	finansinis
relie	sujungia
favorable	palankios
baroque	baroko
pavillon	paviljone
will	bus
tournois	turnyrai
tournois	turnyras
tournois	turnyro
gagné	pelnęs
gagné	laimėjo
retirer	panaikina
retirer	atsiimti
retirer	pasitraukti
ateliers	seminaras
den	den
four	krosnių
four	krosnies
four	krosnis
four	krosnies
four	orkaitėje
four	krosnis
vécu	gyveno
vécu	gyvenau
autel	altoriaus
manoir	sodyba
manoir	manoir
continuer	tęsti
propriétaires	savininkai
roussillon	roussillon
vacances	šventės
vacances	šventė
treize	trylika
démographique	demografiniai
exclusivement	išimtinai
plat	indų
plat	patiekalas
columbia	kolumbija
columbia	kolumbijos
bons	gerai
bons	geras
bons	puikiai
bons	gera
administrateurs	direktoriai
administrateurs	administratoriai
administrateurs	administratoriai
administrateurs	patikėtinių
reliant	pažintis
spécialisée	specializuotų
spécialisée	specializuotos
spécialisée	specializuota
spécialisée	specializuotas
troupe	trupės
sauvage	laukiniai
sauvage	laukinių
sauvage	laukinis
sauvage	laukinės
optique	optika
fantastique	fantastika
fantastique	naujiena
fantastique	fantastiškas
occidental	kordiljera
occidental	vakarų
instant	akimirką
instant	momentas
instant	akimirka
synthèse	sintezę
synthèse	sintezė
voyages	kelionėms
voyages	kelionei
voyages	kelione
voyages	kelionės
voyages	kelionė
phare	švyturio
phare	švyturys
surveillance	stebėjimas
surveillance	stebėsena
surveillance	stebėsenos
surveillance	priežiūros
surveillance	priežiūra
déplacement	poslinkio
revenus	pajamos
désert	dykumos
désert	dykuma
ibn	ibn
nam	nam
enseignant	mokytoja
bourse	stipendiją
bourse	stipendija
dépôt	saugyklos
dépôt	saugykla
dépôt	indėlių
dépôt	indėlis
dépôt	depo
dépôt	padavimo
exactement	tiksliai
exactement	būtent
hollywood	holivudo
prusse	prūsija
prusse	prūsijos
théologie	teologija
laura	laura
augustin	augustin
littéraires	literatūros
froid	ramiai
réputation	reputaciją
réputation	ry
réputation	reputacija
lublin	liublino
playstation	playstation
allen	alenas
colonies	kolonijos
colonies	kolonijų
riches	turtingas
academy	akademija
fortune	turtai
châteaux	pilys
line	linija
animateur	vedėjai
animateur	animatorius
master	kapitonas
mathématicien	matematikas
autonomie	autonomija
autonomie	autonomiją
autonomie	autonomijos
autonomie	savarankiškumas
autonomie	savarankiška
dragons	dragon
dragons	drakonai
giuseppe	giuseppe
malheureusement	liūdna
malheureusement	deja
malheureusement	deja
provisoire	laikinai
apporter	įtraukti
nicole	nicole
programmation	programavimo
programmation	programavimas
cameroun	kamerūnas
linguistique	kalbotyra
fonctionne	veikia
devenant	tampa
botanique	botanika
botanique	botanikos
amoureux	mylėtojai
amoureux	meilužis
amélioration	gerinimo
amélioration	pagerėjimas
spécifiques	konkrečių
vouloir	nori
vouloir	nori
vouloir	norit
virus	virusų
virus	virusai
fermeture	uždarymo
fermeture	uždarymas
fermeture	zip
fermeture	uždarymo
poursuivre	tęsti
voile	bures
voile	plaukia
monarchie	monarchija
spécialisé	specializuotų
spécialisé	specializuotos
spécialisé	specializuota
spécialisé	specializuotas
remarquable	nepaprastas
yougoslavie	jugoslavijos
universelle	universal
universelle	universalus
universelle	universaliųjų
hugues	hughes
hugues	hugues
hugues	hugh
abandonné	apleistas
abandonné	apleista
fernando	fernando
wilhelm	vilhelmo
franche	franche
tribu	genčiai
belges	belgai
rotation	rotacijos
apporte	įtraukti
apporte	atneša
composés	junginiai
bible	biblija
bible	biblijos
cyrillique	kirilica
clark	klarkas
rayon	pluošto
civils	civilinis
civils	civilių
civils	civiliai
nécessité	reikia
nécessité	būtinumo
nécessité	būtinumas
nécessité	būtinybė
limoges	limoges
têtes	galvos
facteur	paštininkas
facteur	faktorius
facteur	daugiklis
facteur	veiksnys
matches	atitinka
rangers	eiguliai
épée	kardus
épée	kardas
épée	kardo
épée	kardą
salut	hello
salut	sveiki
salut	ei
salut	labas
salut	sveikas
banlieue	priemiesčių
protégée	saugomų
courts	trumpa
courts	trumpi
courts	trumpai
courts	trumpas
toulon	tulono
pic	didžiausia
voilà	čia
voilà	cia
voisins	kaimynai
voisins	kaimynų
voisins	kaimynai
voisins	kaimynės
fantasy	fantazija
jouant	žaidžia
irak	irakas
bruges	brugge
bruges	briugė
métiers	prekiauja
tonnes	tonos
tonnes	tonų
tonnes	tonomis
poche	kišenės
dieux	dievai
producteurs	gamintojai
producteurs	gamintojas
copie	kopijas
intégré	integruotos
intégré	integruota
intégré	įtaisytas
intégré	įterpta
intégré	įdedamas
intégré	įmontuotas
jason	džeisonas
chimique	cheminis
chimique	cheminė
carbone	anglis
carbone	anglies
modifié	redaguota
mâle	patinas
mâle	patinų
mâle	vyrai
mâle	vyras
ouvrir	atverti
pétrole	naftos
pétrole	alyva
pétrole	aliejus
pétrole	benzinas
illinois	ilinojaus
jura	juros
jura	jura
attaché	atašė
quarts	ketvirčiai
quarts	ketvirčius
gras	gras
gras	drąsių
gras	storas
gras	riebalų
gras	riebalai
gras	riebalų
hervé	hervé
médiévale	viduramžių
africaine	afrikos
africaine	afrika
dark	dartas
morceau	vnt
morceau	gabalas
pyramide	piramidės
pasteur	pamokslininko
pasteur	pastorius
nintendo	nintendo
apprentissage	mokymosi
apprentissage	mokymuisi
apprentissage	mokytis
apprentissage	mokymasis
entraînement	mokymai
entraînement	mokymas
entraînement	mokymo
entraînement	treniruotė
entraînement	treniruočių
entraînement	treniruotės
kelly	kelly
arnaud	arnaud
actifs	aktyviai
actifs	aktyvi
actifs	aktyvus
actifs	turtas
volontaires	savanorišką
arrête	sustabdyti
filiale	dukterinė
plaisir	malonumas
plaisir	smagu
plaisir	smagiai
plaisir	linksma
plaisir	linksmai
plaisir	labui
plaisir	malonumas
époux	sutuoktinis
époux	sutuoktiniai
époux	vyru
époux	vyro
époux	vyras
organiser	organizuoti
organiser	organizavimą
anime	anime
croire	manyti
croire	tikėjimo
croire	tikėjimas
croire	įsitikinimas
domination	dominavimo
domination	dominavimo
débats	diskusijos
débats	debatai
débats	diskusijas
moto	moto
moto	motociklo
curé	kunigas
tunnel	tunelis
tunnel	tunelio
tunnel	tunelį
fenêtres	langas
fenêtres	lango
mineur	nedideli
équilibre	subalansuotas
équilibre	subalansuota
équilibre	balansas
équilibre	pusiausvyrą
équilibre	pusiausvyra
variable	kintamasis
sanctuaire	prieglauda
slovaquie	slovakija
slovaquie	slovakijos
statistique	statistikos
psychologie	psichologai
psychologie	psichologija
sel	druskos
sel	druska
découvertes	atrado
découvertes	aptikta
découvertes	atradimų
découvertes	atradimas
examen	egzaminas
examen	egzamino
examen	peržiūra
héritage	paveldėjimo
héritage	palikimas
héritage	paveldo
héritage	paveldas
combattants	kovotojai
théorème	teorema
télé	televizijos
télé	televizija
darkgrey	darkgrey
tracé	pėdsakai
tracé	pėdsakų
tracé	sekti
expériences	eksperimentus
expériences	eksperimentai
expériences	eksperimentų
étudié	tiriamas
buenos	buenos
massacre	žudynės
voisin	kaimynas
voisin	kaimynė
voisin	kaimyne
voisin	kaimynas
dialogue	dialogas
dialogue	dialogo
dialogue	dialogas
dialogue	dialogą
thérèse	thérèse
thérèse	therese
thérèse	teresa
grotte	olas
grotte	urvas
grotte	grotte
grotte	grota
pain	duona
pain	duonos
toit	stogas
toit	stogo
opus	opus
entraineur	treneris
entraineur	treneris
entraineur	trenerio
personnels	asmeninis
death	mirtis
death	mirties
réduction	nuolaida
réduction	nuolaidos
réduction	nuolaidas
réduction	nuolaidos
tension	įtampa
tension	įtampos
tension	įtampa
chaînes	kanalais
chaînes	kanalai
chaînes	stygas
soviétiques	sovietai
soviétiques	sovietų
soviétiques	tsrs
intégration	integravimas
intégration	integracijos
intégration	integracija
wimbledon	wimbledon
rythme	ritmo
rythme	ritmu
arriver	atvykimas
arriver	atvykstantys
arriver	atvyksta
rupture	plyšimas
vague	neaiški
vague	neapibrėžtas
vague	bangos
vague	bangų
vague	banga
décor	dekoravimas
décor	interjeras
décor	dekoracijas
maintien	susilaikymas
maintien	išlaikymo
signal	signalo
signal	signalas
poitiers	puatjė
suicide	savižudybės
suicide	savižudybė
accords	susitarimai
refus	atsisakymas
refus	atmetimas
refus	atmetimo
refus	neigimas
périodes	laikotarpius
périodes	laikotarpiai
hollande	holland
hollande	olandija
librairie	bibliotekų
librairie	bibliotekos
librairie	biblioteka
fuite	nuotėkio
fuite	nutekėjimas
fuite	nuotėkio
dôme	kupolu
reproduction	veislinių
reproduction	veisimas
christianisme	krikščionybė
parcs	parkai
entendu	girdėjau
hasard	atsitiktinai
hasard	atsitiktinė
hasard	sutapimas
hasard	atsitiktinumas
hasard	galimybė
dispositif	įrenginys
acier	plienas
traditions	tradicijos
traditions	tradicijų
traditions	tradicijas
traditions	tradicijos
traditions	tradicijomis
traditions	tradicija
traditions	tradicijų
civilisation	civilizaciją
civilisation	civilizacija
civilisation	civilizacijos
civilisation	civilizacija
occuper	užimti
réellement	tikrai
réellement	išties
réellement	tikrai
silence	tyla
raoul	raoul
définit	apibrėžia
publier	leidyba
publier	leidybos
publier	publikuoti
publier	paskelbia
arguments	argumentai
institute	institutas
antenne	antena
antenne	antenos
charbon	anglys
charbon	anglis
charbon	anglis
léopold	leopoldas
maxi	daugiausiai
maxi	maxi
archéologie	archeologija
financement	finansavimas
financement	finansų
financement	finansai
uefa	uefa
soutenir	remti
traducteur	vertėjai
traducteur	translators
miami	miami
propositions	pasiūlymus
propositions	siūlymai
propositions	pasiūlymai
dur	kieta
dénomination	paskyrimas
dénomination	nominalas
two	du
journalistes	žurnalistų
légère	nedideli
légère	lengvu
légère	lengvas
sicile	sicilijos
clients	klientai
clients	klientų
souvenirs	primena
souvenirs	prisiminimai
souvenirs	pasirodo
souvenirs	suvenyrų
bad	blogai
bad	bloga
bad	blogas
bad	blogi
insectes	vabzdžiai
insectes	vabzdžių
insectes	vabalai
insectes	vabzdžių
insectes	vabzdžiai
prisonnier	kalinys
interdiction	draudimas
interdiction	uždraudimas
interdiction	ban
interdiction	uždrausti
interdiction	uždraudimas
durable	ilgalaikio
mar	tr
précédents	ankstesnė
précédents	ankstesnis
précédents	ankstesnių
photographies	nuotraukos
photographies	fotografijos
photographies	nuotraukų
payer	mokėjimo
libéré	išlaisvinta
libéré	išleistas
libéré	išlaisvinti
chaleur	karštis
chaleur	šiluma
chaleur	šiluminė
chaleur	šilumos
chaleur	šilumą
catalogne	katalonijos
ingénieurs	inžinieriai
municipales	buitinių
indonésie	indonezijoje
indonésie	indonezijos
indonésie	indonezija
chaussée	šaligatvio
variétés	veislės
variétés	veislė
variétés	veislių
urgence	skuba
urgence	skubos
loisirs	poilsis
lambert	lambert
liquide	skystis
liquide	skystas
capacités	pajėgumas
capacités	pajėgumai
capacités	talpa
capacités	gebėjimai
gary	gari
officiels	pareigūnai
officiels	pareigūnams
présidents	pirmininkai
femelle	moteris
femelle	patelės
femelle	moterys
femelle	moterų
femelle	patelė
beauté	gražuolė
beauté	grožis
achat	pirkimas
achat	pirkti
achat	pirkimo
achat	pirkimo
achat	pirkti
camps	stovyklos
camps	stovyklose
camps	stovyklos
camps	stovykla
marques	ženklai
boulogne	boulogne
réponses	atsakymai
réponses	atsakymai
admin	administratorius
gallo	gallo
solutions	sprendimai
gaulle	gaulle
graves	rimti
graves	rimta
graves	rimtas
graves	rimtų
graves	sunkus
graves	duobes
attaquer	ataka
attaquer	puola
décoration	dekoravimas
décoration	dekoravimo
fermé	uždaryta
fermé	uždara
jordan	jordan
jordan	jordanija
jordan	jordanijos
schéma	diagramos
schéma	diagrama
représentée	sudarė
pie	pijus
pie	pyragas
pie	pie
dis	pasakyti
dis	dis
solide	kietu
solide	tvirtas
philip	philip
fiat	fiat
charges	mokesčiai
charges	apkrovos
bureaux	biurų
bureaux	biurai
bureaux	tarnyba
bureaux	biuro
bureaux	biuras
réelle	tikras
réelle	faktinės
ajout	pridėtinės
réception	čekis
dave	dave
dave	deivas
mourir	mirti
mourir	mirti
mourir	miršta
financier	finansiniai
financier	finansinis
personnelles	asmeninis
nelson	nelson
conte	pasaka
conte	conte
règlement	reglamentai
shorts	šortai
horreur	siaubo
horreur	siaubas
manifeste	manifesto
manifeste	manifeste
pirates	originalas
