par	za
ieguvējs	pobjednik
lidostas	aerodrom
lidostas	aerodromima
raķetes	rakete
raķetes	projektili
raķetes	rakete
patīk	kao
patīk	voli
augstienes	highland
apollo	apollo
vācietis	njemački
vācietis	nijemac
vācietis	njemacki
horvātijas	hrvatica
horvātijas	hrvatski
horvātijas	hrvatsko
izplatība	distribucija
autore	autor
lietotāji	korisnike
lietotāji	korisnici
izstāde	izložba
ārkārtas	hitno
ārkārtas	izuzetno
ārkārtas	izuzetna
ārkārtas	izvanredno
skatītāji	publike
skatītāji	publika
skatītāji	gledatelja
skatītāji	gledatelji
skatītāji	gledatelje
skatītāji	gledatelja
skatītāji	gledateljima
mobilo	mobilni
mobilo	mobitel
pozīcija	položaj
pozīcija	pozicija
pozīcija	smjer
klāt	prisutan
klāt	sadašnjost
klāt	poklon
brigādes	brigadni
brigādes	brigadir
spalvas	pera
spalvas	perje
skaidri	vedro
skaidri	jasno
skaidri	čisto
skaidri	eksplicitno
detroitas	detroita
detroitas	detroitu
detroitas	detroit
mašīnas	strojeve
mašīnas	mašine
mašīnas	strojevi
ziedi	cvjetovi
ziedi	cvijeće
londona	london
itāliešu	talijanska
itāliešu	talijan
itāliešu	talijanski
moduļa	modul
moduļa	modula
elektriskā	električna
elektriskā	električni
iezīmes	značajke
iezīmes	karakteristike
ķīmija	kemija
izmēri	dimenzije
izmēri	veličina
izmēri	veličine
senators	senator
senators	senatore
hugo	hugo
rosa	rosa
rosa	ros
rosa	ross
virsotne	apex
mazākā	najmanja
mazākā	najmanji
kongress	kongres
kongress	kongresu
kongress	sabor
gulbis	cygnus
gulbis	labuda
gulbis	swan
gulbis	labud
malu	rub
malu	rubu
instrumentu	instrument
priežu	bor
priežu	pine
sākotnējā	inicijali
sākotnējā	početni
sākotnējā	izvorno
sākotnējā	originalno
sākotnējā	original
sākotnējā	izvorna
sākotnējā	izvorni
siltuma	toplina
siltuma	vrućina
siltuma	topline
siltuma	grijanje
vienotība	jedinstvo
alas	špilje
alas	pećine
alas	spilje
alas	burrows
alas	pećina
alas	pećini
alas	spilja
alas	špilja
studijā	studija
studijā	studio
art	art
art	umjetnost
pretinieku	protivnik
pretinieku	protivnika
vadītāji	menadžeri
vadītāji	vođe
vadītāji	lideri
vadītāji	čelnici
vadītāji	vozači
vilis	willis
okeāns	okean
okeāns	ocean
panamas	panama
panamas	panami
anglija	engleske
anglija	englesku
anglija	engleska
pievienot	dodaj
pievienot	dodajte
klasē	učionica
klasē	učionice
klasē	učionici
bavārijas	bavarske
bavārijas	bavarskoj
ģimnāzija	gimnazija
div	div
nacistu	nacist
nacistu	nacisti
nacistu	nacistički
mākslinieki	umjetnici
lidmašīna	zrakoplov
lidmašīna	avion
lidmašīna	zrakoplov
lidmašīna	avion
lidmašīna	avionom
lidmašīna	jet
lodes	meci
inc	inc
skābekļa	kisika
skābekļa	kisik
stars	ray
michael	mihael
michael	michael
operators	operater
personām	osobe
provincēm	provincija
provincēm	pokrajine
provincēm	provincije
bbc	bbc
katrīna	katrina
katrīna	catherine
katrīna	katarina
saimes	stada
saimes	jata
saimes	jato
saimes	stado
saimes	jata
prāgas	praga
prāgas	pragu
prāgas	prag
ārvalstu	strani
ārvalstu	strano
ekonomiskā	ekonomska
ekonomiskā	ekonomski
ekonomiskā	gospodarski
ekonomiskā	gospodarska
ekonomiskā	gospodarske
veicina	promiče
virsnieki	policajci
virsnieki	časnici
virsnieki	službenici
federālais	federalna
sadraudzības	commonwealtha
fricis	fritz
radot	kreiranje
radot	stvaranje
patiesībā	zapravo
modes	moda
modes	modni
modes	fashion
modes	mode
atstājot	ostavljajući
atstājot	odlazak
brāli	brate
brāli	brat
vēlētāji	birača
vēlētāji	glasači
vēlētāji	birači
signālu	signal
signālu	signala
mežā	šuma
mežā	woods
mežā	šume
veltīta	posvećena
veltīta	posvećeno
veltīta	posvećen
veltīta	posvećeni
veltīta	posvetio
nopietni	ozbiljna
nopietni	ozbiljan
nopietni	ozbiljni
nopietni	ozbiljno
nopietni	ozbiljno
fox	lisac
fox	lisica
fox	fox
prospekts	prospekt
igaunija	estonija
mazie	maleno
mazie	male
mazie	mali
klostera	manastir
klostera	samostan
budžeta	proračunske
mazas	maleno
mazas	male
mazas	mali
virziens	smjer
virziens	pravac
virziens	smjeru
virziens	osi
virziens	osovine
virziens	os
pērnavas	pärnu
delta	delti
delta	delta
fabrika	tvornica
fabrika	fabrike
fabrika	tvornici
fabrika	tvornice
komandēja	orkestrirao
spēcīga	snažno
spēcīga	jaki
spēcīga	jak
spēcīga	jaka
meklēt	traži
meklēt	pretraga
meklēt	pretraživanje
meklēt	pretraži
meklēt	pronađite
meklēt	naći
meklēt	nađi
meklēt	pronađi
ekonomikā	ekonomije
ekonomikā	ekonomija
ekonomikā	gospodarstvo
elizabetes	elizabeta
elizabetes	elizabeth
maksimālais	maksimum
maksimālais	maksimalno
renesanses	renesanse
bērnībā	djetinjstvo
bērnībā	djetinjstva
seši	šest
zemestrīce	zemljotres
zemestrīce	potres
raksturojums	karakteristike
lasīt	pročitaj
lasīt	pročitajte
lasīt	čitaj
uzrakstīja	napisala
uzrakstīja	pisao
uzrakstīja	napisao
sekmīgi	uspješno
formāli	formalno
formāli	formalno
formāli	formalni
hanss	hans
nīderlandiešu	dutch
nīderlandiešu	nizozemski
īru	irac
īru	irski
īru	irci
baltic	baltiku
zināmi	znan
zināmi	poznat
zināmi	poznata
zināmi	poznato
zināmi	poznati
lēni	sporo
lēni	lagano
lēni	polako
balsošanas	glasovanje
balsošanas	glasanja
balsošanas	glasovanja
balsošanas	glasanje
svarīgi	važno
svarīgi	bitno
ivanovs	ivanov
analīzes	analizira
analīzes	analize
analīzes	analiza
parāda	emisije
parāda	prikazuje
parāda	pokazuje
nākotnē	budućnosti
nākotnē	budućnost
korejas	korejski
korejas	koreja
korejas	koreji
korejas	koreju
revolūcija	revoluciju
revolūcija	revolucija
vladislavs	vladislav
reklāmas	oglase
reklāmas	oglasi
media	media
media	mediji
media	medijski
mazs	maleno
mazs	male
mazs	mali
mazs	niski
mazs	niska
mazs	nisko
mazs	nizak
manchester	manchesteru
manchester	manchester
baltkrievu	bjeloruski
portugāļu	portugalski
sabrukuma	kolaps
sākotnējais	inicijali
sākotnējais	početni
sākotnējais	izvorno
sākotnējais	originalno
sākotnējais	original
sākotnējais	izvorna
sākotnējais	izvorni
vaboles	buba
divdesmit	twenty
divdesmit	dvadeset
madrid	madrid
madrid	madrida
madrid	madridu
dzīvniekus	životinje
gals	savjet
gals	dojava
biafra	biafra
esošie	postojeći
esošie	postojeće
pārtraukta	prekinuto
fotogrāfija	fotografija
reģistrēts	registrirani
reģistrēts	registriran
reģistrēts	registrirano
saņemt	primi
saņemt	primite
apstrādes	rukovanja
apstrādes	rukovanje
kopa	klastera
kopa	postavi
kopa	set
kopa	komplet
dzinējs	motora
dzinējs	motor
ādu	koža
ādu	puti
arguments	argument
arguments	argumenti
pastāvīgi	konstantno
pastāvīgi	stalno
pastāvīgi	neprestano
pastāvīgi	trajno
pastāvīgi	neprekidno
pastāvīgi	konstantno
pastāvīgi	kontinuirano
koki	stabla
koki	drveće
max	max
max	maks
arestēts	uhićeni
arestēts	uhićen
leonīds	leonid
piecus	pet
maiņas	smjene
debess	nebeska
laulības	brak
laulības	brakovi
laulības	brakova
laulības	brakove
asti	asti
svarīga	važno
svarīga	bitno
biezums	debljina
izpaužas	dobija
izpaužas	dobiva
izpaužas	dobije
protokols	minuta
protokols	minute
protokols	protokol
apkalpe	posada
apkalpe	ekipa
apkalpe	posadi
konstitūcija	ustav
konstitūcija	ustava
konstitūcija	ustavom
albumus	albuma
albumus	albume
ieraksti	records
ieraksti	ploče
ieraksti	zapisi
ieraksti	objave
ieraksti	unosi
ieraksti	unose
priekšrocības	prednosti
priekšrocības	prednost
senāta	senatu
senāta	senat
nogalināti	ubijen
ventas	venta
vētras	oluje
vētras	oluje
vētras	oluja
vētras	storm
kaulu	kosti
kaulu	kost
kaulu	bone
apkārtnes	okruženju
apkārtnes	okruženje
torni	tower
torni	kula
torni	toranj
varonis	junak
varonis	heroju
varonis	heroj
izdevies	uspio
izdevies	uspjelo
izdevies	uspio
demokrātiskā	demokratski
demokrātiskā	demokratska
demokrātiskā	demokratske
demokrātiskā	demokratski
ikdienas	svakodnevno
konferencē	konferencije
konferencē	konferencija
konferencē	konferenciji
konrāds	conrad
melni	crna
melni	crni
melni	crnac
melni	crne
melni	crno
frakcijas	razlomke
dzintars	amber
nedēļā	tjedna
nedēļā	nedelja
nedēļā	tjedan
nedēļā	sedmica
nedēļā	tjedni
nedēļā	tjedno
bohēmijas	bohemiji
brauns	brown
brauns	smeđa
brauns	smeđi
brauns	smeđe
zāli	trava
zāli	travu
zāli	travi
zāli	trave
skots	scott
komunistu	komunističke
komunistu	komunist
komunistu	komunistički
komunistu	komunisti
komunistu	komunista
mīt	prebiva
otto	otto
otto	oto
usd	usd
maiami	miami
populāra	popularni
populāra	popularna
populāra	popularan
populāra	popularne
populāra	popularno
šoseja	autoput
šoseja	autocesta
šoseja	autoceste
šoseja	autoputu
šoseja	autoput
šoseja	autocesta
corporation	korporacija
zivīm	riba
zivīm	ribica
zivīm	ribe
zivīm	ribice
williams	williams
antonio	antonio
domēna	domena
vēsturiskā	povijesna
vēsturiskā	povijesni
vēsturiskā	povijesno
aizstāvēja	branio
medicīna	lijek
medicīna	lijekovi
medicīna	medicina
kameras	chambers
kameras	odaje
kameras	komore
kameras	kamere
krūmu	grmlje
krūmu	grmlja
krūmu	bush
krūmu	grm
krūmu	grmlje
pāra	par
pāra	par
durvis	vrata
durvis	vrata
augums	stasa
augums	visine
augums	visina
mainīts	promijenjen
mainīts	modificirani
izraisīt	uzrok
atliekas	talog
sekas	posljedica
sekas	posljedice
pazemes	podzemna
pazemes	podzemlje
vāji	slaba
vāji	slabo
vāji	slabi
vāji	slab
līdzekļi	resursi
līdzekļi	resursa
līdzekļi	sredstva
dzimtene	domovine
dzimtene	domovinska
dzimtene	domovinu
dzimtene	domovina
droši	sigurno
droši	sef
droši	sigurna
pļavas	pašnjacima
pļavas	livada
pļavas	meadow
pļavas	livade
dot	dot
dot	daj
pasts	mail
pasts	pošta
pasts	objavi
pasts	objava
kazimirs	casimir
pieaugušo	odraslo
pieaugušo	odrasli
varianti	varijante
stāsti	priče
stāsti	price
klubos	klubovi
klubos	klubova
klubos	palice
klubos	klubove
galileo	galileo
biroja	kancelarija
biroja	ured
organizē	organizirati
organizē	organizirati
organizē	organizira
pieminēts	spomenuto
pieminēts	spomenuo
pieminēts	spomeni
pieminēts	spominjem
pieminēts	spomenuti
playstation	playstation
kandidāts	kandidatkinja
kandidāts	kandidat
novados	županije
leftarm	leftarm
molekulas	molekula
molekulas	molekule
molekulas	molekula
molekulas	molekule
daļiņas	čestice
daļiņas	čestice
saite	veza
saite	link
saite	poveznica
platforma	platforma
platforma	platformu
lietota	korištene
lietota	korišteno
lietota	korišten
pussala	poluotoka
pussala	poluotoku
kapu	grobnica
kapu	grob
kapu	groba
nesen	nedavno
nesen	nedavne
nesen	nedavna
nesen	nedavno
nesen	nedavni
afganistānas	afganistanske
info	info
info	podaci
info	informacije
ceremonijā	svečanost
ceremonijā	ceremonija
ceremonijā	ceremoniji
pretējā	nasuprot
pretējā	suprotno
loka	rub
loka	obruč
loka	arc
loka	luk
mazākais	najniža
mazākais	najniži
mazākais	najniže
mazākais	najmanja
mazākais	najmanji
vietējie	lokalni
vietējie	lokalno
vietējie	mještani
veidošanā	oblikovanje
atrasts	pronađeno
atrasts	našao
atrasts	pronađen
atrasts	pronađeni
atrasts	pronađena
beļģijā	belgije
beļģijā	belgija
beļģijā	belgiji
deniss	dennis
deniss	denis
deniss	denis
aģentūra	agencije
aģentūra	agencija
atbalsts	podrška
atbalsts	podršku
atbalsts	potpora
zemāk	ispod
lietoti	korištene
lietoti	korišteno
lietoti	korišten
lietoti	nosili
lietoti	nosio
lietoti	nosila
laureāts	laureat
sarkana	crveno
sarkana	crvena
sarkana	crven
sarkana	crveni
alfa	alpha
alfa	alfa
alfa	alfa
asinis	krvi
asinis	krv
labākās	najbolji
labākās	najbolje
labākās	najbolja
vieglāk	lakše
das	das
saskaņas	sklad
saskaņas	harmonija
saskaņas	harmony
saskaņas	sloga
olu	jaje
sāls	salt
sāls	sol
sāls	soli
kursu	kurs
ļaudis	narode
konstitūcijas	ustav
konstitūcijas	ustava
konstitūcijas	ustavom
konstitūcijas	ustave
fona	pozadina
persiešu	perzijski
dzimtenē	domovine
dzimtenē	domovinska
dzimtenē	domovinu
dzimtenē	domovina
savienojums	veza
savienojums	povezanost
savienojums	povezivanje
savienojums	poveznica
linux	linux
kopiju	kopiraj
kopiju	kopija
mājā	kuca
mājā	house
mājā	kuća
racing	utrka
racing	trke
racing	utrke
atrastas	pronađeno
atrastas	našao
atrastas	pronađen
atrastas	pronađeni
atrastas	pronađena
ziedu	cvjetni
ziedu	cvet
ziedu	cvijeta
ziedu	cvijet
gsub	gsub
attīstīties	evoluirati
jebkurš	bilo
apakšējā	donja
apakšējā	niže
apakšējā	dno
migrācijas	migracije
stambulas	istanbula
stambulas	istanbulu
stambulas	istanbul
king	kralju
king	kralj
king	king
kabinets	ormar
kabinets	kabinet
materiāls	materijal
grieķija	grčka
arhitektūra	arhitektura
arhitektūra	arhitekture
uzlabot	poboljšati
stīvens	stephen
stīvens	stjepan
stīvens	steven
troni	prijestolje
troni	tron
atsevišķa	odvoji
atsevišķa	odvojeno
atsevišķa	odvojeni
atsevišķa	razdvoji
programmēšanas	programiranje
liecības	trag
liecības	svjedočenja
liecības	svjedočenje
liecības	svjedočanstvo
liecības	svjedočenja
liecības	iskaz
krīzes	kriza
krīzes	krize
ķīna	kine
ķīna	kinu
ķīna	kini
ķīna	kina
izgudrotājs	izumitelj
kokos	coco
kokos	koko
uzsāk	počinje
runa	govor
jūtas	osjeća
jūtas	utah
jūtas	osjećaji
jūtas	osjećaje
jūtas	osjećanja
reģionālās	regionalno
reģionālās	regionalni
bull	bika
bull	bik
bull	bull
bruņinieku	vitezovi
periodi	razdoblja
eiropa	europe
eiropa	evropa
eiropa	europa
domājams	navodno
tērauda	steel
tērauda	čelik
tērauda	čelika
pieminekļu	monumentalna
pieminekļu	spomenike
pieminekļu	spomenika
pieminekļu	spomenici
gemini	gemini
gemini	blizanac
warriors	ratnici
formulas	formula
formulas	formulu
formulas	formule
aicināja	pozvan
aicināja	pozvana
aicināja	pozvani
konstrukcijas	konstrukcije
konstrukcijas	struktura
konstrukcijas	strukture
braukšanas	vožnja
ask	pitajte
ask	pitaj
domas	misli
domas	mislima
xiii	xiii
kokiem	stabla
kokiem	drveće
kriss	chris
kriss	kris
bakalaura	neženja
žurnālu	dnevnik
pārdaugavas	vojvodstvo
pārdaugavas	vojvodina
staņislavs	stanisław
plašas	široka
plašas	opsežna
kartē	karta
kartē	mapa
kartē	kartu
kartē	mapu
kartē	preslikana
izgatavots	proizveden
izgatavots	napravljen
izgatavots	napravio
izgatavots	napravljeno
tabulas	stolovi
tabulas	stolove
amerikā	americi
amerikā	amerika
amerikā	america
amerikā	ameriku
fam	fam
air	rod
air	rode
piezīme	napomena
piezīme	bilješka
jebkura	bilo
just	osjeti
nometnes	logor
nometnes	kamp
nometnes	camp
nometnes	kampove
nometnes	logore
atklāj	otkrij
atklāj	otkrij
atklāj	otkriva
nodalījums	odjeljak
kukaiņi	insekti
kukaiņi	kukci
kukaiņi	kukac
kukaiņi	insekata
san	saa
san	san
uzbūvēts	izgrađen
uzbūvēts	izgrađena
uzbūvēts	izgrađeno
uzbūvēts	izgradio
drīkst	svibanj
drīkst	may
drīkst	svibnja
būvēt	grade
būvēt	izgradi
būvēt	izgraditi
būvēt	graditi
ērglis	eagle
ērglis	orao
tilpums	količina
tilpums	volumen
decembrim	prosinac
decembrim	prosinca
decembrim	prosincu
park	parka
park	park
nepieciešami	potrebna
nepieciešami	potrebno
nepieciešami	potrebni
nepieciešami	potreban
nepieciešami	potrebna
nepieciešami	potrebno
nepieciešami	neophodna
nepieciešami	potrebno
nepieciešami	neophodno
baroka	barokna
balsis	glasove
balsis	glasova
balsis	glasa
balsis	glasovi
balsis	glasove
balsis	glasovi
mazākas	manje
mazākas	manjim
mazākas	manja
mazākas	manji
zirga	konj
zirga	konju
zirga	konja
queen	queen
queen	matica
queen	kraljice
queen	kraljica
saint	sveti
saint	svetac
saint	saint
starptautiski	international
starptautiski	međunarodna
starptautiski	međunarodni
starptautiski	međunarodno
koloniju	kolonije
koloniju	kolonija
koloniju	koloniju
atšķirība	razlika
ģitārists	gitarist
nīderlande	nizozemska
stokholmas	stockholmu
stokholmas	stockholm
tramvajs	tramvaj
reģ	reg
atvērts	otvori
izpilda	izvrši
izpilda	pogubiti
izpilda	izvršava
āda	koža
āda	kožna
āda	koža
āda	puti
links	poveznice
dārzā	vrta
dārzā	garden
dārzā	vrt
izvēlēts	odabran
izvēlēts	izabrani
izvēlēts	odabrano
izvēlēts	odabrani
izvēlēts	odabrane
izvēlēts	odabrana
tallinā	tallinn
krājumu	zalihe
krājumu	dionice
prasības	tvrdnje
prasības	potraživanja
prasības	tvrdi
prasības	zahtjevi
bezmaksas	slobodna
bezmaksas	slobodni
bezmaksas	slobodan
bezmaksas	besplatno
bezmaksas	free
xiv	xiv
kanāda	kanada
kanāda	kanadi
kanāda	kanade
kanāda	kanadu
kanāda	kanadska
jumta	kišobran
pētnieks	istraživač
pētnieks	istražitelj
avīzes	novine
fernando	fernando
lietošana	uporaba
lietošana	upotreba
lietošana	korištenje
lietošana	koristi
lietošana	iskoristi
lietošana	upotrebi
lietošana	upotrijebi
laikmets	ere
laikmets	era
west	west
west	zapad
west	zapadno
rindā	redak
rindā	veslaj
rindā	red
lauvas	lavovi
lauvas	lavove
lauvas	lavova
für	für
gravitācijas	gravitacijske
gravitācijas	gravitacija
pelēkā	sivo
pelēkā	siva
pelēkā	grey
pelēkā	sivi
publicists	publicista
samazināts	smanjena
samazināts	smanjene
samazināts	smanjen
samazināts	smanjena
zaudē	gubljenje
zaudē	gubi
zaudē	izgubi
zaudē	izgubiti
zaudē	gubi
zaudē	izgubi
augstā	visoko
augstā	visok
augstā	visoka
ordas	horde
būves	konstrukcije
sniegs	snijeg
slimnīca	bolnica
slimnīca	ambulanta
kategorija	kategorije
kategorija	kategorija
nolaišanās	spuštanje
nolaišanās	slijetanja
nolaišanās	iskrcavanje
nolaišanās	slijetanje
foundation	zaklada
foundation	osnova
foundation	fondacija
foundation	temelji
foundation	temelj
grādi	stupnjeva
grādi	diplome
cietoksnis	tvrđava
cietoksnis	utvrda
citādi	drugi
citādi	drugo
citādi	druga
citādi	inace
citādi	inače
likvidēta	likvidiran
sarkanais	crveno
sarkanais	crvena
sarkanais	crven
sarkanais	crveni
dots	dano
dots	dao
samazināt	smanji
samazināt	smanji
nepārtraukti	neprekidno
nepārtraukti	konstantno
nepārtraukti	kontinuirano
nepārtraukti	konstantno
nepārtraukti	stalno
nepārtraukti	neprestano
nepārtraukti	neprekidno
nepārtraukti	kontinuirano
pamest	napusti
plūsma	tijek
plūsma	tok
plūsma	protok
ķēniņš	kralju
ķēniņš	kralj
ķēniņš	king
debesīs	raja
debesīs	raj
debesīs	nebesa
debesīs	nebo
atjaunošanu	obnavljanje
atjaunošanu	obnova
atjaunošanu	obnovu
nosūtīts	poslana
nosūtīts	poslano
mazulis	beba
mazulis	dušo
mazulis	mala
mazulis	mladunče
piekrita	dogovoreno
vienāda	uniforma
vienāda	uniforme
vienāda	odora
vienāda	uniformu
vienāda	jednaki
vienāda	jednako
vienāda	jednaki
vienāda	jednako
atbrīvots	pušten
atbrīvots	puštena
atbrīvots	izuzeti
mežs	šuma
mežs	šume
mežs	forest
mars	marsa
mars	mars
mclaren	mclaren
izvēlēties	odaberite
izvēlēties	izaberite
izvēlēties	odaberite
izvēlēties	odabir
olimpiskā	olimpijski
olimpiskā	olympic
dara	dara
velsas	velški
velosipēdu	bicikli
velosipēdu	bicikle
velosipēdu	biciklima
velosipēdu	bicikla
velosipēdu	biciklu
velosipēdu	bicikl
velosipēdu	biciklom
uzbrūk	napadaju
uzbrūk	napada
kariem	ratovi
kariem	ratove
kariem	ratova
saprot	razumije
turpinājums	nastavak
turpinājums	nastavak
pilis	dvorce
eiropiešu	europljani
iedalīt	izdvojiti
vāks	poklopac
vāks	cover
vāks	zaklon
renault	renault
kazaņas	kazan
septiņi	sedam
septiņi	sedmica
brazīlija	brazil
brazīlija	brazila
kristiāns	christian
kristiāns	kršćanin
kristiāns	kristijan
izmeklēšanas	upite
izmeklēšanas	upiti
izmeklēšanas	istrage
olimpiskais	olimpijski
olimpiskais	olympic
aizliedza	zabranjena
aizliedza	zabranjen
paris	paris
paris	pariz
paris	pariza
sienu	zid
sienu	zida
sabiedrisks	društven
svarīgs	važno
svarīgs	bitno
bumbu	lopta
bumbu	loptica
bumbu	loptu
bumbu	ball
bumbu	kugla
ausis	uši
ausis	usi
apmācības	trening
apmācības	obuka
apmācības	treniranje
mūzikā	muzika
mūzikā	glazba
slam	slam
runas	govore
runas	govor
atbrīvoja	olakšanje
atbrīvoja	oslobodio
atbrīvoja	oslobođen
atbrīvoja	oslobođeni
redzami	vidljiv
redzami	vidljiva
redzami	vidljive
redzami	vidljivo
redzami	vidljivi
redzami	vidno
fabrikas	fabrike
fabrikas	tvornice
iepriekšējās	prethodni
iepriekšējās	prethodna
ķīmiskais	kemikalija
ķīmiskais	kemijski
ķīmiskais	kemikalije
ķīmiskais	kemijska
produkti	proizvode
produkti	proizvodi
franku	franak
franku	franaka
plašs	široka
plašs	širom
plašs	širok
plašs	široki
plašs	široko
plašs	opsežna
plašs	prostrana
plašs	široka
dziļi	duboka
dziļi	duboko
tradīciju	tradicije
tradīciju	tradicija
utc+	utc+
vairākums	većinski
vairākums	većina
automašīnas	automobili
automašīnas	auti
valērijs	valery
noformējums	prezentacije
noformējums	predstavljanje
noformējums	prezentacija
noformējums	umjetnine
bayern	bayern
izvirzīja	odgojen
izvirzīja	podignuta
dejas	dance
dejas	pleši
dejas	ples
dejas	plesove
dejas	pleše
dejas	plesanje
dejas	ples
austrālija	australija
austrālija	australiji
austrālija	australije
zinātniskā	znanstveni
zinātniskā	znanstveno
segums	cover
segums	zaklon
segums	pokrivenost
minesotas	minnesoti
šveice	švicarska
šveice	švicarskoj
mieru	mir
zarnu	crijeva
zarnu	crijeva
zarnu	crijeva
ģermāņu	germanski
zelts	zlatna
zelts	zlato
zelts	zlatni
zelts	gold
zelts	zlata
gubernators	guverneru
gubernators	guverner
grādus	stupnjeva
grādus	diplome
īsā	ukratko
īsā	kratki
īsā	kratko
īsā	kratka
minhenes	münchen
sadarbība	suradnja
sadarbība	suradnji
sadarbība	suradnja
sadarbība	suradnju
aktieri	glumce
aktieri	glumci
bibliotēku	knjižnica
bibliotēku	biblioteka
džo	džo
džo	joe
italia	italia
dānijā	danske
dānijā	danska
dānijā	danskoj
kristīne	christina
kristīne	kristina
tulkojums	prijevod
atzīst	prepoznati
emīls	emile
emīls	emil
welt	welt
pilnu	pun
pilnu	full
pilnu	puna
pilnu	puni
signāls	signal
signāls	signala
reliģiskās	religiozni
reliģiskās	vjerska
reliģiskās	vjerski
reliģiskās	vjerske
pasākumi	mjere
pasākumi	događaji
pasākumi	događaja
pasākumi	događaje
tēlnieks	kipar
reģistrēta	registrirani
reģistrēta	registriran
reģistrēta	registrirano
paskaidrojums	objašnjenje
izvietoti	stacioniran
rezidence	boravište
rezidence	rezidencija
rezidence	prebivalište
raķešu	raketa
ierīce	uređaj
kareivji	vojnici
kareivji	ratnici
panākumi	uspjehe
panākumi	uspjeh
failu	datoteka
trūkums	nedostatak
trūkums	mana
trūkums	nestašica
ali	alija
piloti	piloti
piloti	pilote
maina	mijenjanje
maina	mijenjam
pārošanās	parenje
pārošanās	parenja
sofija	sophie
sofija	sofija
sofija	sofiji
sofija	sofia
sofija	sofija
sofija	sophia
ved	vodi
pamats	zaklada
pamats	osnova
pamats	fondacija
pamats	temelji
pamats	temelj
pamats	osnova
pamats	baza
labas	dobro
labas	dobar
kļūdas	pogreške
kļūdas	greške
kļūdas	pogreške
kļūdas	greške
pārmaiņas	izmjene
pārmaiņas	promjene
pārmaiņas	promjena
pārmaiņas	promijeni
kapa	grobnica
kapa	kappa
kapa	grob
kapa	groba
mediju	media
mediju	mediji
mediju	medijski
topos	topos
aktīva	aktivna
aktīva	aktivne
aktīva	aktivni
aktīva	aktivan
aktīva	aktivno
aktīva	imovina
krustnešu	križar
hot	vruće
hot	vrelo
hot	zgodna
miljons	milijun
maiks	mike
ita	ita
regulārā	redovito
regulārā	redovna
regulārā	redovno
atbildes	odgovore
atbildes	odgovori
austrija	austrija
austrija	austriju
austrija	austrije
brauc	pogon
brauc	vozi
piejūras	pomorski
armēņu	armenski
pašvaldībām	općine
doktors	doc
iekārta	biljke
iekārta	biljka
iekārta	instalacija
iekārta	instalacije
iekārta	instalaciju
iekārta	oprema
čūskas	zmije
paldies	hvala
leju	dolje
spurs	spursa
vadīt	pogon
vadīt	vozi
kauņas	kaunas
koeficients	koeficijent
koeficients	čimbenik
koeficients	faktor
zemākā	najniža
zemākā	najniži
zemākā	najniže
zemākā	donja
zemākā	niže
oslo	oslu
vilciens	vlakom
vilciens	voz
vilciens	vlak
krājumi	dionice
krājumi	zalihe
krājumi	dionice
atmodas	buđenje
stingri	snažno
stingri	strogo
stingri	striktno
stingri	strogi
stingri	strogo
stingri	stroga
izlūkošanas	inteligencija
izlūkošanas	obavještajna
izlūkošanas	inteligenciju
izlūkošanas	izviđanje
eļļas	ulje
eļļas	nafta
eļļas	ulja
leons	léon
leons	leone
leons	leon
viedoklis	pogledi
tehniskā	tehnički
tehniskā	tehnička
platuma	širina
diemžēl	nazalost
diemžēl	nažalost
neveiksmīgi	nesretno
neveiksmīgi	nesretna
neveiksmīgi	neuspješno
neveiksmīgi	neuspješni
likumdošanas	zakonodavne
atšķirīgs	drukčije
atšķirīgs	drugačiji
atšķirīgs	drugačija
atšķirīgs	drugačije
ainava	pejzaž
ainava	krajolik
skābekli	kisika
skābekli	kisik
cikls	ciklus
galda	stol
galda	tablica
maiņu	pomak
tehnika	tehnika
tehnika	strojeve
standarts	standardni
standarts	standardno
standarts	standardna
standarts	standard
dzirnavu	mlin
dzirnavu	mill
fakts	činjenica
instruments	instrument
instruments	alat
pabeigts	završeno
pabeigts	dovršeno
pabeigts	završena
pabeigts	završio
pabeigts	završeno
pabeigts	potpuna
pabeigts	kompletan
pabeigts	kompletna
vīri	muževe
vīri	muževa
vīri	muževi
vīri	muževima
vīri	ljudi
vīri	muškarci
tibetas	tibetanski
tibetas	tibet
monako	monaco
arhīvs	arhiv
arhīvs	arhiva
arhīvs	arhive
arhīvs	arhiv
arhīvs	arhiva
balkānu	balkan
balkānu	balkanu
balkānu	balkana
balkānu	balkan
balkānu	balkanski
balkānu	balkanska
update	ažuriranje
redzes	vizualna
redzes	vizualno
redzes	vizualni
tostring	tostring
berlin	berlin
berlin	berlina
berlin	berlinu
īsa	ukratko
īsa	kratki
īsa	kratko
īsa	kratka
norādīts	navedeno
norādīts	naveden
norādīts	navedena
atļauts	dozvoljeno
atļauts	dopušteno
atļauts	dozvoljeno
atļauts	dozvoljena
atļauts	dopušteno
izveide	kreiranje
izveide	kreacija
izveide	stvaranje
izveide	uspostavljanje
izveide	osnivanje
izveide	uspostavu
izveide	uspostava
kristians	christian
kristians	kršćanin
kristians	kristijan
kristians	kristian
aizliegts	zabranjena
aizliegts	zabranjeno
aizliegts	zabranjeni
aizliegts	zabranjen
aizliegts	zabranjena
aizliegts	zabranjeno
faktori	faktora
olga	olga
pārdošanas	prodaje
