मिसाल	przypowieść
प्लेटों	tablice
प्लेटों	płyty
सिरा	sira
प्रमाणन	certyfikacja
प्रमाणन	certyfikacji
प्रमाणन	certyfikaty
प्रमाणन	certyfikat
प्रमाणन	zaświadczenie
खरीदी	kupione
खरीदी	kupiony
खरीदी	zakupione
खरीदी	kupione
खरीदी	kupił
खरीदी	kupiony
खरीदी	kupiła
मिटा	wymazać
दुखी	nieszczęśliwa
दुखी	nieszczęśliwy
दुखी	smutno
दुखी	smutne
दुखी	smutny
दुखी	smutna
न्यूट्रॉन	neutron
इमरान	imran
निरीक्षक	surveyor
निरीक्षक	przełożony
निरीक्षक	nadzorca
निरीक्षक	obserwatora
निरीक्षक	obserwator
निरीक्षक	obserwatorzy
अल्फ़ा	alpha
अल्फ़ा	alfa
हैरिस	harrisa
हैरिस	harris
सावधान	dyskretny
गियर	bieg
राजतंत्र	monarchia
अंडाकार	eliptyczne
सर्कस	cyrk
सर्कस	cyrku
अल्बानिया	albania
अल्बानिया	albanii
हीलियम	hel
हीलियम	helu
बादाम	migdały
कगार	gzymsie
निष्कर्षों	ustalenia
प्राचल	parametr
प्राचल	parametry
कामकाज	funkcjonowanie
कामकाज	funkcjonuje
कामकाज	funkcjonowaniu
मिनेसोटा	minnesota
पृथक्करण	odpraw
पृथक्करण	segregacji
अंडा	jajko
अंडा	jajka
अंडा	jajo
एलर्जी	alergia
एलर्जी	uczulenie
माइक्रो	mikro
वर्दी	mundury
वर्दी	jednolite
वर्दी	jednolita
वर्दी	uniform
वर्दी	jednolity
वर्दी	mundur
उत्कृष्टता	ideał
उत्कृष्टता	doskonałości
उत्कृष्टता	perfekcji
उत्कृष्टता	doskonałość
सूर्यास्त	sunset
ताँबा	miedzi
ताँबा	miedź
ऐश	ash
ऐश	popiołu
ऐश	popiół
कैलोरी	kalorii
कैलोरी	kcal
कैलोरी	kalorii
कैलोरी	cala
कैलोरी	cal
ईमानदारी	uczciwość
ईमानदारी	szczerość
ईमानदारी	szczerość
मताधिकार	franczyzy
वृत्ताकार	okrągły
वृत्ताकार	okrągłe
निर्वासित	banita
सरस	soczyste
स्ट्रिंग	sznur
स्ट्रिंग	łańcuch
स्ट्रिंग	strun
स्ट्रिंग	sznurek
स्फटिक	kwarc
बुनाई	tkania
बुनाई	drutach
विवाहित	zamężna
विवाहित	żonaty
आभा	aura
ईद	eid
मांसाहारी	mięsożerne
बॉन	bonn
बॉन	bon
पाँव	stóp
पाँव	stopy
द्वेष	nienawiści
द्वेष	nienawiść
द्वेष	złośliwości
रेखांकित	podkreślił
रेखांकित	podkreślono
रेखांकित	podkreśliła
रेखांकित	podkreślić
रेखांकित	podkreślają
रेखांकित	podkreślenie
कॉलम	kolumny
कॉलम	kolumnie
कॉलम	kolumna
कॉलम	kolumn
कॉलम	kolumny
समस्थानिक	izotopów
चट्टोपाध्याय	chatterjee
कहावत	przysłowie
कहावत	dictum
कहावत	maxim
टेड	ted
समष्टि	przestrzeni
समष्टि	kosmos
समष्टि	przestrzeń
दुर्घटनाओं	wypadki
दुर्घटनाओं	wypadków
शायरी	poezji
शायरी	poezja
शायरी	wiersze
टेलीग्राफ	telegraph
प्रत्याशी	kandydata
प्रत्याशी	kandydaci
प्रत्याशी	kandydat
आवेग	impet
आवेग	impuls
मुंडा	munda
नक्षत्रों	nakszatra
माधुरी	madhuri
बर्नार्ड	bernard
बर्नार्ड	barnard
अध्यात्म	duchowość
सचेत	świadome
सचेत	świadoma
सचेत	świadomy
एमिनेम	eminem
सुनी	słuchała
सुनी	słuchał
किशोरों	nastolatki
किशोरों	nastolatków
धर्मार्थ	charytatywnych
धर्मार्थ	dobroczynność
डेव	dave
पारा	mercury
पारा	rtęci
पारा	rtęć
पारा	para
धोखे	oszukany
हार्ले	harley
पेंट	farba
पेंट	farby
निदेशालय	dyrekcja
सोन	synu
सोन	syn
नीलामी	aukcja
नीलामी	aukcje
नीलामी	aukcję
नीलामी	aukcji
नीलामी	aukcji
नीलामी	aukcje
पट्टे	leasingu
पट्टे	dzierżawa
पट्टे	leasing
पट्टे	dzierżawa
पट्टे	dzierżawy
पट्टे	leasing
नाटो	nato
ब्रह्मचर्य	celibat
ग्लेन	glen
ग्लेन	glenn
विरल	sporadyczne
विरल	sporadycznie
विरल	rzadka
विरल	rzadkość
विरल	rzadkie
विरल	rzadki
विरल	rzadko
पिया	pili
पिया	pił
पिया	piła
काव्यशास्त्र	poetyka
पोर्टफोलियो	portfolio
पोर्टफोलियो	portfel
पोर्टफोलियो	portfela
नवाचार	innowacyjność
नवाचार	innowacja
नवाचार	innowacje
नवाचार	innowacji
डायमंड	diament
डायमंड	diamond
डायमंड	diamenty
महंगी	drogie
महंगी	droga
महंगी	drogo
महंगी	kosztowne
महंगी	drogi
फ्रायड	freud
तर्कसंगत	racjonalne
तर्कसंगत	racjonalnie
तर्कसंगत	racjonalny
पीना	pije
पीना	picie
पीना	piła
पीना	pić
पीना	pić
पीना	napój
स्ट्रिप	pasek
स्ट्रिप	strip
संलयन	fuzja
संलयन	fusion
अब्दुल्ला	abdullah
वर्जिन	dziewica
वर्जिन	dziewicze
अय्यर	iyer
डेप	depp
सिन्धी	sindhi
मुहाफ़ज़ाह	gubernia
प्रोसेसिंग	przetwarzania
प्रोसेसिंग	przetwarzanie
प्रोसेसिंग	przetwórstwo
प्रोसेसिंग	obróbka
उर्मिला	urmila
अवस्थिति	umiejscowienia
अवस्थिति	umieszczenie
अवस्थिति	umiejscowienie
अवस्थिति	lokalizacja
अवस्थिति	położenie
अवस्थिति	lokalizacji
अवस्थिति	lokalizacje
अवस्थिति	miejsca
वार्मिंग	ocieplenie
मार्गदर्शक	przewodniku
मार्गदर्शक	poradnik
मार्गदर्शक	przewodnikiem
मार्गदर्शक	przewodnika
मार्गदर्शक	przewodnik
विभिन्नता	zmienność
ढोल	beczka
ढोल	bęben
ढोल	bębny
क्वार्क	quark
अवकल	zróżnicowanie
अवकल	różnica
श्रावण	shravan
राजसी	majestic
राजसी	regal
टिकाऊ	zrównoważona
टिकाऊ	zrównoważonego
टिकाऊ	zrównoważone
टिकाऊ	zrównoważony
टिकाऊ	wytrzymały
टिकाऊ	trwałe
टिकाऊ	trwała
टिकाऊ	trwały
क्रोमियम	chromu
कूप	coupe
एकरूपता	jednolitości
कीन	keane
स्टेनली	stanley
स्टेनली	stanleya
सिन्ध	sindh
लेखनी	pen
लेखनी	długopis
लेखनी	pióro
वक्ष	tułów
अखबारों	gazet
अखबारों	gazety
मध्यस्थता	arbitrażu
मध्यस्थता	mediacji
सोल	sol
किक	kop
किक	wykop
किक	kopnięcie
आयोडाइड	jodek
धड़कन	beat
धड़कन	pokonać
धड़कन	bić
धड़कन	pobicia
धड़कन	biją
धड़कन	pobicie
धड़कन	bicie
छल्ले	obrączki
छल्ले	pierścienie
क्रेन	dźwig
क्रेन	crane
आखरी	ostatnio
आखरी	ostatnie
आखरी	last
आखरी	ostatni
आखरी	ostatnia
क्षेत्ररक्षण	kapitan
क्षेत्ररक्षण	fielding
लिली	lili
लिली	lilly
लिली	lily
बेली	bailey
बेली	brzucha
बेली	brzuch
मॉनिटर	monitorowania
मॉनिटर	monitor
मॉनिटर	monitorowanie
कोक	koksu
कोक	koks
कोक	koka
कोक	cola
मेलबोर्न	melbourne
करुणा	życzliwość
करुणा	dobroć
करुणा	dobroci
करुणा	uprzejmość
अकसर	czesto
अकसर	często
मशरूम	grzybów
मशरूम	grzyby
मशरूम	grzybki
मशरूम	grzyb
मशरूम	grzyby
शांतिपूर्ण	pokojowe
शांतिपूर्ण	pokojowych
शांतिपूर्ण	spokojne
शांतिपूर्ण	spokojna
गरुड़	garuda
फ्लू	grypa
फ्लू	grypę
नरक	hell
नरक	piekło
ट्री	drzewo
ट्री	drzewko
ट्री	drzewa
बेलन	cylinder
बेलन	cylindra
बोलना	mówiąc
बोलना	mówienie
अवरोधित	zablokowany
अवरोधित	zablokowana
अवरोधित	zablokowane
आत्मविश्वास	zaufanie
आत्मविश्वास	zaufania
कुपोषण	niedożywienia
लापता	brak
लापता	brakuje
लापता	brakujące
लापता	zaginiony
लापता	zaginął
नूर	noor
कंटेनर	kontener
कंटेनर	kontenery
कंटेनर	zbiornik
कंटेनर	pojemnik
राई	rai
दुश्मनों	wrogów
दुश्मनों	wrogowie
वाइड	szeroki
वाइड	szeroka
वाइड	szeroko
वाइड	szerokie
फर्नीचर	meble
वारिस	dziedzica
वारिस	dziedzic
वारिस	spadkobierców
वारिस	waris
आधुनिकीकरण	modernizację
आधुनिकीकरण	modernizacja
आधुनिकीकरण	modernizacji
परिवर्तनशील	zmienna
परिवर्तनशील	zmiennej
परिवर्तनशील	zmienne
परिवर्तनशील	zmienny
मच्छर	komara
मच्छर	komary
अनजान	nieznany
अनजान	nieznana
अनजान	nieznane
ग्रांट	dotacja
ग्रांट	grant
मैग्नीशियम	magnezu
सनी	słoneczna
सनी	słoneczny
सनी	słoneczne
प्लेटफॉर्म	peron
प्लेटफॉर्म	platformie
प्लेटफॉर्म	platforma
प्लेटफॉर्म	platformy
प्लेटफॉर्म	platform
घुस	przeniknąć
भावुक	emocjonalne
भावुक	emocje
भावुक	emocjonalny
भावुक	emocjonalna
भावुक	sentymentalny
कैन	cain
कैन	cannes
घोटाला	afera
घोटाला	skandal
घोटाला	przekręt
घोटाला	oszustwo
रक्षात्मक	obronne
मिस्री	egipski
मिस्री	egipcjanie
ईर्ष्या	zazdrosny
ईर्ष्या	zazdrość
ईर्ष्या	zazdrosna
ईर्ष्या	zazdrość
ईर्ष्या	zazdrość
ईर्ष्या	zazdrości
अमल	amal
मेडल	medal
समरूप	jednorodne
गायों	krowy
गायों	krów
जैज़	jazz
जैज़	jazzu
गायकों	śpiewaków
गायकों	śpiewanie
गायकों	śpiewać
गायकों	śpiew
गायकों	śpiewa
गायकों	śpiewam
ओक	dąb
ओक	oak
बैच	partia
बैच	partii
उड़ा	cios
किनारा	granice
किनारा	granic
किनारा	edge
किनारा	krawędź
किनारा	krawędzi
किनारा	granice
किनारा	granicy
किनारा	granica
किनारा	granicę
किनारा	boki
कौल	kaul
फ्रेड	freda
फ्रेड	fred
बुर्ज	wieża
बुर्ज	tower
बुर्ज	wieży
बुर्ज	pinnacle
पियरे	pierre
वुड	drewno
वुड	wood
वुड	drewna
बंदरगाहों	portu
बंदरगाहों	port
अलेक्जेंडर	aleksandr
अलेक्जेंडर	aleksandra
अलेक्जेंडर	aleksander
अलेक्जेंडर	alexander
परिमित	skończona
परिमित	skończony
वर्षगांठ	rocznice
वर्षगांठ	rocznica
क्योटो	kioto
मटर	grochu
मटर	groszek
आर्किटेक्चर	architektura
आर्किटेक्चर	architektury
फैक्ट्री	fabrykę
फैक्ट्री	fabryce
फैक्ट्री	fabryki
फैक्ट्री	fabryka
वॉर्स	wojen
वॉर्स	wojny
ओंटारियो	ontario
वायरल	wirusowe
वायरल	wirusy
एडवेंचर	przygodę
एडवेंचर	przygoda
एडवेंचर	przygody
एडवेंचर	przygód
अनुग्रह	łaska
अनुग्रह	grace
अनुग्रह	łaski
स्टीवर्ट	stewart
गिल्ड	gildii
डेविडसन	davidson
घंटी	dzwonek
घंटी	dzwon
घंटी	bell
कूपर	coopera
कूपर	cooper
दोहन	uprząż
कैरोलिना	carolina
कैरोलिना	karolina
प्लान	plan
विदा	vida
मिर्जा	mirza
खिंचाव	stretch
माफी	przebaczenie
माफी	wybaczenie
माफी	przebaczenia
अबुल	abul
व्लादिमीर	władimir
व्लादिमीर	vladimir
दंगों	zamieszki
दौलत	majątek
दौलत	bogactwo
दौलत	bogactwa
कोचीन	kochi
बर्गर	burger
बर्गर	hamburger
बेहोश	nieprzytomny
बेहोश	zemdlał
वर्ड	słowo
वर्ड	slowo
प्रभार	opłata
प्रभार	ładunek
म्यांमार	myanmar
मार्गरेट	margaret
मार्गरेट	małgorzata
जुलूस	procesja
बांसुरी	flet
दिशानिर्देश	kierunki
दिशानिर्देश	wytycznymi
दिशानिर्देश	wytycznych
दिशानिर्देश	wytyczne
माननीय	czcigodny
माननीय	honorowe
माननीय	honorowy
माननीय	szanownych
बधाई	gratuluję
बधाई	gratuluje
बधाई	gratulacje
बधाई	pozdrawiam
बधाई	pozdrowienia
बधाई	gratulacje
सत्तर	siedemdziesiąt
सत्तर	sattar
हॉस्पिटल	szpitalu
हॉस्पिटल	szpitalne
हॉस्पिटल	szpital
प्रांगण	lokale
प्रांगण	pomieszczenia
प्रांगण	podwórko
प्रांगण	dziedziniec
हिंदुस्तानी	hindustani
त्यागपत्र	rezygnacja
त्यागपत्र	rezygnacji
त्यागपत्र	rezygnację
फास्फेट	fosforan
नीलम	sapphire
जलसन्धि	cieśnina
उठी	podniesione
उठी	podniesiony
उठी	wychowana
उठी	wychowany
उठी	wychował
पोर्टेबल	przenośne
पोर्टेबल	przenośny
स्विंग	zamach
मर्फी	murphy
जेड	jade
हार्बर	harbor
टिप्पणियाँ	uwagi
टिप्पणियाँ	komentarzy
टिप्पणियाँ	komentarze
प्रिंटर	drukarki
प्रिंटर	drukarka
प्रिंटर	drukarek
प्रिंटर	drukarki
सिनसिनाटी	cincinnati
गिरी	spadł
गिरी	spadła
गिरी	upadła
गिरी	upadł
सल्फाइड	siarczek
फुल	pełna
फुल	full
फुल	pełen
फुल	pełne
फुल	pełny
जागरूक	świadomy
जागरूक	świadome
जागरूक	świadoma
जागरूक	świadomi
अनिश्चितता	niepewności
अनिश्चितता	niepewność
अस्सी	osiemdziesiąt
अस्सी	eighty
आंद्रे	andré
आंद्रे	andre
अनोखी	dziwaczne
पापुआ	papua
सीआईडी	cid
विषयवस्तु	treść
विषयवस्तु	zawartość
विषयवस्तु	treści
विषयवस्तु	tematy
विषयवस्तु	motywy
विषयवस्तु	treść
विषयवस्तु	zawartości
विषयवस्तु	zawartość
सूरीनाम	surinam
आज़मी	azmi
फोर्ब्स	forbes
एजेंटों	agenci
एजेंटों	agentów
प्रेमियों	zakochani
प्रेमियों	kochanków
प्रेमियों	kochankowie
प्रेमियों	kochanki
आनुवंशिकी	genetyki
आनुवंशिकी	geny
विलीन	rozpuścić
हथेली	dłoni
हथेली	palm
हथेली	dłoń
दाग	plamy
दाग	plam
दाग	plama
दाग	plamy
दाग	plam
अज़ाब	plagą
अज़ाब	plaga
अज़ाब	doom
अज़ाब	zagłada
मंचन	inscenizacja
मंचन	ustawione
बटालियन	batalion
बटालियन	batalionu
प्रियंका	priyanka
रिक	rick
रिक	ricka
रिक	rik
बर्मिंघम	birmingham
गुस्से	złość
गुस्से	gniew
आर्यन	aryan
ढलान	nachylenie
दीर्घकालीन	nawrotu
दीर्घकालीन	nawrót
लगन	poświęcenie
लगन	poświęcenia
लगन	oddanie
चाकू	noże
चाकू	nóż
परिवर्तनीय	zmienna
परिवर्तनीय	zmiennej
परिवर्तनीय	zmienne
परिवर्तनीय	zmienny
परिवर्तनीय	zmiennych
परिवर्तनीय	zmienne
परिवर्तनीय	zmienna
परिवर्तनीय	zmienny
मज्जा	szpik
मज्जा	szpiku
निर्दोष	niewinne
निर्दोष	niewinni
निर्दोष	niewinny
निर्दोष	niewinna
महायान	mahajana
लीबिया	libii
लीबिया	libia
उज़बेक	uzbecki
पिछला	ostatnio
पिछला	ostatnie
पिछला	last
पिछला	ostatni
पिछला	ostatnia
पिछला	poprzednia
पिछला	poprzedni
पिछला	poprzednie
पिछला	wcześniejsze
झुंड	stado
झुंड	stada
घुड़सवार	jeździectwo
प्रसाधन	toalety
प्रसाधन	toaleta
प्रसाधन	wc
प्रसाधन	zasoby
प्रसाधन	zasobów
प्रसाधन	środki
ईमानदार	szczere
ईमानदार	szczery
ईमानदार	szczere
ईमानदार	uczciwy
ईमानदार	szczery
ईमानदार	szczera
ईमानदार	sumienny
जोस	jose
जोस	jose
जोस	josé
मल्टी	multi
चंदन	sandały
अंकीय	cyfra
अंकीय	numeryczny
असेम्बली	zgromadzenie
असेम्बली	montaż
भिक्षुओं	mnichów
भिक्षुओं	mnisi
लड़ी	nić
लड़ी	nici
लड़ी	wątek
लड़ी	wątku
कानों	uszy
चांसलर	kanclerz
अहसास	uczucie
अहसास	czucie
चक्रीय	cykliczne
किपलिंग	kipling
अस्थाई	tymczasowy
अस्थाई	tymczasowo
अस्थाई	tymczasowa
अस्थाई	tymczasowe
अस्थाई	czasowe
तैमूर	timur
तबाह	załamany
तबाह	załamana
तबाह	ruin
तबाह	ruiny
योद्धाओं	wojowników
योद्धाओं	wojownicy
कलाकृति	arcydzieło
कलाकृति	prace
कलाकृति	grafika
नाइजीरिया	nigerii
मिसिसिपी	missisipi
मिसिसिपी	mississippi
थ्रिलर	thriller
बेलनाकार	cylindryczne
अंतरजाल	internetu
अंतरजाल	internecie
अंतरजाल	internet
रहो	zostań
रहो	zostać
अतिक्रमण	wtargnięcie
ट्रैकिंग	monitorowania
ट्रैकिंग	monitorowanie
ट्रैकिंग	śledzenie
अब्बास	abbas
गिद्ध	sęp
पोस्टर	plakatu
पोस्टर	plakat
पोस्टर	plakaty
पोस्टर	plakatów
पोस्टर	plakaty
छात्रावास	akademiku
वंशजों	potomkowie
वंशजों	potomków
रंजक	pigmentu
उंगलियों	palce
उंगलियों	palcami
उंगलियों	paluszki
उंगलियों	palce
सभाओं	zespoły
सभाओं	zgromadzeń
चॉकलेट	czekoladowy
चॉकलेट	czekolada
चॉकलेट	czekolady
चॉकलेट	czekoladowe
राइफल	karabin
राइफल	strzelba
मेक	make
बल्ले	kij
बल्ले	bat
बल्ले	nietoperz
स्थलाकृति	topografia
सुन्दरता	uroda
सुन्दरता	piękność
सुन्दरता	cudo
सुन्दरता	piękno
अंतरिम	okresowego
अंतरिम	tymczasowe
अंतरिम	tymczasowy
जबड़े	szczęki
सर्वनाम	zaimek
नंदा	nanda
शेल	powłoka
शेल	powłoki
शेल	shell
शेल	skorupy
शेल	muszle
सू	sue
सू	sioux
सू	soo
रसोई	kuchnia
रसोई	kuchni
रसोई	kuchnie
रसोई	kuchenne
वाक	mowa
वाक	przemowa
वाक	przemówienie
वाक	wystąpienie
चिकित्सालय	szpitalu
चिकित्सालय	szpitalne
चिकित्सालय	szpital
फंस	uwięzieni
फंस	uwięziony
फंस	uwięziona
फंस	uwięzione
चट्टानें	skały
चट्टानें	kamienie
तीतर	partridge
चतुर	sprytne
चतुर	sprytnie
चतुर	sprytny
खानपान	wyżywienie
अस्वीकृत	odrzucone
अस्वीकृत	odrzucona
अस्वीकृत	odrzucony
अस्वीकृत	odrzucona
अस्वीकृत	odmówił
अस्वीकृत	odrzucona
अस्वीकृत	odrzucono
अस्वीकृत	odrzucone
अस्वीकृत	odrzucona
अस्वीकृत	odrzucony
अस्वीकृत	odrzucić
अस्वीकृत	odrzucam
सजातीय	jednorodne
परिवर्तक	konwerter
गुलज़ार	gulzar
किराया	wynajem
किराया	dzierżawa
किराया	czynsz
खिलौने	zabawki
खिलौने	zabawek
महीना	miesiąc
महीना	miesiąca
महीना	miesiac
रिपोर्टिंग	zgłaszanie
रिपोर्टिंग	raporty
नैनो	nano
नमकीन	słone
महेंद्र	mahendra
चुनावी	wyborczych
प्लेग	plagi
प्लेग	plaga
प्लेग	zaraza
प्लेग	zarazy
निजीकरण	prywatyzacji
अज्ञान	niewiedza
अज्ञान	ignorancja
अज्ञान	niewiedzy
नबी	prorok
नबी	proroka
नबी	prorokiem
नबी	nabi
हेल	hel
परी	wróżką
परी	wróżki
परी	wróżka
परी	pari
परी	anioł
परी	aniele
परी	aniołek
परी	angel
कीचड़	błota
कीचड़	błoto
कीचड़	błocie
न्यूर्क	newark
स्नायु	więzadło
छुपा	ukryty
छुपा	ukryta
छुपा	schowane
छुपा	ukryte
छुपा	ukryj
डिफ़ॉल्ट	domyślną
डिफ़ॉल्ट	domyślny
डिफ़ॉल्ट	domyślnie
डिफ़ॉल्ट	domyślne
ड्राफ्ट	szkic
राइस	ryż
राइस	ryżu
मात	maat
रेफरी	sędzia
साहसी	przygód
साहसी	odważny
साहसी	odważne
ताज़ा	świeżo
ताज़ा	świeże
ताज़ा	świeża
ताज़ा	świeży
उपेक्षित	zignorował
ज़िंदगी	zycie
ज़िंदगी	life
ज़िंदगी	życia
ज़िंदगी	dożywocie
ज़िंदगी	życie
दरें	stawki
दरें	kursy
अवशिष्ट	pozostałość
पेशेवरों	specjalistów
पेशेवरों	specjaliści
पेशेवरों	profesjonalistów
पेशेवरों	zawodowcy
पेशेवरों	profesjonaliści
श्वार्ज़नेगर	schwarzenegger
धूमकेतु	kometa
धूमकेतु	komety
चाँदनी	chandni
कॉनकॉर्ड	concorde
मिश्रधातु	stop
आइटम	elementy
आइटम	artykuły
आइटम	pozycji
आइटम	przedmioty
आइटम	pozycje
आइटम	przedmiot
आइटम	pozycja
आइटम	element
क्षणिक	przejściowe
क्षणिक	przejściowa
क्षणिक	przejściowy
क्षणिक	przemijające
क्षणिक	chwilowe
वेदना	melancholia
जीमेल	gmail
फॉर्मेट	formatu
फॉर्मेट	formacie
फॉर्मेट	format
फेस	twarz
फेस	face
पांव	stóp
पांव	stopy
छड़	pręty
मीट्रिक	wskaźniki
मीट्रिक	miara
मीट्रिक	wskaźnik
मीट्रिक	metrycznych
बांग्लादेशी	bangladeszu
डिज़ाइनर	projektant
क्रीड़ा	sport
क्रीड़ा	sporty
क्रीड़ा	sportowe
एकाग्रता	stężenia
एकाग्रता	stężenie
एकाग्रता	stężeń
एकाग्रता	stężenia
एकाग्रता	koncentracja
एकाग्रता	stężenie
ईकाई	jednostka
ईकाई	jednostki
ईकाई	unit
भतीजे	bratanka
भतीजे	siostrzeniec
भतीजे	siostrzeńca
भतीजे	bratanek
भतीजे	siostrzeńcy
विधिवत	należycie
कुंभ	aquarius
संभाव्यता	prawdopodobieństwa
संभाव्यता	prawdopodobieństwo
दंगे	zamieszki
अपर	upper
अपर	górne
अपर	górny
अपर	górna
मेरिल	merrill
स्तनधारियों	ssaków
स्तनधारियों	ssaki
संकेतक	kursor
संकेतक	wskaźnik
स्पष्टता	przejrzystość
स्पष्टता	jasności
स्पष्टता	jasność
बेंज	benz
तंजानिया	tanzanii
गोल्डबर्ग	goldberg
एडी	eddie
एडी	eddiego
एडी	addy
नहरों	kanał
नहरों	kanałów
नहरों	kanały
पिस्तौल	pistolet
विभेदन	rozdzielczość
विभेदन	rezolucja
विभेदन	rozdzielczości
विभेदन	rezolucji
गुफाएं	jaskiń
गुफाएं	jaskini
गुफाएं	jaskinie
सूक्ष्मजैविकी	mikrobiologia
उज़्बेकिस्तान	uzbekistan
सीरियल	nigerii
सीरियल	serial
सीरियल	seryjny
सीरियल	seryjne
सीरियल	algierii
सीरियल	algieria
रिवर्स	odwrócić
कार्यपालिका	executive
कार्यपालिका	wykonawczy
कास्ट	obsady
कास्ट	gips
झटका	szoku
झटका	szok
झटका	wstrząs
परमहंस	paramahansa
कैदी	więzień
कैदी	więźniowie
कैदी	więźniów
साओ	cao
साओ	sao
विंडो	okna
विंडो	window
विंडो	okienko
विंडो	okno
खोने	utrata
खोने	przegrana
कैश	cache
लिप्यन्तरण	transliteracja
केंट	kenta
केंट	kent
लोधी	lodi
इराकी	irak
इराकी	iraku
इराकी	irak
इराकी	iraku
इराकी	irakijczyków
अराजकता	anarchia
अराजकता	chaosie
अराजकता	chaosu
अराजकता	chaos
पेले	pelle
मेटा	meta
सिग्मा	sigma
पाला	pala
आजीविका	kariera
आजीविका	kariery
आजीविका	karierę
फायदे	zawodowcy
फायदे	plusy
फायदे	profesjonaliści
फायदे	korzyści
फायदे	świadczenia
गूढ़	ezoteryczne
मरणोपरांत	pośmiertnie
गिरवी	piona
बार्कलेज	barclays
नवीकरण	remont
नवीकरण	renowacji
नवीकरण	odnowienia
नवीकरण	przedłużenie
नवीकरण	odnowienie
नाममात्र	nominalnej
नाममात्र	nominalna
मल्टीमीडिया	multimedialnych
ग्लेशियर	lodowiec
ग्लेशियर	lodowce
निरोध	prezerwatywy
प्रतिबंधों	sankcji
प्रतिबंधों	sankcje
उपासक	czcicieli
मैराथन	maraton
पोटेशियम	potasu
लारा	lara
थर्मल	termiczne
झाड़ी	krzew
डेविल	diabła
डेविल	diabeł
अधूरा	niepełne
अधूरा	niekompletne
सर्वसम्मति	konsensus
सर्वसम्मति	konsensusu
टर्बाइन	turbiny
उत्साही	entuzjazm
कार्यशील	uruchomiony
कार्यशील	bieganie
किंवदंती	legendę
किंवदंती	legendy
किंवदंती	legend
किंवदंती	legenda
छलांग	skok
लाओस	laos
साइप्रस	cypr
स्वायत्तता	autonomię
स्वायत्तता	autonomii
गाढ़ा	śmiała
गाढ़ा	odważne
गाढ़ा	śmiałe
गाढ़ा	odważny
गाढ़ा	śmiały
पित्ताशय	żółciowy
एंथोनी	anthony
एंथोनी	antoni
बाग़	sadów
बाग़	sadzie
बाग़	orchard
बाग़	sad
कुण्डली	horoskop
बीयर	piwa
बीयर	piwko
बीयर	piwo
ड्राइविंग	jazda
वेनेजुएला	wenezuela
जीनों	genów
जीनों	geny
बोनस	bonus
बोनस	premia
बोनस	premie
बोनस	premii
बोनस	premie
ज्या	sine
थाना	więzieniu
थाना	więzienie
झूठे	kłamca
झूठे	kłamcy
अस्थियों	bones
अस्थियों	kości
पिक्सेल	piksele
पिक्सेल	pikseli
पिक्सेल	piksela
पिक्सेल	piksel
पिक्सेल	pikseli
लॉयड	lloyd
ब्रेट	brett
हीट	upał
हीट	heat
हीट	ciepło
हीट	gorąco
हीट	ciepła
सुनहरा	złote
सुनहरा	golden
सुनहरा	złoty
सुनहरा	złota
सुनहरा	złota
सुनहरा	złoto
सुनहरा	gold
सुनहरा	złoty
नमाज़	salah
नमाज़	modlitwie
नमाज़	modlitwy
नमाज़	modlitwę
नमाज़	modlitwa
बैंडविड्थ	pasma
बैंडविड्थ	pasmo
कर्कट	nowotwory
कर्कट	raka
कर्कट	rak
कर्कट	nowotwór
शौचालय	toalety
शौचालय	toaleta
शौचालय	wc
पर्सनल	osobiste
पर्सनल	osobista
पर्सनल	osobisty
मॉनमाउथशायर	monmouthshire
पहिया	koło
पहिया	koła
पहिया	opona
मेगाडेथ	megadeth
लोकल	miejscowa
लोकल	lokalny
लोकल	lokalna
लोकल	lokalne
लोकल	miejscowy
लोकल	lokalnych
पुनरुद्धार	przywrócenie
पुनरुद्धार	odbudowa
पुनरुद्धार	odtworzenie
पुनरुद्धार	przywrócenia
पुनरुद्धार	revival
पुनरुद्धार	ożywienie
पुनरुद्धार	odrodzenie
मस्जिदों	meczety
मस्जिदों	meczetu
मस्जिदों	meczet
शाहरुख	srk
विकासवादी	ewolucji
डेयरी	mlecznych
डेयरी	mleczne
प्रतिरूपण	klonowania
जावास्क्रिप्ट	javascript
गेल	gela
गेल	gail
गेल	gayle
छू	touch
छू	dotyk
छू	dotyka
पंक्तियाँ	wierszy
पंक्तियाँ	wiersze
पंक्तियाँ	linii
पंक्तियाँ	linijki
पंक्तियाँ	linie
पंक्तियाँ	linger
हाइकु	haiku
ट्रेक	trek
जेफ	jeff
मददगार	pomocnika
मददगार	pomocnik
वर्णनात्मक	opisowe
मद	elementy
मद	artykuły
मद	pozycji
मद	przedmioty
मद	pozycje
मद	przedmiot
मद	pozycja
मद	element
