din	no
aliate	sabiedroto
gaze	gāze
gaze	gāzes
gaze	gāzēm
gaze	gāzes
dinu	dinu
institute	institūti
institute	institūtiem
var	laima
var	kaļķi
var	kaļķu
arabe	arābu
iugoslavia	dienvidslāvijas
spirit	gars
min	min
comandă	pavēlniecība
comandă	komanda
comandă	vadība
comandă	pasūtījums
comandă	kārtība
comandă	pasūtīt
comandă	rīkojums
comandă	secība
golful	golf
golful	golfa
golful	līča
golful	līcis
golful	līcis
golful	sekcija
johnson	džonsona
creștini	kristiešiem
creștini	kristiešus
creștini	kristieši
zeci	desmitiem
zeci	desmitos
zeci	desmiti
zeci	ten
zeci	desmitiem
zeci	dučiem
toscana	toskānas
mâinile	rokām
mâinile	rokas
duminică	svētdien
duminică	svētdienā
duminică	svētdienu
duminică	sunday
duminică	svētdiena
project	projekta
project	projekts
unic	unikāla
unic	unikālais
unic	unikāli
unic	unikāls
british	britu
british	briti
british	british
british	lielbritānijas
lectură	lasīšana
lectură	lasījumā
decorat	apbalvots
separate	nodala
separate	atdalīta
separate	atdalītas
separate	atdalīts
separate	atsevišķu
separate	atsevišķs
separate	atsevišķie
separate	atsevišķa
separate	atsevišķi
felix	fēlikss
carmen	karmena
bazinul	baseins
bazinul	baseina
distanța	distance
distanța	attālums
alan	alan
manual	manuāla
manual	rokasgrāmatā
manual	rokasgrāmata
semnificativ	nozīmīgu
semnificativ	ievērojami
semnificativ	nozīmīga
semnificativ	nozīmīgs
semnificativ	ievērojams
semnificativ	nozīmīgas
clasice	klasika
clasice	klasikas
maestru	kapteinis
maestru	meistars
maestru	saimnieks
mac	mac
mac	mak
hectare	hektārus
hectare	hektāri
hectare	āri
acordul	vienošanās
acordul	nolīgumu
acordul	nolīgums
sprijin	atbalstīt
sprijin	atbalstu
sprijin	atbalsts
sprijin	atbalsta
rânduri	rindas
microsoft	microsoft
membre	ekstremitātēs
membre	ekstremitāšu
conrad	konrāds
proprietate	īpašums
proprietate	īpašība
proprietate	īpašumtiesības
hot	zaglis
cercul	loks
cercul	apļa
cercul	aplis
sam	sems
sam	sem
sam	sam
free	bezmaksas
free	brīva
free	free
free	brīvs
sant	sant
devin	kļūt
devin	kļuvis
insule	salas
insule	salām
comparație	salīdzinājums
comparație	salīdzināšana
bosnia	bosnija
reale	reāli
reale	īstais
reale	īsta
reale	reālā
reale	reālās
reale	īstas
wilson	vilsons
mit	mit
mit	mītu
mit	mīts
maine	rīt
ape	ūdeņi
ape	epa
cumpărat	iepirka
cumpărat	iegādāts
cumpărat	pirkta
cumpărat	nopirkts
cumpărat	nopirka
necesită	pieprasīt
necesită	prasīt
necesită	prasa
arbore	koku
arbore	koks
arbore	kokā
arbore	šahtas
arbore	vārpstas
planeta	planēta
planeta	planētas
planeta	planētu
idee	doma
idee	ideja
chineză	ķīnas
chineză	ķīnieši
chineză	ķīnietis
chineză	ķīniešu
pdf	pdf
sigismund	sigismunds
marca	zīmols
marca	zīmola
marca	atzīmēt
marca	zīme
marca	marks
actorii	dalībnieki
actorii	aktieri
charlotte	šarlote
înregistrarea	ierakstīšana
înregistrarea	reģistrēšana
înregistrarea	ierakstīšanas
înregistrarea	reģistrācija
seara	vakars
seara	vakara
seara	vakarā
transportul	transportēšana
transportul	transports
transportul	pārvadāšana
transportul	pārvadājumi
transportul	transports
transportul	transportēšana
transportul	pārvadāšana
termeni	apzīmējumi
termeni	termini
altar	altāra
altar	svētnīcu
individual	individuāli
individual	atsevišķi
individual	individuāla
individual	individuālā
individual	individuāli
dimineața	rīts
serii	sērija
serii	sērijas
bogată	bagāta
bogată	bagātas
bogată	bagāti
bogată	bagātīgs
bogată	bagāts
plină	pilnu
plină	pilnas
plină	pilns
plină	pilnā
plină	pilni
plină	pilna
schimbări	izmaiņas
schimbări	pārmaiņas
realitatea	realitāte
realitatea	īstenība
poeme	dzejoļi
stâng	palicis
stâng	kreisais
stâng	kreisā
stâng	palikusi
încercare	testa
încercare	tests
încercare	pārbaude
schimbă	mainīt
schimbă	maiņa
schimbă	izmaiņas
schimbă	pārmaiņas
olimpic	olympic
olimpic	olimpiskā
olimpic	olimpiskajā
olimpic	olimpiskais
versiuni	versijas
versiuni	redakcijas
arm	roka
bus	bus
bus	autobuss
constant	pastāvīgi
constant	nepārtraukti
constant	nemainīga
constant	konstante
constant	nemainīgs
constant	konstanti
georges	žoržs
ray	stars
ray	ray
relief	atvieglojums
relief	atvieglojumi
republică	republika
republică	republikas
bulgară	bulgāru
desemnat	norādītā
desemnat	piešķirtie
desemnat	piešķirts
desemnat	piešķirti
acoperă	vāks
acoperă	vāka
acoperă	segums
acoperă	segtu
acoperă	sedz
acoperă	vāki
acoperă	ietilpst
acoperă	aptver
detaliu	detalizēta
detaliu	sīki
detaliu	detalizēti
alice	alise
fondul	fonda
fondul	fonds
înălțimea	augumu
înălțimea	augums
înălțimea	augstums
lituania	lietuvā
lituania	lietuvu
lituania	lietuva
subiecte	temati
subiecte	tēmas
subiecte	temati
subiecte	subjekti
subiecte	tēmas
subiecte	priekšmeti
regim	režīms
regim	režīms
inima	sirds
inima	heart
francesco	frančesko
sare	sāls
guillaume	guillaume
redusă	samazinātas
redusă	samazināta
redusă	samazināts
redusă	samazināti
congo	congo
congo	kongo
languedoc	langdoka
sunet	skaņu
sunet	skaņa
sunet	skaņas
utilizatorii	izmantotāji
utilizatorii	lietotāji
florența	florence
tineret	jaunatne
tineret	jaunieši
tineret	jaunība
provence	provansas
cursă	sacensības
cursă	rase
cursă	skrējiens
cursă	sacīkstes
participanți	dalībnieki
participanți	dalībnieki
verlag	verlag
congresului	kongresa
congresului	kongress
roussillon	roussillon
lincoln	linkolns
vatra	kamīna
christopher	kristofers
boris	boriss
ernest	ernests
comunistă	komunistu
comunistă	komunistiskā
savoie	savoja
urbane	urban
urbane	pilsētu
urbane	pilsētas
presiune	spiediena
presiune	spiediens
interviuri	intervijas
hermann	hermanis
păcate	grēkiem
păcate	grēkus
reprezentant	rep
reprezentant	pārstāvis
prezentă	pašreizējais
prezentă	klāt
prezentă	tagadni
substanțe	vielas
secundare	sekundārā
secundare	sekundārais
secundare	sekundārie
secundare	sekundārās
secundare	sekundāri
manager	pārvaldnieks
manager	vadītājs
alimentare	pārtika
alimentare	ēdiens
scenariu	scenārijā
scenariu	scenārijs
scenariu	skriptu
scenariu	skripts
ducatul	pārdaugavas
arhitect	arhitekts
discul	diska
discul	disks
discul	disku
discul	diska
discul	disks
abd	abd
treime	trīsvienība
flota	flote
flota	flotes
reguli	noteikumi
carbon	oglekļa
carbon	oglekli
carbon	ogleklis
dovezi	pierādījumu
dovezi	pierādījumi
dovezi	pierādījums
dovezi	pierādījumi
dovezi	pierādījums
partide	puses
exprimat	izteikts
ziare	laikraksts
ziare	avīze
ziare	laikraksta
ziare	avīzē
ziare	avīzes
ziare	laikraksti
ordonat	sakārtots
ordonat	lika
constituția	konstitūcija
constituția	konstitūcijas
constituția	konstitūcijā
pierderi	zudums
pierderi	zaudējums
pierderi	zudumi
pierderi	zaudējumi
pierderi	zudumi
pierderi	zaudējumi
global	globālā
global	globālie
global	globāli
global	globālais
global	globāla
fragmente	fragmenti
stradă	iela
văzută	redzējusi
văzută	redzēti
văzută	redzējuši
văzută	redzējis
sârbi	serbiem
sârbi	serbu
sârbi	serbu
sârbi	serbijas
fată	meitiņa
fată	meitene
fată	meitenei
activi	aktīvais
activi	aktīvs
activi	aktīvi
activi	aktīva
activi	aktīvā
doresc	vēlme
doresc	vēlos
funcțiile	funkcijas
intra	ievadīt
intra	ievadi
intra	ieiet
membră	deputāts
membră	loceklis
membră	biedrs
secundar	sekundārā
secundar	sekundārais
secundar	sekundārie
secundar	sekundārās
secundar	sekundāri
frederick	frīdrihs
aplicații	lietojumprogrammas
aplicații	pieteikumus
aplicații	pieteikumi
aplicații	lietojumi
aplicații	lietotnes
aplicații	aplikācijas
dezvoltă	attīstās
dezvoltă	attīsta
dezvoltă	attīstīt
licență	apliecība
licență	licence
licență	licences
licență	licence
facebook	facebook
puterile	pilnvaras
comerț	tirdzniecība
comerț	tirdzniecības
importanța	svarīgums
importanța	nozīmīgums
componentă	komponente
componentă	sastāvdaļa
componentă	komponents
copilărie	bērnība
copilărie	bērnībā
copilărie	bērnības
long	ilgi
long	garais
long	gara
long	garas
long	garš
spiritul	gars
moștenitor	mantinieks
prieteni	draugi
prieteni	draugiem
secțiune	iedaļa
secțiune	sadaļa
secțiune	sekcija
urgență	steidzamības
urgență	avārijas
urgență	ārkārtas
memorie	atmiņa
memorie	atmiņas
studenți	studenti
studenți	skolēni
studenți	studentiem
lewis	luiss
lewis	lūiss
josef	josef
difuzat	pārraida
difuzat	pārraide
difuzat	raidījums
difuzat	raidījumu
difuzat	apraides
difuzat	apraide
parlamentare	parlamentārā
earth	zemi
earth	zeme
earth	zemes
clase	nodarbības
clase	klases
schleswig	schleswig
ain	ain
siria	sīrija
siria	sīrijā
prusiei	prūsija
senior	vecākais
distribuție	sadalījums
distribuție	sadale
distribuție	izplatība
distribuție	izplatīšanās
distribuție	sadales
distribuție	izplatīšana
rose	roze
schimbare	mainīt
schimbare	maiņa
schimbare	izmaiņas
schimbare	pārmaiņas
evreu	ebreju
evreu	žīds
entertainment	izklaide
entertainment	izklaides
câștigătoare	uzvara
câștigătoare	uzvaras
câștigătoare	uzvaru
stabilirea	izveide
stabilirea	uzņēmums
stabilirea	izveidi
stabilirea	izveidošana
imperiale	imperial
propune	ierosināt
propune	ierosina
propune	ierosina
proprietăți	īpašības
justiție	tieslietas
justiție	taisnīgums
justiție	tiesiskums
orchestră	orķestris
orchestră	orķestra
mulțime	pūļa
mulțime	pūlis
ocazie	iespēja
albania	albānija
calculator	kalkulators
calculator	datoram
calculator	datoru
calculator	dators
prefix	prefikss
vertical	vertikāli
vertical	vertikāls
vertical	vertikālais
vertical	vertikāli
vertical	vertikālas
vertical	vertikālā
tehnica	tehnika
tehnica	paņēmiens
alege	izvēlies
alege	izvēlēties
alege	izvēlies
medical	medicīnas
medical	medicīniskā
credința	ticība
credința	ticībā
credința	ticību
știri	jaunumi
știri	ziņas
brad	breds
operațiunea	darbība
operațiunea	operācija
operațiunea	ekspluatācija
jucătorul	spēlētājs
multiple	vairāku
multiple	vairāki
stefan	stefan
grea	smags
grea	smagas
grea	smaga
grea	smagais
grea	smagi
grea	smago
ian	lan
ian	ian
libertate	brīvība
libertate	brīvības
libertate	brīvība
pericol	bīstamība
pericol	apdraudējums
pericol	bīstamības
pericol	briesmas
pericol	draudi
meuse	mēza
ieșit	beidza
gustav	gustavs
aspectul	izskats
belgrad	belgrada
bărbat	vīrietis
bărbat	vīriešu
bărbat	tēviņi
bărbat	vīrieši
bărbat	cilvēks
bărbat	vīrietis
bărbat	vecīt
sticlă	stikls
sticlă	stikla
sticlă	glāze
sticlă	stikli
sticlă	pudelīte
sticlă	pudele
sticlă	pudeles
sticlă	pudelē
carlo	carlo
calabria	kalabrijas
materialul	materiāli
materialul	materiāls
lățime	platumā
lățime	platums
mobile	mob
mobile	mobilo
mobile	mobilais
tvr	tvr
distrugerea	iznīcinot
distrugerea	iznīcināšana
aleși	ievēlēta
aleși	ievēlēti
aleși	ievēlēts
schimbul	apmaiņa
schimbul	apmaiņas
schimbul	birža
scenarist	scenāriste
grădina	dārzs
grădina	dārziņš
grădina	dārzā
grădina	dārza
grădina	dārzam
universul	visums
socialiste	sociālisti
socialiste	sociālistu
festivalului	festivāls
festivalului	svētki
temperatură	temperatūras
temperatură	temperatūra
nato	nato
tradiție	tradīcijas
tradiție	tradīcija
tradiție	tradīciju
interpretarea	interpretācijas
interpretarea	interpretāciju
interpretarea	interpretācijā
interpretarea	interpretēt
interpretarea	interpretācija
interpretarea	interpretējot
interpretarea	interpretēt
industrial	rūpnieciskais
industrial	rūpniecības
industrial	rūpnieciskie
industrial	rūpnieciska
suport	atbalstīt
suport	atbalstu
suport	atbalsts
suport	atbalsta
biroul	birojs
biroul	prezidijs
biroul	birojs
biroul	biroja
biroul	biroju
executiv	izpildvaras
executiv	izpildu
soldat	kareivis
soldat	karavīrs
antică	senlietu
antică	senas
antică	senā
antică	senās
antică	senie
apel	apelāciju
apel	saukt
mesajul	ziņojums
mesajul	vēstule
mesajul	ziņu
mesajul	vēstījums
mesajul	ziņa
exprimă	pauž
exprimă	izsaka
exprimă	express
exprimă	ekspress
șters	svītrots
șters	svītroti
stan	stens
victime	upuri
victime	upuriem
victime	cietušie
pretutindeni	visur
mass	masas
mass	masa
mort	mirusi
mort	miris
mort	beigts
mort	miruši
dirijor	diriģents
box	boksa
box	bokss
palestina	palestīnas
palestina	palestīnā
vreodată	kādreiz
vreodată	ever
vreodată	jebkad
casele	mājas
casele	mājiņas
asemănător	līdzīgs
asemănător	līdzīgi
asemănător	līdzīgas
asemănător	līdzīga
miniștri	ministriem
miniștri	ministri
actori	dalībnieki
actori	aktieri
capital	kapitāls
capital	galvaspilsēta
fondatorul	dibinātāja
fondatorul	dibinātājs
atlantic	atlantijas
atacuri	uzbrukumiem
atacuri	uzbrukumi
atacuri	uzbrukumos
atacuri	uzbrukumi
dovadă	pierādījumi
dovadă	pierādījums
dovadă	pierādījumu
dovadă	pierādījumi
dovadă	pierādījums
gabriela	gabriela
sovietici	padomju
ocupa	aizņem
ocupa	aizņemt
amsterdam	amsterdamā
amsterdam	amsterdamas
youthyears	youthyears
complexe	kompleksi
complexe	komplekss
complexe	sarežģīts
complexe	kompleksā
complexe	sarežģīti
complexe	sarežģīta
respins	atlaists
respins	noraidīts
respins	noraidīja
respins	noraidīti
respins	noraidīta
respins	noraidīts
respins	noraidītas
canadian	kanādas
explică	paskaidrot
explică	izskaidrot
explică	izskaidro
explică	paskaidro
explică	izskaidro
explică	paskaidro
explică	skaidro
suplimentare	papildu
suplimentare	papildus
fenomen	parādības
fenomen	fenomens
fenomen	parādība
coroana	vainaga
coroana	vainags
steagul	karogs
steagul	karoga
campionat	čempionāts
campionat	motokrosā
campionat	čempionāta
mike	maiks
australian	austrālijas
inc	inc
delta	delta
grave	nopietna
grave	nopietni
grave	nopietns
grave	nopietnas
stone	akmens
terestre	sauszemes
spital	slimnīcā
spital	slimnīca
găsite	atrasta
găsite	atrastas
găsite	atrasts
florida	florida
break	pārrāvums
break	lauzt
break	pārtraukums
break	salauzt
arc	loks
arc	loka
arc	tauriņi
comunicare	komunikācija
comunicare	paziņojums
comunicare	saziņa
comunicare	komunikācijas
frate	brāl
frate	brālim
frate	brālis
frate	brāli
semne	atzīmes
semne	zīmes
semne	pazīmes
semne	zīmes
caractere	rakstzīmes
caractere	zīmes
medalie	medaļu
medalie	medaļa
scriere	rakstīšana
scriere	raksta
scriere	rakstot
procese	izmēģinājumi
procese	procesus
procese	procesi
elizabeth	elizabete
elizabeth	elizabetes
davis	davis
prizonieri	ieslodzītie
prizonieri	ieslodzīto
power	power
power	jaudas
power	jauda
power	vara
frankfurt	frankfurtē
frankfurt	frankfurtes
ismail	ismail
arizona	arizona
tony	tony
tony	tonijs
schmidt	schmidt
aliații	sabiedrotajiem
aliații	sabiedrotie
puy	puy
primară	primārās
primară	primāra
primară	primārie
primară	primārā
primară	primārais
introducere	ievešana
introducere	ieviešanu
introducere	ievads
introducere	intro
dramaturg	dramaturgs
propusă	ierosināts
propusă	ierosinātā
propusă	ierosināta
propusă	piedāvātais
propusă	ierosinātie
confirmat	apstiprināts
confirmat	apstiprināja
confirmat	apstiprinātas
confirmat	apstiprināta
confirmat	apstiprināti
cheile	taustiņi
cheile	atslēgas
prințesă	princeses
prințesă	princese
prințesă	princesei
lacuri	lakas
lacuri	ezeri
administrație	ievadīšana
administrație	administrācija
main	galvenais
main	galvenās
main	galvenā
pedro	pedro
fox	fox
fox	lapsa
promovare	veicināšana
promovare	popularizēšana
promovare	veicināšanas
lansare	nolaišanas
lansare	palaist
nepotul	krustdēls
nepotul	mazdēls
independentă	neatkarīgais
independentă	neatkarīgi
independentă	neatkarīga
independentă	neatkarīgs
independentă	neatkarīgas
secunde	sekundēs
secunde	sekunžu
secunde	sekundēm
secunde	sekundes
încercarea	testa
încercarea	tests
încercarea	pārbaude
diploma	diplomu
diploma	diploma
diploma	diploms
diploma	grādu
diploma	grāds
ecaterina	katrīna
teologie	teoloģijas
forțat	piespieda
forțat	piespiedu
organizează	organizēt
organizează	organizē
organizează	organizēt
organizează	organizē
nationalgoals	nationalgoals
kosovo	kosova
traducător	tulkotājs
temă	tēma
evita	izvairīties
evita	nepieļaut
divizie	divīzija
divizie	rajons
divizie	dalīšana
vase	kuģi
vase	trauki
vase	ēdieni
legile	likumus
legile	likumi
rurală	lauku
frunte	pieres
cavalerie	kavalēriju
versurile	teksti
versurile	lyrics
valley	ieleja
risc	risks
auvergne	auvergne
numiți	iecelti
numiți	iecelta
numiți	iecelts
nikolai	nikolajs
nikolai	nikolajs
solomon	zālamana
ziar	laikraksts
ziar	avīze
ziar	laikraksta
ziar	avīzē
organizare	organizācija
organizare	organizācija
complexul	komplekss
complexul	sarežģīts
complexul	kompleksā
complexul	sarežģīti
complexul	sarežģīta
gheață	ledu
gheață	ice
gheață	ledus
acceptă	pieņem
acceptă	piekrīt
acceptă	akceptē
acceptă	pieņemam
acceptă	pieņem
acceptă	akceptēt
acceptă	pieņemu
acceptă	pieņemt
templul	templi
continuu	pastāvīgi
continuu	nepārtraukti
continuu	nepārtrauktu
continuu	nepārtraukts
continuu	nepārtrauktā
continuu	nepārtraukti
etapa	posms
etapa	stadija
turc	turk
turc	turku
turc	turcijas
service	serviss
service	apkalpošana
service	pakalpojumu
service	dienests
service	pakalpojums
wang	vana
youthclubs	youthclubs
liniile	līnijas
liniile	rindas
semnificative	nozīmīga
semnificative	nozīmīgs
semnificative	ievērojams
semnificative	nozīmīgas
sugerează	ieteikt
sugerează	iesaku
sugerează	ierosina
alianța	alianse
alianța	alianses
disponibile	pieejams
disponibile	pieejami
disponibile	pieejamas
disponibile	pieejama
disponibile	pieejamie
monte	monte
recente	nesenā
recente	nesen
cracovia	krakovā
cracovia	kraków
coordonate	koordinē
coordonate	koordinēt
coordonate	koordinētu
coordonate	koordinēti
coordonate	koordinātas
coordonate	koordinātes
misiune	misijas
misiune	misija
mașina	auto
mașina	automašīna
mașina	automobilis
mașina	mašīna
dead	mirusi
dead	miris
dead	beigts
dead	miruši
creangă	zars
creangă	zaru
creangă	filiāle
creangă	zara
diferența	starpība
diferența	atšķirība
coperta	vāks
coperta	vāka
coperta	segums
coperta	segtu
gold	zeltā
gold	zelta
gold	zelts
scriu	rakstīt
scriu	rakstiet
scriu	rakstīšana
scriu	raksta
scriu	rakstot
caută	meklēt
caută	meklēšana
întâlnire	sanāksme
întâlnire	satikšanās
întâlnire	sapulce
întâlnire	tikšanās
trăsături	pazīmes
trăsături	iezīmes
philip	philip
philip	filips
dreptate	tieslietas
dreptate	taisnīgums
dreptate	tiesiskums
cor	koris
cor	korī
cor	rk
wolf	vilka
wolf	vilks
wolf	vilku
prezente	pašreizējais
prezente	klāt
prezente	tagadni
fruntea	pieres
douglas	douglas
modificat	izmainīts
modificat	modificēts
modificat	pārveidoti
modificat	pārveidota
modificat	mainīts
modificat	pārveidots
modificat	grozīta
modificat	grozīts
für	für
augustin	augustīna
augustin	augustin
provocat	izraisīja
provocat	apstrīdēja
egal	vienlīdzīga
egal	vienlīdzīgi
egal	līdzvērtīgs
egal	vienāda
egal	vienāds
egal	vienāda
egal	vienāds
vioară	vijole
stejar	ozolkoka
stejar	ozola
cavaler	zirdziņš
operare	darbojas
istanbul	stambulas
istanbul	stambulā
patrick	patriks
banii	naudu
banii	nauda
banii	naudas
precedent	precedents
precedent	iepriekšējā
precedent	iepriekšējais
precedent	iepriekšējās
precedent	iepriekšējie
studiază	pētījums
studiază	izpēte
studiază	pētījuma
sector	nozare
sector	sektors
conacul	muižā
structuri	konstrukcijas
structuri	struktūras
istorici	vēsturnieki
deschiderea	atvēršanās
deschiderea	atvēršana
deschiderea	atvēršanas
sală	vingrošanas
decizie	lēmums
amestec	samaisa
amestec	maisījums
amestec	mix
amestec	maisījums
amestec	maisījums
geografică	ģeogrāfiskais
geografică	ģeogrāfiskās
geografică	ģeogrāfiskā
geografică	ģeogrāfisko
geografică	ģeogrāfiskais
geografică	ģeogrāfiskā
corectă	pareiza
corectă	pareizi
corectă	pareizu
corectă	pareizs
corectă	pareizas
imperială	imperial
clasament	ranga
clasament	rangs
jim	džims
castel	pili
castel	pils
câmpie	plain
câmpie	vienkārša
câmpie	vienkāršs
câmpie	zemieņu
socialist	sociālisti
socialist	sociālistu
înfrângerea	sakāvi
licența	apliecība
licența	licence
licența	licences
licența	licence
milan	milānas
milan	milāna
scenariul	scenārijā
scenariul	scenārijs
scenariul	skriptu
scenariul	skripts
pierderea	zudums
pierderea	zaudējums
pierderea	zudumi
pierderea	zaudējumi
teritorială	teritoriālā
teritorială	teritoriālie
teritorială	teritoriālais
teritorială	teritoriālo
impus	uzlikti
stack	steks
fotografie	photo
fotografie	foto
fotografie	fotogrāfijā
fotografie	photography
fotografie	fotogrāfija
principiu	pamatprincips
principiu	princips
lombardia	lombardijas
musulmani	musulmaņi
musulmani	musulmaņiem
musulmani	musulmaņi
musulmani	musulmaņu
see	eva
see	eez
medieval	viduslaiku
răniți	ievainoti
răniți	ievainots
profesionist	profesionālā
profesionist	profesionāls
profesionist	profesionāli
profesionist	profesionālais
profesionist	speciālists
profesionist	profesionāla
câștigător	ieguvējs
câștigător	uzvarētājs
câștigător	uzvarētāja
desen	zīmējums
desen	zīmēšanas
desen	rasējums
interzis	aizliegta
interzis	aizliegts
interzis	aizliegtas
interzis	aizliegta
interzis	aizliegts
interzis	aizliegtas
interzis	aizliegti
interzis	aizliegta
interzis	aizliedza
regulile	noteikumi
irak	irāka
irak	irākā
irak	irāku
ideile	idejas
student	students
student	studenta
student	studentu
reacție	reakcija
reacție	reakcijas
howard	hovards
pre	pre
sprijinit	atbalstīti
sprijinit	atbalstīta
sprijinit	atbalstītie
sprijinit	atbalstīts
topul	top
topul	tops
topul	augšējā
topul	augšējais
avansat	paplašināti
avansat	progresējošu
napoli	neapoles
napoli	napoli
activitățile	darbības
activitățile	aktivitātes
cutremur	zemestrīces
cutremur	zemestrīce
castilia	kastīlija
marte	mars
rare	reti
rare	retas
boală	slimība
boală	slimības
boală	slimība
boală	slimības
boală	slimība
blocat	iestrēdzis
blocat	slēgts
blocat	bloķēti
blocat	bloķēta
blocat	bloķēts
prusia	prūsija
herbert	herbert
măsura	pasākuma
măsura	pasākums
sculptor	tēlnieks
întrebări	jautājumi
intern	iekšēji
intern	iekšēji
intern	iekšējā
intern	iekšējais
intern	iekšēja
intern	iekšējs
intern	iekšējie
intern	iekšzemes
valorile	vērtības
participa	piedalās
participa	piedalīties
închisă	slēgta
închisă	slēgti
închisă	slēgts
închisă	slēgtas
completarea	pabeigšana
completarea	pabeigšanas
paginii	lappuse
paginii	lapa
lupu	lupu
fabrică	rūpnīca
fabrică	fabrika
răspândit	izplatību
răspândit	izplatīties
răspândit	izplatīšanās
mica	vizlas
oră	stunda
oră	stundu
externă	ārējais
externă	ārējs
externă	ārējā
stație	stacija
stație	stacijā
stație	stacijas
watson	watson
industrie	nozare
industrie	rūpniecība
industrie	industrija
cadru	rāmja
cadru	kadrs
cadru	rāmis
cadru	rāmi
electronică	elektronikas
electronică	elektroniskais
electronică	elektroniskie
electronică	elektroniski
bay	līcis
bay	sekcija
scria	rakstīja
scria	uzrakstīju
scria	uzrakstīja
generație	paaudze
generație	paaudzes
ford	fords
ford	ford
conflictul	konflikts
conflictul	konflikti
peretele	sienas
peretele	sienu
peretele	mūris
peretele	siena
ulei	eļļa
ulei	eļļas
ulei	nafta
gordon	gordon
tehnici	paņēmieni
acoperită	pārklāti
acoperită	pārklāts
maurice	moriss
illinois	ilinoisas
apariție	sastopamība
apariție	sastopamību
allen	alens
juridice	likumīgi
juridice	juridiskais
electronic	elektroniskais
electronic	elektroniskie
electronic	elektroniski
electronic	elektroniski
prietenii	draugi
prietenii	draugiem
channel	kanāls
observă	novērot
observă	novēro
asociate	saistīts
logo	logo
logo	logotips
aprobarea	apstiprināšana
aprobarea	apstiprinājums
genuri	žanru
genuri	ģinšu
curse	sacīkstes
curse	sacensības
curse	sacīkstēm
curse	sacīkšu
curse	racing
curse	sacīkstes
primi	saņemt
primi	saņem
clasic	eleganti
clasic	klasiskais
clasic	klasisko
clasic	klasiskā
clasic	klasisks
clasic	klasika
clasic	klasiska
clasic	klasisks
leipzig	leipcigas
trupă	josla
trupă	joslas
trupă	karaspēka
trek	trek
personalitate	personība
personalitate	personības
ocupată	aizņemta
ocupată	aizņemts
ocupată	aizņemti
ocupată	aizņem
ocupată	aizņemtas
indiana	indiana
hollywood	holivudas
semnul	parakstīt
semnul	zīme
corespunzătoare	piemērota
corespunzătoare	piemērotas
corespunzătoare	atbilstoša
corespunzătoare	piemēroti
corespunzătoare	piemērots
corespunzătoare	atbilstošās
dei	dei
anhalt	anhaltes
spectacol	rādīt
spectacol	parādīt
recunoaștere	atzīšana
recunoaștere	atzinība
wales	velsā
wales	velsa
animal	dzīvnieku
animal	dzīvnieks
animal	dzīvniekam
douăzeci	twenty
douăzeci	divdesmit
mandat	orderi
mandat	ordera
mandat	orderis
mandat	mandāts
mandat	pilnvaras
efectele	efekts
efectele	efekti
efectele	iedarbība
efectele	ietekme
etapă	posms
etapă	stadija
estonia	igaunija
estonia	igaunijā
supraviețuit	izdzīvoja
modificarea	grozījums
modificarea	grozījumi
modificarea	modifikācija
modificarea	grozījums
documentele	dokumenti
documentele	dokumentus
mostră	izlase
mostră	paraugs
preda	mācīt
preda	iemācīt
preda	māca
enescu	enesku
desene	rasējumus
desene	rasējumi
electronice	elektronikas
electronice	elektroniskais
electronice	elektroniskie
electronice	elektroniski
egală	vienlīdzīga
egală	vienlīdzīgi
egală	līdzvērtīgs
egală	vienāda
egală	vienāds
înregistrate	reģistrētie
înregistrate	reģistrēta
înregistrate	reģistrētas
înregistrate	reģistrētā
înregistrate	reģistrēti
înregistrate	reģistrēts
înregistrate	ierakstīti
înregistrate	reģistrētais
responsabil	atbildīgais
responsabil	atbildīgs
responsabil	atbildīga
responsabil	atbildīgā
responsabil	atbildīgās
responsabil	uzturētājs
cai	zirgi
cai	zirgus
cetățeni	pilsoņus
cetățeni	pilsoņi
cetățeni	iedzīvotāji
tare	cieto
tare	smagi
tare	cietās
tare	grūti
tare	cietais
tare	skaļi
aplică	piemēro
aplică	piemērot
aplică	pielietot
imaginile	attēli
imaginile	attēlus
dark	tumša
dark	tumši
dark	tumšs
distruse	iznīcināta
distruse	iznīcināts
distruse	iznīcināti
distruse	iznīcina
individuale	individuāla
individuale	individuālā
individuale	individuāli
condiția	nosacījums
condiția	stāvoklis
necunoscut	nezināma
necunoscut	nezināms
boala	slimība
boala	slimības
boala	slimība
boala	slimības
boala	slimība
secrete	noslēpumus
secrete	noslēpumi
secrete	secret
secrete	slepeni
secrete	slepens
secrete	noslēpums
plastice	plastmasa
plastice	plastmasas
similară	līdzīgs
similară	līdzīgi
similară	līdzīgas
similară	līdzīga
purta	valkā
purta	uzvilkt
rezistența	pretošanās
rezistența	rezistence
rezistența	izturība
rezistența	pretestība
tobe	bungas
tobe	spoles
century	gadsimts
analiză	analīzes
analiză	analīzi
analiză	analīze
fază	fāze
fază	posms
fază	etaps
înregistrări	uzskaite
înregistrări	ieraksti
înregistrări	pieraksti
pomerania	pomerānijas
cântă	dziedāt
cântă	dziedam
cântă	dziedi
cântă	dzied
parma	parmas
parma	parma
etape	posmi
etape	stadijas
etape	posmiem
etape	posmus
mută	pārvietot
mută	gājiens
mută	pārvietoties
invazia	iebrukums
guy	puisis
guy	čalis
dai	dai
sava	sava
