முன்னோர்கள்	пращурів
ஜொனாதன்	джонатан
அனுபவித்து	зручні
அனுபவித்து	комфортом
அனுபவித்து	дивимося
ஈர	мокра
ஈர	мокрий
அனுப்புதல்	відсилання
அனுப்புதல்	надсилання
இரகசியம்	таємний
இரகசியம்	секретний
இரகசியம்	таємна
இரகசியம்	таємниця
இரகசியம்	таємно
உண்ணாவிரதம்	піст
தட்பவெப்பநிலை	клімат
எரித்திரியா	еритреї
ரோட்ஸ்	родос
நாக்	тук
நாக்	стук
நாக்	nag
எலக்ட்ரானிக்	електронне
எலக்ட்ரானிக்	електронні
எலக்ட்ரானிக்	електроніка
எலக்ட்ரானிக்	електронна
எலக்ட்ரானிக்	електронний
வதந்திகள்	чутки
கற்றாழை	алое
கற்றாழை	aloe
வாக்குறுதி	обіцяю
வாக்குறுதி	обіцянку
வாக்குறுதி	обіцяють
விசாரணைகள்	довідки
விசாரணைகள்	розслідувань
மேட்ரிக்ஸ்	матриця
மேட்ரிக்ஸ்	матриці
அறநெறி	мораль
முன்னோட்டம்	огляд
முன்னோட்டம்	перегляд
சாவி	ключ
சாவி	клавіша
சிறுவயது	дитинство
சிறுவயது	дитинства
உருகி	запобіжник
நினைவிடம்	меморіал
நாண்	акорд
நாண்	акорди
ஜோஷ்	джош
தினந்தோறும்	щоденне
தினந்தோறும்	щоденно
தினந்தோறும்	щодня
தினந்தோறும்	щоденні
கல்லூரியை	коледж
கல்லூரியை	коледжі
கல்லூரியை	внз
பரிந்துரைக்க	підкажіть
பரிந்துரைக்க	запропонувати
முல்லர்	мюллер
முல்லர்	мюллер
ஏலக்காய்	кардамон
தீர்மானங்கள்	рішення
தீர்மானங்கள்	рішень
குற்றங்களை	помилок
குற்றங்களை	недоліків
குற்றங்களை	недоліки
குற்றங்களை	злочини
டைட்டன்	титан
பிராண்ட்	бренду
பிராண்ட்	бренд
பிராண்ட்	brand
இலவங்கப்பட்டை	кориця
நொடி	сек
தட்டுகள்	знаки
தட்டுகள்	тарілки
சீரம்	сироватка
இசைக்கலைஞர்கள்	музикантів
இசைக்கலைஞர்கள்	музиканти
விட்டாலும்	хоча
விட்டாலும்	щоправда
பெர்னான்டோ	фернандо
பிக்சல்	пікселів
பிக்சல்	піксель
உக்கிர	інтенсивність
மனைவிகள்	дружин
மனைவிகள்	дружини
மனைவிகள்	подругами
மூழ்கியது	затоплених
சாயல்	затінення
சாயல்	згортання
சாயல்	тіні
சாயல்	згортання
சாயல்	тони
சாயல்	відтінок
சாயல்	згорнути
சாயல்	відтінок
விரிவாகப்	медресе
வருணன்	варуна
ஜெரோம்	джером
தாரிக்	тарік
தனிமை	самотнім
தனிமை	самотня
தனிமை	самотні
தனிமை	самотньо
தனிமை	самотність
தனிமை	самотність
தனிமை	самотності
பாசுபேட்டு	амонію
டக்கர்	такер
பெராக்சைடு	ацетону
போலியான	фальшивий
போலியான	підробка
வீடியோவில்	відео
வீடியோவில்	відеозапис
முனைப்பு	ініціатива
அடித்துக்	автобусів
வெள்ளத்தில்	стає
வெள்ளத்தில்	становлення
வெள்ளத்தில்	ставши
சந்திப்புகள்	зустрічі
சந்திப்புகள்	зустрічей
சந்திப்புகள்	зустрічей
சந்திப்புகள்	зустрічі
கரோல்	керол
கரோல்	колядки
கரோல்	кароль
தோரியம்	торій
தருக்க	логічна
தருக்க	логічний
தருக்க	логічне
பைலட்	pilot
பைலட்	пілот
நிரப்பும்	заповнення
நகங்கள்	nails
சோனகர்	маври
தந்தம்	туск
ஒட்டகம்	верблюда
விந்தை	кохана
விந்தை	дітки
கட்டில்	ліжко
கட்டில்	постіль
ரான்	рон
அபுல்	абул
மூக்கன்	ібіс
மன்	mann
பிரித்தானிக்கா	britannica
மர்மமான	загадкова
ஜில்	джилл
நிலவுகள்	супутники
ஆதரவாளர்	прихильником
ஆதரவாளர்	прихильники
அற்று	виникли
அற்று	полягають
அசிசி	ассізі
ஸ்பா	spa
ஸ்பா	спа
ஜெரார்ட்	джеррард
பூக்களை	квіти
கைதி	затримані
கைதி	полонених
கைதி	тюрма
கைதி	тюрми
நிமிடத்திற்கு	хвилини
நிமிடத்திற்கு	хвилина
நேபாளி	непальська
உலகங்கள்	світи
முறைகேடு	зловживання
முறைகேடு	образи
பவுண்ட்	фунт
மரடோனா	марадона
நாடகாசிரியர்	драматург
இணக்கமான	сумісний
இணக்கமான	сумісні
இணக்கமான	сумісна
ஸ்மார்ட்	розумним
ஸ்மார்ட்	смарт
ஸ்மார்ட்	розумний
ஸ்மார்ட்	smart
கொடு	віддам
கொடு	дайте
கொடு	надати
கானல்	mirage
கோனார்	конор
நீராற்பகுப்பு	гідроліз
மாலுமி	моряк
சுங்க	митниця
சுங்க	звичаї
அதிருப்தி	незадоволений
ஓட்டும்	їхали
ஓட்டும்	водіння
சத்துக்கள்	поживними
சன்ஸ்	suns
ரியாத்	ріяд
கார்ப்பரேட்	корпоративні
கார்ப்பரேட்	відділу
அடுத்தது	наступний
அடுத்தது	наступна
அடுத்தது	next
அடுத்தது	наступне
அடுத்தது	далі
தியாகிகள்	мученика
வெட்டுதல்	вирізання
நோயியல்	патології
முழங்கால்	коліно
ஏரோது	ірод
உதவிகரமாக	корисні
உதவிகரமாக	корисно
உதவிகரமாக	корисна
உதவிகரமாக	корисний
டிரினிடாட்	тринідад
ஹெர்பர்ட்	герберт
பர்மன்	бурман
சல்மா	сальма
கேரியர்	авіаносець
தோல்வியுற்றது	невдало
தோல்வியுற்றது	невдача
தோல்வியுற்றது	збій
தோல்வியுற்றது	помилка
பேசவும்	поговоримо
பேசவும்	розмова
பேசவும்	talk
பேசவும்	говорити
பேசவும்	розмовляють
பேசவும்	говоріть
பேசவும்	вимовляти
பேசவும்	говорити
பேசவும்	speak
தொட்டிகள்	по
தொட்டிகள்	горщиках
பருவமழை	мусон
நிறைவேறியது	наповнене
கால்களும்	ногами
கால்களும்	ноги
கால்களும்	стопи
கால்களும்	футів
சால்	сел
சால்	селе
பறிமுதல்	конфіскували
சும்மா	просто
சும்மா	щойно
இஸ்தான்புல்	стамбула
இஸ்தான்புல்	стамбулі
இஸ்தான்புல்	стамбул
ஆண்ட்ராய்டு	android
செலுத்தல்	подача
செலுத்தல்	годувати
செலுத்தல்	стрічці
செலுத்தல்	стрічка
செலுத்தல்	подачу
உதவித்தொகை	стипендію
வெலிங்டன்	веллінгтон
பென்ஸ்	пенс
பென்ஸ்	benz
நத்தை	равлик
சட்டவிரோதமாக	незаконними
சட்டவிரோதமாக	незаконно
சட்டவிரோதமாக	незаконне
சட்டவிரோதமாக	незаконні
சட்டவிரோதமாக	незаконний
சட்டவிரோதமாக	нелегально
பேசுபவர்கள்	диктора
பேசுபவர்கள்	диктор
அலசி	описати
வெளியிடப்படவில்லை	неопубліковані
மோதிரம்	кільце
மோதிரம்	перстень
மோதிரம்	каблучка
மோதிரம்	кільцева
நிறைவுற்றது	завершено
நிறைவுற்றது	завершені
நிறைவுற்றது	закінчено
நிறைவுற்றது	закінчиться
நிறைவுற்றது	закінчив
நிறைவுற்றது	завершено
நிறைவுற்றது	завершені
நிறைவுற்றது	виконано
குண்டுவெடிப்பு	бомбардування
புகார்கள்	скарг
புகார்கள்	скарги
சீருடை	форма
பதப்படுத்தப்பட்ட	опрацювати
பதப்படுத்தப்பட்ட	оброблено
பதப்படுத்தப்பட்ட	оброблені
பிளேட்டோ	платон
ஒரியா	орія
தன்னியக்க	автоматична
தன்னியக்க	автоматичний
தன்னியக்க	автоматичне
தன்னியக்க	автоматичні
ஆர்ப்பாட்டம்	продемонструвати
ஆர்ப்பாட்டம்	демонстрація
ஆர்ப்பாட்டம்	демонстрацію
கிருமிகள்	мікроби
கடந்தது	минулий
கடந்தது	минулі
கடந்தது	минуле
ஹெய்டி	гаїті
பதிமூன்று	тринадцять
ஸ்பென்சர்	спенсер
துண்டுகளை	шматочки
அப்பு	апу
மெட்டா	мета
எதிர்ப்புகள்	протести
தூக்கமின்மை	безсоння
ஒளிர்வு	яскравість
ஆலிவ்	оливкова
செருமேனியம்	германій
பொதுவானவை	загальні
பொதுவானவை	генерал
பொதுவானவை	загальний
பொதுவானவை	загальне
அட்கின்சன்	аткінсон
இசுட்ரோன்சியம்	стронцій
அகரவரிசை	абетка
அகரவரிசை	письмо
அகரவரிசை	алфавіт
காரல்	карл
காரல்	карл
இனிமையான	солодка
இனிமையான	солодкі
இனிமையான	солодкий
ஓப்	ооп
மலர்களை	квіти
வேட்டையாடி	мисливець
நினைவாற்றல்	спогад
அபூ	абу
காற்றோட்டம்	аерація
பாங்காக்	бангкок
புளூட்டோ	плутон
டாஸ்	dos
டாஸ்	дос
புடவை	сарі
பித்தகோரசு	піфагора
பைகள்	валізи
பைகள்	сумки
காண்பிக்கிறது	відображено
சீர்குலைவு	безладдя
வைக்கிங்	вікінгів
வைக்கிங்	вікінги
டயானா	діана
எண்பது	вісімдесят
உணர்கிறேன்	feel
உணர்கிறேன்	відчуваю
உணர்கிறேன்	відчути
உணர்கிறேன்	почуття
உணர்கிறேன்	відчуття
உணர்கிறேன்	передчуття
அரைத்து	змішування
நீரூற்று	фонтан
சூரியகாந்தி	соняшник
மறைக்கப்பட்ட	приховані
மறைக்கப்பட்ட	приховано
மறைக்கப்பட்ட	сховані
மறைக்கப்பட்ட	прихований
மாடியில்	підлога
மாடியில்	поверх
பிராட்வே	бродвей
எர்வின்	ервін
ஆண்டிமனி	сурма
கார்ல்சன்	карлсон
உறுதிப்பாடு	підтвердити
உறுதிப்பாடு	підтвердження
கேத்தரின்	катерина
சந்து	проміжки
சந்து	уразливих
சந்து	пропуски
பேப்பர்	папір
அரிஸ்டாட்டில்	арістотель
தாலிபான்	талібан
மன்னிக்கவும்	вибачте
மன்னிக்கவும்	шкода
மன்னிக்கவும்	пробачте
மன்னிக்கவும்	перепрошую
மன்னிக்கவும்	прикро
அதிசயங்கள்	дива
ஐயன்	іон
ஈரோஸ்	ерос
சாராயம்	алкоголь
சாராயம்	рому
பழமைவாத	консервативна
ஏஞ்சல்	янгол
ஏஞ்சல்	ангел
கறையான்	терміти
வடிவமைப்பாளர்கள்	дизайнери
வடிவமைப்பாளர்கள்	дизайнерів
லிஸ்பன்	лісабон
சங்	співав
சங்	співали
சங்	заспівав
சங்	співала
சங்	заспівали
கார்சியா	гарсія
கார்சியா	гарсія
ஒண்டாரியோ	онтаріо
அகன்று	вирвав
சயனைடு	ціанід
கற்பூரம்	камфора
வஸ்தோக்	восток
வாத்தியம்	інструментальний
சாண்டா	санта
சாம்பியா	замбії
கராத்தே	карате
யாருடைய	чиє
யாருடைய	чиї
யாருடைய	чия
யாருடைய	чий
போரா	бора
அட்மிரல்	адмірал
கட்டளையை	наказую
கட்டளையை	командний
கட்டளையை	команда
அட்லாண்டா	атланти
பிருகு	бхрігу
கோப்	кобб
கோப்	справлятися
கோப்	впоратися
பீன்	бін
பீன்	сабін
மில்டன்	мілтон
தொடர்பில்லாத	офлайн
தொடர்பில்லாத	автономний
புளோரன்ஸ்	флоренція
புளோரன்ஸ்	флоренції
மேஜிக்	чарівна
மேஜிக்	магія
மேஜிக்	magic
நொதுமி	нейтронна
கழுகுகள்	орли
இடம்பெயர்ந்த	переселенців
இடம்பெயர்ந்த	переселенці
உள்ளீடுகள்	записів
உள்ளீடுகள்	пункти
உள்ளீடுகள்	записи
உள்ளீடுகள்	елементи
தொடுதல்	дотик
வேதனை	пенальті
வேதனை	штраф
வேதனை	покарання
நைட்ரோ	nitro
கோக்	кок
கோக்	кока
கோக்	кокс
கோக்	кола
கோக்	колу
தயாரிப்பை	добуток
தயாரிப்பை	продукт
தயாரிப்பை	товар
வார்ப்பு	каркас
வார்ப்பு	рамках
வார்ப்பு	шаблон
வார்ப்பு	template
விரும்புகிறார்	мріє
விரும்புகிறார்	хоче
தெரசா	тереза
ஓயா	оя
செலவாகும்	вартість
ஜெரால்ட்	джеральд
டிரைவர்	драйвер
டிரைவர்	водій
டிரைவர்	водія
கஞ்சா	коноплі
குறிமுறை	код
நிராகரிக்கப்பட்டது	відмовились
நிராகரிக்கப்பட்டது	відмовилися
நிராகரிக்கப்பட்டது	відхилено
நிராகரிக்கப்பட்டது	відхилити
நிராகரிக்கப்பட்டது	відкинуто
நிராகரிக்கப்பட்டது	відмовив
நிராகரிக்கப்பட்டது	відхилено
நிராகரிக்கப்பட்டது	випускають
காரணமும்	причина
காரணமும்	привід
பொலோனியம்	полоній
பேரி	груші
பேரி	груша
சேவையகம்	вузол
சேவையகம்	ведуча
சேவையகம்	сервер
சேவையகம்	сервера
உருப்படி	елемент
முகாம்கள்	табори
முகாம்கள்	кам
ராக்கி	рокі
குழுமங்கள்	скупчення
ரூனி	руні
எரிப்பு	звільнили
எரிப்பு	звільнений
எரிப்பு	звільнено
எரிப்பு	звільнив
ஜூ	чу
சோதி	перевірити
சோதி	перевірте
சாம்சங்	самсунг
சாம்சங்	samsung
பூல்	басейн
சாப்ளின்	чаплін
பனியாறு	льодовик
பிரின்ஸ்டன்	princeton
அணுகு	доступ
ராமா	рама
வெனிசுலா	венесуели
செங்கோல்	скіпетр
மெரினா	марина
மெரினா	маріна
சீரியம்	церій
ஜான்ஸ்	джонс
ஜான்ஸ்	джонса
இருமுனையம்	діод
ஐவரி	айворі
காகா	gaga
நியோ	нео
கதாநாயகி	героїні
காதுகள்	вуха
பாட்டன்	жезл
ஹிந்துஸ்தான்	індостан
பாட்ரிக்	патрік
மலாவி	малаві
தோழமை	братства
தோழமை	товариство
தோழமை	товариство
பந்தம்	сентиментальна
அம்பர்	бурштин
பதாகை	стяг
பதாகை	банер
பிரபலமானவை	популярні
பிரபலமானவை	популярне
பிரபலமானவை	популярна
பிரபலமானவை	популярний
செல்டிக்	кельтські
வெல்ஸ்	веллс
வான்கூவர்	ванкувер
தாதுக்கள்	мінерали
மோடம்கள்	модемів
தாலாட்டு	племінники
நிக்கல்சன்	ніколсон
யூரி	юрі
யூரி	юрій
யூரி	юрко
தாலியம்	талій
கையிருப்பு	кпк
கிக்	викинути
சேர்க்கிறது	додавання
மிட்செல்	мітчелл
கொலைகள்	вбивств
கொலைகள்	вбивства
சமச்சீரற்ற	асиметрична
விண்கலத்தில்	астронавти
செம்மறி	вівця
செம்மறி	вівці
செம்மறி	вівцями
நாற்றம்	запах
ப்ரோ	pro
ப்ரோ	профі
ப்ரோ	правозахисники
சில்க்	шовку
சில்க்	шовк
நினைத்துக்	роздуми
நினைத்துக்	мислення
கத்தோலிக்கர்கள்	католики
கிரேஸ்	благодать
கிரேஸ்	милість
கலைஞன்	художниця
கலைஞன்	митець
கலைஞன்	виконавець
கலைஞன்	художник
மீசை	вуса
யோசுவா	джошуа
தினங்கள்	днів
தினங்கள்	дні
ஊகம்	спекуляції
பிடித்தமான	улюблене
பிடித்தமான	улюблена
பிடித்தமான	улюблений
பிடித்தமான	улюблені
பிடித்தமான	улюблений
பிடித்தமான	улюблене
ரேடார்	radar
ஹனோய்	ханой
பிறரை	інших
பிறரை	інші
பிறரை	іншими
கிங்டம்	царство
கிங்டம்	kingdom
கிங்டம்	королівство
தான்சானியா	танзанії
லெஸ்	лез
லெஸ்	ле
லெஸ்	лес
லெஸ்	лесь
உறைந்து	завмирає
லில்	lil
நேரடியாகச்	напряму
நேரடியாகச்	безпосередньо
பிலிப்பினோ	філіппінська
ஈராக்சைடு	цирконію
தவறிய	кинули
தவறிய	скинули
பகிர்தல்	обмін
பகிர்தல்	поширення
பொருட்படுத்தாமல்	незалежно
ஒன்றாய்	разом
விபத்துக்கள்	нещасні
பார்க்கிறேன்	дивиться
பார்க்கிறேன்	дивитися
பார்க்கிறேன்	дивлюсь
மெல்	мел
மெல்	жувати
கணக்கிடப்பட்ட	орієнтовний
கணக்கிடப்பட்ட	приблизна
அஸ்பாரகஸ்	спаржа
டேன்	дане
முதுகுநாணி	хордові
ஆசிரமத்தில்	ашрам
நிர்வாண	голі
நிர்வாண	медом
நிர்வாண	голий
நிர்வாண	naked
நிர்வாண	nude
நிர்வாண	ню
பாதங்கள்	ногами
பாதங்கள்	ноги
பாதங்கள்	стопи
பாதங்கள்	футів
பாதங்கள்	лапи
புனைபெயர்	псевдонім
பிளமேன்கோ	фламенко
கோரல்	coral
கோரல்	корал
கோரல்	кораловий
தண்டின்	перехоплення
நியான்	neon
தூசி	пил
புதையல்	скарб
அரைக்கோளம்	півкулі
பூன்	бун
ஹமாஸ்	хамас
நீள்வட்டம்	еліпс
காட்டப்பட்ட	показаний
காட்டப்பட்ட	показана
காட்டப்பட்ட	показані
காட்டப்பட்ட	відображено
காட்டப்பட்ட	показано
வியட்நாமிய	vietnamese
புதிது	нові
புதிது	нове
புதிது	нова
புதிது	новий
புதிது	створити
சாக்	зак
