phoenix	феникс
operacyjnych	оперативни
operacyjnych	оперативна
council	совет
camp	камп
camp	кампот
camp	логор
fabio	фабио
okrążenie	скут
komiksów	стрип
komiksów	графичко
komiksów	стрипови
komiksów	стриповите
mann	ман
zwykły	редовна
zwykły	регуларен
zwykły	регуларно
zwykły	редовни
zwykły	редовен
zwykły	регуларни
zwykły	обичен
zwykły	обичните
zwykły	обични
misje	мисии
misje	мисиите
misje	мисија
misje	мисијата
wytwarza	произведува
trzyma	чува
rycerzy	витезите
rycerzy	витези
demokratów	демократи
demokratów	демократите
demokratów	демократ
pokonany	претепан
pokonany	претепана
pokonany	претепани
pokonany	тепан
pokonany	тепани
pokonany	поразена
pokonany	поразени
pokonany	порази
pokonany	поразен
charków	харков
norm	норми
norm	нормите
norm	стандарди
norm	норм
peugeot	peugeot
standardy	стандарди
poprosił	прашале
poprosił	праша
poprosił	запрашан
węgiel	јаглен
węgiel	јаглен
węgiel	јаглероден
węgiel	карбон
węgiel	јаглерод
bass	бас
automatyczna	автоматски
automatyczna	автоматска
automatyczna	автоматско
aspekty	аспекти
aspekty	аспект
prosto	стрејт
prosto	исправен
prosto	право
prezentacji	презентација
prezentacji	презентации
stefano	стефано
domeny	домени
domeny	домен
domeny	доменот
dame	даме
pracujący	работи
pracujący	работен
pracujący	работна
pracujący	работење
wzory	модели
wzory	манекенки
wzory	шеми
wzory	моделите
wzory	дизајни
wzory	формули
zatonął	потона
zatonął	потона
strunowce	хордови
joel	џоел
porównanie	споредба
porównanie	спореди
porównanie	споредете
porównanie	споредуваат
dell	дел
ewy	ив
ewy	ева
ewy	eve
fra	фра
osobisty	лично
osobisty	личен
osobisty	личното
osobisty	лична
prezydenckie	претседателски
prezydenckie	претседателска
prezydenckie	претседателско
carmen	кармен
montgomery	монтгомери
kompozytorów	композитори
jądro	кернелот
jądro	јадро
jądro	тестис
jądro	суштински
jądro	јадрото
jądro	јадро
następcę	наследник
salomona	соломон
pearl	бисер
pearl	перл
wywołało	предизвика
wiktoria	викторија
przodków	претци
przodków	предци
przodków	предок
chińskie	кинески
kielicha	пехар
kielicha	пехарот
lodu	лед
lodu	мраз
liber	либер
przydatne	корисен
przydatne	корисно
przydatne	корисни
przydatne	корисна
jowisza	јупитер
zaangażowanie	ангажман
zaangażowanie	интеракција
zaangażowanie	ангажираност
zaangażowanie	веридба
zaangażowanie	вклученост
zaangażowanie	вмешаност
zaangażowanie	обврска
zaangażowanie	посветеност
wer	wer
rzemiosła	изработки
kompetencji	компетентноста
kompetencji	компетентност
kompetencji	надлежности
zapach	мирис
zapach	мирис
zapach	мирисни
zapach	мирисаат
zapach	миризба
zapach	парфем
zapach	арома
żyjący	живите
żyjący	живеејќи
żyjący	живеење
rozszerzenie	проширување
rozszerzenie	проширување
rozszerzenie	експанзија
rozszerzenie	наставка
rozszerzenie	продолжение
rozszerzenie	продолжување
mercury	меркур
konsulat	конзулат
turków	турците
turków	турци
prezentowane	учествуваа
prezentowane	истакната
prezentowane	истакнати
prezentowane	истакнато
prezentowane	одбрано
prezentowane	претставена
prezentowane	презентиран
prezentowane	претставено
prezentowane	претстави
prezentowane	претставен
kazań	проповеди
kazań	казан
uroczyste	свечен
uroczyste	свечена
uroczyste	празнично
greckie	грчки
greckie	грчка
greckie	грк
venus	венус
venus	венера
armata	топ
armata	топот
homo	хомо
wien	wien
wien	вин
bergen	берген
produkuje	произведува
estádio	estádio
ciemne	мрак
ciemne	темница
ciemne	темно
ciemne	темен
lokalnie	локално
zawarty	содржани
wymagane	бараниот
wymagane	побара
wymagane	бараната
wymagane	побарано
wymagane	потребна
wymagane	потребно
wymagane	потребни
wymagane	задолжително
metry	метри
metry	метри
bit	бит
toma	тома
toma	томо
bomba	бомба
tunelu	тунел
ekspertów	експерти
ekspertów	стручен
ekspertów	стручњак
ekspertów	стручно
ekspertów	експерт
sparta	спарта
misjonarz	мисионер
beskid	бескидска
ziemskiego	земски
dorosłe	возрасни
dorosłe	возрасните
ściana	ѕид
konstytucyjnego	уставни
konstytucyjnego	уставно
konstytucyjnego	уставна
konstytucyjnego	уставен
newton	њутон
newton	њутн
pliki	датотеки
personelu	персонал
personelu	персонал
personelu	кадар
con	затвореник
con	con
kandydaturę	кандидатура
kandydaturę	кандидатурата
tylny	задна
tylny	заден
wiązanie	обврзувачки
wiązanie	обврзувачка
wiązanie	врзувањето
wiązanie	врска
wiązanie	бонд
liverpool	ливерпул
emanuel	емануел
dublin	даблин
przeglądu	прегледај
przeglądu	преглед
teoretyk	теоретичар
andre	андре
andre	андре
tymczasowego	условно
tymczasowego	привремени
niebie	небесата
niebie	рај
niebie	рајот
niebie	sky
niebie	небо
nocny	ноќни
nocny	вечер
nocny	нок
nocny	ноќ
nocny	night
gleb	валка
umysłu	умот
umysłu	ум
josh	џош
gwatemali	гватемала
zastrzeżenia	резервација
zastrzeżenia	резервации
zastrzeżenia	резервираност
zastrzeżenia	приговори
sądy	правосудство
sądy	судство
sądy	судови
sądy	судовите
jasności	бистрината
jasności	јасност
jasności	осветленост
traktowane	третиран
traktowane	третирана
traktowane	третирани
sobota	саботна
sobota	сабота
zajęte	зафатен
zajęte	зафатено
zajęte	зафатена
zajęte	зафатени
zajęte	окупирана
zajęte	окупирани
zajęte	зафатено
wrogów	непријатели
zaleca	препорачува
chirurgii	операција
chirurgii	хирургија
chirurgii	хируршки
chirurgii	хируршка
uczucia	чувства
uczucia	чуства
elektronów	електронски
elektronów	електронска
nintendo	нинтендо
filozoficzne	филозофски
armstrong	армстронг
cezar	цезар
zainteresowań	интереси
klasycznego	класични
klasycznego	класична
klasycznego	класика
podłogi	ката
podłogi	катови
podłogi	најубав
komety	комета
komety	комети
otoczona	опкружена
otoczona	опкружени
otoczona	опколен
otoczona	опколени
otoczona	опкружен
boca	бока
piasku	песок
prowadzące	водечки
oznaczone	означени
oznaczone	означена
oznaczone	означен
oznaczone	означено
oznaczone	означени
oznaczone	означено
oznaczone	обележани
oznaczone	одбележан
oznaczone	обележано
nestor	нестор
sodu	натриум
leśnictwa	шумарство
tempo	темпото
tempo	темпо
tempo	темпо
językowej	лингвистички
konfrontacji	соочување
konfrontacji	соочување
konfrontacji	конфронтација
konfrontacji	конфронтации
zrozumienia	разбирање
ronnie	рони
przeznaczenie	одредиште
przeznaczenie	дестинација
przeznaczenie	судбината
przeznaczenie	судбина
przeznaczenie	судбината
przeznaczenie	судбина
przeznaczenie	намена
biblia	библија
naród	нација
soczi	сочи
trwało	траеше
trwało	издржа
liderów	лидерите
liderów	лидери
liderów	водачи
sonda	сонда
sonda	истрага
warta	вреди
zmienione	ревидиран
zmienione	ревидираната
zmienione	променето
zmienione	променет
zmienione	изменета
zmienione	модифициран
zmienione	променети
zmienione	изменета
zmienione	изменето
zmienione	изменет
zmienione	изменето
zmienione	изменетиот
zmienione	изменет
sin	грев
sin	sin
sin	гревот
meyer	мајер
postawa	став
postawa	став
postawa	став
rozpoznanie	извидување
rozpoznanie	извидување
rozpoznanie	извидница
rozpoznanie	признавање
rozpoznanie	препознавање
rozpoznanie	дијагноза
scalemajor	scalemajor
timeaxis	timeaxis
ciekawy	љубопитни
ciekawy	љубопитна
ciekawy	љубопитен
dale	дејл
potrzebuje	треба
potrzebuje	потреба
potrzebuje	потреби
forever	засекогаш
forever	вечно
cat	кет
cat	мачка
cat	мачор
zwykłych	обичен
zwykłych	обичните
zwykłych	обични
wydawcy	издавачи
wydawcy	уредници
wydawcy	уредниците
wydawcy	издавач
biuletyn	билтен
biuletyn	билтен
freedom	слободата
freedom	слобода
adaptacji	адаптации
delegatów	делегати
delegatów	делегатите
imagesize	imagesize
yang	јанг
fabrykę	фабрика
fabrykę	фабрички
ekran	екран
burbon	бурбон
sal	сал
plotarea	plotarea
lucy	луси
sebastiana	себастијан
allan	алан
walczyli	бореше
ostry	остро
ostry	шарп
ostry	остра
ostry	остар
ostry	остри
ostry	акутни
ostry	акутен
berger	бергер
równoległy	паралелно
równoległy	паралела
równoległy	паралелен
równoległy	паралелни
równoległy	паралелна
edytuj	измени
edytuj	уредување
edytuj	уреди
bronić	брани
wells	бунари
wells	велс
organizacyjnych	организациски
fizyczna	физичко
fizyczna	физичка
fizyczna	физички
aut	aut
możliwy	можно
możliwy	можни
możliwy	возможно
możliwy	можен
oświetlenie	просветлување
oświetlenie	осветлување
ekspozycja	изложување
ekspozycja	изложеност
konsul	конзул
rebelianci	бунтовници
rebelianci	бунтовниците
clarke	кларк
ograniczeń	рестрикции
ograniczeń	ограничувања
protokół	протокол
zabezpieczenie	залог
zabezpieczenie	колатерална
astronomii	астрономија
astronomii	астрономијата
protesty	протести
protesty	протест
protesty	протести
siedliska	живеалишта
siedliska	живеалиште
siedliska	живеалишта
ciemności	мракот
ciemności	темнина
ciemności	темница
ciemności	мрак
ciemności	темнината
ahmed	ахмед
ahmed	ахмад
anatolij	анатоли
anatolij	анатолиј
anatolij	анатолиј
płótnie	платно
gerhard	герхард
generacja	генерација
generacja	генерирање
modyfikacji	модификација
modyfikacji	модификации
współautorem	coauthor
karate	карате
przybyła	пристигнаа
przybyła	пристигнал
przybyła	пристигна
kapitału	престолнина
kapitału	капитал
foster	фостер
harvey	харви
płatki	житарки
płatki	житарици
krytykę	критики
krytykę	критика
krytykę	критика
eugene	еуген
eugene	јуџин
wspomniany	споменати
wspomniany	спомнато
wspomniany	спомнав
wspomniany	споменат
wspomniany	спомна
druk	печатење
druk	печати
druk	печатење
burza	бура
burza	сторм
burza	бура
burza	олуја
burza	невреме
najbliższych	најблизу
najbliższych	најблиска
najbliższych	најблиску
najbliższych	најблиските
najbliższych	најблиски
tragedii	трагедии
tragedii	трагедија
wystawę	изложба
edwards	едвардс
nowoczesny	модерен
nowoczesny	модерно
nowoczesny	модерни
nowoczesny	современ
nowoczesny	модерна
nowoczesny	современа
nowoczesny	современ
nowoczesny	современи
posterunek	станица
grobie	гроб
grobie	гробница
grobie	гробот
grobie	гроб
louisa	луиза
utah	јута
guillermo	гилермо
dochody	приход
dochody	приходи
dochody	примања
dochody	заработка
dochody	заработувачка
dochody	примања
dochody	приход
dochody	приходи
ruth	рут
piętra	ката
piętra	катови
tango	танго
zorganizowane	организиран
zorganizowane	организирани
zorganizowane	организирана
zorganizowane	организиран
zorganizowane	организирани
zorganizowane	организирано
tur	tur
szerzej	пошироки
szerzej	поширока
szerzej	поширок
szerzej	поширок
szerzej	пошироки
szerzej	поширока
towarowy	товарниот
bukareszcie	букурешт
wykorzystany	експлоатирани
przyjaźń	другарство
przyjaźń	пријателство
gotowy	спремно
gotowy	спремни
gotowy	подготвен
gotowy	спремна
gotowy	подготвени
gotowy	спремен
franków	франци
franków	франки
cywilów	цивили
med	med
med	медицинско
body	тело
higgins	хигинс
archeologii	археологија
zarejestrowane	регистриран
zarejestrowane	регистрирана
zarejestrowane	регистрирано
zarejestrowane	регистрирани
zarejestrowane	сними
zarejestrowane	снимено
