年	taon
天皇	emperador
邀請	imbitahan
邀請	anyayahan
邀請	inviting
邀請	iniimbitahan
邀請	naimbitahan
邀請	inimbitahan
邀請	inanyayahan
邀請	paanyaya
邀請	imbitasyon
傳說	alamat
傳說	legend
傳說	legends
變化	pagbabago
變化	nagbabago
變化	nababago
舞台	arena
舞台	entablado
舞台	yugto
舞台	stage
實際	aktwal
實際	actual
食物	pagkain
延伸	pagpapalawak
延伸	pinahabang
延伸	pinahaba
延伸	karugtong
延伸	extended
延伸	pahabain
延伸	extend
延伸	extension
廠	planta
廠	halaman
廠	pabrika
廠	factory
推	push
意外	aksidente
羽	feather
前鋒	vanguard
前鋒	striker
收費	singil
收費	singil
收費	charge
收費	fee
收費	bayad
收費	bayad
巷	lane
巷	makipot
巷	alley
翔	xiang
翔	shang
翔	sho
圖書館	aklatan
圖書館	library
突破	paglabag
突破	breaking
人生	buhay
回應	pagtugon
回應	sumasagot
回應	tumutugon
通用	karaniwan
通用	karaniwang
修正	amendment
修正	amend
天文	astronomical
天文	astronomiya
原創	orihinal
地鐵	subway
地鐵	kalakhang
地鐵	metro
瓜	melon
瓜	milon
司法	katarungan
司法	hustisya
花園	hardin
花園	hardin
花園	gardens
玄	xuan
玄	hyun
實驗	eksperimento
實驗	eksperimento
實驗	ekonomiks
課程	kurso
課程	course
課程	kurikulum
估計	tinatantiyang
估計	tinatayang
估計	pagtantiya
估計	pagtantiya
估計	tantiya
估計	pagtatantya
箱	box
箱	kahon
規劃	pagplano
規劃	planning
規劃	pagpaplano
配置	configuration
配置	pagsasaayos
配置	isaayos
配置	maisaayos
後衛	defender
後衛	kalaban
國內	domestic
海南	hainan
柴	chai
個月	buwan
現場	pinangyarihan
現場	eksena
現場	tanawin
津	tsu
十字	krus
十字	cross
信仰	pananampalataya
信仰	paniniwala
信仰	paniniwala
反應	react
反應	reaksyon
反應	reaction
反應	reaksyon
賞	gantimpala
卒	pawn
文明	sibilisasyon
文明	kabihasnan
安徽	anhui
價值	halaga
本地	lokal
案件	case
案件	kaso
案件	kasong
銷售	nagtitinda
銷售	selling
銷售	pagbebenta
銷售	nagbebenta
銷售	pagbenta
銷售	benta
銷售	sale
銷售	ibinibenta
旅行	bumiyahe
旅行	travel
旅行	paglalakbay
旅行	naglalakbay
旅行	byahe
旅行	naglalakbay
旅行	trip
旅行	biyahe
小姐	tamaan
小姐	mis
小姐	miss
小姐	binibining
多個	multiple
多個	maramihang
靖	jing
波斯	persian
退休	pagreretiro
退休	retired
路易	louis
冬季	taglamig
冬季	winter
步槍	rifle
捷運	mrt
捷運	kalakhang
捷運	metro
棋	ahedres
棋	chess
棋	shogi
久	mahaba
久	matagal
久	haba
機器	makina
機器	machine
通道	channel
通道	daanan
墨	tinta
墨	ink
疾病	karamdaman
疾病	sakit
含有	naglalaman
逮捕	arrest
英里	milya
心理	sikolohikal
心理	sikolohiya
心理	mental
心理	kaisipan
氣旋	cyclone
氣旋	cyclones
生成	pagbuo
生成	bumuo
生成	makabuo
生成	nakabuo
生成	nabuo
生成	bumubuo
每個	kada
每個	tuwing
每個	bawat
每個	bawat
失敗	fail
失敗	mabibigo
失敗	mabigo
失敗	sawi
失敗	nabigo
失敗	palpak
失敗	pagkabigo
嘴	bunganga
嘴	bibig
數位	digital
馬來西亞	malaysia
協議	kasunduan
支流	tributaries
蕾	lei
蕾	ree
四月	april
四月	abril
蛋白	protina
蛋白	proteins
條件	conditional
條件	kondisyon
條件	kundisyon
條件	kalagayan
條件	kondisyon
條件	kundisyon
蘇格蘭	scotland
印尼	indonesian
下降	tanggihan
下降	drop
名單	listahang
名單	listahan
名單	listahan
隊長	captain
隊長	kapitan
隊長	kapitana
霸	bak
戲劇	drama
戲劇	sinehan
戲劇	theater
戲劇	teatro
戲劇	tanghalan
創建	gumawa
創建	lumikha
創建	paglikha
創建	paggawa
創建	creation
創建	gumagawa
創建	ginagawa
牙	ngipin
牙	ngipin
吃	kain
吃	kumakain
吃	kumain
首席	chief
首席	hepe
可靠	maaasahan
強烈	malakas
強烈	strong
芝加哥	chicago
女人	babae
滕	teng
華人	intsik
華人	tsino
華人	chinese
繼承	apostoliko
繼承	magmana
繼承	mana
資源	mapagkukunan
資源	resource
資源	mapagkukunan
資源	yaman
資源	kayamanan
平面	flat
平面	patag
平面	plane
平面	eroplano
重量	timbang
重量	bigat
依然	parin
化學	chemical
化學	kemikal
化學	kimika
化學	kimikang
乾	tuyo
乾	tuyong
蔣	chiang
房屋	bahay
房屋	bahay
共識	pinagkaisahan
基金會	pundasyong
基金會	foundation
基金會	pundasyon
基金會	pundasyon
老師	guro
老師	teacher
經紀	broker
五十	fifty
堅	caine
刻	inukit
合約	kontrata
平原	payak
平原	kapatagan
證明	katibayan
證明	patunay
領導	nangunguna
領導	pamumuno
蓮	lotus
蓮	lian
幸福	ligaya
幸福	saya
幸福	kaligayahan
幸福	masaya
靜	jing
弟弟	kuya
引入	ipinakikilala
引入	ipakilala
貝爾	bell
城堡	mangarap
城堡	kastilyo
奧運	olimpiko
奧運	olympic
奧運	olympics
歡迎	welcome
泰國	thailand
泰國	philippines
影像	larawan
影像	imahe
影像	imaging
凌	ling
凌	ram
壽	shou
吻	kisses
吻	halik
吻	kiss
火山	bulkan
廟	templo
阿拉伯	arabia
阿拉伯	arab
腳	talampakan
腳	paa
腳	paa
產業	industriya
產業	estate
生存	matira
棒	sarap
棒	magaling
裝置	device
裝置	aparato
現象	phenomena
現象	kababalaghan
基於	batay
女孩	girl
女孩	girls
年輕	bata
藤	baging
藤	ratan
早上	umaga
早上	morning
商品	produkto
商品	kalakal
商品	paninda
商品	produkto
商品	paninda
受傷	injured
受傷	nasugatan
評論	comment
評論	comments
主張	tagapagtanggol
狀況	status
狀況	katayuan
狀況	kalagayan
狀況	kondisyon
狀況	kundisyon
放棄	itapon
小組	panel
承認	paterno
承認	pagkilala
承認	recognition
年齡	edad
年齡	age
汀	cheng
廣泛	laganap
廣泛	malawak
嶺	ridge
更改	pagbabago
更改	nagbabago
更改	nababago
更改	palitan
更改	magbabago
更改	pagbabago
更改	baguhin
更改	change
序	prologue
派遣	adviser
泥	putik
泥	clay
葵	aoi
研究生	graduate
提及	pagbanggit
提及	mentions
提及	binabanggit
提及	pagbanggit
提及	mention
提及	binabanggit
提及	banggitin
訪問	puntahan
訪問	pagbisita
訪問	pagbisita
儘管	bagaman
儘管	although
拳	kamao
利益	interes
霞	dinastiyang
霞	kasumi
伊拉克	iraq
奧林匹克	olimpiko
奧林匹克	olympic
最低	pinakamababa
最低	pinakamababang
衛星	satellite
衛星	satellite
衛星	moons
純	purong
純	pure
純	dalisay
海上	dagat
正面	positive
正面	positibong
正面	positibo
愛情	nagmahal
愛情	love
愛情	nagmamahal
島嶼	isla
島嶼	pulo
島嶼	island
島嶼	kapuluang
粗	rough
粗	magaspang
生日	kaarawan
生日	kaarawan
蟹	alimango
蟹	talangka
蟹	alimasag
邨	estate
放送	pagsasahimpapawid
放送	broadcasting
理想	ideal
桃	peach
忽略	pansinin
忽略	ignore
忽略	balewalain
忽略	binalewala
忽略	binabalewala
農業	agrikultura
農業	pagsasaka
農業	agrikultura
活	mabuhay
活	mamuhay
活	live
舞蹈	sayaw
舞蹈	sayawan
舞蹈	sumayaw
舞蹈	nagsasayaw
舞蹈	sumasayaw
舞蹈	pagsasayaw
誠	makoto
丸	maru
衝突	clash
衝突	pagsalungat
衝突	salungat
湖泊	lawa
湖泊	lakes
確認	kumpirmado
確認	nakumpirma
確認	pagkumpirma
確認	kumpirmasyon
確認	kumpirmado
確認	kumpirmahin
簡	jane
調整	aayos
調整	adjustment
崖	cliffs
崖	bluff
崖	bangin
崖	cliff
犬	aso
犬	dog
犬	canine
編劇	manunulat
編劇	screenwriter
版權	copyright
勳	hoon
冷	malamig
冷	sipon
冷	lamig
粒子	particles
粒子	butil
婚姻	kasal
婚姻	pagpapakasal
婚姻	kasalan
最新	pinakabago
最新	pinakabagong
最新	pinakabago
最新	pinakahuling
最新	pinakahuli
最新	latest
成本	gastos
成本	halaga
成本	gastos
祿	loc
接收	makatanggap
接收	matanggap
接收	tumanggap
接收	pagtanggap
接收	reception
接收	pagtanggap
數字	personalidad
數字	bilang
常見	karaniwan
常見	karaniwang
愛爾蘭	intsik
愛爾蘭	irish
愛爾蘭	irlandes
愛爾蘭	ireland
第九	ikasiyam
冰川	glacier
冰川	glaciers
通知	pansinin
通知	paunawa
通知	notification
通知	abiso
鼓	tambol
鼓	drum
鼓	drum
鼓	drums
裝甲	armor
裝甲	pagsakay
裝甲	armored
惡	evil
惡	masama
惡	kasamaan
拉丁	latin
邵	shao
邵	shaw
政治家	pulitiko
政治家	pulitiko
上升	tumaas
上升	pagsikat
上升	sumisikat
上升	rising
丈夫	asawa
丈夫	lakay
布朗	brown
布朗	kayumanggi
重要性	kahalagahan
黃金	golden
黃金	ginintuang
黃金	ginto
黃金	gold
醫學	medisina
醫學	gamot
醫學	medikal
醫學	medical
到達	pagdating
到達	arrival
到達	dadating
到達	dumating
山口	yamaguchi
山口	col
紅色	pula
紅色	red
商人	negosyante
商人	businessman
商人	negosyante
成就	achievements
成就	nagawa
成就	accomplishment
成就	nakamit
成就	achievement
十月	oktubre
十月	oktubre
金屬	metal
金屬	metals
金屬	metallic
改編	adapted
改編	adaptations
安裝	installation
安裝	pagluklok
安裝	installed
安裝	install
安裝	nakaluklok
安裝	install
大街	avenue
大街	abenida
民進黨	dpp
糖	kendi
糖	candy
糖	asukal
糖	sugar
動作	aksiyon
動作	pagkilos
動作	aksyon
動作	moves
動作	gumagalaw
半島	tangway
分裂	hinati
分裂	nahahati
分裂	paghahati
分裂	split
分裂	hatiin
分裂	hatiin
代替	palitan
隊伍	team
收藏	koleksiyon
收藏	koleksyon
收藏	collections
能源	enerhiya
大多	pinaka
大多	karamihan
機動	pakana
暴力	marahas
暴力	karahasan
人們	tao
觀測	pinagmamasdan
觀測	observation
面對	nakaharap
實際上	actually
農	nong
暗	madilim
暗	maitim
暗	dilim
划	hilera
划	row
壁	dingding
壁	pader
知識	kaalaman
知識	knowledge
粉	pink
粉	rosas
粉	pulbos
預計	anticipated
預計	inaasahang
預計	inaasahan
預計	inasahan
顏色	kulay
顏色	kulay
顏色	kulay
補	supplement
補	madagdagan
譚	tam
譚	tan
控股	holdings
控股	hawak
團隊	team
碳	karbon
碳	carbon
分支	sanga
分支	sangay
分支	sangay
拆除	demolition
女神	diwata
女神	diyosa
女神	dyosa
律師	abogado
律師	abugado
律師	abogado
年份	taon
年份	taon
免費	libreng
免費	free
免費	libre
免費	malaya
物質	sangkap
物質	sangkap
大致	tinantiyang
自我	self
自我	sarili
自我	ego
家人	kapamilya
家人	pamilya
任期	term
任期	termino
任期	kataga
任期	tenure
永久	permanente
永久	permanent
永久	permanente
永久	permanenteng
分配	allocation
分配	pamamahagi
幻想	pantasya
幻想	fantasy
幻想	ilusyon
福州	fuzhou
購買	bilhin
購買	pagbili
購買	bumili
購買	bilhin
購買	bibilhin
購買	bumili
購買	binibili
購買	binili
購買	binibili
購買	bumibili
購買	pagbili
經驗	maranasan
經驗	karanasan
航空公司	airlines
航空公司	airline
物種	species
廉	lian
火星	martian
火星	marte
火星	mars
治療	therapy
治療	paggamot
戀	koi
在一起	sama
在一起	magkasama
波特	potter
國民黨	kuomintang
國民黨	kmt
玻璃	baso
玻璃	salamin
玻璃	pampalaki
學術	akademikong
學術	academia
三角	tatsulok
結合	pagsamahin
結合	pinagsama
結合	ipinagsama
斜	slant
推動	push
港口	daungan
港口	harbour
穩定	katatagan
穩定	stabilization
穩定	steady
穩定	matatag
穩定	stable
氣	gas
法官	hukom
法官	husgahan
法官	judges
古典	classical
古典	klasiko
古典	classic
古典	klasikong
古典	klasiko
喬治	george
市區	downtown
共和	republican
共和	republika
作曲家	songwriter
作曲家	composer
教宗	papa
角度	anggulo
角度	angulo
角度	angles
地址	tirahan
地址	address
身分	pagkakakilanlan
身分	pagkakilanlan
身分	katauhan
碼	code
碼	kodigo
碼	bakuran
碼	yard
顏	yan
慕尼黑	munich
感染	impeksiyon
感染	infected
感染	nahawaang
感染	impeksiyon
感染	infection
薄	manipis
薄	ginhawa
薄	payat
保障	garantiya
安娜	anna
原則	prinsipyo
原則	doktrina
原則	doctrine
原則	prinsipyo
收集	pangongolekta
收集	koleksiyon
收集	koleksyon
收集	kolektahin
收集	tinipon
簡單	simple
簡單	simpleng
簡單	madali
簡單	madaling
簡單	easy
男人	kalalakihan
男人	lalaking
男人	lalaki
男人	man
規則	alituntunin
規則	rules
規則	tuntunin
潔	jie
化合物	compounds
八月	august
八月	agosto
八月	aug
法庭	tribunal
法庭	courts
貴	gui
貴	mahal
貴	magastos
貴	mamahaling
榮譽	karangalan
榮譽	advertise
聞	amoy
四個	apat
出售	ibenta
出售	magbenta
出售	nagbebenta
出售	sale
出售	ibinibenta
民間	katutubong
民間	folk
想要	gustong
想要	gusto
想要	want
想要	nais
防止	iwas
防止	pigilan
防止	iniiwasan
防止	maiwasan
防止	iwasan
淳	hunyo
淳	jun
妹妹	sister
妹妹	ate
三月	marso
表達	pagpapahayag
表達	expression
無線	wireless
芒	mans
吸收	absorption
吸收	buyo
吸收	absorb
奧地利	austria
誰	sino
成人	adult
成人	matanda
整合	integrated
整合	integration
整合	pagpapatatag
跑	takbo
跑	run
跑	tumakbo
供應	supplies
供應	suplay
供應	suplay
供應	supply
泛	pan
岸	shore
岸	baybayin
祖父	lolo
江南	gangnam
哥哥	kuya
終於	wakas
龜	pagong
龜	tortoise
結	buhol
二月	february
二月	pebrero
醫生	doktor
醫生	doctor
教師	guro
教師	teacher
教師	teachers
阿里	ali
涉嫌	hinihinalang
涉嫌	pinaghihinalaang
總理	premier
伯爵	count
親王	prinsipe
親王	prince
特徵	tampok
特徵	katangian
特徵	katangian
特徵	tampok
特徵	itampok
特徵	katangian
航天	spaceflight
航天	aerospace
進一步	karagdagang
台中	taichung
穿	suot
穿	nagsusuot
穿	magsuot
傷	injured
傷	nasugatan
政黨	partido
政黨	party
政黨	pagdiriwang
政黨	pagtitipon
相對	relatibong
入口	pasukan
一半	kalahati
一半	kalahating
一半	half
七月	hulyo
同上	ditto
路口	kanto
危機	sakuna
危機	krisis
指示	instruksiyon
指示	instruksyon
指示	pagtuturo
指示	tagubilin
指示	tagubilin
東南	southeast
東南	southeastern
揚	jan
軍團	legion
憲法	constitution
天然	likas
天然	natural
打破	break
打破	paglabag
打破	breaking
駕駛	driver
駕駛	drayber
駕駛	magmaneho
駕駛	drive
駕駛	nagmamaneho
駕駛	pagmamaneho
恐龍	dinosaur
恐龍	dinosaurs
特性	katangian
特性	katangian
名人	celebrity
名人	celebrities
氧化	oxidation
氧化	oxide
腹	puson
移除	alisin
戰車	chariot
笑	smile
笑	ngiti
笑	tawa
笑	tumawa
總督	governor
總督	gobernador
通訊	komunikasyon
通訊	newsletter
通訊	komunikasyon
商店	shop
商店	tindahan
商店	mamili
商店	tindahan
商店	store
延長	pinahabang
延長	pinahaba
延長	karugtong
延長	extended
延長	extension
延長	pahabain
延長	extend
裝備	kagamitan
裝備	gear
裝備	kasuotan
司馬	sima
顧問	consultant
顧問	adviser
顧問	tagapayo
焦	jiao
醫療	medikal
醫療	medical
古老	ancient
古老	sinaunang
細胞	cell
細胞	cells
患者	pasyente
勤	sipag
勤	masipag
劇情	drama
劇情	balangkas
站台	platform
站台	plataporma
斌	bin
依據	basehan
抗議	protesta
急	urgent
急	rush
男主角	artista
男主角	actor
男主角	aktor
中間	gitnang
中間	gitna
中間	intermediate
文獻	panitikan
文獻	panitikang
理查	richard
蜥	butiki
蜥	butiking
多數	pinaka
多數	karamihan
多數	majority
多數	karamihan
多數	nakararami
暫停	suspension
暫停	pause
原型	tularan
原型	prototype
百萬	milyon
百萬	milyon
百萬	millions
聲音	tunog
聲音	boses
測量	pagsukat
測量	sukatin
測量	masukat
買	bilhin
買	bibilhin
買	bumili
買	binibili
買	bumibili
買	pagbili
近代	makabagong
近代	modern
近代	modernong
近代	makabago
噸	tonne
噸	tons
噸	ton
論文	sanaysay
論文	dissertation
論文	papel
論文	thesis
論文	papeles
論文	papers
直播	broadcast
直播	pagsasahimpapawid
直播	mabuhay
直播	mamuhay
直播	live
福特	ford
游泳	lumangoy
游泳	lumalangoy
游泳	swimming
九月	setyembre
九月	sept
反映	ipakita
反映	reflecting
常常	madalas
常常	madalas
常常	kadalasan
創造	paglikha
創造	paggawa
創造	creation
波音	boeing
同步	synchronous
經典	classic
經典	klasikong
經典	klasiko
教學	pagtuturo
教學	instruksiyon
教學	instruksyon
教學	pagtuturo
教學	tagubilin
權力	kapangyarihan
權力	power
權力	kapangyarihan
六月	june
六月	hunyo
公眾	publiko
公眾	pampubliko
工廠	planta
工廠	halaman
工廠	pabrika
工廠	factory
書院	college
書院	kolehiyo
澳大利亞	australia
澳大利亞	australya
暫時	pansamantala
領袖	lider
軟	malambot
政權	regime
標誌	logo
標誌	palatandaan
邁	mai
電話	phone
電話	telepono
電話	tumawag
電話	tawagan
電話	tawag
電話	telephone
電話	telepono
晶	jing
那麼	then
那麼	pagkatapos
堆	tumpok
堆	pagtira
堆	buntong
堆	heap
蘋果	apple
蘋果	mansanas
蘋果	mansanas
巴基斯坦	pakistan
戰鬥機	fighters
市長	alkalde
市長	mayor
肉	karne
臺中市	taichung
規模	scale
超越	lampas
超越	beyond
超越	kabila
大師	master
抵達	pagdating
抵達	arrival
抵達	makakarating
抵達	dadating
抵達	dumating
會員	miyembro
本科	undergraduate
漢字	kanji
抵抗	paglaban
抵抗	pagtutol
任天堂	nintendo
迷	fandom
公車	bus
公車	bus
附加	karagdagang
附加	append
春秋	spring
春秋	tagsibol
丹麥	denmark
丹麥	danish
毒	kamandag
毒	lason
哥倫比亞	colombia
沿海	baybay
沿海	baybayin
岡	oka
月刊	monthly
月刊	buwanang
公式	formula
公式	formulas
公式	formulae
註冊	nakarehistro
註冊	register
大衛	david
定居	settlement
定居	naayos
違反	paglabag
違反	paglabag
非法	illegal
非法	iligal
非法	ilegal
積極	active
積極	aktibong
積極	aktibo
積極	positive
積極	positibong
積極	positibo
性質	kalikasan
性質	nature
允	yoon
弱	kahinaan
弱	mahina
沿岸	baybayin
衍生	deribatibo
天體	bagay
天體	object
天體	bagay
歌唱	sing
歌唱	kumanta
歌唱	kumakanta
歌唱	kantahan
歌唱	pagkanta
當局	kinauukulan
合唱	chorus
合唱	choral
行走	naglalakad
行走	lumalakad
登陸	landing
回答	sagutin
回答	sagot
強調	stress
強調	diin
強調	diin
指令	instruksiyon
指令	instruksyon
指令	pagtuturo
指令	tagubilin
指令	tagubilin
封面	cover
封面	pabalat
封面	takpan
封面	sumasakop
封面	sinasakop
准	quasi
數學	matematikal
數學	matematika
數學	math
指控	paratang
指控	paratang
人才	talents
人才	talent
人才	talento
專家	espesyalista
專家	eksperto
專家	dalubhasa
專家	expert
專家	eksperto
玩	dula
玩	play
玩	makipaglaro
玩	maglaro
玩	paglalaro
玩	naglalaro
相互	kapwa
埠	daungan
攝影	cinematography
攝影	photography
權利	karapatan
權利	rights
幫	gang
商場	mall
武裝	hukbong
武裝	armadong
武裝	sandatahang
性格	personalidad
性格	pagkatao
成長	lumalaki
成長	lumalaking
成長	paglago
成長	paglaki
成長	lumago
成長	paglaki
成長	paramihin
最小	bunso
最小	pinakamababa
最小	pinakamaliit
最小	minimum
最小	pinakamababang
坤	kun
坤	gon
星期六	sabado
星期六	saturday
星期六	sat
工作室	studios
工作室	studio
朝日	asahi
印刷	print
印刷	printing
印刷	nakalimbag
電力	elektrisidad
電力	kuryente
電力	power
電力	kapangyarihan
起源	pinanggalingan
起源	origin
起源	pinagmulan
起源	genesis
情報	katalinuhan
情報	intel
十二月	december
十二月	disyembre
十二月	dis
鈴木	suzuki
南昌	nanchang
賣	ibenta
賣	magbenta
賣	nagbebenta
賣	nabenta
賣	nabili
賣	nagtitinda
賣	selling
賣	pagbebenta
賣	nagbebenta
體重	timbang
體重	bigat
救援	pagsagip
救援	pagligtas
救援	rescue
虹	hong
大多數	pinaka
大多數	karamihan
已知	kilala
磅	kampong
磅	lbs
磅	libra
磅	pound
磅	pounds
高原	highland
高原	plateau
青少年	kabataan
青少年	teen
青少年	tinedyer
青少年	teenager
青少年	nagbibinata
流浪	libot
流浪	gala
流浪	nakakalat
授權	pinahintulutan
授權	pahintulot
策略	tactics
策略	taktika
策略	taktika
鷹	agila
鷹	lawin
鷹	hawk
鷹	eagles
最好	makakaya
最好	pinakamagandang
最好	pinakamaganda
最好	best
探測	pagsisiyasat
探測	detection
探測	pagtuklas
鋼	bakal
鋼	steel
鋼	asero
蓬	pont
開幕	pagbubukas
開幕	binubuksan
開幕	opening
籃球	basketbol
籃球	basketball
文庫	bunko
領土	teritoryal
領土	teritoryo
替代	palitan
替代	pagpapalit
替代	pamalit
替代	kapalit
替代	kapalit
青山	aoyama
華盛頓	washington
型號	models
型號	modelo
型號	model
天空	sky
天空	kalangitan
天空	himpapawid
天空	sora
天空	skies
手機	phone
手機	telepono
燃料	gasolina
青春	kabataan
投手	pitsel
黑暗	madilim
黑暗	maitim
黑暗	dilim
黑暗	kadiliman
競爭	makipagkumpetensya
競爭	pagalingan
競爭	competitive
競爭	paligsahan
競爭	kompetisyon
運行	takbo
運行	pagtakbo
運行	tumatakbo
運行	takbo
運行	run
運行	tumakbo
拼音	pinyin
內閣	gabinete
內閣	cabinet
尋找	naghahanap
智利	chile
繁	shigeru
證實	pagkumpirma
證實	kumpirmasyon
證實	kumpirmado
證實	kumpirmahin
壓力	presyon
壓力	stress
豆	beans
豆	munggo
形容	describe
形容	ilarawan
鄰	kapitbahay
校園	campus
校園	campuses
平衡	balanseng
平衡	balanse
平衡	balanse
動力	pagganyak
動力	motibasyon
動力	power
動力	kapangyarihan
候選人	candidates
候選人	kandidato
候選人	candidate
值得	karapatdapat
值得	worthy
學園	gakuen
跳	tumalon
密度	intensity
密度	density
成果	outcome
成果	kinalabasan
成果	resulta
對應	kaukulang
標題	header
標題	titulo
標題	pamagat
標題	title
標題	caption
標題	paliwanag
標題	pamagat
標題	headings
偏	bias
巴赫	bach
想法	ideya
想法	thoughts
想法	saloobin
一生	habambuhay
一生	lifetime
戀愛	koi
戀愛	nagmahal
戀愛	love
戀愛	nagmamahal
戀愛	pinagsamahan
戀愛	kaugnayan
戀愛	relasyon
亞歷山大	alexandria
亞歷山大	alejandro
亞歷山大	alexander
傳播	diffusion
傳播	nagkakalat
傳播	spread
傳播	kumalat
傳播	pagkalat
維多利亞	victoria
等級	antas
等級	level
等級	hierarchy
等級	grade
等級	grades
等級	grado
英尺	talampakan
英尺	paa
英尺	paa
興趣	interes
興趣	interesado
興趣	interes
興趣	patubo
允許	pinahintulutan
允許	pinayagan
允許	pinapayagang
允許	pinapayagan
允許	pinahihintulutang
允許	pahintulutan
允許	payagan
允許	pahintulot
允許	permiso
理念	konsepto
理念	pilosopiya
理念	konsepto
靠近	malapit
桃園	taoyuan
鼻	ilong
怪	weird
怪	kakaiba
怪	kaiba
對抗	gulo
差異	pagkakaiba
差異	pagkakaiba
路易斯	louis
員工	daigdig
員工	empleyado
格林	berdeng
格林	green
格林	berde
綠色	berdeng
綠色	green
綠色	berde
單元	modules
單元	module
單元	units
單元	yunit
單元	yunit
單元	unit
英吋	pulgada
英吋	pulgada
拓	takuya
神秘	misteryo
神秘	misteryosong
神秘	mahiwaga
槽	slot
槽	slot
尊重	respect
尊重	respeto
尊重	paggalang
溫度	temperatura
溫度	temp
基督	cristo
基督	christ
基督	kristo
琉球	kilusang
琉球	okinawa
砲	cannon
星光	starlight
阿富汗	afghanistan
頒獎	parangal
頒獎	awards
真實	real
真實	totoo
真實	true
援助	aid
援助	lunas
援助	tulong
意識	kamalayan
意識	ulirat
穆斯林	muslim
每週	lingguhan
每週	lingguhang
苗	miao
主流	mainstream
觀點	perspectives
中國國民黨	kuomintang
色彩	kulay
色彩	kulay
色彩	kulay
加強	paglakas
加強	patatagin
加強	lumalakas
加強	palakasin
加強	patibayin
加強	pagandahin
加強	enhancement
加強	pinaganda
加強	enhanced
威脅	banta
威脅	banta
襲擊	umaatake
襲擊	attack
襲擊	atake
撤退	retiro
撤退	retreat
冒險	mapangahas
冒險	pakikipagsapalaran
冒險	adventure
冒險	adventures
辦公室	tanggapan
辦公室	katungkulan
辦公室	opisina
公告	pagpapahayag
公告	proclamation
山東	shandong
立法院	tagapagbatas
儀式	seremonya
儀式	rite
儀式	ritwal
成熟	kapanahunan
成熟	hinog
成熟	mature
容量	kapasidad
容量	makayanan
容量	kakayahan
證據	katibayan
證據	patunay
證據	ebidensya
證據	katibayan
廢除	repealed
廢除	abolition
馬克	mark
發明	imbento
發明	kumatha
發明	imbento
公社	commune
公社	communes
旭	asahi
傳奇	alamat
傳奇	legend
傳奇	maalamat
傳奇	legendary
傳奇	legends
苦	bitter
苦	mapait
苦	kadugtong
平民	sibilyan
市政	munisipyo
岩石	bato
岩石	bato
岩石	rock
觀察	masdan
觀察	pagmasdan
觀察	observation
碟	disc
碟	disk
更好	better
原文	orihinal
好友	kaibigan
好友	magkaibigan
好友	kaibigan
好友	makipagkaibigan
殖民	kolonyal
序列	sequence
支付	pay
支付	bayaran
支付	magbayad
支付	pagbabayad
支付	kabayaran
支付	bayad
支付	pagbabayad
被捕	arrest
被捕	naaresto
被捕	arestado
被捕	inaresto
道德	moral
道德	moral
道德	moralidad
分割	paghahati
分割	split
分割	hatiin
史密斯	smith
福利	benepisyo
福利	welfare
福利	kagalingan
指導	guidance
豹	pao
豹	leopardo
豹	panther
大同	pax
查理	charlie
慈善	kawanggawa
慈善	charity
星期日	linggo
星期日	sunday
網球	tennis
建築物	gusali
河口	bayou
古巴	cuba
姊妹	sis
姊妹	sisters
姊妹	sister
姊妹	ate
哲學	pilosopiya
方程	equation
地形	topograpiya
地形	topographic
裴	bae
裴	pei
藍色	blue
藍色	bughaw
藍色	asul
維修	repair
維修	pagsasaayos
維修	pagpapanatili
維修	maintenance
詳細	detalyadong
詳細	detalye
兔	bare
兔	kuneho
兔	rabbit
經由	via
書店	bookstore
書店	bookstore
接觸	ugnayan
接觸	contact
很好	ganda
很好	sarap
很好	nice
懷疑	pagdududa
懷疑	duda
懷疑	doubt
懷疑	alinlangan
懷疑	hinala
量子	kabuuan
掌握	mastering
流量	daloy
推薦	iminumungkahing
推薦	nagmungkahi
推薦	iminungkahi
推薦	iminungkahing
推薦	iminumungkahi
推薦	irekomenda
推薦	inirerekomenda
推薦	inirekomenda
吉他	guitar
吉他	gitara
淺	mababaw
矛盾	kasalungat
矛盾	paradox
矛盾	kontradiksiyon
激烈	lupit
激烈	matindi
激烈	matinding
方程式	formula
方程式	equation
課	lesson
課	aral
膜	balamban
演化	evolve
演化	evolution
演化	ebolusyon
演化	ebolusyonaryong
演化	umuusbong
雙打	doubles
鏈	kadena
鏈	chains
鏈	kadena
鏈	chain
神社	shrine
磁	magnetic
磁	magnetismo
迷你	mini
迷你	munti
迷你	persa
殷	yin
美麗	ganda
美麗	maganda
鄰近	katabi
鄰近	malapit
鄰近	kalapit
十一月	nobyembre
十一月	november
十一月	nobyembre
射擊	shooting
射擊	pagbaril
射擊	pamamaril
滑	slide
滑	madulas
滑	slip
融合	integration
融合	fusion
姓名	pangalan
姓名	pong
原理	prinsipyo
原理	doktrina
原理	doctrine
條例	regulasyon
條例	regulasyon
主管	supervisor
補充	supplement
補充	madagdagan
補充	supplemental
責任	pananagutan
責任	pananagutan
責任	responsibilidad
得分	score
得分	iskor
大眾	volkswagen
逸	yat
彗星	kometa
彗星	buntala
敵人	kaaway
箭	arrow
箭	arrow
受歡迎	popular
受歡迎	sikat
櫻	sakura
警報	alerto
警報	alert
