century	gadsimts
entierro	bēres
entierro	apbedīšanas
entierro	aprakt
trayecto	braucienā
trayecto	brauciens
trayecto	ceļojums
interesado	ieinteresēts
interesado	interesē
interesado	interesenti
interesado	ieinteresēti
interesado	ieinteresēta
claves	taustiņi
claves	atslēgas
claves	galvenais
claves	atslēga
claves	taustiņš
fragata	fregate
narrador	stāstnieks
unir	pievienojies
unir	pievienoties
unir	pievienojos
unir	apvienoties
hermann	hermanis
mayormente	pārsvarā
mayormente	galvenokārt
mayormente	lielākoties
remo	airēšanas
remo	remo
computadoras	datoriem
computadoras	datorus
computadoras	datori
computadoras	datoram
computadoras	datoru
computadoras	dators
sacrificio	upuris
intenciones	nolūki
intenciones	nodomi
intenciones	nodoms
intenciones	nolūks
intenciones	nodoma
intenciones	nodomu
promesa	solīt
promesa	apsolu
promesa	solījums
promesa	ķīlu
promesa	ķīla
ejecutados	izpildīts
todd	tods
consultar	apspriesties
consultar	vaicājumu
cilindros	balons
cilindros	cilindra
cilindros	cilindrs
cilindros	baloni
cilindros	cilindri
belgrado	belgrada
raro	reti
raro	retas
raro	savādi
raro	dīvaini
raro	dīvaina
baterías	baterija
baterías	baterijas
baterías	akumulators
baterías	baterijas
baterías	akumulatori
abuso	ļaunprātīgas
receptores	saņēmēji
receptores	saņēmējiem
receptores	uztvērēji
estrategias	stratēģijas
intersección	krustojumā
intersección	krustošanās
intersección	krustojas
aumentando	pieaug
aumentando	palielinās
aumentando	palielināšana
aumentando	palielinot
conquistar	iekarot
conquistar	iekarojot
almas	dvēseles
superficies	virsmām
superficies	virsmas
fila	rinda
fila	rindā
natalia	nataša
natalia	natālija
natalia	natālija
toque	pieskarties
deseos	novēl
deseos	vēlmes
deseos	vēlas
deseos	vēlmju
deseos	vēlmes
deseos	vēlmēm
brujas	raganas
brujas	briges
continentales	kontinentālā
continentales	kontinentālās
match	atbilstība
match	atbilst
match	sakritība
match	mača
match	sakrīt
transmite	pārsūta
incorporado	incorporated
fiables	ticami
fiables	uzticams
fiables	uzticami
fiables	uzticama
fiables	uzticamus
enfermo	slims
enfermo	slima
enfermo	slims
enfermo	slimi
polar	polar
avanzado	paplašināti
avanzado	progresējošu
llamas	liesma
llamas	liesmu
llamas	liesmas
llamas	liesmas
ortografía	pareizrakstības
away	prom
caro	karo
caro	dārga
caro	dārgi
caro	dārgas
caro	dārgs
esgrima	žogiem
equipamiento	iekārtas
equipamiento	inventārs
equipamiento	aprīkojums
equipamiento	iekārta
equipamiento	inventārs
óptica	optiskā
óptica	optiskie
óptica	optiskais
óptica	optisko
óptica	optikas
óptica	optika
ingredientes	sastāvdaļām
ingredientes	sastāvdaļas
párrafo	rindkopa
párrafo	rindkopas
pizarro	pisarro
reconocen	atpazīt
mago	burvis
sustituir	aizstājējs
sustituir	nomainīt
sustituir	aizvietot
sustituir	aizstāt
eliminados	svītrots
eliminados	svītroti
eliminados	izņemti
eliminados	izņemts
eliminados	noņemts
extraña	svešinieks
extraña	savādi
extraña	dīvaini
extraña	dīvaina
suicidio	pašnāvības
suicidio	pašnāvība
suicidio	pašnāvību
wolfgang	volfgangs
enormes	milzīgi
enormes	milzīgas
enormes	milzīga
enormes	milzīgs
enormes	milzīga
amarillas	dzeltens
amarillas	dzeltena
amarillas	dzeltenas
amarillas	dzeltenais
asiento	sēdekļa
asiento	sēdeklis
presos	ieslodzītie
presos	ieslodzīto
presos	ieslodzītie
liderado	led
liderado	vadīja
slam	slam
computación	aprēķins
computación	aprēķināšana
computación	skaitļošanas
citada	minēts
alerta	brīdinājums
levantar	pacelt
levantar	lifts
naturalista	naturalist
rodea	apņem
hawái	havaju
wide	plašs
wide	plaša
amenazada	draudēja
amenazada	apdraudēti
amenazada	apdraudēts
amenazada	apdraudēta
superado	pārsniegta
superado	pārsniegti
superado	pārsniegts
superado	pārsniedzis
submarinos	zemūdeņu
submarinos	zemūdenes
submarinos	zemūdenes
submarinos	zemūdens
susan	žuža
turca	turk
turca	turku
turca	turcijas
bailarina	balerīna
bailarina	dejotāja
bailarina	dejotāju
preparado	pagatavošana
preparado	preparāts
preparado	sagatavošana
preparado	gatavošanās
preparado	sagatavošanās
preparado	sagatavota
preparado	sagatavots
preparado	sagatavoti
expresó	izteikts
borja	bordža
nido	ligzda
nido	nest
reemplazar	nomainot
reemplazar	nomainīt
reemplazar	aizvietot
reemplazar	aizstāt
aprendió	iemācījies
fibra	šķiedra
fibra	šķiedras
fibra	šķiedrvielu
fibra	šķiedru
fibra	šķiedra
fibra	fiber
colaboraciones	partnerība
colaboraciones	partnerības
colaboraciones	partnerattiecības
defendió	aizstāvēja
secuencias	sekvences
secuencias	sekvence
secuencias	secība
donación	ziedojuma
donación	ziedojums
donación	ziedojumi
donación	ziedojumu
donación	ziedot
donación	ziedo
acontecimiento	notikums
acompaña	pavada
acompaña	pavada
entregar	piegādāt
entregar	nogādāt
entregar	aizvadīta
olga	olga
cohete	raķešu
cohete	raķete
vancouver	vankūveras
horizonte	horizonta
extraordinario	ārkārtas
folclore	folklora
prevenir	novērš
prevenir	novērstu
prevenir	nepieļaut
prevenir	novērst
boliviano	bolīvijas
romántica	romantiski
designar	izvirzīt
derrotados	pieveica
compartido	dalīta
compartido	kopīga
compartido	koplietošanas
compartido	kopīgs
compartido	kopīgas
fan	ventilatora
fan	fans
fan	fanu
fan	ventilators
malas	slikts
malas	slikta
malas	slikti
afirmación	paziņojums
sombras	ēnas
sombras	ēnas
sombras	ēnu
sombras	ēna
sombras	toņos
violeta	purpura
violeta	lillā
violeta	violeta
itunes	itunes
poblada	apdzīvota
ácidos	skābēm
ácidos	skābes
ácidos	skābi
ácidos	skābe
ácidos	skābes
nicholas	nikolajs
nicholas	nikolass
rondas	kārtas
rondas	kārtās
osvaldo	osvaldo
guayana	gviānas
inspirada	iedvesmoja
retirar	atsauc
retirar	izstāties
ejes	asis
ejes	šahtas
ejes	vārpstas
ejes	asis
ejes	ass
ejes	ass
ejes	virziens
ejes	asi
militantes	aktīvistus
militantes	aktīvistiem
militantes	aktīvisti
oculta	noslēpt
oculta	slēptas
oculta	slēpta
oculta	slēptās
oculta	noslēpt
oculta	paslēpt
oculta	slēpt
alejandra	aleksandra
helicóptero	helikopters
helicóptero	helikopteru
helicóptero	helikopteri
aplicada	piemēro
aplicada	piemērotās
sindicatos	arodbiedrības
testimonios	atsauksmēm
testimonios	liecības
testimonios	liecībās
testimonios	liecības
testimonios	liecība
keith	kīts
determina	nosaka
determina	nosaka
determina	noteikt
incidentes	starpgadījums
incidentes	incidentu
incidentes	incidents
incidentes	negadījums
incidentes	atgadījums
incidentes	starpgadījumiem
incidentes	incidentiem
incidentes	incidenti
clinton	klintons
irlandesa	īrijas
irlandesa	īru
puntas	uzgaļi
puntas	padomi
puntas	ieteikumi
infantes	zīdaiņi
infantes	zīdaiņiem
infantes	karaspēks
constantino	konstantīns
constantino	konstantīns
denominaciones	nominālvērtības
reflexión	pārdomas
pietro	pietro
afición	hobijs
again	atkal
again	vēlreiz
remodelación	renovācijas
júpiter	jupiters
justin	džastins
jessica	džesika
transferido	nodots
transferido	nodoto
transferido	nodoti
transferido	nodota
tanzania	tanzānijas
zapata	zapata
antofagasta	antofagasta
orbital	orbītas
musulmana	musulmaņi
musulmana	musulmaņu
musulmana	musulmaņi
musulmana	musulmaņiem
kings	karaļi
raf	raf
querer	vēlme
querer	gribu
querer	gribam
querer	gribi
querer	grib
oregón	oregona
ref	ref
haití	haiti
haití	haiti
pour	lej
pour	ielej
asistentes	pavadoņiem
asistentes	piedalīšanās
asistentes	dalība
asistentes	apmeklējums
asistentes	dalībnieki
asistentes	palīgi
asistentes	asistenti
rachel	reičela
novena	devītajā
novena	devītais
novena	devītā
ciclos	cikli
ciclos	cikls
confluencia	satekas
identifica	identificē
identifica	identificēt
identifica	identificē
cuero	ādas
cuero	āda
superando	pārvarot
superando	pārvarēšana
superando	pārvarēt
corredores	koridoru
corredores	koridori
corredores	brokeri
corredores	stīgas
tranvía	tramvaju
tranvía	tramvajs
tranvía	ratiņiem
tranvía	ratiņi
tranvía	tramvaji
tranvía	streetcar
tranvía	tramvaju
tranvía	tramvaja
tranvía	tramvajs
terminales	termināla
terminales	termināli
terminales	termināļa
terminales	termināļi
terminales	termināli
desfile	parādi
desfile	parāde
levantó	atcelts
masivo	masveida
masivo	milzīga
barras	stieņi
dublín	dublinā
dublín	dublin
dublín	dublinas
celebraciones	svinības
celebraciones	svinības
celebraciones	svētki
hispania	hispania
galerías	alejas
galerías	galerijas
artificiales	mākslīgā
artificiales	mākslīgais
artificiales	mākslīgs
artificiales	mākslīga
clásicas	klasika
clásicas	klasikas
patente	patents
patente	patenti
nacionalistas	nacionālisti
nacionalistas	nacionālistu
biografías	biographies
biografías	bios
biografías	biogrāfijā
office	birojs
office	biroja
office	biroju
prix	prix
institutos	institūti
institutos	institūtiem
chelsea	chelsea
concedido	piešķirts
concedido	piekāpās
marx	markss
plural	daudzskaitlī
nudos	mezgliem
nudos	mezgls
nudos	mezglu
biológica	bioloģisko
biológica	bioloģiskā
biológica	bioloģiskais
biológica	bioloģiski
khan	khan
anarquistas	anarhistu
knight	zirdziņš
billetes	biļetes
billetes	banknote
billetes	banknotes
coreano	korejas
organizados	organizēti
organizados	organizēta
organizados	organizēts
organizados	organizētas
organizados	organizētā
organizados	organizēti
organizados	organizēto
organizados	organizēta
organizados	organizēts
atacado	uzbruka
secret	secret
secret	slepeni
secret	slepens
secret	noslēpums
privilegios	privilēģiju
privilegios	privilēģija
privilegios	tiesības
privilegios	privilēģijas
empatados	piesaistīta
empatados	piesaistīti
empatados	piesaistīts
castaño	kastaņu
balada	balāde
disfrutar	baudīt
mixtas	jaukti
mixtas	jauktie
mixtas	jaukts
mixtas	sajaukts
mixtas	jaukta
finaliza	noslēdzas
finaliza	galus
finaliza	beidzas
perfecta	perfekta
perfecta	ideāli
perfecta	perfekti
perfecta	ideāla
perfecta	perfekts
guanajuato	gvanahvato
átomos	atomi
evidencias	pierādījumi
evidencias	pierādījums
suite	numuriņā
detectar	konstatēt
incendios	ugunsgrēki
ronald	ronalds
sujetos	temati
sujetos	subjekti
sujetos	tēmas
sujetos	priekšmeti
revolucionarios	revolucionārā
revolucionarios	revolucionāriem
costos	izmaksas
láser	lāzers
láser	lāzera
láser	lāzeri
marsella	marseļas
marsella	marseļas
danzas	dejas
adoptar	adoptēt
islámico	islāma
kiss	buča
kiss	skūpsts
conducir	brauc
conducir	disks
conducir	braukt
conducir	vadīt
conducir	braukšanas
conducir	braukšana
conducir	vadīšana
néstor	nestor
pirámide	piramīdas
pirámide	piramīda
ecuatorial	ekvatoriālās
inscripciones	uzraksti
inscripciones	reģistrēšana
inscripciones	reģistrēšanās
inscripciones	reģistrācija
materna	mātes
eficiente	efektīvi
eficiente	efektīva
eficiente	efektīvs
agregado	pievienoti
agregado	pievienots
agregado	pievienota
agregado	atašejs
agregado	apkopotā
algodón	kokvilna
sultán	sultāns
saavedra	saavedra
inundaciones	plūdi
inundaciones	plūdi
inundaciones	plūdu
inundaciones	plūdi
hopkins	hopkinss
portland	portland
coronación	coronation
adolf	ādolfs
inspector	inspektors
inspector	inspektora
calibre	kalibrs
grey	pelēkā
grey	pelēks
grey	pelēkas
grey	pelēkais
grey	pelēkās
terrible	briesmīgi
terrible	šausmīgi
terrible	drausmīgi
terrible	briesmīga
terrible	briesmīgi
terrible	šausmīgi
terrible	briesmīgs
serbio	serbu
serbio	serbijas
serbio	serbija
serbio	serbijā
serbio	serbu
serbio	serbijas
action	rīcība
ejecutiva	izpildvaras
ejecutiva	izpildu
checoslovaquia	čehoslovākijas
triste	bēdīgs
triste	skumji
triste	vad
edita	labot
edita	rediģēt
edita	edits
templado	mērenā
nieves	sniega
nieves	sniegs
nieves	sniegu
nieves	nevisa
arica	arika
maracaibo	marakaibo
mártir	moceklis
frecuencias	frekvences
frecuencias	biežums
frecuencias	biežuma
frecuencias	frekvence
luchando	cīnās
luchando	cīņa
luchando	cīnās
cometido	apņēmusies
germánico	ģermāņu
talk	runāt
analizar	analizēt
analizar	jāanalizē
analizar	analizēt
analizar	analizē
cantos	dziedāt
cantos	dziedam
cantos	dzied
cantos	dziesmas
emplear	nodarbināt
emplear	nodarbina
emplear	nodarbina
benjamín	bendžamins
querido	mīļie
querido	dārgā
querido	mīļā
view	skats
view	apskatīt
plomo	svins
plomo	svina
plomo	svinu
ciudadana	pilsoņa
ciudadana	pilsonis
bruja	raganu
bruja	ragana
sudán	sudāna
sudán	sudānas
horror	šausmas
eficacia	efektivitāte
eficacia	efektivitāte
eficacia	efektivitāte
roberts	roberts
creciendo	aug
creciendo	audzēšanas
creciendo	audzēšana
traductor	tulkotājs
traductor	translators
monroe	monro
ufc	ufc
supervisión	pārraudzība
supervisión	monitorings
supervisión	uzraudzība
supervisión	novērošana
supervisión	pārraudzība
supervisión	uzraudzība
supervisión	pārraudzība
estudiosos	zinātnieki
rumano	rumāņu
rumano	rumānijas
tag	tag
tag	tags
tonos	toņa
tonos	toni
tonos	tonis
tonos	toņos
tonos	toņi
ecología	ekoloģiju
merece	pelnījuši
merece	pienākas
merece	pienākas
automático	auto
automático	automātiska
automático	automātiskā
automático	automātiski
automático	automātiskais
automático	automātisks
atracciones	ekskursiju
desaparece	pazūd
desaparece	izzūd
desaparece	pazūd
desaparece	izzust
desaparece	pazust
parlamentario	parlamentārā
martí	marti
renunciar	iziet
renunciar	atkāpjas
renunciar	atteikties
budismo	budisms
budismo	budistu
misisipi	misisipi
interesantes	interesanti
interesantes	interesants
interesantes	interesantas
interesantes	interesanta
activistas	aktīvistus
activistas	aktīvistiem
activistas	aktīvisti
anton	antons
tigres	tīģeris
tigres	tīģeri
tigres	tīģeri
camerún	kamerūnas
atentados	uzbrukumiem
atentados	uzbrukumi
atentados	uzbrukumos
atentados	bombardēšanas
olimpia	olimpijas
milicias	kaujinieku
oído	sadzirdēt
oído	dzirdēts
oído	dzirdēju
oído	ausī
oído	auss
oído	dzirde
supuesta	apgalvots
supuesta	apgalvoja
adaptado	pielāgots
adaptado	pielāgotā
resurrección	augšāmcēlies
pensando	domāšana
pensando	domāt
ratón	pele
ratón	peles
bolonia	boloņas
tubos	caurules
tubos	cauruļvadi
tubos	caurules
matanza	slaktiņš
matanza	nonāvēšana
matanza	nogalināšana
matanza	nonāvēšanas
matanza	nogalināšanas
grove	audžu
costado	pusē
costado	side
kids	bērni
sensibilidad	jutīgums
sensibilidad	jutība
automovilismo	motorsport
culpable	vainu
culpable	vainīgs
culpable	vainīgi
culpable	vainīga
culpable	vainīgais
dibujante	karikatūrists
aguilera	agilera
sosa	soda
financiación	finansējums
financiación	finansēšana
financiación	finansējums
financiación	finansējumu
financiación	finansēšana
financiación	finansējums
financiación	finanses
financiación	finanšu
protestantes	protestanti
protestantes	protestantu
protestantes	protestētājiem
determinación	apņēmība
determinación	noteikšana
estela	stella
adopción	pieņemšana
adopción	adopcija
cercanía	tuvuma
hit	hit
compite	konkurē
compite	konkurē
compite	konkurēt
compite	sacenšas
act	akts
act	act
act	rīkoties
elche	elche
citar	citāts
citar	citējot
citar	minēt
antón	antons
tabaco	smēķēšana
tabaco	tabaku
tabaco	tabaka
tabaco	cigaretes
pájaros	putni
pájaros	putniem
saliendo	iepazīšanās
saliendo	iziešanas
saliendo	atstājot
santana	santana
autónomo	autonoms
autónomo	autonomā
autónomo	autonomais
autónomo	autonoma
autónomo	autonomi
quieres	gribu
quieres	gribam
quieres	gribi
quieres	grib
jerarquía	hierarhija
jerarquía	hierarhijas
turno	kārta
turno	maiņa
turno	maiņu
infraestructuras	infrastruktūra
infraestructuras	infrastruktūras
infraestructuras	infrastruktūras
limón	citronu
húmedos	mitra
húmedos	mitrs
húmedos	mitra
húmedos	mitrā
traducir	tulkojot
traducir	tulkošana
traducir	tulko
traducir	iztulkot
traducir	pārtulkot
traducir	tulkot
lanka	lanka
race	sacensības
race	rase
race	skrējiens
race	sacīkstes
temor	baiļu
temor	bailes
temor	bailēs
temor	bailes
recoger	vāc
recoger	savākt
recoger	vākt
recoger	savāc
aislamiento	izolācija
aislamiento	izolācijas
aislamiento	izolācija
aislamiento	izolācijas
aislamiento	izolēšana
cooperativa	kooperatīvā
cooperativa	kooperatīvs
corporal	ķermeņa
corporal	ķermenis
hook	āķis
hook	āķi
hook	āķa
valentín	valentīns
valentín	valentīna
lentamente	lēnām
lentamente	lēni
clube	clube
conmebol	conmebol
lana	vilnas
lana	vilna
lana	lana
damas	dāmas
damas	dāmām
damas	dambreti
intervino	iejaucās
cabina	kabīne
cabina	kabīnes
cabina	būts
cabina	kabīne
cabina	salona
preciso	precīzi
preciso	precīzs
agraria	lauksaimniecības
vocación	aicina
vocación	zvanot
teléfonos	tālruņi
teléfonos	telefoni
teléfonos	tālruņi
teléfonos	telefoni
teléfonos	telefons
teléfonos	tālrunis
teléfonos	telefons
teléfonos	tālrunis
otan	nato
