نيبال	nepalu
الصنوبر	sosna
الصنوبر	pine
الصنوبر	sosny
توت	jagody
توت	tut
بيني	grosz
بيني	penny
بيني	cent
مولود	urodzony
مولود	urodzona
مولود	urodzone
العاصفة	burza
العاصفة	storm
العاصفة	sztorm
الكهنة	kapłani
الكهنة	księży
الكهنة	księża
ميزات	cechy
ميزات	funkcje
ميزات	właściwości
مربعة	plac
مربعة	kwadrat
مربعة	kwadratowy
مربعة	square
مربعة	kwadratowe
العمالة	zatrudnienie
العمالة	zatrudnienia
التمثال	figura
التمثال	pomnik
التمثال	posąg
المواشي	inwentarz
فارغة	puste
فارغة	pusta
فارغة	pusto
فارغة	pusty
فارغة	puste
فارغة	pusta
فارغة	pusty
الرجم	ukamienowanie
خطية	napisane
خطية	pisemne
خطية	napisano
خطية	zapisane
خطية	liniowe
السموم	trucizny
السموم	toksyny
السموم	toksyn
انجلترا	anglia
انجلترا	anglii
انجلترا	england
وود	drewno
وود	wood
وود	drewna
الحزام	pasek
الحزام	pas
سعيدة	zadowolona
سعيدة	szczęśliwi
سعيدة	wszystkiego
سعيدة	szczęśliwa
سعيدة	szczęśliwy
سعيدة	zadowolony
القفز	skok
القفز	skacze
القفز	skoki
السلاحف	żółwie
التحرر	emancypacji
التحرر	wyzwolenia
التحرر	wyzwolenie
يحتفظ	zachowuje
القوارب	łodzi
القوارب	łódki
القوارب	łodzie
الخنزير	świnia
الخنزير	świnka
تدقيق	sprawdzamy
تدقيق	sprawdzam
تدقيق	sprawdzanie
تدقيق	sprawdzenie
الانسان	ludzkie
الانسان	ludzka
الانسان	ludzki
الانسان	człowiek
الانسان	human
الانسان	człowieka
رونالد	ronald
المعرفية	poznawcze
كوين	quinna
كوين	quinn
لوكاس	lucasa
لوكاس	lucas
لوكاس	łukasz
لوكاس	lukas
ستين	sixty
ستين	sześćdziesiąt
تحديدا	konkretnie
تحديدا	specjalnie
قاعات	korytarze
قاعات	sale
التقاط	połów
التقاط	złap
التقاط	złapać
التقاط	łap
التقاط	schwytać
التقاط	uchwycić
القماش	tkanina
القماش	tkaniny
القماش	tkanina
القماش	tkaniny
فكرية	intelektualnej
جرير	greer
الحيتان	wieloryby
بقعة	plama
بقعة	plamy
بقعة	plam
بقعة	miejsce
بقعة	spot
الرقبة	kark
الرقبة	szyja
الرقبة	szyi
المزرعة	farma
المزرعة	farmie
المزرعة	gospodarstwa
المزرعة	gospodarstwo
الطماطم	pomidor
الطماطم	pomidory
الطماطم	pomidorów
الطماطم	pomidory
اطلاق	uruchomienie
اطلاق	start
اطلاق	uruchomienie
اطلاق	startu
سانتوس	santos
تنظيف	chemiczna
تنظيف	sprzątanie
تنظيف	czyszczenie
تنظيف	oczyszczanie
تنظيف	porządki
هرقل	herkulesa
هرقل	herkules
ستانلي	stanley
ستانلي	stanleya
التشريعات	prawodawstwo
التشريعات	prawodawstwa
التشريعات	ustawodawstwo
سمة	temat
سمة	motywu
سمة	motyw
سمة	funkcja
سمة	cecha
بارما	parma
محفوظة	zastrzeżony
محفوظة	zarezerwowany
محفوظة	zastrzeżone
محفوظة	zarezerwowane
يونكس	unix
الملايين	miliony
الملايين	milionów
مطبوع	drukowane
مطبوع	wydrukowane
مستقيم	prosto
جبريل	gabriel
جبريل	gabriela
جداول	stoły
جداول	tabele
جداول	strumienie
جداول	strumieni
المتزايد	rosnące
المتزايد	rośnie
المتزايد	rosnący
المتزايد	uprawa
المتزايد	uprawy
مفاعل	reaktor
مفاعل	reaktora
الذئب	wolf
الذئب	wilka
الذئب	wilk
الفخار	ceramiki
سحاب	suwak
سحاب	chmury
سحاب	chmura
سحاب	chmury
سحاب	cloud
حافلة	autobusem
حافلة	autobus
الرفع	podnoszenie
الرفع	podnoszenia
مبتدئ	początkujący
مشعل	beacon
مشعل	latarnia
مشعل	ognisko
مشعل	ognisku
محليا	miejscowo
محليا	lokalnie
محليا	miejscowa
محليا	lokalny
محليا	lokalna
محليا	lokalne
محليا	miejscowy
محليا	lokalnych
مكسيكي	meksykanie
مكسيكي	meksykańskie
مكسيكي	meksykański
مكسيكي	meksykańska
تشو	chu
تشو	cho
اليوتيوب	youtube
السلمية	pokojowe
السلمية	pokojowych
السلمية	spokojne
السلمية	spokojna
الجراثيم	bakterie
الجراثيم	zarazków
مصور	fotografa
مصور	fotograf
مصور	fotografem
الكونية	kosmiczne
الكونية	kosmiczna
الكونية	kosmiczny
باسكال	pascal
فرنسيس	franciszka
فرنسيس	francis
فرنسيس	franciszek
العيوب	skazy
العيوب	wady
العيوب	niedoskonałości
العيوب	usterki
العيوب	wad
العيوب	wady
رونالدو	ronaldo
لورد	panie
مغطاة	objętych
مغطاة	kryty
مغطاة	pokryta
مغطاة	pokryte
بيلا	bello
بيلا	bella
نزلت	pobrać
نزلت	pobrane
نزلت	pobrano
نزلت	pobrana
نزلت	pobierane
ملبورن	melbourne
صيغ	wzory
صيغ	formuły
بستان	grove
بستان	sadzie
بستان	orchard
بستان	sad
معاناة	cierpienia
معاناة	cierpienie
العبارات	zwrotów
العبارات	wyrażenia
العبارات	zwroty
العبارات	promy
البلوغ	dojrzewanie
ثور	thora
ثور	thor
اكتسب	pozyskane
اكتسب	zdobyte
اكتسب	nabyte
القلوب	serduszka
القلوب	hearts
القلوب	serc
القلوب	serca
فورا	natychmiast
يكمل	uzupełnia
يكمل	uzupełnienia
قلادة	naszyjnik
سماع	słuch
سماع	rozprawa
سماع	słuchu
سماع	przesłuchanie
تحطم	katastrofa
تحطم	zderzak
تحطم	crash
الدمار	zniszczenia
الدمار	zniszczenie
الدمار	niszczenie
العنصري	rasistowskie
العنصري	rasizm
كرات	jaja
كرات	piłki
كرات	kulki
ريكاردو	ricardo
الفوج	pułk
الفوج	pułku
لادن	ladena
لادن	obciążona
لادن	obciążony
النرويجية	norweskie
النرويجية	norweskiego
النرويجية	norweski
الملاحظة	uwaga
الملاحظة	notatka
الملاحظة	obserwacji
الملاحظة	obserwację
الملاحظة	obserwacja
الملاحظة	obserwacje
النسبي	względne
النسبي	krewni
النسبي	krewny
النسبي	względna
خلط	mieszania
خلط	mieszanie
اواخر	późna
اواخر	późny
اواخر	późno
الرياضيين	sportowcy
الرياضيين	sportowców
صافي	net
صافي	sieć
صافي	siatka
صافي	netto
كبر	zoom
اللهم	bóg
اللهم	boże
النية	intencją
النية	intencje
النية	zamiar
النية	zamiarów
النية	zamiar
النية	zamiary
النية	intencje
الرهبان	mnichów
الرهبان	mnisi
صداقة	przyjaźni
صداقة	znajomość
صداقة	przyjaźń
برميل	beczka
برميل	lufy
وقائع	fakty
وقائع	chronicle
سياسيا	politycznie
زمالة	stypendium
زمالة	wspólnota
ودية	przyjacielski
ودية	przyjazny
ودية	przyjazna
ودية	przyjazne
ودية	friendly
ثقيلة	heavy
ثقيلة	ciężkie
ثقيلة	ciężki
ثقيلة	ciężka
الحقن	zastrzyki
الحقن	wstrzyknięcia
الحقن	wstrzykiwań
الحقن	wstrzykiwań
الحقن	wstrzyknięcia
الحقن	wstrzyknięcie
الحقن	zastrzyk
زوايا	rogi
زوايا	rogach
زوايا	kąty
وفاء	wierności
وفاء	wierność
وفاء	spełnienie
وفاء	spełnienia
وفاء	lojalności
وفاء	wierność
وفاء	lojalność
وفاء	spełnienie
وفاء	wypełnienie
وفاء	spełnienia
شارة	odznaka
شارة	odznakę
الرحمة	mercy
الرحمة	miłosierdzie
الرحمة	litości
الرحمة	łaski
مونت	mont
مونت	monte
خوارزمية	algorytm
خوارزمية	algorytmu
المطارات	lotniska
التكاثر	hodowlane
التكاثر	hodowla
التكاثر	hodowli
التكاثر	hodowlanych
التكاثر	reprodukcji
زارة	zaara
جيف	jeff
المظهر	wygląd
المظهر	wystąpienie
هندوراس	honduras
ظواهر	zjawiska
ظواهر	fenomen
ظواهر	zjawisk
ظواهر	zjawisko
السلاسل	łańcuchów
السلاسل	łańcuchy
مطاعم	restauracje
المختلطة	zmieszane
المختلطة	mieszane
المختلطة	mieszana
المختلطة	mieszany
المختلطة	mieszanej
المختلطة	hybryda
المختلطة	hybrydy
المختلطة	hybrydowy
الظلم	niesprawiedliwości
الظلم	niesprawiedliwość
الجثة	zwłoki
الكهوف	jaskiń
الكهوف	jaskini
الكهوف	jaskinie
عناية	opieki
عناية	opieka
صغر	małych
صغر	mały
صغر	małe
صغر	niewielkie
صغر	mała
صغر	male
صغر	zminimalizować
صغر	zminimalizowania
شاشات	ekrany
شاشات	monitory
عضوة	członka
عضوة	członkowskie
عضوة	członkiem
عضوة	członek
التفاح	jabłka
راح	will
راح	willa
راح	będzie
اخترع	wymyślone
اخترع	wymyślił
اخترع	wynalazł
اخترع	wymyślić
عطاء	czułe
عطاء	przetargu
عطاء	przetarg
الخمسين	pięćdziesiątą
الاحتكاك	tarcia
عظمة	kość
عظمة	kości
المعدية	zakaźnych
المعدية	zakaźne
المعدية	zakaźne
غراند	wielka
غراند	grand
لاتينية	łacińskiej
لاتينية	latina
الممتلكات	własności
الممتلكات	nieruchomości
الممتلكات	właściwość
الممتلكات	własność
الممتلكات	nieruchomość
الممتلكات	właściwości
اتجاهات	trendy
اتجاهات	tendencje
اتجاهات	tendencji
الغاية	celu
الغاية	cel
الغاية	przeznaczenie
باع	sprzedane
باع	sprzedano
باع	sprzedany
باع	sprzedana
الرعد	grom
الرعد	piorun
الرعد	grzmot
روميو	romeo
رسومات	rysunki
رسومات	szkice
رسومات	grafiki
رسومات	grafika
مصباح	lampka
مصباح	lampy
مصباح	lampa
مايا	maj
مايا	maya
مايا	maja
الانقسام	podziel
الانقسام	podzielić
الانقسام	dziel
التغطية	pokrycia
التغطية	pokrycie
عقيد	pułkowniku
عقيد	pułkownik
التراجع	odwrót
الزينة	dekoracje
الزينة	ozdoby
الكلوي	nerek
الكلوي	nerki
السقف	sufitu
السقف	suficie
السقف	sufit
السقف	pułap
السقف	dach
السقف	dachu
فراغ	pustki
فراغ	pustka
فراغ	pustkę
فراغ	pustkę
فراغ	pustki
فراغ	pustka
فراغ	odkurzacz
فراغ	próżni
الطاولة	tabeli
الطاولة	tabela
الطاولة	stół
الطاولة	stolik
الطاولة	tablica
بلاط	płytek
بلاط	płytka
بلاط	płytki
بلاط	płytek
بلاط	klocki
بلاط	płytki
متزوجة	zamężna
متزوجة	żonaty
المرات	razy
المرات	times
المرات	czasy
تولد	urodzony
تولد	urodzona
تولد	urodzone
تولد	rasy
تولد	rasa
تولد	generuje
تولد	generowanie
تولد	wygenerować
تولد	generować
تمرير	przechodząc
تمرير	mijania
تمرير	zwój
تمرير	podanie
تمرير	pass
تمرير	przepustka
تمرير	przełęcz
تمرير	podaj
عجلة	koło
عجلة	koła
المثلية	homoseksualizm
الطحالب	alg
فاي	faye
فاي	nimf
مطلقة	rozwód
مطلقة	rozwiedziony
مطلقة	absolutna
مطلقة	bezwzględna
مطلقة	absolutny
مطلقة	bezwzględne
كروية	sferyczne
ديربي	derby
رون	rona
رون	ron
جيوفاني	giovanni
الكهرومغناطيسية	elektromagnetyczne
يشترط	zobowiązuje
يشترط	wymaga
المدمرة	niszczyciel
الحائط	ściany
الحائط	ściana
الحائط	mur
الحائط	mury
الحائط	ścianie
الحائط	tablica
الهدنة	rozejm
الهدنة	rozejm
البيئات	środowisk
كاترين	katrine
الكتل	bloków
الكتل	klocki
الكتل	bloki
زميل	koleżanka
زميل	kolega
معلقة	oczekiwanie
نورمان	norman
نورمان	normana
رقيق	szczupła
رقيق	cienkie
رقيق	cienka
رقيق	chudy
رقيق	cienki
فعلت	zrobione
الشيشان	czeczenii
الشيشان	czeczeński
يفهم	rozumieć
يفهم	rozumie
المناخية	klimatyczne
المناخية	klimatycznych
غسل	mycie
غسل	umyć
غسل	pranie
غسل	mycie
دمر	zniszczona
دمر	zniszczone
دمر	zniszczony
دمر	zniszczyć
الاسكتلندي	szkocka
الاسكتلندي	szkocki
القادمين	przylotów
تنفذ	wykonuje
ميزان	łuski
ميزان	wagi
ميزان	skale
العشاء	kolacja
العشاء	kolację
العشاء	obiad
التذكاري	memorial
التذكاري	pomnik
اهداف	cele
اهداف	bramki
اهداف	cele
اهداف	celów
اهداف	bramek
اهداف	docelowe
اهداف	cele
الضارة	szkodliwego
الضارة	szkodliwy
الضارة	szkodliwych
الضارة	szkodliwe
التميز	doskonałości
التميز	doskonałość
الليبرالي	liberalne
امر	dowództwo
امر	polecenie
امر	komenda
امر	polecenia
امر	porządek
امر	zamówienie
امر	kolejność
تعقد	złożoność
تعقد	złożoności
تصريف	absolutorium
تصريف	sprzężone
تصريف	drenaż
متحدة	zjednoczone
متحدة	united
متحدة	zjednoczona
متحدة	zjednoczeni
متحدة	zjednoczonych
تحكيم	arbitrażu
المقترح	wniosek
المقترح	propozycje
المقترح	propozycja
المقترح	propozycję
المقترح	oświadczyny
المقترح	proponowane
المقترح	proponowana
المقترح	proponowany
مورغان	morgana
مورغان	morgan
غوستاف	gustav
تشرشل	churchill
ابطال	bohaterami
ابطال	bohaterów
ابطال	bohaterowie
ابطال	mistrzowie
ابطال	mistrzów
مهنية	zawodowe
مهنية	zawodowych
مهنية	profesjonalne
مهنية	profesjonalna
مهنية	profesjonalny
مهنية	profesjonalnie
معسكرات	obozy
معسكرات	obozach
نيكاراغوا	nikaragui
العقدة	węzeł
العقدة	węzła
العقدة	węzeł
عطلة	święto
عطلة	urlop
عطلة	wakacji
المحامين	prawnicy
المحامين	prawników
المحامين	adwokatów
المحامين	adwokaci
ديانة	religie
ديانة	religii
ديانة	wyznanie
ديانة	religia
الحمى	gorączka
فاعل	aktora
فاعل	aktor
نفق	tunele
نفق	tunelu
نفق	tunel
كارولين	caroline
كارولين	karolina
لوكهيد	lockheed
الديون	długi
الديون	długi
الديون	długu
الديون	dług
الديون	zadłużenie
مظاهرة	wykazanie
مظاهرة	demonstracja
مظاهرة	demonstracje
مظاهرة	demonstracji
طالبان	talibów
مانهاتن	manhattanie
مانهاتن	manhattanu
مانهاتن	manhattan
حار	gorąco
حار	hot
حار	gorące
حار	gorąca
حار	gorący
رين	rin
الولد	boy
الولد	chłopak
الولد	chłopiec
التين	fig
التين	figi
الراية	banner
وولف	wolf
وولف	wilka
وولف	wilk
تحفة	antyk
تحفة	antyki
تحفة	arcydzieło
عقاقير	prochy
عقاقير	narkotyki
عقاقير	leki
الصعوبات	trudności
الصعوبات	trudność
الصعوبات	trudności
توافر	dostępność
توافر	dostępności
خضر	zieleń
خضر	zielony
خضر	zielono
خضر	zielona
خضر	zielone
عقاب	kara
عقاب	kary
الراعي	shepherd
الراعي	pasterzem
الراعي	pasterz
الراعي	sponsorem
الراعي	sponsor
الراعي	sponsora
قياسات	pomiary
قياسات	pomiarów
نزيف	krwawienie
نزيف	krwotok
نزيف	krwawienia
نمساوي	austrii
نمساوي	austriackie
مسطح	mieszkanie
معقد	skomplikowany
معقد	skomplikowana
معقد	skomplikowane
تحية	powitanie
تحية	pozdrawiam
تحية	pozdrowienia
اطار	ramy
اطار	rama
اطار	klatka
اطار	ramka
اطار	ramy
المشاهدين	widzowie
المشاهدين	widzów
خامس	piątej
خامس	piąte
خامس	piąta
خامس	piąty
الوجوه	twarze
تبريد	chłodzenie
تبريد	chłodzenia
تبريد	chłodzenie
تبريد	chłodzenia
اعلى	wyżej
اعلى	wyższe
اعلى	wyższy
اعلى	wyższa
مليارات	miliardów
مليارات	miliardy
عدو	wróg
عدو	wrogowie
عدو	wroga
عدو	wróg
باير	bayer
باير	baer
الجوع	głód
الجوع	głodu
خريج	absolwent
موثوق	wiarygodne
موثوق	niezawodne
موثوق	rzetelne
موثوق	wiarygodny
موثوق	niezawodny
القياسات	pomiary
القياسات	pomiarów
القياسات	wielkości
القياسات	rozmiary
امتياز	przywileje
امتياز	przywilej
امتياز	franczyzy
امتياز	koncesji
رشاد	rashad
تحد	wyzwanie
تحد	challenge
تحد	wyzwania
الملونة	kolorowe
الملونة	kolorowa
الملونة	kolorowo
الانتماء	przynależność
الانتماء	należących
مكي	mckay
المحاولة	usiłowanie
المحاولة	próba
قادمة	przyjdzie
البلاستيك	tworzyw
البلاستيك	plastikowe
البلاستيك	plastiku
البلاستيك	plastik
سيباستيان	sebastian
سيباستيان	sebastiana
قمم	szczytów
قمم	szczyty
قمم	szczytów
قمم	peaks
قمم	szczyty
المحبة	kochać
المحبة	kochająca
المحبة	kochający
بازل	basil
مصارعة	wrestling
مصارعة	zapasy
تشكيلات	formacje
تشكيلات	konfiguracji
متميز	odrębny
متميز	odrębne
متميز	odróżnić
متميز	wybitny
المزارعين	rolników
المزارعين	farmerzy
المزارعين	rolnicy
تماثيل	figurki
تماثيل	posągi
الرصد	monitoring
الرصد	monitorowanie
بطلة	bohaterka
بطلة	heroina
لوي	louie
لوسي	lucy
المشاركات	akcje
المشاركات	udostępnienia
المشاركات	udziały
عملاقة	gigant
عملاقة	olbrzymie
عملاقة	olbrzymi
عملاقة	olbrzym
كامب	obozy
كامب	obozu
كامب	camp
كامب	obóz
البطلة	bohaterka
البطلة	heroina
شرعي	legalnie
شرعي	legalny
شرعي	legalna
شرعي	legalne
سنتيمتر	centymetry
سنتيمتر	centymetrów
سنتيمتر	centymetr
سنتيمتر	centymetr
الهندوسية	hinduizm
الغد	jutro
القاري	continental
القاري	kontynentalne
ريم	obręczy
يغلب	bije
يغلب	bity
ختم	znaczek
ختم	pieczęć
ختم	pieczęć
المراهقة	nastolatki
المراهقة	nastolatków
المراهقة	dojrzewania
المراهقة	dojrzewanie
يضيف	doda
يضيف	dodaje
للسياحة	turystyka
للسياحة	turystyki
النقص	niedobór
النقص	niedoskonałości
ذكي	sprytne
ذكي	sprytnie
ذكي	sprytny
ذكي	inteligentna
ذكي	inteligentny
ذكي	inteligentne
ذكي	mądry
ذكي	mądrze
ذكي	mądra
ذكي	inteligentne
ذكي	smart
شهري	miesięcznie
شهري	miesięczne
شهري	miesięczny
الدبلجة	dubbing
زحل	saturn
موحد	zjednoczone
موحد	jednolitego
موحد	zjednoczona
موحد	jednolite
موحد	jednolita
موحد	uniform
موحد	jednolity
موحد	mundur
بانكوك	bangkoku
شهرية	miesięcznie
شهرية	miesięczne
شهرية	miesięczny
مولر	müller
مولر	mueller
مولر	muller
مرشد	przewodniku
مرشد	poradnik
مرشد	przewodnikiem
مرشد	przewodnika
مرشد	przewodnik
الوثائقية	dokumentalne
الوحش	bestia
الوحش	bestii
الوحش	bestie
الوحش	potwór
الوحش	monster
الوحش	potwory
كورت	kurt
كورت	kurta
المهبل	pochwy
المهبل	pochwa
عمالة	zatrudnienie
عمالة	zatrudnienia
جونيور	junior
تلال	wzgórza
تلال	hills
الجن	dżin
الافتتاح	otwieranie
الافتتاح	otwarcie
الافتتاح	otwarcia
الافتتاح	otwierające
ضحية	ofiarą
ضحية	ofiary
ضحية	ofiara
سلبي	negatywne
سلبي	negatywny
الشرط	wymóg
الشرط	wymaganie
الشرط	warunek
الشرط	stan
بنوك	banks
بنوك	banki
بنوك	bankami
بنوك	banków
مرئية	widoczna
مرئية	widoczny
مرئية	widoczne
يتفاعل	reaguje
راتب	pensja
راتب	zarobki
راتب	wynagrodzenie
راتب	wynagrodzenia
اختلافات	diff
اختلافات	różnica
اختلافات	różnice
اختلافات	warianty
باليرمو	palermo
هانوفر	hanover
الصخرة	skała
الصخرة	kamień
الصخرة	skały
الصخرة	rock
اولاد	boys
اولاد	chłopcy
اولاد	chłopaki
الغزل	przędzenia
الغزل	flirt
الغزل	flirtuje
الغزل	przędzy
الغزل	przędza
برنارد	bernard
كاري	curry
جينات	genów
جينات	geny
الماركسية	marksistowsko
اعتقاد	wiara
اعتقاد	wierzenia
لفت	rzepa
جوناثان	jonathan
عربات	pojazdy
عربات	rydwany
اعلن	ogłosić
اعلن	oświadczam
اعلن	ogłosił
اعلن	ogłoszone
اعلن	ogłosili
اعلن	ogłoszono
اعلن	ogłosiła
المتوفي	zmarłego
المتوفي	zmarły
المتوفي	zmarli
المتوفي	zmarła
ملونة	kolorowe
ملونة	kolorowy
ملونة	kolorowych
ملونة	kolorowe
ملونة	kolorowa
ملونة	kolorowo
صخرة	skała
صخرة	kamień
صخرة	skały
صخرة	rock
ابناء	synowie
ابناء	synów
المرصد	obserwatorium
تين	tin
تين	puszka
تصاميم	wzory
تصاميم	projekty
محاصيل	upraw
محاصيل	uprawy
صبغة	barwnik
صبغة	odcień
صبغة	pigmentu
دلهي	delhi
شارون	sharon
جنسي	sexy
جنسي	seksualna
جنسي	seksualny
جنسي	seksualne
جنسي	seksualnie
التوفيق	sukces
التوفيق	sukcesu
التوفيق	sukcesów
التوفيق	sukcesy
التوفيق	powodzenie
التجزئة	detalicznej
التجزئة	detaliczne
مرج	łąki
مرج	meadow
الحزن	żal
الحزن	smutek
الحزن	smutku
الحزن	smutek
الحزن	smutkiem
الحزن	smutku
الحزن	smutek
تلاميذ	uczniowie
تلاميذ	źrenice
تلاميذ	uczniów
الرسل	posłańcy
الرسل	posłańców
الرسل	posłańcy
الرسل	posłańców
مختبرات	laboratoria
مختبرات	laboratoria
مختبرات	laboratoriów
كمبوديا	kambodży
بورتلاند	portland
الوجبات	posiłki
الوجبات	posiłków
ممارسات	praktyk
ممارسات	praktyki
خريجي	absolwentów
راو	rao
مراسم	ceremonia
مراسم	ceremonii
مراسم	uroczystości
مراسم	uroczystość
شيدت	zbudowany
شيدت	skonstruowane
شيدت	zbudowane
ناميبيا	mołdawia
ناميبيا	namibii
القاموس	słownik
القاموس	słownika
مرضية	satysfakcjonujące
مرضية	zadowalające
كيبيك	quebec
منتديات	forum
مختلطة	zmieszane
مختلطة	mieszane
مختلطة	mieszana
مختلطة	mieszany
مختلطة	mieszanej
فم	mouth
فم	usta
فم	gęba
توتنهام	tottenham
توتنهام	ostrogi
مجهود	wysiłek
مجهود	nakład
مجهود	wysiłki
مجهود	wysiłku
التشابه	podobieństwo
التشابه	podobieństwo
التشابه	podobieństwa
التضخم	inflacji
التضخم	inflacja
فرانكو	franco
اضطهاد	prześladowania
اضطهاد	prześladowań
اضطهاد	prześladowanie
اضطهاد	ucisku
المساهمات	składki
المساهمات	składek
المساهمات	wkłady
ترينيداد	trynidad
تجريبية	eksperymentalne
النظائر	izotopy
جاز	jazz
جاز	jazzu
اعتراض	sprzeciw
المطالب	wnioskodawca
المطالب	powoda
المطالب	żądania
المطالب	żądań
فتى	boy
فتى	chłopak
فتى	chłopiec
التشفير	szyfrowania
التشفير	kryptografii
البروتستانت	protestanci
المرشد	przewodniku
المرشد	poradnik
المرشد	przewodnikiem
المرشد	przewodnika
المرشد	przewodnik
فرانز	franz
كلي	jedz
كلي	jeść
المكاتب	biura
المكاتب	urzędy
المكاتب	biur
رولز	rolkach
رولز	bułki
رولز	bułeczki
رولز	rolls
رولز	rolki
امتلاك	posiadanie
امتلاك	posiadania
خيارات	opcje
الحاسبات	komputery
الحاسبات	komputerów
ده	jego
الجيب	kieszeni
الجيب	kieszenie
الجيب	kieszeń
الجيب	jeep
الجيب	jeepa
طفرة	mutacje
طفرة	mutacji
طفرة	mutacja
الكؤوس	filiżanki
الكؤوس	kubki
مخترع	wynalazca
قارب	łodzi
قارب	łódka
قارب	łódź
جرح	ranna
جرح	ranny
جرح	zraniony
جرح	ranni
جرح	ran
جرح	rany
جرح	rana
الفوسفات	fosforan
للاستثمار	inwestycje
للاستثمار	inwestycji
للاستثمار	inwestycja
للاستثمار	inwestycyjne
للاستثمار	inwestowanie
سونيك	sonic
سونيك	dźwiękowy
النشطة	aktywne
النشطة	aktywna
النشطة	aktywni
النشطة	aktywny
النشطة	czynne
توما	toma
العاب	mecze
العاب	gier
العاب	gry
العاب	zabawki
العاب	zabawek
سيبيريا	syberyjski
سيبيريا	syberii
الاقتراح	wniosek
الاقتراح	propozycje
الاقتراح	propozycja
الاقتراح	propozycję
الاقتراح	oświadczyny
الاقتراح	propozycje
الاقتراح	sugestie
الاقتراح	propozycja
الاقتراح	sugestia
السوربون	sorbonie
التكيف	dostosowanie
التكيف	dostosowania
التكيف	regulacja
التكيف	dostosowanie
التكيف	dostosowania
التكيف	przystosowanie
ينفذ	wykonuje
سيلفا	silva
الفطرية	wrodzone
فينيكس	feniks
فينيكس	phoenix
كيت	kasia
كيت	kate
الخرسانة	betonu
الخرسانة	konkretne
الخرسانة	beton
الخرسانة	konkretny
قاطع	rozstrzygające
ناقصة	niepełne
ناقصة	niekompletne
باطن	podeszwy
موقعة	podpisany
موقعة	podpisano
موقعة	podpisana
موقعة	podpisane
تنبيه	alarm
تنبيه	budzik
تنبيه	alarm
تنبيه	czujny
تنبيه	wpis
ثري	bogata
ثري	bogate
ثري	rich
ثري	bogaty
رينو	reno
رينو	renault
قلق	lęki
قلق	niepokoju
قلق	niepokój
قلق	lęk
الدبلوماسي	dyplomata
الدبلوماسي	dyplomatycznych
الدبلوماسي	dyplomatyczne
الدبلوماسي	dyplomatyczny
الدبلوماسي	dyplomatycznej
فضيحة	afera
فضيحة	skandal
موتورز	motors
موتورز	silniki
فهرنهايت	fahrenheita
مطابقة	pasujące
مطابقة	dopasowanie
مطابقة	mecz
مطابقة	dopasowanie
المعسكر	obozy
المعسكر	obozu
المعسكر	camp
المعسكر	obóz
السل	gruźlica
السل	gruźlicę
السل	gruźlicy
اقليم	województwo
اقليم	prowincji
اقليم	prowincja
اقليم	region
اقليم	regionie
اقليم	regiony
اقليم	regionu
اقليم	terytoria
اقليم	terytorium
المصاحبة	synchronizacja
الحلويات	słodycze
الحلويات	słodko
الحلويات	słodyczy
الحلويات	cukierki
الحلويات	desery
مقهى	kawiarni
مقهى	cafe
مقهى	kawiarnia
مقهى	kawiarni
مقهى	kawiarnia
مقهى	café
سراي	galatasaray
المختلط	zmieszane
المختلط	mieszane
المختلط	mieszana
المختلط	mieszany
المختلط	mieszanej
المتهم	oskarżony
المتهم	oskarżonych
المتهم	oskarżeni
المتهم	oskarżona
المتهم	oskarżony
المتهم	oskarżona
المتهم	pozwany
خيوط	nitki
خيوط	wątki
خيوط	nici
حامية	garrison
حامية	obrońca
حامية	obrońcą
الربح	profit
الربح	zysku
الربح	zysk
الربح	zyski
ابتكار	innowacyjność
ابتكار	innowacja
ابتكار	innowacje
ابتكار	innowacji
عيادة	klinika
عيادة	kliniki
عيادة	klinice
الديدان	robaki
دموية	krwawe
دموية	krwawy
دموية	krwawa
باكو	baku
لونغ	długi
لونغ	długa
لونغ	długo
لونغ	długie
لونغ	long
النحت	rzeźby
النحت	rzeźba
النحت	rzeźbę
النحت	rzeźbienia
لورين	lauren
ماضي	przeszłość
ماضي	przeszłości
تفكك	zerwanie
تفكك	rozstanie
تفكك	zerwania
تفكك	dezintegracji
الفيلق	legion
الفيلق	legia
السدود	tamy
الحنجرة	gardło
الحنجرة	gardła
الاجتماعات	zebrania
الاجتماعات	spotkania
الاجتماعات	spotkań
الاجتماعات	posiedzenia
فرانشيسكو	francesco
الحلو	słodki
الحلو	słodko
الحلو	sweet
الحلو	słodka
الحلو	słodkie
الكروم	chrome
الكروم	chromu
الكروم	winorośli
الممر	korytarz
الممر	korytarza
المزايا	korzyści
المزايا	zalet
المزايا	zalety
الركبة	kolana
الركبة	kolano
الركبة	kolanie
لوف	luv
جمل	wyroki
جمل	zdania
جمل	wielbłąda
عروس	narzeczona
الشراكة	partnerstwo
الشراكة	partnerstwa
تباع	sprzedane
تباع	sprzedano
تباع	sprzedany
تباع	sprzedana
التنوير	oświecenia
الاستواء	równika
الثعلب	lisie
الثعلب	fox
الثعلب	lis
الزئبق	mercury
الزئبق	rtęci
الزئبق	rtęć
نيك	nick
نيك	nicka
الموضع	położenie
الموضع	stanowisko
الموضع	pozycja
الموضع	umiejscowienia
الموضع	umieszczenie
الموضع	umiejscowienie
واجهات	interfejsy
واجهات	interfejsów
بعثات	misje
بعثات	wyprawy
