έφορος	кустосот
αυτόχθονες	домородни
αυτόχθονες	домородците
άλλως	инаку
άλλως	иначе
ποινικό	злосторник
ποινικό	кривично
ποινικό	кривични
ποινικό	кривична
ποινικό	криминално
όγδοη	осмиот
όγδοη	осма
όγδοη	осми
δημιουργίες	креации
ρέμπραντ	рембрант
αντιπροσωπεία	делегацијата
αντιπροσωπεία	делегација
πιανίστας	пијанист
ικανότητας	компетентноста
συναδέλφους	колегите
συναδέλφους	колеги
συναδέλφους	колешки
λεφτά	пари
υπολογισμός	пресметка
υπολογισμός	пресмета
υπολογισμός	пресметување
υπολογισμός	пресметува
κουρτ	курт
πελάτη	муштерија
πελάτη	клиентот
πελάτη	клиент
δείχνοντας	покажувајќи
δείχνοντας	покажување
δείχνοντας	посочувајќи
επιγράμματα	епиграми
έκκληση	жалба
έκκληση	апел
ευρωπαίων	европејци
ευρωπαίων	европјани
ευρωπαίων	европејците
διαχωρισμού	одвојување
διαχωρισμού	раздвојување
διαχωρισμού	разделба
διαχωρισμού	разделување
υγρή	влажна
υγρή	влажно
υγρή	течна
υγρή	течни
υγρή	течност
υγρή	мокра
υγρή	влажна
υγρή	влажни
υγρή	влажен
διαγράμματα	дијаграми
κλωντ	клод
απαγωγή	киднапирање
απαγωγή	грабнување
απαγωγή	киднапирање
απαγωγή	грабнување
απαγωγή	киднапирања
απαγωγή	киднапира
απαγωγή	киднапирани
απαγωγή	киднапирана
απαγωγή	киднапиран
ζάμπια	замбија
ενεργοποίηση	активација
ενεργοποίηση	активирање
ενεργοποίηση	овозможи
ενεργοποίηση	овозможување
μηχανικά	механички
μηχανικά	механички
σεπτέμβρη	септември
διακριτικά	insignia
διακριτικά	дискретни
διακριτικά	дискретен
διακριτικά	дискретно
διακριτικά	дискретно
καμπύλες	криви
διαβάστε	читај
διαβάστε	читам
διαβάστε	читање
διαβάστε	читајте
διαβάστε	прочитај
διαβάστε	прочитајте
καλλιεργούνται	возрасни
καλλιεργούνται	пораснат
ξίφος	мач
ξίφος	мечот
ξίφος	меч
αισθήσεις	сетилата
αισθήσεις	сетила
έσωσε	зачуван
έσωσε	зачувани
έσωσε	зачувано
έσωσε	зачувана
έσωσε	спасен
έσωσε	спаси
καινοτομία	иновација
καινοτομία	иновации
φορτία	пратки
φορτία	товари
παράδεισο	небесата
παράδεισο	рај
παράδεισο	рајот
παράδεισο	рај
παράδεισο	рајски
βαρσοβία	варшава
εκδηλώνεται	манифестира
χωράφια	полиња
ντίζελ	дизел
υπουργούς	министри
υπουργούς	министрите
ευγενία	евгенија
κατηγορεί	обвинува
κατηγορεί	обвинува
διάσημοι	познат
διάσημοι	познатата
διάσημοι	славна
διάσημοι	позната
διάσημοι	познати
διάσημοι	славните
διάσημοι	славни
δαπάνη	трошоци
αρκαδία	аркадија
στοιχειώδη	основното
στοιχειώδη	основно
παρουσιαστής	компјутер
παρουσιαστής	водител
παρουσιαστής	домаќин
παρουσιαστής	сервер
ψηλότερη	повисок
ψηλότερη	највисоката
ψηλότερη	највисока
αϊτή	хаити
εξάρτηση	зависност
κώδικες	шифри
κώδικες	кодови
γκάνα	гана
κλίντον	клинтон
κρατήρες	кратери
διακριτικό	карактеристични
διακριτικό	дискретни
διακριτικό	дискретен
διακριτικό	дискретно
λιμνών	езера
ύφεση	рецесија
ύφεση	рецесија
ύφεση	ремисија
εξαφανιστεί	исчезне
εξαφανιστεί	исчезнат
εξαφανιστεί	исчезнуваат
εύνοια	услуга
ανησυχίες	грижи
ανησυχίες	загриженост
εστιατόριο	ресторан
ιππότη	најт
ιππότη	витез
αλβανοί	албански
αλβανοί	албанска
αλβανοί	албанец
αλβανοί	албанци
αλβανοί	албанците
χειρότερο	најлош
χειρότερο	најлошото
χειρότερο	најлошо
χειρότερο	најлоши
χειρότερο	најлоша
χειρότερο	полошо
χειρότερο	полош
χειρότερο	полоши
χειρότερο	полоша
βάθη	длабочините
βάθη	длабочини
ύλες	материјали
οπίσθια	бутови
οπίσθια	задницата
οπίσθια	задна
οπίσθια	заден
κλοντ	клод
γένοβα	џенова
ράιαν	рајан
ισχυρότερη	посилен
ισχυρότερη	посилна
ισχυρότερη	појак
ισχυρότερη	посилни
ισχυρότερη	посилно
νουβέλα	новела
νουβέλα	роман
επιβεβαιώνει	потврдува
ψηφία	бројки
ψηφία	цифри
πρίνσιπε	принсипе
ράπερ	рапер
δημογραφικά	демографија
δημογραφικά	демографски
άουσβιτς	аушвиц
γουέλς	бунари
γουέλς	велс
ενδιάμεση	привремениот
κόσοβο	косово
φθόριο	флуор
χείλος	усна
χέρσελ	хершел
μελίνα	мелина
σκαρφάλωσε	искачување
παραδοθεί	доставени
παραδοθεί	доставена
μασαχουσέτης	масачусетс
περιγράφηκε	опиша
περιγράφηκε	опишана
περιγράφηκε	опишан
περιγράφηκε	опишани
περιβάλλει	опкружува
ποιητικό	поетски
ποιητικό	поетска
μαχαίρι	нож
συνήθειες	навики
επενδύσεων	инвестиција
επενδύσεων	инвестирање
επενδύσεων	инвестиции
μόντε	монте
τραγουδά	пее
παράκτια	крајбрежни
παράκτια	приморски
παράκτια	крајбрежен
προσδιορίζει	одредува
προσδιορίζει	идентификува
προσδιορίζει	наведете
φωτισμού	просветлување
φωτισμού	осветлување
σκυλιά	кучиња
κακός	bad
κακός	лоша
κακός	лош
κακός	лошо
κακός	бад
εικασία	претпоставки
εικασία	претпоставка
εικασία	шпекулации
εικασία	шпекулација
ξένος	странец
ξένος	туѓинец
ξένος	странец
ξένος	странски
ξένος	странска
ρόουζ	роуз
ρόουζ	rose
ρόουζ	роза
προστατεύεται	заштитени
προστατεύεται	заштитена
προστατεύεται	заштитен
προστατεύεται	заштитено
μίσιγκαν	мичиген
ψηλό	висок
ψηλό	висока
υποχρεωτικά	задолжително
υποχρεωτικά	задолжително
λιντς	лидс
λιντς	линч
λιντς	линц
καταλαβαίνει	сфаќа
καταλαβαίνει	разбира
σύνθετη	комплекс
σύνθετη	комплексен
δίδυμα	близнаци
δίδυμα	близначки
προορισμός	одредиште
προορισμός	дестинација
επαναλαμβάνεται	повтори
επαναλαμβάνεται	повторен
επαναλαμβάνεται	повторено
κηλίδες	флеки
κηλίδες	дамки
κηλίδες	точки
κηλίδες	места
κηλίδες	дамки
φοίνικας	феникс
ανέμους	ветрови
ανέμους	ветришта
σάμιουελ	самуил
σάμιουελ	семјуел
σάμιουελ	самоил
σάμιουελ	самуел
αμνηστία	амнестија
προσφέρθηκε	понуди
προσφέρθηκε	понудија
προσφέρθηκε	понуден
προσφέρθηκε	понудено
προσφέρθηκε	понудени
προσφέρθηκε	понудена
ισλαμική	исламски
ισλαμική	исламска
εχθροί	непријателите
εχθροί	непријатели
γυρισμάτων	снимањето
κλάσμα	фракција
κλάσμα	делче
αναψυχής	рекреативни
νεα	ново
νεα	нов
νεα	нови
νεα	нова
νεα	вести
νεα	вест
καινοτομίες	иновација
καινοτομίες	иновации
καινοτομίες	иновации
ημίχρονο	полувреме
απαγορεύτηκε	забрането
απαγορεύτηκε	забрани
απαγορεύτηκε	забранета
απαγορεύτηκε	забранети
σταματά	застанува
σταματά	престанува
σταματά	запира
νόρμαν	норман
κτήματα	поседи
επιπροσθέτως	дополнително
μετοχές	акции
μετοχές	акции
δσε	cef
επαναστάσεις	револуции
νύμφες	нимфите
κάλπες	анкети
κάλπες	анкетите
περιμένω	чекањето
περιμένω	чекам
περιμένω	чекајќи
περιμένω	чекање
περιμένω	чека
περιμένω	чекаат
στέκεται	стои
στέκεται	стоечки
στέκεται	стојам
στέκεται	стоејќи
στέκεται	стоење
στέκεται	стои
στέκεται	трибините
κλάους	клаус
αριστοκρατία	аристократија
γενέθλια	родендени
γενέθλια	роденденска
γενέθλια	роденденски
γενέθλια	роденден
υπηρετεί	служи
αμφιβολίες	сомнежи
ευριπίδης	еврипид
πυκνή	густа
πυκνή	густ
ατυχήματα	несреќи
ατυχήματα	незгоди
μάγια	маја
μάγια	маја
μάγια	маја
μάγια	maja
εργαζόμενοι	работниците
εργαζόμενοι	работници
εργαζόμενοι	вработени
εργαζόμενοι	вработените
επανέλαβε	повтори
επανέλαβε	повторувам
επανέλαβε	повторување
επιμονή	упорност
επιμονή	истрајност
επιμονή	упорност
επιμονή	упорноста
επιμονή	инсистирање
επιμονή	инсистирањето
λούκα	лука
λούκα	лука
καμβά	платно
φρέντερικ	фредерик
φρέντερικ	фредерик
μανία	бес
μανία	манија
λιμνοθάλασσα	лагуна
ακολουθίες	секвенци
ψυχολογική	психичка
ψυχολογική	психички
ψυχολογική	психолошки
ψυχολογική	психолошка
ρόζα	роза
ρόζα	роса
οσμάν	осман
επιδιώκει	бара
λεπτομερή	детално
λεπτομερή	детален
λεπτομερή	детални
λεπτομερή	детална
τυρί	сирење
τυρί	кашкавал
κίτρινη	жолта
κίτρινη	жолти
κίτρινη	жолто
γρήγορο	брзо
γρήγορο	бргу
γρήγορο	брз
γρήγορο	брзи
συντομογραφίες	скратеници
ανοχή	толеранција
αποδέχεται	прифаќа
μπατίστα	батиста
ισχυρότερο	најсилен
ισχυρότερο	најсилни
ερωτικό	еротски
καταχώρηση	влез
καταχώρηση	ставка
καταχώρηση	влезна
καταχώρηση	регистрација
μέλι	мила
μέλι	мед
μέλι	душо
τόλκιν	толкин
βίνσεντ	винсент
ναρκωτικά	дрога
ναρκωτικά	дроги
διάβρωση	корозија
διάβρωση	ерозија
αρμένιοι	ерменци
αρμένιοι	ерменците
τζόρτζια	грузија
τζόρτζια	џорџија
άλας	солт
άλας	солта
άλας	сол
κατάρα	клетвата
κατάρα	клетва
ενέδρα	заседа
πατριάρχες	патријарси
μετανάστευσαν	мигрирале
σπόροι	семиња
σπόροι	семе
ονομαστική	рангирани
ονομαστική	оценети
ονομαστική	номинална
υποδοχής	компјутер
υποδοχής	водител
υποδοχής	домаќин
υποδοχής	сервер
παρτιζάν	партизан
βαθμιαία	постепено
βαθμιαία	постепено
σκύλος	куче
θεραπείες	лекови
θεραπείες	третмани
θεραπείες	терапии
ομολογία	исповед
ομολογία	признание
καθολικοί	католиците
καθολικοί	католици
καθολικοί	католички
καθολικοί	католик
καθολικοί	католичка
ισοδύναμο	еднакво
ισοδύναμο	еквивалент
εθνικοί	државјани
χόρχε	хорхе
σώθηκε	зачуван
σώθηκε	зачувани
σώθηκε	зачувано
σώθηκε	зачувана
σώθηκε	спасен
σώθηκε	спаси
ειδικότητα	специјализирана
ειδικότητα	специјалитет
ειδικότητα	специјалност
ειδικότητα	специјалност
κοσμική	секуларна
κοσμική	космичка
κοσμική	космички
κοσμική	световни
σο	шо
τύραννος	тиранин
μάργκαρετ	маргарет
δοχείο	медиумот
δοχείο	медиум
δοχείο	контејнер
νίγηρα	нигер
θωρηκτό	борбен
σηματοδότησε	означени
σηματοδότησε	означено
σηματοδότησε	обележани
σηματοδότησε	одбележан
σηματοδότησε	обележано
συμπλήρωμα	додаток
καθοριστική	решителен
καθοριστική	решавачки
καθοριστική	одлучувачки
καθοριστική	одлучна
αγιος	светец
αγιος	свети
αγιος	сеинт
αγιος	света
χρήμα	пари
φέγενορντ	feyenoord
μόδα	фешн
μόδα	мода
μόδα	модни
τουρκμενιστάν	туркменистан
γράψω	напишам
γράψω	пишувајте
γράψω	пиши
γράψω	напиши
γράψω	запиши
γράψω	пишувај
μετς	мец
μετς	метс
δολοφόνος	убиец
δολοφόνος	убиец
δολοφόνος	убиец
δολοφόνος	атентатор
ωραίο	nice
ωραίο	убаво
ωραίο	ница
συμβολίζουν	симболизираат
μπάρμπαρα	барбара
λίτρα	литри
λίτρα	литри
φωτισμό	осветлување
αργό	аргон
αργό	slow
αργό	спори
αργό	бавна
αργό	бавен
εκπαιδευτικός	педагог
παραμύθι	тале
παραμύθι	приказна
απασχόλησης	вработувања
απασχόλησης	вработување
λιμένας	пристаништето
λιμένας	порт
λιμένας	порта
λιμένας	пристаниште
διαθεσιμότητα	достапност
διαθεσιμότητα	достапноста
τροπικό	тропски
τροπικό	тропска
φθορά	носи
φθορά	носам
φθορά	носат
φθορά	влошување
καταλύτη	катализатор
βόλφγκανγκ	волфганг
ηλικίες	возрасти
συναίσθημα	емоции
συναίσθημα	емоција
συναίσθημα	чуство
συναίσθημα	чувство
γουιάνα	гвајана
φυσιολογία	физиологија
αλβανικά	албански
αλβανικά	албанска
αλβανικά	албанец
αντιτορπιλικά	уништувачи
αποκλεισμού	исклучување
συγκομιδή	берба
συγκομιδή	жетва
συγκομιδή	жетва
συγκομιδή	берење
βελτιωθεί	подобрен
βελτιωθεί	подобрена
βελτιωθεί	подобрени
βελτιωθεί	подобрено
μπέλα	бела
ανατράπηκε	превртел
προοδευτικό	прогресивна
προοδευτικό	напредна
προοδευτικό	напредно
προοδευτικό	прогресивно
ύπνο	спиење
ύπνο	спијам
συντηρητική	конзервативен
συντηρητική	конзервативно
συντηρητική	конзервативна
συντηρητική	конзервативни
κόρδοβα	кордоба
κόρδοβα	кордоба
προβλέψεις	проекции
προβλέψεις	предвидувања
προβλέψεις	пророштва
προβλέψεις	предвидувања
προβλέψεις	прогнози
προβλέψεις	предвидувања
διαλέκτους	дијалекти
βούλγαρος	бугарска
βούλγαρος	бугарски
αναπνοή	здивот
αναπνοή	здив
αναπνοή	дишење
αναπνοή	дише
αναπνοή	дишењето
αναπνοή	дишење
αναπνοή	дишењето
θρίαμβος	триумф
πειραματική	експериментални
πειραματική	експериментален
κοιλότητα	шуплина
ανασκαφή	ископувања
ανασκαφή	ископувањето
ανασκαφή	ископување
γεια	здраво
γεια	ало
καρποί	овошје
καρποί	плод
καρποί	овошна
καρποί	лешници
καρποί	ореви
καρποί	овошје
καρποί	плодови
άνεμοι	ветрови
άνεμοι	ветришта
ρωμαίο	ромео
στοκ	акциите
στοκ	акции
στοκ	залихи
διαμονή	сместување
θανάσιμα	смртоносен
θανάσιμα	смртоносна
θανάσιμα	смртоносниот
θανάσιμα	смртоносни
θανάσιμα	смртоносно
πάθη	страсти
πάθη	страстите
κεραίες	антените
κεραίες	антените
παρτίδα	тура
παρτίδα	многу
παρτίδα	лот
ανταγωνισμός	конкуренција
ανταγωνισμός	конкурс
ανταγωνισμός	натпреварување
ανταγωνισμός	натпревар
συμφέρον	камата
συμφέρον	интерес
συμφέρον	интереси
συμφέρον	камати
οδήγηση	вози
οδήγηση	драјв
οδήγηση	вози
οδήγηση	возење
οδήγηση	возењето
διαγωνισμούς	натпреварувања
διαγωνισμούς	натпревари
ορμή	динамика
γουάιτ	вајт
γουάιτ	вајат
δημοκρατίες	демократии
δημοκρατίες	републики
αναβίωση	оживување
αναβίωση	заживување
περιορισμοί	ограничувања
περιορισμοί	рестрикции
περιορισμοί	ограничувања
περιορισμοί	ограничувања
δυσαρέσκεια	незадоволството
δυσαρέσκεια	незадоволство
δυσαρέσκεια	незадоволство
λουτρό	бањање
λουτρό	бања
λουτρό	бањата
λουτρό	капење
εφικτό	физибилити
εφικτό	изводливо
εφικτό	остварлива
εφικτό	изводливо
ουγγρική	унгарскиот
ουγγρική	унгарски
ουγγρική	унгарска
εξάμηνο	семестар
διόδωρος	диодор
καστ	гипс
θεωρητικό	теоретски
θεωρητικό	теоретска
σενεγάλη	сенегал
σκοράρει	безбројни
σκοράρει	оценки
χιτώνα	туниката
οργανωμένο	организиран
οργανωμένο	организирани
οργανωμένο	организирана
οργανωμένο	организиран
οργανωμένο	организирани
οργανωμένο	организирано
νίκολας	николас
αποκλεισμός	исклучување
αποκλεισμός	забрани
αποκλεισμός	забрана
αποκλεισμός	бан
φάντασμα	дух
φάντασμα	фантом
φάντασμα	фантомски
κράματα	легури
σκεύη	прибор
κυριάρχησε	доминираше
κυριάρχησε	доминираа
μιλώντας	зборувајќи
μιλώντας	говорејќи
μπέρναρντ	бернард
παρομοίως	слично
εγκυκλοπαιδική	encyclopedic
νάνοι	џуџиња
νάνοι	џуџиња
νάνοι	џуџиња
αργυρός	аргир
αιτήματα	барања
αιτήματα	барања
φανταστική	фантастичен
φανταστική	фантастично
αφαιρεί	отстранува
ορκίζεται	пцуе
απόσυρση	повлекување
σιδηρόδρομος	железници
σιδηρόδρομος	железничка
σιδηρόδρομος	железница
σιδηρόδρομος	железнички
σιδηρόδρομος	железничка
σιδηρόδρομος	железница
χλώριο	хлор
ασβέστιο	калциум
προγραμματιστεί	програмиран
προγραμματιστεί	програмирани
φορούσε	носеше
μαυσωλείο	мавзолеј
ράλλης	ралис
χθες	вчера
ποικίλει	варира
κροατών	хрватите
κροατών	хрвати
ατμοσφαιρική	атмосферска
βροχοπτώσεις	врнежи
γνωρίσματα	особини
σαντζάκι	санџак
εγκυκλοπαίδειες	енциклопедии
διπλός	дупла
διπλός	двојно
διπλός	дупло
διπλός	двојна
χοροί	танци
ύπατος	конзул
ραντ	ренд
δέκατη	десеттина
δέκατη	десетти
επιθυμητή	посакуваната
επιθυμητή	посакуваните
επιθυμητή	посакувана
επιθυμητή	пожелно
σίδηρο	железно
σίδηρο	железото
σίδηρο	пегла
σίδηρο	железо
βιολογική	биолошки
βιολογική	биолошко
βιολογική	биолошка
ιδανική	идеално
ιδανική	идеален
ιδανική	идеална
ιδανική	идеални
ιδανική	идеал
τσάι	чај
περιφερειών	региони
πειραματικά	експериментални
πειραματικά	експериментален
όγδοο	осмиот
όγδοο	осма
όγδοο	осми
πρωτοβουλίες	иницијативи
ασυνήθιστα	невообичаени
ασυνήθιστα	необично
ασυνήθιστα	необични
ασυνήθιστα	невообичаено
ασυνήθιστα	необична
ασυνήθιστα	необичен
αφίσες	постери
αφίσες	плакати
πρέσβη	амбасадор
νάπολι	наполи
δάνεια	заеми
νετρονίων	неутрон
πρωτεΐνη	протеини
πρωτεΐνη	протеин
ερμιόνη	хермиона
συλλογικά	колективно
συλλογικά	колективни
συλλογικά	колектив
συλλογικά	колективна
συλλογικά	колективно
συλλογικά	колективен
εκτεταμένο	обемна
εκτεταμένο	проширена
εκτεταμένο	продолжени
εκτεταμένο	продолжена
εκτεταμένο	продолжено
εκτεταμένο	продолжен
γενοκτονία	геноцид
γραφές	записи
πρωτεύοντα	приматите
πόροι	ресурсите
πόροι	ресурси
χουσεΐν	хусеин
σίλβα	силва
στιλ	стил
συνθετικό	синтетичка
συνθετικό	синтетички
συνθετικό	синтетички
εισαγγελέα	обвинител
παράμετροι	параметри
εναλλακτικό	алтернатива
εναλλακτικό	алтернативен
εναλλακτικό	алтернативна
αλάσκα	аљаска
αλάσκα	алјаска
τεχνίτες	мајстори
τεχνίτες	занаетчии
τεχνίτες	градители
τεχνίτες	занаетчии
έτοιμη	спремно
έτοιμη	спремни
έτοιμη	подготвен
έτοιμη	спремна
έτοιμη	подготвени
έτοιμη	спремен
καταγράφηκε	сними
καταγράφηκε	снимено
καταλονία	каталонија
απότομη	стрмни
δόκτωρ	доктор
δόκτωρ	лекар
δόκτωρ	докторка
μελάς	милос
σάλας	салас
πολλαπλά	повеќекратни
πολλαπλά	повеќекратна
πολλαπλά	повеќекратен
ντένις	денис
ντένις	денис
ντένις	denis
μποντ	врска
μποντ	бонд
συναγερμό	аларм
ότο	ото
βομβαρδιστικά	бомбардерите
βομβαρδιστικά	бомбаши
γκυ	гај
γκυ	тип
γκυ	имела
βίντσι	куката
βίντσι	винчи
αναζητά	бара
σάββα	саво
σάββα	сава
γκαρσία	гарсија
ροές	храни
ροές	потоци
ροές	тече
έρνεστ	ернест
μουσουλμανική	муслимански
μουσουλμανική	муслиманско
μουσουλμανική	муслиманска
μουσουλμανική	муслиман
ακτιβιστές	активистите
ακτιβιστές	активисти
σύνηθες	вообичаени
σύνηθες	вообичаеното
σύνηθες	обично
σύνηθες	вообичаено
σύνηθες	вообичаен
συλληφθεί	фатено
συλληφθεί	фатен
συλληφθεί	фатени
πολύτιμο	драгоцено
πολύτιμο	скапоцено
πολύτιμο	скапоцен
πολύτιμο	скапоцени
πολύτιμο	драгоцена
πολύτιμο	вредно
πολύτιμο	вредни
οργανικά	органски
οργανικά	органско
οργανικά	органска
λοιμώξεις	инфекции
φανταστικό	фантастичен
φανταστικό	фантастично
επιθεωρητής	инспектор
στρατηγικές	стратегии
καθημερινές	секојдневна
καθημερινές	дневно
ραντεβού	назначување
ραντεβού	закажано
ραντεβού	закажување
ραντεβού	назначувањето
ραντεβού	рандеву
ραντεβού	датум
ραντεβού	дата
ελικόπτερο	хелихоптер
ελικόπτερο	хеликоптер
ελικόπτερο	хелихоптер
ελικόπτερο	хеликоптер
ελικόπτερο	хеликоптерот
πολυπλοκότητα	комплексност
πολυπλοκότητα	комплексноста
ακέραιο	integer
ιβ	ив
ιβ	ева
ιβ	eve
απειλεί	заканува
απειλεί	загрозува
απειλεί	заканувачки
κριθεί	суди
όττο	ото
βράχος	рок
βράχος	камен
βράχος	карпа
συνέχειες	продолженија
φέρνοντας	усогласување
στάσεις	ставови
στάσεις	ставовите
στάσεις	застанува
στάσεις	престанува
στάσεις	запира
προϋπολογισμού	буџет
κατασκευαστής	градител
κατασκευαστής	производител
κατασκευαστής	произведувач
καντάφι	гадафи
σουρινάμ	суринам
ρότερνταμ	ротердам
ρέμα	тек
ρέμα	поток
ρέμα	проток
ρέμα	stream
χορν	хорн
χορν	рогот
χορν	рог
αγρίνιο	агринио
δάνειο	позајмица
δάνειο	заем
βέλη	стрелки
βέλη	стрели
γκράχαμ	греам
δοκιμασία	тест
δικαιολογία	изговор
δικαιολογία	оправдување
νύχια	нокти
νύχια	шајки
νύχια	клинци
νύχια	нокти
νύχια	канџи
προτεστάντες	протестанти
προτεστάντες	протестантите
προτεστάντες	протестантскиот
αναμενόμενο	очекувано
αναμενόμενο	очекуван
αναμενόμενο	очекува
αναμενόμενο	очекувана
αναμενόμενο	очекувано
τζιοβάνι	џовани
γιούτα	јута
επανένωση	обединување
πυρίτιο	силиконска
πυρίτιο	силикон
πυρίτιο	силикат
λουίτζι	луиџи
γκριν	грин
αλληλεπιδράσεις	интеракции
τροχούς	тркала
αποκλειστική	ексклузивно
αποκλειστική	ексклузивна
αποκλειστική	ексклузивни
αποκλειστική	exclusive
ερωτικά	еротски
τερματίστηκε	прекинат
διάδρομο	преминот
διάδρομο	пистата
διάδρομο	писта
διάδρομο	коридор
διάδρομο	ходник
διάδρομο	коридорот
χλωριούχο	хлорид
αρμενίων	ерменски
μεταβατική	транзициска
μεταβατική	транзициски
σωτήρα	спасител
σωτήρα	спасител
φοίνιξ	феникс
βρω	најдете
βρω	пронајди
βρω	најди
βρω	пронајдете
άποικοι	колонисти
άποικοι	доселеници
θυσίες	жртви
θυσίες	жртвување
θυσίες	жртва
πιστή	лојални
πιστή	верна
πιστή	лојална
πιστή	верни
πιστή	верен
πιστή	лојален
πιστή	верен
πιστή	верници
πιστή	верниците
πιστή	верна
πιστή	верни
παραγγελίες	наредби
παραγγελίες	нарачки
παραγγελίες	порачки
τραγουδάει	пее
τραγουδάει	пеам
τραγουδάει	пеејќи
τραγουδάει	пее
τραγουδάει	пеат
τραγουδάει	пеење
υπερασπιστεί	брани
στατιστικές	статистика
ασφαλές	безбедни
ασφαλές	безбедно
ασφαλές	безбедна
ασφαλές	безбеден
ασφαλές	обезбедено
ασφαλές	обезбедете
ασφαλές	обезбеден
ασφαλές	безбедна
σέφιλντ	шефилд
φριτς	фриц
δάπεδο	најубав
δάπεδο	спрат
δάπεδο	кат
δάπεδο	подот
δάπεδο	партер
πετάει	муви
πετάει	вее
καταστροφική	катастрофални
καταστροφική	катастрофално
καταστροφική	катастрофална
καταστροφική	деструктивни
καταστροφική	катастрофални
καταστροφική	катастрофално
καταστροφική	катастрофална
μετατρέπει	претвора
προσέλευση	одѕив
προσέλευση	одзив
προσέλευση	излезност
ανακτήσει	заздрави
αρπακτικά	грабливци
αρπακτικά	предатори
πενσυλβάνια	пенсилванија
έντγκαρ	едгар
φιλοξενία	гостопримство
φιλοξενία	угостителски
φιλοξενία	хостинг
βαλκανική	балкански
βαλκανική	balkan
βαλκανική	балканска
βαλκανική	балкан
θεοδόσιος	теодосиј
προωθήθηκε	промовирана
προωθήθηκε	промовиран
προωθήθηκε	унапреден
προωθήθηκε	поттикната
προωθήθηκε	поттикнато
προωθήθηκε	поттикнати
προβληματική	проблематичен
προβληματική	проблематично
προβληματική	проблематични
προβληματική	проблематична
βαλτικής	балтичките
ρομαντική	романтична
ρομαντική	романтика
ρομαντική	романтичен
ρομαντική	романтично
κόμβοι	центри
κόμβοι	чворови
κόμβοι	јазли
κόμβοι	јазли
κοιλάδες	долини
ολλανδικό	дач
ολλανδικό	холандска
ολλανδικό	холандскиот
ολλανδικό	холандски
τυπικές	типично
τυπικές	типичен
τυπικές	типична
τυπικές	типични
χαρτ	харт
φορτηγό	камион
λιν	лин
λιν	лин
λιν	лин
λιν	лин
απομεινάρια	остатоци
απομεινάρια	остатоци
μαραθώνιο	маратон
όξινο	киселини
αποτελεσματικό	ефикасно
αποτελεσματικό	ефикасен
αποτελεσματικό	ефикасни
αποτελεσματικό	ефективна
αποτελεσματικό	ефикасно
αποτελεσματικό	ефикасен
αποτελεσματικό	ефикасна
αποτελεσματικό	ефикасни
ποτό	пиењето
ποτό	пиење
ποτό	пијам
ποτό	пијалак
ποτό	пијалок
ποτό	пиј
ποτό	пијалаци
πλούτος	богатство
ζωντανός	жива
ζωντανός	живи
ζωντανός	жив
δημοκρατικός	републиканец
δημοκρατικός	републиканска
δημοκρατικός	републикански
δημοκρατικός	републиканци
δημοκρατικός	демократ
δημοκρατικός	демократски
δημοκρατικός	демократска
κεντ	кент
ρίβερ	река
ρίβερ	ривер
ρίβερ	реката
επαναστάτης	револуционерна
επαναστάτης	револуционер
επαναστάτης	револуционерен
επαναστάτης	револуционерно
επαναστάτης	бунтовничка
επαναστάτης	бунтовнички
επαναστάτης	бунтовник
επαναστάτης	бунтовна
μπετόβεν	бетовен
κρόνος	сатурн
χαρτιά	карти
χαρτιά	картички
χαρτιά	хартии
χαρτιά	документи
χαρτιά	трудови
χαρτιά	весници
σκοτάδι	мрак
σκοτάδι	темница
σκοτάδι	темно
σκοτάδι	темен
σκοτάδι	мракот
σκοτάδι	темнина
σκοτάδι	темница
σκοτάδι	мрак
σκοτάδι	темнината
ιβηρική	иберискиот
ετικέτα	ознака
ετικέτα	означи
ετικέτα	етикета
ετικέτα	натпис
ίχνος	трага
λυθεί	решен
λυθεί	решени
λυθεί	решено
διεξάγει	спроведува
συμμορία	банда
διαγράφηκε	избришан
διαγράφηκε	избришана
διαγράφηκε	избришано
διαγράφηκε	избришани
διαγράφηκε	избришано
διαγράφηκε	избришани
εξελικτική	еволутивна
πλατιά	широко
πλατιά	широка
πλατιά	широк
πλατιά	широки
μίσος	омраза
μίσος	омраза
μίσος	мразам
ανακοίνωσαν	најави
ανακοίνωσαν	најавена
πείτε	кажи
πείτε	речи
τρώει	јадење
τρώει	јаде
τρώει	јаде
προφορική	орален
προφορική	орална
προφορική	вербална
ιατρικά	медицински
ιατρικά	медицински
