tulburări	διαταραχές
explicații	επεξηγήσεις
valabil	ισχύει
valabil	έγκυρο
valabil	έγκυρη
monroe	μονρόε
monroe	μονρό
duh	τζίνι
facultate	πανεπιστήμιο
facultate	university
facultate	πανεπιστημιο
facultate	κολλέγιο
facultate	college
facultate	κολέγιο
neptun	ποσειδώνας
neptun	ποσειδώνα
apache	απάτσι
rezistat	αντιστάθηκε
rome	ρώμη
rome	ρωμη
rome	ρώμης
manuscrise	χειρόγραφα
teologice	θεολογική
rădăcini	ρίζες
monarhiei	μοναρχία
negocieri	διαπραγματεύσεις
negocieri	διαπραγμάτευση
negocieri	διαπραγματεύσεις
raf	ραφ
ierarhia	ιεραρχία
ierarhia	ιεράρχηση
săraci	καημένε
săraci	φτωχή
săraci	φτωχό
săraci	φτωχός
săraci	φτωχοί
mâine	αύριο
mâine	αυριο
regulamentul	κανονισμός
regulamentul	κανονισμού
vina	ενοχές
vina	τύψεις
vina	ενοχή
randy	ράντι
randy	ράντυ
bibliografice	βιβλιογραφική
provocate	προκάλεσε
administratorii	διοικητικοί
administratorii	διαχειριστές
administratorii	διαχειριστές
colorate	έγχρωμος
colorate	χρωματιστά
colorate	έγχρωμος
colorate	χρωματισμένα
versiunile	εκδοχές
far	φάρο
far	φάρος
far	προβολέα
far	προβολέας
dispare	εξαφανίζεται
seven	seven
seven	επτά
seven	εφτά
luftwaffe	λουφτβάφε
dorită	επιθυμητή
dorită	επιθυμητό
dorită	καταζητούμενος
dorită	καταζητείται
dorită	ήθελε
dorită	ηθελε
pasărea	μπερντ
pasărea	πουλί
pasărea	πτηνό
tei	λίντεν
tei	λάιμ
văduva	χήρα
garcia	garcia
garcia	γκαρσία
ark	κιβωτός
ark	κιβωτό
casetă	κασέτα
casetă	ταινία
casetă	κασέτα
musical	μιούζικαλ
musical	μουσικές
gyula	gyula
fericit	ευτυχής
fericit	ευτυχισμένη
fericit	χαρούμενος
fericit	χαρούμενη
fericit	ευτυχισμένος
olimpia	olimpia
însoțită	συνοδεύεται
însoțită	συνοδεύονται
însoțită	συνοδευόμενη
patriei	πατρίδα
poze	φωτογραφιες
poze	φωτογραφίες
poze	φωτογραφιες
poze	φωτογραφίες
poze	εικόνες
procent	ποσοστιαία
procent	ποσοστό
constanta	σταθερά
unguri	ούγγροι
unguri	ούγγρων
armat	οπλισμένοι
armat	οπλισμένη
armat	οπλισμένος
armat	ένοπλες
armat	οπλισμένο
armat	ενισχυμένες
armat	ενισχυμένη
armat	ενισχυμένα
armat	ενισχυμένο
armat	ενισχυθεί
mongolii	μογγόλοι
sodiu	νάτριο
sodiu	νατρίου
prenume	επίθετο
prenume	επώνυμο
tentativă	απόπειρα
tentativă	διστακτική
prinde	πιάσε
prinde	πιάσουμε
prinde	αλιεύματα
accepta	αποδοχή
accepta	δεχτώ
accepta	δεχτείτε
valdemar	βαλντεμάρ
lut	κλέι
istria	ίστρια
filolog	φιλόλογος
judecat	κριθεί
dieter	dieter
răspândire	εξάπλωση
patricia	πατρίσια
patricia	πατρίτσια
liberty	ελευθερία
liberty	λίμπερτι
cetățenia	ιθαγένεια
cetățenia	εθνικότητα
cetățenia	υπηκοότητα
cetățenia	ιθαγένεια
cetățenia	υπηκοότητα
usd	usd
nice	ωραία
nice	ωραίο
beatrice	μπεατρίς
atașat	επισυνάπτεται
atașat	συνημμένο
spadă	σπαθί
spadă	ξίφος
bolivia	βολιβία
ciuperci	μανιτάρια
ciuperci	μύκητες
ciuperci	μανιτάρι
ciuperci	μανιτάρια
maryland	μέριλαντ
criteriul	κριτήριο
colaborează	συνεργαστείτε
performanțe	επίδοση
performanțe	επιδόσεων
performanțe	επιδόσεις
performanțe	απόδοση
performanțe	παράσταση
pakistan	πακιστάν
optică	οπτικές
optică	οπτικά
optică	οπτική
profesoară	δάσκαλος
profesoară	δασκάλα
profesoară	καθηγήτρια
profesoară	καθηγητής
nad	nad
solide	συμπαγής
solide	στερεό
solide	στερεά
solide	συμπαγές
solide	στερεά
artificială	τεχνητή
artificială	τεχνητά
artificială	τεχνητό
artificială	τεχνητές
banks	μπανκς
banks	τράπεζες
instrucțiuni	οδηγίες
aluminiu	αργίλιο
aluminiu	αλουμίνιο
aluminiu	αλουμινίου
aluminiu	αργιλίου
aluminiu	αλουμίνιο
generali	στρατηγοί
generali	στρατηγούς
adige	adige
ziarist	δημοσιογράφος
amonte	ανάντη
turismul	τουρισμός
turismul	τουρισμού
ajax	ajax
flacăra	φλόγες
flacăra	φλόγα
grupări	ομαδες
grupări	ομάδες
marion	μάριον
efectua	εκτελέσει
dinți	δόντια
liège	λιέγη
evidentă	προφανής
evidentă	φανερό
evidentă	ολοφάνερο
evidentă	προφανές
evidentă	προφανή
distincția	διάκριση
nod	κόμβος
nod	κόμπο
nod	κόμπος
selo	σέλο
glasgow	γλασκώβη
geniu	ιδιοφυΐα
geniu	μεγαλοφυία
geniu	ιδιοφυία
geniu	ιδιοφυές
geniu	διάνοια
broadway	μπρόντγουεϊ
întreprinderea	εντερπράιζ
întreprinderea	επιχείρηση
toledo	τολέδο
autorilor	δημιουργοί
autorilor	συντάκτες
autorilor	συγγραφείς
abdul	αμπντούλ
cavaleria	ιππικό
brand	μάρκα
burgas	μπουργκάς
colțul	γωνιακό
colțul	γωνιά
colțul	γωνία
cuplu	ζευγάρι
cuplu	ροπής
cuplu	ροπή
evanghelia	ευαγγέλιο
informativ	ενημερωτικό
informativ	ενημερωτικά
mărturie	κατάθεση
mărturie	μαρτυρία
emmanuel	εμμανουήλ
alpii	άλπεις
caracteristic	χαρακτηριστική
caracteristic	χαρακτηριστικό
concursuri	διαγωνισμούς
concursuri	διαγωνισμοί
concursuri	διαγωνισμοί
condiție	κατάσταση
condiție	όρος
pedeapsă	ποινή
pedeapsă	πέναλτι
pedeapsă	τιμωρία
dobândit	αποκτήσει
dobândit	αποκτήθηκαν
dobândit	αποκτήθηκε
dobândit	κεκτημένα
onorific	επίτιμος
combinat	συνδυασμένα
combinat	συνδυασμένες
combinat	συνδυασμένη
combinat	συνδυασμένης
combinat	συνδυασμένο
grey	γκρίζο
grey	γκρέι
grey	γκρι
grey	γκρίζα
grey	grey
como	κόμο
cartiere	γειτονιές
cartiere	γειτονιές
cartiere	συνοικίες
stand	σταθεί
stand	stand
șanse	πιθανότητες
șanse	ευκαιρία
șanse	τσανς
guvernele	κυβερνήσεις
confederația	συνομοσπονδία
confederația	συνομοσπονδίας
ward	πτέρυγα
ward	γουόρντ
localnicilor	ντόπιους
localnicilor	ντόπιοι
organisme	οργανισμοί
organisme	σώματα
organisme	κορμιά
organisme	πτώματα
consul	ύπατος
consul	πρόξενος
deciziile	αποφάσεις
nevada	νεβάδα
iarbă	χορτάρι
iarbă	χόρτο
iarbă	γρασίδι
iarbă	φούντα
iarbă	χόρτο
completat	ολοκληρώθηκαν
completat	ολοκληρωθεί
completat	ολοκληρώθηκε
completat	ολοκληρωμένα
comitet	επιτροπή
comitet	επιτροπη
capabilă	ικανοί
capabilă	ικανές
capabilă	ικανός
capabilă	ικανό
capabilă	ικανή
masivă	μαζική
inițiativă	πρωτοβουλία
saga	σάγκα
natalia	νατάλια
natalia	νατάλια
reformă	μεταρρύθμιση
reformă	αναμόρφωση
reformă	μεταρρυθμίσεις
celtic	κέλτικο
arestarea	σύλληψη
hart	χαρτ
vânzarea	πώληση
bella	μπέλα
bella	bella
bella	μπέλλα
daily	ημερήσια
daily	καθημερινή
daily	καθημερινές
daily	καθημερινά
rit	ιεροτελεστία
chitarist	κιθαρίστας
italiana	ιταλικά
italiana	ιταλική
italiana	ιταλός
italiana	ιταλικό
sociologie	κοινωνιολογία
variabilă	μεταβλητό
variabilă	μεταβλητή
antrenat	εκπαιδευτεί
antrenat	εκπαιδευμένος
antrenat	εκπαιδευμένη
antrenat	εκπαιδευμένο
antrenat	εκπαιδευμένοι
divine	θεϊκή
divine	θεϊκό
grecesc	ελληνική
grecesc	ελληνικά
grecesc	ελληνίδα
grecesc	ελληνικό
grecesc	ελληνικα
sabia	σπαθί
sabia	ξίφος
proiectarea	σχεδιασμό
proiectarea	σχεδίαση
proiectarea	design
proiectarea	σχέδιο
proiectarea	σχεδιασμός
existent	υπάρχουσες
existent	υπάρχουσα
existent	υφιστάμενη
existent	υπάρχον
existent	υφιστάμενων
existent	υφιστάμενες
instalarea	εγκατάσταση
afectată	επηρεάστηκαν
afectată	επηρεάζεται
afectată	επηρέασε
franci	φράγκα
tropicale	τροπικό
tropicale	τροπικά
tropicale	τροπική
eine	eine
kane	κέιν
puerto	πουέρτο
cheltuielile	δαπάνες
cheltuielile	δαπάνη
cheltuielile	έξοδα
costurile	έξοδα
costurile	κόστος
semnate	υπογεγραμμένο
semnate	υπογεγραμμένη
semnate	υπογραφή
semnate	υπέγραψε
semnate	υπεγράφη
văi	κοιλάδες
operează	λειτουργεί
dallas	ντάλλας
dallas	ντάλας
retezat	κομμένο
geometrie	γεωμετρία
notele	βαθμούς
notele	βαθμοί
calde	ζεστή
calde	ζεστό
calde	ζεστός
calde	ζεστά
clienți	πελάτες
aplica	ισχύουν
calul	ίππος
calul	άλογο
abuz	κατάχρηση
abuz	καταχρήσεις
abuz	κακοποίηση
unghi	γωνία
madagascar	μαδαγασκάρης
madagascar	μαδαγασκάρη
relativă	συγγενής
relativă	σχετικός
relativă	σχετική
relativă	σχετικό
intervenții	παρεμβάσεις
examenul	εξετάσεις
permițând	επιτρέποντας
operație	επιχειρηση
operație	εγχείρηση
operație	λειτουργία
operație	επιχείρηση
operație	χειρουργική
operație	εγχείρηση
operație	χειρουργείο
voivodina	βοϊβοντίνα
peisajul	τοπίο
copaci	δένδρα
copaci	δέντρα
urs	αρκουδάκι
urs	αρκούδα
urs	αρκούδος
nina	νίνα
stâlpi	πυλώνες
stâlpi	κολώνες
divorțat	χωρισμένος
divorțat	χωρισμένη
divorțat	χωρισμένοι
divorțat	διαζύγιο
stratul	στρώση
stratul	στιβάδα
stratul	στρώμα
plantele	φυτά
orientală	oriental
rick	rick
rick	ρικ
polițist	μπάτσος
polițist	αστυνομικός
polițist	αστυνομικό
polițist	αστυνομικός
jeremy	τζέρεμυ
jeremy	jeremy
jeremy	τζέρεμι
locuitor	ειδικευόμενος
locuitor	κάτοικος
locuitor	κάτοικο
locuitor	κάτοικος
locuitor	κάτοικο
ueda	ουέντα
cafea	καφέ
cafea	καφε
cafea	καφές
profesional	επαγγελματικό
profesional	επαγγελματική
profesional	επαγγελματίας
profesional	επαγγελματικά
profesional	επαγγελματικά
aziz	αζίζ
weber	γουέμπερ
weber	weber
guvernarea	διακυβέρνηση
ascensiunea	ανάβαση
ascensiunea	ανύψωση
ascensiunea	αναλήψεως
ofițerii	αστυφύλακες
ofițerii	αξιωματικοί
ofițerii	αστυνομικοί
straturi	στρώσεις
straturi	στρώματα
fermă	αγρόκτημα
fermă	farm
fermă	φάρμα
teoretice	θεωρητικές
teoretice	θεωρητικά
teoretice	θεωρητικό
teoretice	θεωρητική
urmate	ακολούθησαν
urmate	ακολούθησε
urmate	ακολουθείται
nacional	nacional
munchen	μονάχου
munchen	μόναχο
urmărirea	εντοπισμός
urmărirea	εντοπισμού
echipaj	πλήρωμα
rachel	rachel
rachel	ρέιτσελ
vecini	γείτονες
vecini	γείτονες
patron	προστάτης
dosarul	φάκελος
dosarul	φάκελο
click	κλικ
iris	iris
iris	ίριδα
iris	άιρις
rama	καρέ
rama	ράμα
afganistan	αφγανιστάν
interzise	απαγορεύεται
interzise	απαγορευμένα
interzise	απαγορευμένη
interzise	απαγορευμένο
interzise	απαγορεύονται
interzise	απαγορευμένο
interzise	απαγορευμένη
interzise	απαγορεύεται
miles	μίλια
miles	χιλιόμετρα
miles	μάιλς
sfinte	άγιο
sfinte	ιερό
sfinte	ιερά
tolstoi	τολστόι
impactul	αντίκτυπος
impactul	επίπτωση
impactul	σύγκρουση
impactul	πρόσκρουση
impactul	επιπτώσεις
impactul	απήχηση
impactul	reach
impactul	φτάσει
trentino	trentino
ouest	ouest
abilitatea	ικανότητα
tango	τάνγκο
tango	τανγκό
tango	ταγκό
designer	σχεδιάστρια
designer	σχεδιαστής
designer	σχεδιαστή
southern	νότιο
southern	νότιος
southern	νότια
cultivarea	καλλιέργεια
politicieni	πολιτικούς
politicieni	πολιτικοί
demografice	δημογραφικά
demografice	δημογραφικές
demografice	δημογραφική
demografice	δημογραφικά
înlocui	αντικατάσταση
înlocui	αντικαταστήσει
înlocui	αντικατέστησε
botezat	βαφτιστεί
botezat	βαπτίσθηκε
teoriile	θεωρίες
adeseori	συχνα
adeseori	συχνά
living	ζώντας
orientarea	προσανατολισμός
orientarea	προσανατολισμό
metz	μετς
stefano	στέφανο
modificate	τροποποιημένο
modificate	τροποποιημένα
modificate	τροποποιήθηκε
modificate	τροποποιημένη
modificate	τροποποιημένος
difuzate	διάχυτη
difuzate	διαδίδονται
candidați	υποψήφιες
candidați	υποψηφίων
candidați	υποψήφιοι
candidați	υποψήφιους
remarcabilă	αξιοσημείωτα
remarcabilă	αξιοσημείωτο
remarcabilă	αξιοσημείωτη
încetarea	περάτωση
încetarea	λήξη
încetarea	τερματισμός
variantele	παραλλαγές
vorbim	μιλήσω
vorbim	μιλήστε
vorbim	μίλα
întărit	ενισχυθεί
întărit	ενισχυμένες
întărit	ενισχυμένη
întărit	ενισχυμένα
întărit	ενισχυμένο
întărit	ενισχυθεί
experimente	πειράματα
divizată	διαιρεμένη
divizată	διχασμένη
divizată	διαιρείται
princeton	πρίνστον
președinția	προεδρία
navigație	πλοήγηση
navigație	πλοήγησης
navigație	ναυσιπλοΐα
brațul	μπράτσο
brațul	χέρι
brațul	βραχίονα
aurul	χρυσός
aurul	χρυσό
aurul	χρυσο
aurul	χρυσάφι
aurul	χρυσά
literă	επιστολή
literă	γράμμα
literă	γραμμα
participant	συμμετέχοντα
participant	συμμετέχων
australiei	αυστραλία
violent	βίαιοι
violent	βίαιος
violent	βίαιη
violent	βίαια
violent	βίαιο
joyce	τζόις
delle	delle
regiunilor	περιφερειών
regiunilor	περιοχές
regiunilor	περιφέρειες
avantaj	πλεονέκτημα
acceptate	αποδοχή
acceptate	δεκτό
acceptate	αποδεκτή
acceptate	δεκτή
acceptate	δεκτός
genetică	γενετικό
genetică	γενετική
genetică	γενετική
brunswick	brunswick
colegiu	κολλέγιο
colegiu	college
colegiu	κολέγιο
nucleu	πυρήνας
nucleu	πυρήνα
nucleu	πυρήνας
nucleu	πυρήνα
nopți	βράδια
nopți	νύχτες
nopți	βραδιές
amiralul	ναύαρχος
konrad	konrad
rezerve	αποθέματα
rezerve	αποθεματικό
rezerve	αποθεματικά
încrederea	εμπιστοσύνη
încrederea	αυτοπεποίθηση
niger	νίγηρα
redactat	αναθεωρημένο
simt	νιώθω
simt	νιώσε
simt	συναίσθημα
simt	αίσθηση
simt	αίσθημα
tipărite	τυπωμένο
tipărite	τυπωμένα
villeneuve	villeneuve
tommy	τόμμυ
tommy	τόμι
tommy	τόμυ
tommy	tommy
proiectată	σχεδιασμένη
proiectată	σχεδιασμένα
proiectată	σχεδιασμένος
proiectată	σχεδιασμένο
proiectată	σχεδιάστηκε
proiectată	προβλεπόμενος
supraveghere	επίβλεψη
supraveghere	επιτήρηση
supraveghere	εποπτεία
supraveghere	παρακολούθηση
supraveghere	επιτήρηση
rap	ραπ
omonimă	ομώνυμη
popularitatea	δημοτικότητα
decan	ντιν
decan	ντην
brest	brest
française	française
surorile	αδερφές
surorile	αδελφές
nepot	ανιψιός
nepot	ανηψιός
nepot	εγγονός
nepot	εγγονό
extindere	διεύρυνσης
extindere	διεύρυνση
extindere	επέκταση
extindere	επέκταση
extindere	παράταση
dune	αμμόλοφους
dune	ντουν
fundamental	θεμελιώδη
fundamental	θεμελιώδεις
fundamental	θεμελιωδών
fundamental	θεμελιώδης
fundamental	θεμελιώδες
doamne	θεός
indirect	έμμεσα
indirect	έμμεσες
indirect	έμμεσο
indirect	έμμεση
indirect	έμμεσα
indirect	εμμέσως
pure	καθαρή
pure	αγνή
pure	αγνό
episoadele	επεισόδια
ellen	έλεν
ellen	ellen
floare	άνθος
floare	λουλούδι
murală	τοιχογραφία
miezul	πυρήνας
miezul	πυρήνα
concrete	τσιμέντο
concrete	σκυροδέματος
concrete	σκυρόδεμα
parteneriat	συνεταιρισμός
parteneriat	σύμπραξη
miros	οσμή
miros	όσφρηση
miros	μυρωδιά
mortal	θανατηφόρα
mortal	θανατηφόρος
mortal	θανατηφόρο
mortal	θανάσιμα
manuscrisul	χειρόγραφο
manuscrisul	χειρόγραφα
movilă	ανάχωμα
dog	σκύλος
dog	σκυλί
verificare	εξακρίβωση
verificare	επαλήθευση
verificare	ελέγξτε
verificare	επιταγή
verificare	έλεγχος
verificare	check
verificare	τσεκ
dresda	δρέσδη
expresii	φράσεις
expresii	εκφράσεις
confruntat	αντιμέτωποι
corespund	αντιστοιχούν
car	άρμα
mobilier	έπιπλα
mobilier	έπιπλο
fund	ass
fund	κώλο
fund	πισινό
fund	κώλο
emisfera	ημισφαίριο
rai	παράδεισος
rai	παράδεισο
rai	ράι
rai	rai
teritorial	εδαφική
factorii	συντελεστές
factorii	παράγοντες
bucată	κομμάτι
bucată	τεμάχιο
ferrari	φεράρι
ferrari	ferrari
suplimentar	πρόσθετη
suplimentar	επιπλέον
suplimentar	πρόσθετες
suplimentar	συμπληρωματικό
suplimentar	έξτρα
suplimentar	extra
brooklyn	μπρούκλιν
brooklyn	μπρούκλυν
oase	κόκκαλα
oase	οστά
oase	κόκαλα
oase	μπόουνς
oase	οστό
oase	κόκαλα
oase	οστά
oase	κόκαλο
oase	κόκκαλο
oak	βελανιδιά
textile	υφαντικές
textile	κλωστοϋφαντουργικά
textile	κλωστοϋφαντουργία
textile	υφάσματα
profesorii	διδάσκοντες
profesorii	δασκάλους
profesorii	δάσκαλοι
profesorii	εκπαιδευτικοί
profesorii	καθηγητές
coordonarea	συντονισμός
coordonarea	συντονισμού
craig	craig
craig	κρεγκ
obiceiul	συνήθεια
obiceiul	συνήθειο
ilustrată	εικονογραφημένα
palace	ανάκτορα
palace	palace
palace	παλάτι
christine	χριστίνα
christine	christine
christine	κριστίν
plasă	καθαρή
plasă	δίχτυ
plasă	καθαρά
plasă	net
plasă	καθαρό
plasă	ματιών
plasă	πλέγμα
rain	βροχή
rain	ρέιν
rain	βροχές
depozit	αποθήκη
depozit	αποθήκευση
depozit	αποθήκη
depozit	αποθήκευσης
depozit	κατάθεση
depozit	προκαταβολή
depozit	αποθετήριο
vegas	vegas
vegas	βέγκας
semnificație	έννοια
semnificație	νόημα
semnificație	εννοώντας
semnificație	σημασία
oficiul	γραφείο
traficul	κίνηση
traficul	κυκλοφορία
suspendat	αναστέλλεται
suspendat	ανασταλεί
suspendat	αναστολή
seniori	τελειόφοιτοι
seniori	ανώτερος
perspective	προοπτικές
perspective	προοπτική
perspective	προοπτικές
manhattan	μανχάταν
avansată	προηγμένη
avansată	προχωρημένο
avansată	προχωρημένη
avansată	προηγμένο
combinate	συνδυασμένα
combinate	συνδυασμένες
combinate	συνδυασμένη
combinate	συνδυασμένης
combinate	συνδυασμένο
aplicație	αίτηση
aplicație	εφαρμογή
aplicație	app
aplicație	εφαρμογή
exprimarea	εκφράζοντας
înconjoară	περιβάλλει
înconjoară	περιβάλλουν
întreținere	συντήρησης
întreținere	συντήρηση
întreținere	διατήρηση
silistra	σιλίστρα
liberale	φιλελεύθερο
liberale	φιλελεύθερη
liberale	φιλελεύθερος
uși	πόρτες
uși	θύρες
conturi	λογαριασμοί
conturi	λογαριασμούς
izolate	μόνωση
izolate	απομονωμένος
izolate	απομονωμένο
izolate	απομονωμένα
izolate	απομονωμένη
joi	πέμπτη
unice	μοναδική
unice	μοναδικό
unice	μοναδικός
unice	μοναδικοί
exprimată	εκφράζεται
exprimată	εκφρασμένο
exprimată	εξέφρασε
dionisie	διονύσιος
urata	άσχημη
urata	άσχημος
urata	άσχημο
urata	ασχήμια
vecinătate	γειτονιά
vecinătate	γειτονιά
vecinătate	γειτονία
vizual	οπτικά
vizual	οπτικά
vizual	οπτική
fanii	ανεμιστήρες
fanii	θαυμαστές
fanii	οπαδοί
sensuri	σημασίες
sensuri	νοήματα
prevenirea	πρόληψη
mecanism	μηχανισμός
mecanism	μηχανισμό
extraordinar	έκτακτα
extraordinar	έκτακτη
talie	μέση
distribuite	κοινοποίησε
distribuite	κοινοποιήθηκε
distribuite	διανεμηθεί
distribuite	διανέμεται
distribuite	διανέμονται
amor	amor
ace	άσσος
ace	έις
ducesa	δούκισσα
dracula	δράκουλας
dracula	δράκουλα
