irmandade	veljeskunta
continuou	jatkoa
continuou	jatkettiin
continuou	ja
elefante	elefantti
elefante	norsun
elefante	norsu
elefante	norsuja
golf	golfia
golf	golf
sétimo	seitsemäs
creceu	kasvoi
creceu	kasvanut
creceu	tuolla
creceu	siellä
venden	ne
venden	he
venden	myy
venden	myydä
venden	myydään
empresarios	liikemiehiä
atopara	oli
atopara	tapasivat
atopara	met
atopara	tavattiin
atopara	tavanneet
atopara	tavannut
dixestes	sinä
dixestes	sanoi
bonecas	nuket
bonecas	nukkeja
evento	tapahtuman
evento	tapahtuma
evento	tapahtumaan
festival	juhla
festival	festivaali
festival	juhlaa
determinación	määritys
determinación	päättäväisyyttä
determinación	määrittäminen
determinación	päättäväinen
chamaron	ne
chamaron	he
chamaron	kutsuttu
chamaron	nimeltään
chamaron	soitti
brasil	brasilia
brasil	brasiliassa
brasil	brasilian
afeita	käytetyt
afeita	käytetty
afeita	käytettyjä
afeita	sinä
ilusións	illuusioita
tiran	heittää
tiran	heitto
tiran	ne
tiran	he
separar	erikseen
separar	erilliset
separar	erillinen
arriscar	riskiä
arriscar	vaara
arriscar	riskit
arriscar	riski
pito	kanaa
pito	kana
pito	tupakka
pito	savuke
crianzas	lasten
crianzas	lapsia
crianzas	lapset
montes	vuoria
montes	vuoret
montes	vuorten
montes	vuoristo
chamados	kutsuttu
chamados	nimeltään
chamados	soitti
proveito	osa
proveito	joitakin
proveito	jotkut
cualificación	arvio
cualificación	arvostelu
cualificación	luokitus
obstante	kuitenkin
insultar	loukkaa
insultar	loukata
insultar	loukkaus
insultar	loukkaava
insultar	loukkaavaa
liberal	liberaali
liberal	liberaalit
descoñecidos	muukalaiset
descoñecidos	vieraat
descoñecidos	vieraita
stewart	stewart
perdera	menettänyt
perdera	kadonnut
perdera	hukassa
perdera	hävisi
perdera	hävinnyt
perdera	menetetty
perdera	oli
escuros	syvälle
escuros	syvällä
escuros	syvä
escuros	syvät
escuros	deep
escuros	dark
escuros	tumma
escuros	pimeä
escuros	pimeää
escuros	tumman
internacionais	kansainvälisen
internacionais	kansainvälinen
internacionais	kansainväliset
socio	osakas
socio	kumppani
socio	kumppania
socio	liitä
extrema	äärimmäinen
extrema	äärimmäisen
extrema	äärimmäistä
esquecido	unohdettu
esquecido	unohtanut
esquecido	unohtunut
escoitarme	kuunnella
escoitarme	kuuntelee
escoitarme	kuuntelemassa
escoitarme	kuuntele
escoitarme	kuulla
escoitarme	kuule
rabia	vihaa
rabia	vihan
rabia	viha
rabia	raivoa
rabia	raivon
rabia	raivo
rabia	ulos
caros	kalliit
caros	kallista
caros	kallis
caros	kalliita
católica	katolinen
católica	katolilainen
sacrificar	uhraa
sacrificar	uhraus
sacrificar	uhrata
apropiado	tarkoituksenmukainen
apropiado	asianmukaiset
apropiado	asianmukainen
apropiado	sopivaa
apropiado	sopiva
apropiado	olisi
carreta	aave
carreta	haamu
carreta	kärryt
deberá	täytyy
buscaba	oli
buscaba	oliko
buscaba	varten
dubido	epäilys
dubido	epäilykset
dubido	epäile
dubido	epäilystä
suor	hiki
suor	hikeä
merca	ostetaan
merca	ostaa
merca	osta
atraso	myöhäinen
atraso	myöhässä
atraso	myöhään
copas	juomia
copas	juomaa
copas	juomat
copas	juotavaa
pasase	tapahtunut
pasase	tapahtui
recto	suoraan
recto	hetero
recto	suorat
recto	suora
saúda	sano
falabamos	noin
falabamos	puhui
falabamos	puhuivat
contarllo	kerro
contarllo	hänet
escríbeme	kirjoittaa
escríbeme	kirjoita
escríbeme	kirjoitetaan
escríbeme	kirjoittaa
dáma	antaa
dáma	annetaan
dicircho	kerro
dicircho	sinä
veo	verho
chámao	kutsu
chámao	soita
chámao	puhelu
chámao	hänet
parécelle	sinä
parécelle	hän
tea	kangas
tea	kankaalla
prefires	sinä
prefires	pikemminkin
prefires	mieluummin
bicar	suukko
bicar	suudella
bicar	suudelma
bicar	kiss
sirvo	palvele
sirvo	palvella
lotaría	arvonta
inspección	tarkastukset
inspección	tarkastuksen
inspección	tarkastus
inspección	asuntola
máximo	enintään
máximo	maksimi
máximo	suurin
máximo	enimmäismäärä
cambiaches	sinä
cambiaches	muutettu
cambiaches	muuttunut
cambiaches	muutti
cambiaches	vaihdettu
cambiaches	vaihda
cambiaches	muuta
cambiaches	muutos
cambiaches	muuttaa
almorzar	aamiainen
almorzar	aamiaista
almorzar	lounas
almorzar	eväät
almorzar	lounasta
almorzar	lounaalla
liscou	hän
liscou	vasemmalle
liscou	vasen
liscou	vasemmalla
interesan	etua
interesan	korko
interesan	korot
interesan	kiinnostus
interesan	kiinnostuneita
interesan	kiinnostunut
interesan	kiinnostaa
interesan	kiinnostuneet
peitos	hänen
peitos	rintoja
peitos	rinnat
peitos	rintojen
peitos	rinta
peitos	rinnat
peitos	rintojen
despedido	potkut
despedido	erotettu
baleiras	tyhjennä
baleiras	tyhjä
furioso	raivoissaan
sacalo	hanki
sacalo	saada
sacalo	saa
sacalo	hae
sacalo	ulos
sacalo	ottaa
sacalo	ota
sacalo	otetaan
vina	näin
vina	näki
vina	hänen
unida	kimpassa
unida	yhdessä
retiro	eläkkeelle
retiro	eläkkeellä
retiro	eläke
retiro	ottaa
retiro	ota
retiro	otetaan
peles	karva
peles	turkki
cranio	kallo
cranio	kallon
fique	seistä
fique	stand
fique	seiso
destruíron	ne
destruíron	he
destruíron	tuhottu
destruíron	hävitetty
destruíron	tuhosi
destruíron	tuhoutunut
fitzgerald	fitzgerald
batallóns	pataljoonat
conquista	valloittaa
conquista	valloitus
veteranos	veteraanien
veteranos	veteraanit
valentía	rohkeus
valentía	rohkeutta
defende	puolustaa
defende	varten
cecais	ehkä
faiche	sinä
faiche	tekee
métete	mielen
métete	mieli
cheguemos	hanki
cheguemos	saada
cheguemos	saa
cheguemos	hae
atoparei	löydä
atoparei	etsi
atoparei	etsiä
atoparei	löytää
tesouro	aarre
tesouro	aarteita
tesouro	aarretta
tesouro	aarteen
véxote	nää
véxote	katso
véxote	sinä
destruído	tuhottu
destruído	hävitetty
destruído	tuhosi
destruído	tuhoutunut
roubando	varastaminen
roubando	varastaa
chamarme	kutsu
chamarme	soita
chamarme	puhelu
delicioso	herkullinen
coñeciches	teki
coñeciches	sinä
coñeciches	tapaaminen
coñeciches	tavata
coñeciches	tapaa
coñeciches	hänet
pixamas	pyjama
marion	marion
pénsao	noin
pénsao	ajattele
pénsao	mieti
blue	sininen
blue	siniset
blue	sinistä
blue	sini
andrews	andrews
andrews	alkaen
andrews	from
chalana	vene
chalana	laiva
chalana	veneen
chalana	venettä
pau	keppi
pau	tikku
filliña	kirjain
filliña	kirje
filliña	kirjeen
filliña	kirjeellä
filliña	rakkaat
filliña	rakas
filliña	likka
filliña	girl
filliña	tyttö
excusas	selityksiä
sagrada	pyhä
sagrada	pyhitetty
sagrada	pyhä
sagrada	pyhät
mineral	mineraali
mineral	malmin
andabas	sinä
andabas	ollut
andabas	ollu
andabas	oltu
andabas	olivat
andabas	olivatko
geoffrey	geoffrey
cantaba	laulaa
cantaba	laula
cantaba	lauloi
tróuxenche	tuotiin
tróuxenche	toi
tróuxenche	sinä
tentaron	yritetty
tentaron	yritti
tentaron	kokeiltu
tentaron	yritin
armadas	aseellinen
armadas	viritetty
armadas	aseistettu
executado	toteutettu
executado	teloitettiin
foches	teki
foches	sinä
anarquista	anarkisti
escribo	kirjoittaa
escribo	kirjoita
escribo	kirjoitetaan
revolucionarios	vallankumouksellisia
irlandeses	irlanti
irlandeses	irish
irlandeses	irlantilaiset
irlandeses	irlannin
irlandeses	irlantilainen
fodidos	ovat
fodidos	ovatko
dámo	antaa
dámo	annetaan
mátao	tapa
mátao	tappaa
mátao	tappakaa
mátao	hänet
ianqui	amerikkalainen
ianqui	amerikan
ianqui	amerikkalaiset
ianqui	american
detido	pidätetty
detido	pidätettynä
detido	pidätettiin
shirley	shirley
artillería	tykistö
terroristas	terroristit
terroristas	terroristeja
terroristas	terroristien
claude	claude
ping	ping
fodendo	vittu
fodendo	vitun
fodendo	mukaan
fodendo	mukana
fodendo	with
fodendo	kanssa
punk	punk
jerry	jerry
condesa	kreivitär
cui	cui
zhong	zhong
téñote	sai
téñote	sain
private	yksityisiä
private	yksityiset
private	sotamies
private	yksityisen
private	yksityinen
profes	opettajat
profes	opettajille
profes	opettajia
asteroides	asteroidit
asteroides	asteroidi
pender	pender
desexaba	etsintäkuulutettu
desexaba	haluttu
desexaba	halusi
desexaba	toivoi
ensina	opettaa
solucionar	ratkaista
solucionar	ratkaise
solucionar	ratkaisee
ángeles	los
ángeles	angeles
ángeles	angelesin
doenzas	tautien
doenzas	sairaudet
doenzas	taudit
hormona	hormonit
hormona	hormonin
doutores	lääkäreitä
doutores	lääkärit
doutores	tohtorit
cambiando	muuttuu
cambiando	muuttaminen
cambiando	muuttuvat
cambiando	muuttuva
cambiando	muuttaa
jazz	jazzia
jazz	jazz
tocamos	soita
tocamos	pelata
tocamos	pelaa
tocamos	play
bendición	siunaus
bendición	siunausta
finanzas	rahoitus
incribles	uskomatonta
incribles	upeaa
incribles	uskomatonta
incribles	uskomaton
má	huono
má	pahaa
má	bad
má	paha
hans	hans
inspiración	inspiraatiota
inspiración	inspiraation
gráfica	kaavio
gráfica	kuvio
gráfica	kaavio
gráfica	kuvio
estudamos	tutkimus
estudamos	tutkimuksen
estudamos	opiskelu
estudamos	tutkimuksessa
estudamos	opiskella
sabia	tiesi
sabia	tiesivät
sabia	viisaat
sabia	viisaita
sabia	viisas
sabia	viisasta
ministerio	ministeriön
ministerio	ministeriö
ministerio	toimipaikka
ministerio	toimisto
ministerio	virasto
ollade	katso
pensaría	ajattele
pensaría	mieti
nostalxia	nostalgia
existía	oli
existía	oliko
existía	tuolla
existía	siellä
seguise	vielä
seguise	vieläkin
seguise	edelleen
seguise	yhä
seguise	oli
seguise	oliko
seguise	ottaa
seguise	ota
seguise	otetaan
vendía	myi
vendía	myyty
vendía	myydään
decatámonos	tajusi
poemas	runoja
sos	yksistään
sos	yksin
sos	yksinään
sos	omista
sos	oman
sos	oma
sos	omat
collelo	ottaa
collelo	ota
collelo	otetaan
collede	ottaa
collede	ota
collede	otetaan
coñecedes	tietää
coñecedes	tiedä
coñecedes	don
adoitan	ne
adoitan	he
adoitan	yleensä
adoitan	tavallisesti
ducias	kymmeniä
ducias	kymmenet
ensaios	oikeudenkäynnit
ensaios	kokeet
supremo	korkein
táboa	hajosi
táboa	rikkoi
táboa	katkesi
táboa	rikki
errada	väärä
errada	väärin
errada	vikaa
inesperado	odottamaton
inesperado	yllättävä
inesperado	odottamatonta
deunos	antanut
deunos	antoi
madrugada	aamu
madrugada	aamuna
madrugada	aamun
madrugada	huomenta
madrugada	morning
illamento	eristäminen
illamento	eristyksissä
baratos	halvalla
baratos	halvat
baratos	halpa
baratos	halpaa
aparellos	laitteita
aparellos	laitteiden
aparellos	laitteet
corporal	elin
corporal	vartalo
corporal	ruumis
corporal	kehon
corporal	keho
negociacións	neuvotteluihin
negociacións	neuvotteluja
negociacións	neuvottelut
competición	kilpailun
competición	kilpailu
finxir	teeskennellä
fainos	make
fainos	tee
fainos	tehdä
posicións	asemat
aplicar	sovelletaan
aplicar	soveltaa
positiva	positiiviset
positiva	myönteinen
positiva	positiivinen
positiva	positiivista
sufrín	kärsi
sufrín	kärsineet
sufrín	kärsinyt
harvard	harvardin
harvard	harvard
harvard	harvardiin
harvard	harvardissa
seriamente	oikeesti
seriamente	vakavasti
pides	sinä
ecuación	yhtälö
axudas	apua
axudas	ohje
típica	tyypillistä
típica	tyypillisiä
típica	tyypillinen
deixara	oli
deixara	vasemmalle
deixara	vasen
deixara	vasemmalla
rematan	loppu
rematan	loppua
rematan	päättyy
rematan	lopussa
rematan	päättynyt
amarelos	keltainen
amarelos	keltaisia
amarelos	keltaiset
xenocidio	kansanmurhan
xenocidio	kansanmurha
racial	rotu
racial	rotuun
racial	kisa
racial	rotu
racial	kisaa
racial	rodullisesti
sinxelos	yksinkertaiset
sinxelos	yksinkertaista
sinxelos	yksinkertainen
nixeria	nigerian
nixeria	nigeriassa
casco	kypärä
casco	kypärää
deberan	pitäisi
deberan	pitäis
deberan	pitäisikö
refiro	mitä
refiro	mikä
refiro	ilkeä
refiro	tarkoita
africana	afrikkalainen
africana	afrikkalaiset
africana	afrikka
africana	afrikan
paisaxes	maisemat
paisaxes	maisemia
recoñeceu	tunnustettu
recoñeceu	tunnistin
recoñeceu	tunnisti
fragmentos	sirpaleita
atrapar	juju
atrapar	saalis
atrapar	catch
atrapar	kiinni
atrapar	nappaa
morrían	kuolin
morrían	kuoli
morrían	kuolivat
morrían	ne
morrían	he
existente	olemassa
existente	nykyiset
electrónica	sähköiset
electrónica	sähköisen
electrónica	sähköinen
electrónica	elektroninen
electrónica	elektroniset
eficacia	tehon
eficacia	teho
eficacia	tehokkuus
eficacia	tehokkuutta
eficacia	tehoa
eficacia	tehokkuutta
eficacia	tehokkuus
eficacia	tehokkuuden
debuxar	piirrä
debuxar	tasapeli
debuxar	piirtää
debuxar	piirustus
debuxar	piirros
debuxar	piirtää
desesperada	epätoivoinen
desesperada	poika
balea	valaan
balea	valasta
balea	valas
nathaniel	nathaniel
tráxico	traagista
tráxico	traaginen
rexeita	kieltäytyy
biolóxico	biologinen
abren	avaa
variedade	lajikkeen
caribe	karibian
recuperación	toipuminen
recuperación	toipumista
recuperación	hyödyntäminen
recuperación	elpymisen
recuperación	palautus
contaminación	pilaantuminen
contaminación	pilaantumisen
contaminación	saastuminen
contaminación	saasteet
caio	caius
texas	texasin
texas	texas
pedazos	palasia
pedazos	kpl
pedazos	palat
bici	polkupyörä
bici	pyörä
admito	myönnä
foxe	pois
minte	valehtelee
minte	valehtelu
minte	valhe
minte	valehdella
minte	valehtele
hail	rakeita
exercicios	harjoituksia
exercicios	harjoitukset
lixeiramente	hieman
lixeiramente	hiukan
ventos	tuulia
ventos	tuulet
dixéronlle	kerrottu
dixéronlle	kertoi
dixéronlle	kertonut
dixéronlle	ne
dixéronlle	he
atopen	löydä
atopen	etsi
atopen	etsiä
atopen	löytää
atopen	ne
atopen	he
cambialo	vaihda
cambialo	muuta
cambialo	muutos
cambialo	muuttaa
fundación	säätiö
fundación	säätiön
fundación	perusta
construir	rakentaa
construir	rakenna
construir	rakennuksessa
construir	rakentaminen
construir	rakennus
construir	rakennuksen
tarda	vaatii
traballaban	työskennellyt
traballaban	työskenteli
traballaban	toiminut
traballaban	töissä
traballaban	työskentely
tiveran	oli
tiveran	ne
tiveran	he
ainda	vielä
ainda	vieläkin
ainda	edelleen
ainda	yhä
usala	käyttää
usala	käyttö
usala	käytä
usala	käytettävä
optimista	optimistinen
normalidade	yleensä
normalidade	normaalisti
normalidade	tavallisesti
medran	kasva
medran	kasvaa
medran	kasvata
medran	kasvattaa
cadela	koiran
cadela	koira
cadela	narttu
cadela	akka
encantaríame	rakasta
encantaríame	rakkautta
encantaríame	rakastaa
encantaríame	love
encantaríame	rakkaus
virtude	hyve
perigos	vaaroja
perigos	vaarat
intencións	aikeet
intencións	aikeita
cursos	kurssit
cursos	kurssien
cursos	kursseja
cursos	seminaarit
cursos	seminaareja
lembrades	muista
lembrades	muistakaa
lembrades	sinä
willie	willie
dick	kulli
dick	dick
dick	mulkku
herbas	ruohoa
herbas	ruoho
herbas	yrttejä
howard	howardin
howard	howard
golpear	lakko
computadora	tietokoneet
computadora	tietokone
computadora	tietokoneen
contactar	yhteyttä
contactar	yhteyshenkilö
contactar	yhteystiedot
preocúpame	huoli
arquitecto	arkkitehti
catedral	katedraali
comparar	vertaa
comparar	vertailla
comparar	verrata
manexar	käsittele
manexar	hoitaa
manexar	kahva
española	espanjan
española	espanjalaiset
española	espanjalainen
española	espanja
española	espanjaa
xogador	pelaajan
xogador	pelaaja
xogador	peluri
xogador	uhkapeluri
computadores	tietokoneita
computadores	tietokoneet
durmía	uni
durmía	nuku
durmía	nukkua
durmía	nukkui
durmía	nukkunut
bacteria	bakteeri
bacteria	bakteerit
bacteria	bakteeri
élle	välitä
élle	hän
élle	don
entren	hanki
entren	saada
entren	saa
entren	hae
parentes	sukulaiset
parentes	sukulaisia
bailes	tanssit
bailes	tanssii
empezaron	alkanut
empezaron	alkoi
empezaron	aloitti
empezaron	aloitettu
empezaron	ne
empezaron	he
estadio	stadion
estadio	stadium
estadio	arena
estadio	areenalla
estadio	areena
ocuparme	ottaa
ocuparme	ota
ocuparme	otetaan
ocuparme	välitä
atópanse	ovat
atópanse	ovatko
fósemos	olivat
fósemos	olivatko
obstáculos	esteitä
obstáculos	esteet
sinxelamente	yksinkertaisesti
sinxelamente	vain
variedades	lajikkeiden
variedades	lajikkeet
sabiades	teki
sabiades	tietää
sabiades	tiedä
sabiades	sinä
hamburguesa	hampurilainen
hamburguesa	hampurilaisen
deitados	valehtelee
deitados	valehtelu
razas	sateen
razas	sataa
razas	sade
razas	rain
razas	sadetta
declarou	ilmoitettu
declarou	julisti
declarou	julistettiin
declarou	julistettu
pulmón	keuhkot
pulmón	keuhko
detectar	havaitse
detectar	havaita
cambiará	will
cambiará	tahto
cambiará	vaihda
cambiará	muuta
cambiará	muutos
cambiará	muuttaa
catástrofe	katastrofi
descuberta	löydetty
descuberta	löydettiin
descuberta	löytö
descuberta	löytöjä
voluntario	vapaaehtoistyö
voluntario	vapaaehtoista
voluntario	vapaaehtoiset
voluntario	vapaaehtoinen
ímoslle	täällä
ímoslle	tässä
pódesme	voi
pódesme	sinä
estarías	sinä
ombro	olkapää
desesperado	epätoivoinen
sentenza	lause
sentenza	virke
sentenza	tuomio
superar	ohi
superar	yli
convén	varten
moralmente	moraalisesti
construímos	rakensi
construímos	rakennettu
cambiamos	muutettu
cambiamos	muuttunut
cambiamos	muutti
cambiamos	vaihdettu
cambiamos	vaihda
cambiamos	muuta
cambiamos	muutos
cambiamos	muuttaa
comparado	verrattuna
entendedes	sinä
entendedes	ymmärrä
entendedes	ymmärtää
terminou	ohi
terminou	yli
alimenta	siemeniä
alimenta	siemen
alimenta	siemenet
alimenta	siementen
hoxendía	tänään
hoxendía	today
creador	luoja
feixóns	papuja
feixóns	pavut
barras	tangot
barras	baareissa
barras	baarit
barras	baareja
eficiente	tehokasta
eficiente	tehokas
eficiente	tehokkaat
concordo	hyväksy
concordo	sovittava
nenez	lapsuuden
nenez	lapsuus
nenez	lapsuudesta
vales	laaksot
imaxinaba	ajattele
imaxinaba	mieti
naturais	luonnolliset
naturais	luonnollinen
naturais	luonnon
naturais	luonnollista
valioso	arvokkaita
valioso	arvokas
valioso	arvokasta
caendo	kaatuu
caendo	putoaminen
caendo	putoaa
caendo	down
caendo	alas
caendo	alaspäin
lavadora	pesu
lavadora	laite
lavadora	koneen
lavadora	kone
leña	puu
leña	puuta
leña	puusta
deixará	sinä
deixará	poistu
deixará	lähde
deixará	jätä
comezos	aikaisin
comezos	varhainen
comezos	aikainen
xeada	frost
cráteres	kraattereita
cráteres	pommi
fadas	keiju
crearon	ne
crearon	he
crearon	luotu
crearon	loi
crearon	luodut
crearon	luonut
crearon	luotiin
gobernamental	valtio
gobernamental	hallitus
gobernamental	hallituksen
viran	nähnyt
viran	nähty
viran	nähneet
matemática	matematiikka
matemática	matematiikkaa
matemática	matematiikan
matemática	matemaattinen
pílulas	pillereitä
contando	laskee
contando	laskenta
contando	laskeminen
leccións	tunnit
leccións	oppitunteja
fotógrafo	valokuvaaja
fotógrafo	kuvaaja
rematara	oli
rematara	oliko
rematara	ohi
rematara	yli
saíches	ulos
saíches	sinä
saíches	teki
paquetes	pakkausta
paquetes	pakkaukset
paquetes	paketit
paquetes	paketteja
paquetes	pakkaukset
detívose	pysähtyi
detívose	lopetti
detívose	pysäytetty
produciu	tuotetut
produciu	tuotettu
produciu	tuottanut
sudáfrica	etelä
sudáfrica	etelään
sudáfrica	afrikka
sudáfrica	afrikan
quererías	tykkää
quererías	kuten
quererías	kuin
quererías	olisi
quererías	sinä
quererías	haluu
teñades	sinä
vistas	näkymä
vistas	view
vistas	näytä
vistas	mieltä
instrumentos	instrumentit
instrumentos	välineitä
instrumentos	välineet
unir	liittyä
unir	liity
protagonista	päähenkilö
esqueceu	unohdin
esqueceu	unohti
esqueceu	unohdettu
esqueceu	unohtanut
esqueceu	unohtunut
cociñas	keittiöt
gravación	nauhoitus
gravación	tallentaa
gravación	kirjaaminen
gravación	tallentaminen
gravación	tallennus
giovanni	giovanni
carriño	vaunun
carriño	vaunut
carriño	vaunu
intentas	kokeile
intentas	yritä
intentas	sinä
intentas	yrittää
intentas	yritän
dáche	antaa
dáche	sinä
gordos	rasvaa
gordos	rasva
gordos	läski
gordos	paksu
gordos	lihava
televisor	tv
televisor	televisio
seguiron	seurasi
seguiron	seurannut
seguiron	seurattu
seguiron	seurasin
firmes	huomio
misterioso	salaperäinen
misterioso	mystinen
quendas	vuoroja
obradoiros	työpajoja
conseguen	hanki
conseguen	saada
conseguen	saa
conseguen	hae
conseguen	voi
descobre	ulos
levaría	olisi
levaría	ottaa
levaría	ota
levaría	otetaan
danny	danny
ataca	iskujen
ataca	hyökkäykset
ataca	iskut
ataca	hyökkäys
ulises	odysseus
miserable	onneton
miserable	kurja
miserable	surkea
órbita	kiertoradalta
órbita	kiertoradalle
atractiva	viehättävä
atractiva	houkutteleva
apuntar	pisteen
apuntar	kohta
apuntar	pistettä
apuntar	piste
apuntar	point
apuntar	tähtää
apuntar	tavoite
apuntar	tähdätä
apuntar	tavoitteena
soviética	neuvostoliitto
esmagar	murskasi
ofreceu	tarjosi
ofreceu	tarjottu
ofreceu	tarjotaan
dificultade	vaikeuksia
dificultade	vaikeudet
dificultade	vaikeus
parlamento	parlamentin
parlamento	parlamentti
espellos	peilit
espellos	peilejä
rota	rikkinäinen
rota	rikottu
rota	rikki
anónimos	nimetön
caixeiro	kassa
caixeiro	laite
caixeiro	koneen
caixeiro	kone
alias	alias
alias	aka
nacido	syntynyt
nacido	syntyneet
nacido	syntyi
títulos	osastot
títulos	otsikot
custos	kustannukset
custos	kulut
custos	kustannukset
custos	maksaa
custos	hinta
custos	kulut
custos	kustannus
vehículos	ajoneuvot
vehículos	ajoneuvojen
metín	pistä
metín	laita
metín	laittakaa
trouxeches	sinä
trouxeches	teki
trouxeches	tuoda
trouxeches	tuo
prometinlle	luvattu
prometinlle	lupasivat
prometinlle	luvannut
prometinlle	lupasi
soña	unet
soña	unia
soña	unelmia
soña	unelmat
soña	unta
soña	haaveilla
consolo	lohtua
consolo	lohduttaa
espíritos	henget
espíritos	henkiä
algures	jonnekin
algures	jossain
algures	jossakin
tornou	ryhdy
taberna	baariin
taberna	baarissa
taberna	baari
taberna	baarin
taberna	tavernassa
vapor	höyryä
mátame	tapa
mátame	tappaa
mátame	tappakaa
amarga	katkera
afogar	hukuttaa
afogar	hukkua
afogar	hukkuu
afogar	hukkuminen
localizacións	sijainnit
ditadura	diktatuuri
ditadura	diktatuurin
donas	naiset
baker	baker
baker	bakerin
tolear	hullua
tolear	crazy
tolear	hullu
tolear	hullu
imaxine	kuvittele
louco	hullua
louco	crazy
louco	hullu
louco	vihainen
louco	mad
louco	hullu
gravata	sido
gravata	tasapeli
gravata	solmio
probe	kokeile
probe	yritä
cuspir	sylkee
cuspir	sylki
cuspir	sylkeä
volvese	takaisin
volvese	selkä
volvese	taaksepäin
planear	suunnitella
planear	suunnitelma
planear	suunnitelman
olle	katso
xogas	soita
xogas	pelata
xogas	pelaa
xogas	play
perdo	hävitä
perdo	häviä
perdo	menettää
perdo	häviää
regresou	tuli
regresou	tulis
regresou	takaisin
regresou	selkä
regresou	taaksepäin
mate	tapa
mate	tappaa
mate	tappakaa
desgraciado	onneton
desgraciado	tyytymätön
beiras	pankit
beiras	pankkien
aloxamento	asumista
aloxamento	asuminen
aloxamento	asunto
mudanzas	muutokset
mudanzas	muutoksia
fartos	oli
fartos	syötetty
fartos	mukaan
fartos	mukana
fartos	with
fartos	kanssa
berro	itkeä
berro	itku
berro	huuto
berro	itke
berro	huuda
karl	karl
desorde	häiriö
desorde	sotku
desorde	sotkua
comerciante	kauppias
comerciante	kauppiaan
comerciante	kauppias
comerciante	elinkeinonharjoittajan
comerciante	toimija
perfume	kölnin
perfume	kölnissä
direicho	kerro
direicho	sinä
roxa	punaiset
roxa	punainen
roxa	punaista
roxa	red
faríao	olisi
saiamos	hanki
saiamos	saada
saiamos	saa
saiamos	hae
saiamos	ulos
téxtil	tekstiili
téxtil	mill
castrón	poika
castrón	tykki
castrón	pyssy
castrón	ase
fascistas	fasistit
fascistas	fasisti
lenin	lenin
tócache	sinun
tócache	käänny
arranxalo	korjaa
arranxalo	korjata
arranxalo	hanki
arranxalo	saada
arranxalo	saa
arranxalo	hae
dicídelle	kerro
dicídelle	hänet
protesta	mielenosoitus
protesta	protestoida
bandeiras	liput
bandeiras	lippuja
caralludo	mukavaa
caralludo	hienot
caralludo	hieno
caralludo	kiva
mami	mutsi
mami	äiti
mami	äiti
lémbraste	muista
lémbraste	muistakaa
lémbraste	sinä
prometida	luvattu
prometida	lupasivat
prometida	luvannut
prometida	lupasi
cómoda	mukavat
cartuchos	patruunat
cartuchos	ammuksia
cartuchos	ammukset
balón	pallo
balón	pallon
balón	kuula
balón	tanssiaiset
tomaches	sinä
delegación	valtuuskunnan
delegación	lähetystö
delegación	valtuuskunta
delegación	valtuuskuntaa
voltamos	takaisin
voltamos	selkä
voltamos	taaksepäin
revólver	tykki
revólver	pyssy
revólver	ase
revólver	käsiase
mato	tapettu
mato	tappanut
mato	tappoi
mato	tapa
mato	tappaa
mato	tappakaa
baleiros	tyhjennä
baleiros	tyhjä
patrullas	partiot
patrullas	autoja
patrullas	autot
patrullas	autojen
colliches	sinä
sid	sid
insulto	loukkaa
insulto	loukata
insulto	loukkaus
enxeñeiro	insinööri
subiu	mennyt
subiu	poissa
subiu	sai
subiu	sain
díganos	kerro
discursos	puheita
discursos	puheenvuorot
discursos	puheet
louie	louie
séntate	down
séntate	alas
séntate	alaspäin
puideses	sinä
puideses	vois
puideses	voisi
arrestar	pidätys
arrestar	pidätetty
arrestar	pidätykset
arrestar	pidättää
eddie	eddie
confirmar	vahvistaa
confirmar	vahvista
bañeira	kylpy
bañeira	kylvyn
bentley	bentley
quizá	ehkä
quizá	ehkä
quizá	ehkäpä
coñecerte	sinä
coñecerte	tapaaminen
coñecerte	tavata
coñecerte	tapaa
chegarás	sinä
chegarás	will
chegarás	tahto
dormes	uni
dormes	nuku
dormes	nukkua
dormes	sinä
ruliña	rakasta
ruliña	rakkautta
ruliña	rakastaa
ruliña	love
ruliña	rakkaus
ruliña	pieni
ruliña	pikku
ruliña	vähä
ruliña	kyyhkynen
pó	pölyä
pó	pölyn
pó	pöly
envíe	mail
envíe	postia
envíe	posti
envíe	sähköposti
gravadora	nauha
gravadora	kasetti
gravadora	nauhuri
dourado	golden
dourado	kultaiset
dourado	kultainen
telegrama	sähke
remataches	sinä
remataches	valmis
remataches	valmiit
remataches	päättynyt
medallas	mitaleja
mova	siirrä
mova	siirry
cruce	ylittää
cruce	ylittäminen
cruce	ylitys
heiche	sinä
negrata	neekeri
marabillas	ihmeet
marabillas	ihmeitä
prometeu	luvattu
prometeu	lupasivat
prometeu	luvannut
prometeu	lupasi
prometeu	on
troco	vaihda
troco	muuta
troco	muutos
troco	muuttaa
guindar	heittää
guindar	heitto
guindar	heittää
guindar	heitto
explorador	explorer
explorador	ranger
cafés	kahviloita
lar	kotiin
lar	kodin
lar	kotona
lar	koti
derrubar	down
derrubar	alas
derrubar	alaspäin
quixer	haluu
prometido	sulhanen
mula	muuli
cadaquén	jokainen
cadaquén	kaikille
cadaquén	kaikki
cadaquén	jokainen
cadaquén	kunkin
cadaquén	kumpikin
cadaquén	kukin
banal	tavallinen
banal	tavalliset
