williamsi	williams
erapooletu	neutral
erapooletu	neutro
erapooletu	neutra
erapooletu	neutralidade
erapooletu	neutros
balthasar	balthasar
duke	duque
duke	duke
juut	judaica
juut	judeus
juut	judia
juut	judeu
juut	judaico
juut	judeu
lahendused	soluções
laulda	sing
laulda	cante
laulda	cantem
laulda	cantar
laulda	canta
planeerimine	planejamento
planeerimine	planeamento
planeerimine	planificação
võrreldakse	compara
cesare	cesare
cesare	cesar
ameeriklased	americanos
tehnoloogiad	tecnologias
kohtuda	conheçam
kohtuda	conheça
kohtuda	conhecer
diktatuuri	ditadura
mercia	mércia
okt	toc
okt	out
louvre	louvre
kuude	meses
ministrid	ministros
kümned	rte
kümned	dezenas
kümned	dezenas
kümned	dúzias
racing	racing
racing	corridas
racing	corrida
solanum	solanum
kent	kent
tudengid	alunos
tudengid	estudantes
quintus	quinto
quintus	quintus
karvane	peludo
karvane	peludos
karvane	peluda
karvane	cabeludo
karvane	peludo
ülevõtmine	transposição
piirkondlikud	regionais
piirkondlikud	regional
kristo	kristo
windsor	windsor
kasvatus	paternidade
ari	ari
hondurase	honduras
sõnastik	glossário
sõnastik	dicionário
teravilja	cereais
teravilja	cereal
hädavajalik	indispensável
hädavajalik	indispensáveis
hädavajalik	imprescindível
hädavajalik	essencial
hädavajalik	essenciais
kristin	kristin
martino	martino
keerukas	complexas
keerukas	complexo
keerukas	complexos
keerukas	complexa
põrgu	diabos
põrgu	hell
põrgu	inferno
põrgu	raios
lucca	lucca
laboratooriumi	laboratório
laboratooriumi	laboratórios
eranditult	exclusivamente
hms	hms
kollektsioon	recolha
kollektsioon	colecção
kollektsioon	coleção
spordiala	desporto
spordiala	esporte
toetaja	contribuinte
toetaja	colaborador
toetaja	apoiante
moto	mote
moto	lema
moto	moto
bradley	bradley
dünamo	dínamo
pilk	relance
pilk	olhar
õnneks	felizmente
elektriliselt	electricamente
osapooled	contrapartes
porta	porta
hamiltoni	hamilton
lõpetamine	completação
lõpetamine	finalização
lõpetamine	conclusão
lõpetamine	fechamento
lõpetamine	encerramento
lõpetamine	formatura
lõpetamine	graduação
lõpetamine	terminação
lõpetamine	cessação
lõpetamine	rescisão
potentsiaal	potencialidades
potentsiaal	potencial
potentsiaal	potenciais
faso	faso
klient	cliente
klient	clientes
klient	cliente
edastamine	transmissão
edastamine	encaminhamento
skt	pib
gibson	gibson
fanny	fanny
webber	webber
sajad	centenas
pakistan	paquistão
dis	dis
clement	clemente
clement	clement
ühtlane	farda
ühtlane	uniforme
ühtlane	uniformes
poodi	loja
poodi	compras
poodi	conservar
poodi	loja
poodi	armazenar
lazio	lazio
lazio	lácio
birger	birger
seks	sex
seks	sexo
renoveeritud	remodelado
renoveeritud	renovado
renoveeritud	renovados
lausanne	lausanne
stabiilsus	estabilidade
tausta	antecedentes
tausta	fundo
reaalsus	realidade
reaalsus	reality
evolutsioon	evolution
evolutsioon	evolução
metaani	metano
tõmbas	puxado
tõmbas	puxados
tõmbas	puxou
tõmbas	puxada
konfliktid	conflitos
konfliktid	conflito
konfliktid	conflitos
signaalid	sinais
julien	julien
julien	juliano
phelps	phelps
junior	júnior
junior	junior
phd	doutoramento
phd	doutorado
phd	phd
sõjalised	militares
sõjalised	militar
salvatore	salvatore
süüdistus	acusação
süüdistus	cobrar
süüdistus	acusação
kartes	temendo
airbus	airbus
setted	sedimentos
uraan	urânio
uraan	urano
bussi	autocarro
bussi	ônibus
bussi	autocarros
süstemaatiliselt	sistematicamente
maadlus	wrestling
karol	karol
piibel	biblia
piibel	bíblia
bryan	bryan
nukleotiidi	nucleótidos
borussia	borussia
dee	dee
palk	salário
palk	ordenados
palk	salário
palk	salários
kosmonaut	cosmonauta
graf	graf
riba	despir
riba	strip
sojuz	soyuz
õlut	beer
õlut	cerveja
õlut	cervejas
sõltus	dependia
hüljatud	abandonadas
hüljatud	abandonou
hüljatud	abandonada
hüljatud	abandonado
hüljatud	abandonados
kavatsusest	intenções
kavatsusest	intenção
beyond	beyond
beyond	além
levin	levin
pingeid	tensão
pingeid	tensões
pingeid	tensões
nacional	nacional
vahekord	coito
vahekord	coito
warner	warner
failid	arquivos
failid	ficheiros
tõlgendus	interpretação
proosa	prosa
mõistmine	entendendo
mõistmine	compreender
mõistmine	compreendendo
mõistmine	entendimento
mõistmine	compreensão
gustave	gustave
kuraator	curador
mutatsioonid	mutações
viiulit	violino
metsik	selvagem
metsik	wild
metsik	selvagens
aacheni	aachen
streik	strike
streik	greve
karistada	punir
karistada	castigar
kalli	abraço
vangid	prisioneiras
vangid	presos
vangid	prisioneiros
vangid	contras
vangid	cons
sami	sami
määratleb	define
vaatlused	inquéritos
vaatlused	observações
tunnustus	reconhecimento
martha	marta
martha	martha
kara	kara
diagnostika	diagnóstico
diagnostika	diagnósticos
diagnostika	diagnóstico
cpu	cpu
füüsilised	física
füüsilised	físicas
füüsilised	fisico
füüsilised	físicos
füüsilised	físico
efektiivselt	efetivamente
efektiivselt	eficazmente
efektiivselt	eficientemente
peer	peer
peer	peido
meeleavaldajate	manifestantes
meeleavaldajate	protestantes
meeleavaldajate	manifestantes
crystal	cristal
crystal	cristais
crystal	crystal
ustav	leais
ustav	fiel
ustav	leal
madalmaad	holanda
münsteri	münster
