политехнический	polytechnic
баланс	saldo
баланс	balanse
персии	persia
разведку	speiding
разведку	utforskning
комарка	comarca
обозреватель	spaltist
псков	pskov
разведка	intelligence
разведка	intelligens
разведка	etterretning
разведка	rekognosering
разведка	oppklaring
разведка	utforskning
защитники	forsvarere
ткань	duken
ткань	klede
ткань	klut
ткань	tøy
рыцари	knights
рыцари	riddere
низ	nih
низ	nederst
низ	bottom
низ	bunnen
низ	bunn
регистрация	registrer
регистрация	register
регистрация	registrere
регистрация	registrering
регистрация	påmelding
регистрация	vognkort
архангельск	arkhangelsk
гомер	homer
служащий	medarbeider
служащий	ansatt
миссий	oppdrag
ужас	redsel
ужас	horror
ужас	skrekk
рязань	rjazan
эльст	elst
консультант	konsulent
поступления	inntekt
поступления	utbyttet
поступления	inntekt
поступления	omsetning
поступления	inntekter
патент	patent
франкфурт	frankfurt
моделирования	simulering
потоков	strømmer
потоков	streams
читайте	lest
читайте	lese
читайте	les
читайте	read
лоренцо	lorenzo
вестфалия	westfalen
точной	presis
точной	nøyaktig
точной	saklig
точной	korrekt
точной	nøyaktige
смирнова	smirnova
отверстия	åpninger
отверстия	hull
отверстия	huller
краков	krakow
краков	kraków
краков	kraków
пятна	flekker
пятна	flekker
предлогом	påskudd
зимбабве	zimbabwe
уши	uschi
уши	ørene
уши	ører
нагрузка	lad
нагрузка	last
андреас	andreas
блюда	måltider
блюда	måltidene
блюда	måltid
блюда	retter
блюда	tallerkener
блюда	oppvask
обычная	alminnelig
обычная	ordinær
обычная	ordinært
обычная	vanlig
переменных	variabler
переменных	variablene
джеки	jackie
джеки	jacky
стекло	glass
запрещена	forbudte
запрещена	forbudt
запрещена	forbudt
запрещена	forbudte
запрещена	bannlyst
запрещена	utestengt
запрещена	forbudt
запрещена	forbød
совершено	engasjert
совершено	begått
совершено	forpliktet
бол	bol
витебск	vitebsk
нпо	ngo
нпо	ngo
маккартни	mccartney
жив	levende
жив	alive
искусственный	kunstig
спросить	ask
спросить	spør
эксперты	eksperter
рэп	rapp
рэп	rap
трансляции	sending
трансляции	sendingen
трансляции	kringkasting
трансляции	kringkaste
трансляции	kringkaster
трансляции	sendinger
фауны	fauna
членство	medlemskap
членство	medlemskap
майер	maier
майер	mayer
майер	meier
майер	meyer
норман	norman
кристи	christie
кристи	christy
главу	kapittel
голод	hungersnød
голод	sult
голод	hunger
алтарь	alter
страсти	lidenskap
страсти	passion
страсти	lidenskap
страсти	lidenskapen
антропологии	antropologi
бежали	flyktet
товарищи	følgesvenner
товарищи	kamerater
отменил	annullert
отменил	kansellert
отменил	avbrutt
отменил	avlyst
слушателей	lytterne
слушателей	lyttere
сет	set
сет	satt
сет	angi
сет	sett
сет	angitt
сет	seth
роже	roger
общаться	kommunisere
валюты	valuta
валюты	valutaer
толщина	tykkelse
билет	billett
диски	felger
диски	disker
диски	kjører
автоматическая	automatisk
автоматическая	automatgir
распад	sammenbrudd
распад	forfall
распад	oppløsning
восточное	orientalsk
восточное	østlig
восточное	øst
похороны	begravelse
похороны	begravelse
похороны	begravelser
хабаровск	khabarovsk
крыши	takene
крыши	hustakene
крыши	taket
крыши	tak
эмили	emily
потребность	trenge
потребность	treng
потребность	need
потребность	behov
потребность	trenger
бег	løping
бег	løper
бег	kjører
бег	jogge
бег	jogging
крещение	dåp
крещение	dåp
крещение	barnedåp
