the	os
magazines	revistas
flow	caudal
flow	flow
flow	fluxo
peer	peer
attacked	atacado
attacked	atacaram
attacked	atacada
attacked	atacados
attacked	atacou
generate	gerar
generate	gera
shape	forma
shape	shape
creator	criador
creator	criadora
requires	exige
requires	requer
option	opção
lincoln	lincoln
starts	inicia
starts	começa
stands	bancas
stands	bancadas
stands	stands
establishment	estabelecimento
selling	vender
selling	vendendo
causes	causa
causes	causas
budget	orçamento
budget	orçamentos
battles	batalhas
sky	ceu
sky	sky
sky	céu
legend	legend
legend	lenda
legend	legenda
arrested	detido
arrested	presa
arrested	preso
arrested	presos
forum	fórum
forum	foro
forum	forum
metro	metropolitano
metro	metrô
metro	metro
broke	quebrou
broke	partiu
strike	strike
strike	greve
injury	lesões
injury	lesão
injury	prejuízo
injury	ferimento
ryan	ryan
zero	zero
converted	converteu
converted	convertido
converted	convertida
converted	convertidas
converted	convertidos
violence	violencia
violence	violência
significantly	significativamente
statements	declarações
statements	depoimentos
controlled	controlada
controlled	controlado
controlled	controlados
controlled	controladas
welsh	galês
welsh	welsh
welsh	galesa
roger	rogério
roger	roger
pdf	pdf
distinguished	distintos
distinguished	distinguido
distinguished	distinto
samuel	samuel
translated	traduzida
translated	traduzidas
translated	traduzido
papers	papéis
detail	detalhe
detail	detalhes
detail	pormenor
chapel	capela
frederick	frederico
frederick	frederick
thousands	milhares
banks	banks
banks	bancos
offensive	ofensivos
offensive	ofensivo
offensive	ofensiva
offensive	ofensivas
kings	kings
kings	reis
factor	factor
factor	fator
rename	renomear
replace	substituir
replace	substitui
replace	substitua
replace	substituição
museums	museus
resistance	resistências
resistance	resistência
junction	junction
junction	junção
tries	tentativas
tim	tim
engines	motores
contributed	contribuíram
contributed	contribuiu
contributed	contribuído
medium	mídia
medium	médio
medium	média
medium	meio
medium	médium
device	aparelho
device	dispositivo
profit	lucro
profit	lucros
dream	sonhar
dream	dream
dream	sonho
enter	entra
enter	insira
enter	enter
enter	entrar
twelve	doze
twelve	twelve
universal	universal
universal	universais
typical	típico
typical	típicas
typical	típicos
typical	típica
seeing	vendo
skills	skills
skills	habilidades
skills	aptidões
skills	competências
bought	comprei
bought	comprou
bought	comprada
bought	comprado
bought	comprados
passenger	passageira
passenger	passageiros
passenger	passageiro
cleveland	cleveland
funding	financiamento
agriculture	agricultura
parent	pais
decades	décadas
receiving	recebendo
receiving	recebimento
receiving	receber
signal	sinal
signal	sinalizar
reform	reformar
reform	reforma
reform	reformas
organisation	organização
prix	prix
column	colunas
column	coluna
utah	utah
managers	gerentes
managers	gestores
qualified	qualificadas
qualified	qualificada
qualified	qualificado
qualified	qualificados
indicate	indique
indicate	indiquem
indicate	indicar
ukrainian	ucraniana
ukrainian	ucranianos
ukrainian	ucraniano
gay	gays
gay	gay
gay	homossexual
amateur	amadora
amateur	amadores
amateur	amador
obviously	obviamente
flora	flora
gene	gene
gene	genes
soul	alma
soul	soul
alt	alt
discussions	discussões
montreal	montreal
turns	transforma
walker	walker
entrance	entrada
path	path
path	caminho
nice	boa
nice	belo
nice	bom
nice	legal
nice	nice
string	string
influenced	influenciou
influenced	influenciada
influenced	influenciado
influenced	influenciados
developing	desenvolver
developing	desenvolvendo
abandoned	abandonadas
abandoned	abandonou
abandoned	abandonada
abandoned	abandonado
abandoned	abandonados
humans	humanos
pair	par
sample	amostra
sample	amostras
contained	continham
contained	continha
contained	contidos
contained	contidas
contained	contido
contained	contida
banned	proibida
banned	proibidos
banned	banida
banned	banido
banned	proibido
moore	moore
strongly	fortemente
visited	visitado
visited	visitada
visited	visitei
visited	visitou
visited	visitados
increasing	aumentar
increasing	aumentando
increasing	crescente
attorney	advogada
attorney	advogado
attorney	procurador
arm	braço
arm	arm
arm	armar
mathematics	matemática
canal	canal
charts	gráficos
charts	paradas
thinking	pensamento
thinking	pensando
thinking	pensar
dublin	dublin
dublin	dublim
suggests	sugere
surname	apelidos
surname	apelido
surname	sobrenome
brain	cérebro
brain	miolos
brain	brain
pittsburgh	pittsburgh
blog	blog
blog	blogue
economics	economia
seventh	sétima
seventh	seventh
seventh	sétimo
alex	alex
employed	empregado
employed	empregados
heavily	pesadamente
heavily	fortemente
authors	autores
paintings	pinturas
paintings	quadros
concerned	preocupada
concerned	preocupados
concerned	preocupado
recipients	beneficiários
recipients	destinatários
scholars	acadêmicos
scholars	estudiosos
controversial	polémica
controversial	controverso
controversial	polêmica
controversial	controversa
controversy	controvérsias
controversy	controvérsia
controversy	polêmica
expressed	expressos
expressed	expresso
expressed	expressado
expressed	expressas
expressed	expressa
josé	josé
bodies	corpos
bodies	órgãos
conservation	conservação
maps	mapas
maps	mapa
marie	marie
marie	maria
arguments	argumentos
arguments	argumentação
chain	cadeia
chain	corrente
focused	focado
focused	concentrado
focused	concentrada
focused	focada
readers	leitores
carl	carlos
carl	carl
violation	violação
offices	gabinetes
offices	escritórios
wave	onda
wave	acenar
wave	wave
circle	círculo
circle	circle
circle	circulo
apart	apart
invasion	invasões
invasion	invasão
jimmy	jimmy
opportunity	opportunity
opportunity	oportunidade
opportunity	oportunidades
determine	determinar
determine	determina
determine	determinam
determine	determine
colspan	colspan
orthodox	ortodoxo
orthodox	ortodoxos
orthodox	ortodoxa
voted	votada
voted	votaram
voted	votado
voted	votou
voted	votei
formal	formais
formal	formal
describes	descreve
seconds	segundos
cycle	ciclo
doubt	duvido
doubt	dúvidas
doubt	duvidas
doubt	dúvida
doubt	duvida
golf	golfe
walls	paredes
walls	muralhas
walls	muros
productions	produções
constituency	eleitorado
constituency	circunscrição
closely	estreitamente
occurs	ocorre
huge	enormes
huge	enorme
andy	andy
representing	representar
representing	representando
indonesia	indonésia
sell	vender
sell	venda
sell	vendo
sell	vende
mon	seg
mon	mon
drawn	desenhado
diocese	diocese
tank	tanques
tank	tanque
tank	reservatório
tank	tank
advice	assessoria
advice	conselho
advice	conselhos
advice	aconselhamento
senator	senador
senator	senadora
generated	gerados
generated	gerado
generated	gerada
generated	geradas
malaysia	malásia
asking	pedindo
asking	perguntando
asking	perguntar
finland	finlândia
finland	finlandia
causing	causando
causing	causar
causing	provocando
leads	cadastros
leads	leads
lawyer	jurista
lawyer	advogada
lawyer	advogado
seattle	seattle
gain	ganho
index	index
index	indice
index	índices
index	índice
saints	santos
saints	saints
runner	runner
runner	corredor
crisis	crise
crisis	crises
cinema	cinemas
cinema	cinema
matt	matt
hollywood	hollywood
reaction	reacção
reaction	reação
medals	medalhas
documents	documentos
reader	leitora
reader	leitor
lawrence	lourenço
lawrence	lawrence
pattern	padrão
archives	arquivo
archives	arquivos
atlanta	atlanta
voting	votação
voting	votando
voting	votações
voting	voto
voting	votar
reviewed	revisto
looked	parecia
looked	olhei
looked	olhou
bear	ursinho
bear	bear
bear	urso
perfect	perfeito
perfect	perfeitas
perfect	perfeitos
perfect	perfeita
perfect	perfect
restored	restaurada
restored	restaurados
restored	restaurado
bruce	bruce
baltimore	baltimore
baron	barão
baron	baron
pan	panela
pan	frigideira
pan	pan
pan	pã
fantasy	fantasy
fantasy	fantasia
fantasy	fantasias
duty	dever
duty	duty
chair	cadeira
scenes	cenas
broad	vasto
broad	ampla
broad	amplo
opposite	oposta
opposite	opostos
opposite	oposto
aged	envelheceu
aged	envelhecido
aged	envelhecida
streets	ruas
nick	nick
anna	ana
anna	anna
billy	billy
extension	prolongamento
extension	extensão
extension	prorrogação
kent	kent
parliamentary	parlamentar
parliamentary	parlamentares
kelly	kelly
shooting	tiroteio
shooting	atirando
shooting	tiro
ready	pronto
ready	preparados
ready	pronta
ready	prontos
ready	preparado
pick	palheta
pick	picareta
pick	pick
pick	escolhe
songwriter	compositor
songwriter	compositora
aware	consciente
aware	cientes
aware	ciente
aware	conscientes
jordan	jordânia
jordan	jordão
jordan	jordan
dictionary	dicionário
composition	composição
salt	sal
bangladesh	brazil
bangladesh	bangladeche
bangladesh	bangladesh
bot	robô
bot	bot
benefit	benefícios
benefit	benefício
benefit	beneficiar
lands	terras
interests	interesses
scheduled	regulares
scheduled	programada
scheduled	agendada
scheduled	programados
scheduled	agendado
scheduled	programado
teachers	professoras
teachers	professores
closing	fechamento
closing	fechando
closing	fecho
closing	encerramento
closing	fechar
advertising	publicidade
contribution	contributo
contribution	contribuição
maine	maine
retirement	aposentadoria
retirement	reforma
scientists	cientistas
dam	barragem
dam	dique
dam	represa
dam	dam
blocks	blocos
blocks	bloqueios
blocks	quadras
las	las
print	impressão
print	print
print	imprimir
techniques	técnicas
participate	participe
participate	participa
participate	participem
participate	participar
anniversary	aniversário
requested	solicitada
requested	solicitado
requested	pedida
discovery	descobertas
discovery	descoberta
discovery	discovery
explained	explicado
explained	explicada
explained	explicou
expedition	expedição
citation	citação
und	und
meanwhile	entretanto
hampshire	hampshire
creative	criativo
creative	creative
creative	criativos
creative	criativa
maintain	manter
pierre	pierre
detailed	detalhado
detailed	pormenorizadas
detailed	detalhada
detailed	detalhadas
facts	fatos
facts	factos
frame	moldura
frame	frame
frame	armação
finance	finanças
socialist	socialistas
socialist	socialista
script	guião
script	roteiro
script	script
camera	câmara
camera	camera
camera	câmera
returns	devoluções
returns	devolve
returns	retornos
returns	retorna
engaged	noiva
engaged	noivos
engaged	noivo
assistance	assistência
experienced	experiente
experienced	experientes
experienced	experimentado
underground	underground
underground	subterrâneo
underground	subterrânea
underground	subterrâneos
sale	venda
beautiful	linda
jane	jane
jane	joana
abc	abc
successor	sucessor
successor	sucessora
classification	classificação
tool	ferramenta
mining	mineira
mining	mineração
producing	produzindo
producing	produzir
cabinet	armário
cabinet	gabinete
bytes	bytes
ross	ross
russell	russel
russell	russell
citations	citações
maintained	mantidas
maintained	mantida
maintained	mantido
maintained	mantidos
evening	noite
singing	cantando
singing	cantar
fifa	fifa
gender	género
gender	gênero
gender	sexo
lakes	lagos
mail	correio
mail	mail
jeff	jeff
electoral	eleitoral
emergency	emergência
emergency	emergências
mode	mode
mode	modalidade
mode	modo
christopher	cristóvão
christopher	christopher
heads	cabeças
heads	chefes
proved	provei
proved	provado
proved	provou
priest	priest
priest	padre
priest	sacerdote
funds	fundos
investment	investimento
investment	investimentos
romanian	romeno
romanian	romenos
romanian	romena
session	sessão
session	sessões
capture	capturar
capture	captura
capture	captação
aspects	aspetos
aspects	aspectos
reduce	reduzir
reduce	reduza
trophy	troféu
abuse	abuso
abuse	abusos
prefecture	prefeitura
walk	caminhada
walk	passear
walk	andar
walk	caminhar
walk	passeio
faced	enfrentado
faced	enfrentou
normally	normalmente
snow	neve
snow	snow
shop	loja
dakota	dakota
dakota	dacota
bush	mato
bush	bush
bush	arbusto
coal	carvão
coal	hulha
inhabitants	habitantes
gary	gary
employees	trabalhadores
employees	assalariados
employees	funcionários
employees	empregados
error	erro
error	erros
invited	convidou
invited	convidadas
invited	convidados
invited	convidada
invited	convidado
cable	cabo
cable	cable
cable	cabos
protein	proteína
protein	proteínas
accident	acidente
decade	década
measure	medir
measure	mede
measure	medida
watched	assisti
watched	assistido
watched	assistiu
watched	assistiram
patients	doentes
patients	pacientes
downtown	downtown
animated	animado
animated	animação
animated	animados
animated	animada
animated	animadas
satellite	satélite
satellite	satellite
satellite	satélites
johnny	johnny
combination	combinação
courts	tribunais
sequence	seqüência
sequence	sequência
sequence	sequencia
hook	hook
hook	gancho
hook	anzol
clean	limpo
clean	limpe
clean	limpar
clean	limpa
owners	proprietários
owners	donos
twin	gémeo
twin	gêmeos
twin	gêmeas
twin	twin
twin	gêmeo
twin	gêmea
distributed	distribuídas
distributed	distribuída
distributed	distribuiu
distributed	distribuído
distributed	distribuídos
describe	descrever
describe	descreve
describe	descreva
defensive	defensiva
defensive	defensivo
defensive	defensivos
islam	islam
islam	islã
islam	islamismo
islam	islão
photos	fotografias
photos	fotos
ottoman	otomano
ottoman	otomanos
ottoman	otomana
trained	treinou
trained	treinada
trained	treinado
trained	treinados
affected	afetado
affected	afetadas
affected	afectados
affected	afetada
affected	afectado
affected	afetados
routes	rotas
routes	itinerários
routes	percursos
ministers	ministros
wine	vinho
wine	vinhos
lanka	lanca
lanka	lanka
carlos	carlos
landing	desembarque
landing	aterragem
landing	pouso
collected	recolhido
collected	coletados
collected	recolhida
collected	recolhidos
revival	renascimento
rio	rio
communes	municípios
communes	comunas
saturday	sábados
saturday	sábado
saturday	sabado
mps	pms
mps	deputados
guess	adivinha
guess	adivinhe
drop	drop
drop	gota
sarah	sarah
sarah	sara
swimming	natação
swimming	nadar
membership	filiação
membership	adesão
edinburgh	edimburgo
fit	apto
fit	fit
harris	harris
dallas	dallas
degrees	graus
bachelor	bacharel
bachelor	solteiro
bachelor	solteirão
personally	pessoalmente
briefly	brevemente
briefly	resumidamente
files	arquivos
files	ficheiros
conduct	conduta
extreme	extremos
extreme	extrema
extreme	extremo
extreme	extreme
courses	cursos
homes	casas
reaching	alcançando
reaching	atingindo
reaching	alcançar
sought	procurada
sought	procurado
sought	procurou
vision	visão
vision	vision
demand	procura
demand	exigir
demand	demanda
vertical	verticais
vertical	vertical
updated	atualizados
updated	actualizado
updated	atualizado
updated	atualizada
marketing	marketing
marketing	comercialização
jason	jason
consisted	consistiu
consisted	consistiam
consisted	consistia
appeal	contestação
appeal	apelação
appeal	apelo
appeal	recurso
plane	avião
quick	rápido
victor	vítor
victor	victor
victor	vitor
dyk	dyk
solar	solares
solar	solar
ages	idades
neighborhood	bairro
neighborhood	vizinhança
wings	alas
wings	asas
wings	wings
acid	ácidos
acid	ácido
scheme	esquema
scheme	regime
rfc	rfc
constant	constante
constant	constantes
additionally	adicionalmente
hip	hip
hip	quadril
hip	anca
admins	administradores
nova	nova
ceremony	cerimónia
ceremony	cerimônia
ceremony	cerimónias
chile	chile
composers	compositores
nazi	nazista
nazi	nazi
nazi	nazis
nazi	nazistas
scholar	erudito
scholar	estudioso
liverpool	liverpool
hero	herói
hero	heroi
hero	hero
designer	desenhador
designer	designer
designer	desenhista
designer	estilista
learned	aprendi
learned	aprendeu
learned	aprendido
learned	aprenderam
instruments	instrumentos
hair	hair
hair	cabelos
hair	pêlo
hair	cabelo
consecutive	consecutivas
consecutive	consecutivo
consecutive	consecutiva
consecutive	consecutivos
movies	filmes
movies	cinema
adjacent	adjacentes
adjacent	adjacente
pool	piscina
pool	pool
norman	normando
norman	normandos
norman	norman
norman	normanda
collections	colecções
collections	coleções
belgian	belga
belgian	belgas
corporate	corporativo
corporate	empresarial
corporate	corporativa
austin	austin
driving	conduzir
driving	dirigindo
driving	condução
driving	conduzindo
phone	fone
phone	telemóvel
phone	telefone
fly	fly
fly	voe
fly	mosca
fly	voar
fly	voa
ian	lan
ian	ian
window	janela
document	documentar
document	documento
adams	adams
collaboration	colaboração
margaret	margaret
margaret	margarida
kennedy	kennedy
leg	perna
videos	vídeos
videos	videos
assume	assumam
assume	assumir
assume	assuma
attached	anexada
attached	anexados
attached	anexa
attached	anexado
dry	seca
dry	secos
dry	secas
dry	secar
dry	seco
expand	expandir
bible	biblia
bible	bíblia
matthew	matthew
matthew	mateus
depending	dependendo
serbian	sérvio
serbian	sérvia
instrument	instrumento
covering	cobrindo
covering	abrangendo
random	aleatoriamente
random	random
random	aleatório
random	aleatória
random	aleatórios
represents	representa
represents	represente
participants	participantes
mentions	menções
portrait	retrato
drivers	drivers
drivers	motoristas
drivers	controladores
drivers	condutores
drivers	pilotos
airlines	airlines
franklin	franklin
viewers	espectadores
viewers	visualizadores
viewers	telespectadores
finnish	finlandês
finnish	finlandesa
finnish	finlandeses
differences	divergências
differences	diferenças
venue	local
vocal	vocal
vocal	vocais
element	elementos
element	elemento
regularly	regularmente
rejected	rejeitados
rejected	rejeitado
rejected	rejeitada
rejected	rejeitadas
relative	parente
relative	relativa
relative	relativo
illegal	ilegais
illegal	ilegal
stewart	stewart
roof	telhado
roof	telhados
roof	teto
leagues	ligas
leagues	léguas
argued	argumentado
argued	argumentou
colour	cores
colour	cor
morgan	morgan
morgan	morgana
prisoners	prisioneiras
prisoners	presos
prisoners	prisioneiros
facebook	facebook
attend	comparecer
nelson	nelson
survived	sobreviveram
survived	sobreviveu
survived	sobrevivido
insurance	seguros
insurance	seguradora
insurance	seguro
expert	perito
expert	expert
expert	especialista
steam	vapor
steam	steam
cards	cartões
cards	cartas
cards	cards
manufacturing	fabrico
manufacturing	fabricação
testing	testando
testing	ensaios
testing	teste
testing	testes
testing	ensaio
coastal	litoral
coastal	costeiro
coastal	costeira
coastal	costeiras
yorkshire	yorkshire
rescue	salvamento
rescue	resgate
territories	territórios
thailand	tailândia
choose	escolhe
choose	escolha
choose	escolher
vienna	viena
journey	viagem
journey	jornada
journey	journey
storage	armazenagem
storage	armazenamento
costs	custos
costs	despesas
singh	singh
notably	nomeadamente
notably	notavelmente
soldier	soldado
colony	colônia
colony	colónia
evolution	evolution
evolution	evolução
taiwan	taiwan
taiwan	formosa
hurricane	furacão
judges	juízes
judges	juizes
gardens	jardins
gardens	gardens
poems	poemas
removing	remoção
removing	removendo
removing	remover
driven	impulsionado
driven	impulsionada
driven	conduzido
responsibility	responsabilidade
sentences	frases
sentences	sentenças
birmingham	birmingham
engineers	engenheiros
visible	visíveis
visible	visível
substantial	substancial
substantial	substanciais
gulf	golfo
installed	instalada
installed	instalados
installed	instalado
revolutionary	revolucionária
revolutionary	revolucionários
revolutionary	revolucionárias
revolutionary	revolucionário
inner	interior
trip	viagem
trip	trip
restaurant	restaurante
graham	graham
stores	lojas
rice	rice
rice	arroz
prove	provar
prove	prove
reasonable	razoável
reasonable	razoáveis
skin	pele
skin	skin
committed	cometeu
committed	empenhado
committed	comprometida
committed	comprometido
committed	cometido
volleyball	vôlei
volleyball	voleibol
chose	escolheu
chose	escolhi
factors	factores
factors	fatores
hundreds	centenas
injured	feridos
injured	ferida
injured	lesionado
injured	ferido
devices	dispositivos
devices	aparelhos
phrase	frase
stanley	stanley
lemmon	lemmon
thompson	thompson
suicide	suicide
suicide	suicídio
advantage	vantagem
automatically	automaticamente
disc	disc
disc	disco
minimum	mínimos
minimum	mínimo
minimum	mínima
minimum	minimo
goods	bens
goods	mercadoria
goods	mercadorias
charges	encargos
charges	cobranças
charges	acusações
charges	débitos
alfred	alfredo
alfred	alfred
operator	operador
operator	operadora
operator	operadores
merely	meramente
finishing	finalizando
finishing	terminando
finishing	acabamento
finishing	acabamentos
fred	fred
identify	identifique
identify	identificar
identify	identifica
producers	produtores
ann	ann
campbell	campbell
portland	portland
latest	últimos
latest	últimas
releases	libera
releases	lançamentos
victims	vitimas
victims	vítimas
explanation	explicações
explanation	explicação
operate	operar
threat	ameaças
threat	ameaça
crossing	cruzando
crossing	cruzamento
crossing	travessia
slow	slow
slow	lento
slow	lenta
slow	devagar
poets	poetas
stopped	parou
stopped	pararam
stopped	parei
stopped	parado
strategy	estratégia
wayne	wayne
ranking	ranking
disney	disney
wright	wright
residential	residencial
residential	residenciais
associate	associada
associate	associado
associate	associados
associate	associar
significance	significância
significance	significado
ruled	governado
ruled	governou
ruled	governados
ruled	reinou
ruled	governada
excellent	excelente
excellent	excelentes
observed	observados
observed	observado
observed	observada
observed	observadas
observed	observou
threatened	ameaçou
threatened	ameaçadas
threatened	ameaçados
threatened	ameaçado
threatened	ameaçada
friendly	amigáveis
friendly	amigável
friendly	friendly
friendly	amistoso
redirects	redireciona
temporary	temporários
temporary	temporariamente
temporary	temporário
temporary	temporária
temporary	temporárias
masters	mestres
masters	masters
masters	mestrado
peninsula	península
networks	redes
passengers	passageiros
assumed	assumido
assumed	assumidos
assumed	assumidas
assumed	assumiu
assumed	assumida
artistic	artística
artistic	artístico
artistic	artísticas
safe	seguros
safe	cofre
safe	seguro
safe	segura
festivals	festas
festivals	festivais
compete	competir
png	png
hunter	caçador
hunter	caçadora
hunter	hunter
moths	traças
alaska	alasca
alaska	alaska
partnership	parceria
partnership	parcerias
maintenance	manutenção
monitoring	acompanhamento
monitoring	monitorização
monitoring	monitoramento
evil	malvado
evil	mal
evil	evil
evil	maldade
relief	alívio
relief	relevo
charlie	charlie
poverty	pobreza
poverty	miséria
hop	lúpulo
hop	hop
fri	sex
encyclopedic	enciclopédico
filled	preenchida
filled	enchido
filled	preenchidos
filled	preenchido
nba	nba
decide	decidir
decide	decida
decide	decidam
decide	decide
breaking	quebrando
breaking	quebrar
breaking	breaking
argentine	argentina
argentine	argentino
argentine	argentinos
resigned	renunciou
oblast	oblast
drew	drew
drew	desenhou
hawaii	havaí
hawaii	hawaii
hawaii	havai
brooklyn	brooklyn
historians	historiadores
speaker	orador
speaker	falante
speaker	oradora
speaker	palestrante
moth	mariposa
moth	traça
permission	permissão
wounded	ferido
wounded	ferida
wounded	feridos
racial	racial
racial	raciais
marshall	marshall
marshall	marechal
gate	portão
gate	portal
gate	gate
springs	molas
springs	nascentes
springs	primaveras
springs	springs
roy	roy
photography	fotografia
helping	ajudando
helping	ajudar
knights	knights
knights	cavaleiros
roll	rola
roll	rolar
roll	role
roll	roll
roll	rolo
progressive	progressista
progressive	progressiva
progressive	progressivo
contrast	contrastes
contrast	contraste
continuing	continuar
continuing	continuando
processes	processos
terminal	terminal
terminal	terminais
executed	executadas
executed	executado
executed	executados
executed	executada
svg	svg
spouse	cônjuge
spouse	esposo
infrastructure	infraestruturas
infrastructure	infraestrutura
principle	princípio
principle	principio
painters	pintores
painted	pintado
painted	pintada
painted	pintadas
painted	pintados
painted	pintou
properly	corretamente
frequency	periodicidade
frequency	frequências
frequency	freqüência
frequency	frequência
shaped	moldado
joining	juntando
robinson	robinson
robinson	robson
waters	águas
waters	aguas
ridge	cume
ridge	ridge
bridges	bridges
bridges	pontes
ceo	ceo
monument	monumento
mental	mental
mental	mentais
carter	carter
carter	cárter
karl	karl
mac	mac
orleans	orleans
orleans	orléans
orleans	orleães
portal	portal
parallel	paralelo
parallel	paralelas
parallel	paralelos
parallel	paralela
regardless	independentemente
thirty	trinta
thirty	thirty
giant	gigante
giant	giant
giant	gigantes
qualifying	qualificação
qualifying	qualificar
murray	murray
afghanistan	afeganistão
assessment	apreciação
assessment	avaliação
counter	balcão
counter	contador
bears	bears
bears	ursos
purchase	compra
purchase	comprar
expression	expressão
uefa	uefa
improvement	melhoramento
improvement	aperfeiçoamento
improvement	melhoria
improvement	melhorias
madrid	madrid
madrid	madri
closure	fechamento
closure	encerramento
wheel	roda
wheel	volante
ambassador	embaixadora
ambassador	embaixador
desert	deserto
desert	desert
desert	desertos
bringing	trazendo
iranian	iraniana
iranian	iranianos
iranian	iraniano
reign	reinar
reign	reinado
uncle	titio
uncle	tio
severe	severo
severe	severas
severe	severa
severe	grave
rain	chuva
rain	chover
rain	rain
admiral	almirante
fishing	pescaria
fishing	pesca
fishing	pescar
existed	existiam
existed	existia
existed	existiram
existed	existiu
existed	existido
raise	levantar
raise	levantem
raise	levante
broadway	broadway
principles	princípios
principles	principios
grow	crescer
grow	cresce
grow	crescem
grow	cresçam
grow	cresça
tests	exames
tests	testes
tests	ensaios
tech	tech
trouble	problemas
trouble	sarilhos
trouble	encrenca
rico	rico
paragraph	parágrafo
bat	bat
bat	morcego
bat	bastão
prepared	preparada
prepared	preparadas
prepared	preparados
prepared	preparado
measures	medidas
robin	robin
hired	contratados
hired	contratou
hired	contratado
hired	contratada
fear	fear
fear	temer
fear	medo
merit	méritos
merit	mérito
participation	participação
massive	enorme
massive	maciço
massive	massivo
massive	maciça
massive	massive
designs	desenhos
designs	designs
designs	projetos
agencies	agências
technique	técnica
alberta	alberta
egyptian	egípcio
egyptian	egípcia
egyptian	egípcios
clerk	escrivão
knew	sabia
knew	conhecia
knew	sabiam
narrow	estreito
narrow	estreita
narrow	estreitas
adapted	adaptados
adapted	adaptado
adapted	adaptada
adapted	adaptadas
commissioner	comissária
commissioner	comissário
rapid	rapid
credited	creditada
credited	creditadas
credited	creditados
credited	creditado
dating	namoro
dating	encontros
dating	namorando
dating	namorar
dating	namora
businesses	negócios
bomb	bomba
capable	capaz
capable	capazes
poem	poema
poem	poesia
stages	estádios
stages	estágios
stages	etapas
stages	fases
honorary	honorário
honorary	honorários
dragon	dragão
dragon	dragões
dragon	dragon
charged	cobrado
charged	cobrados
charged	carregado
propose	proponho
propose	propor
propose	propõe
modified	modificada
modified	alterado
modified	modificados
modified	modificado
fired	disparado
fired	despedido
fired	despedida
fired	demitido
mlb	mlb
send	manda
send	envie
send	mandem
send	enviar
send	envia
proof	prova
proof	provas
practices	práticas
arabic	árabe
arabic	árabes
attractions	atrações
attractions	atrativos
attractions	atracções
mouth	boquinha
mouth	mouth
mouth	boca
mouth	foz
mouth	bocas
fix	corrigir
fix	arranjar
fix	consertar
fix	conserta
licensed	licenciada
licensed	licenciados
licensed	licenciado
symbol	símbolo
symbol	simbolo
symbol	símbolos
organ	órgão
organ	órgãos
damaged	danificado
damaged	danificadas
damaged	danificados
damaged	danificada
warren	warren
exception	exceções
exception	excepção
exception	exceção
costa	costa
unfortunately	infelizmente
jerusalem	jerusalem
jerusalem	jerusalém
replacement	substituto
replacement	substituição
indians	indianos
indians	índios
virgin	virgin
virgin	virgens
virgin	virgem
thousand	milhares
thousand	mil
vancouver	vancouver
legislation	legislação
beauty	beleza
credits	créditos
buy	compra
buy	buy
buy	compre
buy	compro
buy	comprar
organisations	organizações
serbia	sérvia
christianity	cristianismo
christianity	cristandade
opinions	opiniões
opinions	pareceres
cavalry	cavalaria
tribe	tribo
tribe	tribos
richmond	richmond
chess	xadrez
chess	chess
channels	canais
claiming	alegando
claiming	reivindicar
claiming	reivindicação
exact	exatos
exact	exato
exact	exata
exact	exatas
baker	baker
baker	padeiro
allied	aliado
allied	aliadas
allied	aliada
allied	aliados
involvement	participação
involvement	envolvimento
anime	anime
anime	animes
referring	referindo
donald	donald
sisters	manas
sisters	irmãs
willing	disposto
willing	disposta
willing	dispostos
requests	solicitações
requests	requisições
requests	pedidos
unusual	invulgar
unusual	incomum
impossible	impossíveis
impossible	impossivel
impossible	impossível
colors	cores
cook	cook
cook	cozinhar
cook	cozinheiro
drawing	desenho
drawing	desenhar
drawing	desenhando
wikimedia	wikimedia
jonathan	jonathan
removal	afastamento
removal	remoção
moves	moves
moves	movimentos
moves	jogadas
moves	move
indicates	indica
admitted	admitida
admitted	admitido
admitted	admitiu
admitted	admitidos
ownership	apropriação
ownership	propriedade
ownership	posse
shore	shore
monitored	monitorizados
monitored	monitorizado
monitored	monitorado
nebraska	nebraska
regulations	regulamentações
regulations	regulamentos
regulations	regulamentação
crash	crash
crash	acidente
guitarist	guitarrista
supports	suporta
supports	apoia
supports	suportes
supports	apoios
abbey	abadia
abbey	abbey
deleting	excluindo
deleting	apagar
deleting	apagando
nevada	nevada
barry	barry
tone	tons
tone	tone
indigenous	indígenas
indigenous	indígena
personality	personalidade
reception	recepção
reception	receção
transit	trânsito
buffalo	búfalos
buffalo	búfalo
buffalo	buffalo
flowers	flores
bond	vínculo
bond	laço
bond	bond
jay	jay
adventure	aventura
adventure	aventuras
adventure	adventure
definitely	definitivamente
guinea	guiné
horror	terror
horror	horror
rangers	rangers
pointed	apontado
pointed	apontaram
pointed	apontou
apple	maçã
apple	maçãs
apple	maça
apple	apple
popularity	popularidade
occasionally	ocasionalmente
coalition	coligação
coalition	coalizão
franchise	franchise
franchise	franquia
franchise	franquias
starred	estrelou
critic	crítico
critic	critico
critic	crítica
journals	diários
rolling	rolling
rolling	rolando
rolling	rolamento
percentage	porcentagem
percentage	percentual
percentage	percentagem
silent	silêncio
silent	silencioso
silent	silent
laboratory	laboratório
laboratory	laboratórios
microsoft	microsoft
movements	movimentos
charter	charter
suitable	adequado
suitable	adequados
suitable	adequada
alternate	alternativo
alternate	suplente
alternate	alternar
offering	oferecendo
offering	oferenda
missions	missões
hlist	hlist
experimental	experimentais
experimental	experimental
rooms	salas
rooms	quartos
concluded	concluiu
concluded	concluíram
