задняя	zadní
стандартный	standard
отделений	kanceláře
отделений	pobočky
отделений	větve
отделений	poboček
сул	sul
поло	polo
чистый	čisté
чистый	síť
чистый	net
чистый	čisté
чистый	vyčistit
чистый	čistý
чистый	čistá
чистый	čistá
чистый	čistý
чистый	čisté
тепло	horko
тепло	žár
тепло	tepla
тепло	teplo
тепло	teplé
тепло	teplo
тепло	teplá
тепло	teplý
тепло	teplo
пароход	parník
мартинес	martinez
мартинес	martínez
таджикистан	tádžikistán
погода	počasí
удаляется	odstraněno
удаляется	odstraněna
удаляется	odebráno
удаляется	odstraněny
суды	soudy
герцогства	vévodství
приобрел	získal
приобрел	získané
приобрел	získaná
приобрел	získán
приобрел	získány
приобрел	získána
джейми	jamie
джейми	jamieho
предпочитает	upřednostňuje
предпочитает	preferuje
банкноты	bankovky
банкноты	bankovek
раннее	časně
раннее	rané
раннее	brzy
днепропетровск	dněpropetrovsk
орды	hordy
болота	bažiny
болота	bažině
болота	močálů
болота	bažiny
болота	bažinách
избегать	vyhnout
магистр	magistra
окружности	kruhy
окружности	kroužky
окружности	obvodu
окружности	obvod
соединяет	spojuje
пригороде	předměstí
пригороде	předměstí
пригороде	předměstí
празднование	slaví
празднование	slavit
празднование	oslavy
празднование	oslava
празднование	oslavy
празднование	oslavu
спорных	sporné
спорных	sporné
спорных	sporná
спорных	kontroverzní
римлян	římané
римлян	římany
длинная	dlouho
длинная	dlouhá
длинная	dlouhý
длинная	dlouhé
дождь	prší
дождь	deště
дождь	déšť
дождь	rain
рено	renaud
рено	reno
рено	renault
мкф	icf
уменьшается	snižuje
уменьшается	klesající
продать	prodávat
продать	prodej
продать	prodat
колесо	kolo
колесо	kolečko
федеральное	federální
заготовки	sklizně
заготовки	sklizeň
клиент	zákaznice
клиент	zákazník
клиент	klienta
клиент	zákazník
клиент	klient
таллин	tallinnu
прибыла	přijel
прибыла	dorazila
прибыла	dorazil
быков	býci
сохранять	zachovávat
сохранять	zachovat
сохранять	uchovat
сохранять	uložit
ударных	bicí
лингвист	lingvista
шум	šum
шум	hluku
шум	hluk
сталь	ocelový
сталь	ocel
говард	howarda
говард	howard
скот	scott
скот	skot
скот	dobytek
выделил	zdůraznil
кусок	kousek
кусок	kus
органических	bio
органических	organický
органических	organická
органических	organické
органических	ekologické
серп	srp
кальция	vápník
кальция	vápenatý
кальция	vápníku
робот	robot
робот	robota
ева	eva
ева	evu
ева	evo
ева	eva
ева	eve
ева	předvečer
ева	evi
паркер	parkerová
паркер	parker
бурбон	bourbon
вызова	vyvolávání
филиппины	filipíny
восстановлено	obnovené
восстановлено	obnoven
восстановлено	obnovena
заболевание	nemoc
заболевание	nemoci
заболевание	onemocnění
заболевание	choroby
заболевание	nákaza
заболевание	nemoc
заболевание	nemoci
заболевание	onemocnění
ствол	barel
ствол	sud
ствол	hlaveň
ствол	zbraň
ствол	pistole
шер	cher
справедливо	spravedlivě
справедливо	fér
справедливо	spravedlivý
справедливо	férové
справедливо	spravedlivé
справедливо	veletrh
тренеров	trenéři
мирза	mirza
запрещены	zakázané
запрещены	zakázáno
братства	bratrstva
братства	bratrství
братства	bratrstvo
разрушена	zničeno
разрушена	zničil
разрушена	zničené
цифра	číslice
цифра	postava
отражения	odrazy
отражения	úvahy
неясно	nejasný
неясно	nejasná
неясно	nejasné
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
сосудов	nádoby
водителя	řidiče
водителя	řidič
водителя	řidiči
лиссабон	lisabonská
лиссабон	lisabon
лиссабон	lisabonské
лиссабон	lisabonu
металлургии	metalurgie
серого	šedé
серого	gray
серого	šedý
серого	šedivý
серого	šedá
осуществление	implementace
осуществление	provedení
осуществление	provádění
осуществление	realizace
творческих	kreativní
творческих	tvůrčí
джорджия	gruzie
спектра	spektra
спектра	spektrum
норт	sever
норт	severní
домохозяйства	domácností
домохозяйства	domácnosti
домохозяйства	domácností
домохозяйства	domácnost
домохозяйства	domácnosti
нести	nést
побег	útěk
побег	útěk
побег	utéct
побег	únik
визита	návštěvu
визита	navštívit
визита	návštěva
визита	navštivte
ввод	vstupní
ввод	vstup
ввод	vstupy
ввод	psaní
ввод	vstoupit
ввод	vstup
ввод	zadejte
ввод	vstupte
атомов	atomů
атомов	atomy
измерений	měření
документация	dokumentaci
документация	dokumentace
бордо	bordeaux
спора	spor
спора	sporu
производительность	představení
производительность	výkony
производительность	výkon
производительность	výkonnost
производительность	výkonnosti
производительность	vystoupení
производительность	produktivita
верди	verdi
заняты	obsazeno
заняты	zaneprázdněn
заняты	zaneprázdněný
существенные	značná
существенные	podstatné
существенные	podstatná
существенные	významná
существенные	značná
существенные	významné
существенные	významný
регент	regent
двигаться	přesunout
двигаться	přesun
двигаться	pohyb
двигаться	stěhování
лена	lena
лена	leno
уважение	úctu
уважение	respekt
уважение	respektovat
уважение	úcta
уважение	respektu
эскадрилья	letka
эскадрилья	letky
подтверждаю	potvrzené
подтверждаю	potvrzen
подтверждаю	potvrzena
подтверждаю	potvrzeno
капитаны	kapitáni
воздушная	anténa
самоубийство	sebevražda
самоубийство	sebevraždu
самоубийство	sebevraždy
давыдов	davydov
томпсон	thompson
томпсон	thompsona
определены	vymezené
определены	definovaný
определены	definováno
определены	definovaná
определены	definované
определены	odhodlaný
определены	odhodlaná
голландский	nizozemský
голландский	dutch
захаров	zacharov
снаряда	projektil
мемуары	paměti
мемуары	paměti
блокады	blokádu
подземный	podzemní
подземный	podzemí
живые	bydlení
живые	žijící
живые	živá
живые	živá
живые	živý
фбр	fbi
винсент	vincent
винсент	vincente
винсент	vincenta
мар	mar
обитатели	obyvatelé
обитатели	obyvatel
рикардо	ricardo
противостоять	konfrontovat
змей	hada
змей	hadí
змей	had
змей	had
змей	hadi
змей	hady
змей	hadů
авария	havárie
авария	nehoda
авария	úraz
авария	havárie
авария	krach
вождь	náčelník
миграции	migrace
миграции	migraci
предприниматели	podnikatele
предприниматели	podnikatelé
квартале	čtvrtletí
квартале	čtvrtina
включено	zahrnut
включено	zahrnuty
включено	včetně
включено	zahrnuto
включено	zahrnuté
включено	povolené
включено	povoleno
включено	umožnila
костюмы	kostýmy
костюмы	kostýmů
костюмы	obleky
костюмы	sluší
бан	zakázat
бан	zákaz
бан	bun
повстанцы	povstalci
повстанцы	rebelové
повстанцы	povstalci
повстанцы	rebely
ромео	romea
ромео	romeo
доводы	argumentace
доводы	argumenty
удэ	ude
бронза	bronz
редактировать	úprava
редактировать	upravit
шаги	kroků
шаги	schody
шаги	kroky
шаги	kroky
вставить	vložit
вставить	pasta
вставить	pasty
вставить	vložit
квартет	kvartet
вину	vina
вину	provinění
алжира	alžírské
алжира	alžírsko
филип	filipa
филип	philip
филип	filipe
филип	filip
филип	filip
николя	nicolas
николя	nicola
квалификация	oprávněných
квалификация	kvalifikace
квалификация	kvalifikovaný
квалификация	kvalifikace
квалификация	kvalifikace
квалификация	kvalifikaci
сантос	santos
организаторы	organizátory
организаторы	organizátoři
организаторы	hostitelé
переводить	přeložit
переводить	překládat
грамотности	gramotnosti
коллегами	kolegy
коллегами	kolegové
коллегами	kolegů
коллегами	spolupracovníky
коллегами	kolegy
коллегами	spolupracovníci
коллегами	kolegové
походы	turistika
моряков	námořníci
моряков	námořníků
моряков	námořníky
моряков	námořníci
моряков	námořníků
моряков	námořníci
моряков	námořníků
моряков	námořníky
потеря	prohra
потеря	ztrácí
потеря	ztráty
потеря	ztráta
потеря	prohra
профессионально	profesionálně
кентукки	kentucky
получен	přijata
получен	přijaté
получен	obdržené
получен	obdržel
получен	obdržela
французское	francouzština
французское	francouzské
французское	francouzsky
французское	francouzská
французское	francouz
имеющихся	dostupný
имеющихся	dostupná
имеющихся	dostupné
секрет	tajný
секрет	tajná
секрет	tajemství
секрет	tajné
электрические	elektrická
электрические	elektrický
электрические	elektrické
иерархии	hierarchii
иерархии	hierarchie
камеру	fotoaparát
камеру	foťák
камеру	kamera
камеру	kameru
сопровождал	doprovázen
этнических	etnické
зимы	winters
зимы	zimy
гомель	homel
чужой	mimozemšťan
чужой	mimozemské
чужой	vetřelec
чужой	cizí
чужой	cizinec
излучение	radiace
излучение	ozařování
излучение	záření
излучение	radiační
принести	přinést
принести	přivést
методика	metodiky
методика	metodika
семян	osiva
семян	semena
семян	semeno
семян	osivo
прекращено	ukončena
прекращено	ukončeno
прекращено	ukončen
прекращено	přerušeno
электрический	elektrická
электрический	elektrický
электрический	elektrické
электрический	elektrická
электрический	elektrický
электрический	elektrické
комплект	sada
комплект	set
комплект	nastavit
комплект	kite
комплект	souprava
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	policajti
полицейские	poldové
полицейские	policisty
полицейские	policisté
полицейские	policie
утвержден	schváleno
утвержден	schválené
утвержден	schválen
утвержден	schválená
утвержден	schválený
утвержден	schválena
префектуре	prefektura
собственная	vlastní
собственная	vlastni
собственная	vlastnit
богиня	bohyni
богиня	bohyně
проход	ulička
проход	uličky
проход	uličku
проход	pasáž
проход	průchod
рид	reid
рид	reeda
рид	reed
рид	reedová
аппараты	stroje
созыв	svolání
отпуск	prázdniny
отпуск	dovolenou
отпуск	dovolené
отпуск	dovolená
мэттью	mathew
мэттью	matthew
мэттью	matěj
медицинское	lékařská
медицинское	lékařský
медицинское	lékařské
замки	hrady
замки	zámky
эрнест	ernest
эрнест	arnošt
уверены	sebevědomý
треугольник	trojúhelník
дональд	donald
автоматического	automatický
автоматического	automatické
автоматического	automatická
мыши	myší
мыши	myši
мыши	myš
мыши	myší
мыши	myška
мыши	myši
лагерей	tábory
лагерей	táborů
реабилитации	rehabilitace
реабилитации	rehabilitaci
реабилитации	rehabilitace
симона	simone
симона	simona
рик	rick
рик	ricka
оригинальная	originální
оригинальная	originál
оригинальная	původní
богатый	bohaté
богатый	bohatí
богатый	bohatá
богатый	rich
богатый	bohatý
богатый	bohaté
богатый	bohatý
грэм	graeme
грэм	grahama
грэм	grahame
грэм	graham
необходимое	nutná
необходимое	nezbytná
необходимое	nezbytné
необходимое	nutné
необходимое	nezbytný
призыв	odvolat
призыв	odvolání
чехов	čechov
ибрагим	ibrahim
протокола	protokolu
протокола	protokol
толедо	toledo
канадская	kanadský
канадская	kanadská
канадская	kanadské
послов	velvyslanci
послов	vyslanci
ходит	procházky
моисей	mojžíš
предки	předky
предки	předků
предки	předci
предки	předkové
дайте	dej
дайте	dejte
записано	zaznamenáno
записано	nahraný
записано	zaznamenané
записано	nahrané
теоретические	teoretické
корень	root
корень	kořen
черный	černá
черный	black
черный	černé
черный	černý
коллегой	protějšek
аполлон	apollo
кении	keni
иностранный	zahraniční
иностранный	cizí
шансы	šance
шансы	šance
раса	závod
раса	závody
раса	race
раса	rasa
точные	přesné
точные	přesná
точные	precizní
точные	přesný
точные	přesné
точные	přesná
точные	přesný
обещал	slíbili
обещал	slíbil
обещал	slíbila
ближнем	střed
ближнем	střední
ближнем	prostřední
решительно	silně
решительно	důrazně
непрерывно	nepřetržitě
непрерывно	průběžně
непрерывно	nepřetržité
непрерывно	kontinuální
непрерывно	nepřetržitý
непрерывно	průběžné
прованс	provence
определять	určit
опасных	nebezpečné
опасных	nebezpečný
опасных	nebezpečná
опасных	nebezpečné
опасных	nebezpečný
опасных	nebezpečná
недопустимо	nepřijatelný
недопустимо	nepřijatelná
недопустимо	nepřijatelné
недопустимо	nepřípustné
недопустимо	nepřípustné
филиппин	filipíny
филиппин	filipínské
предпринимателей	podnikatele
предпринимателей	podnikatelé
пятое	pátá
пятое	páté
пятое	pátý
подозрения	podezření
подозрения	podezření
шеф	šéfkuchař
шеф	kuchař
шеф	náčelník
исчезает	mizí
исчезает	zmizí
исчезает	mizí
исчезает	zmizení
фестивалей	festivaly
физически	fyzicky
физически	tělesně
физически	fyzikálně
инди	indie
инди	indy
пособия	příručky
пособия	povolenky
пособия	přínosy
пособия	přínos
пособия	výhody
пособия	dávky
покрытием	potažené
активисты	aktivisté
активисты	aktivistů
ничто	nic
новость	zprávy
новость	novinky
новость	story
новость	příběh
вводит	zavádí
чешской	česká
чешской	české
чешской	česky
чешской	český
чешской	česko
идеология	ideologie
идеология	ideologie
двина	dvina
вилла	vila
вилла	villa
вилла	vily
нейтральной	neutrální
тень	stínu
тень	shadow
тень	stín
тень	stínu
тень	odstín
тень	stín
лауреатов	laureáti
предоставление	poskytnutí
предоставление	udělení
рассуждения	odůvodnění
терминал	terminál
терминал	terminálu
упор	důraz
племен	kmeny
племен	kmenů
племен	kmenové
массово	masivně
активистов	aktivisté
активистов	aktivistů
иртыш	irtyš
консоли	konzole
бин	bin
бин	fazole
тепла	horko
тепла	žár
тепла	tepla
тепла	teplo
тепла	teplo
традиционная	tradiční
купол	kupole
купол	dome
миссисипи	mississippi
конкуренции	soutěž
конкуренции	soutěže
конкуренции	konkurence
конкуренции	soutěžní
бернард	bernard
смита	smithe
смита	smith
смита	smithová
маска	masku
маска	masky
маска	maska
дели	dillí
обширные	rozsáhlý
обширные	rozsáhlou
обширные	rozsáhlé
обширные	rozsáhlá
увеличивает	navýšení
увеличивает	zvyšuje
ионов	ionty
референдум	referenda
референдум	referendum
пейзаж	krajiny
пейзаж	krajinu
пейзаж	krajina
задних	zadní
принимая	braní
платить	placení
платить	platící
платить	platit
платить	zaplatit
платить	plat
враги	nepříteli
враги	nepřítel
враги	nepřátele
враги	nepřátel
враги	nepřátelé
мексиканский	mexická
мексиканский	mexický
мексиканский	mexičan
мексиканский	mexické
кошки	kočky
исход	exodus
протесты	protest
протесты	protestovat
протесты	protesty
протесты	protesty
строка	čára
строка	řádek
строка	linka
строка	linie
строка	řetězec
строка	řadě
строка	řada
строка	řádek
требовал	požadoval
требовал	požadovala
требовал	vyžadoval
требовал	požadovali
соломон	solomon
мягко	jemně
мягко	zlehka
мягко	jemně
мягко	něžně
альбрехт	albrecht
публикует	zveřejňuje
публикует	vydává
передние	předek
передние	fronta
передние	front
передние	přední
миров	světů
миров	světy
колебания	kolísání
колебания	zaváhání
колебания	váhání
колебания	oscilace
колебания	kolísání
колебания	výkyvy
томе	tomé
помогло	pomohli
помогло	pomáhal
помогло	pomohly
помогло	pomohl
помогло	pomohla
молдова	moldavsko
листов	povlečení
листов	listy
листов	plechy
мэй	májový
мэй	máj
мэй	květen
мэй	května
мэй	mae
мэй	mei
трофей	trofej
бригад	brigád
бригад	brigády
содержащих	obsahující
оксана	oksana
спасителя	spasitel
спасителя	zachránce
спасителя	spasitel
спасителя	spasitele
спасителя	zachránce
сохраняет	šetří
сохраняет	zachrání
сохраняет	zachraňuje
сохраняет	uloží
призрак	ghost
призрак	přízrak
призрак	duch
призрак	duchu
призрак	strašidlo
призрак	přízrak
призрак	fantom
акцент	důraz
акцент	přízvuk
акцент	akcent
текущее	současné
текущее	aktuální
текущее	současná
текущее	současný
ожидания	očekávání
ожидания	očekávání
ранены	zranění
ранены	zraněn
ранены	zraněný
ранены	zraněné
ранены	zranění
ранены	zraněn
ранены	zraněný
пациента	pacienta
пациента	pacientka
пациента	trpělivý
пациента	pacient
серые	šedé
серые	gray
серые	šedý
серые	šedivý
серые	šedá
серые	šedá
серые	grey
серые	šedé
серые	greyová
серые	šedý
серые	šedivý
восприятие	vnímání
восприятие	vnímání
джоан	joan
