ترغیب	overtalelse
سلیمانیه	suleimania
ریتمیک	rytmisk
مهتاب	moonlight
مهتاب	måneskinn
زیباست	vakker
زیباست	nydelige
زیباست	vakkert
اکتشافی	heuristikk
خسارات	tapene
خسارات	tap
تبلور	krystallisering
دردسر	brak
دردسر	trouble
دردسر	problemer
دردسر	trøbbel
گچی	gips
فلامستید	flamsteed
تکانه	momentum
دیل	dale
پروستات	prostata
داون	daggry
داون	morgengry
داون	dawn
نزدیکان	slektninger
امداد	relieff
امداد	lettelse
سواره	ridning
سواره	ridende
سواره	kavaleri
سیاستهای	retningslinjene
سیاستهای	politikk
سیاستهای	retningslinjer
بزمجه	skjerm
بزمجه	overvåk
بزمجه	monitor
بزمجه	overvåke
هیدروکسید	hydroksid
گرنت	grant
دیلی	dili
دیلی	daglige
دیلی	daily
دیلی	daglig
گردهمایی	gjenforening
گردهمایی	gjensyn
گردهمایی	reunion
بیگانگان	aliens
بیگانگان	romvesener
توپولف	tupolev
حبیبی	habibi
دبیرخانه	sekretariat
دبیرخانه	sekretariatet
توصیفی	beskrivende
دوقلو	tvilling
دوقلو	twin
دوقلو	tvillingen
دوقلو	tvillinger
دوقلو	twins
دوقلو	tvillingene
چاقو	kniv
استات	acetat
دانکن	duncan
فایرفاکس	firefox
لادن	laden
تعمیرات	reparasjon
تعمیرات	reparere
تعمیرات	reparasjoner
رقمی	digitalt
رقمی	digitale
رقمی	digital
براق	glitter
براق	glødende
براق	gløder
براق	stråler
براق	glans
براق	blanke
براق	skinnende
براق	blank
لمسی	berøringsskjerm
بروکس	brooks
شورولت	chevrolet
آدینه	menighet
آدینه	fredag
رستگاری	frelse
رستگاری	forløsning
رستگاری	frelse
آلکس	alex
بوئین	buin
برمودا	bermuda
وایادولید	valladolid
دلیجان	trener
دلیجان	coach
نپتون	neptune
نپتون	neptun
فمینیست	feministisk
فمینیست	feminist
گمرک	skikker
گمرک	tollen
گمرک	toll
معرف	representerer
کلکته	calcutta
کلکته	calcutta
نهی	forbyr
نهی	forbudt
نهی	forbyr
بریتانیکا	britannica
توپولوژی	topologi
پرسید	spurt
پرسید	stilt
پرسید	bedt
پرسید	spurte
گنجه	ganja
گنجه	skap
هک	hacking
هک	heck
هک	hacket
هک	hacke
هک	hack
گوتینگن	göttingen
تجهیز	mobiliserer
نیکولای	nikolaj
نیکولای	nikolaj
نیکولای	nikolai
گیج	gage
گیج	forvirret
گیج	forvirra
کال	kal
گلدار	blooming
فوکر	fokker
ناتالی	natalie
ناتالی	nathalie
رویا	drømmen
رویا	drømme
رویا	dream
رویا	drøm
واکنشی	lydhør
واکنشی	mottakelig
واکنشی	reaktiv
واکنشی	reaksjon
میلتون	milton
عود	røkelse
عود	oud
کارآگاه	detective
کارآگاه	detektiv
کارآگاه	kriminalbetjent
مرجانی	coral
افتتاحیه	premiere
افتتاحیه	premieren
افتتاحیه	innsettelsen
افتتاحیه	åpning
نیترات	nitrat
کالینز	collins
تجار	kjøpmenn
گابن	gabon
دوپینگ	doping
منکر	vanære
جدای	jedi
جیل	jill
ضمنی	implisitt
مزه	smak
مزه	smakebit
مزه	smake
مزه	smaker
مزه	smakte
مزه	smakt
سریا	soria
بلاک	blokkering
بلاک	blokker
بلاک	blokk
بلاک	blokkere
بیستمین	twentieth
مائو	mao
منیزیم	magnesium
همسری	ektefelle
کراس	kryss
کراس	cross
کراس	krysse
کراس	kors
مقوله	kategori
مقوله	kategorien
لیما	lima
ربانی	rabbani
مینیرو	mineiro
پالنسیا	palencia
فامیل	familien
فامیل	familie
فامیل	slekt
ستم	urettferdighet
ستم	urett
خوآن	juan
مرخصی	ferie
ماکسول	maxwell
برونئی	brunei
طارق	tariq
سرخرگ	arterie
آتاری	atari
فیلمساز	filmskaper
باغبانی	hagearbeid
انطباق	sammentreff
انطباق	tilfeldighet
انطباق	tilfeldigheter
بازداشتگاه	arresten
حوصله	humøret
حوصله	mood
حوصله	humør
مستعد	mottakelig
همون	same
همون	samme
شار	shar
شار	flux
جوئل	joel
قبولی	aksept
گهواره	vugge
پینگ	ping
بریتنی	bretagne
بریتنی	brittany
گدار	godard
ساختمانهای	bygninger
توانا	kapabel
توانا	kapable
توانا	kraftfull
توانا	mektig
توانا	kraftig
توانا	istand
توانا	allmektige
توانا	allmektig
توانا	kompetent
توانا	kompetente
آخرالزمان	apokalypse
آخرالزمان	apokalypsen
سپاسگزارم	takknemlig
سپاسگزارم	takknemlige
مادران	mødre
مادران	mødrene
گواه	vitne
باتلر	butler
باتلر	hovmester
معاش	levebrød
معاش	utkomme
معاش	levemåte
معاش	levebrødet
آوایی	fonetiske
سوختن	brenne
سوختن	burn
سوختن	brenn
سوختن	brenner
سوختن	brennende
سوختن	burning
سوختن	brenning
معترض	kritiker
سامرست	somerset
نمایه	profil
نمایه	profilen
نمایه	indeks
فنجان	cupen
فنجان	kopp
فنجان	beger
فنجان	cup
عالیه	kjempebra
عالیه	heftig
عالیه	rått
عالیه	flott
عالیه	supert
عالیه	flotte
عالیه	kjempefint
هابل	hubble
روکش	puter
روکش	teppe
روکش	pledd
روکش	ferniss
