காதர்	kader
டக்கர்	tucker
பெராக்சைடு	peroksid
போலியான	lažni
போலியான	lažno
வீடியோவில்	videozapis
வீடியோவில்	video
முனைப்பு	inicijativa
முனைப்பு	inicijative
முனைப்பு	inicijativu
அரும்	arum
அடித்துக்	udaranje
வெள்ளத்தில்	postati
சந்திப்புகள்	imenovanja
சந்திப்புகள்	termini
சந்திப்புகள்	sastanci
சந்திப்புகள்	sastanke
சந்திப்புகள்	susreti
சந்திப்புகள்	sastanci
கரோல்	carol
கரோல்	karol
தோரியம்	torij
தருக்க	logički
தருக்க	logično
பைலட்	pilot
நகங்கள்	čavle
நகங்கள்	nokte
நகங்கள்	nokti
சோனகர்	mauri
தந்தம்	tusk
ஒட்டகம்	deva
ஒட்டகம்	deve
விந்தை	babe
கட்டில்	krevet
ரான்	ron
அபுல்	abul
மூக்கன்	ibis
மன்	mann
பிரித்தானிக்கா	britannica
மர்மமான	misteriozno
மர்மமான	tajanstveni
மர்மமான	misteriozan
ஜில்	jill
நிலவுகள்	mjeseci
நிலவுகள்	mjesece
நிலவுகள்	mjeseca
ஆதரவாளர்	pristaše
ஸ்பா	spa
ஸ்பா	toplice
ஜெரார்ட்	gerrard
பூக்களை	cvjetovi
பூக்களை	cvijeće
கைதி	zatvorenik
கைதி	zarobljenici
கைதி	zatvorenici
கைதி	zatvor
நிமிடத்திற்கு	minuta
நிமிடத்திற்கு	minut
நிமிடத்திற்கு	minutu
உலகங்கள்	svjetove
உலகங்கள்	svjetova
உலகங்கள்	svjetovi
உலகங்கள்	svjetsko
முறைகேடு	zloupotreba
முறைகேடு	zlostavljanje
பவுண்ட்	funta
மரடோனா	maradona
இணக்கமான	kompatibilni
ஸ்மார்ட்	pametna
ஸ்மார்ட்	pametni
ஸ்மார்ட்	pametan
ஸ்மார்ட்	smart
ஸ்மார்ட்	pametno
கொடு	daj
கானல்	mirage
கோனார்	conor
இறக்கம்	prolaps
கலந்தாய்வு	savjetovanje
நீராற்பகுப்பு	hidrolizom
மாலுமி	mornaru
மாலுமி	mornar
சுங்க	carine
சுங்க	carinu
சுங்க	običaji
சுங்க	carina
அதிருப்தி	nezadovoljan
அதிருப்தி	nezadovoljna
அதிருப்தி	nezadovoljni
ஓட்டும்	vožnja
சத்துக்கள்	nutrijenata
சன்ஸ்	sunca
ரியாத்	rijad
கார்ப்பரேட்	korporativne
இடுப்பில்	imati
அடுத்தது	sljedeća
தியாகிகள்	mučenik
வெட்டுதல்	rezanje
வெட்டுதல்	rezovi
நோயியல்	patologija
முழங்கால்	koljeno
ஏரோது	herod
உதவிகரமாக	korisno
டிரினிடாட்	trinidad
ஹெர்பர்ட்	herbert
சல்மா	salma
கேரியர்	nosilac
கேரியர்	nosač
தோல்வியுற்றது	propali
தோல்வியுற்றது	neuspjelo
தோல்வியுற்றது	propala
பேசவும்	pričaj
பேசவும்	govori
கினபாலு	kinabalu
தொட்டிகள்	posude
தொட்டிகள்	lonce
உறைந்த	smrznuti
உறைந்த	smrznuto
உறைந்த	smrznuta
உறைந்த	zamrznuta
பருவமழை	monsun
நிறைவேறியது	ispunjeni
நிறைவேறியது	ispunjeno
நிறைவேறியது	ispunjena
நிறைவேறியது	ispunio
நிறைவேறியது	ispunila
கால்களும்	noge
கால்களும்	stopala
சால்	sala
சால்	sale
சால்	sal
பறிமுதல்	zaplijeniti
பறிமுதல்	zaplijenili
சும்மா	samo
இஸ்தான்புல்	istanbula
இஸ்தான்புல்	istanbulu
இஸ்தான்புல்	istanbul
ஆண்ட்ராய்டு	android
காசிம்	qasim
செலுத்தல்	hraniti
செலுத்தல்	hrani
செலுத்தல்	nahrani
உதவித்தொகை	stipendije
உதவித்தொகை	stipendiju
உதவித்தொகை	stipendija
வெலிங்டன்	wellington
பென்ஸ்	penija
பென்ஸ்	benz
ஹெல்த்	zdravlje
ஹெல்த்	zdravlja
ஹெல்த்	zdravstveni
நத்தை	puž
நத்தை	puža
பாவ்	šapu
பாவ்	šapa
சட்டவிரோதமாக	nezakonito
சட்டவிரோதமாக	nelegalno
சட்டவிரோதமாக	protuzakonito
சட்டவிரோதமாக	ilegalno
சட்டவிரோதமாக	nezakonito
சட்டவிரோதமாக	nelegalno
சட்டவிரோதமாக	ilegalno
அலசி	opisati
அலசி	opisi
வெளியிடப்படவில்லை	neobjavljeni
மோதிரம்	prsten
நிறைவுற்றது	završeno
நிறைவுற்றது	dovršeno
நிறைவுற்றது	završena
நிறைவுற்றது	završio
நிறைவுற்றது	završeno
குண்டுவெடிப்பு	bombardiranja
குண்டுவெடிப்பு	bombardiranje
புகார்கள்	pritužbe
புகார்கள்	pritužbi
புகார்கள்	žalbe
சீருடை	uniforma
சீருடை	uniforme
சீருடை	odora
சீருடை	uniformu
பதப்படுத்தப்பட்ட	obradio
பிளேட்டோ	platon
தன்னியக்க	automatski
தன்னியக்க	automatsko
ஆர்ப்பாட்டம்	demonstracija
ஆர்ப்பாட்டம்	demonstracije
லாம்	lam
கிருமிகள்	klice
கிருமிகள்	bakterije
கடந்தது	prošlosti
கடந்தது	prošlost
ஹெய்டி	haiti
பதிமூன்று	trinaest
பதிமூன்று	thirteen
ஸ்பென்சர்	spencer
ஸ்பென்சர்	spenser
துண்டுகளை	kriške
அப்பு	apu
மெட்டா	meta
பார்க்கிறார்	gledanje
பார்க்கிறார்	gledanja
எதிர்ப்புகள்	prosvjedi
எதிர்ப்புகள்	prosvjede
எதிர்ப்புகள்	prosvjeda
தூக்கமின்மை	nesanice
தூக்கமின்மை	nesanica
ஒளிர்வு	sjaja
ஆலிவ்	maslina
ஆலிவ்	olive
ஆலிவ்	masline
ஆலிவ்	maslinovo
பொதுவானவை	općenito
அட்கின்சன்	atkinson
இசுட்ரோன்சியம்	stroncij
அகரவரிசை	abecednim
அகரவரிசை	abecedi
காரல்	karl
காரல்	carl
காரல்	karl
இனிமையான	slatki
இனிமையான	slatko
இனிமையான	slatka
இனிமையான	milina
கதி	katy
ஓப்	oop
மலர்களை	cvjetovi
மலர்களை	cvijeće
வேட்டையாடி	lovac
வேட்டையாடி	hunter
நினைவாற்றல்	memorije
நினைவாற்றல்	memorija
நினைவாற்றல்	sjećanje
நினைவாற்றல்	uspomena
அபூ	abu
பாங்காக்	bangkoku
புளூட்டோ	pluton
டாஸ்	dos
புடவை	sari
பித்தகோரசு	pitagorin
பைகள்	vreće
பைகள்	torbe
பைகள்	vrećice
காண்பிக்கிறது	prikazivanje
வைக்கிங்	viking
வைக்கிங்	vikinzi
டயானா	diana
டயானா	dijana
டயானா	dajana
ஹீலியம்	helij
எண்பது	osamdeset
உணர்கிறேன்	osjeti
உணர்கிறேன்	osjećaj
நீரூற்று	fontana
நீரூற்று	fontanu
சூரியகாந்தி	suncokreta
மறைக்கப்பட்ட	skriven
மறைக்கப்பட்ட	skriveno
மறைக்கப்பட்ட	skriveni
மறைக்கப்பட்ட	skrivena
மாடியில்	sprat
மாடியில்	kat
பிராட்வே	broadway
எர்வின்	erwin
ஆண்டிமனி	antimon
கார்ல்சன்	carlson
உறுதிப்பாடு	potvrda
கேத்தரின்	catherine
கேத்தரின்	katarina
சந்து	praznine
பேப்பர்	papira
பேப்பர்	papir
அரிஸ்டாட்டில்	aristotel
தாலிபான்	talibani
தாலிபான்	talibana
அதிசயங்கள்	čudesa
அதிசயங்கள்	čuda
கார்பைடு	karbida
ஐயன்	ion
ஐயன்	iona
சொல்லப்பட்டது	navedeno
சொல்லப்பட்டது	izjavio
ஈரோஸ்	eros
பழமைவாத	konzervativna
ஏஞ்சல்	anđela
ஏஞ்சல்	angel
ஏஞ்சல்	anđeo
கறையான்	termita
வடிவமைப்பாளர்கள்	dizajneri
லிஸ்பன்	lisbon
பூங்குயில்	malkoha
சங்	cheung
சங்	sang
சங்	pjevao
சங்	pjevala
கார்சியா	garcia
கார்சியா	garcía
ஒண்டாரியோ	ontario
அகன்று	ripped
சயனைடு	cijanid
சயனைடு	cijanida
கற்பூரம்	kamfor
வஸ்தோக்	vostok
கைவினைப்	rukotvorine
சாம்பியா	zambiji
மானியங்கள்	subvencije
கராத்தே	karate
யாருடைய	čije
யாருடைய	ciji
போரா	bure
போரா	bura
போரா	bora
அட்மிரல்	admiral
கட்டளையை	naredba
அட்லாண்டா	atlanta
அட்லாண்டா	atlantu
அட்லாண்டா	atlante
ஹிசார்	hisar
கோப்	kob
கோப்	cobb
பீன்	grah
பீன்	graha
பீன்	bean
மில்டன்	milton
தொடர்பில்லாத	offline
புளோரன்ஸ்	firenca
புளோரன்ஸ்	florence
மேஜிக்	magic
மேஜிக்	čarolija
மேஜிக்	magija
நொதுமி	neutronske
கழுகுகள்	orlovi
இடம்பெயர்ந்த	raseljeni
உள்ளீடுகள்	unosi
உள்ளீடுகள்	unose
தொடுதல்	dodirni
தொடுதல்	dodir
தொடுதல்	dodirom
வேதனை	kazna
வேதனை	penal
வேதனை	kaznu
வேதனை	kazna
நைட்ரோ	nitro
கோக்	kok
கோக்	koke
கோக்	colu
கோக்	kokain
கோக்	koka
கோக்	cola
தயாரிப்பை	proizvod
வார்ப்பு	predložak
விரும்புகிறார்	zeli
விரும்புகிறார்	želi
தெரசா	teresa
தெரசா	tereza
ஓயா	oya
நைனா	nena
செலவாகும்	cijena
செலவாகும்	trošak
செலவாகும்	troškovi
ஜெரால்ட்	gerald
டிரைவர்	vozač
சுகம்	uživajte
தாங்	tange
கஞ்சா	kanabis
குறிமுறை	kôd
குறிமுறை	šifra
குறிமுறை	kod
நிராகரிக்கப்பட்டது	odbio
நிராகரிக்கப்பட்டது	odbijena
நிராகரிக்கப்பட்டது	odbijeno
நிராகரிக்கப்பட்டது	odbačeno
நிராகரிக்கப்பட்டது	odbijen
நிராகரிக்கப்பட்டது	odbačen
நிராகரிக்கப்பட்டது	odbijena
காரணமும்	razum
காரணமும்	razlog
பொலோனியம்	polonij
சேவையகம்	domaćin
சேவையகம்	voditelj
சேவையகம்	poslužitelj
சேவையகம்	server
உருப்படி	predmet
உருப்படி	stavka
உருப்படி	artikl
முகாம்கள்	kampove
முகாம்கள்	logore
ராக்கி	rocky
ரூனி	rooney
எரிப்பு	otpušten
ஹுசைன்	husain
வடிவமைப்புக்	oblikovanje
ஜூ	joo
சோதி	provjeri
சோதி	provjerite
சோதி	provjera
சாம்சங்	samsung
பூல்	biljar
பூல்	bazen
ரீயூனியன்	okupljanje
சாப்ளின்	chaplin
பிரின்ஸ்டன்	princeton
அணுகு	pristup
அணுகு	pristupi
ராமா	rama
ஈமு	emu
வெனிசுலா	venezuela
செங்கோல்	žezlo
மெரினா	marina
மெரினா	marini
மெரினா	marine
மெரினா	marinu
சீரியம்	cerij
ஜான்ஸ்	johns
இருமுனையம்	dioda
ஐவரி	bjelokosti
காகா	kaga
காகா	gaga
நியோ	neo
டங்கன்	duncan
கதாநாயகி	heroina
கதாநாயகி	junakinja
காதுகள்	uši
காதுகள்	usi
கவர்ந்த	zauzima
பாட்டன்	žezlo
பாட்டன்	palica
பாட்டன்	baton
ஹிந்துஸ்தான்	hindustan
பாட்ரிக்	patrick
பாட்ரிக்	patrik
மலாவி	malawi
தோழமை	družina
தோழமை	zajedništvo
பந்தம்	baklja
அம்பர்	amber
நீர்கொழும்பு	negombo
பதாகை	natpis
பதாகை	banner
வெள்ளெலி	hrčak
பிரபலமானவை	popularni
பிரபலமானவை	popularna
பிரபலமானவை	popularan
பிரபலமானவை	popularne
பிரபலமானவை	popularno
செல்டிக்	keltski
வெல்ஸ்	wales
வெல்ஸ்	wellsa
வெல்ஸ்	wells
வெல்ஸ்	bunara
வான்கூவர்	vancouveru
தாதுக்கள்	minerala
தாலாட்டு	nećaci
நிக்கல்சன்	nicholson
யூரி	yuri
யூரி	jurij
தாலியம்	talij
கிக்	udarac
கிக்	kick
சேர்க்கிறது	dodavanja
சேர்க்கிறது	dodavanje
மிட்செல்	mitchell
கொலைகள்	ubojstava
கொலைகள்	ubojstva
கொலைகள்	umorstva
சமச்சீரற்ற	asimetrično
நொண்டி	bezveze
நொண்டி	jadno
பேடி	bedi
விண்கலத்தில்	astronauti
நவீன்	naveen
செம்மறி	ovca
செம்மறி	ovci
செம்மறி	ovaca
செம்மறி	ovce
நாற்றம்	smrdljivi
ப்ரோ	pro
ப்ரோ	profesionalac
சில்க்	svile
சில்க்	svilu
சில்க்	svila
சில்க்	svileni
நினைத்துக்	razmišljam
நினைத்துக்	razmišljanje
நினைத்துக்	misleći
நினைத்துக்	mislio
கத்தோலிக்கர்கள்	katolici
கிரேஸ்	grace
கிரேஸ்	milost
கலைஞன்	umjetnica
கலைஞன்	umjetnik
கலைஞன்	izvođač
கலைஞன்	artist
மீசை	brkove
மீசை	brkovima
மீசை	brkovi
கருணாநிதியின்	odbacio
யோசுவா	joshua
தினங்கள்	dane
தினங்கள்	danima
தினங்கள்	dana
தினங்கள்	dani
ஊகம்	nagađanje
ஊகம்	nagađanja
பிடித்தமான	omiljena
பிடித்தமான	najdraži
பிடித்தமான	omiljeni
பிடித்தமான	omiljeno
பிடித்தமான	najdraže
பிடித்தமான	omiljena
பிடித்தமான	najdraži
பிடித்தமான	omiljeni
பிடித்தமான	omiljeno
யமன்	yama
ரேடார்	radar
ரேடார்	radaru
ஹனோய்	hanoi
கண்டுபிடித்தல்	pronalaženje
கண்டுபிடித்தல்	nalaženje
கண்டுபிடித்தல்	nalaz
கண்டுபிடித்தல்	pronalazak
பிறரை	ostali
பிறரை	drugi
பிறரை	druge
கிங்டம்	kraljevina
கிங்டம்	kraljevstvo
தான்சானியா	tanzaniji
லெஸ்	les
முலை	sise
முலை	grudi
உறைந்து	zamrznuti
லில்	lil
நேரடியாகச்	direktno
நேரடியாகச்	izravno
பிலிப்பினோ	filipinski
ஈராக்சைடு	dioksid
தவறிய	ispala
பகிர்தல்	dijeljenje
பகிர்தல்	dijeljenja
ஒன்றாய்	zajedno
விபத்துக்கள்	nesreće
விபத்துக்கள்	nezgode
பார்க்கிறேன்	gledam
பார்க்கிறேன்	gledamo
பார்க்கிறேன்	gleda
பார்க்கிறேன்	gledajući
பார்க்கிறேன்	gledanje
மெல்	mel
மெல்	žvakati
கணக்கிடப்பட்ட	procjena
அஸ்பாரகஸ்	šparoge
டேன்	dane
முதுகுநாணி	svitkovci
நிர்வாண	goli
நிர்வாண	gol
நிர்வாண	gola
நிர்வாண	golu
நிர்வாண	gola
நிர்வாண	goli
நிர்வாண	golo
நிர்வாண	gole
பாதங்கள்	noge
பாதங்கள்	stopala
பாதங்கள்	šape
பாதங்கள்	šapa
புனைபெயர்	pseudonim
பிளமேன்கோ	flamenko
கோஷ்	ghosh
கோரல்	coral
கோரல்	koral
வெட்சி	ixora
தண்டின்	hvatač
நியான்	neon
மேரா	mera
தூசி	prah
தூசி	prašina
தூசி	prašinu
புதையல்	blaga
புதையல்	blago
அரைக்கோளம்	hemisferi
பூன்	boon
ஹமாஸ்	hamas
நீள்வட்டம்	elipsa
காட்டப்பட்ட	prikazani
காட்டப்பட்ட	prikazano
காட்டப்பட்ட	prikazana
காட்டப்பட்ட	prikazane
காட்டப்பட்ட	prikazan
வியட்நாமிய	vijetnamski
புதிது	novo
புதிது	nova
புதிது	novi
சாக்	zac
கண்டிப்பான	strogi
கண்டிப்பான	strogo
கண்டிப்பான	stroga
பிலிப்ஸ்	philips
ஐஸ்லாந்து	island
ஐஸ்லாந்து	islanda
அன்புள்ள	dragi
அன்புள்ள	draga
இதயத்தை	srce
உயர்வாக	viši
கண்ணே	komadi
கண்ணை	oka
கண்ணை	oko
கூட்டாளிகள்	suradnike
கூட்டாளிகள்	suradnici
ஒரிஜினல்	izvorno
ஒரிஜினல்	originalno
ஒரிஜினல்	original
ஒரிஜினல்	izvorna
ஒரிஜினல்	izvorni
ஜூனோ	juno
பைத்தான்	python
சோம்பல்	lijeni
சோம்பல்	lijen
சோம்பல்	lijena
சோம்பல்	lijenost
கிரீக்	grk
கிரீக்	grčki
என்ஜின்	motora
என்ஜின்	motor
உள்நோக்கம்	namjera
இதழும்	latice
இதழும்	latica
சூழ்ச்சி	zavjeru
சூழ்ச்சி	zavjera
சூழ்ச்சி	zemljište
சூழ்ச்சி	parcela
அசன்	asan
ஆடம்பர	luksuz
ஆடம்பர	luksuzni
சமாரியம்	samarij
அம்புகள்	strijele
அம்புகள்	strelice
தாக்கரே	thackeray
குவாம்	guam
கோமஸ்	gomez
சான்றிதழ்கள்	potvrde
சான்றிதழ்கள்	certifikat
சான்றிதழ்கள்	potvrde
சான்றிதழ்கள்	potvrda
மறுத்தல்	ignorirati
மறுத்தல்	zanemari
கிளிக்	klikni
கிளிக்	klik
கிளிக்	kliknite
ஆயுட்காலம்	doživotno
ஸ்ட்ரீம்	potok
தாடை	čeljust
தாடை	vilica
தாடை	čeljusti
