anita	anita
rágcsálók	rozatoare
rágcsálók	rozatoare
operett	opereta
namíbia	namibia
tudatában	constient
törekszik	endeavour
díjakat	premii
díjakat	premiile
évszak	anotimpul
évszak	sezonul
évszak	sezon
évszak	anotimp
évszak	anotimpurile
évszak	sezoane
évszak	anotimpuri
kincstár	trezorerie
kincstár	trezoreriei
kincstár	trezoreria
españa	españa
elvégzett	efectuat
rövidítés	abrevierea
rövidítés	acronim
rövidítés	abrevieri
rövidítés	scurtatura
rövidítés	scurtatura
szarvasmarha	bovina
szarvasmarha	bovine
szarvasmarha	vitele
szarvasmarha	vite
szarvasmarha	bovine
mesterségesen	artificial
xxiii	xxiii
változók	variabilele
változók	variabile
változók	variabilelor
rush	rush
bíbor	purpuriu
bíbor	mov
bíbor	violet
bíbor	purpuriu
bíbor	crimson
constantin	constantin
martha	martha
torre	torre
keszthely	keszthely
palesztin	palestina
palesztin	palestiniene
palesztin	palestiniana
palesztin	palestinieni
palesztin	palestinian
aviv	aviv
megőrzése	conservarea
megőrzése	conservare
cohen	cohen
képességek	abilitati
képességek	abilitate
képességek	capacitatea
képességek	abilitatea
képességek	capacitate
képességek	skills
képességek	aptitudini
képességek	competente
képességek	capacitati
képességek	capacitatile
haller	haller
hozó	aducator
federer	federer
patricia	patricia
mozgását	miscari
mozgását	miscari
parkok	parcuri
parkok	parks
parkok	parcurile
gazdálkodás	gestionare
gazdálkodás	conducerea
gazdálkodás	managementul
gazdálkodás	gestionarea
gazdálkodás	management
gazdálkodás	agricultura
gazdálkodás	agricultura
pentium	pentium
berry	berry
újságok	ziarele
újságok	ziare
mir	mir
hannah	hannah
kalocsa	kalocsa
sportban	sport
sportban	sporturi
gil	gil
kölni	koln
kölni	köln
gerincesek	vertebrate
ace	ace
ace	asul
megyek	mergand
foix	foix
chicagói	chicago
kétnyelvű	bilingv
létrehozva	crearea
létrehozva	creez
létrehozva	creare
létrehozva	creand
létrehozva	create
létrehozva	creata
létrehozva	creata
létrehozva	creat
zero	zero
karibi	caraibe
praktikus	practice
praktikus	practica
praktikus	practic
praktikus	handy
hepburn	hepburn
ellentétek	opuse
következetesen	consistent
következetesen	consecvent
következetesen	consistenta
következetesen	consistent
következetesen	consecvent
következetesen	consecventa
megölni	ucide
megölni	kill
megölni	omoara
gérard	gérard
bennszülött	indigene
bennszülött	nativ
bennszülött	nativa
bennszülött	nativi
bennszülött	native
fenntartható	sustenabil
fenntartható	durabila
fenntartható	durabil
fenntartható	durabile
vonzó	atractiv
vonzó	atragatoare
vonzó	atractiva
vonzó	atractive
vonzó	atragator
homoszexuális	homosexual
kombinált	combinat
kombinált	combinata
kombinált	combinate
aromás	aromatice
foglyok	prizonierii
foglyok	prizonieri
hatékonyan	eficiente
hatékonyan	eficienta
hatékonyan	eficient
hatékonyan	eficienta
hatékonyan	efectiv
elméletileg	ipotetic
elméletileg	teoretic
énekli	canta
granada	granada
védők	aparatori
védők	aparatorii
védők	aparatorilor
terhesség	sarcina
terhesség	sarcina
vezeték	conducta
vezeték	conducta
vezeték	conducte
vezeték	fir
vezeték	sarma
vezeték	sarma
richardson	richardson
ruha	imbracaminte
ruha	tinuta
ruha	rochie
ruha	haine
ruha	hainele
terek	spatii
terek	spatiile
terek	spatii
woody	woody
vie	vie
gyűrűt	ring
gyűrűt	inelul
gyűrűt	inel
tartósan	persistente
tartósan	persistenta
tartósan	insistent
tartósan	persistent
tartósan	permanent
tanítani	predau
tanítani	predare
tanítani	predau
tanítani	preda
kíséri	insoteste
kifejezett	pronuntat
kifejezett	pronuntat
kifejezett	explicite
kifejezett	explicit
kifejezett	explicita
kifejezett	exprimat
kifejezett	exprimata
kifejezett	exprimate
adók	impozite
adók	taxa
adók	tax
adók	taxa
adók	impozit
adók	impozitele
adók	impozite
adók	taxe
adók	taxele
österreich	österreich
húsvét	paste
húsvét	paste
rabszolga	sclava
rabszolga	sclava
rabszolga	sclav
termesztett	cultivat
termesztett	cultivata
termesztett	cultivate
látszólagos	aparenta
látszólagos	aparenta
látszólagos	aparente
lily	crin
lily	lily
jogilag	legal
utókor	posteritate
genfi	geneva
zár	blocare
zár	lacat
zár	lock
zár	blocare
lépcső	pas
lépcső	pasul
lépcső	pasii
lépcső	trepte
lépcső	pasi
lépcső	pasi
lépcső	scari
szárnyai	aripile
szárnyai	aripi
szárnyai	aripioare
zeitung	zeitung
carol	carol
vitorlázás	navigatie
éjjeli	nocturna
éjjeli	nocturne
éjjeli	nocturn
éjjeli	nite
vedd	ia
vedd	luati
koronás	incoronat
rab	prizonierul
rab	prizonier
rab	detinut
rab	detinut
rab	rab
szárazföld	teren
szárazföld	terenuri
szárazföld	land
szárazföld	pamant
szárazföld	continent
szárazföld	continentala
pleisztocén	pleistocen
cserék	schimburi
cserék	schimburile
kint	afara
kint	afara
felügyelet	supravegheate
felügyelet	supravegheat
felügyelet	supravegheata
felügyelet	supervizare
felügyelet	supraveghere
felügyelet	supravegherea
felügyelet	supraveghere
felügyelet	supravegherea
javak	bunuri
javak	marfuri
javak	marfuri
baskír	baschira
thomson	thomson
alejandro	alejandro
salamanca	salamanca
messier	messier
bárhol	oriunde
bárhol	oriunde
sarthe	sarthe
hungaria	hungaria
terápia	terapie
terápia	terapia
gorkij	gorky
egészség	sanatate
egészség	sanatatea
egészség	sanatate
testőr	bodyguard
gilles	gilles
burke	burke
sebészeti	chirurgical
sebészeti	chirurgicale
sebészeti	chirurgicala
köztes	intermediare
köztes	intermediar
köztes	intermediara
henderson	henderson
elképzelt	imaginara
elképzelt	imaginari
elképzelt	imaginare
elképzelt	imaginar
elképzelt	imaginat
martín	martín
érdeklődő	piste
érdeklődő	interesate
érdeklődő	interesat
érdeklődő	interesati
érdeklődő	interesata
darabjai	bucati
ívelt	curbat
tengerész	sailor
tengerész	marinar
tengerész	marin
tengerész	marina
tengerész	marine
tengerész	marinar
tengerész	seaman
ütközik	ciocnesc
disco	discoteca
disco	discoteca
disco	disco
márki	marchiz
márki	marchizul
wells	fantani
wells	wells
valentin	valentin
valentin	valentin
valentin	valentine
fehérjék	proteinele
fehérjék	proteine
fehérjék	proteina
fehérjék	proteina
fehérjék	proteinele
fehérjék	proteine
táblázatok	tabelele
táblázatok	tabele
táblázatok	mese
gépesített	mecanizate
találkoztam	met
támadásokat	atacuri
támadásokat	atacurile
emlékezés	amintindu
cirkusz	circ
cirkusz	circus
cirkusz	circul
januári	ianuarie
veleszületett	congenitala
erőforrások	resursele
erőforrások	resurse
hozzájárul	consimte
hozzájárul	contribuie
melléknév	adjectiv
rituális	ritualul
rituális	ritual
rituális	ritualic
fiziológiai	fiziologic
fiziológiai	fiziologice
fiziológiai	fiziologia
labor	labs
labor	laboratoare
labor	laboratorul
labor	laborator
feketék	negri
feketék	negrii
meztelen	gol
meztelen	goala
meztelen	dezbracata
meztelen	goala
meztelen	dezbracat
meztelen	nud
inn	inn
inn	hanul
valladolid	valladolid
tallinn	tallinn
tavi	lacul
tavi	lake
tavi	lac
elhagyni	abandoneaza
fölötte	deasupra
csíkos	dungi
csíkos	dungile
értelem	inteligenta
értelem	intelect
értelem	intelectul
értelem	simt
értelem	sens
papa	papa
földek	terenuri
földek	pamanturile
földek	meleaguri
földek	pamanturi
földek	domenii
földek	campuri
földek	campurile
legfrissebb	ultimele
hasonlóak	asemanator
hasonlóak	similar
hasonlóak	asemanator
hasonlóak	asemanatoare
hasonlóak	similara
hasonlóak	similare
árnyék	umbrele
árnyék	umbre
árnyék	shadow
árnyék	umbra
árnyék	umbra
árnyék	umbra
árnyék	umbra
klinika	clinica
klinika	clinica
wing	aripa
wing	wing
wing	aripa
belize	belize
márciusi	martie
falat	peretele
falat	wall
falat	zid
falat	zidul
falat	perete
ellis	ellis
bergman	bergman
oldalakon	paginile
oldalakon	pagini
érd	dobanzi
érd	interese
érd	interes
érd	dobanda
érd	dobanda
érd	interesul
invázió	invazia
invázió	invazie
tojást	oua
tojást	oua
tojást	ouale
tojást	ou
tojást	oul
támogatói	suporterii
támogatói	suporteri
flavius	flavius
kifejező	expresiv
koszovó	kosovo
kifutó	pasarela
nyaka	gat
nyaka	gat
nyaka	gatul
earl	earl
legelő	pasuni
legelő	pasunat
cselekvés	actiune
cselekvés	actiune
cselekvés	actiune
mechanizmus	mecanismele
mechanizmus	mecanisme
mechanizmus	mecanismului
mechanizmus	mecanism
mechanizmus	mecanismul
eszik	alimentatie
eszik	mananc
eszik	mancand
őrző	gardian
őrző	tutore
őrző	pazitor
őrző	guardian
mozaik	mozaic
alto	alto
stevens	stevens
savas	acidul
savas	acid
súly	greutate
súly	greutatea
thriller	thriller
ericsson	ericsson
fennmaradó	ramase
parancsnokság	comanda
parancsnokság	comanda
gerard	gerard
lionel	lionel
rovat	casuta
rovat	cutie
rovat	cutia
norma	norma
norma	norma
norma	norm
megkülönböztető	distinct
megkülönböztető	distinctiv
megkülönböztető	discriminatorii
megkülönböztető	distinctive
rubin	rubin
rubin	ruby
szálak	fibre
szálak	fibrele
szálak	fibrelor
szálak	fire
szálak	fibre
szálak	fibrele
feudális	feudal
puglia	puglia
betty	betty
hiphop	hiphop
bejegyzés	intrarea
bejegyzés	intrare
bejegyzés	posteaza
bejegyzés	post
bejegyzés	postare
bejegyzés	postarea
mad	mad
jeffrey	jeffrey
mariah	mariah
kiskorú	minorilor
kiskorú	minori
kiskorú	minore
kiskorú	minora
kiskorú	minora
kiskorú	minor
mozambik	mozambic
mítosz	mituri
mítosz	mitul
mítosz	mit
portsmouth	portsmouth
andre	andre
andre	andré
andre	andré
nyomozás	investigatii
nyomozás	investigatii
nyomozás	anchete
nyomozás	ancheta
nyomozás	ancheta
nyomozás	investigatie
nyomozás	investigarea
nyomozás	investighez
burrows	burrows
ljubljana	ljubljana
jótékony	caritabila
jótékony	caritabil
jótékony	caritabile
jótékony	benefica
jótékony	benefice
jótékony	benefic
strand	plaja
strand	plaja
strand	beach
strand	strand
kylie	kylie
méh	uter
méh	uterul
méh	pantece
méh	pantecul
méh	uter
méh	albina
méh	albina
méh	bee
hajlamos	predispus
