que	той
espacial	простір
predecesor	попередник
oscuro	темні
oscuro	темна
oscuro	темний
oscuro	темне
oscuro	темно
oscuro	незрозуміле
verdadero	реал
verdadero	справжня
verdadero	справжні
verdadero	реальний
verdadero	справжній
verdadero	істина
verdadero	правда
segundos	сек
segundos	секундах
segundos	секунд
segundos	секунди
segundos	другий
segundos	друге
segundos	друга
segundos	секунда
margen	поле
cañón	гармата
cañón	гармати
cañón	каньйон
cañón	бочку
cañón	бочка
religioso	релігійна
religioso	релігійні
net	нетто
net	net
zamora	самора
relativamente	відносно
columna	колонка
columna	стовпчик
columna	колона
columna	хребет
high	високий
high	висока
high	значне
high	високе
high	високі
danza	танці
danza	танцюй
danza	танець
danza	танцювальна
danza	танок
danza	танці
veinte	двадцять
veinte	двадцяти
veinte	тридцяти
desarrolla	розвиває
desarrolla	розвивати
desarrolla	розробка
periodistas	полтавським
periodistas	журналістів
periodistas	журналісти
asunción	успіння
asunción	асунсьйон
fondos	фонди
fondos	коштів
fondos	тло
fondos	фонд
fondos	фонду
factores	фактори
factores	факторів
barcos	кораблів
barcos	кораблі
barcos	посудин
barcos	човни
barcos	човнів
salvo	окрім
salvo	крім
chica	дівчинка
chica	дівча
chica	дівчина
chica	дівчину
precio	ціна
pensamiento	здалося
pensamiento	подумав
pensamiento	думав
pensamiento	думала
pensamiento	гадали
pensamiento	роздуми
pensamiento	мислення
pensamiento	думки
leer	прочитайте
leer	читати
leer	прочитані
leer	читайте
leer	прочитати
leer	читання
leer	читання
declaración	заява
declaración	виписка
declaración	твердження
declaración	декларація
declaración	оголошення
deportistas	спортсмени
deportistas	спортсмени
mala	bad
mala	погана
mala	погано
mala	погане
mala	мала
asesinado	убитий
asesinado	вбито
asesinado	вбив
asesinado	вбили
argumento	креслення
argumento	графіка
argumento	графік
argumento	аргументом
argumento	аргумент
online	онлайн
online	online
portal	портал
portal	шлюз
médicos	лікарям
médicos	медичних
médicos	медичний
médicos	medical
médicos	медична
médicos	медичні
médicos	лікарів
médicos	лікарі
sacerdote	священик
night	ночі
night	ніч
buenas	хороші
buenas	гарні
buenas	добрий
buenas	добре
cultivo	культура
cultivo	вирощування
cultivo	обрізання
cultivo	обрізати
nicaragua	нікарагуа
económicas	економіка
económicas	економічне
económicas	економічні
económicas	економічна
económicas	економічний
económicas	корупцію
guion	сценарій
guion	скрипт
guion	сценарії
guion	сценарій
regionales	районної
regionales	обласний
regionales	регіональні
regionales	регіональний
rodrigo	родріго
arzobispo	архієпископ
arzobispo	митрополит
mancha	манча
mancha	пляма
mancha	пляму
conocidas	відома
conocidas	відоме
conocidas	відомі
retirado	закріплені
retirado	звільнився
inteligencia	інтелект
inteligencia	розвідка
inteligencia	intel
envió	надіслано
envió	надіслані
baile	танці
baile	танцюй
baile	танець
baile	танцювальна
baile	танок
baile	танці
fundamental	основне
fundamental	фундаментальні
viviendas	земляк
viviendas	домівки
viviendas	будинки
viviendas	будинків
viviendas	житло
disney	дісней
disney	disney
relevante	актуальна
fox	фокс
fox	лисиця
paseo	ride
paseo	проїзд
paseo	поїздка
paseo	paseo
paseo	прогулянка
albert	альберт
albert	альбер
menciona	згадки
menciona	згадай
green	зелене
green	зелені
green	зелений
famosa	відома
famosa	знамениті
famosa	відомий
famosa	знаменитий
obtiene	здобуває
obtiene	отримує
brian	брайан
brian	браян
romero	ромеро
romero	розмарин
espera	чекає
espera	чекайте
espera	почекайте
espera	чекати
espera	почекати
encargado	супровід
compañías	компанії
compañías	компаній
compañías	компаніями
retiró	зняв
actuaciones	виступів
diseñado	розроблена
diseñado	розробив
diseñado	розроблено
reciente	недавні
reciente	нещодавні
intereses	інтереси
intereses	зацікавлення
intereses	інтересів
intereses	відсотки
intereses	зацікавлення
intereses	відсоткова
intereses	інтерес
intereses	вигода
senado	сенат
mercedes	mercedes
mercedes	мерседес
christian	християни
christian	християнин
christian	крістіан
christian	християнський
christian	християнська
johnson	джонсон
edward	едвард
edward	едуард
esteban	стівен
esteban	степан
esteban	стефан
esteban	штефан
esteban	естебан
vicepresidente	віце
vicepresidente	заступник
plantillas	шаблони
canarias	canarias
canarias	канарські
disputa	суперечка
ave	ave
ave	птахи
ave	птаха
ave	пташка
ave	птах
astronómicos	астрономічна
post	дописі
post	опублікувати
post	допис
post	допису
globo	globo
globo	кулі
globo	глобус
valenciana	валенсійська
den	ден
orígenes	джерел
éstos	ці
económicos	економічне
económicos	економічні
económicos	економічна
económicos	економічний
económicos	корупцію
aliados	союзники
aliados	союзників
rally	ралі
rally	мітинг
detalles	відомості
detalles	подробиці
detalles	деталі
salto	стрибати
salto	перехід
salto	стрибок
salto	перейти
salto	пропустити
salto	сальто
salto	скаче
salto	гоп
salto	hop
salto	хоп
state	стан
state	держава
marine	морська
bilbao	більбао
rivera	рівера
roger	роже
roger	роджер
colonial	колоніальна
competiciones	конкурсів
competiciones	змагань
competiciones	змагання
dictadura	диктатура
academy	академія
academy	академії
medina	медіна
difusión	дифузія
difusión	трансляція
rio	ріо
rio	річка
rio	ріка
alcanza	сягає
ejecución	виконання
ensayo	есе
ensayo	тестування
ensayo	випробування
ensayo	репетиція
ensayo	судять
ensayo	перевірка
ensayo	перевірити
ensayo	test
ensayo	тест
lucas	люк
lucas	лукас
independientes	самостійна
independientes	незалежні
independientes	незалежна
independientes	незалежний
independientes	незалежне
joan	іванна
joan	джоан
boston	бостон
reglas	правила
viernes	friday
suerte	пощастило
suerte	щасливим
suerte	щасливчик
suerte	вдача
suerte	удача
golfo	затока
golfo	затоці
nobles	благородний
nobles	благородні
augusto	аугусто
augusto	август
radical	ключ
radical	радикальні
radical	радикальна
tratar	спробувати
tratar	try
tratar	спробуйте
tratar	лікуванні
tratar	розглядати
yucatán	юкатан
establecido	встановлено
establecido	подальшому
establecido	заснований
bruselas	брюсселі
bruselas	брюссель
mandato	мандат
trenes	потяг
trenes	поїзд
trenes	перевізників
trenes	потяги
trenes	поїзди
feria	ярмарок
feria	справедливо
feria	справедлива
feria	справедливий
comida	харчування
comida	їжа
apellido	прізвище
etapas	етапів
etapas	фази
etapas	стадії
etapas	діях
comunas	муніципалітетів
seguro	сейф
seguro	безпечний
seguro	безпечно
seguro	впевнений
seguro	звичайно
seguro	впевнені
seguro	страхування
seguro	захищений
seguro	безпечне
seguro	безпечний
seguro	безпечна
fotos	photos
fotos	фотографій
fotos	фотографії
fotos	світлини
fotos	світлин
fotos	фото
fotos	зображення
fotos	картинки
amistad	дружби
amistad	дружба
amistad	дружбу
entra	входить
entra	вводить
entra	ввести
entra	увійти
entra	введіть
entra	enter
hill	пагорб
hill	хілл
hill	hill
hill	гілл
particularmente	особливо
extranjeros	чужинців
extranjeros	прибульці
extranjeros	прибульців
extranjeros	іноземець
extranjeros	іноземців
extranjeros	іноземці
extranjeros	іноземних
extranjeros	іноземні
extranjeros	іноземний
artillería	ordnance
artillería	озброєння
artillería	артилерії
concentración	спеціальність
concentración	концентрація
concentración	фокус
concentración	фокусування
concentración	focus
contar	підрахунок
contar	порядковий
contar	обліку
contar	відлік
abrió	відкрили
abrió	відкриті
abrió	відкрито
máquina	machine
máquina	машина
máquina	автомат
frecuentemente	часто
frecuentemente	часто
lagos	лагос
lagos	озер
lagos	озера
lagos	озеро
lagos	озера
montes	гори
montes	монті
hot	гаряча
hot	hot
hot	гарячий
hot	гаряче
hot	гарячі
descriptiva	зрозумілу
fruto	фрукт
fruto	фрукти
fruto	плід
fruto	плоди
fruto	фруктові
manual	підручник
manual	підручника
manual	довідник
manual	підручник
manual	ручний
manual	ручна
manual	ручне
manual	вручну
manual	довідок
coche	автомобілем
coche	машина
coche	авто
coche	автомобіль
bernardo	бернард
bernardo	бернар
bernardo	бернгард
bernardo	бернардо
brasileño	бразильська
terrenos	графіки
terrenos	земля
terrenos	місцевість
miranda	міранда
ceremonia	церемонія
columbia	колумбія
lejos	far
lejos	далека
lejos	далекий
lejos	далеко
lejos	відійшов
lejos	відсутність
lejos	away
lejos	геть
conflictos	конфлікти
conflictos	конфліктів
conflictos	конфлікт
fallecidos	померлих
alicante	аліканте
pregunta	запитання
pregunta	питання
pregunta	запитати
pregunta	питати
pregunta	запитувати
pregunta	попросити
pregunta	спитати
pregunta	ask
drama	драматичний
drama	драма
drama	драми
juez	суддя
juez	судді
juez	суддю
familiares	родичі
familiares	рідня
familiares	сімейство
familiares	сімейний
familiares	сімейні
familiares	родина
patrón	взірець
patrón	взірцем
patrón	візерунок
patrón	шаблон
patrón	відвідувач
patrón	покровитель
requiere	вимагати
requiere	потребує
requiere	вимагає
sons	сини
afirma	підтверджує
ala	крилом
ala	крило
ala	ала
continental	continental
endémica	endemic
taylor	тейлор
sexo	стать
sexo	статі
sexo	гендерна
sexo	стать
sexo	секс
sexo	sex
miami	miami
miami	маямі
celebración	святкування
day	день
day	дню
day	дня
previamente	раніше
mínimo	мінімальна
mínimo	мінімальний
mínimo	мінімум
mínimo	мінімально
mínimo	мінімальне
mínimo	мінімальна
mínimo	мінімальне
macdonald	макдональд
abarca	обкладинки
abarca	охоплює
abarca	обкладинок
literaria	літературна
literaria	літературні
literaria	літературний
milán	мілан
tomo	томе
descenso	відхилити
descenso	зменшити
descenso	спуск
descritos	описано
descritos	описані
viajes	подорожі
viajes	подорожуючи
viajes	подорожей
viajes	подорож
viajes	подорожувати
viajes	подорожі
viajes	подорожей
viajes	поїздки
bloqueo	блокування
bloqueo	зафіксувати
bloqueo	замкнути
bloqueo	заблокувати
bloqueo	блокування
bloqueo	блокаду
bloqueo	блокада
bloqueo	блокування
bloqueo	блокувати
bloqueo	блок
bloqueo	заблокувати
empleados	служить
empleados	приймав
empleados	робітника
empleados	співробітників
empleados	працівників
empleados	працівники
empleados	службовців
poblado	населеному
poblado	село
batallas	battle
batallas	битва
batallas	бій
demanda	попит
demanda	вимагаю
demanda	позов
agrupación	кластеризація
agrupación	групування
fenómeno	потвора
fenómeno	псих
fenómeno	явище
fenómeno	явища
fenómeno	явище
fenómeno	феномен
continuar	продовжуючи
continuar	продовжуємо
continuar	продовжувати
continuar	продовжити
continuar	продовжуємо
paredes	паредес
paredes	стіни
paredes	мури
jurado	журі
jurado	жюрі
can	можна
muñoz	муньйос
empleo	завдання
empleo	задачі
empleo	джобс
empleo	завдання
empleo	робота
empleo	працевлаштування
usos	використовує
usos	користується
usos	використання
confederación	спрямованою
confederación	конфедерація
upper	вгорі
upper	верхня
upper	верхні
upper	верхній
suárez	суарес
suárez	суарес
cabezas	головах
cabezas	голів
cabezas	голови
cabezas	головами
misuri	міссурі
agrícola	аграрна
agrícola	аграрний
continúa	продовжувати
continúa	продовжити
continúa	продовжуємо
opera	opera
opera	опера
aniversario	річниця
aniversario	ювілей
niña	дівчинка
niña	дівча
niña	дівчина
niña	дівчину
niña	дитя
niña	дитяче
niña	дитяча
niña	дитина
niña	нащадок
terremoto	землетрус
casco	шолом
casco	галл
factor	фактори
factor	коефіцієнт
factor	фактор
hollywood	голлівуд
hollywood	hollywood
suma	сума
suma	суму
suma	сум
oxford	оксфорд
deseo	бажання
deseo	бажання
deseo	бажаю
ejemplares	днк
ejemplares	копії
ejemplares	копій
ejemplares	копіює
gonzalo	гонсало
buque	судно
buque	судна
buque	судно
buque	корабель
diciendo	мовляв
diciendo	кажу
diciendo	кажеш
ausencia	відсутність
ausencia	відсутності
lanza	різак
lanza	запускає
lanza	спис
wheeler	вілер
coalición	коаліція
coalición	коаліції
naves	кораблів
naves	кораблі
naves	посудин
realización	реалізація
realización	реалізації
realización	реалізація
interna	внутрішнє
interna	внутрішній
interna	внутрішня
interna	внутрішні
personalidad	особистість
félix	фелікс
félix	фелікс
bill	білла
bill	білл
bill	фактура
bill	біл
flor	цвітіння
flor	флор
flor	квітки
flor	квітка
jugando	грає
jugando	програвання
jugando	відтворення
celebró	святкували
celebró	відзначається
celebró	вітали
alas	крила
jardines	сади
jardines	садів
muro	стіну
muro	стіна
muro	стіні
grados	класи
grados	градуси
grados	градусів
santuario	святилище
santuario	храм
destrucción	руйнування
destrucción	знищення
empresario	підприємець
empresario	роботодавець
empresario	бізнесмен
regresar	повернутися
regresar	повернення
regresar	повертається
regresar	повертаючись
regresar	повертаються
entrenamiento	тренування
entrenamiento	тренінг
entrenamiento	тренінги
izquierdo	ліворуч
izquierdo	ліва
izquierdo	лівий
izquierdo	зліва
propietario	власник
llegan	прилітають
llegan	приїхати
claramente	чітко
claramente	суто
molina	моліна
cañones	каньйони
cañones	гарматами
cañones	гармат
cañones	зброї
cañones	зброя
cañones	зброю
cañones	гармата
cañones	гармати
marie	марі
poseen	володіти
pasos	кроків
pasos	кроки
pasos	слідами
descubrimiento	відкриття
descubrimiento	знахідка
retirada	закріплені
retirada	звільнився
retirada	зняти
retirada	відступати
retirada	зняття
ciclista	велогонщик
catálogo	каталог
catálogo	каталог
revisión	переглянути
revisión	рецензування
revisión	відгук
revisión	огляд
revisión	версія
revisión	редакції
revisión	модифікація
tarea	задачу
tarea	завдання
tarea	задачі
extranjero	іноземець
extranjero	іноземних
extranjero	іноземні
extranjero	іноземний
extranjero	чужий
extranjero	прибульці
extranjero	закордоном
extranjero	закордон
anna	анна
divide	дроблення
divide	поділяє
divide	ділення
divide	поділити
cercana	поблизу
cercana	поруч
divisiones	поділ
vieja	старі
vieja	старе
vieja	старим
vieja	стара
vieja	старий
vieja	vieja
abandonar	відмовитися
espectáculo	спектакль
espectáculo	вистави
espectáculo	показати
espectáculo	шоу
espectáculo	показувати
espectáculo	show
organismos	організаціями
organismos	агентства
organismos	організми
indios	індіанці
indios	індійська
indios	індійський
journal	журнал
journal	journal
journal	щоденник
irán	іран
irán	ірану
grave	серйозне
grave	серйозно
grave	серйозні
grave	серйозна
grave	серйозний
grave	суворі
grave	тяжкий
héctor	ектор
héctor	ектор
habana	гавана
punk	панк
organismo	організм
encuentros	зустрічей
encuentros	зустрічі
encuentros	могил
auto	автоматичні
auto	автоматичний
auto	авто
auto	автоматично
auto	власна
auto	власний
auto	автомобілем
auto	машина
auto	авто
auto	автомобіль
ford	форд
ford	ford
columnas	стовпчиками
columnas	колонки
columnas	стовпчиків
columnas	стовпчики
clásicos	класика
clásicos	класику
clásicos	класична
clásicos	класична
clásicos	класичні
clásicos	класичний
clásicos	класика
clásicos	класичне
incluida	включено
incluida	включені
incluida	включаючи
incluida	включно
incluida	зокрема
comunicaciones	комунікацій
elena	олена
elena	елена
elena	еллен
elena	елен
elena	гелен
elena	хелен
productores	продюсери
productores	виробники
productores	виготовлено
productores	виробник
productores	продюсер
racing	перегони
racing	гонки
racing	racing
secciones	розділи
guzmán	гусман
tesis	тези
tesis	дисертацію
tesis	дисертації
conexión	підключення
secretaría	секретар
secretaría	секретаріат
secretaría	реєстр
bautista	баутіста
bautista	баптистська
embajada	посольства
embajada	посольство
invitado	гостя
invitado	гість
invitado	guest
invitado	гостем
invitado	запрошує
invitado	запросив
invitado	запрошено
invitado	запрошують
invitado	запрошені
colón	колон
colón	колумб
colón	колон
best	кращий
best	найкраща
best	найкращий
best	найкраще
best	найкращі
tenis	теніс
finalizar	фініш
finalizar	завершити
finalizar	закінчити
exposiciones	виставка
exposiciones	виставки
exposiciones	експонатів
museos	музеї
museos	museum
museos	музей
little	маленька
little	маленький
little	маленькі
explica	поясніть
explica	пояснити
explica	пояснення
explica	пояснює
cambridge	cambridge
lectura	прочитайте
lectura	читати
lectura	прочитані
lectura	читайте
lectura	прочитати
lectura	читання
lectura	читання
álvaro	альваро
quiero	вимагаємо
quiero	хочу
quiero	хочеш
wiley	wiley
colorado	колорадо
transición	перехід
muere	загине
muere	die
muere	померти
muere	вмирає
muere	гине
muere	помре
muere	помирає
recientes	недавні
recientes	нещодавні
llamadas	дзвінки
llamadas	називає
llamadas	виклики
cristina	крістіна
cristina	христина
cristina	крістіна
cristina	крістін
cristina	крістіна
cristina	христина
rutas	шляхи
rutas	маршрутів
rutas	маршрути
presentar	надіслати
presentar	відправка
presentar	подати
rival	конкурувати
norma	норма
norma	норм
norma	норма
norma	стандартний
norma	стандарт
norma	стандартна
norma	стандартне
posesión	зберігання
posesión	одержимість
posesión	володіння
noticia	новини
noticia	новина
estudiante	студентка
estudiante	студентська
estudiante	студент
taller	workshop
caminos	доріг
caminos	дороги
caminos	шляхи
caminos	контури
caminos	шляхи
caminos	способи
alcance	приціл
alcance	обсяг
alcance	асортимент
alcance	діапазон
alcance	хребет
alcance	охоплення
laura	лора
laura	лаура
pdf	pdf
privado	приватні
privado	приватна
privado	особисте
privado	приватний
esfuerzo	зусилля
piedras	камені
piedras	камінці
piedras	каменів
piedras	камені
piedras	скелі
piedras	астероїди
piedras	каміння
piedras	скелях
capa	мис
capa	шаром
capa	шар
capa	плащ
lateral	боковий
lateral	збоку
lateral	сторона
lateral	бічна
lateral	бік
lateral	сторони
editores	видавців
editores	редакторів
daños	ламати
daños	пошкодження
daños	сутичка
daños	збитки
ernesto	ернест
ernesto	ернесто
ernesto	ернст
exclusivamente	виключно
magnitud	величина
cueva	печеру
cueva	печера
alternativa	альтернатива
alternativa	варіант
alternativa	альтернативне
alternativa	альтернативні
alternativa	альтернативна
alternativa	альтернативний
alternativa	альтернативне
alternativa	альтернативний
discurso	дискурс
discurso	мовлення
discurso	промову
activa	активна
activa	активні
activa	активне
activa	активним
activa	активний
activa	активувати
activa	активізувати
activa	активно
activa	активує
entidades	сутності
tareas	вести
tareas	призначення
tareas	доручення
tareas	завдання
tareas	задачі
moneda	валюта
moneda	валюту
moneda	валюти
moneda	монета
moneda	фішка
moneda	монету
moneda	валют
moneda	валюти
relacionado	схожі
armadas	озброєний
armadas	озброєні
armadas	збройних
aldea	гамлет
aldea	село
soporte	підтримка
soporte	підтримую
soporte	підтримати
occidente	захід
occidente	вест
occidente	західний
occidente	західні
occidente	західна
vivienda	оселя
vivienda	житло
gloria	славу
gloria	слава
gloria	глорія
chico	хлопчик
chico	закохалася
chico	chico
chico	малиш
incluir	включення
incluir	включити
incluir	включати
prado	prado
prado	лузі
católico	католицька
editado	змінені
editado	змінений
times	таймс
times	час
times	часи
times	times
caballería	кавалерії
representan	представляють
representan	представляти
rebelión	повстання
rebelión	повстання
rebelión	бунт
rebelión	повстання
religiosas	релігійна
religiosas	релігійні
definitivamente	безперечно
definitivamente	точно
definitivamente	безумовно
asistente	помічники
asistente	помічника
asistente	помічник
fallecido	померлих
canadiense	канадська
canadiense	канадський
canadiense	canadian
alex	алексе
alex	алекс
jacques	жак
ritmo	пейс
ritmo	ритм
andes	анд
guionista	сценарист
mallorca	mallorca
vocal	голосний
vocal	піднесення
vocal	вокальний
vocal	вокал
tío	дядько
tío	дядечко
tío	дядя
senador	сенатор
costas	узбережжя
costas	берег
organizado	організований
organizado	організованого
organizado	організована
organizado	організовані
adultos	дорослі
adultos	дорослих
adultos	доросла
adultos	дорослі
adultos	доросле
adultos	дорослий
piso	рівна
piso	квартира
piso	підлога
piso	поверх
partida	відправлення
partida	виліт
partida	шапки
carreteras	доріг
carreteras	дороги
carreteras	доріг
declarado	заявила
declarado	оголосив
declarado	оголошені
gobiernos	уряди
special	особливий
special	спеціальний
special	особливі
special	особливе
special	спеціальні
special	особлива
quito	кіто
cardenal	кількісний
hermandad	крик
hermandad	відмовилися
hermandad	братство
perro	собака
perro	собачка
perro	пес
establecimiento	заклад
rápida	швидкі
rápida	швидко
rápida	швидке
rápida	швидка
rápida	швидкий
dura	hard
dura	тяжко
dura	важкий
dura	складна
dura	важка
dura	жорсткий
dura	витривалі
dura	дура
capítulos	подається
capítulos	розділи
capítulos	глави
precisamente	саме
archipiélago	архіпелаг
portuguesa	португальська
gregorio	грегоріо
gregorio	ґреґорі
gregorio	григорій
gregorio	грегорі
gregorio	грегор
gregorio	григор
listado	перелік
listado	list
listado	список
listado	зазначив
listado	перелічені
listado	зазначає
listado	переліку
tocar	зворушлива
negros	негри
negros	негрос
negros	чорні
negros	чорне
negros	чорна
negros	чорний
negros	чорних
asunto	темою
asunto	тема
asunto	предмет
ramas	філії
ramas	гілками
ramas	гілки
publica	пости
publica	дописи
morir	загине
morir	die
morir	померти
morir	помирають
morir	вмирають
insecto	комахи
insecto	комаху
insecto	комаха
insecto	ваду
insecto	вада
ganando	вигравати
ganando	забив
ganando	виграш
ganando	перемагає
autonomía	автономія
autonomía	автономна
autonomía	автономний
autonomía	незалежність
autonomía	незалежності
cocina	готувати
cocina	кухаря
cocina	кук
cocina	повар
cocina	кухар
cocina	кухня
cocina	кулінарія
cocina	кухні
cocina	кухня
cocina	кухню
cualquiera	нікому
cualquiera	нікого
cualquiera	хтось
cualquiera	якісь
concejo	рада
concejo	ради
pesca	риб
pesca	риба
pesca	рибу
pesca	рибка
pesca	риби
pesca	рибалку
pesca	рибалити
pesca	тунця
sucesión	послідовності
sucesión	послідовність
sucesión	успадкування
sucesión	спадщину
primo	кузен
primo	primo
avance	завчасно
avance	прогресу
avance	прорив
proteger	захисту
proteger	захищати
proteger	захистити
proteger	стараються
proteger	захисти
presidencial	президентський
presidencial	президента
pacientes	пацієнти
pacientes	пацієнтам
pacientes	пацієнтів
pacientes	пацієнт
pacientes	пацієнта
finlandia	фінляндія
finlandia	фінляндії
finlandia	фінська
laterales	боковий
laterales	збоку
laterales	сторона
laterales	бічна
laterales	бік
laterales	сторони
laterales	боки
laterales	сторони
laterales	сторін
estrecho	протока
estrecho	вузький
estrecho	вузькі
ampliamente	широко
papeles	папери
papeles	ролі
papeles	папери
determinar	визначити
fabricación	виробництва
fabricación	виробництво
poema	вірш
poema	вірша
poema	поема
lados	боки
lados	сторони
lados	сторін
saludo	привітання
saludo	салют
indonesia	індонезійський
indonesia	індонезія
indonesia	індонезії
prentice	prentice
marino	моряк
marino	морська
marino	марино
ramos	рамос
ramos	букети
ray	рей
ray	ray
batallón	батальйон
pelea	бій
pelea	бійка
pelea	fight
gastronomía	кухня
académico	академічна
académico	навчального
académico	академічний
virus	вірус
virus	віруси
umbral	поріг
potencial	потенціал
extra	бонус
extra	додатки
extra	додатковий
extra	зайві
extra	додаткова
extra	додаткові
pilar	стовп
pilar	пілар
utilizados	використовується
utilizados	використана
utilizados	використані
utilizados	використано
moral	бойового
moral	мораль
moral	мораль
moral	мораль
cierre	закриття
cierre	замикання
cierre	закрити
cierre	близький
cierre	близько
cierre	близькі
cierre	закриття
cierre	закриття
vargas	варгас
carl	карл
paisaje	краєвид
paisaje	ландшафт
paisaje	краєвид
paisaje	пейзаж
paisaje	ландшафтний
noble	дворянин
noble	благородний
noble	благородні
pertenecientes	належності
pertenecientes	належить
aviación	авіації
aviación	авіація
rendimiento	ефективність
rendimiento	виступ
rendimiento	порції
rendimiento	прибуток
acontecimientos	події
acontecimientos	розробок
actuó	діяли
escultor	скульптор
usada	використовується
usada	використана
usada	використані
usada	використано
antigüedad	антикваріат
antigüedad	низки
antigüedad	стаж
penal	пенальті
penal	штраф
penal	кримінальні
penal	кримінальний
penal	кримінальне
penal	злочинець
penal	штрафні
davis	девіс
sam	сем
sam	sam
recuperar	відновлення
recuperar	відновити
recuperar	отримати
recuperar	отримання
resumen	абстрактний
resumen	резюме
resumen	зведення
resumen	підсумок
medellín	медельїн
serbia	сербія
serbia	сербії
arcos	луками
integrado	комплексний
existentes	існуюче
existentes	існуючий
existentes	існуючі
existentes	існуючу
errores	помилки
errores	помилки
errores	жуків
errores	вад
errores	вади
errores	помилка
raíces	коріння
responsabilidad	відповідальність
responsabilidad	відповідальність
responsabilidad	фінансової
amenaza	загрожує
amenaza	загрози
amenaza	загроза
amenaza	загрозу
amenaza	загрози
amenaza	погроз
amenaza	погрози
amenaza	загроза
amenaza	погроза
amenaza	загрозу
ojo	eye
ojo	око
cero	zero
cero	нульовий
cero	нуль
cero	нулі
separación	розділення
separación	відокремлення
convención	конвенції
convención	конвенція
habilidades	навички
habilidades	уміння
habilidades	навики
habilidades	майстерність
habilidades	уміння
habilidades	здібності
bbc	bbc
pago	заплатити
pago	платять
pago	заплатить
pago	сплата
pago	оплати
pago	оплата
pago	платіж
pago	сплати
pago	паго
tendencia	тренд
tendencia	актуальні
tendencia	популярні
tendencia	популярне
tendencia	актуальне
tendencia	тенденції
animación	анімація
instalación	встановлення
instalación	встановлення
instalación	установити
instalación	встановити
instalación	встановлення
marcas	торговельних
marcas	позначає
marcas	бренди
marcas	брендів
índice	index
índice	покажчик
índice	індекс
gana	перемог
gana	посіла
gana	виграє
gana	win
gana	переможе
cambia	зміни
cambia	зміна
cambia	change
cambia	змінити
hectáreas	гектарів
hectáreas	гектар
hectáreas	акр
terror	жах
terror	терор
próximo	наступних
próximo	майбутні
próximo	наступний
próximo	наступна
próximo	next
próximo	наступне
próximo	далі
explotación	експлуатація
pena	пенальті
pena	штраф
pena	шкода
pena	скорбота
pena	смуток
pena	горя
pena	горе
quizás	maybe
quizás	можливо
comparación	порівняння
comparación	порівняння
comparación	порівняти
comparación	порівнювати
comparación	порівняйте
producen	виготовлення
producen	виробляють
habilidad	майстерність
habilidad	уміння
habilidad	здатність
habilidad	можливість
define	визначає
define	вказати
define	визначати
define	визначити
tiro	стрільби
tiro	зйомки
tiro	стрільба
tiro	постріл
tiro	застрелив
tiro	тіра
navarro	наварро
solitario	самотнім
solitario	самотня
solitario	самотні
solitario	самотньо
solitario	самотній
wisconsin	вісконсин
cursos	курси
dioses	боги
disposición	готовність
disposición	компонування
disposición	розкладка
dolor	біль
boys	хлопчики
magdalena	мадлен
magdalena	магдалена
magdalena	магдалена
cadenas	ланцюги
cadenas	рядків
cadenas	рядки
tasa	оцінити
tasa	частота
tasa	швидкість
tasa	оцініть
tasa	ставка
tasa	плату
hecha	зробила
hecha	made
petición	запит
petición	петиція
wiki	вікі
criterios	критерії
criterios	критерій
out	назовні
out	вийшов
out	out
hermanas	сестрички
hermanas	сестри
interpretada	розібрати
disponibles	доступні
disponibles	доступний
disponibles	наявні
disponibles	наявний
estadística	статистика
estadística	статистикою
estadística	статистику
estadística	статистики
estadística	статистичні
estadística	статистичних
dependiendo	залежно
herramientas	інструменти
herramientas	засоби
simón	симон
simón	сімон
simón	саймон
gil	гіл
vocalista	вокаліст
vocalista	вокал
escapar	втеча
escapar	втечу
escapar	втекти
espada	лезо
espada	клинок
espada	шаблі
espada	мечі
espada	мечем
espada	меч
will	воля
will	буде
will	будуть
árabes	арабських
árabes	арабський
árabes	араби
sexto	шоста
sexto	шостий
sexto	шосте
sexto	секст
matar	вбивство
matar	припинення
matar	вбивають
matar	припинення
matar	вбити
matar	kill
matar	вбити
matar	убити
ninguno	жодного
ninguno	відсутнє
ninguno	немає
ninguno	жодних
ninguno	відсутній
vertical	вертикальна
vertical	вертикальне
vertical	вертикальні
vertical	вертикально
vertical	вертикаль
vertical	вертикальний
oficinas	заклади
oficinas	працевлаштування
oficinas	офіс
oficinas	office
kong	конг
contemporánea	сучасна
contemporánea	contemporary
contemporánea	сучасне
disciplina	дисципліни
disciplina	дисципліна
cech	cech
aparecer	павільйоні
gigante	giant
gigante	велетенська
gigante	гігант
gigante	велетень
cristiano	кріштіану
cristiano	християни
cristiano	християнин
cristiano	крістіан
cristiano	християнський
cristiano	християнська
moyle	moyle
revolucionario	революційний
obispos	єпископи
obispos	єпископів
blancas	білий
blancas	біла
blancas	біле
blancas	білі
blancas	вайт
sport	спорт
derrotado	перемогли
derrotado	поразки
participaciones	вкладів
participaciones	вклади
candidatura	кандидатуру
candidatura	номінації
ortiz	ортіс
cuadros	столи
cuadros	столики
cuadros	таблиці
cuadros	таблиць
cuadros	картини
cuadros	картин
cuadros	зображення
cuadros	картинки
vegetación	рослинність
voluntad	воля
voluntad	буде
voluntad	будуть
necesidades	вимагає
necesidades	потребує
necesidades	потреб
necesidades	потреби
eliminar	усунути
eliminar	знищити
eliminar	прибрати
eliminar	видалити
