δυσκολίας	dificultades
αγοραστής	comprador
τανκ	tanque
τανκ	depósito
τανκ	tanques
τσιν	queixo
δολοφόνοι	asasinos
δολοφόνοι	asasinos
καρφιά	unllas
καρφιά	cravos
βαρύς	pesada
βαρύς	pesados
βαρύς	pesado
βαρύς	forte
βαρύς	pesa
βαρύς	moito
βαρύς	peso
βαρύς	intenso
κούρεμα	pelo
βρέχει	chove
βρέχει	a
βρέχει	chover
πεπεισμένος	de
πεπεισμένος	convencido
φακοί	lentes
σίλβερ	silver
διακεκριμένο	distinguido
διακεκριμένο	distinguidos
έξυπνος	intelixente
έξυπνος	intelixente
έξυπνος	intelixentes
έξυπνος	intelixente
έξυπνος	intelixentes
έξυπνος	listos
έξυπνος	moi
έξυπνος	listo
ήβη	evvie
μμ	mm
μμ	pm
άγριος	salvaxe
άγριος	salvaxes
γαλακτοκομικά	leitería
ανακύκλωση	reciclaxe
αόρατη	invisibles
αόρατη	invisible
μπλέ	azul
μπλέ	azuis
τυριά	queixo
εγγενή	inherente
τρέχοντας	correr
τρέχοντας	correndo
τρέχοντας	a
πεταλούδες	bolboretas
μέριλ	merrill
πρινς	príncipe
πρινς	o
πητ	pete
ανταγωνίζονται	competir
ταλαντούχος	con
ταλαντούχος	talento
ταλαντούχος	talentosa
τζέικομπ	xacob
διακοσμημένα	condecorado
φτερούγες	as
φτερούγες	ás
κοράνι	corán
επεξεργάστηκε	edited
ψεύτης	mentiroso
ψεύτης	mentireira
πατέντες	patentes
νοσοκομείων	hospitais
νοσοκομείων	os
στέγασης	vivenda
χειρονομία	xesto
χειρονομία	aceno
χρησιμοποιούμενα	adoitaba
χρησιμοποιούμενα	antes
αναδύεται	emerxentes
προτεραιότητες	prioridades
προτεραιότητες	as
παρτίδες	moita
παρτίδες	moreas
παρτίδες	moitas
παρτίδες	moito
παρτίδες	moitos
ιστοί	tecidos
ιστοί	tecido
δάκτυλο	dedo
δάκτυλο	o
ευγενικός	educado
ευγενικός	educados
προσήλωση	compromiso
προσήλωση	mecanismo
προσήλωση	de
προσήλωση	mecanismos
προσήλωση	cos
ινδιάνους	indios
ελκυστικό	agradable
ελκυστικό	á
ελκυστικό	atractiva
ελκυστικό	fermosa
απάνω	arriba
μάους	rato
παντελόνι	pantalóns
παντελόνι	ruta
παντελόνι	no
παντελόνι	os
παντελόνι	pantalón
παντελόνι	brancos
παντελόνι	pantalóns
παντελόνι	pantalón
παλαιστινίων	palestinos
ψεύτικη	finxilo
ασκήσεων	exercicios
ασκήσεων	dirixe
ασκήσεων	un
ύποπτη	sospeitoso
τρομερά	moi
τρομερά	síntoo
κλαίει	prantos
κλαίει	chora
κλαίει	os
κλαίει	chorando
κλαίει	choraba
κλαίει	chorar
κλαίει	vergoña
κλαίει	choras
κλαίει	choran
εγκληματικότητα	delito
εγκληματικότητα	crime
εγκληματικότητα	criminalidade
εγκληματικότητα	crimes
εγκληματικότητα	delincuencia
παλαιστίνιοι	palestinos
απειλούνται	ameazada
βελτιωμένο	mellorou
άγγιξε	tocan
άγγιξε	están
άγγιξε	tocar
άγγιξε	a
άγγιξε	tocáronme
καπιταλισμός	o
καπιταλισμός	capitalismo
φιντέλ	fidel
διδάσκουν	ensino
διδάσκουν	ensinar
διδάσκουν	ensinarche
εγγεγραμμένος	rexistrado
δώσε	dar
δώσε	dáme
αποχέτευσης	saneamento
αποχέτευσης	sanidade
αποτελεσματικός	efectivas
αποτελεσματικός	efectiva
αποτελεσματικός	efectivo
αποτελεσματικός	efectivos
αποτελεσματικός	eficaces
αποτελεσματικός	eficaz
αποτελεσματικός	a
φώκιες	focas
φώκιες	as
βοστόνη	boston
βοστόνη	de
σχεδιάστρια	estilista
θράσος	nerviosas
απόρρητο	privacidade
ιρλανδικά	irlandés
ιρλανδικά	irlandeses
ιρλανδικά	irlandesa
βαρόνος	barón
βαρόνος	ao
κατασκηνώσεις	campos
τανκς	tanques
δράκουλα	drácula
καθρέφτης	o
καθρέφτης	espello
υφιστάμενη	existente
υφιστάμενη	existentes
υφιστάμενη	telescopios
αγροκτήματα	granxas
κρυμμένα	oculto
κρυμμένα	oculta
κρυμμένα	ocultas
κρυμμένα	escondidos
κρυμμένα	escondidas
απομακρυσμένα	remotas
αισθάνθηκε	sentía
αισθάνθηκε	sentíame
αισθάνθηκε	que
αισθάνθηκε	sentín
υγιείς	san
υγιείς	saúde
υγιείς	sans
υγιείς	saudable
γενεά	xeración
γενεά	da
διαφανές	transparentes
διαφανές	transparente
μακρύς	longo
μακρύς	longa
μακρύς	moito
μακρύς	tempo
εθνικη	nacional
εθνικη	nacionais
εθνικη	national
κακιά	malo
κακιά	malvada
κιάλια	os
κιάλια	prismáticos
πρωτόγονη	primitivos
πρωτόγονη	primitiva
πρωτόγονη	primitivo
ομαδες	dous
ομαδες	grupos
ηλεκτρισμός	electricidade
ηλεκτρισμός	a
δημοκρατια	república
δημοκρατια	democracia
κούνια	abaneo
κούνια	xuntas
φρουρός	garda
φρουρός	de
φρουρός	sentinela
μυστικότητα	privacidade
φιάλες	botellas
γκαράζ	garaxe
ελέγχων	controla
τράπουλα	tarxetas
τράπουλα	cartas
τράπουλα	naipes
τράπουλα	as
τράπουλα	ás
θεϊκό	divino
θεϊκό	divina
απόλαυση	pracer
απόλαυση	encantado
απόλαυση	gusto
απόλαυση	placer
οπλοστάσιο	arsenal
οπλοστάσιο	o
γράψε	escribir
γράψε	escribe
γράψε	escribo
σόουλ	alma
σόουλ	saúl
καταχώριση	rexistro
καταχώριση	tarxeta
καινοτομίας	innovación
εαυτός	eu
εαυτός	presente
εφιάλτη	pesadelo
αγελάδες	as
αγελάδες	vacas
χτίζει	acumúlase
ντόρις	doris
βάζο	de
βάζο	bote
παλικάρια	rapaces
πνευματικότητα	espiritualidade
έκτορ	héctor
κατακόρυφο	verticais
κατακόρυφο	vertical
φοιτήτρια	estudante
φοιτήτρια	estudantes
φοιτήτρια	alumno
σερίφης	alguacil
σερίφης	shérif
σερίφης	gobernador
λίπη	fats
οπλισμένοι	armados
οπλισμένοι	armado
οπλισμένοι	armada
οπλισμένοι	armadas
ίγκορ	igor
σουν	sol
σκουλήκια	vermes
γυμνός	espido
επιδεξιότητα	habilidade
ντάνιελς	daniels
τσιγάρα	tabaco
τσιγάρα	cigarros
ντρου	drew
υγρός	líquido
υγρός	líquida
αποδοτικότητα	eficiencia
αποδοτικότητα	eficacia
ρεπόρτερ	xornalista
ρεπόρτερ	reporteiro
συμβατικές	convencional
ενθουσιασμός	a
ενθουσιασμός	entusiasmo
προσωρινές	temporal
κυριακές	os
κυριακές	domingos
κυριακές	domingo
φόρα	levar
φόρα	levo
φόρα	levas
φόρα	non
φόρα	as
ελήφθη	recibín
ελήφθη	recibiron
ελήφθη	recibimos
ελήφθη	recibiu
ελήφθη	roger
κούπα	cunca
κούπα	café
αποκτήθηκαν	adquirían
χτες	onte
συμμορίες	forzados
κιβώτια	caixas
κιβώτια	palcos
νεογέννητο	neuronas
νεογέννητο	novas
δυστυχία	desgraza
δυστυχία	miseria
ποντικός	rata
ποντικός	rato
τύψεις	culpa
κλέφτη	ladrón
πιθήκους	monos
τίμιος	honestos
τίμιος	sinceros
τίμιος	dicir
τίμιος	verdade
τίμιος	sincero
τίμιος	honesto
τίμιος	de
τίμιος	honrado
μύγα	e
μύγα	pilotar
μύγα	voar
μύγα	voan
μύγα	voarei
μύγα	voe
μύγα	voo
ασημί	silver
άλλαξα	cambiou
άλλαξα	cambiei
άλλαξα	de
φόροι	impostos
φόροι	dos
μαντέλα	mandela
άχρηστη	inútiles
άχρηστη	inútil
θυμηθείτε	lembrar
θυμηθείτε	lembro
θυμηθείτε	lembra
θυμηθείτε	lembras
συνεδρία	sesión
ασφάλιση	seguro
ασφάλιση	seguros
ασχέτως	importar
καμπίνα	cabana
φώκια	foca
φώκια	selo
έμπολα	ébola
αναρχικός	anarquista
πρόβατο	ovellas
αφρικανοί	africanos
αφρικανοί	costa
ουδέν	ningunha
ουδέν	nada
ουδέν	ningún
ουδέν	non
ουδέν	é
καθόταν	eu
καθόταν	sentei
καθόταν	sentouse
καθόταν	senteime
καθόταν	sentou
καθόταν	onda
καθόταν	sentado
καθόταν	sentados
σφυρί	martelo
θάμνος	bush
θάμνος	monte
νιώθω	sinto
νιώθω	sentir
νιώθω	que
νιώθω	síntome
κρύβονται	agochados
κρύβονται	escondida
γάτος	gato
γάτος	ao
ροκφέλερ	rockefeller
ευγενικό	educado
ευγενικό	educados
τήξη	fusión
τήξη	derreter
τήξη	fusión
τήξη	reactor
ζύμη	diñeiro
γιούνιον	unión
γιούνιον	sindicato
γιούνιον	sindicalista
γιούνιον	sindical
γιούνιον	do
καρλάιλ	carlyle
σταμάτα	deter
σταμάτα	de
σταμάτα	parar
σταμάτα	para
σταμάτα	deixa
σάντι	santi
στερεότυπα	estereotipos
διακεκριμένη	distinguido
διακεκριμένη	distinguidos
φάλαινα	balea
μπουκάλι	botella
οικειοθελώς	voluntariamente
εξαρτημένη	dependentes
εξαρτημένη	depende
επενδύσει	investimos
επενδύσει	investir
επενδύσει	invistan
επενδύσει	investimos
βετεράνους	veteranos
αγελάδα	vaca
τριγύρω	redor
τριγύρω	arredor
τριγύρω	por
τριγύρω	aquí
χωράει	encaixa
αλγόριθμους	algoritmos
δυναμικότητα	capacidade
δυναμικότητα	de
επιχορήγηση	bolsa
επιχορήγηση	indultarme
επιχορήγηση	srta
επιχορήγηση	a
επιχορήγηση	grant
πολιτοφυλακή	milicia
παράλειψη	skip
παράλειψη	mo
μέριλιν	marilyn
σπόρος	sementes
σπόρος	semente
βιασμό	violación
βιασμό	viólanme
κιν	interesa
παροιμία	proverbio
πτυχία	graos
πτυχία	16
παράξενος	estraño
παράξενος	estraña
παράξενος	extraño
παράξενος	moi
παράξενος	rara
παράξενος	raro
μαρμελάδα	session
συνάδελφος	colega
τρομακτική	medo
τρομακτική	terrorífico
τρομακτική	aterrador
τρέιλερ	remolque
παγωμένη	xeado
μοναδικοί	único
μοναδικοί	únicas
μαζι	xuntos
δάχτυλο	dedo
δάχτυλο	o
χωριστή	separar
ράβδος	pola
ράβδος	de
ράβδος	taberna
ράβδος	bar
ένοχοι	culpable
ένοχοι	culpábel
ένοχοι	culpábeis
έφαγε	comemos
έφαγε	comín
έφαγε	comeu
έφαγε	comiches
έφαγε	hoxe
ενόχληση	auténtica
ενόχληση	praga
ενόχληση	molestia
κιλό	chan
θεση	posición
απομακρυσμένο	remotas
βουδιστές	budistas
ανατέλλει	sobe
πόκερ	póquer
πόκερ	ao
πόκερ	de
κορυφογραμμή	cresta
θερμίδες	calorías
άνιση	desigual
άνιση	desiguais
ειλικρινής	de
ειλικρινής	honestos
ειλικρινής	sinceros
ειλικρινής	dicir
ειλικρινής	verdade
ειλικρινής	sincero
ειλικρινής	honesto
ειλικρινής	de
ειλικρινής	honrado
οίνος	viño
άθεος	ateo
ρούντι	rudi
εργάτη	traballador
εργάτη	social
εργάτη	obreiro
εργάτη	obreiros
εργάτη	parado
νοσταλγία	morriña
νοσταλγία	da
νοσταλγία	casa
ινσουλίνη	insulina
ινσουλίνη	á
στρατώνες	barracas
αξιολογήσεις	cualificacións
αξιολογήσεις	as
αξιολογήσεις	avaliacións
χάλυβας	aceiro
χάλυβας	de
χάλυβας	ferro
χάλυβας	o
χάλυβας	raís
χριστουγεννιάτικα	nadal
υποκατάστημα	póla
υποκατάστημα	sucursal
έκρυψε	escondín
δώστε	dar
δώστε	dáme
δικηγόρους	avogados
βίνι	vinnie
ωοθηκών	ovario
εκδοση	edición
λόρι	laurie
ωράριο	horas
ουτοπία	utopía
αρρώστιες	enfermidades
αρρώστιες	enfermedades
αρρώστιες	doenzas
τρια	tres
τρια	3
φασίστες	fascistas
πανηγυρική	formal
αταξία	trastorno
αταξία	desorde
ζω	vivir
ζω	vivo
ζω	viven
ζω	vive
ζω	viva
μισισιπή	mississippi
σωματικό	física
σωματικό	físicos
σωματικό	físicas
σωματικό	físico
ετυμηγορία	veredito
ετυμηγορία	veredicto
απομίμηση	imitación
απομίμηση	na
κέννεντυ	kennedy
φρέσκα	fresco
φρέσκα	fresca
φρέσκα	frescos
φρέσκα	descarado
φρέσκα	descarados
φρέσκα	frescas
φρέσκα	cambiar
φυλετικά	segregación
φυλετικά	racial
σπασμένο	roto
αθώα	inocente
αθώα	inocentes
αντικατοπτρίζουν	reflicten
αντικατοπτρίζουν	reflictan
ένστικτο	instinto
ένστικτο	instintos
γενναίο	valentes
γενναίο	valente
υπέροχα	xenial
υπέροχα	gran
υπέροχα	grande
υπέροχα	grandes
υπέροχα	marabillosas
υπέροχα	marabilloso
υπέροχα	marabillosa
συνειδητοποίηση	conciencia
συνειδητοποίηση	cognición
άνι	annie
πυρηνικός	nuclear
πυρηνικός	nucleares
εκτεθειμένο	exposto
εκτεθειμένο	á
βαλίτσα	maleta
δυνατοί	forte
δυνατοί	fortes
γυμνοί	espido
μπανκς	bancos
κουρέας	barbeiro
κουρέας	perruqueiro
σκληροί	dura
σκληροί	por
σκληροί	duro
σκληροί	duros
σκληροί	difícil
λάιονς	leóns
λάιονς	lyon
σταγόνα	lanzamento
σχισμή	comecartos
γκάρετ	garrett
κόλπα	trucos
αδύναμος	débil
όχλο	turba
όχλο	mafia
ατάκες	liñas
ατάκες	de
ατάκες	trincheiras
ατάκες	frases
ίσης	equitativos
ίσης	igual
ίσης	mesmo
ίσης	iguais
ίσης	son
κοτόπουλο	galiña
κοτόπουλο	polo
κοτόπουλο	pito
τελετουργία	ritual
τελετουργία	rituais
αμερικάνοι	os
αμερικάνοι	estadounidenses
αμερικάνοι	americanos
αμερικάνοι	ianquis
φωνάζοντας	non
φωνάζοντας	berrando
φωνάζοντας	berrar
πορτοκάλι	laranxa
φόρτιση	cargo
φόρτιση	mando
φόρτιση	cargos
φόρτιση	carga
αναπόφευκτο	inevitable
αναπόφευκτο	inevitábel
τριαντάφυλλα	rosas
σπίθα	chispa
πυροβολήθηκε	disparou
αρθρώσεων	antros
αρθρώσεων	articulacións
αρθρώσεων	xiratorias
ράφια	estantes
ευφυής	intelixente
ευφυής	intelixentes
σίδερο	ferro
κατεχόμενα	ocupada
ισοζύγιο	equilibrio
ισοζύγιο	balance
ισοζύγιο	o
λάβετε	recibir
σπάνιος	pouco
ιδανικός	ideal
ιδανικός	ideais
αθηνα	atenas
ύποπτο	sospeitosos
ύποπτο	sospeitoso
τυχερός	afortunada
τυχερός	sorte
τυχερός	afortunado
τυχερός	con
τυχερός	de
χαρούμενη	feliz
χαρούμενη	contento
χαρούμενη	felices
χαρούμενη	contenta
ινδοκίνα	indochina
πλήκτρο	clave
πλήκτρο	chave
χουκ	todos
ευτυχισμένη	feliz
ευτυχισμένη	contento
ευτυχισμένη	felices
ευτυχισμένη	contenta
περπάτημα	camiñando
περπάτημα	pola
περπάτημα	andar
περπάτημα	andando
περπάτημα	subindo
περπάτημα	camiñaba
περπάτημα	camiñar
περπάτημα	polas
περπάτημα	andar
περπάτημα	camiñar
φρέντυ	freddie
τζόσεφ	wilson
τζόσεφ	joseph
υπερηφάνεια	orgullo
υπερηφάνεια	orgulloso
απρόσμενη	inesperado
υγιής	san
υγιής	saúde
υγιής	sans
υγιής	saudable
εστιάζοντας	centrar
άρρωστο	enfermo
άρρωστο	enfermos
άρρωστο	enferma
καρύδια	noces
καρύδια	tola
καρύδια	tolo
κόψιμο	cortar
τελείες	puntos
τελείες	cabos
υποδήματα	zapatos
υποδήματα	os
υποδήματα	botas
υποδήματα	tenis
κυψέλες	as
κυψέλες	células
μπότες	botas
μπότες	as
ντάμα	raíña
ντάμα	queen
γιγάντια	un
γιγάντια	xigantes
γιγάντια	xigante
γιγάντια	enorme
γιγάντια	xigantesco
γιγάντια	pauta
ξέχασε	esqueceu
ξέχασε	esquecín
ξέχασε	as
ξέχασε	esquece
ξέχασε	esquecino
συνάδελφοι	colegas
συνάδελφοι	compañeiros
σίτου	trigo
καθε	os
καθε	as
καθε	todos
καθε	cada
καθε	todas
περίπατος	andar
περίπατος	camiñar
υπέρτατη	corte
υπέρτατη	suprema
υπέρτατη	supremo
εργαστηριακά	laboratorio
κατεστραμμένα	destruídos
κατεστραμμένα	destruíron
κατεστραμμένα	destruído
κατεστραμμένα	con
κατεστραμμένα	destruírono
κατεστραμμένα	destruír
παύουν	alto
παύουν	o
εξηγήσω	explicar
εξηγήσω	explicarllo
λίβρες	kg
λίβρες	quilos
λίβρες	kilos
λίβρες	case
λίβρες	libras
λίβρες	tonelada
λίβρες	toneladas
τσιγάρο	cigarros
τσιγάρο	cigarro
τσιγάρο	un
τσιγάρο	pitillo
τσιγάρο	pito
αγγελιοφόρος	mensaxeiro
στορμ	treboada
μπαταρίας	batería
απομονωμένα	illado
απομονωμένα	illada
εκπαιδευτές	educadores
υπέροχος	marabillosas
υπέροχος	marabilloso
υπέροχος	marabillosa
ανιχνευτής	detector
σαλιγκάρια	caracois
γροθιά	ponche
γροθιά	unha
χορτάρι	herba
ενυδρείο	acuario
βιώσει	experimentou
βιώσει	experiencia
βιώσει	experimentado
βιώσει	nisto
απομένουν	restante
απομένουν	para
ταπεινή	humilde
ταπεινή	humildes
χοληστερόλη	colesterol
καρδία	corazón
καρδία	cardíacas
καρδία	cardíaca
συναισθηματικό	emocional
συναισθηματικό	emocionais
συναισθηματικό	emotivo
συναισθηματικό	sentimentais
συναισθηματικό	sentimental
χάκερ	hacker
χάκερ	hackers
άνγκους	angus
προδότες	traidores
βελτιώθηκαν	mellorou
κάντυ	candy
μύλο	fábrica
μύλο	mill
μύλο	muíño
ενεργητικού	bens
λαβύρινθος	labirinto
σεντς	centavos
σεντς	cincuenta
σεντς	patacóns
σεντς	céntimos
μυαλά	cerebro
μυαλά	cerebros
μυαλά	os
μυαλά	mente
μυαλά	mentes
μυαλά	as
μυαλά	nas
κάψει	queimalos
κάψει	queiman
κάψει	queimar
κάψει	queimade
σκοινί	corda
ευχαρίστως	con
ευχαρίστως	gusto
θηρίο	besta
σπουδαστής	estudante
σπουδαστής	estudantes
σπουδαστής	alumno
ψυχολόγοι	psicólogos
ψυχολόγοι	sicólogos
μκο	ngo
βούδας	buda
ξημέρωμα	alborecer
ξημέρωμα	amencer
δαχτυλίδια	aneis
συντομότερη	curta
μιλήσω	falar
μιλήσω	charla
μιλήσω	con
πωλητή	vendedor
πωλητή	libro
πωλητή	máis
πωλητή	vendido
παντρεμένοι	casou
παντρεμένοι	casar
παντρεμένοι	casado
παμπ	bar
έκτακτα	extraordinario
έκτακτα	cantidade
έκτακτα	extraordinarias
έκτακτα	extraordinarios
έκτακτα	extraodinarios
έκτακτα	extraordinaria
απομονωμένος	illado
απομονωμένος	illada
αυτισμό	autismo
τζην	jean
τζην	xenéticas
τζην	xene
τζην	xenes
τζην	xen
δερμάτινο	coiro
δερμάτινο	o
βιοποικιλότητα	biodiversidade
εντωμεταξύ	tanto
εντωμεταξύ	mentres
πάρκινσον	párkinson
δυσχέρειες	dificultades
ειδύλλιο	romance
μεχρι	ata
μεχρι	que
μεχρι	até
μπίσοπ	bispo
πατριώτης	patriota
φούστα	saia
φτιάχνοντας	facer
φτιάχνοντας	a
φτιάχνοντας	de
φτιάχνοντας	facendo
αρης	marte
νόρτον	norton
βομβαρδισμοί	bombardeo
βομβαρδισμοί	do
βομβαρδισμοί	bombardeos
βομβαρδισμοί	o
συλλογικές	colectivo
συλλογικές	colectiva
δίχτυ	rede
παροχές	beneficios
παροχές	os
σοδειά	colleita
σοδειά	cultivos
χόρτο	herba
μο	moe
επιβράβευση	recompensa
ρομαντικός	romántico
ρομαντικός	románticos
ρομαντισμός	romance
ζορζ	georges
σωματοφύλακας	garda
κουνέλι	coello
υφιστάμενων	existente
υφιστάμενων	existentes
υφιστάμενων	telescopios
δίδυμη	picos
καμένη	queimado
καμένη	queimaron
καμένη	queimou
καμένη	queimados
μαγικός	máxicos
μαγικός	máxico
χρέωση	cargo
χρέωση	mando
χρέωση	cargos
χρέωση	carga
ταίρι	oficial
ενεργοποιημένη	activa
υιοθεσία	adopción
πίστωση	tarxetas
πίστωση	crédito
πίστωση	roubada
ηθικός	morais
ηθικός	moral
ηθικός	a
ηθικός	vontade
μικροσκοπικό	diminutos
μικροσκοπικό	pequena
μικροσκοπικό	pequenos
μικροσκοπικό	diminuto
μικροσκοπικό	pequeno
μικροσκοπικό	minúsculas
μικροσκοπικό	diminuta
μικροσκοπικό	pequenas
σάκο	bolsa
σάκο	bolso
σάκο	maletín
σάκο	saco
σάκο	saco
σειρήνες	sirenas
σειρήνες	sereas
ανθεκτικότητα	resistencia
ανθεκτικότητα	a
διαγωγή	que
βίαιος	violentos
βίαιος	violenta
βίαιος	violentas
βίαιος	violento
βίαιος	violencia
συνεταιρισμό	cooperativas
συνεταιρισμό	cooperativa
συνεταιρισμό	dos
στούαρτ	stewart
στούαρτ	stuart
στούαρτ	estuardo
ευτυχισμένος	feliz
ευτυχισμένος	contento
ευτυχισμένος	felices
ευτυχισμένος	contenta
πανούκλα	peste
ρουκέτες	foguetes
ρουκέτες	pasaron
προχωρημένο	avanzado
προχωρημένο	avanzada
