avhandlingen	dizertaci
respons	odpovědi
respons	reakce
respons	odezvy
qatar	kataru
bulletin	bulletinu
bulletin	zpravodaj
bulletin	věstník
vedvarende	přetrvávající
vedvarende	vytrvalý
vedvarende	trvalá
nyttige	užitečná
nyttige	užitečný
nyttige	užitečné
nyttige	užitečná
nyttige	užitečný
nyttige	užitečné
vega	vega
vega	veze
sida	stránky
sida	strana
sida	stránka
sida	page
sida	stránku
sida	straně
sida	strana
sida	boční
sida	side
målinger	metriky
målinger	měření
samtale	konverzaci
samtale	rozhovor
samtale	konverzace
administrert	podáván
administrert	podávaná
administrert	podané
administrert	spravované
administrert	řízené
administrert	podařilo
melodier	melodie
melodier	melodie
trykte	tištěné
fragmenter	fragmenty
fragmenter	útržky
fragmenter	úlomky
tips	tipy
tips	tipů
tips	tip
reading	čtení
reading	čtu
foretrakk	raději
foretrakk	přednost
nordahl	nordahl
charter	listina
charter	charty
charter	charta
sorg	žalu
sorg	smutek
sorg	žal
sorg	zármutek
sorg	smutek
sorg	žal
sorg	zármutek
sorg	truchlení
sorg	truchlící
sorg	truchlí
sorg	smutku
sorg	smutek
sorg	truchlení
sorg	smutek
sorg	smuteční
emigrerte	vystěhovali
emigrerte	emigroval
forskrift	vyhláška
gerald	gerald
flo	flo
vulkansk	sopečné
guillaume	guillaume
virgin	panenské
virgin	panic
virgin	panna
evil	zlý
evil	zlo
evil	zlá
bukt	záliv
bukt	záliv
bukt	bay
forventes	očekávaná
forventes	očekávané
forventes	čekal
forventes	očekávaný
rart	divné
rart	divný
rart	zvláštní
operativ	operační
operativ	operativní
operativ	provozní
diplom	diplom
philips	philips
jevn	stabilní
ira	ira
ira	iro
why	proč
future	budoucnosti
future	budoucí
future	budoucnost
allsvenskan	allsvenskan
tenkning	myšlení
tenkning	přemýšlím
tenkning	přemýšlení
gjengen	gang
parallell	souběžné
parallell	souběžně
parallell	paralelní
chester	chester
reykjavík	reykjavíku
reykjavík	reykjavík
pre	pre
innvendig	dovnitř
innvendig	uvnitř
innvendig	vevnitř
body	tělo
akutt	akutní
give	dej
give	dejte
mektigste	nejmocnější
furu	pine
furu	borovice
forberedt	připravené
forberedt	připraveno
forutsetter	předpokládá
sletter	mazání
sletter	smaže
interwiki	interwiki
giles	giles
symbolsk	symbolické
gregory	gregory
zambia	zambie
utfordret	vyzval
reagerer	reaguje
bom	bom
kunstverk	dílo
burke	burke
avslørte	odhaleno
avslørte	prozradil
avslørte	odhalen
avslørte	odhalil
avslørte	odhalena
bibelske	biblické
blake	blake
oppførte	jednala
oppførte	jednal
guttene	kluky
guttene	hoši
guttene	kluci
guttene	chlapci
gottfried	gottfried
rockefeller	rockefeller
slave	otrok
slave	otrokyně
productions	productions
tilsyn	dohled
tilsyn	dozor
thai	thajské
martha	marta
martha	martha
michelle	michelle
granitt	žuly
building	budování
building	stavění
building	budova
bradley	bradley
brooks	brooks
carol	carol
pic	pic
streisand	streisand
crystal	crystal
crystal	křišťálové
crystal	krystal
fargerike	barevné
hindi	hindštině
shorts	trenýrky
wells	wells
wells	studny
språklige	jazykové
blokk	bloku
blokk	blokovat
blokk	blok
blokk	zablokovat
blokk	blokování
overkant	přebytek
overkant	nadbytek
skottlands	skotsko
skottlands	skotska
emily	emily
naken	nazí
naken	nahý
naken	nahé
naken	nahá
toer	deuce
benz	benz
grekere	řekové
grekere	řeky
varighet	trvání
arven	odkaz
arven	dědictví
aaron	aaron
pleier	většinou
pleier	obvykle
pleier	sklon
giftige	jedovatý
giftige	jedovaté
fossum	fossum
june	červen
june	června
eyes	oči
fremgang	pokroku
fremgang	pokrok
fremgang	progress
fremgang	průběh
cardiff	cardiffu
utfyllende	komplexní
ssb	scb
irakiske	irácké
wind	vítr
wind	větru
willie	willie
adresser	adres
adresser	adresy
catholic	katolická
catholic	katolické
catholic	katolík
catholic	katolický
skiskytter	biatlonista
arkivert	archivované
arkivert	podáno
arkivert	podané
arkivert	podal
enormt	obrovský
enormt	obrovské
enormt	obrovská
pablo	pablo
nathan	nathana
nathan	nathan
