johannes	johannes
izplešanās	razširitev
izplešanās	širjenje
izplešanās	širitev
skaistas	čudovita
skaistas	prelepi
skaistas	prelepe
skaistas	lepi
skaistas	lepe
skaistas	lepa
skaistas	lepa
cietā	trdna
cietā	trdni
cietā	trdne
cietā	trden
cietā	trdno
pagalmā	dvorišče
sargs	varuh
sargs	skrbnik
sargs	stražar
sargs	straža
sargs	čuvaj
sargs	garda
sekunžu	sekunde
sekunžu	sekund
sekunžu	sekundah
ivo	ivo
slovēņu	slovenščina
slovēņu	slovensko
slovēņu	slovenska
slovēņu	slovenskega
slovēņu	slovenski
bataljoni	bataljoni
spriedumu	sodba
spriedumu	presoja
termini	izrazi
termini	pogoji
aizliedz	prepoveduje
prūsija	prusija
varonību	junaštvo
varonību	junaštva
unikāla	edinstveno
unikāla	edinstven
unikāla	edinstvena
unikāla	enkratna
izņēmumi	izjeme
izņēmumi	izključitev
izņēmumi	izključitve
izņēmumi	oprostitve
izņēmumi	izjeme
mantijas	halje
stratēģiskā	strateško
stratēģiskā	strateški
stratēģiskā	strateška
konstante	konstanta
konstante	stalno
motīvi	motivi
motīvi	motive
motīvi	motivi
pastāvēšana	obstoja
pastāvēšana	obstoj
saglabāta	rešen
saglabāta	rešeno
saglabāta	shranjeno
saglabāta	rešena
saglabāta	shranjena
intensitātes	intenzivnosti
ungāri	madžari
skautu	skavt
skautu	scout
skautu	izvidnik
atkārtot	uveljavi
atkārtot	ponovi
atkārtot	ponovitev
paulu	paulo
mīksts	mehko
mīksts	mehka
mīksts	mehke
mīksts	mehak
kampaņa	kampanje
kampaņa	kampanjo
kampaņa	kampanja
konts	račun
slikta	bogi
slikta	ubogi
slikta	revni
slikta	uboga
slikta	hudo
slikta	slaba
slikta	slabo
slikta	bad
slikta	slab
zina	ve
netieši	posredne
netieši	posredno
netieši	posredna
netieši	posredno
dzirde	zaslišanje
dzirde	sluh
pelēkās	sive
pelēkās	sivo
pelēkās	sivi
pelēkās	grey
pelēkās	siva
rafaels	rafael
skaitās	šteje
lūkas	lopute
lūkas	loputo
lūkas	loputa
komēdijas	komedije
piekrīt	sprejme
piekrīt	sprejema
tipiska	tipičen
tipiska	značilno
tipiska	tipično
viedokļi	mnenja
viedokļi	ogledov
viedokļi	mnenja
viedokļi	stališča
viedokļi	pogledi
efekti	učinki
efekti	vplivi
ternopiļas	ternopil
pole	pole
pole	drog
pole	tečaj
spējīgi	zmožen
spējīgi	sposobni
spējīgi	sposobne
spējīgi	sposoben
admirālis	admiral
noteikšana	zaznavanje
noteikšana	zaznava
noteikšana	odkrivanje
noteikšana	določitev
noteikšana	odločnost
noteikšana	določanje
jaunība	mladosti
jaunība	mladina
jaunība	mladost
sat	sedeli
sat	sedela
sat	sedel
sat	sat
emi	emi
gilmors	gilmour
rezervē	rezerva
rezervē	rezervo
rezervē	rezerve
serbijā	srbija
serbijā	srbije
serbijā	srbijo
pārvarēt	premagovanje
pārvarēt	premagovanje
pārvarēt	premagati
pārvarēt	premagala
apvienots	kombinirano
apvienots	kombinirana
apvienots	združeni
apvienots	združena
viesis	gosta
viesis	gostja
viesis	gost
limited	omejena
limited	omejene
limited	omejen
limited	omejeno
limited	omejeni
ētika	etiko
ētika	etična
ētika	etika
aspekti	vidike
aspekti	vidiki
aristotelis	aristotel
panama	panama
panama	panami
demokrātija	demokracija
migrācija	migracije
migrācija	selitev
migrācija	migracija
dzīvokļu	apartmaji
dzīvokļu	stanovanja
atkarīgi	odvisni
atkarīgi	odvisen
tvaiku	hlapi
tvaiku	hlapov
tvaiku	pare
tvaiku	para
fidži	fidži
ēnā	senca
ēnā	senci
ēnā	senco
ēnā	odtenek
coca	koke
coca	koka
coca	coca
goes	gre
trūkumi	pomanjkljivosti
trūkumi	slabosti
trūkumi	šibkosti
trūkumi	pomanjkljivosti
trūkumi	pomanjkljivosti
līdzsvaru	ravnotežje
līdzsvaru	ravnovesje
līdzsvaru	tehtnica
līdzsvaru	bilanca
pārliecināts	prepričal
konstitūcijā	ustava
interwiki	interwiki
visaugstākā	najvišjo
visaugstākā	najvišje
visaugstākā	najvišji
visaugstākā	najvišja
astotais	osmi
astotais	osma
astotais	eighth
astotais	osmo
bagātību	bogastvo
inovāciju	inovativnost
inovāciju	inovacije
inovāciju	inovacij
uzbrucēji	napadalci
slepkava	ubijalec
slepkava	morilka
slepkava	morilec
slepkava	morilec
grunts	dno
grunts	spodaj
tumšs	temna
tumšs	temni
tumšs	temno
bremzēšanas	zaviranje
investīcijas	vlaganje
investīcijas	naložbe
investīcijas	investicije
investīcijas	naložba
investīcijas	naložbe
investīcijas	investicije
pārbauda	preverjanje
pārbauda	preveri
pārbauda	potrdi
pārbauda	preveri
pārbauda	preveriti
pārbauda	preverjanje
pārbauda	preverite
ženēvā	ženevi
patiesība	res
patiesība	resnično
patiesība	true
patiesība	resnična
patiesība	resnica
patiesība	resnico
patiesība	resnice
patiesība	resnica
ila	ila
ieņēmumi	prihodki
ieņēmumi	prejemki
ieņēmumi	dohodek
ieņēmumi	dohodka
ieņēmumi	dohodki
ieņēmumi	prihodki
ieņēmumi	prihodek
ieņēmumi	prihodek
ieņēmumi	prihodki
ieņēmumi	dohodki
iegūšana	ekstrakcijo
iegūšana	ekstrakcija
iegūšana	pridobivanje
iegūšana	črpanje
iegūšana	pridobitev
iegūšana	pridobivanje
dārzi	vrtovi
dārzi	vrtovih
dārzi	vrtov
dārzi	vrtove
statujas	kipe
statujas	kipi
bordo	bordeaux
bordo	burgundy
atļauta	pooblaščeni
atļauta	dovoljeno
atļauta	dovoljen
atļauta	dovoljeno
atļauta	dovoljen
atļauta	dovoljeno
atļauta	dovoljen
audzes	formacije
trešdaļas	tretjini
trešdaļas	tretjine
atkarīgas	odvisni
lada	lada
saņemšanas	prejem
sakramento	sacramentu
veikala	prodajalna
veikala	shop
veikala	trgovino
veikala	trgovina
vīni	vina
velns	hudič
velns	vrag
zinu	zee
taizemes	tajska
taizemes	tajsko
taizemes	tajski
pērtiķi	opice
pērtiķi	opic
aizstāt	nadomesti
aizstāt	zamenjaj
apvienošanos	združitve
apvienošanos	združitev
godalgas	nagrade
pārbaudi	preveri
pārbaudi	preveriti
pārbaudi	preverjanje
pārbaudi	preverite
benzola	benzen
slavenais	slavni
slavenais	slaven
slavenais	znana
slavenais	znani
slavenais	znan
testa	test
testa	preskus
testa	preizkus
gatavi	pripravljeni
gatavi	pripravljena
gatavi	pripravljen
izplatīt	porazdeli
amerika	ameriki
amerika	amerika
amerika	ameriko
amerika	america
matricu	matrico
matricu	matrica
matricu	matrika
vērtīga	dragoceno
vērtīga	dragocene
vērtīga	dragocen
vērtīga	dragocena
lielgabali	topovi
lielgabali	topove
lielgabali	topov
toni	toni
toni	tona
toni	ton
toni	tone
sabrukšanas	razpad
emocijas	čustva
emocijas	čustvo
emocijas	čustva
emocijas	čustev
audzināšanas	starševstvo
palestīnā	palestini
izlaist	skip
izlaist	preskoči
bezkrāsains	brezbarvna
bezkrāsains	brezbarvna
atklājumi	odkritja
atklājumi	odkritij
zilonis	slon
zilonis	slona
pakļaut	razkriti
izstrādājumi	členi
izstrādājumi	članki
izstrādājumi	izdelki
izstrādājumi	produkti
izstrādājumi	proizvodi
izstrādājumi	izdelki
izstrādājumi	priprave
izstrādājumi	pripravki
izstrādājumi	preparati
misūri	missouri
gatava	pripravljeni
gatava	pripravljena
gatava	pripravljen
apstrāde	ravnanje
apstrāde	rokovanje
apstrāde	obdelovanje
apstrāde	predelava
apstrāde	obdelava
apstrāde	predelavo
apstrāde	zdravljenja
apstrāde	obdelava
apstrāde	zdravljenje
apstrāde	obravnava
profesionālais	profesionalno
profesionālais	strokovna
profesionālais	strokovno
profesionālais	poklicna
profesionālais	poklicne
profesionālais	strokovni
ķirurģijas	kirurški
ķirurģijas	kirurško
silva	silva
frānsiss	frances
spacex	spacex
fib	fbi
kampaņā	kampanje
kampaņā	kampanjo
kampaņā	kampanja
ziņots	poročali
ziņots	prijavljenih
zināja	vedel
zināja	vedela
galerijas	galerije
galerijas	galerija
galerijas	galerijo
alise	alica
alise	alice
alise	alise
tops	top
tops	vrh
hronoloģija	kronologija
cukuru	sladkorja
cukuru	sladkor
bojājumi	lezij
bojājumi	lezije
bojājumi	lezije
uzlabojumi	izboljšave
uzlabojumi	izboljšanje
uzlabojumi	izboljševanje
uzlabojumi	izboljšave
bruņas	oklep
bruņas	oklep
eksports	izvoz
eksports	izvozi
eksports	izvoz
eksports	izvoz
melodija	jingle
melodija	melody
melodija	melodija
melodija	melodijo
psihologs	psiholog
psihologs	psihologinja
čīle	čilu
čīle	čile
čīle	čila
īstenībā	pravzaprav
īstenībā	dejansko
atļaujas	dovoljenj
atļaujas	dovoljenja
atļaujas	dovoljenja
zosu	gos
zosu	gosi
partneris	partnerja
partneris	partner
partneris	partnerka
studio	atelje
studio	studio
dūmu	dim
dūmu	kadite
dūmu	dima
dūmu	kadi
dūmu	kajenje
pensijā	upokojitev
pensijā	upokojeni
pensijā	upokojen
pensijā	upokojil
piesārņojums	kontaminacije
piesārņojums	onesnaženje
piesārņojums	kontaminacijo
piesārņojums	onesnaževanje
piesārņojums	onesnaženje
polis	polis
polis	pole
polis	drog
polis	tečaj
valstsvīrs	državnik
taivānas	tajvana
taivānas	tajvan
kombinācijas	kombinacij
kombinācijas	kombinacije
arctos	arctos
kaza	kozje
kaza	kozo
kaza	koza
kaza	kozel
shēmu	shema
neue	neue
klīniskā	klinični
voyager	voyager
zunda	sunda
modelēšanas	modeliranje
modelēšanas	modeliranja
android	android
jpeg	jpeg
agronoms	agronom
kopsavilkums	povzetek
rosbergs	rosberg
sūnu	mah
sūnu	moss
organizēts	organizirani
organizēts	organizirano
organizēts	organiziran
organizēts	organizirana
organizēts	organizirane
organizēts	organizirani
organizēts	organizirano
organizēts	organiziran
organizēts	organizirana
organizēts	organizirane
traģēdijas	tragedije
kļūdaini	lažno
hormonu	hormona
hormonu	hormon
alenia	alenia
iekaisuma	vnetnih
alma	alma
robinsons	robinson
luksemburgā	luksemburg
lidija	lidija
lidija	lydia
kadrs	okvir
kadrs	okvirja
kadrs	ogrodje
ierobežots	omejena
ierobežots	omejene
ierobežots	omejen
ierobežots	omejeno
ierobežots	omejeni
ierobežots	omejen
ierobežots	omejena
ierobežots	omejeno
ierobežots	omejeni
mika	mika
nometnēm	taborišča
nometnēm	taboriščih
apģērbs	oblačilo
apģērbs	obleke
apģērbs	oblačil
apģērbs	oblačila
apģērbs	obleke
apģērbs	oblačila
izdzīvoja	preživela
izdzīvoja	preživel
izdzīvoja	preživeli
proza	proza
internets	internetni
internets	internetno
internets	internet
tieslietas	pravosodje
tieslietas	pravičnost
tieslietas	pravica
tieslietas	pravo
tieslietas	zakon
taisnība	res
taisnība	resnično
taisnība	true
taisnība	resnična
taisnība	resnica
mūki	menihov
mūki	meniha
mūki	menihi
procedūru	postopek
filiāles	veje
filiāles	podružnice
apsolīja	obljubljeno
apsolīja	obljubil
datoram	računalnik
datoram	računalniško
datoram	računalniška
atzīmēts	označena
atzīmēts	označeni
atzīmēts	označen
atzīmēts	označene
atzīmēts	označeno
atzīmēts	označena
atzīmēts	označeni
atzīmēts	označene
atzīmēts	označeno
atpūšas	počiva
atpūšas	počival
atpūšas	počitek
nbc	nbc
sals	pozeba
sals	frost
potenciāls	potencialno
potenciāls	potencial
billijs	billy
alternatīva	alternative
alternatīva	alternativni
alternatīva	alternativno
alternatīva	alternativa
proyears	proyears
palmas	dlan
palmas	dlani
palmas	palm
palmas	dlaneh
palmas	dlani
iznīcina	uničena
iznīcina	uničeni
iznīcina	uničene
iznīcina	uničen
iznīcina	uničeno
iznīcina	uničuje
iznīcina	uniči
karla	carla
bruņurupucis	turtle
bruņurupucis	želva
bruņurupucis	želve
šons	shawn
stabila	stabilni
stabila	hlev
stabila	stabilen
stabila	stabilno
maratons	maraton
grūtāk	močneje
grūtāk	težje
sākts	začel
sākts	začela
sākts	začeto
sākts	začet
obj	obj
izpildīta	izpolnjen
izpildīta	izpolnjeno
izpildīta	izpolnjena
izpildīta	izpolnjene
izpildīta	izpolnjeni
izpildīta	doseženo
pētījuma	študija
psiholoģija	psihologijo
psiholoģija	psihologija
musulmaņiem	muslimani
musulmaņiem	muslimanov
volejbola	odbojko
iejaukšanās	posegi
iejaukšanās	posredovanja
iejaukšanās	intervencije
iejaukšanās	vmešavanje
iejaukšanās	motnja
iejaukšanās	vmešavanja
iejaukšanās	motnje
iejaukšanās	intervencija
iejaukšanās	intervencijo
iejaukšanās	posredovanje
iejaukšanās	intervencije
einšteins	einstein
garša	okus
garša	okusi
garša	okus
garša	aroma
batista	batista
būtība	bistva
būtība	bistvo
kobe	kobe
instruktoru	inštruktorji
iegūtā	pridobljena
iegūtā	pridobljen
iegūtā	pridobljene
iegūtā	pridobljeno
iegūtā	pridobljena
iegūtā	pridobljen
iegūtā	pridobljeno
ameriku	ameriki
ameriku	amerika
ameriku	ameriko
ameriku	america
ideoloģija	ideologije
uzsvars	poudarjanje
uzsvars	poudarek
sadales	razdelitev
sadales	porazdelitev
sadales	distribucija
sadales	razdeljevanje
sadales	razporeditev
karsts	vroče
karsts	vroč
karsts	vroča
siemens	siemens
kalējs	kovač
eksperiments	eksperiment
eksperiments	poizkus
eksperiments	poskus
moto	moto
vesela	cele
vesela	cel
vesela	cela
vesela	celotno
nils	nils
nils	neil
brālim	bratec
brālim	brat
sintēzi	sintezo
win	zmaga
win	zmagala
win	zmagal
win	zmago
alternatīvas	alternative
desmitgades	desetletji
desmitgades	desetletjih
desmitgades	desetletij
desmitgades	desetletja
desmitgades	desetletju
desmitgades	desetletje
nodevas	dajatve
nodevas	pristojbine
nodevas	takse
nodevas	dajatve
nodevas	dolžnosti
ilgstošu	trajen
ilgstošu	trajna
ilgstošu	trajni
ilgstošu	trajne
briz	briz
konstitucionālā	ustavne
konstitucionālā	ustavno
konstitucionālā	ustavna
maķedonija	makedonijo
maķedonija	makedonija
frankfurtē	frankfurtu
frankfurtē	frankfurt
plain	navadna
bavārijā	bavarska
pilnas	poln
pilnas	full
pilnas	polno
pilnas	polni
pilnas	polna
morāli	moralno
morāli	morale
morāli	moralo
morāli	morale
morāli	moralo
morāli	morala
pilota	pilotni
pilota	pilot
litru	liter
litru	liter
litru	litrov
virtuves	kuhinjo
virtuves	kuhinja
virtuves	kuhinji
anti	anti
mārciņu	funtov
mārciņu	kilogramov
vebers	webber
hotspur	hotspur
akti	dejanja
akti	akti
hello	pozdravljeni
arhīvā	arhiv
uzsvēra	poudarila
uzsvēra	poudarjeno
uzsvēra	poudarjeno
ilgstoša	trajen
ilgstoša	trajna
ilgstoša	trajni
ilgstoša	trajne
arhangeļskas	arhangelska
zālīte	trava
zālīte	trave
zālīte	travo
zvērestu	prisegel
zvērestu	zaobljuba
zvērestu	zaobljubo
zvērestu	prisega
zvērestu	prisego
amatpersona	uradnik
amatpersona	uradna
amatpersona	uradno
amatpersona	uradni
amatpersona	častnik
amatpersona	policist
manevrs	manever
manevrs	manever
met	metanje
met	matt
pelnu	pepel
pelnu	ash
apraksti	napisi
apraksti	opise
apraksti	opisi
stabu	jambor
ari	arija
ari	ari
alberto	alberto
ievietoja	objavljeno
ievietoja	objavil
dibinātāja	ustanovitelj
slēgtas	zaprto
slēgtas	zaprt
slēgtas	zaprte
slēgtas	zaprti
slēgtas	zaprta
gvinejas	gvineji
gvinejas	gvineja
gvinejas	gvinejo
gvinejas	gvinejski
samoa	samoe
sāļi	soli
algas	plača
algas	plačo
algas	plač
algas	plače
algas	plač
algas	plače
algas	plač
algas	plače
ilustrācija	ponazoritev
ilustrācija	ilustracija
scalemajor	scalemajor
montāža	vgradnjo
montāža	skupščina
montāža	sklop
montāža	sestavljanje
montāža	sestav
scenārijs	scenarij
nojaukta	uničen
nojaukta	porušili
balkānos	balkan
oficiāls	formalno
oficiāls	formalnega
ģipša	mavca
ģipša	mavec
ģipša	sadra
pārtika	hrano
pārtika	hrana
pārtika	živila
pārtika	živila
depresijas	depresija
džūlija	julie
džūlija	julijo
džūlija	julia
džūlija	julija
upuris	žrtvovanja
upuris	žrtvovanje
upuris	žrtev
pievienošanās	pristop
pievienošanās	pristopna
pievienošanās	pristopi
jubileju	jubilej
plotarea	plotarea
paolo	paolo
bendžamins	benjamin
vislas	visla
brālības	bratovščina
brālības	bratovščino
brālības	bratstvo
lūgums	zahteva
lūgums	prošnja
lūgums	zahtevek
pirts	kopel
pirts	kopanje
pirts	kad
pirts	savna
iekšējie	notranjosti
iekšējie	notranja
iekšējie	notranjost
iekšējie	notranje
iekšējie	notranji
iekšējie	notranja
iekšējie	interno
iekšējie	notranje
iekšējie	notranji
dibināšana	nastanek
dibināšana	formacijo
jacques	jacques
trenēties	vadil
slaveno	slavni
slaveno	slaven
slaveno	znana
slaveno	znani
slaveno	znan
žurka	rat
žurka	podgana
biosfēras	biosfero
paņēmiens	tehnika
paņēmiens	tehniko
ekonomiskais	ekonomski
ekonomiskais	gospodarski
ekonomiskais	gospodarsko
ekonomiskais	ekonomske
ekonomiskais	ekonomska
volejbols	odbojko
slēpotāja	smučar
edīte	edith
ņūtons	newton
henri	henri
festivālos	festivale
purna	rilec
purna	gobec
pretoties	upreti
ostām	pristanišča
erichson	erichson
kapenes	grobnice
veicināšanas	promocije
veicināšanas	promocijo
veicināšanas	napredovanje
veicināšanas	spodbujanje
veicināšanas	promocija
membrānas	membrane
membrānas	membrano
membrānas	membrane
strūklaka	vodnjak
strūklaka	fontana
iebildumu	nasprotovanje
iebildumu	ugovor
gvido	guido
korekcijas	popravkov
korekcijas	popravki
korekcijas	prilagoditev
korekcijas	prilagoditve
ārzemēm	tujino
ārzemēm	tujini
motīvs	lastnost
motīvs	značilnost
galapagu	galapagos
čečenijas	čečeniji
zilbes	zlogov
pieauguši	odraslih
pieauguši	odrasel
pieauguši	odrasli
ātrākais	najhitrejši
ātrākais	najhitreje
ātrākais	najhitrejša
ātrākais	najhitrejši
āfrika	afriko
āfrika	afrika
noslēdzas	konci
noslēdzas	konča
varoņiem	heroji
varoņiem	junaki
varoņiem	heroje
varoņiem	junake
varoņiem	junakov
kustas	poteze
kustas	gibe
kustas	gibi
anime	anime
vētru	vihar
vētru	nevihta
vētru	storm
vētru	neurje
beringa	bering
dziedāt	poj
dziedāt	zapoj
dziedāt	pojem
dziedāt	petje
dziedāt	poje
dziedāt	petja
sapnis	sanje
sapnis	dream
sapnis	sanjsko
china	porcelan
china	kitajski
china	kitajsko
china	kitajska
hanna	hannah
hanna	hanna
tokijas	tokio
krogs	pub
krogs	gostilna
pakistāna	pakistan
čigāni	cigani
fiksēta	popravljeno
fiksēta	fiksno
fiksēta	popravil
fiksēta	fiksna
turkiem	turki
žalgiris	žalgiris
klātbūtne	prisotnost
klātbūtne	prisotnosti
klātbūtne	navzočnost
apvienoties	združi
apvienoties	združi
apvienoties	združite
priekšrocība	prednost
priekšrocība	prednosti
priekšrocība	ugodnost
mizas	lubja
mizas	lupine
mizas	lupino
mizas	lupina
neskaidra	dvoumno
neskaidra	nejasno
neskaidra	nejasna
neskaidra	nejasen
neskaidra	negotova
neskaidra	negotov
neskaidra	negotovo
ideoloģijas	ideologije
ideoloģijas	ideologije
metiens	leglo
metiens	legla
variantiem	variante
variantiem	različice
izturību	vzdržljivost
benetton	benetton
secināja	sklenjena
secināja	sklenjeno
secināja	sklenjen
māršala	marshall
māršala	maršal
plosījās	divjala
zaudēt	izgublja
zaudēt	izgubi
obligāta	obvezno
obligāta	obvezen
obligāta	obvezna
obligāta	obvezno
obligāta	obvezni
obligāta	obvezne
obligāta	obvezna
obligāta	obvezno
obligāta	obvezni
obligāta	obvezne
pievērsa	narisal
pievērsa	drew
cff	cff
kazahstāna	kazahstan
palaišana	zagon
palaišana	zagonu
veikli	besno
konsultants	svetovalca
konsultants	svetovalec
konsultants	svetovalec
konsultants	svetovalec
kartupeļu	krompirjev
kartupeļu	krompirja
kartupeļu	krompir
jirgens	jürgen
kompleksi	kompleksi
kompleksi	sklopi
stratēģija	strategijo
stratēģija	strategija
esperanto	esperanto
visums	vesolje
visums	vesolju
freds	fred
patiesības	resnice
patiesības	resnico
patiesības	resnice
patiesības	resnica
savākt	pobiranje
savākt	zbiranje
savākt	zbirajo
savākt	zbiranje
liene	romina
rehabilitācijas	rehabilitacija
rehabilitācijas	rehabilitacije
rehabilitācijas	rehabilitacijo
larus	larus
