процедура	procedimento
бранденбург	brandeburgo
уменьшение	redução
уменьшение	diminuição
уменьшение	redução
уменьшение	redutores
уменьшение	reduzir
уменьшение	reduzindo
уменьшение	redutor
уменьшение	diminuição
уменьшение	diminuir
санкции	penalidades
санкции	penalizações
санкции	sanções
санкции	sanções
физическая	física
физическая	físicas
физическая	fisico
физическая	físicos
физическая	físico
ботаника	botânica
рей	rey
рей	rae
рей	rei
рей	raia
рей	ray
викимедиа	wikimedia
индивидуальные	indivíduo
индивидуальные	individual
индивидуальные	individuais
спасение	salvando
спасение	salvar
спасение	poupança
спасение	salvamento
спасение	resgate
спасение	salvação
мичиган	michigan
минас	minas
кросс	cruz
кросс	cross
нельсон	nelson
снимок	instantâneo
кисти	pincéis
кисти	escovas
западное	ocidental
западное	ocidentais
западное	western
западное	oeste
фильтр	filtro
фильтр	filtrar
фильтр	filtros
герцогиня	duquesa
закончилось	terminou
закончилось	acabou
электроники	eletrônica
электроники	electrónica
электроники	eletrônicos
квебек	quebec
сотрудничает	colabora
сотрудничает	coopera
колеса	roda
колеса	volante
колеса	rodas
аудио	áudio
аудио	audio
лукас	lucas
лукас	lukas
пал	pal
пал	caído
пал	caída
пал	caídos
мужские	macho
мужские	masculino
компакт	compactos
компакт	compacto
компакт	compacta
вычисления	calcular
вычисления	computação
вычисления	computação
вычисления	informática
продал	vendida
продал	vendido
продал	vendidos
продал	vendidas
продал	vendeu
акул	tubarões
реализм	realismo
химическая	químico
химическая	químicos
химическая	química
правильный	corrija
правильный	correcta
правильный	correto
правильный	corrigir
операторов	operadoras
операторов	operadores
поляки	postes
поляки	polos
поляки	poloneses
поляки	polacos
поляки	pólos
тереза	therese
тереза	teresa
тереза	teresa
тереза	theresa
тереза	tereza
держит	mantém
четверть	quarter
четверть	trimestre
приобрести	compra
приобрести	comprar
приобрести	adquira
приобрести	adquirir
приобрести	adquire
повысить	impulsionar
защищает	protege
особая	especial
особая	special
особая	especiais
буддизм	budismo
ген	gene
ген	genes
ген	gen
смешанные	mista
смешанные	misturados
смешанные	misturado
смешанные	misto
призы	prémios
призы	prêmios
призы	troféus
адамс	adams
мятеж	revolta
мятеж	motim
мятеж	revolta
мятеж	rebeldia
мятеж	rebelião
социальное	sociais
социальное	social
просмотр	navegar
просмотр	navegue
просмотр	visualizando
просмотр	visualização
просмотр	navegação
просмотр	vista
просмотр	ver
просмотр	visualizar
подъёма	vogal
максимальное	máximo
максимальное	máxima
рика	rick
рика	rica
телефоны	telefones
неизвестный	desconhecida
неизвестный	desconhecidos
неизвестный	desconhecidas
неизвестный	desconhecido
социалистов	socialistas
шарлотта	charlotte
шарлотта	carlota
буш	mato
буш	bush
буш	arbusto
тайвань	taiwan
тайвань	formosa
миф	mito
миф	mitos
убежище	abrigo
убежище	santuário
убежище	hospício
убежище	asilo
убежище	refugio
убежище	refúgio
мышь	rato
мышь	ratinho
мышь	mouse
тенденция	tendência
тенденция	tendências
тенденция	tendência
кузьмин	kuzmin
биг	big
биг	grande
биг	grandes
биг	bih
тезис	tese
тезис	teses
богини	deusas
потребности	precisa
потребности	necessidades
потребности	necessita
потребности	exigências
потребности	requisitos
потребности	prescrições
автомат	autômato
катера	barcos
кен	ken
подтверждена	confirmaram
подтверждена	confirmado
подтверждена	confirmou
подтверждена	confirmados
подтверждена	confirmada
координации	coordenada
координации	coordenadas
координации	coordenar
координации	coordena
рождество	natal
рождество	christmas
ральф	ralf
ральф	ralph
стандартный	estandarte
стандартный	norma
стандартный	padrão
стандартный	standard
отделений	gabinetes
отделений	escritórios
отделений	sucursais
отделений	galhos
отделений	ramos
отделений	filiais
сул	sul
поло	polo
поло	pólo
чистый	purificada
чистый	purificado
чистый	net
чистый	líquido
чистый	líquidos
чистый	rede
чистый	limpo
чистый	limpe
чистый	limpar
чистый	limpa
чистый	puras
чистый	pura
чистый	puro
чистый	puros
чистый	pure
тепло	heat
тепло	calor
тепло	quentes
тепло	quente
тепло	morno
тепло	cordialidade
тепло	calor
мартинес	martinez
мартинес	martínez
мартинес	martínez
таджикистан	tajiquistão
погода	clima
погода	tempo
погода	meteorologia
удаляется	removida
удаляется	removidos
удаляется	removidas
удаляется	eliminado
удаляется	removido
суды	tribunais
герцогства	ducado
бака	baka
приобрел	adquirida
приобрел	adquiridos
приобрел	adquiridas
приобрел	adquirido
джейми	jamie
предпочитает	prefira
предпочитает	prefere
банкноты	notas
григорьев	grigoriev
демонстрирует	demonstra
раннее	early
раннее	cedo
днепропетровск	dnipropetrovsk
днепропетровск	dnepropetrovsk
орды	hordas
болота	pântano
болота	pântanos
избегать	evitando
избегать	evitar
избегать	evitar
избегать	evita
избегать	evitem
избегать	evite
магистр	magistrado
окружности	círculos
окружности	circunferência
соединяет	conecta
пригороде	subúrbio
пригороде	subúrbio
пригороде	subúrbios
празднование	comemorando
празднование	celebrando
празднование	celebrações
празднование	comemorações
празднование	comemoração
празднование	celebração
празднование	comemoração
спорных	controversa
спорных	contestado
спорных	disputada
спорных	disputado
спорных	polémica
спорных	controverso
спорных	polêmica
спорных	controversa
римлян	romanos
длинная	longa
длинная	longos
длинная	longo
длинная	comprido
длинная	long
дождь	chovendo
дождь	chover
дождь	chuva
дождь	chover
дождь	rain
рено	renaud
рено	reinaldo
рено	reno
рено	renault
мкф	icf
уменьшается	diminui
уменьшается	diminuições
уменьшается	diminuindo
продать	vender
продать	venda
продать	vendo
продать	vende
колесо	roda
колесо	volante
коренные	indígenas
коренные	indígena
федеральное	federal
федеральное	federais
заготовки	colhendo
заготовки	colheita
клиент	cliente
клиент	clientes
клиент	cliente
таллин	tallinn
прибыла	chegou
прибыла	chegaram
прибыла	cheguei
быков	touros
быков	bulls
сохранять	preserve
сохранять	preservar
сохранять	salvar
сохранять	salva
сохранять	save
сохранять	salve
сохранять	guardar
ударных	percussão
лингвист	linguista
шум	ruídos
шум	ruído
шум	barulho
сталь	aço
сталь	siderurgia
говард	howard
скот	scott
скот	gado
скот	pecuária
скот	gado
скот	bovinos
выделил	realçado
выделил	destacou
выделил	destacado
выделил	sublinhado
кусок	pedaço
кусок	peça
органических	orgânicas
органических	orgânica
органических	orgânico
органических	orgânicos
серп	foice
кальция	cálcio
робот	robô
робот	robot
ева	eva
ева	eva
ева	véspera
ева	eve
паркер	parker
бурбон	bourbon
вызова	invocação
вызова	convocação
филиппины	filipinas
восстановлено	restaurada
восстановлено	restaurados
восстановлено	restaurado
заболевание	doenças
заболевание	doença
заболевание	doenças
заболевание	doença
ствол	barril
ствол	pistola
ствол	gun
ствол	arma
шер	cher
справедливо	justo
справедливо	fair
справедливо	feira
тренеров	treinadores
тренеров	carruagens
мирза	mirza
запрещены	proibida
запрещены	proibidos
запрещены	banida
запрещены	banido
запрещены	proibido
братства	fraternidade
братства	irmandade
разрушена	arruinada
разрушена	arruinou
разрушена	arruinados
разрушена	estragou
разрушена	arruinado
цифра	dígito
цифра	algarismo
цифра	figura
цифра	figure
отражения	reflexos
отражения	reflexões
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
либертадорес	libertadores
водителя	condutor
водителя	maquinista
водителя	driver
водителя	motorista
лиссабон	lisboa
металлургии	metalurgia
серого	gray
серого	cinzento
серого	cinza
осуществление	implementação
осуществление	execução
величайших	greatest
творческих	criativo
творческих	creative
творческих	criativos
творческих	criativa
джорджия	georgia
джорджия	geórgia
спектра	espectro
норт	norte
норт	north
домохозяйства	famílias
побег	escapar
побег	escapando
побег	escapar
побег	fuga
побег	escape
визита	visite
визита	visitar
визита	visita
ввод	input
ввод	entrada
ввод	digitando
ввод	digitação
ввод	entrando
ввод	entra
ввод	insira
ввод	enter
ввод	entrar
атомов	átomos
измерений	medições
документация	documentação
бордо	bordeaux
бордо	bordéus
спора	litígio
спора	contestação
спора	disputa
спора	contestar
производительность	performance
производительность	atuação
производительность	desempenho
производительность	produtividade
верди	verdi
заняты	ocupados
заняты	ocupado
заняты	ocupada
существенные	substancial
существенные	substanciais
существенные	significativos
существенные	significativo
существенные	significativa
существенные	significante
существенные	significativas
регент	regente
двигаться	mover
двигаться	movendo
лена	lena
уважение	respeitar
уважение	respeitem
уважение	respeite
уважение	respeito
эскадрилья	esquadrilha
эскадрилья	esquadrão
подтверждаю	confirmaram
подтверждаю	confirmado
подтверждаю	confirmou
подтверждаю	confirmados
подтверждаю	confirmada
капитаны	capitães
воздушная	antena
воздушная	aéreas
воздушная	aéreo
воздушная	aérea
самоубийство	suicide
самоубийство	suicídio
давыдов	davydov
томпсон	thompson
определены	definida
определены	definidos
определены	definidas
определены	definiu
определены	definido
определены	determinado
определены	determinada
определены	determinados
голландский	holandês
голландский	holandeses
голландский	neerlandês
голландский	dutch
захаров	zakharov
снаряда	projétil
снаряда	projéctil
мемуары	memórias
блокады	bloqueios
блокады	bloqueio
подземный	underground
подземный	subterrâneo
подземный	subterrânea
подземный	subterrâneos
живые	vivos
живые	living
живые	vivendo
живые	viver
живые	animada
живые	viva
живые	vivos
живые	vivas
живые	vivo
живые	alive
фбр	fbi
винсент	vicente
винсент	vincent
варвара	varvara
мар	mar
обитатели	habitantes
рикардо	ricardo
противостоять	confrontar
противостоять	opor
ходил	andei
ходил	andou
ходил	caminhou
змей	cobra
змей	snake
змей	serpente
змей	serpente
змей	cobras
змей	serpentes
авария	acidente
авария	crash
авария	acidente
вождь	chief
вождь	chefe
вождь	alcaide
миграции	migração
миграции	migrações
предприниматели	empresárias
предприниматели	empreendedores
предприниматели	empresários
квартале	quarter
квартале	trimestre
включено	incluído
включено	incluídas
включено	incluso
включено	incluido
включено	incluídos
включено	habilitado
включено	ativada
включено	ativado
костюмы	figurino
костюмы	trajes
костюмы	fatos
костюмы	figurinos
костюмы	ternos
костюмы	fatos
бан	ban
бан	banimento
бан	banir
бан	proibição
повстанцы	insurgentes
повстанцы	rebeldes
ромео	romeu
ромео	romeo
доводы	argumentos
доводы	argumentação
бронза	bronze
невозможности	impossibilidade
редактировать	edit
редактировать	edita
редактировать	editar
редактировать	edite
шаги	degraus
шаги	etapas
шаги	passos
шаги	pegadas
шаги	pisadas
шаги	passos
вставить	insira
вставить	inserir
вставить	pasta
вставить	colar
квартет	quarteto
вину	culpa
вину	culpabilidade
алжира	argelino
алжира	argelina
алжира	argélia
алжира	argelinos
алжира	argélia
филип	felipe
филип	filipe
филип	filip
николя	nicolas
николя	nicolás
николя	nicola
квалификация	qualificação
квалификация	qualificar
квалификация	qualificações
квалификация	habilitações
квалификация	qualificações
квалификация	qualificação
сантос	santos
организаторы	organizadores
организаторы	organizadores
организаторы	anfitriões
организаторы	exércitos
переводить	traduza
переводить	traduzir
переводить	traduz
грамотности	literacia
грамотности	alfabetização
коллегами	colegas
коллегами	colegas
свод	redd
походы	acampar
походы	acampamento
походы	camping
походы	campismo
походы	caminhadas
походы	caminhada
моряков	marinheiros
моряков	marítimos
моряков	marinheiros
потеря	perder
потеря	perdendo
потеря	perda
потеря	perdas
профессионально	profissionalmente
кентукки	kentucky
получен	recebida
получен	recebido
получен	receberam
получен	recebidos
получен	recebeu
получен	recebidas
французское	french
французское	franceses
французское	francês
имеющихся	disponível
имеющихся	disponíveis
имеющихся	disponivel
секрет	segredo
секрет	secret
секрет	secreto
секрет	secreta
электрические	elétricos
электрические	elétrica
электрические	elétrico
электрические	eléctrica
иерархии	hierarquia
иерархии	hierarquias
камеру	câmara
камеру	camera
камеру	câmera
сопровождал	acompanhadas
сопровождал	acompanhada
сопровождал	acompanhado
сопровождал	acompanhados
сопровождал	acompanhou
этнических	étnico
этнических	étnicos
этнических	étnicas
этнических	étnica
этнических	etnia
зимы	invernos
зимы	winters
гомель	gomel
чужой	alien
чужой	extraterrestre
чужой	aliens
чужой	estrangeiro
чужой	alienígena
чужой	estranha
чужой	estranho
чужой	forasteiro
излучение	radiação
излучение	radiações
принести	trazer
принести	tragam
принести	traga
принести	traz
методика	metodologia
семян	semente
семян	sementes
прекращено	terminada
прекращено	descontinuado
прекращено	interrompido
электрический	elétricos
электрический	elétrica
электрический	elétrico
электрический	eléctrica
электрический	elétricos
электрический	eléctricos
электрический	elétrica
электрический	elétrico
комплект	conjunto
комплект	definir
комплект	set
комплект	definido
комплект	estojo
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lourenço
лоуренс	lourenço
лоуренс	lawrence
полицейские	tiras
полицейские	polícias
полицейские	polícia
полицейские	policia
утвержден	aprovada
утвержден	aprovados
утвержден	aprovadas
утвержден	aprovado
префектуре	prefeitura
сухопутные	terrestre
сухопутные	terrestres
собственная	própria
собственная	own
собственная	próprio
богиня	deusa
проход	corredor
проход	passagem
рид	reid
рид	palheta
рид	reed
рид	cana
аппараты	máquinas
аппараты	maquinas
созыв	convocação
отпуск	férias
мэттью	mathew
мэттью	matthew
мэттью	mateus
медицинское	médica
медицинское	medico
медицинское	medicina
медицинское	médicos
замки	castelos
замки	cadeados
замки	fechaduras
эрнест	ernest
эрнест	ernesto
уверены	confiantes
уверены	confiante
треугольник	triângulo
дональд	donald
автоматического	automáticos
автоматического	automático
автоматического	automática
автоматического	automáticas
мыши	ratinho
мыши	ratos
мыши	ratinhos
мыши	rato
мыши	ratinho
мыши	mouse
лагерей	acampamentos
реабилитации	reabilitação
реабилитации	reabilitação
симона	simone
симона	simona
рик	rick
рик	ric
оригинальная	originais
оригинальная	original
богатый	ricas
богатый	rico
богатый	ricos
богатый	rich
богатый	rica
богатый	ricos
грэм	graeme
грэм	graham
необходимое	necessários
необходимое	necessário
необходимое	necessária
необходимое	necessario
призыв	contestação
призыв	apelação
призыв	apelo
призыв	recurso
чехов	chekhov
чехов	chekov
ибрагим	ibrahim
протокола	protocolos
протокола	protocolo
толедо	toledo
канадская	canadiano
канадская	canadense
канадская	canadenses
канадская	canadian
послов	embaixadores
ходит	caminha
ходит	passeios
моисей	moses
моисей	moisés
моисей	musa
предки	ancestrais
предки	antepassados
дайте	dê
дайте	dar
дайте	dá
записано	gravou
записано	gravado
записано	registrado
записано	gravados
теоретические	teórica
теоретические	teórico
теоретические	teóricos
теоретические	teóricas
корень	raízes
корень	raiz
корень	root
корень	raíz
невский	nevsky
черный	preta
черный	black
черный	preto
черный	negro
черный	pretas
коллегой	contraparte
коллегой	contrapartida
аполлон	apolo
аполлон	apollo
кении	quénia
кении	quênia
иностранный	estrangeiro
иностранный	estrangeira
иностранный	estrangeiras
иностранный	estrangeiros
шансы	chances
шансы	hipóteses
шансы	chances
шансы	probabilidades
раса	raça
раса	corrida
раса	race
точные	precisos
точные	exato
точные	exatas
обещал	prometido
обещал	prometi
обещал	prometida
обещал	prometeu
ближнем	meados
ближнем	médio
ближнем	meio
ближнем	middle
бондаренко	bondarenko
решительно	fortemente
решительно	decisivamente
непрерывно	continuamente
непрерывно	contínua
непрерывно	contínuo
непрерывно	contínuas
непрерывно	contínuos
прованс	provença
