kenian	кения
symboloi	символизира
sisarukset	сестри
sally	сали
konkurssin	фалит
konkurssin	банкрут
konkurssin	несъстоятелност
sisäiset	вътрешна
sisäiset	вътрешно
sisäiset	вътрешни
sisäiset	вътрешен
todellisuutta	реалност
todellisuutta	действителността
todellisuutta	реалността
todellisuutta	действителност
piirrokset	скици
piirrokset	рисунки
piirrokset	скици
piirrokset	чертежи
ellis	елис
loistava	брилянтна
loistava	брилянтен
loistava	брилянтно
loistava	превъзходна
loistava	превъзходно
lahjakas	надарен
lahjakas	надарени
lahjakas	надарена
lahjakas	талантливи
lahjakas	талантлив
lahjakas	талантлива
andersen	андерсен
riita	свада
riita	караница
riita	кавга
riita	спор
riita	спорът
tavalliset	обикновен
tavalliset	обикновена
tavalliset	обикновени
suoritin	процесор
vastakohta	обратното
flanderin	фландърс
flanderin	фламандски
arvokas	ценна
arvokas	ценно
arvokas	ценни
arvokas	ценен
arvokas	ценно
arvokas	скъпоценен
arvokas	безценни
arvokas	скъпоценни
arvokas	безценно
matkustajia	пътниците
matkustajia	пътници
matkustajia	пасажери
tulkintaa	тълкуване
tulkintaa	интерпретация
welcome	заповядайте
kemia	химия
tiukka	стегнат
tiukka	стегнато
tiukka	здраво
tiukka	стегната
tiukka	строг
tiukka	строга
tiukka	стриктна
tiukka	строги
laurent	лоран
alppien	алпийски
arttu	брадавица
arttu	брадавици
autio	пусти
autio	пусто
autio	пуста
sademäärä	валежи
loki	локи
loki	дневник
loki	лог
loki	дънер
javier	хавиер
rms	rms
kgb	кгб
jarrut	спирачка
jarrut	спирачката
jarrut	спирачки
jarrut	спирачки
jarrut	спирачките
ozzy	ози
omar	омар
viiniä	вина
viiniä	виното
viiniä	вино
weimarin	ваймар
trevor	тревър
lupaava	обещаваща
lupaava	обещаващи
lupaava	обещаващо
lupaava	обещаващ
suurmestari	гросмайстор
joão	жоао
yksikköä	звена
yksikköä	единици
yksikköä	поделение
yksikköä	единица
kristitty	кристиан
kristitty	кристиян
kristitty	крисчън
kristitty	християнин
patriarkka	патриарх
turkkilaiset	турците
turkkilaiset	турци
minerva	минерва
savage	дивак
savage	савидж
savage	диваци
evan	еван
evan	евън
valencian	валенсия
biologinen	биологичен
biologinen	биологично
biologinen	биологични
biologinen	биологична
tarkoituksella	преднамерено
tarkoituksella	съзнателно
tarkoituksella	умишлено
ming	минг
riskiä	риск
riskiä	риска
räjähdys	взрив
räjähdys	взрив
räjähdys	експлозия
välttämätön	необходимо
välttämätön	необходими
välttämätön	необходима
välttämätön	незаменим
välttämätön	незаменима
kreivitär	графиня
kreivitär	графинята
swift	бърз
swift	суифт
pysyvää	постоянен
pysyvää	постоянни
pysyvää	постоянна
gif	gif
ihastunut	поразена
ihastunut	поразен
kampanja	кампанията
kampanja	кампания
sos	sos
que	que
korjaus	ремонт
korjaus	поправка
korjaus	поправка
korjaus	корекция
korjaus	коригиране
lumen	лумен
ign	ign
julma	жесток
julma	жестоко
julma	жестока
julma	жестоки
julma	брутална
julma	брутални
julma	брутален
julma	брутално
tarjotaan	предложени
tarjotaan	предложен
tarjotaan	предложена
tarjotaan	предложено
kommunismin	комунизъм
kommunismin	комунизма
gaius	гай
kolmetoista	тринадесет
kolmetoista	тринайсет
kolmetoista	thirteen
tavoitteita	голове
tavoitteita	цели
yhteisöjen	общности
yhteisöjen	общностите
kansalaiset	граждани
kansalaiset	гражданите
kansalaiset	граждани
konferenssi	конференция
liikkuva	мобилни
liikkuva	мобилен
liikkuva	мобилно
liikkuva	мобилна
viljaa	зърна
viljaa	зрънце
viljaa	зърно
viljaa	жито
hidasta	бавна
hidasta	бавен
hidasta	бавно
odotetaan	очаквано
odotetaan	очаквани
odotetaan	очакван
odotetaan	очаквана
odotetaan	чакаме
odotetaan	изчакване
odotetaan	чакане
odotetaan	чакам
bonnie	бони
kerätään	събрано
kerätään	събрани
kerätään	събрана
kerätään	събирани
malesiassa	малайзия
epäonnistunut	неуспешна
epäonnistunut	неуспешно
epäonnistunut	неуспех
östra	östra
lohikäärmeen	дракон
tuore	пресни
tuore	прясно
tuore	свежо
tuore	свежа
tuore	пресен
tuore	фреш
gil	гил
tekoa	правене
esiintymiset	изяви
analyysi	анализиране
analyysi	анализи
analyysi	анализ
voimistelu	гимнастика
voimistelu	гимнастиката
voimistelu	гимнастика
uusittu	подновено
uusittu	подновен
uusittu	ремонтирани
uusittu	реновирана
ashley	ашли
bailey	бейли
lionel	лайнъл
lionel	лионел
lionel	лайънъл
klein	клайн
viljan	зърна
viljan	зрънце
viljan	зърно
viljan	жито
polku	пътека
polku	път
miehityksen	професия
miehityksen	окупация
vaunu	количка
vaunu	количката
vaunu	комби
vaunu	каруцата
vaunu	каруца
vaunu	фургон
vaunu	файтон
vaunu	превоз
vaunu	карета
tottenham	тотнъм
etenemistä	прогресия
soita	играе
soita	играй
soita	свири
soita	игра
soita	повикване
soita	обаждане
renkaan	гума
renkaan	гума
renkaan	гумата
tunteet	емоция
tunteet	емоции
tunteet	емоцията
tunteet	емоционална
tunteet	емоционални
tunteet	емоционален
tunteet	емоционално
tunteet	емоциите
tunteet	емоции
tunteet	чувствата
tunteet	чувства
tunteet	чуства
annika	аника
ohjelmointi	програмирането
ohjelmointi	програмиране
laadittu	изготвено
jäsenyys	членството
jäsenyys	членство
valtteri	уолтър
valtteri	валтер
vanhentunut	остаряла
vanhentunut	остаряло
vanhentunut	остарял
vanhentunut	остарели
vanhentunut	остаряла
vanhentunut	остарял
vanhentunut	изтекла
vanhentunut	изтекъл
vanhentunut	изтече
vanhentunut	изтекло
vanhentunut	отживелица
vanhentunut	остаряла
vanhentunut	остаряло
vanhentunut	остарели
valmistetut	произведени
valmistetut	произведена
valmistetut	произведен
valmistetut	произведено
valmistetut	приготвен
valmistetut	подготвен
valmistetut	подготвени
valmistetut	подготвено
valmistetut	подготвена
stella	стела
aloitteen	инициатива
katarina	катарина
käsitteet	понятия
käsitteet	терминология
käsitteet	концепции
käsitteet	понятия
ajattelua	мислене
saralla	сара
kenttää	полето
kenttää	поле
terra	тера
södra	södra
katsonut	наблюдаван
katsonut	наблюдавани
katsonut	гледах
allegro	алегро
todistajat	свидетелите
todistajat	свидетели
todistajat	очевидци
todistajat	свидетел
todistajat	свидетели
laukausta	изстрели
turvallisuutta	безопасност
turvallisuutta	предпазител
kurssi	курс
alapuolelle	долу
alapuolelle	отдолу
mls	mls
arvostusta	признателност
arvostusta	благодарност
arvostusta	престиж
keskinäinen	взаимно
keskinäinen	взаимен
keskinäinen	взаимни
keskinäinen	взаимна
pohjaan	дъното
pohjaan	отдолу
pohjaan	дъно
arc	арк
arc	дъга
alkoholi	спирт
alkoholi	алкохол
reagoivat	реагира
auttanut	помогнал
taidot	умения
taidot	умение
taidot	умения
lääkkeet	лекарства
lääkkeet	дрога
lääkkeet	наркотици
lääkkeet	лекарства
lääkkeet	медицина
lääkkeet	лекарство
lääkkeet	лекарства
ilona	илона
hinnat	цени
abdul	абдул
kolmio	триъгълника
kolmio	триъгълник
kolmio	триъгълни
kolmio	триъгълници
arkeologi	археолог
arkeologi	археолог
ulkoisesti	външно
rosen	росен
rosen	розен
fjodor	фьодор
vihreää	грийн
vihreää	зелено
vihreää	зелен
vihreää	зелена
vihreää	зелени
puutteita	пропуски
puutteita	недостатъци
puutteita	недостатъци
puutteita	слабости
helmikuu	февруари
helmikuu	февруари
salaperäinen	загадъчен
salaperäinen	загадъчна
salaperäinen	загадъчно
salaperäinen	мистериозен
salaperäinen	мистериозно
tiiviisti	плътно
sovelletaan	приложими
sovelletaan	приложимо
sovelletaan	приложим
sovelletaan	приложима
sovelletaan	важи
sovelletaan	прилага
sovelletaan	прилагане
hulk	хълк
sekoitetaan	смесване
sekoitetaan	микс
torres	торес
coupe	купе
lääkärit	лекари
lääkärit	лекарите
lääkärit	доктори
lääkärit	лекари
laituri	дока
laituri	док
laituri	пиер
laituri	кея
laituri	перон
laituri	платформата
laituri	платформа
lähdössä	напускане
vastarinnan	съпротива
vastarinnan	резистентност
vastarinnan	устойчивост
vastarinnan	съпротивление
astrid	астрид
auf	auf
kokemuksen	опитът
kokemuksen	преживяване
kokemuksen	опит
kokemuksen	изживяване
terve	здрави
terve	здрав
terve	здрава
terve	здравословни
terve	здравословно
lapsuuden	детство
lapsuuden	детството
käynnistää	спускане
käynnistää	изстрелване
käynnistää	стартиране
käynnistää	изстрелване
vallitseva	преобладаващ
vallitseva	преобладаващите
aloittamista	започване
sims	симс
percy	пърси
harper	харпър
arvostelua	критиката
arvostelua	критика
arvostelua	критики
arvostelua	критики
markkinoiden	пазарите
markkinoiden	пазари
markkinoiden	пазарна
markkinoiden	пазар
markkinoiden	пазарен
klaani	кланът
klaani	клан
klaani	клана
barack	барак
liv	лив
porter	носач
porter	портър
nouseva	изгряваща
nouseva	възходящ
urban	градско
urban	градска
urban	градски
maidon	мляко
keksiä	бисквитка
keksiä	куки
keksiä	измислят
verkosto	мрежови
verkosto	мрежа
verkosto	мрежова
verkosto	мрежата
hiippakunta	епархия
matkustajat	пътниците
matkustajat	пътници
matkustajat	пасажери
matkustajat	пътешественици
matkustajat	пътници
matkustajat	пътнически
matkustajat	пътник
matkustajat	пътника
pato	язовир
raudan	желязо
raudan	железен
raudan	желязна
raudan	железни
belle	бел
olivia	оливия
kansanäänestys	референдум
kansanäänestys	референдуми
pojanpoika	внук
pojanpoika	внука
pojanpoika	внуче
pojanpoika	внукът
lordin	лорд
syvästi	дълбоко
myrkyllinen	токсично
myrkyllinen	токсичен
myrkyllinen	токсични
myrkyllinen	токсична
myrkyllinen	отровна
myrkyllinen	отровни
myrkyllinen	отровен
myrkyllinen	отровно
myrkyllinen	отровно
agricola	агрикола
todistus	удостоверение
todistus	сертификат
todistus	свидетелство
todistus	доказателство
todistus	доказателството
todistus	доказване
todistus	доказателства
iberian	иберийския
ajoneuvo	автомобил
ajoneuvo	возило
syväys	газене
vuokrasi	наета
vuokrasi	нает
vuokrasi	наел
tea	чай
huoneen	стая
huoneen	стаята
willis	уилис
vapaaehtoinen	незадължително
vapaaehtoinen	незадължителни
vapaaehtoinen	доброволни
vapaaehtoinen	доброволен
vapaaehtoinen	доброволна
vapaaehtoinen	доброволно
vapaaehtoinen	доброволка
vapaaehtoinen	доброволци
vapaaehtoinen	доброволец
puolison	съпруг
puolison	съпруга
kreikkaa	гръцки
kreikkaa	гръцко
kreikkaa	грък
kreikkaa	гръцка
kiitosta	похвала
kiitosta	слави
kiitosta	възхвала
kiitosta	хвала
hiljattain	напоследък
hiljattain	наскоро
hiljattain	неотдавна
rakenteet	конструкции
rakenteet	структури
rakenteet	конструкции
rakenteet	постройки
liiketoiminta	бизнес
uhrin	жертва
uhrin	жертвата
uhrin	жертви
elinikä	дълголетие
elinikä	доживотен
tutkijoita	изследователите
tutkijoita	изследователи
tutkijoita	учените
tutkijoita	учени
kasvuun	израстване
kasvuun	растеж
kasvuun	ръст
win	победи
win	печеля
win	спечели
win	печелиш
win	победа
georgi	георги
georgi	георги
tarjouksen	наддаване
tarjouksen	кандидатурата
tarjouksen	оферта
tarjouksen	офертата
tarjouksen	предложение
tarjouksen	предлагане
tarjouksen	предложи
teknologia	технология
teknologia	технологии
kazan	казан
viikoittain	седмични
viikoittain	седмично
viikoittain	седмична
viikoittain	седмичен
milanossa	милано
milanossa	милан
milanossa	милано
springfield	спрингфийлд
tekijänoikeuden	авторско
stark	старк
chaplin	чаплин
ilmaisu	изразяване
ilmaisu	изражение
ilmaisu	израз
asiantuntijoiden	специалисти
asiantuntijoiden	специалистите
asiantuntijoiden	експерти
asiantuntijoiden	експертите
levi	ливай
levi	леви
rossin	рос
julistuksen	прокламация
julistuksen	декларация
lainsäädäntö	законодателни
lainsäädäntö	законодателно
lainsäädäntö	законодателна
lainsäädäntö	законодателен
lainsäädäntö	закон
lainsäädäntö	законодателство
päivittää	обновяване
päivittää	ъпгрейд
päivittää	модернизиране
päivittää	актуализира
päivittää	актуализиране
päivittää	обновяване
päivittää	актуализация
shop	сладкарница
shop	магазин
shop	магазинче
suosikki	любимо
suosikki	любим
suosikki	фаворит
suosikki	любимо
suosikki	любими
suosikki	любим
suosikki	любимка
urkuri	органист
kaivaa	разкопки
url	url
url	адрес
milwaukee	милуоки
murmanskin	мурманск
dio	dio
koske	докосване
koske	пипай
dorothy	дороти
kykyjä	способности
kykyjä	талантите
kykyjä	таланти
hopkins	хопкинс
rikkoo	нарушение
rikkoo	почивки
rikkoo	чупене
rikkoo	разбиване
rikkoo	нарушение
rikkoo	пробив
rikkoo	нарушава
pakistan	пакистан
pareittain	двойки
pareittain	чифта
guild	гилдията
guild	гилдия
vuosikymmenellä	десетилетие
avaus	откриване
avaus	отваряне
laila	лейла
laila	лайла
näyttö	екрана
näyttö	екран
näyttö	показване
näyttö	доказателство
näyttö	улики
näyttö	доказателства
mitta	мярка
ansaitsee	заслужават
ansaitsee	заслужава
otteita	откъси
otteita	извлечения
otteita	екстракти
seksuaalinen	сексуален
seksuaalinen	сексуално
seksuaalinen	сексуална
seksuaalinen	сексуални
seksuaalinen	сексуално
pallonpuoliskolla	полукълбо
ruusun	роуз
ruusun	роза
ruusun	розата
robbie	роби
connor	конър
miranda	миранда
egyptiläinen	египетски
fakta	факт
pettymys	разочарование
pettymys	разочароващо
pettymys	разочарование
pettymys	разочарованието
tilapäisesti	временно
kävely	разходка
kävely	вървя
kävely	ходене
kävely	разходка
kävely	пеша
köln	köln
matthias	матиас
manu	мени
manu	мани
manu	ману
fury	ярост
fury	фюри
barrett	барет
ulkomaalaisia	чужденци
ulkomaalaisia	чужденците
alhaalla	долу
arno	арно
lokit	чайки
lokit	дневници
lokit	трупи
lokit	чайки
eno	чичо
suzuki	сузуки
tulivuori	вулкан
tulivuori	вулкана
kaula	врат
kaula	врата
kaula	шия
kaula	нек
petroskoi	петрозаводск
kissan	котарак
kissan	котка
kissan	кат
kissan	коте
valentine	валентин
valentine	валънтайн
christie	кристи
mills	милс
mills	мелници
kaduilla	улиците
kaduilla	улици
facebookissa	фейсбук
facebookissa	facebook
diktaattori	диктатор
plaza	plaza
plaza	плаза
uusinta	повтаряне
uusinta	повторение
juutalaista	еврейски
juutalaista	еврейско
juutalaista	евреин
juutalaista	еврейка
intiaaneja	индианци
intiaaneja	индийци
kansalliset	национална
kansalliset	национални
kansalliset	национален
kansalliset	национално
valmistumisen	дипломирането
valmistumisen	дипломиране
valmistumisen	завършване
margareta	маргарета
rinnakkain	паралелно
rinnakkain	успоредно
rinnakkain	успоредни
rinnakkain	паралелна
rinnakkain	паралелни
perusteellisesti	старателно
saksi	саксония
darren	дарън
hyönteiset	насекоми
hyönteiset	насекомите
hyönteiset	насекоми
hyönteiset	насекомо
tuomarit	съдии
tuomarit	съдиите
grafiikka	графики
grafiikka	графичен
grafiikka	графика
connecticut	кънектикът
suosii	предпочита
eurooppalaisia	европейците
eurooppalaisia	европейци
sivusta	фланг
sivusta	фланга
akateemisen	академик
akateemisen	академични
akateemisen	академична
wisconsin	уисконсин
daimler	даймлер
vihaa	яд
vihaa	гняв
vihaa	омраза
vihaa	ненавист
vihaa	омраза
vihaa	мразя
vihaa	мрази
vihaa	омразата
käynnistettiin	изстреляна
käynnistettiin	изстрелян
talonpojat	селяни
muslimit	мюсюлманите
muslimit	мюсюлмани
muslimit	мюсюлманин
muslimit	мюсюлмански
muslimit	мюсюлмани
muslimit	мюсюлманска
pia	пия
pia	пиа
perinteet	традицията
perinteet	традиция
perinteet	традиции
perinteet	традиции
perinteet	традициите
woods	уудс
casey	кейси
seppä	ковач
seppä	смит
vanessa	ванеса
roosevelt	рузвелт
hiiltä	въглен
hiiltä	въглени
hiiltä	въглероден
hiiltä	въглерод
kolminkertainen	тройна
kolminkertainen	троен
kolminkertainen	тройно
animaatio	анимация
niilin	нил
bowie	бауи
toimenpiteitä	мерките
toimenpiteitä	мерки
haetaan	привлекателна
mel	мел
solut	килии
solut	клетките
solut	клетки
montrealin	монреал
väliaikaisen	междинен
väliaikaisen	междинно
android	андроид
opettajia	преподаватели
opettajia	учителите
opettajia	учители
baptiste	батист
baptiste	баптист
oppositio	възражение
oppositio	опозиция
oppositio	противопоставяне
oppositio	опозицията
konfederaation	конфедерацията
täti	леля
täti	леля
pianon	пианото
pianon	пиано
pianon	пияно
väkivalta	насилието
väkivalta	насилие
lohkojen	парцели
kay	кей
ikävä	мис
painon	тегло
painon	тежест
persianlahden	залив
persianlahden	залива
valmistajat	продуценти
valmistajat	производители
valmistajat	производителите
valmistajat	производители
capitol	капитолия
yllättävän	учудващо
yllättävän	изненадващо
siipi	крилото
siipi	крило
siipi	уинг
karma	карма
karma	кармата
aires	айрес
sonny	сони
joyce	джойс
asukkaille	пребиваващи
asukkaille	обитатели
asukkaille	жители
kathy	кати
kathy	кети
jumalia	боговете
jumalia	богове
hilda	хилда
tanssii	танци
tanssii	танцуващи
tanssii	танцуване
asumaton	необитаем
amor	амор
amor	купидон
singh	синг
singh	сингх
resursseja	ресурси
onnea	щастие
onnea	щастието
onnea	късмет
onnea	късметът
onnea	късмета
jerseyn	джърси
jerseyn	джързи
hiv	хив
hiv	hiv
kertyy	натрупват
