川西	kawanishi
冗談	brincadeira
冗談	piada
冗談	anedota
冗談	brincando
お気に入り	favorito
お気に入り	favorita
お気に入り	preferida
お気に入り	preferido
お気に入り	favorito
お気に入り	favoritos
ロッカー	rocker
ロッカー	vestiário
トゥルー	true
トゥルー	verdadeiro
トゥルー	verdade
トゥルー	verdadeira
ヨット	iate
ヨット	iates
シェーン	shane
ダイナミック	dinâmico
ダイナミック	dinâmicos
ダイナミック	dinâmicas
ダイナミック	dynamic
ダイナミック	dinâmica
ラバウル	rabaul
飛行船	dirigível
陶芸	cerâmica
安西	anzai
エリオット	elliott
エリオット	elliott
エリオット	elliot
まみ	mami
フットサル	futsal
消去	apagando
消去	apagamento
消去	apagar
消去	apaga
消去	apague
消去	apaguem
消去	apago
ストライカー	atacante
ストライカー	striker
真木	maki
バイザー	visor
ハンプシャー	hampshire
テント	tendas
テント	barracas
テント	barraca
テント	tenda
テント	tendas
リソース	recursos
リソース	recurso
リソース	recursos
粛清	purga
セリ	seri
崇拝	adorando
崇拝	adorar
崇拝	culto
崇拝	adoração
ワトソン	watson
値段	preço
値段	preços
値段	price
藤森	fujimori
快適	confortável
快適	confortáveis
快適	confortável
快適	confortáveis
足跡	pegada
足跡	pegadas
ロベール	robert
ロベール	roberto
バスケ	basquete
バスケ	basquetebol
ケロロ	keroro
獣医	efp
獣医	veterinário
獣医	veterinária
獣医	veterinário
房総	boso
ヴァージン	virgin
ヴァージン	virgens
ヴァージン	virgem
石黒	ishiguro
松野	matsuno
和音	acorde
和音	acordes
帝政	empire
帝政	império
動揺	perturbado
動揺	chateado
動揺	chateada
動揺	perturbada
動揺	transtornado
タブレット	tábua
タブレット	comprimidos
タブレット	tablet
タブレット	comprimido
麻酔	anestesia
人魚	sereia
ジュエル	joia
ジュエル	jewel
ジュエル	jóia
サンチェス	sanchez
サンチェス	sánchez
サンチェス	sánchez
文字通り	literalmente
目的地	destino
マルチメディア	multimídia
マルチメディア	multimedia
マルチメディア	multimédia
オーラ	aura
ディープ	profunda
ディープ	profundo
ディープ	deep
マリアナ	mariana
アマゾン	amazónia
アマゾン	amazon
アマゾン	amazonas
アマゾン	amazona
アマゾン	amazônia
義雄	yoshio
年数	years
年数	anos
コロナ	coronal
コロナ	corona
切符	passagens
切符	ingressos
切符	bilhetes
切符	ingresso
切符	bilhete
ちひろ	chihiro
氷川	hikawa
教義	dogma
教義	dogmas
教義	credo
教義	creed
教義	doutrina
オメガ	ómega
オメガ	ômega
オメガ	omega
富豪	milionários
両面	duplex
地雷	minas
可愛	fofura
ホッケー	hóquei
ホッケー	hockey
かもめ	gaivota
マダガスカル	madagáscar
マダガスカル	madagascar
事績	conquistas
事績	realizações
事績	conquista
キタ	kita
上告	contestação
上告	apelação
上告	apelo
上告	recurso
カートリッジ	cartuchos
カートリッジ	cartucho
トレイル	rasto
トレイル	trail
トレイル	trilha
トレイル	trilho
トレイル	rastro
臓器	órgãos
臓器	orgãos
臓器	órgão
臓器	órgãos
コロンボ	colombo
水銀	mercury
水銀	mercúrio
ニース	boa
ニース	belo
ニース	bom
ニース	legal
ニース	nice
ホモ	homo
ユニーク	únicos
ユニーク	único
ユニーク	única
ユニーク	únicas
ステアリング	direção
敏郎	toshiro
城郭	castelos
アドリア	adria
浄化	purificação
浄化	purificar
音節	sílaba
音節	sílabas
縁起	engi
今野	konno
シダ	feto
シダ	fern
大洲	ozu
炎症	inflamatórios
炎症	inflamatória
炎症	inflamação
ダンカン	duncan
カッパ	kappa
長江	yangtze
摩擦	atrito
摩擦	fricção
摩擦	atritos
