και	at
πετώντας	lumilipad
μαμά	mama
μαμά	mommy
μαμά	nanay
όρκος	panunumpa
έκαψε	sinusunog
πεδινή	lowland
χάποελ	hapoel
πλημμύρα	baha
πλημμύρα	flood
πλημμύρα	baha
πλημμύρα	pagbaha
σύμπτωση	pagkakataon
μπεκ	beck
βανδαλισμό	bandalismo
νόιμαν	neumann
πύραυλοι	rockets
ακαδημαϊκά	akademikong
υποστηρίζονται	sinusuportahan
υποστηρίζονται	suportado
εμπάργκο	embargo
μεγαλείο	kadakilaan
μεγαλείο	kadakilaan
ριζοσπαστική	radical
επικό	epic
επικό	epiko
αναιμία	anaemia
αναιμία	anemia
ρηνανία	rhineland
επιχειρηματολογία	argumento
εστίαση	nakatuon
εστίαση	pagtuon
εστίαση	focus
εστίαση	tuon
εστίαση	zoom
διασκέδαση	masaya
διασκέδαση	katuwaan
διασκέδαση	libangan
διασκέδαση	entertainment
ρολόγια	nanunuod
ρολόγια	relo
νώε	noe
νώε	noah
ταυτότητες	identities
συνομιλία	usapan
συνομιλία	uusap
συνομιλία	chat
πυθαγόρα	pythagoras
φυλετική	panlahing
δαλματία	dalmatia
χάνσεν	hansen
κοιλιακή	ventricular
μιν	min
ταλέντα	talents
ταλέντα	talent
ταλέντα	talento
συντηρητικοί	conservatives
συντηρητικοί	konserbatibo
συντηρητικοί	conservative
μάνγκο	mango
μάνγκο	mangga
σπέρματα	binhi
τιμωρείται	maparusahan
ναυπήγηση	konstruksiyon
ναυπήγηση	construction
ναυπήγηση	konstruksyon
φράγματα	hadlang
ρεξ	rex
χωλ	hall
βοημία	bohemia
έμιλι	emily
σταματάει	hihinto
παρθένο	virgin
παρθένο	birhen
βίαιο	marahas
αναστάτωση	abala
επιβιώνουν	lampasan
βάπτιση	binyagan
βάπτιση	binyag
βάπτιση	bautismo
βάπτιση	christening
πρωτοβάθμια	pangunahing
πρωτοβάθμια	pangunahin
πορτογαλικό	portuguese
πορτογαλικό	portuges
κληρονομική	minana
κληρονομική	hereditary
τοσκάνη	tuscany
λαιμός	lalamunan
λαιμός	leeg
έλικα	propeller
έλικα	helix
νέβιλ	neville
πουκάμισο	shirt
εξέτασε	napagmasdan
εγγόνια	apo
χολμς	holmes
χρυσάφι	ginto
χρυσάφι	gold
βιταμίνης	bitamina
βιταμίνης	vitamin
κατασκήνωση	kampo
κατασκήνωση	camping
τρέχουσες	current
τρέχουσες	kasalukuyan
τρέχουσες	kasalukuyang
μαρς	marsh
μαρς	marte
μαρς	mars
γκάι	guy
προσθέστε	magdagdag
προσθέστε	add
προσθέστε	idagdag
λειτουργικές	pagganap
ουρές	krus
απόδραση	makatakas
απόδραση	escape
βισύ	pransiyang
αλμανάκ	almanac
ωριμότητα	kapanahunan
μπλουά	blois
απόλυτος	absolute
απόλυτος	lubusang
ρίτσαρντς	richards
βαζάρι	vasari
κριτής	hukom
κριτής	husgahan
αδελαΐδα	adelaide
διεπαφή	interface
μαριάννα	marianna
μαριάννα	mariana
μαριάννα	marianne
παγωμένο	frozen
παγωμένο	nagyeyelo
παγωμένο	napakalamig
παγωμένο	freezing
γερουσιαστή	senador
γερουσιαστή	senator
χάρμπορ	harbor
χάρμπορ	daungan
επηρεάστηκαν	naaapektuhan
επηρεάστηκαν	naapektuhan
επηρεάστηκαν	nadamay
επηρεάστηκαν	affected
επηρεάστηκαν	apektado
επηρεάστηκαν	maaapektuhan
αμφιλεγόμενο	kontrobersyal
μπρεχτ	brecht
παρέμβασης	pamamagitan
κωδικοί	codes
εβδομαδιαίο	lingguhan
εβδομαδιαίο	lingguhang
πανικό	panic
πανικό	gulat
μουσουλμάνος	muslim
πλαστική	plastik
πλαστική	plastic
εκφράζοντας	expressing
νιούτον	newton
άξια	karapatdapat
άξια	worthy
χαβιέρ	javier
βοοειδή	baka
ταξίδευε	dumayo
ταξίδευε	bumiyahe
ξυλείας	troso
φυτείες	plantasyon
φωτογραφικές	photographic
έκαστος	bawat
χειρισμός	paghawak
ντονέτσκ	donetsk
τζέσικα	jessica
ανώνυμες	unnamed
μυελό	marrow
μυελό	medulla
γίγαντα	giant
γίγαντα	higante
έλλειμμα	deficit
ντίνο	dino
μετοχή	ibahagi
μετοχή	share
μετοχή	ipamahagi
ψέμα	kasinungalingan
ψέμα	magsinungaling
ψέμα	lie
επαρκείς	husto
επαρκείς	sapat
επαρκείς	sapat
έναυσμα	trigger
φόστερ	foster
χρονολόγιο	timeline
ορίζοντες	horizons
αμφισβήτησε	nasuri
αμφισβήτησε	tumutol
εισοδήματα	kita
εισοδήματα	income
μέισον	mason
μέγιστος	pinakamataas
τούβλα	brick
απαιτούμενο	kinakailangan
απαιτούμενο	kailangan
ανταγωνιστική	competitive
τρόμο	terror
τρόμο	kilabot
γραμματόσημο	stamp
δασική	forestry
ελβετικό	swiss
νικόδημος	nicodemus
βαλ	val
λέσβος	lesbos
ομιλητής	speaker
ομιλητής	nagsasalita
ομιλητής	tagapagsalita
προσχώρηση	accession
μοναξιά	solitude
μοναξιά	lonesome
μοναξιά	malungkot
μοναξιά	lonely
ντάλτον	dalton
γενναίος	brave
γενναίος	matapang
προηγούμενος	dating
προηγούμενος	nakaraang
πέτα	bangaw
πέτα	fly
πέτα	lumipad
πέτα	throw
πέτα	ihagis
περίπλοκο	komplikado
περίπλοκο	kumplikado
πιάτσα	piazza
αναλυτικές	mapanuring
ικανοποιητικό	kasiya
ένδεκα	labing
τρωκτικά	rodentia
μπαντ	bud
κριθάρι	barley
#αν	#kung
μεγαλώνουν	lumago
μεγαλώνουν	paglaki
μεγαλώνουν	paramihin
προφανή	halata
πρίν	noon
πρίν	dati
πρίν	bago
σαμάρα	samara
βεγγάλης	bengal
ασφαλείς	ligtas
ασφαλείς	safe
σκέτο	payak
σκέτο	kapatagan
καθορισμός	pagpapasiya
μυκήνες	mycenae
πιέρο	piero
αχέροντα	acheron
κεραυνό	kulog
ανιχνευτές	scout
δέκτη	pinadalhan
δέκτη	tatanggap
δέκτη	receiver
υπέροχη	napakahusay
υπέροχη	lovely
ζέστη	init
ζέστη	hot
ζέστη	mainit
κληρονομήσει	magmana
περιορισμού	containment
μούσες	muses
διαβήτης	diabetes
κρακοβία	krakow
χειρουργός	siruhano
εξέλσιορ	excelsior
αζτέκων	aztec
ασταθή	unstable
πάρτυ	partido
πάρτυ	party
πάρτυ	pagdiriwang
πάρτυ	pagtitipon
φιούρι	fury
πολυ	napaka
πολυ	poly
θήκη	sheath
εφηύρε	imbento
λιβόρνο	livorno
ελλαδα	gresya
οικονομίες	savings
οικονομίες	economies
δράκο	dragon
ρόμπι	robbie
ρόμπι	robby
μικρόφωνο	mikropono
μικρόφωνο	mic
ανταλλαγές	pagpapalitan
σίμπα	sheba
προμηθέα	prometheus
φθίνουσα	tinatanggihan
πιθανός	maaari
πιθανός	posible
πιθανός	possible
πιθανός	maari
πιθανός	posibleng
καουτσούκ	goma
ανενεργό	inactive
πρωτοποριακή	groundbreaking
σύναξη	pagtitipon
κωνστάντιος	constantius
γάντια	guwantes
εξάσκηση	practice
εξάσκηση	pagsasanay
εξάσκηση	practice
εξάσκηση	praktis
δουλεύοντας	working
δουλεύοντας	pagtatrabaho
δουλεύοντας	gumagana
δουλεύοντας	nagtatrabaho
ανώμαλη	abnormal
έντομο	barang
έντομο	bug
βαλβίδα	valve
βάρκες	bangka
γουάιλντερ	wilder
φέρντιναντ	ferdinand
βαθύτερα	deeper
περιοδικές	periodical
κοίτα	tumingin
κοίτα	look
θηλαστικό	mammalian
θηλαστικό	mamalya
ασκληπιού	asklepios
ενισχυμένη	pinaganda
ενισχυμένη	enhanced
ενισχυμένη	reinforced
ισχυρισμοί	claims
ισχυρισμοί	paratang
ίριδα	iris
γνωστική	cognitive
κολώνες	haligi
κολώνες	haligi
σεπτ	sept
ροστόφ	rostov
επιβίωσε	lampasan
επιβίωσε	nabuhay
επιβίωσε	survived
ζύμωση	fermented
ζύμωση	pagbuburo
πισίνα	pool
νίνα	nina
ρέιμοντ	raymond
σχεδιασμένα	pagkakagawa
σχεδιασμένα	dinisenyo
σχεδιασμένα	idinisenyo
ύποπτος	hinihinalang
ύποπτος	pinaghihinalaang
ύποπτος	suspek
ύποπτος	suspect
πλευρική	patagilid
βέτο	beto
φόρεμα	gown
φόρεμα	dress
φόρεμα	damit
ντάικ	dike
μαλδίβες	maldives
εταίρος	partner
εταίρος	kasosyo
εταίρος	kapareha
δανάη	danae
χιούζ	hughes
γέλιο	pagtawa
γέλιο	tawa
γέλιο	tawa
γέλιο	tumatawa
γέλιο	tawa
γέλιο	tumawa
μπαρμπαρόσα	barbarossa
ποκαχόντας	pocahontas
τροφοδοσίας	nakatakda
ενοχή	kasalanan
ενοχή	pagkakasala
τεμάχια	biyak
γκλόρια	gloria
κροάτης	croat
ερασιτέχνης	baguhan
υποκατάστασης	pagpapalit
βιώσιμη	sustainable
βιώσιμη	mabubuhay
ιπτάμενο	lumilipad
αρτουά	artois
οπές	butas
συντονισμός	koordinasyon
γουόρεν	warren
οκταβιανού	octavian
λίλιαν	lillian
λίλιαν	lilian
άπειρες	infinite
κλάιν	cline
κλάιν	kline
κλάιν	klein
νότιγχαμ	nottingham
μετάξι	sutla
μετάξι	silk
ταμίας	treasurer
ομοιόμορφη	uniporme
ομοιόμορφη	uniform
κύκνος	swan
υποχρεωτικό	sapilitan
υποχρεωτικό	sapilitan
απαγορευμένη	forbidden
απαγορευμένη	ipinagbabawal
απαγορευμένη	ipinagbabawal
απαγορευμένη	bawal
απαγορευμένη	pinagbabawal
κοζάκοι	cossacks
χειρός	handheld
γκεστάπο	gestapo
ιδού	behold
ιδού	dilag
απορρίπτεται	tinanggihan
απορρίπτεται	tinanggihan
υδρόβια	nabubuhay
υδρόβια	aquatic
εκτάρια	hectares
μπι	bea
μπι	bubuyog
μπι	bee
χτυπάει	beats
χτυπάει	pusong
άντζελα	angela
βρώμιο	bromina
μορίς	maurice
ακίνητα	pabahay
ακίνητα	property
ακίνητα	katangian
ρηχά	mababaw
πόε	poe
κολυμβητής	manlalangoy
πτώχευση	bangkarota
μεταθανάτια	posthumous
ομότιμος	emeritus
ριάντ	riyadh
περθ	perth
πόλους	poles
σαχάρας	saharan
θνησιμότητα	mortality
τυποποίηση	standardization
τραπεζικό	pagbabangko
ντίτριχ	dietrich
εμπορεύματα	kalakal
εμπορεύματα	paninda
οπως	parang
οπως	like
οπως	gustuhin
πήγασος	pegasus
χόμπιτ	hobbit
σπόρων	seed
σπόρων	buto
λίο	leo
νίκολσον	nicholson
οντισιόν	audition
χαρτογράφηση	mapping
παχυσαρκία	katabaan
ανίκανος	inutil
δόντι	ngipin
γουίλι	willy
γουίλι	willie
καταρίνα	katarina
τζέφερσον	jefferson
συμπαγές	compact
συμπαγές	solid
κέρτις	curtiss
κέρτις	curtis
υποψήφιες	candidates
κατακτητής	mananakop
κεραμικής	palayok
πορνεία	prostitusyon
σόμερσετ	somerset
μπόνους	bonus
συνθήματα	slogan
κατοικίδια	alaga
τζίνι	genie
τζίνι	jeannie
αιφνίδια	biglaang
αιφνίδια	sudden
πράσινος	berdeng
πράσινος	green
πράσινος	berde
ορμόνες	hormones
γραμματοσειρά	font
φάρμα	bukid
τρανσυλβανία	transylvania
ερυθράς	rubella
έμπειρος	naranasan
έμπειρος	nakaranas
κρυμμένο	nakatagong
κρυμμένο	nakatago
κρυμμένο	itinago
μαθήτρια	studyante
μαθήτρια	student
μαθήτρια	estudyante
γενναία	brave
γενναία	matapang
έρημος	desert
έρημος	disyerto
κόναν	conan
μάαστριχτ	maastricht
φυλλάδια	polyeto
ποσοτικά	quantitative
δανικά	danish
συλλαβές	syllables
σκαλοπάτια	hagdan
σκαλοπάτια	hakbang
σκαλοπάτια	steps
πυλώνες	haligi
συμβολικό	symbolic
χορηγία	sponsored
πανηγύρια	fairs
αγωγού	tubo
βαφή	paint
βαφή	pintura
βαφή	dye
βαφή	tina
τελετουργικά	rituals
τελετουργικά	ritwal
συνεχιζόμενη	nagpapatuloy
συνεχιζόμενη	patuloy
συνεχιζόμενη	nagaganap
συνεχιζόμενη	kasalukuyang
επιθετικά	aggressive
επιθετικά	agresibo
επιθετικά	mapusok
ηχητικό	sonic
μπορ	bohr
μαγδαληνή	magdalene
δυσφορία	malaise
καρχαρίας	pating
παλλάδιο	palladium
σύζυγοι	divorce
σύζυγοι	wives
κουίνς	queens
συντρίμμια	gumuhong
κατευθύνει	nagdadala
σούμαν	schumann
γράψτε	magsulat
γράψτε	sumulat
γράψτε	isulat
κούρσα	lahi
επαλήθευση	patunayan
επαλήθευση	beripikasyon
δοκίμασε	try
δοκίμασε	subukan
γιονγκ	yong
οικιακή	domestic
εγκρίνεται	inaprubahan
εγκρίνεται	naaprubahan
εγκρίνεται	pinagtibay
νοικοκυριά	kabahayan
προθεσμία	taning
προθεσμία	deadline
μπερνίνι	bernini
ψυχολόγος	therapist
ντακότα	dakota
φανταστικά	fantastic
ένσταση	pagtutol
μπέικον	bacon
γεφυρών	tulay
αλογόνα	halogens
κάφκα	kafka
πάρε	kumuha
κυκλωμάτων	circuits
στρατούς	armies
σεξουαλικότητα	sexuality
σκόρδο	bawang
αυστραλοί	australyano
απρίλη	april
απρίλη	abril
ραβδί	patpat
ραβδί	stick
ραβδί	wand
διακοσμητικό	pandekorasyon
διακοσμητικό	hiyas
διακοσμητικό	dekorasyon
διακοσμητικό	pamasko
διακοσμητικό	adorno
αιθέρα	ether
φασματοσκοπία	spectroscopy
γκι	mistletoe
στρογγυλή	round
στρογγυλή	bilog
πιστοποίηση	sertipikasyon
πιστοποίηση	katibayan
αντωνία	antonia
μακάο	macao
μακάο	macau
μόλυβδος	lead
μόλυβδος	humantong
μόλυβδος	tingga
μόλυβδος	pamunuan
υπολογίσει	kalkulahin
υποδοχέα	reseptor
σαρλότ	charlotte
λάουρα	laura
μπαμπά	dad
μπαμπά	itay
μπαμπά	tatay
μπαμπά	daddy
χαλαρά	maluwag
κασέτα	cassette
κασέτα	tape
μπάνιο	shower
μπάνιο	paliguan
μπάνιο	banyo
μπάνιο	paliguan
μπάνιο	naliligo
αλλάχ	allah
πρωτο	proto
χάρβεϊ	harvey
απορροφάται	buyo
πρωτοπόροι	pioneers
βοηθήματα	aids
επιφύλαξη	reservation
πειραματικές	ekonomiks
βίλνιους	vilna
εισαγωγικά	quotes
δυσλειτουργία	malfunction
δυσλειτουργία	dysfunction
δυσλειτουργία	pagpapahina
τένοντα	tendon
πόθος	pagnanais
πόθος	desire
πόθος	nais
πόθος	libog
πόθος	kahalayan
άμεσος	direktang
άμεσος	direct
άμεσος	direkta
υπαίθρια	panlabas
συνθετική	synthetic
τσέχωφ	chekhov
βοηθοί	deputies
επέτειος	anibersaryo
γκάλαχερ	gallagher
ντίλαν	dylan
δίκαιη	patas
έρβιν	erwin
μπέι	bae
μπέι	look
μπέι	bay
βέλτιστη	sulit
αστερίξ	asterix
συζητήθηκε	tinalakay
προσαρμογές	aayos
προσαρμογές	adaptations
σπονδυλωτά	vertebrates
τζέφρι	geoffrey
τζέφρι	jeffrey
συλλέγονται	tinipon
διεκδικητής	pretender
βοϊβοντίνα	vojvodina
αλλοίωση	lesyon
αλλοίωση	pagkasira
ζημίες	pagkalugi
ζημίες	damages
ζημίες	damage
ζημίες	pinsala
μαρτίνο	martino
κατεδάφιση	demolition
καγιάκ	kayak
φάκελος	envelope
φάκελος	sobre
φάκελος	tipunan
φάκελος	magsampa
φάκελος	talaksan
φάκελος	file
φάκελος	folder
καζαμπλάνκα	casablanca
άγνωστοι	strangers
οπλισμένο	hukbong
οπλισμένο	armadong
οπλισμένο	sandatahang
γερμάνιο	germanium
άβαταρ	avatar
ψευδή	spurious
ψευδή	maling
ψευδή	false
γέρος	matanda
γέρος	luma
ορσίνι	orsini
πίστεψε	naniniwala
πίστεψε	maniwala
εργάτης	manggagawa
παραδόξως	nakakagulat
κεντρο	center
κεντρο	sentro
μπορν	bourne
προκατάληψη	bias
όστιν	austin
απομένει	nananatiling
απομένει	natitira
απομένει	natitirang
επίγνωση	kamalayan
σπάζοντας	paglabag
σπάζοντας	breaking
αρωματικές	aromatic
εκρηκτική	sumasabog
σάντσο	sancho
επιδείνωση	pagkasira
σταρκ	stark
ιεροκήρυκας	mangangaral
ατμόπλοιο	bapor
διάβασμα	pagbabasa
διάβασμα	binabasa
αστρικό	stellar
τεκμηριωμένες	documented
σίνγκερ	singer
βέιλ	belo
βέιλ	vale
έγραψες	sinulat
έγραψες	wrote
έγραψες	nagsulat
ψηλός	tangkad
ψηλός	matangkad
κλάσματα	fractions
λάβα	lava
κηλίδα	mantsa
εναρκτήρια	inaugural
γέροντας	elder
διαφυγή	makatakas
διαφυγή	escape
επική	epic
επική	epiko
ασήμαντο	gaanong
συσκευασία	packaging
συσκευασία	pakete
συσκευασία	package
συσκευασία	pack
πωλητής	ahente
πωλητής	nagbebenta
πιρς	pierce
χατ	kubo
ξυλογραφία	woodcut
βαθειά	malalim
βαθειά	deep
σωτήρας	saviour
σωτήρας	tagapagligtas
φρουροί	guwardiya
εκεχειρία	armistice
κρεγκ	craig
ξηρασία	tagtuyot
τεράστιος	napakalaki
επιβεβαιώσει	kumpirmado
επιβεβαιώσει	kumpirmahin
ταλιμπάν	taliban
κινούμενο	animated
τυποποίησης	standardization
καταστείλει	suppress
ομολογίες	confessions
ομολογίες	bono
μουν	buwan
μουν	moon
ακατάλληλο	unsuitable
ακατάλληλο	magsinungaling
φιλελευθερισμού	liberalismo
νέον	neon
προκριματικούς	qualifier
έξυπνη	matalino
έξυπνη	talino
έξυπνη	matalino
έξυπνη	smart
συνδυάζουν	pagsamahin
ραδιενεργό	radioactive
κάηκαν	sinusunog
εσκεμμένα	kusa
ασβεστόλιθο	apog
αντισταθεί	pigilan
συνηθισμένος	ordinaryo
συνηθισμένος	ordinaryong
ενήλικο	adult
καμπανία	campania
αιματηρή	duguan
γκρενόμπλ	grenoble
τζόι	joey
κάρελ	karel
φιλοδοξία	aspiration
φιλοδοξία	ambisyon
πέπλο	belo
έκλεψε	nagnakaw
έκλεψε	nakaw
χρηματοδοτήθηκε	pinondohan
εκτελεστής	executioner
εκτελεστής	shooter
μπόγκαρτ	bogart
αναμόρφωση	rehabilitation
αναμόρφωση	reporma
διορίζονται	hinirang
έλσα	elsa
τρελή	nababaliw
τρελή	ulol
τρελή	baliw
τρελή	loko
απομονωμένη	isolated
ίψεν	ibsen
νικόλ	nicole
εδω	rito
εδω	dito
εδω	nandito
στάχτη	ashes
στάχτη	ash
αόριστο	indefinite
σκοτεινά	madilim
σκοτεινά	maitim
σκοτεινά	dilim
αργοναύτες	argonota
αύρα	vibe
αύρα	breeze
αύρα	simoy
αύρα	aura
κάντορ	cantor
λεν	len
αφάνεια	nakakubling
περιττό	redundant
τάιλερ	tyler
ενθάρρυνση	panghihikayat
ενθάρρυνση	panghihikayat
ενθάρρυνση	hikayatin
ενθάρρυνση	hinihikayat
ενθάρρυνση	manghikayat
κατάσκοπος	spy
κανονικός	regular
ενδιάμεσες	intermediate
δευτερεύον	pangalawang
διαβάθμιση	gradient
κασσάνδρα	cassandra
στοίχημα	taya
ανιόν	anion
επιλεγμένες	napili
επιλεγμένες	pinili
επιλεγμένες	piling
διαγράφει	tinatanggal
εντοπισμός	detection
εντοπισμός	pagtuklas
εντοπισμός	pagsubaybay
πιάστηκε	nahuli
μπόλτον	bolton
σαμψών	samson
γκέντελ	gödel
νταϊάνα	diana
γιατι	bakit
ντόρα	dora
ενσωματώσει	isama
φέι	faye
φέι	fay
φέι	fei
κακοποίηση	abuso
κακοποίηση	aabuso
πρωτέα	proteus
επιτήρηση	binabantayan
επιτήρηση	pagbabantay
διακριτική	diskretong
θόρυβος	ingay
άπειρα	infinite
τριφύλλι	clover
τριφύλλι	shamrock
νατάλια	natalia
φιλανθρωπική	kawanggawa
φιλανθρωπική	charity
νίντζα	ninja
νίντζα	ninjas
νατάσα	natasha
εκπληρώσει	matupad
εκπληρώσει	tuparin
καθολικές	katoliko
φανατικός	fanatic
μέχελεν	mechelen
καθαρότητας	kadalisayan
σύμβουλοι	tagapayo
κυρίες	ladies
μπαταρία	baterya
υγιή	healthy
υγιή	malulusog
υγιή	malusog
τερματικό	terminal
συμμαθητές	classmates
αναβολή	deferred
τσίλι	chilli
τσίλι	sili
οδήγησης	nagmamaneho
οδήγησης	pagmamaneho
συμφιλίωση	bati
τροποποιημένη	binago
αντλία	poso
στίγματα	spot
επικριτές	critics
λατίνος	latino
φυλακισμένος	bilanggo
φυλακισμένος	preso
φυλακισμένος	nakulong
φυλακισμένος	makukulong
πικ	picnic
ανόργανα	kimikang
μάγκι	maggie
σκουπίδια	basura
σκουπίδια	junk
σκουπίδια	basura
σκουπίδια	basura
σκουπίδια	basura
μοναδικότητα	singularity
τοξότης	archer
τοξότης	sagittarius
μωυσής	moises
ζωολογικό	zoo
αδράνεια	inertia
τρεβίζο	treviso
πατρίσια	patricia
καθρέφτη	salamin
καθρέφτη	gayahin
καθρέφτη	mirror
μίνας	minas
πολική	polar
καταναλωτών	consumers
φλάβιος	flavius
ψυχίατρος	psychiatrist
θησαυροί	treasures
ασπίδες	shields
αγκώνα	siko
χαντ	hunt
χαντ	mangkukulam
κοέν	cohen
συκώτι	atay
σούπα	sopas
σούπα	sabaw
κίτρινος	dilaw
κίτρινος	yellow
απομονωμένο	isolated
μαρξιστική	marxista
ριβέρα	rivera
χαμένος	talo
χαμένος	loser
θαυμαστής	fan
θαυμαστής	tagahanga
χάμφρεϊ	humphrey
δρομολόγιο	ruta
δρομολόγιο	route
δρομολόγιο	itinerary
σύντηξη	fusion
κριτικά	critically
μέλισσες	bubuyog
μέλισσες	bees
ταυτοχρόνως	sabay
κραυγές	cries
γκέιλ	gale
γκέιλ	gail
χαλιφάτο	caliphate
κάθισμα	upuan
εννοώντας	meaning
εννοώντας	kahulugan
κερκ	kirk
μοντελοποίηση	modelling
γκίμπσον	gibson
αλβανός	albanian
επισκοπική	episcopal
εκμεταλλεύονται	pagkunan
σιταριού	trigo
περίεργη	curious
πανικού	panic
πανικού	gulat
φιλελεύθερος	liberal
τικ	teka
τικ	garapata
εικονογράφος	drawing
ισλαμιστές	islamic
μπουθ	booth
ράινερ	rainer
τοξικά	toxic
χάρρυ	harry
συστηματικές	sistematikong
ριζοσπαστικό	radical
φτωχό	mahirap
φτωχό	kawawang
ατσάλι	bakal
ατσάλι	steel
ατσάλι	asero
υδροξύλιο	hydroxyl
νοσοκόμα	nurse
νοσοκόμα	nars
ράιχσταγκ	reichstag
δανοί	danish
φράι	fry
φράι	frye
επιδείξεις	nagpapakita
φώκλαντ	falklands
καθολικισμό	katolisismo
φάρο	faro
φάρο	paro
φάρο	parola
διάφραγμα	diaphragm
διάφραγμα	aperture
αντίπαλός	kalaban
συνεταιρισμός	partnership
συνεταιρισμός	matulungin
συνεταιρισμός	kooperatiba
καθαρισμός	linis
καθαρισμός	paglilinis
παραλήπτη	tatanggap
χειριστής	operator
διένεξη	alitan
διένεξη	pagtutol
καταχωρήσεις	entries
αντίο	bye
αντίο	goodbye
αντίο	paalam
μασκότ	mascot
μίκι	mickey
βαλκανικές	balkan
εκδικητές	avengers
ταξίαρχος	brigadier
λένον	lennon
σούπερμαν	superman
θηλυκή	pambabae
ποσοτική	quantitative
εκθετική	exponential
βοσκός	pastol
επιλεγμένο	napili
επιλεγμένο	pinili
επιλεγμένο	piling
μηνιαίο	monthly
μηνιαίο	buwanang
επαναλαμβανόμενη	umuulit
επαναλαμβανόμενη	umuulit
μαντήλι	panyo
εγκυκλοπαιδικές	encyclopaedic
προάγει	nagtataguyod
τζετ	jet
χειροκίνητα	manual
ρόουντς	rhodes
έσσεν	essen
δεκατέσσερις	katorse
κρεμλίνο	kremlin
ακόλουθους	tagasunod
ινστιτούτα	institutes
πάπυρο	scroll
πάπυρο	papyrus
καλαβρία	calabria
κρασιά	alak
παραλήπτες	tatanggap
κερτ	kurt
παραθύρων	windows
απαρτχάιντ	apartheid
προτείνετε	imungkahi
προτείνετε	suggest
προτείνετε	iminumungkahi
προτείνετε	magmungkahi
προτείνετε	irekomenda
κόουλ	cole
μπρέντα	brenda
δντ	imf
πανώλη	salot
ισραηλινό	israeli
αποτύπωση	imprint
αποτύπωση	rendering
ενω	habang
γαλικίας	galician
ακαδημαϊκοί	academics
ανέκδοτο	joke
ανέκδοτο	anekdota
ζούγκλα	gubat
ζούγκλα	jungle
τούνελ	tunnel
καραβάτζιο	caravaggio
εντατικά	masinsinang
ρέιτσελ	rachel
μπόστον	boston
χωρισμός	parting
χωρισμός	paghihiwalay
δεκατέσσερα	katorse
νάσερ	nasser
χρωστική	dye
χρωστική	tina
χρωστική	pigment
ιθαγένεια	nationality
ιθαγένεια	nasyonalidad
ιθαγένεια	pagkamamamayan
τρικ	trick
κουίν	quinn
μάρω	maro
φρέσκο	fresh
φρέσκο	sariwa
εκτεθεί	nakalabas
τζέικ	jake
πατρική	paternal
γαλικία	galicia
μαγικά	salamangka
μαγικά	magic
μαγικά	magical
ιλίου	ilium
διέξοδο	sketch
διέξοδο	outlet
γκογκ	gogh
γκρέγκορι	gregorio
γκρέγκορι	gregory
ώριμα	hinog
ώριμα	mature
τεχνικούς	technicians
ορφανά	orphan
βαφτιστικό	baptismal
επιθεωρητή	inspector
αντόν	anton
σωλήνας	pipe
σωλήνας	tubo
σωλήνας	tube
σωλήνας	hose
κολόμβος	columbus
ορατότητα	nakikita
ορατές	nakikita
ολα	all
ολα	puro
ολα	lahat
ζώντας	buhay
ζώντας	tinitirahan
ζώντας	pamumuhay
αγοραστές	bumibili
αγοραστές	bibili
εφευρέτες	inventors
σταθεροποίηση	stabilization
κύμη	kimi
δροσιά	dew
διάχυση	diffusion
γουόρντ	ward
δύσκολος	mahirap
χελώνα	pagong
χελώνα	tortoise
επερχόμενη	paparating
άγριες	wild
άγριες	ligaw
όκλαντ	oakland
όκλαντ	auckland
ακουστικό	tunog
απάντησαν	sumagot
οράματα	visions
χόουπ	umaasa
χόουπ	umasa
χόουπ	sana
μαφία	mafia
καλαμάκι	straw
περιέργεια	curious
απασχολούνται	employed
απασχολούνται	nagtatrabaho
απασχολούνται	pinagkakakitaan
γιαχβέ	yahweh
ισοδυναμία	equivalence
ενημερώνεται	updated
σεβαστή	tinitingala
σεβαστή	iginagalang
σεβαστή	irespeto
οδοντιατρική	dentistry
περιττή	redundant
ακτίου	actium
τόκυο	tokyo
γουόρνερ	warner
αμινο	asidong
έντο	edo
χάρτα	charter
δραστικότητα	gawain
δραστικότητα	aktibidad
φωτισμός	illumination
φωτισμός	lighting
φωτισμός	ilaw
χρηματοοικονομικά	pananalapi
παραβιάζουν	lumalabag
παραβιάζουν	nilalabag
διερμηνέας	tagapagsalin
διερμηνέας	translator
διερμηνέας	tagasalin
διερμηνέας	tagapagsalin
διερμηνέας	interpreter
ουισκόνσιν	wisconsin
ελάττωση	bumaba
ελάττωση	bawasan
καλυμμένο	sakop
απορίες	katanungan
απορίες	tanong
μακιγιάζ	makeup
μακιγιάζ	pampaganda
ανδρομάχη	andromache
αποδεικνύοντας	nagpapatunay
αποδεικνύοντας	nagpapatibay
προσβολές	insulto
μπλέικ	blake
εταιρική	corporate
εταιρική	korporasyon
διπλωμάτη	diplomat
φολκ	falk
χαμόγελο	smile
χαμόγελο	ngiti
σαξονία	sahonya
εκπαιδευτεί	hubog
εκπαιδευτεί	bihasa
διαφύλαξη	pagaalaga
διαφύλαξη	pangangalaga
κρίσιμες	kritikal
γάλλιο	gallium
μνημόνιο	memorandum
φωνητικές	vocal
ονομαστικές	nominal
μεταβατικό	transitional
όλαφ	olaf
ανθρωπιστικές	humanities
προσφάτως	kamakailan
επαγωγή	induction
ελλήσποντο	hellespont
