табори	kampen
християни	christenen
паша	pasja
викрадення	kidnapping
викрадення	ontvoering
викрадення	kidnappen
знімок	momentopname
простіше	eenvoudiger
простіше	gemakkelijker
простіше	makkelijker
простіше	eenvoudiger
простіше	simpeler
сусідів	huisgenoten
олівер	oliver
фундамент	stichting
фундамент	fundering
окреме	aparte
окреме	gescheiden
окреме	apart
позов	rechtzaak
позов	rechtszaak
оподаткування	belasting
оподаткування	fiscaliteit
оподаткування	belastingen
нагляд	supervisie
нагляд	toezicht
ходити	wandelen
ходити	lopen
ходити	lopend
заборонені	verboden
хоккайдо	hokkaido
волтер	wouter
волтер	walter
орест	orestes
ключі	keys
ключі	sleutels
ключі	toetsen
ключі	penningen
салоні	hut
салоні	kajuit
салоні	blokhut
салоні	cabine
землеробство	landbouw
бак	buck
бак	bak
бак	bac
самка	vrouwelijke
самка	vrouw
самка	vrouwtje
самка	vrouwelijk
таблиць	tabellen
таблиць	tafels
гарольд	harold
турин	torino
турин	turijn
скрізь	overal
приєднатися	join
приєднатися	meedoen
меблі	inboedel
меблі	meubilair
меблі	meubels
меблі	meubelen
відзначено	aangeeft
платон	plato
чия	wiens
грудей	borst
грудей	borsten
збережені	gered
збережені	bewaard
збережені	opgeslagen
сенатор	senator
гітари	harmonischen
буш	struik
буш	bush
буш	bosje
глибокий	diep
глибокий	diepe
глибокий	deep
просте	eenvoudige
просте	simpel
просте	eenvoudig
хутро	vacht
хутро	bont
зареєстрований	geregistreerd
зареєстрований	ingeschreven
зареєстрований	geregistreerde
іванова	ivanova
чеської	tsjechische
чеської	tsjechisch
дано	dano
дано	gegeven
посадку	aanvoer
посадку	aanlanding
посадку	landing
поліпшити	merkbaar
скандал	schandaal
скандал	schandalen
скандал	schandalen
арабські	arabische
арабські	arabisch
кей	kay
реп	rep
реп	rappen
реп	rap
астронавти	astronauten
обеліск	obelisk
збирає	verzamelt
збирає	verzamelt
збирає	bouwt
референдум	referenda
референдум	referendum
патент	octrooi
патент	patent
супер	super
аматорів	amateurs
їсти	eten
їсти	eet
їсти	eten
відправлення	vertrekt
відправлення	vertrek
відправлення	vertrekken
відправлення	vertrek
зручності	gemak
прихід	aankomst
строго	strikt
чверть	kwart
чверть	kwartaal
чверть	kwartje
протест	bezwaren
протест	bezwaar
протест	bezwaarschrift
протест	protesten
протест	protest
протест	protesteren
фермі	fermi
інтенсивно	intensief
інтенсивно	intens
інтенсивно	heftig
інтенсивно	intense
меню	menu
меню	menukaart
брюссель	brussel
забезпечувати	adequaat
яйце	eitje
яйце	eieren
яйце	ei
боснія	bosnië
турецькі	turkse
турецькі	turks
побачила	zag
побачила	zagen
побачила	saw
побачила	zaag
складна	moeilijk
складна	hard
складна	harde
владимир	vladimir
сир	kaas
трилер	thriller
путіна	poetin
всесвітньо	gerenommeerde
сніг	sneeuw
піднявся	marcheerden
необхідним	noodzakelijke
необхідним	nodig
необхідним	noodzakelijk
мануель	manuel
дейв	dave
вілен	vilaine
хвойних	naaldbomen
візит	bezoek
візит	bezoeken
чинний	valide
чинний	geldig
чинний	geldige
чинний	geldigheid
чинний	rechtsgeldigheid
напої	drankje
напої	drank
напої	dranken
напої	drankje
напої	drink
напої	drinken
напої	dranken
напої	drankjes
напої	drankje
напої	dranken
збирають	oogst
збирають	oogsten
попович	popović
куль	kul
куль	kogels
співає	zingt
співає	gezang
співає	zang
співає	zingen
діалектів	dialecten
попередніми	prepaid
альфонсо	alfons
альфонсо	alfonso
класичні	klassiek
класичні	klassieker
класичні	klassieke
класичні	classic
картах	kaarten
картах	kaart
грант	subsidie
грант	grant
співав	sang
співав	zongen
співав	zong
співав	gezongen
фінансова	financieel
жук	keversoort
жук	kever
надані	verstrekt
надані	verstrekte
ведмідь	beer
ведмідь	beertje
ведмідь	bear
ведмідь	beren
сьомий	zevende
сьомий	seventh
протока	straat
імператриця	keizerin
контролює	controles
ісландія	ijsland
компаніями	bedrijven
компаніями	bedrijven
еро	hérault
заворушення	spanningen
вітри	winden
вітри	wind
