cinematograf	فلمسازی
vesel	مرغوب
vesel	رسم.
vesel	رنگیلا
vesel	بجائے
vesel	مگن
vesel	ضیافت
vesel	خوشگوار
vesel	دعوت
vesel	تقریب
vesel	پچکارنا.
vesel	بہت
reciproce	مشترک.
reciproce	باہمی
reciproce	مشترک.
reciproce	جوابی
reciproce	متلازم
reciproce	تکمیلی
reciproce	معکوس
reciproce	جوابی
reciproce	متلازم
reciproce	تکمیلی
reciproce	باہمی
reciproce	معکوس
concurează	مسابقت
detectarea	تفتیش
detectarea	تاڑنے
detectarea	سراغ
garnizoană	قلعہ
argumentează	of
argumentează	منوانا
capcana	منہ
capcana	کھٹکا
capcana	منہ
capcana	کھٹکا
capcana	جال
preliminară	ابتدائی.
preliminară	پیشتر.
preliminară	تمہیدی
preliminară	ابتدائی.
preliminară	پیشتر.
agresive	جارح
agresive	جارحانہ(عمل
agresive	اقدام)
agresive	مخالفانہ
agresive	ظالم
agresive	جابر
agresive	غاصب
agresive	معاندانہ
agresive	جنگجو
dictatură	آمریت
paste	اسپیگٹی.
paste	پیڑا
paste	لئی.
paste	لگدی
paste	لوندا
geniul	نابغہ.
geniul	عبقری
geniul	نابغہ.
watt	واٹ
fisiune	پھٹنا
fisiune	ٹوٹنا
statice	ساکت
statice	مجہول.
statice	جامد
ironie	طنز
posesie	عملداری.
posesie	جائیداد
posesie	ملکیت.
posesie	دولت
posesie	اثاثہ
posesie	تصرّف
posesie	عملداری.
posesie	قبضہ
posesie	جائیداد
posesie	ملکیت.
posesie	دولت
posesie	اثاثہ
posesie	تصرّف
trick	دھوکا
trick	بیکار
trick	لٹک
trick	چکرانا
trick	فریب
trick	ناقص
trick	بھونڈا
învingător	فاتح
învingător	جیتو
comparative	ضمنی
comparative	اضافی
comparative	مقابلے
comparative	قب:
raja	تعلقدار
raja	جاگیردار.
raja	رئیس
pulmonară	ریوی.
exclusivă	(خبریہ
exclusivă	مختص.
exclusivă	امتیازی
exclusivă	منتخب
exclusivă	چیندہ.
exclusivă	مخصوص
plasmă	خون
păcatul	نامعقول
păcatul	گناہ
păcatul	اثم
păcatul	نامعقول
păcatul	پاپ
păcatul	گناہ
păcatul	اثم
conversia	تبادل
conversia	تقلیب.
custodie	تولیت-
custodie	حراست
custodie	قید
absent	ناپید.
afiliat	اپنایا
dig	سراہنا
dig	چُبھونے
dig	سمجھنا
dig	سُرنگ
dig	سراہنا
dig	چُبھونے
dig	کھودنا
dig	سمجھنا
dig	سُرنگ
complexitate	الجھائو
complexitate	الجھن
complexitate	الجھائو
complexitate	الجھن
complexitate	پیچیدگی
pasivă	سست
pasivă	مجہول
vacă	بات
sărăcia	کمی.
sărăcia	کمتری
sărăcia	کمینگی.
sărăcia	مفلسی
sărăcia	کمی.
sărăcia	غریبی
sărăcia	ناداری
sărăcia	کمتری
sărăcia	کمینگی.
sărăcia	مفلسی
acustice	صوتیات
acustice	سمعی
acustice	صوتی.
acustice	سمعیات-
caritabile	خیراتی
caritabile	سخی
loiali	وفاداری
loiali	وفادار
cercetătorul	محقق
mainstream	خیال
levin	صاعقہ
levin	بجلی.
aport	بہانا
aport	ٹکانا
aport	چوٹ
aport	اکسانا
aport	مثنیٰ
aport	بھڑکانا
aport	داؤ
aport	پینترا
aport	(چپت
aport	لانے
plimbare	by
plimbare	in
plimbare	چھیڑنا.
plimbare	on
plimbare	(بعدہ
plimbare	میلے
plimbare	بیٹھنا
avangarda	طلیعہ
ciuperca	اسفنجی
ciuperca	خمیر
ciuperca	فطر
ciuperca	ڈاڑھی.
ciuperca	کھنبی
califica	زور
scorpion	بچھو
moss	کائی
generos	کثیر
generos	مخیر
asamblare	جوڑنا
rezervată	to
rezervată	خاموش
rezervată	بچاکر
ionice	روانی.
excluderea	اخراج
excluderea	استثنا.
peisajului	پھیلواں
concord	اتحاد
concord	معاہدہ.
iluminare	رخشندگی
iluminare	تنویر
iluminare	رخشندگی
blochează	انگھڑ
blochează	سر
blochează	ٹھس
blochează	ٹکڑا
blochează	منڈیا
blochează	پچّر.
hole	رستہ
hole	کٹیا
hole	تکیہ
hole	سوراخ.
hole	پیالی
hole	سوراخ
hole	کٹھڑیا.
hole	نالی
hole	چھید
hole	رستہ
hole	کٹیا
hole	تکیہ
hole	سوراخ.
hole	پیالی
hole	سوراخ
hole	کٹھڑیا.
hole	نالی
sensibilă	(بعدہ
inaugural	افتتاح
runner	وصولی
butterfly	اڑانے
vocabularul	فرہنگ
vocabularul	لفظیات
nemesis	مکافات
nemesis	پاداش
parfum	تاڑنا
parfum	سونگھنا
parfum	خوشبو
parfum	خوشبو.
parfum	مہک
parfum	خوشبو.
parfum	مہکانا.
parfum	خوشبو.
parfum	عطریات
sân	پستان
sân	سہارنا
sân	جھیلنا
sân	سہنا
sân	سہارنا
sân	جھیلنا
sân	سہنا
sân	چھاتی
dickens	what
drăguț	حسین
drăguț	ہوشیار
drăguț	ذہین
drăguț	خوبصورت
cuprinzător	سمجھ
cuprinzător	فہم
scalar	غیرسمتی
scalar	میزانی
scalar	عددی
mania	سودا
mania	جنون
neregulat	اصول
neregulat	مستقل
neregulat	استثنائی
tineretul	نوجوانی
tineretul	جوش
tineretul	لڑکپن
tineretul	توانائی
tineretul	عنفوان
ciuma	بلا
ciuma	آفت.
ciuma	کوسنا
ciuma	بلا
ciuma	آفت.
ciuma	کوسنا
ciuma	وبال
gradina	چمن.
gradina	چمن.
gradina	باغ
revizuirea	جائزہ.
revizuirea	(کتاب
revizuirea	اعادہ
revizuirea	کتاب
revizuirea	غور-
revizuirea	اعادہ
ecartament	ناپنا.
ecartament	دبازت
ecartament	مزاج
ecartament	پرکھنا
ecartament	کیفیت
ecartament	وسعت
ecartament	ناپنے
ecartament	ہموار
ecartament	طول
ecartament	بارش
ecartament	مدوجزر
ecartament	مقیاس.
ecartament	پہنائی
messenger	پیامی.
messenger	پیامی.
messenger	قاصد
centrat	وسطی
rezervate	to
rezervate	خاموش
rezervate	بچاکر
îndrumări	رہبری.
îndrumări	مشورہ
îndrumări	ہدایت
arterială	بڑی.
arterială	شریانی.
recrutare	بھرتی
dictatorul	زبردست
slăbiciune	نقص.
slăbiciune	ضعف.
slăbiciune	(بعدہ
slăbiciune	ہوکا-
slăbiciune	لاغری
slăbiciune	نقص.
slăbiciune	ضعف.
slăbiciune	ناتوانی
slăbiciune	(بعدہ
slăbiciune	ہوکا-
meridian	کمال
meridian	اوج.
meridian	عروج
meridian	فروغ
egali	مرتبے
egali	خصوصیت
egali	منصب
egali	برابر
egali	خوبی
egali	درجے
egali	متوازن
egali	جسامت
egali	ہمسر
egali	مرتبے
egali	خصوصیت
egali	یکساں
egali	منصب
egali	برابر
egali	خوبی
egali	درجے
egali	متوازن
egali	جسامت
prosper	موافق.
prosper	مبارک
prosper	سازگار
audiența	توجہ
audiența	کتاب
audiența	پیشی
audiența	شنوائی
audiența	حضوری
audiența	سماعت
audiența	باریابی.
obosit	پرانا
mediană	مادی
mediană	رگ
mediană	درمیانی.
mediană	وسطی
mediană	۸
mediană	۴
mediană	۳
ridicare	off
ridicare	(بادل
ridicare	اٹھنے
ridicare	ابھرنے
ridicare	موافق
ridicare	ابھرنا
portocalie	صبغہ
victorios	مظفر
victorios	فاتح
victorios	منصور.
spectaculoasă	وقیع
spectaculoasă	نمایاں.
spectaculoasă	غیرمعمولی
plăcerea	تفریح
plăcerea	اطمینان
plăcerea	عشرت
plăcerea	عیش
plăcerea	مزیداری.
plăcerea	مدّعا
plăcerea	ارادہ
plăcerea	تفریح
plăcerea	اطمینان
plăcerea	عشرت
plăcerea	مرضی
plăcerea	عیش
plăcerea	مزیداری.
plăcerea	مدّعا
plăcerea	ارادہ
stimă	ماننا
stimă	سمجھنا
stimă	گرمجوشی
stimă	لطف
shepherd	راعی.
shepherd	چرواہا
shepherd	گڈریا
shepherd	راعی.
nulă	منسوخ
nulă	سپاٹ
nulă	معرّیٰ
nulă	ہیچ
nulă	لاشے.
nulă	کورا.
oferirea	نذر
oferirea	چڑھاوا.
vrăjitor	جادوگر.
vrăjitor	ساحر
chat	(chatted
obligație	تمسک.
obligație	اصول
obligație	قانون
obligație	تمسک.
obligație	فرض
obligație	اصول
obligație	قانون
matur	مطالبہ)
matur	پختہ
matur	فہمیدہ
matur	رسیدہ
matur	سنجیدہ
matur	رسیدہ.
matur	مطالبہ)
matur	پختہ
matur	فہمیدہ
matur	رسیدہ
matur	سنجیدہ
matur	بالغ
matur	رسیدہ.
râsul	قہقہہ
explozive	اشتعال
explozive	آتشگیر.
explozive	انفجاری
anxietate	تشویش.
anxietate	فکر
complementare	امدادی
complementare	تکمیلی
complementare	متلازم.
dificultatea	دُشواری
shin	پنڈلی
shin	بانس
shin	ساق.
satiric	طنّاز
moleculare	سالمی
flacără	(الف)جوت
flacără	out
flacără	چمکنا
flacără	forth
flacără	(الف)جوت
flacără	out
flacără	چمکنا
flacără	لپٹ
flacără	forth
automatic	(آلہ
automatic	مشین
terminale	حد
terminale	زبردست-
terminale	نہائی.
terminale	نہایت.
terminale	انتہا
bicicletă	بائیسکل
fișa	چربہ
monsieur	سر
monsieur	مسٹر
ostile	ناموافق.
corectitudinea	انصاف
corectitudinea	حق
rumble	by
rumble	بنکارنا
rumble	(بعدہ
rumble	along
rumble	گڑگڑاہٹ.
rumble	گونجتی
rezonabil	مناسب
rezonabil	متوازن
rezonabil	بامعنی.
rezonabil	غنیمت
rezonabil	فہمیدہ.
rezonabil	مناسب
rezonabil	معقول
rezonabil	متوازن
rezonabil	بامعنی.
rezonabil	غنیمت
rezonabil	فہمیدہ.
swing	جھولنے
swing	سُبک
swing	لچک
swing	لٹکنے
swing	رواں
swing	جھلانا
swing	جھونک
swing	لپک.
swing	جھولنا
labirint	جنجال
labirint	چکّر
labirint	پھیر
refuz	فالتو
refuz	ردّی.
refuz	فالتو
refuz	ردّی.
refuz	پھوک
prețios	نہایت
nebunie	جنون
nebunie	دیوانگی
vocabular	فرہنگ
vocabular	لفظیات
pantaloni	پاجامہ.
duritate	صلابت
duritate	سختی
singuratic	مہجور
singuratic	سونی
singuratic	غمگین.
singuratic	مہجور
singuratic	اکیلا
singuratic	سونی
singuratic	غمگین.
cuvînt	اقرار
cuvînt	کلمہ.
cuvînt	اطلاع
cuvînt	پیغام.
cuvînt	پرول
cuvînt	قول.
cuvînt	گفتگو
cuvînt	قول
cuvînt	تکرار.
cuvînt	کلام.
cuvînt	خبر
cuvînt	حکم
cuvînt	وعدہ
cuvînt	اقرار
cuvînt	کلمہ.
cuvînt	لفظ
cuvînt	اطلاع
cuvînt	پیغام.
cuvînt	پرول
cuvînt	قول.
cuvînt	گفتگو
cuvînt	قول
cuvînt	تکرار.
cuvînt	کلام.
cuvînt	خبر
cuvînt	حکم
cuvînt	شبد
cuvînt	وعدہ
bula	قعر
bula	کہفہ
bula	خیالی
loialitate	وفاداری
interviul	مصاحبہ
interviul	ملاقات
wireless	لاسلکی.
liră	حصار.
liră	پیسنا
conexiunea	نقطہ
conexiunea	سرا
conexiunea	جوڑ
conexiunea	تعلق.
conexiunea	ساتھی
conexiunea	اتصال
conexiunea	موضوع
conexiunea	معاملہ
conexiunea	نقطہ
conexiunea	سرا
conexiunea	جوڑ
conexiunea	تعلق.
conexiunea	واسطہ
conexiunea	ساتھی
conexiunea	اتصال
conexiunea	موضوع
conexiunea	میل
conexiunea	معاملہ
craniu	کھوپڑی
craniu	کھوپڑی
craniu	سر
craniu	کھوپڑی
revizuire	جائزہ.
revizuire	(کتاب
revizuire	اعادہ
revizuire	کتاب
revizuire	غور-
revizuire	اعادہ
etimologic	اشتقاقی
neîntrerupt	لگاتار.
entuziasmul	خواہشمندی.
catastrofă	تباہی.
electromagnetică	برقناطیسی
acut	مرحلہ)
acut	ہوشیار
acut	درّاک
acut	ذکی.
acut	دقیق
acut	توڑپر
acut	سخت
acut	کوکتی
suportat	راکب
cauta	سراغ.
cauta	جستجو.
cauta	پرکھ
cauta	مکمل
cauta	تفتیش
cauta	سراغ.
cauta	جستجو.
cauta	تلاش
cauta	پرکھ
cauta	مکمل
cauta	تفتیش
intriga	شکل.
intriga	قوس
intriga	خاکہ
intriga	سازش
intriga	ڈرامے
intriga	لُبھانا
vocala	i
vocala	مصوّتہ
vocala	e
vocala	o
fruct	ترکاری
fruct	اولاد
fruct	ثمر
fruct	ترکاری
fruct	اولاد
descompunere	رینجھنے
descompunere	سڑنا
descompunere	خراب
descompunere	انحطاط.
descompunere	(خوبی
descompunere	دولت
descompunere	زور
descompunere	توانائی
descompunere	گلنا
drop	مقدار
drop	سمت
drop	ختم
drop	درجے
drop	(الف)گرانا
drop	زُہول
drop	رشوت.
drop	حالت
acumulează	اکٹھا
acumulează	بڑھنا.
acumulează	بٹورنا
acumulează	جمع
devastatoare	زبردست
concura	مسابقت
înăuntru	شکم.
înăuntru	اندرونی.
înăuntru	در
înăuntru	درمیان.
înăuntru	میں
înăuntru	کمتر
crimson	سرخ
vascular	عروقی
vascular	قناتی.
deoparte	الگ.
decedată	متوفّی
farmaceutice	عطّار.
farmaceutice	عطّاری.
creativ	مخترع
creativ	موجد
creativ	خلاّق.
promo	تشہیر
promo	اشتہار.
indirectă	ذیلی
indirectă	پنہاں
vaccinul	جدرینی.
daisy	مثالی.
daisy	منتخب
marxist	مارکسی
trance	سرمستی.
randamentul	حاصل
randamentul	پیداوار
randamentul	یافت
randamentul	چھوڑدینا
randamentul	منافع.
retrogradare	تنزلی
devastator	زبردست
etern	غیرمبدّل
etern	مسلسل
absorbit	منہمک
absorbit	غرق
absorbit	منہمک
absorbit	محو
încântat	خورسند
încântat	خورسند
încântat	مسرور
încântat	شادمان
bunăstarea	بہبود
abstractă	ظنی
abstractă	تجریدی
abstractă	بھٹکانا
abstractă	خلاصہ
abstractă	خیالی
abstractă	دھیان)
abstractă	مبذول
abstractă	ظنی
abstractă	تجریدی
abstractă	بھٹکانا
abstractă	خلاصہ
abstractă	تلخیص
abstractă	خیالی
abstractă	دھیان)
abstractă	مبذول
avarii	دام
avarii	نقصان
avarii	قیمت
avarii	دام
avarii	نقصان
avarii	قیمت
avarii	ضرر
zestrea	صلاحیت.
maimuță	دھمس.
maimuță	بندر
maimuță	دھمس.
maimuță	بُوزنہ
ave	الوداع.
sugestie	خیال
sugestie	نظریہ
sugestie	خیال
sugestie	تجویز
sugestie	نظریہ
electromagnetic	برقناطیسی
compara	موازنہ
compara	مقابلہ
preventiv	تدبیر
preventiv	حائل
preventiv	روکنے
preventiv	تدبیر
preventiv	مانع
preventiv	حائل
preventiv	روکنے
masura	مقدار
masura	مقیاس
masura	رقص.
masura	پیمانہ.
masura	بحر.
masura	جانچنا.
masura	بانٹنا.
masura	حجم
masura	مقدار
masura	مقیاس
masura	رقص.
masura	پیمانہ.
masura	بحر.
masura	ناپنا
masura	جانچنا.
masura	بانٹنا.
masura	حجم
respectând	بابت
curate	صفائی
curate	قطعاً
curate	سْتھرا
curate	کاملاً
curate	فحاشی
curate	پُھرتیلا
curate	ستھرائی
curate	ہموار
curate	واضح
curate	تیز
curate	مکمل
curate	تازہ
curate	بنانا
curate	سڈول
intensiv	زوردار
intensiv	تاکیدی
intensiv	کامل
arbitrar	زبردستی
cristalină	بلوری
imunitar	to
imunitar	مستثنیٰ
vizibilitate	رویت
vizibilitate	دکھاؤ.
instalare	تنصیب
instalare	لگانا
instalare	بٹھانا.
vită	احتجاج.
vită	شکوہ
pumnul	لکھائی
pumnul	مکّا.
pumnul	مدد
pumnul	مٹھی
eternă	غیرمبدّل
eternă	مسلسل
concurența	آزمائش
laurel	اعزاز.
laurel	افتخار
adultă	فحش
adultă	جوان
adultă	فحش
adultă	بالغ
zorii	آغاز.
atingere	بگاڑنا
atingere	امتیاز
atingere	جانچ
atingere	مشق
atingere	پرکھ
atingere	امتحان
atingere	ذرا
atingere	ٹکرانا
atingere	پھٹکی
atingere	چٹکی
atingere	بگاڑنا
atingere	امتیاز
atingere	لمس
atingere	جانچ
atingere	مشق
atingere	پرکھ
atingere	امتحان
atingere	ذرا
atingere	ٹکرانا
atingere	پھٹکی
atingere	چٹکی
fiziologice	فعلیاتی
resping	ردکرنا
resping	ماننے
controversa	تنازعہ
anotimp	ماہر
anotimp	سکھانا
anotimp	مناسب
anotimp	گرمی
achiziție	خریداری.
achiziție	خریدنا
achiziție	خریداری.
apăsați	(بعدہٗupon
apăsați	دبانے
apăsați	ڈھالنے
apăsați	نچوڑنے
apăsați	اخبار
osoase	استخوانی
sterge	مٹانا
consumatori	طالب.
amestecă	متحد
amestecă	مرکب
amestecă	آمیزہ
amestecă	ابھارنا
amestecă	پھینٹنے
amestecă	اضطراب
amestecă	ابھارنا
amestecă	پھینٹنے
amestecă	ہلچل
amestecă	اضطراب
gentleman	مہذّب
predau	مُعلّمی.
paragraful	پارا.
vocalistul	گویّا
abandonarea	تیاگ
abandonarea	ترک
abandonarea	تیاگ
vierme	(پودے
vierme	کرم.
vierme	کیڑا
vierme	کیچوے.
demnă	باوقار
demnă	شاندار
autentică	اصلی
dot	بندی
dot	بُندکی
dot	مارنا
aderă	پیروی
combustie	احتراق
combustie	جلنا
arbitrul	حکم
arbitrul	نگراں.
etice	پسندیدہ
etice	اعلیٰ.
concepe	سوچنا
cherestea	past
copacul	گھوڑی
copacul	پیڑ
copacul	گھوڑی
distinctiv	امتیازی.
distinctiv	نمایاں
stiri	اطلاع
yard	باڑا
yard	گز
yard	احاطہ
rezistentă	مزاحم
coco	ناریل
dizolvă	اتحاد
umiditatea	نمی.
umiditatea	رطوبت
spectaculos	وقیع
spectaculos	نمایاں.
spectaculos	غیرمعمولی
minciună	into
minciună	ڈھونگ
minciună	مضمر
minciună	مکر
minciună	(بعدہ
minciună	مبنی
minciună	جھوٹ
vând	ڈھب
vând	مایوسی
vând	for
vând	دھوکا.
vând	قرینہ
frecare	فرکی
frecare	گھسائی
frecare	فرک.
frecare	رگڑائی
frecare	مالش.
frecare	تصادم
frecare	ٹکرائو
frecare	اختلاف.
frecare	مزاحمت
vitejie	شجاعت
vitejie	تپاک
ocular	بصری.
ocular	چشمیہ.
brook	چشمہ-
slogan	نعرہ
mesager	پیامی.
mesager	پیامی.
mesager	قاصد
alungite	مستطیل
alungite	لنبوتری
alungite	لنبوترا
tank	حوض
tank	جوہڑ.
pneumonie	نمونیا
ultimatum	اتمامیہ
legaturi	ریتیلا
motanul	خرگوش.
motanul	شوخ
motanul	چلبلی
motanul	لڑکی.
motanul	بلی
inovare	اختراع
inovare	جدّت
quisling	سازشی
quisling	باغی
quisling	غدّار
regularitate	باقاعدگی
ski	water-ski
cos	حرامی
cos	تخفیف:
dornic	پُرولولہ
adevar	سچّا
adevar	صداقت
adevar	سچّا
adevar	سچّائی
fatală	مہلک
combustibili	ڈلوانا.
combustibili	لکڑی
boss	آجر
logistică	قیام
mistice	متصوّفانہ
mistice	عارفانہ.
senzor	محاس
lilieci	باؤلا.
măiestrie	حاکمی.
măiestrie	قدرت.
măiestrie	راج
măiestrie	ریاست
subiectiv	موضوعی
broască	غوک.
broască	پرتلا.
melodic	سہانا
melodic	شیریں
melodic	سُریلا
vinerea	جمعہ
vinerea	آدینہ.
spălare	دھلائی
spălare	تھپیٹرنا.
spălare	(سمندر
spălare	out
spălare	نہانا.
spălare	ترکرنا
spălare	بھگونا
spălare	پھوار
spălare	دھلاوا
spălare	لادی.
spălare	نہلانا-
spălare	دھلائی
spălare	تھپیٹرنا.
spălare	(سمندر
spălare	دھونا
spălare	out
spălare	نہانا.
spălare	ترکرنا
spălare	بھگونا
spălare	پھوار
spălare	دھلاوا
spălare	لادی.
spălare	نہلانا-
lam	جھاڑنا
palestiniană	فلسطینی
catch	کھینچنا
catch	پھانسنے
catch	چٹخنی.
catch	روکنے
perpendicular	استادہ
perpendicular	کھڑا.
perpendicular	سُتواں
perpendicular	استادہ
perpendicular	کھڑا.
perpendicular	کھڑا
perpendicular	عمود
perpendicular	سُتواں
eclipsa	گرہن
arestare	گرفتاری
arestare	روکنا
arestare	بندش
arestare	رکاوٹ
încetare	وقفہ
încetare	روکنا
încetare	ترک
încetare	بند
ambițios	پُرعزیمت.
ceruri	آخرت.
ceruri	آسمان
ceruri	آخرت.
alternativa	متبادل
deget	انگشت
deget	انگلی
rivalitatea	ہمسری
rivalitatea	ٹکّر.
miez	جگر
miez	دل
cancelaria	عملہ
supra	بالا
toba	ڈھول
toba	پاؤں
mov	ارغوانی
generice	جینس
generice	جینی.
consulta	لینا.
consulta	کتاب
riguroasă	شدید.
riguroasă	کٹھور.
riguroasă	کٹّر
depășirea	ممتاز.
depășirea	برتر.
montarea	موزوں
montarea	مناسب
montarea	درست.
patriarhal	سرقبیلی
patriarhal	سرگروہی
relaxare	لطیف
relaxare	کمی.
relaxare	تفریح
relaxare	آرام
relaxare	شدّت
relaxare	تخفیف
relaxare	ڈھیل
relaxare	نرمی
relaxare	سکون.
relaxare	کمی
angajamentul	منگنی.
angajamentul	ملاقات
angajamentul	عہد
angajamentul	اقرار.
matricea	قالب
matricea	سانچا
matricea	قالب
hull	غلاف
hull	ڈھکنا.
hull	جہاز
hull	کشتی
gheata	ہیرے.
craniul	کھوپڑی
craniul	سر
craniul	کھوپڑی
campusul	یونیورسٹی.
podium	چبوترہ
exponent	نمائندہ.
exponent	تفصیل
exponent	مفسر
exponent	نمونہ
exponent	ترجمان.
exponent	شارح
moderna	رائج
moderna	رواں
rigidă	سخت
rigidă	کڑا
rigidă	سخت
rigidă	کڑا
rigidă	کٹّر
otrăvitoare	سمّی
otrăvitoare	مسموم
otrăvitoare	سمّی
otrăvitoare	زہریلا
otrăvitoare	مسموم
eronate	نادرست
eronate	نادرست
eronate	غلط
referința	استصواب.
referința	تلمیح
referința	(بعدہ
referința	مصدق.
estate	چائے
estate	ربڑ
operativ	چالو
operativ	نافذ
operativ	لاگو.
operativ	فعال
hidraulică	آبی
iertare	درگزر.
iertare	معافی
mărunte	محدود
mărunte	اوچھا
mărunte	معمولی.
mărunte	گھٹیا
mărunte	خورد
mărunte	کمتر
mărunte	کوچک
mărunte	کمینہ
mărunte	چھوٹا
mărunte	محدود
mărunte	ادنیٰ
mărunte	اوچھا
mărunte	معمولی.
mărunte	گھٹیا
mărunte	خورد
mărunte	کمتر
mărunte	کوچک
mărunte	کمینہ
deficit	خسارہ.
deficit	خسارہ
deficit	خسارہ.
manifestarea	ظہور
manifestarea	نمود
sanctuar	پرندوں
tribale	قبائلی
carolingian	کارولنجی.
mediere	ثالثی
recuperează	بلانا
recuperează	(نقصان
recuperează	تسلّط
eight	viii
eight	اٹّھا.
eight	viii
pitoresc	خوبصورت
cot	out
cot	آلہ
beagle	کھوجی
beagle	مخبر
imaginară	خیالی
paradisul	جنت
modei	طرزِعمل
modei	وتیرہ
confort	تسلی
confort	ہمدم
confort	تشفّی
confort	دلاسا
nervoasă	بزدل
nervoasă	ہراساں
nervoasă	پریشان.
nervoasă	حسّاس
nervoasă	ڈھلمل
rigid	سخت
rigid	کڑا
rigid	سخت
rigid	کڑا
rigid	کٹّر
rigid	رسمی
rigid	شدید
rigid	مشکل
rigid	تیز.
rigid	لاش.
rigid	سخت
paradoxal	متناقض
simultană	متوارد
simultană	متوازی
abdomen	شکم.
abdomen	رحم
abdomen	حشرے
abdomen	آنتیں
abdomen	شکم.
abdomen	رحم
abdomen	پیٹ
abdomen	حشرے
abdomen	آنتیں
vedeta	ستارہ
vedeta	ستارہ.
vedeta	نجم
vedeta	ستارہ
vedeta	ستارہ.
vedeta	تارا
erotic	ہوسناک.
verbală	زبانی
verbală	توہین
verbală	فعلیہ.
verbală	باتونی
verbală	فعلی
arrow	تیر
arrow	بان
arrow	تیر
sentimental	جذباتی
suprimarea	استیصال
originalitate	اپج.
originalitate	تازگی
originalitate	ابداء
originalitate	اپج.
originalitate	تازگی
originalitate	بداعت
originalitate	ابداء
pupa	دنبالہ.
pupa	درشت
pupa	پشت.
pupa	پچھاڑی
detecta	بھانپنا
trestie	گنا
incomplet	نامکمل
incomplet	ادھورا.
clic	کھٹکا
domestic	پالتو
domestic	گھریلو
neterminat	ادھورا.
rat	بھگوڑا
rat	(بعدہ
rat	موش
sălbăticie	تشدد
sălbăticie	ظلم
sălbăticie	دشت
sălbăticie	بیابان.
sălbăticie	ویرانہ
sălbăticie	(بعدہ
lada	ڈھوڈا.
lada	ڈھانچا
recomanda	(بعدہ
capturează	گرفتہ
capturează	تسخیر
capturează	پکڑا
capturează	قبضے
nirvana	نروان
vertebrate	خزندے
vertebrate	فقاری
vertebrate	فقاریہ
vertebrate	خزندے
vertebrate	فقاری
resursă	آسرا.
migrație	مہاجرت
vertebrală	فقاری
fury	طوفان
fury	ہیجان
fury	ہلچل.
fury	جھکّڑ
chipurile	الزاماً.
hook	پنجہ.
hook	جال.
hook	چرانا
hook	آنکڑا.
hook	درانتی
hook	پھندا
lamb	مسکین
supunerea	اطاعت.
cocos	نارجیل
alegeți	چنیدہ
alegeți	چننا
alegeți	منتخب.
estonă	ایسٹونیائی.
pată	رنگنے
pată	عیب
pată	روغن
pată	(شہرت
pată	رنگنے
pată	داغ
pată	دھبّا
pată	عیب
pată	روغن
pată	(شہرت
varză	کاہل
maturitatea	پختگی
maturitatea	بلوغ
maturitatea	پختگی
maturitatea	بلوغ
maturitatea	رسیدگی
corporale	ملموس.
corporale	محکم
corporale	واضح
acre	میدان.
acre	ایکڑ.
diagramă	نقشہ
diagramă	ترسیم
diagramă	تصویر
planetare	دنیوی.
planetare	ارضی
planetare	زمینی
fosilă	پنجر
fosilă	پرانا
fosilă	بوسیدہ.
fosilă	متحجر
fosilă	فوصل.
imobil	قائم.
imobil	ساکن
imobil	ساکت
puritate	پاک.
puritate	طہارت.
puritate	صفائی
puritate	پاکیزگی
puritate	پاک.
puritate	طہارت.
neterminată	ادھورا.
joaca	پھرتیلی
joaca	on
joaca	چال
joaca	عمل
joaca	سرگرمی
joaca	پھرتیلی
joaca	on
joaca	کھیل
joaca	چال
joaca	عمل
joaca	سرگرمی
cânepă	قِنّب.
cânepă	چرس
cânepă	گانجا
disponibilitatea	دستیابی
zeitate	اُلوہیت
zeitate	خدا.
exploziv	اشتعال
exploziv	آتشگیر.
exploziv	انفجاری
banner	نمایاں
sentimentală	جذباتی
surprinzătoare	حیرتناک
profite	کسنا.
profite	آلینا
profite	اٹکنا
profite	کسنا.
profite	آلینا
profite	اٹکنا
profite	ہتھیانا
panglică	فیتہ
panglică	لیرے-
opusul	مدّمقابل.
opusul	ڈنڈی
siberian	سائبیریائی.
sharp	ترش
sharp	اچانک
sharp	کائیاں
sharp	اشتہا)
sharp	چنٹ.
sharp	نکیلا.
sharp	عیار
sharp	طاقتور.
sharp	معاً
sharp	سیدھے
sharp	چالاک
sharp	سخت
sharp	سڈول
sharp	ڈھالو
sharp	ترش
sharp	اچانک
sharp	کائیاں
sharp	اشتہا)
sharp	چنٹ.
sharp	نکیلا.
sharp	عیار
sharp	تیز
sharp	طاقتور.
sharp	معاً
sharp	سیدھے
sharp	چالاک
sharp	سخت
sharp	سڈول
sharp	ڈھالو
sharp	ذکی
singurătate	تنہائی.
pac	بہتر
pac	اوپر
dansează	ناچ.
dansează	اُبھرنا
dansează	جھلانا
dansează	ناچ.
dansează	اُبھرنا
dansează	جھلانا
dansează	رقص
dansează	ناچنا
recrutarea	بھرتی
strălucitor	چمکیلا
mamifer	ثدوی
mamifer	تھنیلا
mamifer	ممالی
chestii	into
chestii	بعدہ
chestii	معلومات
chestii	گھسانا
chestii	(بعدہ
sage	بینا
sage	ساج
sage	بینا
sage	ساج
sage	دانا
topit	گداختہ.
specificații	تصریح.
specificații	تخصیص
procentaj	تناسب.
implicită	فرار.
implicită	عہد
implicită	اقرار
implicită	کوتاہی
fermier	کاشتکار
