নির্বাচক	селектора
মাতৃ	майчин
তাহার	нея
রন্ধনপ্রণালী	кухня
অভিনেতাদের	актьори
অভিনেতাদের	актьорите
আইজ্যাক	исаак
আইজ্যাক	айзък
আইজ্যাক	исак
শাস্তির	наказание
শাস্তির	наказания
শাস্তির	наказанието
লী	лии
লী	лий
এস্তোনিয়া	естония
দুর্বলতা	слабости
দুর্বলতা	слабост
রিয়া	рея
রিয়া	рия
রিয়া	риа
রিয়া	рия
ব্যুৎপত্তি	опитност
ব্যুৎপত্তি	етимологията
কাউন্টার	контра
কাউন্টার	брояч
দেখছি	гледане
দেখছি	гледам
বাধ্যবাধকতা	задължение
বাধ্যবাধকতা	задължения
পেদ্রো	педро
জাক	жак
অলঙ্কার	бижу
অলঙ্কার	бижута
ইউরোপা	europa
ইউরোপা	европа
কাজাখস্তান	казахстан
সহচর	спътник
সহচর	придружител
লেন্সের	лещи
অস্থিরতা	размирици
অস্থিরতা	вълнения
অস্থিরতা	нестабилност
বহুবিধ	множествена
বহুবিধ	многобройни
বহুবিধ	множество
ক্যারোলিনা	каролина
পেশোয়ার	пешавар
লন	поляна
ছদ্ম	псевдо
আড্ডা	свърталище
আড্ডা	чата
আড্ডা	чат
ডিস্ট্রিক্ট	окръг
ডিস্ট্রিক্ট	област
ডিস্ট্রিক্ট	район
তিউনিসিয়া	тунис
ডানায়	крилата
ডানায়	крила
ডানায়	крилца
ডানায়	крилете
ডানায়	криле
ক্লিনটন	клинтън
মন্ত্রীদের	министри
মন্ত্রীদের	министрите
সাজা	осъден
গাজা	газа
আদার	джинджифил
আদার	джинджър
বীচ	beach
বীচ	плажът
বীচ	плаж
বীচ	бряг
বীচ	плажа
একতা	съединението
একতা	обединение
একতা	единство
একতা	сингулярност
সিসি	сиси
অ্যান্টেনা	антената
অ্যান্টেনা	антена
বোতাম	бутони
বোতাম	бутоните
বোতাম	копчета
বোতাম	бутон
বোতাম	батън
বোতাম	копче
ব্রি	бри
ব্রি	брий
ব্রি	бри
মশলা	подправка
মশলা	подправки
মশলা	подправки
প্রত্যাশিত	очаквано
প্রত্যাশিত	очаквани
প্রত্যাশিত	очакван
প্রত্যাশিত	очаквана
মুখার্জি	мукерджи
শরণার্থীদের	бежанци
শরণার্থীদের	бежанците
শরণার্থীদের	бегълци
স্থানীয়দের	местни
নিরুৎসাহিত	обезкуражи
অংশগ্রহণকারীদের	участниците
অংশগ্রহণকারীদের	участници
অংশগ্রহণকারীদের	участници
চাদর	чаршафи
চাদর	листове
স্বাভাবিকভাবে	естествено
ইংরাজি	английски
ইংরাজি	bulgarian
ইংরাজি	англичани
ফ্লয়েড	флойд
বহিরাগত	външна
বহিরাগত	външно
বহিরাগত	външни
বহিরাগত	външен
ম্যাপ	карта
ম্যাপ	картата
ট্রয়	трой
ট্রয়	троя
বিভ্রান্ত	объркани
বিভ্রান্ত	объркано
বিভ্রান্ত	объркан
বিভ্রান্ত	объркана
স্পাই	шпионин
হানিফ	ханиф
ফাঁক	пропуски
ব্যাচ	партида
কপালে	чело
কপালে	челото
অ্যাডমিরাল	адмиралът
অ্যাডমিরাল	адмирал
হরর	ужас
হরর	ужаси
মহাকাব্যিক	епично
মহাকাব্যিক	епична
কাকাতুয়া	какаду
প্যাট	пат
কাট	съкращения
সাংবাদিকদের	журналисти
সাংবাদিকদের	журналистите
মার্কাস	маркус
মার্কাস	маркъс
ইন্ডিপেন্ডেন্ট	независима
ইন্ডিপেন্ডেন্ট	независими
ইন্ডিপেন্ডেন্ট	независим
আইনগতভাবে	легално
আইনগতভাবে	законно
অ্যারিজোনা	аризона
জর্দান	джордън
জর্দান	йордан
জর্দান	йордания
জর্দান	джордан
পার্ট	част
পোকেমন	покемон
টেপ	касета
টেপ	лента
সুইচ	превключвател
সুইচ	превключване
হাঁটু	коляно
হাঁটু	коляното
হাঁটু	колене
হাঁটু	колената
হাঁটু	колена
হাঁটু	коленете
বেচে	живи
বেচে	жива
বেচে	жив
ধর্ষণের	изнасилвания
ধর্ষণের	изнасилвания
ধর্ষণের	изнасилване
ধর্ষণের	изнасилена
আলজেরীয়	алжирски
বিকেলে	следобедна
বিকেলে	следобяд
বিকেলে	следобед
এনজাইম	ензимите
এনজাইম	ензими
এনজাইম	ензим
এনজাইম	ензими
এনজাইম	ензима
সম্পূরক	добавка
সম্পূরক	притурка
সম্পূরক	допълнение
সম্পূরক	допълване
সম্পূরক	допълнение
সম্পূরক	допълват
সম্পূরক	добавки
কং	конг
কং	конг
রুবেল	рубли
শব্দসমষ্টি	фраза
মনিটর	монитор
মনিটর	следене
মনিটর	монитори
খেলছেন	играе
খেলছেন	свирене
খেলছেন	играят
গম্ভীর	сериозен
গম্ভীর	сериозно
গম্ভীর	сериозни
গম্ভীর	сериозна
হার্জেগোভিনা	херцеговина
এমআইটি	мит
নিম্নভূমি	низините
আমেরিকানদের	американците
আমেরিকানদের	американци
মর্যাদাপূর্ণ	престижните
মর্যাদাপূর্ণ	престижна
কোট	палто
কোট	палтото
কোট	кот
কোট	цитат
কোট	цитирам
নগ্নতা	голотата
নগ্নতা	голота
আকাশচুম্বী	небостъргач
পূর্বপুরুষদের	предшественици
পূর্বপুরুষদের	предците
পূর্বপুরুষদের	предци
টেড	тед
কুং	кунг
উপকণ্ঠে	покрайнините
ফো	фо
লিডার	лидер
লিডার	водач
হামবুর্গ	хамбург
অ্যাডোবি	adobe
রাওয়ালপিন্ডি	равалпинди
বাসিন্দারা	пребиваващи
বাসিন্দারা	обитатели
বাসিন্দারা	жители
মোটরগাড়ি	автомобилния
মোটরগাড়ি	автомобилна
মোটরগাড়ি	автомобилен
প্লেবয়	плейбой
কনকাকাফ	конкакаф
সাম্রাজ্যবাদ	империализъм
নির্দোষ	невинен
নির্দোষ	невинно
নির্দোষ	невинна
নির্দোষ	невинни
দারিদ্র	мизерия
দারিদ্র	бедност
দারিদ্র	бедността
লিটার	литра
লিটার	литър
জানুন	научи
জানুন	научете
দাড়িয়ে	стои
দাড়িয়ে	стояща
ব্রুকলিন	бруклин
ব্যাটারী	батерията
ব্যাটারী	акумулатор
ব্যাটারী	батерия
ব্যাটারী	батерии
ডেন	дейн
ডেন	бърлога
ডেন	den
মাহফুজ	махфуз
চুম্বন	целувка
চুম্বন	целуване
চুম্বন	целувам
চুম্বন	целувки
চুম্বন	кис
চুম্বন	целувка
সান্টা	санта
বোমাবর্ষণ	бомбардировка
বোমাবর্ষণ	атентат
বোমাবর্ষণ	бомбардировки
ইভান্স	евънс
ইভান্স	еванс
জ্ঞাত	позната
জ্ঞাত	известни
জ্ঞাত	познат
জ্ঞাত	известна
জ্ঞাত	известен
তেনজিং	тензин
সংহতি	солидарност
সেরে	възстановяване
টেসলা	тесла
উত্তল	изпъкнали
দুঃখিত	съжалявам
দুঃখিত	сори
ভোল্ট	волта
ভোল্ট	волта
অভিনন্দন	честито
অভিনন্দন	поздравления
অভিনন্দন	честито
ফোটে	блум
ফোটে	цъфти
সেনেগাল	сенегал
মুনি	муни
মহর্ষি	махариши
বাঁচার	преживяемост
বাঁচার	оцеляване
বাঁচার	оцеляването
চার্চিল	чърчил
উপকার	печалба
উপকার	печалби
উপকার	полза
উপকার	ползи
উপকার	предимства
উপকার	ползи
উপকার	обезщетения
লেবু	лимон
লেবু	лемън
সুখী	щастлив
সুখী	щастливи
সুখী	щастлива
সুখী	щастливо
সুখী	хепи
গীর্জা	църква
গীর্জা	чърч
গীর্জা	църквата
হান্ট	хънт
হান্ট	лов
অস্থিতিশীল	непостоянен
বাসস্থানের	местообитания
ঘটনাসমূহ	събития
ঘটনাসমূহ	мероприятия
ঘটনাসমূহ	случки
কদাচিৎ	рядко
ঐশ্বরিক	божествен
ঐশ্বরিক	божествена
ঐশ্বরিক	божествени
ঐশ্বরিক	божествено
পোর্তো	порто
ফিঞ্চ	финч
শোভাযাত্রা	шествие
শ্রবণ	слух
শ্রবণ	изслушването
শ্রবণ	изслушване
ছেলেরা	момчета
ছেলেরা	синовете
ছেলেরা	синове
ছেলেরা	момчета
সস্তা	евтино
সস্তা	евтин
সস্তা	евтини
সস্তা	евтина
পরিবাহী	диригент
পরিবাহী	проводник
মানসিকতা	манталитет
মানসিকতা	нагласа
হাটে	разходки
ঘুঘু	гълъб
ওরিয়েন্টাল	ориенталски
বোল্ট	болт
আঙ্গুল	пръстите
আঙ্গুল	пръсти
আঙ্গুল	пръст
আঙ্গুল	пръста
ডক	дока
ডক	док
অসলো	осло
খাঁটি	автентични
খাঁটি	автентично
খাঁটি	автентична
খাঁটি	автентичен
খাঁটি	чисто
খাঁটি	чист
খাঁটি	чиста
গোলাবারুদ	муниции
গোলাবারুদ	боеприпаси
গোলাবারুদ	амуниции
অমূল্য	безценна
অমূল্য	безценни
অমূল্য	безценен
অমূল্য	безценно
কিংডম	кралство
কিংডম	царство
সরবরাহকারী	доставчик
কার্নেল	ядрото
অ্যালাস্টেয়ার	алистър
রেমন্ড	реймънд
বিষয়াবলী	теми
বিষয়াবলী	темите
সনাক্তকরণ	откриване
টিউমার	тумор
টিউমার	тумори
আভা	ейва
আভা	ава
আস্তানা	таван
আস্তানা	тавана
আস্তানা	астана
হত্যাকান্ড	убийства
হত্যাকান্ড	убийство
পাঠায়	изпраща
পরিচালকদের	директорите
পরিচালকদের	режисьори
পরিচালকদের	директори
পরিচালকদের	мениджъри
পরিচালকদের	управители
লেনন	ленън
ময়লা	мръсна
ময়লা	мръсно
ময়লা	мръсни
ময়লা	мръсен
ময়লা	мръсотия
ময়লা	дърт
বার্নস	барнс
টেলিকম	телеком
বর্ন	родени
বর্ন	роден
বর্ন	родена
কাঠামোগত	структурно
কাঠামোগত	структурни
কাঠামোগত	структурна
ঝিনুক	стриди
ঝিনুক	стриди
সরলীকৃত	опростено
সরলীকৃত	опростен
সরলীকৃত	опростена
সরলীকৃত	опростени
ইদ্রিস	идрис
এইচআইভি	хив
এইচআইভি	hiv
ব্রেস্টস্ট্রোক	бруст
লিথুয়ানিয়া	литва
কানপুর	канпур
বাত	артрит
ছাদে	покрив
স্ত্রীদের	съпруги
দারা	дара
জেনারেটর	генератор
জেনারেটর	генераторът
যুগোস্লাভিয়া	югославия
সিগারেট	цигара
সিগারেট	цигари
সিগারেট	цигарите
সিগারেট	цигари
ফ্যাকাল্টি	преподаватели
ফ্যাকাল্টি	факултета
ফ্যাকাল্টি	факултет
সাবধান	предпазливост
সাবধান	внимателно
কেনসিংটন	кенсингтън
নিবদ্ধ	фокусиран
নিবদ্ধ	фокусирана
নিবদ্ধ	съсредоточен
নিবদ্ধ	съсредоточена
বান্টু	банту
উদিত	изгрява
ইতিমধ্যেই	вече
লুমিয়া	lumia
দাতা	донор
দাতা	дарител
কার্গো	товари
কার্গো	товар
সাই	psy
সাই	пси
সাই	пси
সাই	сай
পাউডার	пудра
পাউডার	прах
পাউডার	барут
অ্যাকিলিস	ахил
বিশৃঙ্খলা	хаосът
বিশৃঙ্খলা	хаос
অন্যভাবে	иначе
মরিসন	морисън
ভাঁজ	гънки
ভাঁজ	сгънати
ভাঁজ	сгъваеми
ভাঁজ	пъти
ফ্ল্যাগ	знамена
ফ্ল্যাগ	флагове
ফ্ল্যাগ	знамената
আয়ত্ত	овладял
যোনি	вагина
যোনি	вагината
অনুরাগী	фан
অনুরাগী	вентилатор
অনুরাগী	фен
অনুরাগী	почитател
অনুরাগী	фенка
ফ্যান	фан
ফ্যান	вентилатор
ফ্যান	фен
ফ্যান	почитател
ফ্যান	фенка
প্রসেসিং	преработване
প্রসেসিং	преработка
প্রসেসিং	обработване
প্রসেসিং	обработка
এয়ারলাইন	авиокомпания
এয়ারলাইন	авиолинии
অসুখ	болест
অসুখ	болести
অসুখ	заболяване
অসুখ	заболявания
স্তবক	клъстер
স্তবক	купове
টমি	томи
অনাথ	сираците
অনাথ	сираци
অনাথ	сирачета
অনাথ	сираче
অনাথ	сирак
আবর্জনা	боклук
আবর্জনা	боклуци
শাশ্বত	вечна
শাশ্বত	вечни
শাশ্বত	вечен
পর্ণমোচী	широколистни
ঝুলে	висящ
ঝুলে	обесване
ঝুলে	висящи
শূণ্য	нищо
পেটে	стомах
পেটে	стомахът
পেটে	стомаха
পেটে	корем
বন্ধনী	скобите
বন্ধনী	скоби
ক্রিসমাস	рождество
ক্রিসমাস	коледа
আরিফ	ариф
ডোমিনিকান	доминиканската
ক্যাফে	кафене
আমস্টারডাম	амстердам
ডাকোটা	дакота
লবন	солта
লবন	сол
মনু	ману
কাতালোনিয়া	каталуния
ডার্বিশায়ার	дарбишър
খচিত	обсипан
হিউজ	хюс
হিউজ	хюз
ঝাং	джан
পারবো	могат
পারবো	can
জন্তু	звяр
তাজিক	таджикски
ওয়াং	уонг
ওয়াং	уанг
ওয়াং	уан
সিমন	симон
সিমন	симона
অথরিটি	авторитет
অথরিটি	орган
অথরিটি	правомощия
সংবাদদাতা	кореспондент
ইসাবেল	изабел
ইসাবেল	изабел
মর্গান	морган
লিসা	лиза
লিসা	лиса
ফিন	фин
কল্কি	калки
সহপাঠী	съученици
গুণের	добродетели
ফসিল	изкопаеми
প্রাচুর্য	изобилието
প্রাচুর্য	изобилие
মনোযোগী	внимателен
জলি	джоли
ফেরদৌসী	фирдоуси
অ্যাকাডেমিক	академик
অ্যাকাডেমিক	академични
অ্যাকাডেমিক	академична
চকোলেট	шоколадов
চকোলেট	шоколадова
চকোলেট	шоколад
চকোলেট	шоколадово
সিগন্যাল	сигнал
ইন্দ্রিয়	сетивни
বহুভাষী	многоезичен
দ্রবণ	твърда
দ্রবণ	солиден
দ্রবণ	твърдо
দ্রবণ	твърд
দ্রবণ	силикон
দ্রবণ	силиций
দ্রবণ	разтворител
দ্রবণ	разтвор
দ্রবণ	решение
শেখানো	преподавал
শেখানো	научени
অধিবিদ্যা	метафизика
ট্রেডিং	търгуване
ট্রেডিং	търговия
এন্টারপ্রাইজ	предприятие
এন্টারপ্রাইজ	ентърпрайз
এন্টারপ্রাইজ	ентърпрайс
এন্টারপ্রাইজ	enterprise
বিলাল	билал
সন্দেহের	подозрения
সন্দেহের	съмнения
স্তূপ	купчина
স্তূপ	купчини
স্তূপ	хемороиди
হোলি	холи
অ্যারন	аарон
অ্যারন	арон
অ্যারন	аарън
অ্যারন	арън
রক্তাক্ত	кървав
রক্তাক্ত	кървава
রক্তাক্ত	кърваво
রক্তাক্ত	кървави
রাউল	раул
ডাকাতি	грабеж
ডাকাতি	обири
ডাকাতি	обир
সক	soc
সক	чорап
সক	сок
স্ফটিক	кристъл
স্ফটিক	кристална
স্ফটিক	кристал
স্ফটিক	кристално
টাস্ক	туск
পরিসীমা	диапазон
পরিসীমা	обхват
পরিসীমা	обсег
ফার্মেসি	аптека
ফার্মেসি	аптеката
ফাঁপা	кух
ফাঁপা	куха
ফাঁপা	холоу
ফাঁপা	кухи
দুষ্প্রাপ্য	рядко
দুষ্প্রাপ্য	редки
দুষ্প্রাপ্য	рядкост
সিনেটর	сенатор
সিনেটর	сенатори
আইফেল	айфеловата
চো	чо
ঘুরি	завъртане
ঘুরি	завой
কুষাণ	кушанската
ইয়ন	йон
মেয়েটি	момиченце
মেয়েটি	момиче
বিশ্বাসঘাতকতা	предаден
বিশ্বাসঘাতকতা	предадена
বিশ্বাসঘাতকতা	предаде
বিশ্বাসঘাতকতা	предадени
বিশ্বাসঘাতকতা	предателството
বিশ্বাসঘাতকতা	предателство
বিশ্বাসঘাতকতা	измяна
বিশ্বাসঘাতকতা	предателство
মশা	комар
মশা	комари
হাসির	усмивка
হাসির	смехът
হাসির	смях
হাসির	усмивки
বেকারত্ব	безработица
বেকারত্ব	безработицата
যৌতুক	зестрата
যৌতুক	зестра
নজির	прецедент
মরিয়ম	мери
মরিয়ম	мариам
ইলিয়ট	елиът
তালা	шкафчета
তালা	тала
তালা	ключалки
ক্রাউন	краун
ক্রাউন	корона
ক্রাউন	короната
প্লট	парцел
প্লট	сюжет
প্লট	заговор
অস্বীকৃত	отхвърлена
অস্বীকৃত	отказан
অস্বীকৃত	отрече
অস্বীকৃত	отказано
অস্বীকৃত	отказана
একেশ্বরবাদী	монотеистични
লেভি	ливай
লেভি	леви
লেভি	леви
বিশ্লেষক	аналитик
বিশ্লেষক	анализатор
সামোয়া	самоа
টাইটানিক	титаник
বিপর্যস্ত	съкрушен
বিপর্যস্ত	опустошена
বিপর্যস্ত	съкрушена
বিপর্যস্ত	разстроен
বিপর্যস্ত	разстроена
শেঠ	сет
তানজানিয়া	танзания
গুয়াতেমালা	гватемала
গুয়াতেমালা	гватемалски
কসোভো	косово
ডু	ду
ভাস্কো	васко
প্লেস্টেশন	playstation
দারুচিনি	канела
বিবেক	съвестта
বিবেক	съвест
হাস্যরসাত্মক	комично
উইকিমিডিয়ার	уикимедия
এঞ্জেলস	анджелис
নিরপেক্ষতা	неутралитет
নিরপেক্ষতা	безпристрастност
প্রতিরোধী	устойчиви
প্রতিরোধী	устойчива
প্রতিরোধী	устойчив
কুয়াশা	мъгла
কুয়াশা	мъгла
কুয়াশা	конкретни
কুয়াশা	бетон
খমের	кхмерски
ফটোশপ	фотошоп
ভোক্তা	потребителски
ভোক্তা	потребител
ভোক্তা	потребители
ভোক্তা	потребителите
অ্যাস্টন	аштън
বাজ	бъз
কর্মক্ষমতা	изпълнение
কর্মক্ষমতা	ефективност
ক্যাথিড্রাল	катедралата
ক্যাথিড্রাল	катедрала
রোম্যান্টিক	романтични
রোম্যান্টিক	романтично
রোম্যান্টিক	романтична
রোম্যান্টিক	романтик
রোম্যান্টিক	романтика
রোম্যান্টিক	романтичен
মামার	мама
নিশাচর	нощна
স্যুট	костюми
স্যুট	костюм
কোহেন	коен
পুঁজিবাদী	капиталист
গাজি	гази
ছুরি	ножове
ছুরি	ножът
ছুরি	нож
বিদ্রোহীরা	бунтовници
ইঙ্ক	inc
ধমনী	артерия
ধমনী	артерията
ধমনী	артерии
ধমনী	артериите
পলিসি	политиката
পলিসি	полица
পলিসি	политика
বরিস	борис
হেসে	хес
মমি	мумии
দিমিত্রি	дмитрий
দিমিত্রি	димитри
মরা	мъртви
মরা	мъртва
মরা	мъртъв
পরিচর্যা	грижи
পরিচর্যা	грижа
ঝাঁপ	скок
ঝাঁপ	скочи
নিপীড়ন	преследване
নিপীড়ন	преследвания
নিপীড়ন	потисничество
জামাই	младоженецът
জামাই	младоженец
জামাই	младоженеца
ভোপাল	бопал
থিসিস	тезата
থিসিস	дисертация
থিসিস	теза
অভিবাসীদের	мигрантите
অভিবাসীদের	мигранти
অভিবাসীদের	имигранти
প্রত্যাখ্যাত	отнет
প্রত্যাখ্যাত	отнето
প্রত্যাখ্যাত	отхвърлена
প্রত্যাখ্যাত	отказана
ইকো	еко
ইকো	ехо
কংক্রিট	конкретни
কংক্রিট	бетон
কাঞ্জি	канджи
বপন	посев
বপন	сее
বপন	соу
শখের	аматьор
শখের	аматьори
শখের	аматьорски
ক্লদ	клод
মিশা	миша
সুইট	сладък
সুইট	мило
সুইট	сладко
সুইট	сладки
সুইট	сладка
সন্মান	чест
সন্মান	честта
আবেগের	страст
আবেগের	страсти
আবেগের	страстта
গোলাগুলি	стрелба
গ্রাহকদের	клиенти
গ্রাহকদের	клиентите
গ্রাহকদের	абонати
দোস্ত	пич
দোস্ত	пича
দোস্ত	дост
ইনজুরি	нараняване
ইনজুরি	контузия
ইনজুরি	травма
ইনজুরি	наранявания
ইনজুরি	вреда
ড্রসোফিলা	drosophila
রাখাল	каубоите
রাখাল	каубои
বেরি	бери
আজকে	днеска
আজকে	днес
রক্তপাত	кървене
রক্তপাত	кръвоизлив
রক্তপাত	кърви
রক্তপাত	кръвопролития
রক্তপাত	кръвопролитие
সম্ভাব্যতা	вероятности
সম্ভাব্যতা	вероятностите
লুপ	примка
লুপ	течение
গাউস	гаус
ওমেগা	омега
ফুয়াদ	фуад
সাউন্ডট্র্যাক	саундтрак
শেফার্ড	овчари
শেফার্ড	шепърд
শেফার্ড	овчар
শেফার্ড	овчарка
শেফার্ড	пастир
গ্যাব্রিয়েল	гейбриъл
গ্যাব্রিয়েল	габриел
ধোঁয়া	пуши
ধোঁয়া	дим
ধোঁয়া	пушек
আইনত	легално
আইনত	законно
দারিদ্র্য	мизерия
দারিদ্র্য	бедност
দারিদ্র্য	бедността
সংশয়	скептицизъм
সংশয়	съмнението
সংশয়	съмнения
সংশয়	съмнение
কোণায়	ъгъл
কোণায়	ъгъла
অযৌন	безполово
সেকশন	сечение
সেকশন	секция
সেকশন	раздел
ট্রেভর	тревър
অংশগ্রহনের	участието
অংশগ্রহনের	участие
নরওয়েজিয়ান	норвежки
বিলম্ব	забавяне
বিলম্ব	закъснение
বিলম্ব	отлагане
ক্লেয়ার	клеър
নার্স	сестри
নার্স	сестра
ডেভেলপার	разработка
ডেভেলপার	предприемач
লিটন	литън
পড়ছে	падаща
পড়ছে	падане
পড়ছে	падащи
পড়ছে	падащ
মোনাকো	монако
সোনিয়া	соня
সস	сос
হ্যাট	шапка
হ্যাট	шапката
বিশৃঙ্খল	хаотично
আবদেল	абдел
করিডোর	коридор
করিডোর	коридора
ওনার	нея
কারিগর	занаятчии
কারিগর	механика
কারিগর	монтьор
কারিগর	механик
মাখন	маслото
মাখন	масло
রু	рю
সোডা	сода
মুসলমানের	мюсюлманин
মুসলমানের	мюсюлмански
মুসলমানের	мюсюлмани
মুসলমানের	мюсюлманска
পেঁচা	сова
পেঁচা	бухал
ময়দা	брашно
শুয়ে	полагане
শুয়ে	лъжа
বিসিসিআই	бтпп
হিলারি	хилари
হিলারি	хилъри
হিলারি	хилари
হিলারি	хилъри
আটলান্টা	атланта
আইসল্যান্ডীয়	исландски
কিউব	куб
কিউব	куба
পুকুরে	езерце
পুকুরে	понд
পুনরুজ্জীবিত	съживи
স্থূলতা	затлъстяване
অন্তর্বাস	бельо
বন্ধুত্বের	приятелството
বন্ধুত্বের	дружба
বন্ধুত্বের	приятелство
শিশ্ন	пенис
শিশ্ন	пениса
নির্গমন	емисиите
নির্গমন	емисии
সামুরাই	самурай
সামুরাই	самураи
মগ	чаша
মগ	мутра
মগ	халба
মগ	мутри
ভদ্র	прилично
ভদ্র	прилична
ভদ্র	приличен
ভদ্র	възпитан
ভদ্র	учтив
ভদ্র	нежна
ভদ্র	нежно
ভদ্র	нежни
ভদ্র	нежен
ইভ	ив
ইভ	ева
অনির্দিষ্ট	неопределено
জেসি	джеси
জেসি	джеси
লুডভিগ	лудвиг
সহকর্মীদের	колеги
টিমোথি	тимъти
টিমোথি	тимоти
জোসে	жозе
জোসে	хосе
দুল	медальон
আশি	осемдесет
কার্যালয়ে	трикольор
কর্নেলিয়াস	корнелиус
কর্নেলিয়াস	корнелий
বিশেষজ্ঞরা	специалисти
বিশেষজ্ঞরা	специалистите
বিশেষজ্ঞরা	експерти
বিশেষজ্ঞরা	експертите
দায়িত্বের	отговорности
দায়িত্বের	отговорността
দায়িত্বের	отговорност
উমা	ума
এলটন	алтън
ডেভি	дейви
নিশ্চিতভাবে	определено
জারা	зара
ইতালিয়	италианска
ইতালিয়	италианец
ইতালিয়	италиански
ইতালিয়	италианско
হাওয়াইয়ান	хавайски
যোদ্ধারা	бойците
যোদ্ধারা	бойци
যোদ্ধারা	изтребители
রেন	рен
রেন	рен
ইয়াসিন	ясин
বোনা	плетени
বোনা	плета
বোনা	тъкани
পিচ	хвърляне
কপাল	чело
কপাল	челото
কেও	също
ব্যাগ	сак
ব্যাগ	чантата
ব্যাগ	торбичка
ব্যাগ	чанта
ব্যাগ	торба
ব্যাগ	торбички
ব্যাগ	чанти
ব্যাগ	торби
মরে	умри
মরে	умирай
আশ্বাস	уверение
আশ্বাস	достоверност
মুরগি	пилешко
মুরগি	кокошка
মুরগি	пиле
মুরগি	пиленце
মুরগি	кокошки
মুরগি	пиленца
মুরগি	пилета
জরীপ	проучвания
অবশিষ্টাংশ	остатък
সুপারনোভা	супернова
রোমা	рома
রোমা	ромите
রোমা	ромски
রোমা	роми
ছড়ানো	разпространява
ছড়ানো	разтягане
কোয়ালিশন	коалиция
কোয়ালিশন	коалицията
হিচকক	хичкок
অ্যালিস	алиса
অ্যালিস	алис
চিনা	китайци
চিনা	китайска
চিনা	китайско
চিনা	китайски
চিনা	китаец
