گوینده	vorbitor
ندیده	vazuta
بطن	ventriculara
بطن	ventriculul
بطن	abdomenul
بطن	abdomen
ارسلان	arslan
بخورد	devoreaza
منو	menno
آهو	cerbi
آهو	caprioare
آهو	cerb
آهو	caprioara
آهو	aho
دونتسک	donetk
منگنز	mangan
برگه	breguet
برگه	foaie
کاذب	fals
کاذب	falsa
کاذب	falsa
کاذب	false
جگوار	jaguar
جگوار	jaguarul
فازی	faza
فازی	faza
فازی	fuzzy
امینم	eminem
یوکوهاما	yokohama
جذابیت	atractie
سوفی	sophie
ویو	viv
موقتی	temporar
موقتی	temporare
موقتی	temporara
موقتی	temporar
موقتی	temporara
ایمی	amy
روشنگری	iluminare
روشنگری	iluminarea
روشنگری	edificator
روشنگری	perspicace
مضر	nocive
مضر	nociv
مضر	daunatoare
مضر	daunator
هود	hud
هود	gluga
هود	gluga
هود	capota
هود	hood
فیورنتینا	fiorentina
شلوار	pantaloni
شلوار	pantaloni
شلوار	pantalonii
سیتروئن	citroën
شکمی	abdominale
شکمی	abdominal
شکمی	abdominala
پذیرد	accepta
سوزوکی	suzuki
گای	guy
گای	tip
رادیکال	radical
رادیکال	radicale
رادیکال	radicala
سنسور	senzorul
سنسور	senzor
خازن	condensator
لیتل	mic
لیتل	putin
طیب	tayyip
ورونا	verona
خطاهای	defecte
خطاهای	erorile
خطاهای	erori
خرابی	esec
خرابی	esec
خرابی	distrugere
خرابی	distrugerea
خرابی	distrugeri
خرابی	esec
بوسه	pup
پالمیراس	palmeiras
اعماق	adancimi
اعماق	adanc
اعماق	profund
اعماق	adanca
اعماق	adanc
لاو	lao
لاو	luv
بخشیده	iertate
بخشیده	iertat
بخشیده	iertata
جنت	janet
کامپایلر	compilator
ونوس	venus
دانته	dante
آقایی	gentleman
آقایی	domn
فرزانه	intelept
میترا	mitra
برومند	maturizat
ویستا	vista
اسهال	diareea
اسهال	diaree
پرستون	preston
چیدمان	layout
چیدمان	aranjament
جنگجویان	razboinici
جنگجویان	razboinici
هروی	hervé
الکترومغناطیس	electromagnetica
الکترومغناطیس	electromagnetic
الکترومغناطیس	electromagnetice
الکترومغناطیس	electromagnetismul
کران	surzi
کران	surd
کران	surda
بازگرداندن	restaurare
بازگرداندن	restabili
بازگرداندن	restabilirea
گرومن	grumman
لوران	laurent
پردازی	procesarea
پردازی	procesare
پردازی	prelucrarea
پردازی	prelucrare
سرم	serul
سرم	ser
روبن	robben
روبن	reuben
روبن	ruben
روبن	ruben
حضورش	prezenta
حضورش	prezenta
حضورش	prezenta
گرانده	grande
پلانک	planck
پلانک	scandura
ناپولی	napolitana
ناپولی	neapole
ناپولی	napoli
دمی	demme
دمی	demi
مبارزان	luptatori
مبارزان	luptatori
مبارزان	luptator
مبارزان	luptatorul
مبارزان	luptator
ماهه	lunile
ماهه	luni
اینترناسیونال	internacional
تشریفات	ceremonii
تشریفات	ceremoniile
تشریفات	ceremonial
تشریفات	formalitate
جوراب	ciorap
جوراب	sock
جوراب	ciorapi
سیلور	argint
سیلور	silver
سیلور	argintiu
تحرک	miscarea
تحرک	miscarea
تحرک	miscare
تحرک	miscare
تحرک	miscarea
تحرک	miscare
تحرک	mobilitatea
تحرک	mobilitate
شایعه	zvonul
شایعه	zvon
لیتیم	litiu
خانات	hanatul
نئو	neo
دفعات	timpuri
دفعات	timpurile
دفعات	vremuri
دفعات	times
پیکره	corpus
لطیف	subtil
لطیف	subtile
لطیف	subtila
لطیف	latif
الیکایی	wren
ساعتی	orar
ساعتی	ora
ساعتی	ora
محرومیت	privarea
خورش	tocana
کما	coma
کما	coma
پره	plina
پره	full
پره	plin
پره	plina
بحثش	discutii
بحثش	discutie
بحثش	discutie
بحثش	discutii
بحثش	discutie
ارتشی	militari
ارتشی	armata
ارتشی	militara
ارتشی	militar
ارتشی	armata
ارتشی	armata
ارتشی	army
داوطلبان	voluntari
داوطلبان	voluntarii
ناتوان	slaba
ناتوان	slabit
ناتوان	slab
ناتوان	slaba
ناتوان	incapabili
ناتوان	incapabil
ناتوان	incapabila
مکی	mackie
مکی	pistrui
مکی	maki
خیز	veghe
خیز	edem
بزودی	curand
شانزدهمین	sixteenth
آشفته	tulburat
آشفته	tulburata
آشفته	deranjat
آشفته	suparat
آشفته	suparata
آشفته	suparat
آشفته	derutat
آشفته	confuzi
آشفته	confuz
آشفته	confuza
واگنر	wagner
غرور	mandria
غرور	mandrie
غرور	vanitate
غرور	vanitatea
سونامی	tsunami
نامعتبر	incorect
نامعتبر	invalid
مدیون	dator
مدیون	indatorat
مستحکم	fortificat
لویس	luis
ساب	saab
ساب	submarin
رائول	raoul
ساندرلند	sunderland
چریکی	gherila
کوارتز	cuart
سولفید	sulfurat
شوری	salinitate
کورین	corinne
تلمود	talmud
کشتیرانی	expediere
کشتیرانی	livrare
امتیازی	concesii
اسپین	invarte
اسپین	rotire
اسپین	spin
رومانیایی	romanesc
رومانیایی	roman
رومانیایی	romani
رومانیایی	romana
آرایشی	machiaj
آرایشی	machiajul
گلف	golf
گلف	golful
ارتدوکس	ortodox
ارتدوکس	ortodoxa
ارتدوکس	ortodoxe
آماندا	amanda
ول	val
ویلن	vioara
ویلن	vioara
کریکت	crichet
کریکت	cricket
مینو	minho
مینو	mino
آغوش	brate
آغوش	bratele
آغوش	brate
فیلترینگ	filtrarea
فیلترینگ	filtrare
دوقطبی	bipolara
دوقطبی	dipol
پناهندگان	refugiati
پناهندگان	refugiati
انریکه	enrique
موصل	mosul
آشفتگی	haosul
آشفتگی	haos
آشفتگی	confuzia
آشفتگی	confuzie
آشفتگی	confuzii
توسکانی	toscan
توسکانی	toscana
ریتمیک	ritmica
زیباست	frumoase
زیباست	frumoasa
زیباست	frumos
زیباست	frumoasa
اکتشافی	euristic
خسارات	pierderile
خسارات	pierderi
تبلور	cristalizare
دردسر	probleme
دردسر	necazuri
دردسر	belea
دردسر	necaz
دردسر	belele
گچی	ipsos
فلامستید	flamsteed
تکانه	impuls
تکانه	avantul
تکانه	avant
دیل	dale
پروستات	prostata
پروستات	prostata
داون	dawn
داون	zorii
داون	zori
نزدیکان	neamuri
نزدیکان	rudelor
نزدیکان	rudele
نزدیکان	rude
امداد	relief
سواره	calarind
سواره	cavalerie
سواره	cavaleria
سیاستهای	politicile
سیاستهای	politici
بزمجه	monitor
بزمجه	monitoriza
بزمجه	monitorul
بزمجه	monitorizeaza
بزمجه	ornat
هیدروکسید	hidroxid
گرنت	subventie
گرنت	grant
دیلی	dili
دیلی	daily
دیلی	zilnic
گردهمایی	reuniunea
گردهمایی	reuniune
بیگانگان	extraterestrii
بیگانگان	extraterestri
توپولف	tupolev
حبیبی	habibi
دبیرخانه	secretariat
دبیرخانه	secretariatul
توصیفی	descriptiv
دوقلو	geaman
دوقلو	twin
دوقلو	gemene
دوقلو	gemenele
دوقلو	gemenii
دوقلو	gemeni
چاقو	cutit
چاقو	cutit
استات	acetat
اورژانس	urgenta
اورژانس	urgenta
کانت	kant
دانکن	duncan
فایرفاکس	firefox
لادن	incarcat
تعمیرات	reparatii
تعمیرات	reparare
تعمیرات	repara
تعمیرات	repararea
تعمیرات	reparatii
تعمیرات	reparatii
تعمیرات	reparatii
رقمی	digitala
رقمی	digitale
رقمی	digital
براق	stralucitoare
براق	stralucitor
براق	stralucind
براق	stralucitoare
براق	luciu
براق	stralucitor
براق	lucios
براق	lucioasa
براق	lucios
کاکایی	pescarus
کاکایی	gull
لمسی	touchscreen
بروکس	brooks
شورولت	chevrolet
آدینه	vineri
آدینه	vinerea
رستگاری	salvarea
رستگاری	mantuirea
رستگاری	mantuire
رستگاری	salvare
رستگاری	rascumparare
رستگاری	izbavire
رستگاری	mantuire
آلکس	alex
برمودا	bermuda
برمودا	bermude
وایادولید	valladolid
دلیجان	antrenor
دلیجان	antrenorul
نپتون	neptune
نپتون	neptun
فمینیست	feministe
فمینیست	feminista
گمرک	obiceiuri
گمرک	vama
گمرک	vamale
گمرک	vama
معرف	reprezinta
معرف	reprezinta
کلکته	kolkata
کلکته	calcutta
نهی	interzice
نهی	interzis
نهی	interzisa
نهی	interzise
بریتانیکا	britannica
استانداران	satrapii
توپولوژی	topologie
پرسید	intrebat
پرسید	intrebat
پرسید	intrebata
گنجه	ganja
گنجه	dulap
هک	hacking
هک	heck
هک	tocat
هک	spart
هک	hack
گوتینگن	göttingen
نیکولای	nikolai
نیکولای	nikolai
گیج	gage
گیج	derutat
گیج	confuzi
گیج	confuz
گیج	confuza
کال	kal
گلدار	inflorit
فوکر	fokker
ناتالی	natalie
ناتالی	nathalie
رویا	visul
رویا	vis
رویا	viseaza
رویا	viseaza
واکنشی	receptiv
واکنشی	reactive
واکنشی	reactiv
واکنشی	reactie
واکنشی	reactia
واکنشی	reactie
واکنشی	reactie
میلتون	milton
عود	tamaie
عود	oud
کارآگاه	detective
کارآگاه	detectiv
مرجانی	coral
مرجانی	corali
افتتاحیه	premiere
افتتاحیه	premiera
افتتاحیه	premiera
افتتاحیه	inaugurare
افتتاحیه	inaugurarea
افتتاحیه	deschiderea
افتتاحیه	deschidere
افتتاحیه	deschid
نیترات	nitrat
کالینز	collins
تجار	comercianti
تجار	negustori
تجار	negustorii
گابن	gabon
دوپینگ	dopaj
منکر	dezonoare
جدای	jedi
جیل	jill
ضمنی	implicite
مزه	gust
مزه	gusturi
مزه	gusta
مزه	gustul
مزه	gusta
مزه	gusturi
مزه	gusturile
مزه	gustat
مزه	savoare
مزه	aroma
مزه	aroma
سریا	soria
بلاک	blocheaza
بلاک	bloc
بلاک	block
بیستمین	twentieth
اتیل	etil
مائو	mao
منیزیم	magneziu
همسری	sot
همسری	sotul
کراس	crucea
کراس	cruce
کراس	cross
مقوله	categoria
مقوله	categorii
مقوله	categorie
لیما	lima
مینیرو	mineiro
پالنسیا	palencia
فامیل	familie
فامیل	familia
ستم	nedreptatea
ستم	nedreptate
خوآن	juan
مرخصی	vacanta
مرخصی	vacanta
مرخصی	concediu
مرخصی	vacanta
ناظم	nazim
ماکسول	maxwell
برونئی	brunei
طارق	tariq
سرخرگ	artera
سرخرگ	artera
آتاری	atari
باغبانی	gradinarit
انطباق	coincidenta
انطباق	coincidenta
حوصله	dispozitie
مستعد	susceptibil
مستعد	susceptibila
مستعد	predispus
اسماعیلیه	ismailia
ریختن	varsare
همون	acelasi
شار	shar
جوئل	joel
قبولی	acceptarea
قبولی	acceptare
گهواره	leagan
گهواره	leaganul
گهواره	leagan
پینگ	ping
بریتنی	brittany
گدار	godard
ساختمانهای	cladiri
ساختمانهای	cladiri
آفت	pacoste
آفت	pesta
توانا	capabili
توانا	capabila
توانا	capabile
توانا	capabila
توانا	capabil
توانا	puternica
توانا	puternic
توانا	capabil
توانا	atotputernicul
توانا	atotputernic
توانا	competent
توانا	competenta
توانا	competente
آخرالزمان	doomsday
آخرالزمان	apocalipsa
آخرالزمان	apocalipsa
سپاسگزارم	recunoscator
سپاسگزارم	recunoscator
سپاسگزارم	recunoscatoare
سپاسگزارم	recunoscatori
مادران	mamelor
مادران	mame
مادران	mamele
گواه	martorul
گواه	martora
گواه	martor
گواه	martori
باتلر	butler
باتلر	majordom
باتلر	majordomul
باتلر	valet
آوایی	fonetic
سوختن	ard
سوختن	arsura
سوختن	burn
سوختن	arde
سوختن	ard
سوختن	ardere
سوختن	arzand
معترض	critic
سامرست	somerset
نمایه	profil
نمایه	profilul
نمایه	indexul
نمایه	index
نمایه	indice
نمایه	indicele
فنجان	cupa
فنجان	cupa
فنجان	ceasca
عالیه	minunat
عالیه	super
عالیه	mare
مدح	elogiu
هابل	hubble
روکش	tampoane
روکش	patura
روکش	patura
روکش	furnir
ژولیوس	julius
ژولیوس	iulius
تریاک	opiu
تریاک	opium
کاونتری	coventry
عایشه	aisha
استیت	stare
استیت	stat
استیت	state
استیت	statul
بیوک	buick
فتوحات	cuceriri
فتوحات	cuceririle
همسایگان	vecinilor
همسایگان	vecini
همسایگان	vecinii
همسایگان	vecini
همسایگان	vecinii
عبادی	ebadi
تامس	toma
تامس	thomas
آندرس	andres
آندرس	andrés
آندرس	anders
بندیکت	benedict
غلاف	toc
پیوستگی	continuitatea
پیوستگی	continuitate
پیوستگی	afinitate
فخر	laudaros
دکستر	dexter
استوانه	cilindru
استوانه	butelie
سافت	moi
سافت	moale
لغوی	lexicala
آلبیون	albion
ولد	vlad
ولد	weld
مدلهای	modelele
مدلهای	manechine
مدلهای	modele
فارو	faro
فارو	farrow
فارو	feroe
لوور	luvru
کیان	kian
مجرم	infractor
مجرم	criminala
مجرم	criminal
مجرم	penal
مجرم	vinovat
مجرم	vinovata
تراش	strung
مست	beat
مست	beata
مست	beata
سهل	fleac
سهل	sahl
سهل	banal
درو	drew
فیسبوک	facebook
مشارکتی	colaborare
برادری	fraternitate
الا	ella
الا	ala
شرلی	shirley
