और	un
संशोधित	pārskatīts
संशोधित	labots
संशोधित	koriģēts
संशोधित	jālabo
संशोधित	koriģēta
संशोधित	modificēts
संशोधित	pārveidoti
संशोधित	pārveidota
संशोधित	mainīts
संशोधित	pārveidots
गिटार	ģitāra
सहमति	piekrišanas
सहमति	piekrišana
सहमति	piekritu
सहमति	piekrita
लोहे	dzelzi
लोहे	dzelzs
सूचित	informēts
सूचित	informēti
सूचित	informēta
सूचित	paziņot
कवर	vāks
कवर	vāka
कवर	segums
कवर	segtu
कवर	sedz
कवर	vāki
कवर	ietilpst
कवर	aptver
भय	baiļu
भय	bailes
भय	bailēs
अस्थायी	pārejošs
अस्थायी	pagaidu
अस्थायी	īslaicīgi
अस्थायी	pagaidu
अस्थायी	provizoriski
अस्थायी	temp
कमल	lotus
नागरिकों	pilsoņus
नागरिकों	pilsoņi
नागरिकों	iedzīvotāji
नागरिकों	pilsoņi
नागरिकों	civilie
नागरिकों	civiliedzīvotājus
नागरिकों	civiliedzīvotājiem
नागरिकों	civiliedzīvotāji
प्रमाणित	sertificēta
प्रमाणित	sertificēti
प्रमाणित	sertificēts
एसिड	skābi
एसिड	skābe
एसिड	skābes
बुक	grāmata
बुक	grāmatiņa
बुक	grāmatu
तीव्रता	intensitāte
अंगों	orgānus
अंगों	orgānu
अंगों	orgāni
हथियार	ieročus
हथियार	ieroči
हथियार	ieroča
हथियार	ierocis
माप	pasākuma
माप	pasākums
माप	mērījumi
माप	mērīšana
माप	mērījumu
माप	mērījumi
माप	mērījums
थॉमस	tomass
कानपुर	kānpura
एडवर्ड	edvard
एडवर्ड	edvards
कागज	papīrs
कागज	papīra
चुनौती	challenge
चुनौती	izaicinājums
ओलम्पिक	olympic
ओलम्पिक	olimpiskā
ओलम्पिक	olimpiskajā
ओलम्पिक	olimpiskais
गणेश	ganēša
वसा	taukiem
वसा	taukus
वसा	tauki
वसा	taukvielas
वसा	tauki
वसा	tauku
वसा	taukiem
पाता	atrod
कमजोर	vājš
कमजोर	vājā
कमजोर	vāji
कमजोर	vāja
कमजोर	vājas
नजर	acs
नजर	acī
नजर	acu
असर	efekts
असर	ietekme
रीति	rituāls
सीधा	taisni
सीधा	taisna
सीधा	tiešā
सीधा	tiešs
सीधा	tiešais
सीधा	direct
सीधा	tieša
भाषण	runā
भाषण	runu
भाषण	runas
भाषण	runa
सृष्टि	izveidošanas
सृष्टि	izveide
सृष्टि	izveidošana
सृष्टि	radīšana
ग्रीन	zaļas
ग्रीन	zaļa
ग्रीन	zaļā
ग्रीन	zaļš
ग्रीन	zaļi
नामित	nosaukta
नामित	nosaukts
स्वस्थ	veselīgi
स्वस्थ	veselīga
स्वस्थ	veseli
स्वस्थ	veselīgs
भागीदारी	partnerība
भागीदारी	partnerības
भागीदारी	partnerattiecības
भागीदारी	iesaistīšana
भागीदारी	iesaistīšanās
भागीदारी	iesaiste
भागीदारी	piedalīšanās
भागीदारी	līdzdalība
भागीदारी	dalība
उद्योगों	nozares
स्टॉक	krājums
स्टॉक	krājumi
स्टॉक	krājumu
मर	mirusi
मर	miris
मर	beigts
मर	miruši
यात्रियों	pasažierus
यात्रियों	pasažieri
यात्रियों	pasažieriem
गहरी	dziļa
गहरी	dziļā
गहरी	dziļi
गहरी	deep
गहरी	dziļš
लिंक्स	saites
लिंक्स	links
लिंक्स	lūsis
विस्फोट	sprādziens
जावा	java
नक्शा	kartē
नक्शा	karte
हॉकी	hokejs
हॉकी	hokeja
सोडियम	nātriju
सोडियम	nātrijs
सोडियम	nātrija
बिल्कुल	absolūti
बिल्कुल	pilnīgi
घास	zāliena
घास	zāle
घास	zāli
पाये	atrasta
पाये	atrastas
पाये	atrasts
नामांकित	kandidāti
नामांकित	uzņemti
कथन	apgalvojumi
कथन	paziņojumi
कथन	paziņojums
भरे	aizpildīts
भरे	piepildīts
भरे	piepildīta
ज्वालामुखी	vulkāna
ज्वालामुखी	vulkāni
बैंकों	bankas
बैंकों	bankās
सुल्तान	sultāns
कारकों	faktori
कारकों	koeficienti
सिविल	civilā
सिविल	civiliem
सिविल	civilās
शेर	lauvas
शेर	lauva
प्रतिदिन	ikdienas
प्रतिदिन	ikdienā
प्रतिदिन	dienā
प्रतिदिन	dienas
असामान्य	neierasti
असामान्य	neparasta
असामान्य	neparasti
असामान्य	neparasts
असामान्य	patoloģiska
कमरे	telpas
कमरे	istaba
कमरे	istabā
कमरे	istabas
कमरे	telpa
कमरे	istabu
मंत्र	mantra
स्वाद	garšu
स्वाद	gaume
स्वाद	garša
स्वाद	garšas
चित्रकार	gleznotājs
विद्यार्थी	studenti
विद्यार्थी	skolēni
विद्यार्थी	studentiem
विद्यार्थी	students
विद्यार्थी	studenta
विद्यार्थी	studentu
पेय	dzērienu
पेय	dzērieni
पेय	dzer
पेय	dzert
पेय	dzēriens
पेय	dzērieni
पेय	dzērieni
अनुक्रम	pasūtījums
अनुक्रम	kārtība
अनुक्रम	pasūtīt
अनुक्रम	rīkojums
अनुक्रम	secība
अनुक्रम	sekvence
अनुक्रम	secība
चक	čaks
चक	čaka
पत्रकारिता	žurnālistikas
सूचीबद्ध	uzskaitītie
सूचीबद्ध	uzskaitītas
सूचीबद्ध	uzskaitīti
सूचीबद्ध	uzskaitīts
माध्यमिक	sekundārā
माध्यमिक	sekundārais
माध्यमिक	sekundārie
माध्यमिक	sekundārās
माध्यमिक	sekundāri
खगोलीय	astronomijas
गौतम	sidhārta
लक्ष्मी	lakšmi
तार	stieple
तार	stieples
तार	virknes
तार	stīgas
पृथक	izolēta
पृथक	izolētas
पृथक	izolēts
पृथक	izolēti
पृथक	atsevišķu
पृथक	atsevišķs
पृथक	atsevišķie
पृथक	atsevišķa
पृथक	atsevišķi
ओम	omi
अचानक	pēkšņi
अचानक	pēkšņas
अचानक	pēkšņs
अचानक	pēkšņa
संसदीय	parlamentārā
डर	baiļu
डर	bailes
डर	bailēs
डर	bail
डर	baidās
करियर	karjeru
करियर	karjera
करियर	karjeras
करियर	karjera
करियर	karjeras
शुक्र	venus
जानवर	zvērs
जानवर	dzīvniekus
जानवर	dzīvniekiem
जानवर	dzīvnieki
जानवर	dzīvnieku
जानवर	dzīvnieks
जानवर	dzīvniekam
आना	ana
चेहरे	sejas
चेहरे	sejas
चेहरे	seju
चेहरे	seja
अंग्रेज	angļu
चिन्ह	simbolus
चिन्ह	simboli
चरम	ārkārtīgi
केन्द्रित	centrēts
केन्द्रित	vērsta
केन्द्रित	mērķtiecīga
निर्यात	eksports
निर्यात	eksportēt
निर्यात	eksports
भूकंप	zemestrīces
भूकंप	zemestrīce
भूकंप	zemestrīcē
भूकंप	zemestrīces
स्मिथ	smith
स्मिथ	smits
दायित्व	pienākums
गाड़ी	auto
गाड़ी	automašīna
गाड़ी	automobilis
गाड़ी	mašīna
उड़ीसा	orisas
हिंसा	vardarbība
भर्ती	darbā
स्तंभ	sleja
स्तंभ	kolonna
स्तंभ	slejā
स्तंभ	kolonnu
स्तंभ	kolonnas
स्तंभ	slejas
स्तंभ	ailes
कार्यकाल	stundas
कार्यकाल	stundām
नहर	kanāls
ताल	pārspēt
आजादी	brīvība
आजादी	brīvības
बोध	uztvere
मलेशिया	malaizijā
मलेशिया	malaizija
मलेशिया	malaizijas
अंडे	olas
अंडे	ikri
जीवनी	biogrāfijā
मजबूर	piespieda
मजबूर	piespiedu
अधिग्रहण	iegāde
अधिग्रहण	iegūšana
अधिग्रहण	iegādi
गुफा	alas
गुफा	alā
गुफा	ala
साहब	kungs
साहब	ser
महाकाव्य	episko
महाकाव्य	epic
परिणामों	rezultāti
परिणामों	rezultātus
प्लास्टिक	plastmasa
प्लास्टिक	plastmasas
प्लास्टिक	plastmasa
प्लास्टिक	plastmasas
प्रकरण	epizode
प्रकरण	epizodi
मानकों	standartos
मानकों	standartus
मानकों	standarti
मुनि	muni
ब्रह्मा	brahma
वयस्क	pieaugušo
वयस्क	pieaugušie
वयस्क	pieauguši
वयस्क	pieaugušais
वयस्क	nobriedušu
ब्लॉक	blokiem
ब्लॉक	blokus
ब्लॉक	bloki
ब्लॉक	bloku
ब्लॉक	blokam
ब्लॉक	bloka
ब्लॉक	bloks
ब्लॉक	bloķēt
समुदायों	kopienas
प्लेट	plate
प्लेट	plāksne
प्लेट	plātne
प्लेट	plāksnes
मुसलमान	musulmaņi
मुसलमान	musulmaņu
मुसलमान	musulmaņi
मुसलमान	musulmaņiem
सम्पादन	rediģēšanas
संगठित	organizētas
संगठित	organizētā
संगठित	organizēti
संगठित	organizēto
संगठित	organizēta
संगठित	organizēts
संगठित	organizēti
संगठित	organizēta
संगठित	organizēts
भव्य	lielisku
प्रचलन	vogue
समन्वय	koordinācija
समन्वय	saskaņošana
समन्वय	koordinēšana
स्वीकृति	apstiprinājums
स्वीकृति	pieņemšana
स्वीकृति	pieņemšanas
स्वीकृति	swat
स्वीकृति	apstiprināšana
स्वीकृति	apstiprinājums
स्वीकृति	apstiprina
स्वीकृति	apstiprināt
पीने	dzeršanas
पीने	dzeramā
पीने	dzeramais
असली	reāli
असली	īstais
असली	īsta
असली	reālā
असली	reālās
असली	īstas
असली	oriģināls
असली	sākotnējais
असली	oriģinālā
असली	sākotnējā
असली	oriģināli
असली	oriģināla
पैसे	naudu
पैसे	nauda
पैसे	naudas
उद्यम	uzņēmējdarbība
उद्यम	uzņēmums
उद्यम	uzņēmējdarbība
शुष्क	sausa
शुष्क	sausā
शुष्क	sauss
शुष्क	sausi
शुष्क	sausais
शुष्क	haskijs
शुरुआती	iesācēja
मेट्रो	metro
गर्मियों	vasarai
गर्मियों	vasara
गर्मियों	vasarā
प्रकाशक	izdevējs
प्रकाशक	izdevēji
प्रकाशक	izdevējiem
स्वीडन	zviedrija
गाय	govs
प्रशांत	klusais
खाली	tukši
खाली	tukšs
खाली	tukšas
खाली	tukša
खाली	tukšā
खाली	tukšu
खाली	tukšs
खाली	tukša
वर्तनी	pareizrakstības
वर्तनी	pareizrakstības
किसानों	lauksaimnieki
किसानों	zemnieki
प्रतिष्ठा	prestige
प्रतिष्ठा	reputāciju
प्रतिष्ठा	reputācijas
प्रतिष्ठा	reputācijai
प्रतिष्ठा	reputācija
हार्ट	hart
मुद्दे	jautājumi
चाय	tēja
चाय	tējas
चाय	tēju
छत	griesti
छत	terase
छत	jumts
अनुमानित	aprēķināts
गिरफ्तार	arests
गिरफ्तार	apcietināšanas
गिरफ्तार	arestēts
गिरफ्तार	arestēti
गिरफ्तार	apcietināts
मारा	mara
प्रवासी	izceļotāji
माइक्रोसॉफ्ट	microsoft
आवाज़	apjoms
आवाज़	tilpums
आवाज़	balsi
आवाज़	balss
चाल	triks
चाल	pārvietot
चाल	gājiens
चाल	pārvietoties
चाल	kustas
चाल	pārvieto
गीता	gita
कोलंबिया	kolumbija
कोलंबिया	kolumbijas
कोलंबिया	kolumbija
कोलंबिया	kolumbijas
देशी	dzimtā
देशी	vietējais
देशी	vietējo
प्रायद्वीप	pussalā
प्रायद्वीप	pussala
नक्षत्र	zvaigznājs
नक्षत्र	zvaigznājus
मौखिक	iekšķīgi
रथ	kariete
चलाया	izpildīts
गर्भ	klēpī
गर्भ	dzemdes
रहें	uzturēties
रहें	paliec
रहें	palikt
ध्रुव	polis
ध्रुव	pole
विनिमय	apmaiņa
विनिमय	apmaiņas
विनिमय	birža
बहस	debates
कथित	apgalvots
कथित	apgalvoja
ड्राइव	brauc
ड्राइव	disks
ड्राइव	braukt
ड्राइव	vadīt
ड्राइव	vada
कोर	koris
कोर	kodola
कोर	kodols
नियुक्ति	iecelšana
नियुक्ति	tikšanās
नियुक्ति	iecelšanu
नियुक्ति	nodarbinātība
नियुक्ति	nodarbinātības
बहती	plūsmas
बहती	plūst
विटामिन	vitamīnus
विटामिन	vitamīni
खून	asins
खून	asinīm
खून	asinis
उपयोगकर्ताओं	izmantotāji
उपयोगकर्ताओं	lietotāji
एड्स	palīglīdzekļi
एड्स	aids
एड्स	atbalsti
बाग	dārzs
बाग	dārziņš
बाग	dārzā
बाग	dārza
बाग	dārzam
बर्मा	birmu
बर्मा	birmā
बर्मा	birma
डच	holandiešu
डच	nīderlandiešu
चौथी	ceturtais
चौथी	ceturtajā
चौथी	ceturtā
वंशज	pēctecis
गठबंधन	pakta
गठबंधन	pakts
गठबंधन	alianse
गठबंधन	alianses
उम्मीदवार	kandidāti
उम्मीदवार	kandidātus
उम्मीदवार	kandidātiem
उम्मीदवार	kandidāts
उम्मीदवार	kandidāti
उम्मीदवार	kandidātam
प्रभावों	impresionisms
बिलकुल	absolūti
बिलकुल	pilnīgi
ग्रहों	planēta
ग्रहों	planētas
ग्रहों	planētu
ग्रहों	planētas
रूपांतरण	konvertēšanu
रूपांतरण	pārveidošana
रूपांतरण	pārvēršana
रूपांतरण	konversija
रूपांतरण	konvertēšana
रूपांतरण	pārvērtības
रूपांतरण	pārveidot
भ्रष्टाचार	korupcija
भ्रष्टाचार	korupciju
भ्रष्टाचार	korupcijas
सलाहकार	padomdevēja
सलाहकार	padomdevēju
सलाहकार	konsultants
सलाहकार	padomdevējs
सलाहकार	konsultants
सलाहकार	padomnieks
जनजाति	cilts
पठार	slieksnis
पठार	robežvērtība
पठार	sliekšņa
पठार	slieksni
पठार	plato
कन्नड़	kannadu
सीता	sita
सीता	sitas
चलचित्र	filma
चलचित्र	filmu
नोकिया	nokia
बहुमत	vairākums
बहुमत	vairākumu
हिल	kalnā
नैदानिक	klīniskā
नैदानिक	diagnostika
अद्भुत	apbrīnojami
अद्भुत	amazing
अद्भुत	brīnišķīgs
अद्भुत	brīnišķīga
अद्भुत	brīnišķīgi
अद्भुत	brīnišķīgā
अद्भुत	brīnišķīgas
एकत्रित	savākti
एकत्रित	savākta
एकत्रित	savākts
एकत्रित	savāktie
एकत्रित	savāktu
इकाइयों	mērvienības
इकाइयों	vienības
शाखाओं	filiāles
शाखाओं	zarus
दशकों	desmitgades
खतरे	apdraudējumi
खतरे	draudi
खतरे	briesmas
खतरे	draudi
टूर	ekskursija
टूर	tūre
टूर	tour
हमारा	mūsu
पाल	pauls
पाल	pols
पाल	kuģot
पाल	pal
निर्दिष्ट	precizēts
निर्दिष्ट	norādītā
निर्दिष्ट	norādīts
जोड़े	pāru
जोड़े	pāriem
निर्माताओं	ražotāji
निर्माताओं	izgatavotāji
बजट	budžets
मौका	iespēja
मौका	izdevība
समर्थक	atbalstītājiem
समर्थक	atbalstītāji
समर्थक	atbalstītājs
समर्थक	atbalstītāja
पॉप	iemet
पॉप	pop
खबर	jaunumi
खबर	ziņas
स्कूलों	skolas
स्कूलों	skolām
मासिक	ikmēneša
मासिक	mēneša
कणों	daļiņas
प्रबल	virsroku
प्रबल	dominējošo
प्रबल	dominējošais
प्रबल	dominējošā
प्रबल	dominējošs
आलोचकों	kritiķi
तकनीकों	paņēmieni
विभक्त	dalīts
विभक्त	dala
उत्तराधिकारी	mantinieks
उत्तराधिकारी	pēctecis
एयरलाइंस	aviosabiedrības
एयरलाइंस	aviokompānijas
एयरलाइंस	airlines
एयरलाइंस	aviolīnijas
एयरलाइंस	aviosabiedrībām
अवैध	outlaw
अवैध	nederīgs
अवैध	nepareizs
अवैध	nederīga
जीवाणु	baktēriju
जीवाणु	baktērija
जीवाणु	baktērijas
हाँ	jā
हाँ	jā
राजीव	radživs
शिकागो	čikāgas
विकी	wiki
इंग्लैण्ड	anglija
इंग्लैण्ड	england
इंग्लैण्ड	angliju
गुरू	guru
दौड़	sacensības
दौड़	rase
दौड़	skrējiens
दौड़	sacīkstes
दौड़	sacīkstes
दौड़	sacensības
दौड़	sacīkstēm
दौड़	sacīkšu
दौड़	racing
दौड़	sacīkstes
जातीय	etnisko
जातीय	etniskā
छाया	ēnas
छाया	ēnojums
छाया	ēnas
छाया	ēnu
छाया	ēna
छाया	ēnā
मैरी	priecīgus
मैरी	marija
मैरी	mērija
तैयारी	pagatavošana
तैयारी	preparāts
तैयारी	sagatavošana
तैयारी	gatavošanās
तैयारी	sagatavošanās
तैयारी	sagatavošana
तैयारी	sagatavo
तैयारी	sagatavoties
तैयारी	sagatavot
तैयारी	gatavoties
फाउंडेशन	foundation
फाउंडेशन	pamats
फाउंडेशन	fonds
विक्टोरिया	viktorija
विक्टोरिया	viktorijas
कार्यकर्ता	strādājošais
कार्यकर्ता	strādnieks
सिंचाई	apūdeņošanas
पहलू	aspekts
रोजगार	nodarbinātība
रोजगार	nodarbinātības
निबंध	eseju
पब्लिक	publiski
पब्लिक	publiskais
पब्लिक	publiska
बोल	bols
कान	ausī
कान	auss
कान	kan
कान	ausis
बनवाया	celta
बनवाया	būvēts
बनवाया	uzbūvēts
बनवाया	veidots
बनवाया	būvēti
बनवाया	būvēta
परिवारों	ģimeņu
परिवारों	ģimenes
परिवारों	ģimenēm
फैल	izplatību
फैल	izplatīties
फैल	izplatīšanās
मेले	godīgi
मेले	taisnīgs
मेले	taisnīgi
मेले	taisnīga
मेले	godīgu
मेले	godīgs
शांत	skaidrā
शांत	mierīgi
शांत	mierīgs
शांत	mierīga
शांत	kluss
शांत	klusa
शांत	klusi
उद्घाटन	atveres
उद्घाटन	atveru
उद्घाटन	atklāšanā
सौंदर्य	skaistule
सौंदर्य	skaistums
चीज़	siers
चीज़	sieri
प्रोग्रामिंग	plānošana
प्रोग्रामिंग	plānošanas
प्रोग्रामिंग	programmēšanas
प्रिय	mīļie
प्रिय	dārgā
प्रिय	mīļā
रेड	reida
रेड	sarkani
रेड	sarkano
रेड	sarkana
रेड	sarkanais
रेड	sarkans
रेड	sarkanā
स्व	sevis
स्व	sevi
सृजन	izveidošanas
सृजन	izveide
सृजन	izveidošana
सृजन	radīšana
सृजन	radošuma
सृजन	radošums
सृजन	radošumu
वकील	juristi
वकील	advokāti
वकील	jurists
वकील	advokātu
वकील	advokāts
वकील	advokāta
अनाज	graudi
अनाज	graudu
विलियम्स	williams
परिपथ	kalkulators
यूनियन	savienības
यूनियन	savienība
भावनाओं	emocijām
भावनाओं	emocijas
बच	izdzīvoja
बच	bahs
उर्जा	enerģētika
उर्जा	enerģija
सोसायटी	sabiedrība
छोड़ने	metot
यौगिकों	savienojumi
सेनानी	cīnītāji
सेनानी	cīnītājs
रणनीति	stratēģijas
रणनीति	stratēģija
बुलाया	saucās
बुलाया	saukts
बाढ़	plūdu
बाढ़	plūdi
बाढ़	plūdi
शत्रु	pretinieks
शत्रु	ienaidnieks
शत्रु	naidīgu
शत्रु	pretinieki
शत्रु	ienaidnieki
एक्शन	rīcība
अनुच्छेद	rindkopa
अनुच्छेद	rindkopas
अनुच्छेद	rindkopas
आयात	imports
आयात	importēt
आयात	importē
आधा	pusi
धन्यवाद	pateicība
धन्यवाद	paldies
बेल	belle
बेल	vīnogulāju
बेल	zvans
सेंट्रल	centrālā
सेंट्रल	centrālais
सेंट्रल	centrālās
घातक	nāvējošs
घातक	postošo
घातक	postoši
मास्टर	kapteinis
मास्टर	meistars
मास्टर	saimnieks
तस्वीर	attēls
तस्वीर	bildē
तस्वीर	bilde
तस्वीर	bildei
पहल	iniciatīva
पहल	iniciatīvu
वाहनों	transportlīdzekļi
सच	patiesība
सच	taisnība
सच	patiess
सच	patiesa
सच	patiesība
सच	patiesību
सच	patiesības
पाउंड	lbs
पाउंड	mārciņas
पाउंड	mārciņu
पाउंड	mārciņas
इण्डिया	indija
इण्डिया	indijā
इण्डिया	indijas
प्राधिकरण	iestādes
प्राधिकरण	iestāde
प्राधिकरण	atļauja
कीट	kukaiņu
कीट	kukaiņi
कीट	kukaiņu
कीट	kukaiņi
गाना	dziedāt
गाना	dziedam
गाना	dzied
गाना	dziesma
धातुओं	metāli
अतीत	pagātni
अतीत	pagātnes
अतीत	pagātne
समाजवादी	sociālisti
समाजवादी	sociālistu
समाजवादी	sociālismu
वेतन	alga
वेतन	algas
वेतन	algu
आखिरी	pēdējo
आखिरी	pēdējais
आखिरी	pēdējā
आखिरी	pēdējās
आखिरी	pēdējoreiz
धूम्रपान	smēķēšana
ब्याज	procentiem
ब्याज	procentus
ब्याज	procenti
ब्याज	interese
घोड़े	zirgi
घोड़े	zirgus
घोड़े	zirgs
घोड़े	zirga
घोड़े	zirgu
घोड़े	zirgam
माला	maldivu
माला	virtene
लेखा	grāmatvedība
लेखा	uzskaite
लेखा	grāmatvedību
लेखा	grāmatvedības
तेलुगु	telugu
दीवारों	sienas
दीवारों	sienām
दीवारों	grafiti
ऊतक	audus
ऊतक	audu
ऊतक	audos
ऊतक	audi
रात्रि	nakts
रात्रि	naktī
रात्रि	nakti
बेस	besa
बेस	pamatne
बेस	pamats
बेस	bāze
बेस	bass
फलन	amats
फलन	funkcija
चोटी	kalngals
सफलतापूर्वक	sekmīgi
सफलतापूर्वक	veiksmīgi
सतत	konsekventi
सतत	nepārtrauktu
सतत	nepārtraukts
सतत	nepārtrauktā
सतत	nepārtraukti
ऊष्मा	karstums
ऊष्मा	siltuma
ऊष्मा	siltums
ऊष्मा	siltums
कारों	automašīnas
कारों	cars
कारों	automobiļi
कारों	automašīnām
रेस	sacensības
रेस	rase
रेस	skrējiens
रेस	sacīkstes
तालाब	dīķi
बृहस्पति	jupiters
प्रोत्साहन	stimulus
प्रोत्साहन	stimuli
प्रोत्साहन	stimuls
प्रोत्साहन	stimula
टीमों	komandām
टीमों	komandas
मामला	gadījums
मामला	lieta
इंदिरा	indira
निष्क्रिय	inerta
निष्क्रिय	atslēgt
निष्क्रिय	invalīdi
निष्क्रिय	atslēgts
निष्क्रिय	invaliditāti
निष्क्रिय	neaktīvs
निष्क्रिय	neaktīvi
लौह	dzelzi
लौह	dzelzs
सोनी	sony
बनावट	tekstūras
बनावट	tekstūras
बनावट	konsistence
गायन	dziedāt
गायन	dziedam
गायन	dzied
गायन	vokālā
आवेदन	piemērošana
आवेदन	piemērošanu
आवेदन	pieteikums
आवेदन	lietojumprogrammas
आवेदन	pieteikumus
आवेदन	pieteikumi
आवेदन	lietojumi
आवेदन	lietotnes
सकल	bruto
कमाई	pelna
कमाई	peļņa
विश्वविद्यालयों	augstskolas
विश्वविद्यालयों	universitātes
विश्वविद्यालयों	universitātē
विश्वविद्यालयों	universitāte
विश्वविद्यालयों	universitātes
उठाने	celšanas
उठाने	pacelšanas
उठाने	celšana
उठाने	pacelšana
उठाने	audzina
उठाने	paaugstināšana
साउथ	dienvidu
साउथ	dienvidos
साउथ	dienvidi
गहन	dziļa
गहन	dziļā
गहन	dziļi
गहन	deep
गहन	dziļš
बाघ	tīģeris
बाघ	tīģeri
टिकट	biļetes
टिकट	biļete
राजशाही	monarhija
पैरों	kājas
पैरों	pēdas
पैरों	kājām
पैरों	kājas
पैरों	kājiņas
ब्लॉग	blogā
ब्लॉग	blogus
सड़कों	ceļi
जाल	neto
जाल	net
मिलान	atbilst
मिलान	milānas
मिलान	milāna
मिलान	saskaņošana
मिलान	atbilstība
मिलान	atbilst
मिलान	sakritība
मिलान	mača
मिलान	sakrīt
प्रावधान	noteikums
प्रावधान	noteikumi
प्रावधान	uzkrājumi
सदस्यता	dalība
सदस्यता	parakstīšanās
सदस्यता	pieraksts
रिकार्ड	rekords
रिकार्ड	ieraksts
साझा	dalīta
साझा	kopīga
साझा	koplietošanas
साझा	kopīgs
साझा	kopīgas
साझा	akcijas
स्वतन्त्रता	neatkarība
अधिकृत	atļauti
सापेक्ष	relatīvais
सापेक्ष	radinieks
सापेक्ष	relatīvi
सापेक्ष	relatīvā
पड़ी	padi
विफल	neveiksmīga
विफल	neizdevās
संदेह	šaubu
संदेह	šaubos
संदेह	šaubas
आग्रह	pieprasījums
आग्रह	lūgums
आग्रह	pieprasīt
कारोबार	bizness
कारोबार	uzņēmējdarbība
ऋग्वेद	rigvēda
रिंग	gredzens
ऑपरेशन	darbība
ऑपरेशन	operācija
ऑपरेशन	ekspluatācija
आपसी	abpusēja
आपसी	savstarpēja
आपसी	savstarpēju
पवन	vēju
पवन	vēja
पवन	vējš
छूट	atlaide
छूट	atlaidi
छूट	atlaides
बाधा	šķērslis
अमीर	emirātā
अमीर	emir
अमीर	bagāta
अमीर	bagātas
अमीर	bagāti
अमीर	bagātīgs
अमीर	bagāts
समतल	plakana
समतल	vienotas
समतल	plakanas
समतल	plakne
समतल	plaknes
समतल	lidmašīna
बस्ती	pilsēta
कठिनाई	grūtības
पुर्तगाली	portugāles
पुर्तगाली	portugāļu
जड़	root
जड़	sakne
जड़	saknes
जड़	saknes
बौद्धिक	intelektuālais
बौद्धिक	intelektuālā
बोस	bose
निकलता	ribām
निकलता	ribas
निकलता	ribu
स्वर्ग	debesīm
स्वर्ग	debesis
स्वर्ग	debesīs
स्वर्ग	paradīze
स्वर्ग	paradīze
स्वर्ग	paradīzes
शासित	lēma
प्रोटोकॉल	protokolā
प्रोटोकॉल	protokols
प्रोटोकॉल	protokoliem
प्रोटोकॉल	protokoli
व्यय	tērē
व्यय	pavada
व्यय	izdevumi
व्यय	izdevumi
गणतंत्र	republika
गणतंत्र	republikas
माया	maiju
माया	maija
माया	maja
तिब्बती	tibetas
तिब्बती	tibetiešu
तिब्बती	tibetas
तिब्बती	tibetā
आत्महत्या	pašnāvības
आत्महत्या	pašnāvība
आत्महत्या	pašnāvību
मतभेद	atšķirības
अतिथि	viesi
अतिथि	viesiem
अतिथि	viesis
अतिथि	viesu
लें	ņemt
लें	ņem
शानदार	izcils
शानदार	izcili
शानदार	izcila
शानदार	lieliskas
डाक	pasta
डाक	pasts
प्रतिद्वंद्वी	pretinieku
प्रतिद्वंद्वी	pretinieks
प्रतिद्वंद्वी	pretiniekiem
प्रतिद्वंद्वी	pretinieki
संयोग	sagadīšanās
संयोग	sakritība
कविताओं	dzejoļi
वेदों	vēdas
तरंग	viļņu
तरंग	vilnis
तरंग	viļņa
उठाया	izvirzīja
अंतराल	intervālā
अंतराल	intervāls
पेटेंट	patents
क्रिस	kriss
क्रिस	kris
क्रिस	kriss
परिचित	pazīstami
परिचित	paziņas
परिचित	paziņa
इंडोनेशिया	indonēzija
विश्वसनीय	uzticams
विश्वसनीय	ticami
विश्वसनीय	uzticams
विश्वसनीय	uzticami
विश्वसनीय	uzticama
विश्वसनीय	uzticamo
विश्वसनीय	uzticama
विश्वसनीय	uzticams
अब्दुल	abdul
तत्काल	tūlīt
तत्काल	nekavējoties
तत्काल	uzreiz
तत्काल	steidzami
तत्काल	tūlītēju
तत्काल	tūlītējā
तत्काल	šķīstošā
तत्काल	tūlītēji
तत्काल	tūlītēja
तत्काल	tūlītējas
तत्काल	nekavējoties
तत्काल	steidzami
तत्काल	steidzīgi
तत्काल	steidzama
चित्रकला	gleznu
चित्रकला	krāsošana
चित्रकला	zīmēšana
चित्रकला	glezna
पहलुओं	aspektiem
पहलुओं	aspekti
गेट	vārtus
गेट	vārti
गेट	vārtiem
चैंपियनशिप	čempionāts
चैंपियनशिप	motokrosā
चैंपियनशिप	čempionāta
बाबू	tētis
बाबू	tēti
पैदल	gājēju
पैदल	ietves
पैदल	pedālis
पैदल	pedāļa
रहकर	uzturas
संतान	pēcnācēji
संतान	pēcnācējiem
जर्नल	dienasgrāmata
गुप्ता	guptu
लाखों	miljonos
लाखों	miljoniem
लाखों	miljoni
शैक्षणिक	izglītības
खोला	atvērts
खोला	atvērta
भाप	tvaika
भाप	tvaiku
बेस्ट	labākie
बेस्ट	vislabāk
बेस्ट	labākās
बेस्ट	labākais
गलती	kļūda
भ्रूण	embriju
भ्रूण	auglis
भंग	izšķīdināt
भंग	izšķīst
भंग	izšķīdina
चेक	čehu
चेक	čehijas
चेक	čeks
चेक	čeku
ब्राजील	brazīlija
ब्राजील	brazīlijas
राग	melodija
तटीय	piekrastes
सम्प्रदाय	sekta
ख्याति	slava
ख्याति	slavas
ख्याति	fame
पंजीकृत	reģistrētie
पंजीकृत	reģistrēta
