les	the
essentiel	essentials
assure	osigurava
stéphane	stephane
stéphane	stephen
stéphane	stefan
stéphane	stephan
stéphane	steven
laboratoire	laboratoriji
laboratoire	laboratorija
laboratoire	laboratorija
laboratoire	laboratoriji
laboratoire	lab
distingue	razlikuje
primaire	elementarna
primaire	primarna
primaire	primarni
wiki	wiki
équipage	ekipa
tuer	ubistvo
tuer	ubijanje
tuer	ubiju
tuer	ubistvo
tuer	kill
tuer	ubi
tuer	ubiti
logique	logično
logique	logičan
logique	logika
adapté	prilagođena
orgue	organ
bulletin	bilten
bulletin	bulletin
impression	štampanje
impression	utisak
impression	štampanje
dépend	zavisi
dépend	zavise
quasi	skoro
quasi	kvazi
conséquence	posljedica
visible	vidljiv
visible	vidljiva
visible	vidljivi
visible	vidljivo
habitat	staništa
habitat	stanište
breton	breton
souris	miševi
souris	miš
photographe	fotografa
autoroute	autoceste
autoroute	autoput
ponts	mostove
ponts	mostovi
ponts	mostova
taylor	taylor
vérité	istina
quinze	petnaest
mérite	zaslužuju
mérite	zasluge
mérite	zaslužuje
jérôme	jérôme
jérôme	jerome
assistant	pomoćnik
assistant	asistenta
assistant	asistent
assistant	čarobnjak
assistant	čarobnjaka
bavière	bavarska
marié	udata
marié	oženjen
marié	oženio
satellite	sateliti
samedi	subota
alan	alan
chili	chili
chili	čile
exécution	pogubljenje
carlo	carlo
établit	ustanovljava
boîte	kutija
rôles	uloge
gallimard	gallimard
alice	alice
las	las
saxe	saksonija
comprenant	uključujući
distinctions	počasti
distinctions	nagrade
remarque	napomena
remarque	primijetiti
thèmes	teme
thèmes	teme
installation	instalacija
installation	instalaciju
rapports	javlja
rapports	izvještavanje
rapports	izvještaje
rapports	izvještajima
rapports	izveštaji
rapports	izvještaji
circulation	saobraćaj
circulation	tiraž
circulation	opticaju
australien	australijski
australien	australian
australien	australijska
chinoise	kineski
tournage	streljaštvu
relief	olakšanje
pierres	kamenova
pierres	kamenje
pierres	stone
pierres	kamen
pierres	kameno
pierres	kameni
pierres	stijene
pierres	stijena
pierres	stijenama
patronyme	čvor
patronyme	prezime
universitaires	akademici
universitaires	akademika
universitaires	akademik
universitaires	akademska
universitaires	akademske
histoires	priče
histoires	price
faites	make
faites	načiniti
pdd	dps
équivalent	ekvivalentni
équivalent	ekvivalent
phrase	kaznu
phrase	rečenica
phrase	kazna
phrase	presudom
récompense	nagrade
récompense	nagrada
lancement	pokretanje
lancement	pokretanje
lancement	pokrenuti
patron	pokrovitelj
patron	boss
patron	šef
conçu	dizajniran
structures	struktura
structures	strukture
structures	strukturama
culturelle	kulturna
culturelle	kulturno
culturelle	kulturni
culturelle	kulturnih
aviation	avijacija
journaux	novine
journaux	novina
chrétiens	hrišćanski
chrétiens	christian
chrétiens	hrišćanska
chrétiens	kršćanska
chrétiens	hrišćanin
chrétiens	kristijan
chrétiens	hrišćani
syndicat	savez
syndicat	unija
syndicat	union
syndicat	sindikat
syndicat	sindikata
lewis	lewis
menace	prijeti
menace	prijete
menace	prijetnje
menace	prijetnjama
menace	prijetnji
menace	prijetnju
menace	prijetnja
crois	vjeruju
poursuite	tužilaštvo
basque	baskijski
mans	mans
lot	lot
lot	mnogo
débit	protoka
débit	protok
débit	flow
débit	strujanje
débit	teku
commissaire	povjerenika
commissaire	komesar
commissaire	komesar
araignées	pauci
employé	radnik
manifestations	demonstracija
manifestations	demonstracije
manifestations	demonstracijama
installé	instalirane
arabes	arab
arabes	arapsko
arabes	arapskih
arabes	arapska
arabes	arapski
arabes	arapsko
arabes	arapi
conserver	očuvati
conserver	očuvanje
conserver	zadržati
conserver	zadrže
conserver	zadrži
conserver	keep
manga	manga
conseils	savjeta
conseils	savjet
latine	latinski
bases	osnove
industrielle	industrijske
industrielle	industrijska
industrielle	industrijski
andrew	andrew
diamètre	prečnik
peintures	slikarstvo
invasion	invazija
adversaire	suparnik
adversaire	protivnik
conduite	vozeći
conduite	vožnje
individus	pojedinci
franchise	franšizu
iran	iran
blessés	povrijeđeno
blessés	ranjen
blessés	povrede
blessés	povredama
particulière	posebne
particulière	određenoj
conscience	savjesti
conscience	svijesti
conscience	svesti
conscience	svijest
maîtres	masters
représenté	zastupljena
représenté	predstavljao
représenté	predstavljena
expositions	izložbe
expositions	izložba
expositions	izložbe
naples	napulj
naples	napoli
lion	lav
peur	strah
actives	aktivna
actives	aktivni
actives	aktivan
prague	prag
administratif	upravna
lausanne	lausanne
peuples	narodi
nomination	nominaciju
nomination	nominacija
nomination	termin
nomination	termina
nomination	imenovanje
crime	kriminal
chrétienne	hrišćanski
chrétienne	christian
chrétienne	hrišćanska
chrétienne	kršćanska
chrétienne	hrišćanin
chrétienne	kristijan
américaines	američki
américaines	amerikanac
respect	poštovanje
mobile	mobilni
mobile	mobilne
chiffres	cifre
chiffres	brojevi
sœurs	sestre
bientôt	ubrzo
bientôt	uskoro
vendredi	petak
spéciale	posebna
spéciale	specijalno
spéciale	specijalni
commentaire	komentara
commentaire	komentar
commentaire	commentary
véhicule	vozilo
della	della
irlandais	irski
densité	gustoća
catholiques	katolici
catholiques	katolički
catholiques	katolička
catholiques	katolik
catholiques	katolici
apparaissent	pojaviti
rare	rijetki
rare	rijetko
rare	neuobičajena
transfert	transfer
transfert	prijenos
blessé	povrijeđeno
blessé	ranjen
blessé	bole
annoncé	najavljeno
annoncé	najavio
annoncé	objavio
annoncé	objavili
aile	krilo
carré	carré
carré	kvadrat
carré	kvadrat
dimension	dimenzije
dimension	dimenzija
dimension	dimenziju
juive	jevrejska
juive	jevrejsko
juive	jevrej
juive	jevrejski
var	var
lit	krevet
lit	postelju
lit	bed
floride	florida
fera	will
fera	će
fera	ce
servi	služio
situés	lociran
seuil	praga
seuil	prag
milliers	hiljade
milliers	hiljadu
milliers	hiljada
milliers	hiljade
dirigeant	vladar
loup	loup
loup	wolf
loup	vuk
loup	vuka
détroit	moreuz
détroit	detroit
mémoires	sjećanja
mémoires	uspomene
mémoires	uspomena
mémoires	memoir
préparation	priprema
préparation	pripreme
préparation	pripreme
chronologie	hronologija
classiques	klasike
classiques	klasični
classiques	klasični
classiques	classic
classiques	klasik
minimum	minimalno
minimum	minimum
minimum	minimalna
minimum	minimalno
minimum	minimalni
révolutionnaire	revolucionarni
nécessaires	potrebni
nécessaires	potrebno
nécessaires	potrebna
nécessaires	potreban
nécessaires	potrebne
nécessaires	neophodni
nécessaires	neophodno
nécessaires	neophodna
nécessaires	neophodan
nécessaires	neophodnih
nécessaires	neophodnu
bibliographie	bibliography
grave	ozbiljna
grave	ozbiljan
grave	ozbiljne
grave	grob
lord	gospodara
lord	gospodar
lord	gospod
lord	gospodaru
lord	lord
tourne	okrenuti
tourne	pretvaranje
tourne	turn
tourne	pretvoriti
brunswick	braunschweiga
million	milion
poème	sevdalinka
extrait	izručen
extrait	ekstrakt
extrait	izvući
contribution	doprinos
hill	brdo
rivières	rijekama
directe	direktni
directe	direktna
directe	direktan
inférieure	donjem
inférieure	niže
inférieure	niži
renommé	poznati
gris	gray
gris	siva
gris	sive
gris	sivi
gris	siva
aquitaine	akvitanija
clément	clément
clément	kliment
clément	klement
barbara	barbara
notoriété	svijesti
notoriété	ugled
euro	eura
euro	evra
euro	euro
léger	svjetlost
léger	lagan
disponibles	dostupan
disponibles	dostupno
disponibles	dostupni
disponibles	dostupna
disponibles	raspolaganju
danger	opasnost
désigné	označene
désigné	imenovao
désigné	imenovani
désigné	imenovana
désigné	imenovalo
wilson	wilson
plate	platforma
plate	platformi
plate	platformu
plate	platforme
similaire	slični
similaire	slične
similaire	sličan
similaire	slična
similaire	sličnim
travaillé	radio
municipalités	općina
municipalités	općine
cordes	gudački
cordes	string
cordes	užadi
cordes	konce
golden	zlatna
détail	detalj
détail	opširnije
détail	detalje
détail	detalji
dan	dan
dan	den
hypothèse	pretpostavka
hypothèse	hipoteza
matériaux	materijal
matériaux	material
matériaux	materijale
matériaux	materijalima
matériaux	materijala
matériaux	materijali
risques	rizika
risques	rizik
charlotte	charlotte
jury	žirija
jury	žiri
anglo	anglosaksonski
anglo	anglo
révolte	ustanak
révolte	pobunu
révolte	pobuna
révolte	pobunu
révolte	pobuni
révolte	pobune
monnaie	novac
monnaie	valuta
enseigne	zastavnik
renommée	poznati
renommée	slavnih
renommée	fame
renommée	ugled
franc	franak
révèle	otkriva
didier	didier
mac	mac
variété	raznovrsnost
variété	različitih
ascension	uzdizanje
vendu	prodala
vendu	prodat
vendu	prodao
dirigeants	vladari
dirigeants	menadžeri
dirigeants	menadžera
dirigeants	lideri
dirigeants	rukovodioci
dirigeants	rukovodiocima
ford	ford
jane	jane
frontières	granica
frontières	granica
frontières	granica
observatoire	opservatorija
ailes	krila
ailes	krilima
ailes	krilo
machines	mašinerija
machines	mašine
julie	julie
institution	institucija
donna	dona
donna	donna
caen	caen
varsovie	varšava
déclaré	proglašeno
déclaré	proglašeni
déclaré	proglasile
déclaré	proglasio
déclaré	navedeno
présidentielle	predsjednički
compter	računaju
compter	grof
compter	broji
compter	broji
normale	normalno
normale	normalan
normale	normalni
normale	normalne
normale	normalna
résolution	rezolucija
pilotes	vozači
pilotes	piloti
pilotes	pilota
pilotes	pilot
conquête	osvajanja
conquête	osvajanje
rowspan	rowspan
colonie	kolonija
hélène	hélène
hélène	helena
hélène	ellen
hélène	elen
hélène	helene
hélène	helen
besoins	treba
besoins	treba
genres	žanru
genres	žanrova
genres	genera
bref	kratko
inférieur	donjem
inférieur	niže
inférieur	niži
tenir	hold
tenir	održati
tenir	drže
cannes	kanu
cannes	kanski
neige	snijeg
postes	objave
discussions	diskusija
discussions	diskusija
installer	instalacija
défaut	default
défaut	uobičajeni
défaut	uobičajena
défaut	defekt
discipline	discipline
responsabilité	odgovornost
responsabilité	odgovornost
paysage	pejzaž
poissons	ribe
poissons	ribe
couvent	manastir
violence	nasilje
coût	trošak
bains	kupanje
espoirs	nade
espoirs	nada
espoirs	nade
comics	strip
africain	africain
africain	afrički
africain	afričke
africain	afričkih
africain	afrička
bandes	bendova
bandes	bendovi
bandes	strips
bandes	trake
cellules	ćelija
cellules	ćelije
fosse	hendeku
fosse	jama
johnny	johnny
précisément	precizno
précisément	konkretno
précisément	tačnije
espoir	nada
espoir	nade
actuels	trenutna
jardins	bašče
jardins	bašti
jardins	bašti
jardins	bašte
jardins	bašta
jardins	džennet
destinée	destiny
destinée	sudbina
destinée	sudbinu
médailles	medalja
médailles	medalju
médailles	medalje
médailles	medalja
angers	angers
détails	opširnije
détails	detalje
détails	detalji
détails	detalj
déclaration	izjava
déclaration	deklaracija
déclaration	proglašenje
colonne	stub
populaires	popularna
populaires	popularan
populaires	popularni
effectuer	izvode
monaco	monako
mises	mises
fêtes	festivali
fêtes	festivalima
gagner	stiču
gagner	pobjeda
gagner	pobijedi
gagner	osvoji
gagner	osvojivši
gagner	pobjednički
gagner	dobijanje
dijon	dijon
invité	pozvana
invité	pozvani
invité	pozvan
invité	pozvali
invité	pozvala
invité	gost
affiche	prikaz
outil	alat
orientales	orijentalna
prêt	spremno
prêt	spreman
prêt	spremni
prêt	kredit
publiés	objavljenog
publiés	objavljen
publiés	objavljene
publiés	objavljeni
publiés	objavljena
mauvaise	loše
mauvaise	bad
mauvaise	loš
seigneurs	lords
violon	violina
effectué	izvela
effectué	nastupao
effectué	izvedena
effectué	izvodili
élevée	visoko
élevée	visoki
élevée	povišene
élevage	uzgojem
traditionnelle	tradicionalna
traditionnelle	tradicionalne
traditionnelle	tradicionalno
remplacement	zamijeniti
remplacement	zamijenit
remplacement	zamjenu
remplacement	zamjena
islam	islam
battu	pobijedio
battu	pobedi
battu	pretučen
battu	poraženi
battu	poražena
battu	porazila
battu	porazio
envoie	šalje
envoie	poslati
envoie	šalju
envoie	send
réduit	smanjuje
traces	tragovi
traces	trag
traces	tragovi
war	rat
war	ratu
égalité	jednakost
égalité	ravnopravnost
égalité	jednakosti
créateur	dizajner
créateur	tvorac
créateur	stvoritelja
créateur	kreator
expliquer	objašnjavajući
expliquer	objasniti
expliquer	objasni
environs	okolina
environs	okolini
environs	blizini
juridique	legalno
juridique	pravna
juridique	pravne
juridique	pravni
juridique	pravnih
coalition	koalicija
intérêts	interesa
intérêts	interese
intérêts	interesi
intérêts	interesima
intérêts	kamata
fox	lisica
fox	fox
municipale	općinskom
municipale	općinsko
inspecteur	detektiv
inspecteur	inspektor
due	zbog
marais	močvara
marais	marais
marais	marsh
moines	moines
moines	monasi
kong	kong
chimie	hemikalije
chimie	hemija
prenant	uzimanje
prenant	uzimanja
prenant	uzima
prenant	uzimajući
poisson	ribe
poisson	ribe
poisson	poisson
inter	inter
fruits	plod
fruits	voće
fruits	plod
passion	strast
soi	soi
chercheurs	istraživači
secours	olakšanje
secours	spašavanja
secours	spašavanje
chat	chat
chat	mačka
stratégie	strategijom
stratégie	strategija
johann	johann
tirs	streljaštvu
sarah	sarah
sarah	sara
interprété	protumačili
retrait	povlačenje
coopération	saradnja
archipel	arhipelag
compagnies	kompanije
cités	naveo
cités	naveli
cités	navela
géorgie	gruzijski
géorgie	georgia
géorgie	džordžija
géorgie	gruzija
âme	duša
gothique	goth
gothique	gothic
bloc	bloka
bloc	blokirati
méditerranée	mediteranska
méditerranée	mediteranski
méditerranée	mediteran
méditerranée	méditerranée
visiteurs	posjetioci
clan	klan
clan	klana
répond	reagira
capital	kapital
surnom	nadimak
express	express
veux	žele
électricité	elektricitet
mit	mit
facile	lak
facile	lako
facile	lahko
facile	polahko
davantage	više
différent	drugačija
différent	drugačije
différent	različita
différent	različito
différent	različiti
différent	različitih
découvrir	otkrivanje
découvrir	istraživanje
découvrir	istraživanja
découvrir	istražuju
découvrir	otkriti
découvrir	otkriju
découvrir	otkrili
découvrir	otkrije
changements	promjene
changements	promjena
changements	izmjena
changements	promjene
changements	promjeni
changements	promene
changements	promena
fred	fred
chrétien	hrišćanski
chrétien	christian
chrétien	hrišćanska
chrétien	kršćanska
chrétien	hrišćanin
chrétien	kristijan
oxford	oxford
croatie	hrvatska
ange	ange
ange	anđeo
chasseurs	lovci
gaston	gaston
robin	robin
opinion	mišljenje
agricoles	poljoprivredni
bonnes	dobro
bonnes	dobar
bonnes	dobre
classements	rang
classements	klasifikacije
récompenses	nagrade
récompenses	nagrade
xiv	xiv
conflits	sukobi
conflits	sporova
conflits	sukob
conflits	konflikt
transformation	obrade
transformation	obradu
transformation	obradi
transformation	transformacija
transformation	transformacije
transformation	transformaciju
transformation	transformacija
transformation	transformiše
remplace	zamjenjuje
remplace	zamijeniti
remplace	zamijenit
remplace	zamjenu
cultures	kultura
étudier	proučava
étudier	proučavaju
étudier	proučiti
étudier	studija
étudier	proučavanja
lundi	ponedjeljak
viii	viii
limitée	ograničene
limitée	ograničena
limitée	ograničen
andrea	andrea
universités	univerzitetima
universités	univerziteti
virginie	virginia
avantage	korist
avantage	prednost
monts	planine
monts	planina
deviennent	postati
deviennent	postanu
deviennent	postale
deviennent	postao
appui	podrška
partout	svuda
engagé	angažovali
engagé	zaposlio
engagé	bavili
engagé	angažiran
engagé	počinjenih
engagé	počinjenim
engagé	počinila
engagé	izvršio
engagé	počinio
engagé	počinili
objectifs	ciljevi
objectifs	ciljevi
ann	ann
écossais	škotski
écossais	škotski
métier	profesiji
métier	struke
métier	profesije
soirée	stranka
soirée	partija
soirée	večeri
soirée	veče
soirée	night
mélange	miks
mélange	miješanje
mélange	mješavine
mine	rudniku
mine	moje
mine	rudnik
costa	costa
alphonse	alphonse
alphonse	alfons
alphonse	alfonsa
acquis	stečena
acquis	stekla
disques	diskovi
représentent	predstavljaju
sydney	sydney
qualifié	kvalificirala
qualifié	kvalifikovana
introduit	uvedeno
introduit	uveo
introduit	uveden
introduit	uvedena
introduit	uvodi
caractéristique	karakterističnim
caractéristique	igranih
caractéristique	igrane
nba	nba
howard	howard
charlie	charlie
communautaire	zajednica
guitariste	gitarista
évêques	biskup
défendre	brani
défendre	brane
défendre	odbraniti
défendre	braniti
défendre	odbrani
défendre	braneći
défendre	branili
conséquences	implikacijama
conséquences	implikacija
conséquences	posljedice
conséquences	posledica
maires	gradonačelnici
maires	gradonačelnik
elizabeth	elizabeta
elizabeth	elizabeth
recevoir	primaju
recevoir	prima
recevoir	primanje
performances	nastup
performances	predstave
autrichien	austrijski
brest	brest
pianiste	pijanist
étrangère	stranih
étrangère	strani
étrangère	stranim
friedrich	friedrich
occupé	zaposlen
occupé	zauzeta
occupé	zauzet
occupé	okupirale
occupé	okupirana
occupé	okupirali
occupé	okupirala
archéologique	arheološki
archéologique	arheološka
archéologique	arheološki
archéologique	arheološko
musées	muzeji
musées	muzej
traversée	prelaz
traversée	prijelaz
traversée	prelaza
réussi	uspješan
réussi	uspješnu
réussi	uspješne
réussi	uspješna
réussi	uspješni
réussi	uspjeli
réussi	uspjela
réussi	uspio
armand	armand
antiquité	drevni
antiquité	drevno
antiquité	drevna
antiquité	drevne
antiquité	antike
brésilien	brazilski
produite	proizveo
produite	proizvela
doctorat	doktorsku
doctorat	doktorski
centaines	stotine
réédition	reissue
calcul	računanje
rêve	san
rêve	sna
rêve	dream
rêve	snu
rêve	sanja
rêve	snovi
mathieu	matthew
mathieu	mathieu
camille	camille
camille	kamil
dérivés	derivati
dérivés	derivacija
aspects	aspekata
aspects	aspektima
aspects	aspekti
simples	jednostavna
simples	jednostavne
simples	jednostavan
simples	jednostavni
simples	jednostavnih
simples	jednostavno
simples	singl
plaque	plaketu
fondateurs	osnivači
ffffff	ffffff
nez	nez
nez	nos
quai	wharf
quai	platforma
quai	platformi
quai	platformu
quai	platforme
démocratie	demokratija
meurtre	ubistvo
barre	čelu
barre	bar
barre	barre
meilleures	bolji
meilleures	bolje
meilleures	najbolji
meilleures	best
métropole	métropole
métropole	metropola
vigueur	vigor
neuvième	deveti
minute	minuta
élite	elita
applications	aplikacije
applications	prijave
applications	apps
aîné	starije
aîné	starija
aîné	stariji
aîné	najstariji
aîné	najstarija
aîné	stariji
aîné	stariji
aîné	visoki
aîné	najstariji
aîné	najstarijih
aîné	najstarije
aîné	najstarija
verre	staklo
verre	piće
équipement	oprema
queue	queue
queue	cock
queue	rep
ivoire	slonovače
hong	hong
ivan	ivan
partisans	partizani
partisans	navijači
partisans	pristalica
partisans	pristalice
design	dizajn
pistes	padine
pistes	obroncima
jonathan	jonathan
jacob	jakov
mythologie	mitologija
belgrade	beograd
revenu	prihoda
revenu	prihodi
revenu	prihode
revenu	prihod
guinée	gvineja
gamme	domet
gamme	dometa
basilique	bazilika
confédération	konfederacija
dessinateur	dizajner
dessinateur	karikaturista
jimmy	jimmy
arrêter	prestaju
arrêter	zaustaviti
arrêter	stop
arrêter	zaustavlja
arrêter	zaustavljanje
arrêter	stanica
rallye	skupu
rallye	skup
valence	valencia
amitié	prijateljstvo
amitié	prijateljstva
colspan	colspan
dossier	direktorij
dossier	dosije
dossier	datoteka
dossier	arhiva
dossier	file
diego	diego
maladies	bolesti
maladies	oboljenja
maladies	bolest
ump	ump
maximale	maksimalna
maximale	maksimalni
maximale	maksimalne
maximale	maksimum
maximale	maksimalno
verte	zelena
citer	citat
citer	navode
constructeur	graditelj
constructeur	proizvođač
péninsule	poluostrvo
francesco	francesco
compilation	compilation
connaissances	poznanicima
connaissances	znanje
copié	copied
budapest	budimpešta
représentations	representations
représentations	predstave
noble	plemeniti
ambassadeur	ambasador
inverse	inverzna
inverse	reverse
opérateur	operatora
opérateur	operater
opérateur	trgovac
possession	posjedovanje
possession	posjedovanja
souvenir	uspomena
souvenir	sjećanje
souvenir	uspomena
souvenir	pamćenje
souvenir	memorija
souvenir	memorije
souvenir	memorijski
forteresse	tvrđava
ennemis	neprijatelj
ennemis	neprijateljima
ennemis	neprijatelji
ennemis	neprijatelja
sections	sekcije
viens	dođu
viens	dolaze
viens	dolazi
viens	doći
positions	pozicija
positions	pozicije
positions	položaje
positions	pozicijama
engagement	angažman
engagement	opredjeljenje
engagement	opredjeljenja
engagement	posvećenost
engagement	obaveza
languedoc	languedoc
são	são
inscrits	registrovan
inscrits	registrovana
inscrits	upisao
quarante	forty
quarante	četrdeset
hectares	hektara
hectares	hektara
golfe	zaliv
golfe	zaliva
italiens	italijani
italiens	italijanski
navy	mornarica
commandeur	komadant
commandeur	komandant
supprimé	deleted
supprimé	uklonjena
douglas	douglas
listes	spisak
listes	lista
listes	liste
boy	boy
boy	dječak
boy	dečak
arbitrage	arbitraže
lecteur	igrač
lecteur	drive
lecteur	vozi
lecteur	reader
idem	ditto
établie	ustanovljen
établie	uspostavljena
établie	ustanovljene
établie	ustanovljena
tire	puca
hop	hop
christopher	christopher
maintenir	održavaju
maintenir	zadrži
maintenir	keep
réduire	smanjenja
réduire	smanjenje
réduire	smanjenjem
réduire	smanjenje
réduire	smanji
anderson	anderson
christine	kristin
christine	christine
goût	okus
morceaux	komadi
morceaux	komada
sélectionné	odabran
sélectionné	odabrano
sélectionné	odabrane
sélectionné	odabrana
venus	venera
miller	miller
dédié	posvetio
dédié	posvećen
exil	exil
exil	egzil
terminé	završila
terminé	završio
terminé	završeno
terminé	završen
cambridge	cambridge
construits	sagrađena
construits	izgrađena
construits	izgrađeno
construits	izgradio
construits	konstruisana
fixe	fiksni
sncf	sncf
ventes	prodaja
relative	relativna
instruction	nastavu
instruction	nastava
cancer	rak
donald	donald
agents	agenti
observation	posmatranje
parallèlement	paralelnost
parallèlement	paralelna
parallèlement	paralelnih
parallèlement	paralelne
parallèlement	paralelni
parallèlement	paralelno
fréquence	frekvencija
dure	hard
dure	teško
dure	traje
scrutin	anketa
scrutin	ankete
scrutin	glasačke
sortant	odlazeći
vins	vino
employés	uposlenici
out	iz
out	out
forum	forum
lanceur	pokretač
lanceur	bacač
solaire	solarni
solaire	sunčev
solaire	solarne
alimentation	hrana
alimentation	ishrana
neutre	neutral
tués	ubila
tués	ubili
tués	ubio
tués	ubijena
tués	ubijen
tués	ubijeni
empêcher	sprječavaju
empêcher	sprečavanje
empêcher	spriječiti
empêcher	spriječi
empêcher	spriječili
orthodoxe	pravoslavna
orthodoxe	pravoslavni
citoyens	građani
vladimir	vladimir
stadium	stadion
ouvriers	radnici
ouvriers	radnika
pseudonyme	nadimak
pseudonyme	pseudonim
humanité	čovječnosti
humanité	čovječanstvo
clé	ključni
clé	ključ
manuscrit	rukopis
déterminer	utvrđivanje
déterminer	utvrđivanja
déterminer	odrede
déterminer	odredi
déterminer	utvrditi
défaites	poraz
défaites	poraza
défaites	poraza
colline	brdo
who	ko
who	koji
divisions	podjele
divisions	podjela
dédiée	posvetio
dédiée	posvećen
gustave	gustav
gustave	gustave
longues	dugi
longues	dug
longues	dugu
longues	long
longues	dugo
régionales	regionalni
régionales	regionalna
continent	kontinent
naturelles	prirodno
trésor	blago
ruines	ruševina
ruines	ruševine
ruines	ruševinama
technologies	tehnologija
précis	tačna
précis	tačan
existent	postoje
picardie	pikardija
porto	porto
bourbon	burbon
difficulté	poteškoća
difficulté	teškoće
franz	franz
ombre	sjene
ombre	hladu
ombre	hlad
ombre	sjeni
maritimes	pomorski
maritimes	maritime
cousin	cuz
équipements	oprema
équipements	objekti
vapeur	parni
vapeur	parna
interview	intervju
bay	zaliv
colonnes	stub
colonnes	stubovi
colonnes	stubove
pôle	pol
républicain	republikanske
républicain	republikanska
attribué	dodijeljen
attribué	dodijeljena
attribué	nagrađeni
attribué	dodijelila
choisit	biralo
choisit	odabrao
choisit	izabrao
choisit	izabrala
choisit	bira
rédacteur	pisac
rédacteur	editor
rédacteur	urednik
stanley	stanley
muet	tiha
historiens	historičari
pétersbourg	peterburg
pétersbourg	petersburgu
couvre	pokriva
couvre	obuhvata
garçon	boy
garçon	dječak
garçon	dečak
western	zapadu
western	zapadna
western	zapadnim
western	zapadne
western	zapadni
vérifier	pogledajte
vérifier	check
proposer	predložiti
transmission	prenos
soldat	vojnik
présentée	predstavila
présentée	predstavljena
présentée	predstavljen
présentée	predstavilo
présentée	predstavio
canadiens	kanadski
jersey	jersey
sénégal	senegal
option	opcija
pluie	kiša
commentaires	feedback
commentaires	komentari
commentaires	komentarima
turin	torino
turin	torino
poitou	poitou
touche	ključni
touche	ključ
touche	dodir
automatique	auto
automatique	automatsko
compétences	nadležnosti
compétences	vještine
compétences	vještina
compétences	vještine
extrêmement	izuzetno
neveu	nećak
mohamed	muhamed
hubert	hubert
commerciale	komercijalne
commerciale	komercijalni
commerciale	reklama
cinquante	pedeset
éventuellement	moguće
publicité	oglašavanje
publicité	oglas
souverain	vladar
souverain	suverena
associés	saradnik
associés	saradnici
chargée	napunjen
chronique	hronika
chronique	stub
chronique	hronični
chronique	hronična
chronique	hronične
chronique	hroničnih
chronique	hroničnim
charte	povelja
imposer	nametnuti
imposer	nametne
renault	renault
arrivé	stigao
arrivé	stigli
arrivé	stigla
préface	foreword
échecs	šah
frais	naknada
frais	naknade
frais	izdataka
frais	troškovi
pérou	perua
pérou	peruu
pérou	peru
bac	sak
bloqué	blokiran
bloqué	blokirao
bloqué	blokirane
bloqué	blokirali
bloqué	blokirala
judiciaire	pravosudne
judiciaire	pravosudni
judiciaire	pravosuđa
judiciaire	pravosuđe
judiciaire	pravosuđu
palette	paleta
indépendante	independent
indépendante	nezavisno
indépendante	nezavisni
indépendante	nezavisna
tramway	tram
peintres	slikara
élisabeth	élisabeth
élisabeth	elizabeta
élisabeth	elizabeth
élisabeth	elisabeth
louvre	louvre
troubles	poremećaji
troubles	nemire
troubles	nemira
troubles	nemiri
marco	marco
marco	marko
lès	lès
offensive	ofanzive
offensive	kozari
offensive	ofanzivu
offensive	ofanziva
amie	prijatelj
amie	drug
alias	zvani
concentration	koncentracije
concentration	koncentracija
concentration	koncentraciju
intention	namjera
intention	namjeru
intention	namjerom
intention	namjera
intention	namjere
nombres	brojevi
précision	preciznost
précision	preciznosti
précision	tačnost
précision	preciznost
passagers	putnici
passagers	putnika
passagers	putnike
passagers	putnik
degré	stepena
degré	stepeni
degré	stepenu
degré	stepen
degré	stepena
puissant	moćna
puissant	moćan
espagnols	španaca
espagnols	španci
espagnols	španski
correspondance	meč
hamilton	hamilton
partiellement	djelomično
partiellement	delimično
partiellement	djelimično
partiellement	djelimična
partiellement	djelimični
partiellement	delimično
partiellement	djelimično
tim	tim
organismes	organizmi
organismes	organizme
organismes	agencije
sauver	spasi
sauver	spašavanje
juniors	juniors
juniors	juniorsko
juniors	juniorska
juniors	junior
juniors	mlađi
visage	facijalne
visage	licem
visage	suočavaju
visage	suočiti
visage	lice
visage	face
possibles	mogući
possibles	moguće
future	budućnost
danois	danski
danois	dane
danois	dance
montrer	show
montrer	emisiju
montrer	nastup
montrer	šou
montrer	sou
conférences	konferencija
conférences	predavanja
paramètres	parametara
paramètres	parametri
paramètres	postavke
paramètres	podešavanja
réflexion	odraz
philadelphie	philadelphia
prononciation	pronunciation
actualité	vijest
actualité	vijesti
actualité	news
actualité	novosti
aube	aube
aube	dawn
aube	zore
aube	zora
logements	smještaja
mariée	udata
mariée	oženjen
mariée	oženio
meuse	meuse
répertoire	direktorij
suffisamment	dovoljno
suffisamment	dovoljan
suffisamment	dosta
suffisamment	dovoljan
écrivains	pisci
écrivains	pisaca
écrivains	piscima
admissibilité	podobnosti
traditionnel	tradicionalna
traditionnel	tradicionalne
traditionnel	tradicionalno
lacs	jezera
suprême	vrhovni
suprême	vrhovno
musulmans	muslim
musulmans	musliman
musulmans	muslimani
ain	ain
autorisation	dozvolu
échanges	trgovina
procédé	proces
sexe	spol
sexe	spol
séjour	ostala
séjour	ostati
séjour	ostanu
séjour	boravka
installations	objekti
installations	ustanovama
andy	andy
travailleurs	radnici
travailleurs	radnika
norme	norma
norme	norme
norme	standardni
appareils	kamere
appareils	aparata
appareils	uređajima
appareils	uređaji
gordon	gordon
ordinateur	računar
graphique	grafički
